had among the highest rates 167
had been so excited about 1516
had been so happily begun 324
had been so hastily drawn 40
had been so hastily thrown 50
had been so hastily thrust 134
had been so honored since 43
had been so knocked about 205
had been so largely taken 55
had been so nervous about 508
had been so notably lacking 49
had been so popular since 45
had been so soundly beaten 76
had been so steadily fixed 54
had been so strongly drawn 106
had been so strongly heated 45
had been so strongly urged 190
had been so tightly bound 110
had been so unhappy about 86
had been so vaguely drawn 45
had been so worried about 1729
had been the advance guard 121
had been the ancient chair 64
had been the attacking party 94
had been the biggest event 40
had been the british front 101
had been the capital since 142
had been the capital under 49
had been the carriage house 53
had been the central event 47
had been the central focus 233
had been the central force 50
had been the central issue 249
had been the central point 324
had been the central topic 50
had been the colonial power 75
had been the creative force 54
had been the creature which 40
had been the deepest truths 68
had been the defeated party 48
had been the dressed belle 55
had been the dynamic force 121
had been the engrossing world 72
had been the extreme point 42
had been the extreme right 84
had been the farthest point 47
had been the fastest growing 392
had been the favored child 64
had been the finishing touch 58
had been the general agent 44
had been the general feeling 45
had been the general staff 64
had been the general trend 49
had been the governing class 40
had been the governing party 76
had been the gradual growth 57
had been the greatest cause 79
had been the greatest curse 87
had been the greatest enemy 135
had been the greatest event 43
had been the greatest force 42
had been the greatest lover 45
had been the greatest power 116
had been the greatest shock 91
had been the hardest fight 42
had been the highest feeling 88
had been the highest point 91
had been the highest ranking 150
had been the highest since 54
had been the history which 50
had been the honored guest 136
had been the impulse which 50
had been the injured party 207
had been the largest buyer 41
had been the largest group 89
had been the largest party 118
had been the liberal party 49
had been the motives which 90
had been the national league 77
had been the natural growth 65
had been the natural leader 74
had been the natural order 42
had been the nominal leader 55
had been the nominal ruler 41
had been the northern kingdom 78
had been the official leader 45
had been the official organ 93
had been the official state 52
had been the pattern since 118
had been the peculiar boast 86
had been the perfect place 123
had been the pivotal point 64
had been the popular leader 41
had been the position taken 43
had been the preceding evening 185
had been the preceding night 237
had been the presiding judge 281
had been the previous april 44
had been the previous evening 1008
had been the previous march 43
had been the previous morning 417
had been the previous night 1505
had been the previous owner 82
had been the previous season 331
had been the primary agent 69
had been the primary basis 50
had been the primary cause 1054
had been the primary focus 289
had been the primary force 107
had been the primary issue 61
had been the primary method 45
had been the primary reason 359
had been the problem child 40
had been the spoiled child 131
had been the spoiled darling 125
had been the stumbling block 325
had been the subject under 72
had been the supreme court 116
had been the supreme power 65
had been the uniform usage 47
had been the unwilling cause 143
had been the unwitting cause 310
had been the village chief 45
had been the virtual ruler 153
had been the western roman 45
had been the youngest child 163
had been to deposit money 41
had been to destroy every 74
had been to hampton court 59
had been to inquire about 53
had been to inquire after 181
had been to restore order 52
had been to several times 50
had been up several hours 73
had been up several times 130
had best be careful about 42
had bled the country white 92
had cast the grapnel thirty 40
had come by covered wagon 53
had come by several times 80
had come in contact since 62
had come in contact while 40
had come in several hours 44
had come in several times 72
had come in shortly after 178
had come the preceding evening 40
had come the previous evening 197
had come the previous night 186
had come to america about 186
had come to america after 391
had come to america alone 68
had come to america first 61
had come to america looking 51
had come to america seeking 238
had come to america since 92
had come to america thirty 41
had come to america under 140
had come to america where 51
had come to america while 49
had come to believe about 373
had come to believe after 87
had come to believe could 46
had come to believe would 139
had come to britain after 60
had come to british guiana 107
had come to central texas 51
had come to chicago after 40
had come to collect money 102
had come to consult about 52
had come to discuss terms 55
had come to dislike women 53
had come to enslave others 82
had come to germany after 59
had come to hampton court 57
had come to herself after 65
had come to herself again 134
had come to himself after 46
had come to himself again 267
had come to include nearly 42
had come to inquire about 1413
had come to inquire after 435
had come to obscure nearly 142
had come to protest about 53
had come to restore order 138
had come to southern italy 45
had come to virginia about 81
had come to virginia after 62
had come up several times 363
had come up shortly after 75
had cost the company about 64
had cost the country about 60
had cost the country dearly 62
had cost the spanish crown 50
had died in foreign lands 78
had died of malarial fever 45
had died of neglect while 55
had died of scarlet fever 650
had died of typhoid fever 1039
had died on thursday evening 51
had died the preceding evening 50
had died the preceding night 129
had died the previous april 164
had died the previous evening 271
had died the previous march 132
had died the previous morning 42
had died the previous night 659
had done he ordered cooling 41
had done in ancient times 259
had done in colonial times 116
had done in previous cases 58
had done in previous times 59
had done in similar cases 258
had done it several times 434
had done my student teaching 54
had done so several times 527
had done the preceding evening 265
had done the preceding night 142
had done the previous evening 575
had done the previous morning 182
had done the previous night 1971
had done the previous season 94
had during the colonial period 306
had during the preceding months 44
had during the preceding night 53
had during the preceding period 45
had during the previous hours 40
had during the previous months 42
had during the previous night 107
had during the previous period 297
had during the regular season 43
had eaten the previous evening 89
had eaten the previous night 83
had even the vaguest notion 63
had felt as strongly about 45
had felt so strongly about 275
had felt the preceding night 41
had felt the previous evening 113
had felt the previous night 97
had fled the country after 475
had fled the country rather 43
had fled the country since 79
had fled the country under 83
had fled the preceding night 60
had fled the previous night 53
had fled to america after 127
had fled to brutish beasts 59
had fled to foreign lands 133
had fled to foreign parts 45
had fled to germany after 69
had fled to holland after 72
had fled to refugee camps 118
had flung the spaniard aside 101
had from the beginning acted 122
had from the beginning aimed 139
had from the beginning anything 61
had from the beginning borne 142
had from the beginning found 133
had from the beginning given 220
had from the beginning shown 264
had from the beginning stood 46
had from the beginning taken 482
had from the beginning tried 85
had from the beginning urged 59
had from the earliest period 185
had from the earliest times 1520
had from the figures given 45
had from the following facts 50
had from the following table 671
had from the outside world 100
had gone it several times 69
had gone on between lewis 72
had gone on increasing since 73
had gone on increasing until 76
had gone on steadily since 64
had gone the greatest lengths 154
had gone the previous evening 130
had gone the previous night 139
had gone to america after 78
had gone to america where 74
had gone to chicago where 48
had gone to distant lands 53
had gone to distant parts 48
had gone to extreme lengths 290
had gone to federal court 41
had gone to foreign lands 71
had gone to foreign parts 149
had gone to germany after 44
had gone to hampton court 86
had gone to hampton roads 60
had gone to inquire about 101
had gone to inquire after 44
had gone to unusual lengths 117
had heard an audible voice 47
had heard an unusual sound 42
had heard it several times 427
had heard of several cases 72
had heard of several others 61
had heard of similar cases 77
had heard the carriage drive 46
had heard the command given 84
had heard the country people 64
had heard the dialogue round 50
had heard the distant sound 115
had heard the familiar sound 49
had heard the following story 51
had heard the hateful story 46
had heard the heavenly voice 42
had heard the ominous sound 57
had heard the preceding evening 111
had heard the preceding night 73
had heard the previous evening 262
had heard the previous night 427
had heard the question asked 54
had heard the reports about 132
had heard the stories about 896
had heard the stories which 95
had heard the threatening words 54
had heard the witches repeat 67
had held an honored place 65
had held the highest place 62
had held the highest posts 110
had held the position since 429
had held the previous night 50
had held the supreme power 109
had hold of herself again 53
had into the bargain never 49
had kept in regular touch 55
had kept to himself since 43
had laid the country under 59
had laid the country waste 255
had lain the preceding night 199
had lain the previous night 78
had left an injured woman 55
had left it several hours 59
had left no visible scars 45
had left no visible trace 52
had left the african coast 48
had left the bathroom light 152
had left the british isles 299
had left the candles burning 44
had left the company after 88
had left the congress party 50
had left the country after 444
had left the country again 70
had left the country rather 83
had left the country since 171
had left the country under 144
had left the country while 49
had left the decision about 49
had left the following morning 72
had left the kitchen light 47
had left the liberal party 509
had left the natural world 111
had left the outside light 50
had left the preceding evening 139
had left the preceding night 88
had left the precise point 54
had left the previous evening 390
had left the previous morning 156
had left the previous night 343
had left the service after 140
had left the service under 40
had left the stately lords 58
had left the supreme court 111
had left the treasury empty 96
had left the village about 42
had left the village after 93
had left the village where 46
had left the visible world 56
had left the welfare rolls 70
had left the witness stand 67
had less of outward vision 76
had lied to congress about 99
had lied to paddock about 41
had lost the ambition which 44
had lost the previous evening 50
had lost the previous night 89
had lots of opinions about 41
had lots of stories about 128
had lots of trouble getting 60
had made an advance which 41
had made an awfully naive 84
had made an election under 341
had made an especial study 100
had made an official visit 238
had made by quickly cutting 49
had made it equally plain 70
had made me acutely aware 63
had made me promise never 69
had made my position quite 43
had made no attempt either 119
had made no comment about 164
had made no decision about 172
had made no inquiry about 87
had made no material change 50
had made no mistake about 373
had made no previous study 47
had made no protest about 45
had made no scruple about 46
had made no taxable gifts 52
had made the british people 41
had made the chimney black 47
had made the comment about 134
had made the decision about 148
had made the decision after 95
had made the decision never 48
had made the decision which 100
had made the following entry 169
had made the greatest gains 89
had made the greatest noise 52
had made the highest grade 42
had made the highest score 88
had made the journey alone 78
had made the journey round 58
had made the journey thither 68
had made the mistake which 62
had made the passage under 48
had made the passage while 50
had made the passions about 55
had made the position quite 45
had made the preceding evening 53
had made the preceding night 53
had made the previous evening 370
had made the previous night 686
had made the problem worse 85
had made the supreme court 79
had made the western world 43
had made to himself after 41
had made up stories about 128
had much the greatest share 121
had much to discuss about 44
had much to grumble about 56
had nothing to grumble about 270
had nothing to quarrel about 129
had only the dimmest notion 222
had only the haziest notion 647
had only the kindest feeling 60
had only the uncanny spell 40
had only the vaguest grasp 45
had only the vaguest inkling 70
had only the vaguest notion 2273
had only the vaguest sense 251
had paid an official visit 432
had paid the heaviest price 55
had paid the highest price 287
had paid the highest wages 44
had paid the penalty which 62
had paid the supreme price 173
had prior to removal shall 59
had said in express terms 114
had said in express words 69
had said in general terms 51
had said it several times 168
had said or written about 71
had said or written anything 52
had said so several times 57
had said the following about 47
had said the previous evening 431
had said the previous night 367
had said to himself about 54
had said to himself after 54
had said to himself again 51
had said to himself often 81
had said to himself rather 82
had said to himself while 47
had seen an article about 171
had seen an ominous sight 58
had seen in foreign lands 157
had seen in foreign parts 41
had seen in history books 75
had seen in picture books 107
had seen it several times 855
had seen me several times 238
had seen no service since 56
had seen so bravely fight 88
had seen the article about 84
had seen the british fleet 75
had seen the captain putting 56
had seen the letters which 67
had seen the mercury still 42
had seen the miracle which 88
had seen the outside world 191
had seen the patient either 41
had seen the preceding evening 216
had seen the preceding night 226
had seen the previous evening 738
had seen the previous morning 74
had seen the previous night 1557
had seen the reliable walls 110
had seen the respite given 82
had seen the subtler change 63
had seen the threatening action 123
had seen the wonders which 46
had sent an advance guard 60
had sent an advance party 73
had sent an embassy which 62
had sent an express order 54
had sent no heralds either 46
had sent the national guard 48
had sent the previous evening 54
had sent the spaniel panting 83
had sent to inquire about 98
had sent to inquire after 113
had shot the previous evening 48
had such an eminent share 54
had such an intense feeling 62
had such an unhappy issue 68
had sued in federal court 47
had sunk in shallow water 82
had sunk the british liner 52
had sunk the spanish fleet 82
had time to achieve anything 46
had time to compare notes 134
had time to deliver theirs 56
had time to develop fully 168
had time to develop strong 57
had time to express either 41
had time to inquire about 167
had time to prepare anything 82
had time to recover fully 54
had time to reflect about 85
had time to reflect since 45
had time to restore order 57
had told me everything about 136
had told me several months 43
had told me several times 540
had told me stories about 401
had told my parents about 78
had told the british people 75
had told the emperor adrian 58
had told the following story 43
had told the supreme court 46
had told the village about 90
had told us several times 66
had told us stories about 95
had torn the country apart 253
had upon an annuity which 53
had used it several times 250
had used the accrual method 116
had used the following words 111
had used the national guard 74
had used the present tense 183
had used the previous evening 110
had used the previous night 177
had worn it several times 47
had worn the imperial crown 219
had worn the preceding evening 41
had worn the previous evening 267
had worn the previous night 294
hang upon my richest robes 42
has also the twisted horns 48
has among the highest rates 147
has been an adverse change 62
has been an alleged breach 56
has been an ancient league 48
has been an average yearly 53
has been an endless stream 102
has been an equally rapid 78
has been an equally steady 41
has been an equally strong 178
has been an evident change 88
has been an express finding 549
has been an honored guest 76
has been an hundred times 117
has been an immense change 125
has been an immense flood 46
has been an immense growth 104
has been an impelling force 52
has been an increase rather 112
has been an increase since 332
has been an increasing drive 47
has been an increasing feeling 186
has been an increasing focus 807
has been an increasing growth 111
has been an increasing level 156
has been an increasing sense 164
has been an increasing shift 264
has been an increasing social 47
has been an increasing stream 46
has been an increasing trend 3156
has been an inspiring force 52
has been an intense focus 79
has been an intense search 73
has been an invalid since 158
has been an invited guest 77
has been an official search 218
has been an olympic event 99
has been an olympic sport 187
has been an organic whole 103
has been an overall change 42
has been an overall growth 142
has been an overall shift 84
has been an overall trend 169
has been an unfailing guide 50
has been an unknown danger 95
has been an unusual night 53
has been as follows since 77
has been at certain times 115
has been at distant times 65
has been at especial pains 179
has been at harvard since 40
has been at immense pains 103
has been at several times 116
has been in america about 45
has been in america since 355
has been in ancient times 123
has been in britain since 66
has been in british hands 172
has been in certain cases 148
has been in chicago since 46
has been in command since 70
has been in congress since 140
has been in control since 107
has been in custody since 167
has been in decline since 1477
has been in default since 95
has been in deficit every 104
has been in deficit since 238
has been in dispute since 279
has been in eclipse since 46
has been in european hands 48
has been in extreme danger 154
has been in foreign parts 68
has been in general terms 203
has been in germany since 76
has been in ireland since 78
has been in position since 40
has been in previous times 42
has been in private hands 262
has been in process since 357
has been in question since 109
has been in service about 53
has been in service since 1230
has been in several cases 121
has been in several times 90
has been in storage since 61
has been in surplus since 173
has been in trouble again 56
has been in trouble since 184
has been in turmoil since 180
has been my faithful study 436
has been my fortune since 45
has been my greatest asset 47
has been my greatest enemy 70
has been my lifelong habit 65
has been my patient since 54
has been my position since 44
has been my stumbling block 56
has been my walpole above 40
has been no adverse change 59
has been no attempt either 110
has been no attempt since 89
has been no careful study 141
has been no concern about 46
has been no contact since 49
has been no decided change 43
has been no decision about 46
has been no dispute about 108
has been no drastic change 90
has been no eruption since 43
has been no example since 55
has been no factual showing 171
has been no general change 51
has been no general study 98
has been no general trend 52
has been no hankering after 49
has been no increase since 119
has been no material change 2495
has been no notable change 89
has been no occasion since 73
has been no official action 53
has been no overall change 73
has been no overall study 45
has been no previous period 77
has been no previous study 135
has been no problem about 48
has been no question about 177
has been no radical change 642
has been no research which 72
has been no scuffle where 53
has been no secular change 47
has been no similar study 62
has been no supreme court 104
has been no thorough study 196
has been no trouble about 63
has been no trouble since 227
has been no visible change 90
has been of concern since 163
has been of especial value 162
has been of extreme value 129
has been of gradual growth 193
has been of greatest value 223
has been of immense value 1778
has been of lifelong value 65
has been of limited scope 74
has been of limited value 672
has been of peculiar value 90
has been of several kinds 48
has been of several others 73
has been of supreme value 45
has been on average about 84
has been on display since 100
has been on familiar terms 62
has been on similar lines 53
has been on welfare since 44
has been so altered since 50
has been so amended shall 71
has been so bandied about 101
has been so bragged about 59
has been so closely bound 362
has been so excited about 76
has been so happily begun 189
has been so knocked about 167
has been so largely drawn 53
has been so largely given 42
has been so largely taken 41
has been so plainly shown 47
has been so pleasant since 58
has been so popular since 74
has been so strongly borne 64
has been so strongly drawn 44
has been so strongly urged 144
has been so worried about 232
has been the advance guard 51
has been the animating force 45
has been the average price 54
has been the balance wheel 68
has been the biggest cause 42
has been the biggest change 156
has been the biggest growth 40
has been the biggest loser 79
has been the capital since 353
has been the careful study 63
has been the central actor 45
has been the central driving 44
has been the central focus 969
has been the central force 154
has been the central issue 640
has been the central motif 43
has been the central pivot 67
has been the central plank 50
has been the central point 400
has been the central tenet 68
has been the central thesis 70
has been the central thrust 78
has been the central topic 114
has been the classic method 58
has been the concern about 114
has been the congress party 41
has been the context within 41
has been the country where 42
has been the country which 80
has been the creative force 91
has been the declining share 44
has been the directing force 57
has been the dynamic force 93
has been the eternal quest 44
has been the european court 84
has been the fastest growing 4312
has been the favored method 67
has been the general feeling 162
has been the general finding 116
has been the general level 53
has been the general method 57
has been the general sense 79
has been the general state 61
has been the general tenor 64
has been the general topic 44
has been the general trend 660
has been the governing party 118
has been the gradual change 124
has been the gradual growth 208
has been the gradual shift 196
has been the gradual spread 47
has been the greatest alarm 40
has been the greatest asset 67
has been the greatest cause 298
has been the greatest change 165
has been the greatest curse 171
has been the greatest danger 41
has been the greatest enemy 220
has been the greatest event 113
has been the greatest force 292
has been the greatest glory 40
has been the greatest growth 49
has been the greatest honor 57
has been the greatest power 148
has been the greatest snare 41
has been the greatest social 41
has been the hardest fight 70
has been the highest honor 41
has been the highest level 55
has been the highest since 59
has been the honored guest 112
has been the immense growth 40
has been the impelling cause 122
has been the impelling force 112
has been the impetus given 72
has been the impulse given 74
has been the increase since 58
has been the increasing focus 76
has been the increasing level 62
has been the increasing power 153
has been the increasing share 100
has been the increasing trend 96
has been the inspiring force 47
has been the largest buyer 68
has been the largest donor 319
has been the largest party 155
has been the largest since 52
has been the largest trading 55
has been the massive growth 107
has been the material basis 74
has been the medical model 53
has been the national anthem 46
has been the national leader 45
has been the national league 45
has been the natural growth 47
has been the official leader 55
has been the official organ 152
has been the official state 74
has been the outcome thereof 59
has been the pattern since 188
has been the peculiar boast 41
has been the peculiar glory 88
has been the penalty which 100
has been the pivotal point 124
has been the position since 125
has been the position taken 182
has been the present author 70
has been the primary actor 46
has been the primary agent 208
has been the primary basis 239
has been the primary cause 1661
has been the primary driving 229
has been the primary engine 63
has been the primary focus 1889
has been the primary force 434
has been the primary forum 49
has been the primary issue 74
has been the primary locus 59
has been the primary method 561
has been the primary model 50
has been the primary reason 719
has been the primary route 49
has been the primary social 90
has been the primary thrust 63
has been the priority given 70
has been the problem which 64
has been the process which 51
has been the procuring cause 86
has been the project leader 77
has been the question about 63
has been the question which 57
has been the radical change 99
has been the rapidly changing 51
has been the rapidly growing 164
has been the reduced state 45
has been the repeated finding 59
has been the research focus 46
has been the secular trend 53
has been the slowest growing 99
has been the spoiled child 46
has been the steadily growing 102
has been the stumbling block 696
has been the subject since 41
has been the success story 164
has been the success which 61
has been the support given 130
has been the support which 41
has been the supreme court 1143
has been the uniform holding 95
has been the uniform usage 77
has been the unwitting cause 47
has been the vehicle which 41
has been the welfare state 123
has been to america since 45
has been to collect facts 70
has been to develop tools 50
has been to educate people 50
has been to enlarge rather 42
has been to exclude women 46
has been to include every 67
has been to include within 54
has been to increase rather 160
has been to increase state 40
has been to increase total 41
has been to increase usury 45
has been to increase wages 63
has been to increase women 49
has been to mankind which 46
has been to present broad 90
has been to present facts 120
has been to present first 43
has been to present works 58
has been to produce books 148
has been to produce large 53
has been to promote social 53
has been to provide basic 135
has been to provide equal 50
has been to provide funds 85
has been to provide housing 45
has been to provide loans 45
has been to provide money 54
has been to provide people 55
has been to provide short 46
has been to provide social 50
has been to provide sound 50
has been to provide tools 53
has been up several times 73
has come in several forms 50
has come in several times 53
has come to believe about 86
has come to himself again 47
has come to include every 63
has come to inquire about 281
has come to inquire after 51
has come to physics since 98
has come up against strong 43
has come up several times 642
has cost the country dearly 65
has died of typhoid fever 60
has done an hundred times 61
has done in similar cases 49
has done it several times 189
has done so several times 198
has felt so certain about 84
has felt the effects which 43
has felt the genuine style 103
has fled to brutish beasts 92
has from the beginning found 134
has from the beginning given 141
has from the beginning shown 118
has from the beginning stood 55
has from the beginning taken 220
has from the earliest period 226
has from the earliest times 1972
has gone by several names 99
has gone on increasing since 134
has gone on increasing until 196
has gone on rapidly under 81
has gone on steadily growing 47
has gone on steadily since 170
has gone to extreme lengths 217
has gone to stanley falls 52
has gone to unusual lengths 104
has gone up several times 67
has gone up steadily since 76
has heard it several times 69
has heard the stories about 72
has held an honored place 75
has held in several cases 251
has held the following posts 54
has held the highest place 61
has held the position since 385
has kept in eternal bonds 75
has kept the popular cause 41
has lain in amniotic bliss 127
has leave of absence until 45
has left an account which 109
has left an example which 147
has left an example worthy 74
has left no visible trace 89
has left the country since 51
has left the deepest stain 348
has left the following lines 44
has left the question where 46
has lost the precious sight 146
has lost the wildest charm 223
has lots of stories about 48
has made an election under 1366
has made an equally major 50
has made an especial study 218
has made an interim order 48
has made an official visit 52
has made me acutely aware 244
has made me resolve never 60
has made no advance since 51
has made no decision about 48
has made no material change 59
has made no mistake about 54
has made no taxable gifts 58
has made the bravest greek 42
has made the british nation 57
has made the british people 53
has made the chinese people 67
has made the closest study 118
has made the decision about 80
has made the election under 158
has made the following claim 45
has made the following entry 80
has made the following notes 67
has made the following offer 45
has made the following order 2022
has made the following point 77
has made the following rules 379
has made the following sales 65
has made the fullest study 46
has made the general point 70
has made the greatest change 45
has made the greatest gains 91
has made the greatest noise 129
has made the natural world 107
has made the outside world 46
has made the popular action 51
has made the position worse 53
has made the present study 42
has made the problem worse 200
has made the savages nearly 77
has made the supreme court 170
has made us acutely aware 396
has much to suggest about 52
has need of clouded glass 46
has nothing in himself which 133
has nothing to grumble about 42
has only the haziest notion 61
has only the present tense 200
has only the vaguest notion 271
has paid an official visit 98
has paid the highest price 158
has paid the supreme price 41
has said or written about 76
has said the following about 198
has seen an increasing trend 45
has seen in several cases 53
has seen it several times 106
has seen me several times 89
has seen the females carry 64
has seen the greatest change 66
has seen the greatest growth 99
has seen the largest growth 113
has seen the patient within 55
has sent the following cable 57
has sent the following reply 74
has told me everything about 201
has told me several times 765
has told me stories about 146
has told no blacker story 104
has told the following story 113
has told the patient about 103
has told us everything about 87
has told us several times 92
has torn the country apart 55
has used it several times 71
has used the claimed abode 43
has used the following method 137
has used the following words 66
hath been of several others 198
hath been the ancient right 97
hath been the greatest engine 168
hath been the unhappy method 100
hath been thy servant still 95
hath laid the measures thereof 2251
hath left no certain marks 85
hath made the greatest noise 107
head from the examining table 57
head from the official shell 65
head full of thoughts about 67
head into the kitchen where 106
head over the correct track 68
head over the desired track 274
head reach the captive baron 63
head upon the dreadful block 68
head will be exalted above 125
hear from me shortly again 44
hear from the company within 96
hear from the outside world 139
hear from the supreme court 40
hear from the witness stand 144
hear john the baptist preach 120
hear lots of stories about 102
heat flux in nucleate boiling 205
heat from the arterial blood 56
heat from the chilled water 79
heat from the exhaust gases 1282
heat from the funnels which 45
heat from the furnace gases 212
heat from the furnace walls 55
heat from the furnace would 61
heat from the kitchen stove 259
heat from the process fluid 145
heat from the remaining water 49
heat when the current flows 98
heat will be carried under 54
her come to herself again 41
her coming to castile would 45
her desk the following morning 42
her door the following morning 42
her down the remaining steps 44
her down the terrace steps 53
her dream the previous night 41
her duty of marriage shall 181
her early the following morning 123
her eyes in transit falling 61
her eyes the following morning 106
her face in trembling hands 55
her face the previous evening 194
her face the unusual color 45
her feet the moonlit night 46
her flag in triumph still 69
her from the adverse winds 65
her from the bedside table 43
her from the beginning until 75
her from the chronic gloom 50
her from the convent where 74
her from the crowded dancing 59
her from the dilemma arising 64
her from the heights above 52
her from the impending danger 73
her from the kitchen table 131
her from the material world 112
her from the outside world 1446
her from the vantage point 88
her from the witness stand 68
her from thy ancient walls 113
her hair in curlers under 45
her hair in perfect order 77
her hand an instant longer 58
her hand in marriage after 79
her home in beverly hills 354
her home in jamaica plain 155
her home in perfect order 55
her home the following morning 72
her home the previous evening 42
her home the previous night 66
her hour of extreme peril 49
her hour of greatest peril 51
her into an altered state 49
her into an illness which 57
her into the bathroom where 158
her into the bedroom where 530
her into the bedroom while 56
her into the carriage after 44
her into the carriage which 141
her into the chamber where 120
her into the deepest gloom 40
her into the hallway where 50
her into the hammock which 78
her into the highest terms 73
her into the kitchen where 815
her into the kitchen while 99
her into the library where 63
her into the outside world 67
her into the shallow water 110
her know it civilly first 40
her lack of clarity about 50
her lack of concern about 178
her land the wounded shall 132
her life in providing heirs 47
her life or freedom would 236
her like an express train 54
her love of dominion would 76
her love of everything which 57
her love of parties sprang 40
her make the decision about 43
her mind on certain themes 80
her mind the hundred rooms 64
her mouth to protest again 150
her name to marilyn monroe 122
her need to control others 45
her nest the cautious grave 96
her nose on several times 47
her onto the crowded dance 66
her onto the examining table 46
her onto the operating table 41
her over the kitchen table 49
her over the previous eight 58
her over the shallow water 80
her room in perfect order 68
her room the following morning 103
her room the previous night 95
her shoes of spanish leather 74
her side to prevent choking 67
her suit in federal court 63
her task of fostering unity 47
her upon the moonlit water 55
her whom the panders crown 53
her whom the prefect terms 636
her word to herself under 107
her work of preparing salad 68
hid from the outside world 87
him along the country roads 45
him along the following lines 59
him among the gathered smoke 41
him away to foreign parts 43
him back to general crook 40
him back to granite house 43
him back to himself again 56
him down the terrace steps 60
him during the following months 63
him during the following night 72
him during the following weeks 40
him during the illness which 43
him during the preceding months 83
him during the preceding night 83
him during the previous months 57
him during the previous night 90
him during the spanish civil 52
him early the following morning 182
him fill the cradles right 242
him from an attempt which 53
him from an unmanly burst 166
him from my vantage point 50
him from the anxiety which 93
him from the ascetic trail 42
him from the balcony above 111
him from the capitol today 84
him from the catholic point 41
him from the censure which 47
him from the charges which 58
him from the council board 112
him from the country where 50
him from the country which 55
him from the deepest sleep 58
him from the detaining power 59
him from the earliest period 119
him from the earliest times 127
him from the extreme right 44
him from the general crowd 72
him from the general wreck 81
him from the greatest danger 41
him from the heights above 207
him from the hostile coast 55
him from the impending danger 224
him from the impending shame 57
him from the impending storm 53
him from the imperial throne 69
him from the kitchen table 68
him from the kitchen where 53
him from the letters which 71
him from the material world 88
him from the natural order 56
him from the natural world 151
him from the orthodox party 91
him from the outside point 41
