he and billy went forth 44
he had often seen such 276
he had often seen their 121
he had often seen these 100
he had often seen when 70
he had often sent back 66
he had power over life 142
he had power over their 43
he had quite gone away 61
he had rather have been 415
he had rather have lost 164
he had rather said what 104
he had rather speak five 79
he had really been able 173
he had really been born 122
he had really been hoping 45
he had really been kept 49
he had really been like 88
he had really been living 54
he had really been most 85
he had really been only 45
he had really been sent 93
he had really been taking 80
he had really been there 697
he had really been trying 238
he had really been very 176
he had really come back 63
he had really come down 41
he had really come from 58
he had really come home 68
he had really come into 64
he had really done nothing 229
he had really done very 79
he had really done well 45
he had really done what 147
he had really gone away 71
he had really gone over 175
he had really heard what 40
he had really made love 59
he had really made some 74
he had really made such 115
he had really meant what 144
he had really most been 53
he had really only been 72
he had really said nothing 50
he had really said what 64
he had really seen some 40
he had really seen very 91
he had really seen what 58
he had risen from among 84
he had risen from nothing 64
he had risen from their 66
he had risen into great 67
he had risen very early 183
he had risen very high 45
he had saved from hanging 41
he had saved from ruin 72
he had saved rome from 90
he had saved your life 86
he had shewn poor dick 99
he had shied away from 537
he had shone even more 142
he had shown during their 40
he had shown great tact 40
he had shown some care 66
he had shown such great 46
he had since been able 46
he had since been living 117
he had since been told 45
he had since heard from 99
he had slept away from 67
he had slept none last 52
he had slept only three 47
he had slept very well 131
he had slept well during 64
he had spent away from 563
he had spent five days 80
he had spent five years 1338
he had spent four days 246
he had spent four years 1635
he had spent great part 47
he had spent great sums 112
he had spent just over 60
he had spent just three 46
he had spent less time 392
he had spent many days 335
he had spent many years 3137
he had spent more time 4377
he had spent more years 86
he had spent much more 376
he had spent much time 2965
he had spent nine days 43
he had spent nine years 352
he had spent only five 79
he had spent only four 79
he had spent only three 180
he had spent over four 48
he had spent over half 146
he had spent over three 153
he had spent poring over 51
he had spent some days 257
he had spent some five 41
he had spent some part 45
he had spent some three 80
he had spent some time 14135
he had spent some years 1623
he had spent these last 54
he had spent those days 49
he had spent those years 127
he had spent three days 713
he had spent three years 2175
he had spent time there 94
he had spent vast sums 97
he had spent well over 68
he had spent years among 45
he had spent years trying 175
he had sprung from dame 79
he had staid three years 45
he had still been able 572
he had still been here 77
he had still been living 149
he had still been only 48
he had still been there 386
he had still been used 40
he had still been wearing 40
he had still been young 44
he had still done nothing 71
he had still five years 47
he had still heard nothing 191
he had still kept back 108
he had still left upon 57
he had still many years 105
he had still said nothing 111
he had still some hope 86
he had still some time 105
he had stood some time 85
he had stood there like 47
he had swept down into 50
he had sworn unto your 380
he had taken among those 41
he had taken away from 1727
he had taken away some 63
he had taken away their 169
he had taken back from 143
he had taken down from 648
he had taken during their 40
he had taken even more 106
he had taken five years 85
he had taken four years 105
he had taken from adam 92
he had taken from among 59
he had taken from home 52
he had taken from other 128
he had taken from over 46
he had taken from some 166
he had taken from their 317
he had taken from those 90
he had taken from time 52
he had taken good care 1122
he had taken great care 603
he had taken home from 89
he had taken leave from 111
he had taken many more 44
he had taken many years 127
he had taken more care 146
he had taken more time 223
he had taken more wine 89
he had taken much more 114
he had taken nothing from 172
he had taken only five 43
he had taken only four 40
he had taken only three 83
he had taken only what 51
he had taken over from 2959
he had taken over many 49
he had taken over most 54
he had taken over much 92
he had taken over only 53
he had taken over some 61
he had taken over their 72
he had taken over when 80
he had taken part during 105
he had taken part only 75
he had taken some care 53
he had taken some days 44
he had taken some drug 83
he had taken some food 81
he had taken some good 58
he had taken some kind 95
he had taken some other 114
he had taken some part 426
he had taken some rest 43
he had taken some time 300
he had taken some years 133
he had taken such care 537
he had taken such good 93
he had taken such great 106
he had taken such means 47
he had taken their city 53
he had taken these from 40
he had taken three days 117
he had taken three years 150
he had taken time from 73
he had taken very good 64
he had taken very much 46
he had taken were poor 40
he had taken were very 343
he had thrown away these 52
he had thrown away upon 68
he had thrown away when 48
he had thrown down from 41
he had thrown down into 64
he had thrown down upon 63
he had thrown some rays 54
he had tried once more 224
he had tried very hard 1346
he had truly come home 59
he had twice been sent 51
he had voted only once 44
he had would have been 163
he had wrote many years 48
he has added from time 114
he has added some very 53
he has anything left over 129
he has anything worth saying 46
he has built those great 88
he has crept into fame 51
he has drawn away from 61
he has drawn down upon 51
he has drawn from some 49
he has drawn from these 122
he has drawn these dark 77
he has either been very 42
he has faced many other 48
he has flown away when 43
he has found nothing more 67
he has found only three 40
he has found some means 182
he has found some other 74
he has found true love 42
he has fully laid open 76
he has given away more 108
he has given free play 45
he has given free rein 81
he has given from time 60
he has given full play 44
he has given full rein 44
he has given have been 61
he has given many years 53
he has given more time 50
he has given much time 244
he has given some very 68
he has given such bond 78
he has given such good 69
he has grown away from 123
he has grown even more 53
he has grown into much 83
he has grown into such 41
he has grown very much 49
he has known have been 77
he has known what love 41
he has lived among such 40
he has lived away from 103
he has lived four years 99
he has lived here ever 78
he has lived many years 309
he has lived some time 108
he has lived some years 45
he has lived there ever 194
he has lived three years 81
he has lived till past 83
he has moved away from 1066
he has moved next door 43
he has never been able 10639
he has never been among 71
he has never been away 315
he has never been back 322
he has never been born 116
he has never been even 64
he has never been free 145
he has never been good 60
he has never been heard 1023
he has never been held 41
he has never been here 376
he has never been home 51
he has never been into 40
he has never been late 166
he has never been less 56
he has never been like 72
he has never been lost 54
he has never been made 264
he has never been more 1110
he has never been much 438
he has never been once 61
he has never been over 59
he has never been paid 86
he has never been part 109
he has never been seen 1090
he has never been sick 222
he has never been sure 76
he has never been there 1853
he has never been told 266
he has never been used 143
he has never been very 323
he has never been well 342
he has never been what 75
he has never been wrong 133
he has never been young 80
he has never come back 414
he has never come home 47
he has never come into 101
he has never come upon 42
he has never done more 48
he has never done much 49
he has never done such 137
he has never done what 49
he has never even been 229
he has never even heard 381
he has never even seen 515
he has never felt more 122
he has never felt such 40
he has never gone away 59
he has never gone back 139
he has never gone down 226
he has never gone into 70
he has never heard from 114
he has never heard such 334
he has never heard your 59
he has never laid eyes 133
he has never left home 79
he has never lost faith 97
he has never made clear 40
he has never made love 74
he has never made more 107
he has never made such 58
he has never once been 370
he has never once during 51
he has never once gone 54
he has never once made 85
he has never once said 59
he has never once seen 94
he has never once told 79
he has never paid more 87
he has never paid much 89
he has never seen even 94
he has never seen more 240
he has never seen some 44
he has never seen such 1700
he has never seen their 53
he has never seen these 124
he has never seen what 71
he has nobly laid down 41
he has often been able 157
he has often been glad 40
he has often been heard 600
he has often been made 183
he has often been seen 304
he has often been told 143
he has often been very 146
he has often heard from 75
he has often made three 121
he has often seen shot 51
he has power over life 65
he has power over their 47
he has really been able 77
he has really been paying 45
he has really done nothing 73
he has saved from lost 61
he has saved your life 158
he has shied away from 182
he has shown these three 41
he has since been able 229
he has since been living 104
he has since been made 115
he has since been more 116
he has since been most 95
he has since been very 87
he has since been vice 67
he has since held over 42
he has since made good 40
he has spent away from 53
he has spent five years 111
he has spent four years 135
he has spent less time 49
he has spent many years 929
he has spent more time 801
he has spent most time 54
he has spent much more 165
he has spent much time 919
he has spent nine years 55
he has spent some time 663
he has spent some years 142
he has spent three days 43
he has spent three years 175
he has spent years trying 40
he has still been able 91
he has taken away from 441
he has taken away their 136
he has taken away your 184
he has taken down from 61
he has taken down your 62
he has taken from other 116
he has taken from their 45
he has taken good care 449
he has taken great care 216
he has taken have been 59
he has taken high rank 92
he has taken more wine 51
he has taken nothing from 96
he has taken over from 722
he has taken over many 47
he has taken over most 41
he has taken over some 40
he has taken such care 47
he has taken very good 41
he has thrust forth from 40
he has thrust into your 56
he has tried very hard 510
he has truly been made 93
he has within five years 54
he has would have been 42
he hath drank only part 51
he hath since done good 51
he hath spent four years 77
he hath spent many years 47
he hath still from time 86
he hath taken away from 170
he hath taken very great 60
he hit sixty home runs 63
he may again have been 69
he may annoy your self 89
he may annul their laws 70
he may appeal from such 181
he may burst into tears 114
he may count their eyes 107
he may easily fall into 157
he may easily have been 319
he may either dash upon 121
he may either have been 106
he may enter into life 45
he may enter into some 59
he may enter into such 111
he may enter soon into 60
he may float away into 61
he may later have been 61
he may marry will have 41
he may never come back 1125
he may never even have 219
he may never have been 1336
he may never have come 40
he may never have done 243
he may never have even 69
he may never have felt 145
he may never have gone 69
he may never have heard 1356
he may never have held 40
he may never have left 66
he may never have made 113
he may never have said 96
he may never have seen 1426
he may never have sent 45
he may never have used 100
he may never know what 89
he may never learn what 46
he may never meet face 49
he may never ride three 135
he may never take your 64
he may often have been 224
he may plunge into what 76
he may prove more fond 116
he may quite well have 184
he may really have been 275
he may really have felt 51
he may really have lost 43
he may reason back into 71
he may serve your turn 42
he may spend more time 134
he may spend much time 79
he may spend some time 115
he may still come back 42
he may still form those 40
he may still have been 1041
he may still have felt 114
he may still have many 42
he may still have some 243
he may still have time 56
he may within five days 82
he new light from these 43
he not allay their fears 54
he not known very well 83
he not rather have been 87
he not rather have said 80
he not sailing lost like 57
he not still have been 46
he not taken away from 52
he not thrust back into 62
he now began once more 48
he now looks back upon 80
he now spent more time 71
he sat looking away from 48
he sat would have been 48
he saw blood oozing from 80
he saw could have been 86
he saw jesus coming unto 44
he saw jesus from afar 463
he saw jesus move from 43
he saw light coming from 85
he saw might have been 109
he saw pedro fall over 42
he saw right away what 52
he saw sally once more 44
he saw satan fall from 54
he saw satan fall like 85
he saw smoke coming from 290
he saw smoke rising from 496
he saw spitz rush upon 134
he saw would have been 145
he set about making some 83
he set about making sure 45
he set about taking care 58
he set apart three days 74
he that dared give breath 60
he that first took pain 60
he that lived there left 86
he that lives upon hope 252
he that looks well into 51
he that might have gone 57
he that might have lain 101
he that omits will find 53
he that pulls away those 40
he that seeks will find 48
he that shall come forth 549
he that shall come will 1363
he that shall look into 142
he that shall tread down 127
he that thinks most will 56
he that would have been 67
he that would have more 46
he that would know more 169
he that would love life 59
he that would move fast 54
he that would walk along 76
he then drove very hard 52
he then feared nothing more 60
he then might have been 46
he then might have done 48
he then spent five years 50
he then spent four years 57
he then spent some time 128
he then spent three years 62
he then turns away from 57
he then would have been 193
he thus wrote down some 148
he too burst into tears 73
he too could have been 248
he too first laid down 91
he too might have been 849
he too might have come 48
he too might have done 45
he too might have made 41
he too might have said 69
he too might well have 57
he too would have been 1824
he too would have died 87
he too would have done 69
he too would have fled 78
he too would have gone 132
he too would have left 79
he too would have made 80
he too would have said 44
he too would have seen 81
he too would take part 103
he too would walk away 86
he was about five feet 1603
he was about five foot 366
he was about five years 2307
he was about four feet 203
he was about four years 1831
he was about leaving home 58
he was about leaving said 68
he was about most other 40
he was about nine years 1585
he was about once more 79
he was about some holy 45
he was about taking leave 63
he was about three feet 246
he was about three years 1887
he was about till years 285
he was about your size 131
he was after some time 83
he was again away from 42
he was again cast into 106
he was again flung down 85
he was again seen most 40
he was again sent away 47
he was again sent back 181
he was again sent into 164
he was again shot down 49
he was again very much 41
he was alive there were 60
he was alone once more 658
he was asked once more 149
he was asked upon what 100
he was asked what kind 204
he was asked what luck 44
he was asked what made 67
he was asked what name 105
he was asked what part 87
he was asked what sort 126
he was asked what these 47
he was asked what time 63
he was asked what were 171
he was awake once more 85
he was awaking from love 43
he was aware once more 75
he was aware their talk 46
he was aware there were 165
he was backing away from 366
he was beaten back from 68
he was beaten even more 233
he was beaten only once 53
he was bending down over 77
he was blind from birth 159
he was blown away from 44
he was borne away from 143
he was borne full tilt 111
he was breaking away from 423
he was breathing hard from 87
he was breathing very fast 44
he was breathing very hard 89
he was built more like 60
he was calling down upon 48
he was calling from home 45
he was chief among those 40
he was choking back tears 57
he was darting away from 40
he was drawing away from 275
he was drawn away from 460
he was drawn away into 66
he was drawn back into 383
he was drawn down into 42
he was drawn even more 44
he was drawn ever more 41
he was drawn forth from 116
he was drawn from life 45
he was drawn into other 64
he was drawn into some 81
he was drawn into their 96
he was drawn once more 62
he was driving away from 355
he was driving back down 40
he was driving back from 328
he was driving back home 125
he was driving down from 50
he was driving from their 41
he was driving home along 61
he was driving home from 796
he was driving home late 60
he was driving into town 101
he was driving very fast 80
he was eight feet high 66
he was eight feet tall 101
he was every half hour 53
he was faced once more 115
he was faint from loss 162
he was falling away from 103
he was falling back from 102
he was falling back into 226
he was falling back upon 58
he was falling down from 66
he was feeling even more 181
he was feeling just fine 67
he was feeling more like 185
he was feeling much less 140
he was feeling much more 271
he was feeling must have 67
he was feeling these days 42
he was feeling very cold 75
he was feeling very good 114
he was feeling very much 486
he was feeling very sick 105
he was feeling very well 221
he was fifty feet away 115
he was fifty feet from 96
he was fifty years ahead 148
he was fired upon from 337
he was first cast into 58
he was first sent away 57
he was first sent into 97
he was fleeing from esau 105
he was fleeing from saul 122
he was fleeing from some 40
he was forging during these 91
he was forty years ahead 72
he was found among their 46
he was found face down 44
he was found hanging from 261
he was found some time 44
he was found three days 54
he was found very early 93
he was framing their laws 43
he was freed from jail 125
he was freed from these 53
he was freed from those 60
he was fresh from reading 43
he was front page news 40
he was gaining none over 68
he was getting along fine 460
he was getting along very 201
he was getting along well 305
he was getting away from 538
he was getting back from 44
he was getting back into 377
he was getting cold feet 144
he was getting down from 132
he was getting even more 127
he was getting from other 80
he was getting from some 50
he was getting help from 79
he was getting into debt 85
he was getting into deep 142
he was getting into more 46
he was getting into some 64
he was getting into very 96
he was getting into when 652
he was getting much more 159
he was getting nothing back 67
he was getting nothing from 46
he was getting some kind 89
he was getting some rest 67
he was getting some sort 56
he was getting very angry 65
he was getting very good 61
he was getting very much 44
he was getting well into 52
he was given even more 52
he was given five days 47
he was given five years 114
he was given four years 41
he was given free rein 254
he was given leave from 88
he was given more time 53
he was given much more 46
he was given only three 98
he was given over from 109
he was given sick leave 86
he was given some food 76
he was given some heavy 44
he was given some kind 64
he was given some land 60
he was given some more 43
he was given some sort 51
he was given some work 40
he was given three days 154
he was given three years 161
he was gliding away from 53
he was gliding away into 45
he was gonna come back 65
he was gonna take care 67
he was growing away from 166
he was growing ever more 303
he was growing more like 63
he was growing rich fast 70
he was growing very dull 77
he was growing very fond 54
he was happy once more 175
he was happy only when 302
he was headed away from 108
he was headed back down 97
he was headed back home 55
he was headed back into 42
he was hired away from 102
he was hired full time 42
he was hitting home runs 48
he was holding back from 230
he was holding back into 60
he was holding back some 107
he was holding back tears 177
he was holding fell from 43
he was holding nothing back 41
he was holding some kind 41
he was holding your hand 46
he was keeping away from 104
he was known only from 60
he was learning more from 56
he was learning much from 49
he was light years ahead 61
he was light years away 55
he was looking away from 417
he was looking back into 111
he was looking back over 556
he was looking back upon 62
he was looking deep into 151
he was looking down from 296
he was looking down into 906
he was looking down upon 387
he was looking even more 122
he was looking into some 48
he was looking into their 219
he was looking more like 198
he was looking much more 139
he was looking over some 208
he was looking over their 54
he was looking very much 64
he was looking very pale 73
he was looking very well 468
he was lured away from 173
he was lured back into 65
he was miles away from 525
he was miles away when 68
he was miles from home 124
he was missing from work 44
he was missing some teeth 42
he was moved away from 76
he was moved back into 40
he was mulling over what 58
he was named among those 54
he was named only third 96
he was nearly five years 155
he was nearly four years 212
he was nearly free from 64
he was nearly nine years 85
he was nearly three years 212
he was never able even 55
he was never away from 274
he was never cast down 284
he was never coming back 2932
he was never coming home 167
he was never free from 1439
he was never hard upon 40
he was never heard from 960
he was never home when 46
he was never less idle 121
he was never more heard 371
he was never more seen 260
he was never more wide 40
he was never much good 163
he was never much more 156
he was never once heard 58
he was never once late 193
he was never safe from 100
he was never seen more 176
he was never seen there 128
he was never sure just 48
he was never sure what 580
he was never sure when 114
he was never there when 275
he was never told what 123
he was never very clear 87
he was never very fond 99
he was never very good 451
he was never very keen 45
he was never very much 278
he was never very sure 109
he was never very well 215
he was newly come from 64
he was often away from 874
he was often from home 61
he was often gone from 41
he was often heard saying 50
he was often seen riding 97
he was often seen wearing 44
he was often very blue 54
he was often very much 54
he was passing away from 66
he was peering down into 81
he was playing into their 77
he was playing some game 125
he was playing some kind 291
he was playing some part 57
he was playing some sort 187
he was playing their game 50
he was playing third base 71
he was playing very well 41
he was pulling away from 463
he was pulling back from 70
he was pulling their legs 77
he was quite angry when 80
he was quite clear what 41
he was quite free from 1061
he was quite glad when 65
he was quite gone from 65
he was quite rude even 47
he was quite safe from 175
he was quite sure from 47
he was quite sure there 351
he was quite sure were 58
he was quite sure what 191
he was quite well able 56
he was quite well when 97
he was quite young when 207
he was quoting from some 72
he was rather throng just 51
he was really coming home 42
he was really glad when 53
he was really just trying 77
he was really less free 47
he was really like when 55
he was really more like 161
he was really much more 730
he was really nothing more 241
he was really only adding 46
he was really only trying 40
he was really seeing what 88
he was really some years 65
he was really very angry 82
he was really very fond 234
he was really very glad 68
he was really very good 191
he was really very kind 68
he was really very much 636
he was really very nice 158
he was really very well 181
he was reared among these 53
he was right back there 42
he was right even when 45
he was right next door 207
he was right over there 51
he was right there next 40
he was right there when 146
he was rowed away from 41
he was running away from 3895
he was running away over 42
he was running away when 46
he was running down like 66
he was running full tilt 81
he was running into debt 77
he was running some kind 48
he was running some risk 41
he was running very fast 99
he was sailing away from 102
he was sailing back from 77
he was sailing home from 43
he was saved from having 191
he was saved from making 60
he was saved from many 72
he was saved from ruin 78
he was saved from such 127
