hack and the bay gelding 55
have had at this point 84
have had by our indian 93
have had if his father 69
have had if its motion 66
have had if they could 55
have had in all times 40
have had in any event 225
have had in his hands 402
have had in his house 45
have had in his place 77
have had in his veins 51
have had in its whole 163
have had in our hands 692
have had in our lives 258
have had in our midst 140
have had in our minds 64
have had in this field 149
have had in this house 237
have had in this period 65
have had in this place 114
have had in this state 145
have had in this world 792
have had in two weeks 42
have had is not known 57
have had it for about 127
have had it for eight 96
have had it for fifty 50
have had it for months 111
have had it for nearly 61
have had it long since 86
have had it this morning 117
have had my due share 71
have had my own share 145
have had my say about 141
have had no idea about 140
have had no idea where 307
have had no idea which 61
have had no mean share 64
have had no pay since 40
have had no real basis 56
have had no real power 175
have had no real reason 47
have had no real share 42
have had no real value 45
have had of both kinds 68
have had of him since 40
have had of you since 92
have had on both sides 59
have had on his hands 73
have had on his thinking 151
have had on our hands 99
have had on our lives 241
have had on our minds 44
have had on our thinking 42
have had on that score 175
have had on this issue 52
have had on this point 134
have had on this score 149
have had on this topic 68
have had or are about 46
have had or may claim 52
have had the bad taste 1112
have had the idea first 128
have had the one right 120
have had to act under 58
have had to bear alone 49
have had to bear since 76
have had to bring about 90
have had to cut costs 153
have had to cut short 110
have had to cut steps 42
have had to deal since 69
have had to hear about 78
have had to lay aside 326
have had to lay waste 60
have had to let people 61
have had to lie about 85
have had to lie under 48
have had to pay about 235
have had to pay anything 77
have had to pay close 151
have had to pay dearly 1379
have had to pay extra 90
have had to pay fines 55
have had to pay large 89
have had to pay money 69
have had to pay nearly 97
have had to pay people 45
have had to pay seven 75
have had to pay taxes 294
have had to pay twice 134
have had to pay under 310
have had to pay would 58
have had to put aside 654
have had to read about 122
have had to run about 187
have had to run after 61
have had to run races 69
have had to say about 10643
have had to say anything 123
have had to say would 59
have had to set about 64
have had to set aside 838
have had to sit alone 49
have had to sit still 64
have had to this point 54
have had to use every 88
have had to use force 395
have had to use words 72
have her as his bride 122
have her as his queen 48
have her as our guest 57
have her at all costs 75
have her at any price 553
have her at his mercy 218
have her if she would 56
have her in her hands 41
have her in his hands 47
have her in his house 288
have her in his keeping 137
have her in his power 516
have her in our house 69
have her in our lives 94
have her in this house 68
have her in this place 101
have her on any terms 72
have her on her knees 95
have her on his hands 55
have her on his terms 42
have her on our hands 61
have her up and about 124
have him as her guest 49
have him as her lover 86
have him as his guest 79
have him as our guest 134
have him at all costs 48
have him at any price 706
have him at her house 51
have him at her mercy 88
have him at her table 49
have him at his elbow 67
have him at his house 85
have him at his mercy 204
have him at his table 149
have him at our house 114
have him at our mercy 201
have him do this cruel 50
have him if she could 61
have him if she wants 41
have him in her class 75
have him in her house 417
have him in her power 188
have him in his grave 135
have him in his hands 56
have him in his house 195
have him in his keeping 112
have him in his power 485
have him in our hands 173
have him in our hearts 132
have him in our house 89
have him in our lives 81
have him in our midst 172
have him in our power 188
have him in this house 103
have him on any terms 174
have him on her hands 89
have him on his knees 202
have him on his staff 91
have him on our hands 125
have him on our staff 47
have him or her check 244
have him or her create 47
have him or her drink 48
have him or her first 86
have him or her place 114
have him or her point 67
have him or her repeat 290
have him or her serve 123
have him or her stand 222
have him or her start 44
have him or her write 856
have him to our enemy 42
have him to sit under 114
have him up and about 119
have his or her basic 93
have his or her blood 619
have his or her child 180
have his or her claim 186
have his or her first 171
have his or her funds 47
have his or her hands 199
have his or her money 48
have his or her needs 371
have his or her place 86
have his or her right 51
have his or her share 173
have his or her story 49
have his or her usual 185
have his or her views 123
have his or her voice 150
have hit it off quite 43
have hit on that reason 47
have hung up his sword 88
have ice in his veins 75
have joy in our hearts 52
have joy in our lives 62
have led to all kinds 176
have led to all sorts 285
have led to any action 42
have led to any change 54
have led to any major 64
have led to his defeat 66
have led to his exile 47
have led to his later 66
have led to his undoing 73
have led to its final 64
have led to its growth 110
have led to its rapid 84
have led to its tacit 117
have led to new forms 302
have led to new social 51
have led to new thinking 43
have led to new types 102
have led to new views 47
have led to that state 59
have led to this action 99
have led to this change 402
have led to this error 71
have led to this fatal 96
have led to this final 46
have led to this growth 43
have led to this meeting 68
have led to this method 47
have led to this notion 54
have led to this point 145
have led to this shift 62
have led to this state 518
have led to this study 49
have led to two basic 45
have led to two major 148
have led us and others 47
have led us and still 42
have led us for miles 56
have let in new light 41
have let it all alone 56
have lying by our sides 51
have men at any epoch 46
have men of all sorts 40
have met at her house 46
have met at his house 51
have met at our house 73
have met at this place 42
have met in our dreams 59
have met in our study 46
have met in this place 80
have met in this study 41
have met in this world 107
have met on this water 42
have met or read about 191
have not an easy place 91
have not an idea about 78
have not an idea where 296
have not as yet acted 71
have not as yet asked 45
have not as yet begun 523
have not as yet borne 60
have not as yet built 100
have not as yet cared 54
have not as yet dared 67
have not as yet drawn 103
have not as yet faced 68
have not as yet fixed 69
have not as yet found 5439
have not as yet fully 723
have not as yet given 1200
have not as yet grown 232
have not as yet known 64
have not as yet moved 77
have not as yet quite 260
have not as yet really 88
have not as yet risen 78
have not as yet shown 490
have not as yet stood 42
have not as yet taken 1302
have not as yet thrown 68
have not as yet tried 225
have not at all given 104
have not at all taken 96
have not at all times 883
have not at any period 47
have not at any point 148
have not at any stage 98
have not at this point 205
have not at this stage 209
have not at this writing 158
have not by and large 251
have not in all cases 1503
have not in any sense 344
have not in our hands 75
have not in our large 51
have not in our minds 63
have not in our power 114
have not in this paper 235
have not in this place 104
have not in this study 55
have not in this world 65
have not so far asked 68
have not so far found 1833
have not so far fully 40
have not so far given 438
have not so far shown 360
have not so far taken 511
have not so far tried 100
have not the law given 57
have not the man speaking 94
have not the real burns 89
have not to pay anything 68
have not to this point 173
have now at this place 79
have now in our hands 351
have now in our midst 50
have now in our power 55
have now of that voice 45
have now to bring under 44
have now to say about 89
have oil in our lamps 62
have one at our house 57
have one at this point 43
have one by one taken 52
have one in her house 50
have one in his house 155
have one in our house 81
have one in our midst 48
have one in this place 48
have one of each color 49
have one of her books 40
have one of her maids 56
have one of her night 46
have one of his aides 63
have one of his black 56
have one of his boats 42
have one of his books 219
have one of his cards 59
have one of his father 47
have one of his fingers 56
have one of his hands 140
have one of his people 128
have one of his plays 81
have one of his staff 96
have one of his thirty 43
have one of his wives 121
have one of his works 204
have one of his writing 95
have one of its angles 123
have one of its major 43
have one of its parts 85
have one of its roots 62
have one of its sides 281
have one of our girls 56
have one of our people 335
have one of our staff 79
have one of our talks 40
have one of them drive 43
have one of them stand 53
have one of them still 49
have one of two basic 176
have one of two fates 88
have one of two forms 310
have one of two goals 94
have one of two kinds 176
have one of two major 73
have one of two meanings 769
have one of two roles 47
have one of two spins 59
have one of two types 390
have one or both hands 120
have one or both sides 60
have one or both terms 71
have one or both types 59
have one or two basic 49
have one or two beers 151
have one or two black 106
have one or two books 211
have one or two bowel 99
have one or two brief 60
have one or two calls 69
have one or two cards 48
have one or two cases 200
have one or two close 647
have one or two coats 60
have one or two doors 77
have one or two dozen 156
have one or two empty 54
have one or two extra 374
have one or two fewer 57
have one or two girls 81
have one or two grave 41
have one or two hints 79
have one or two holes 129
have one or two horns 73
have one or two hours 224
have one or two humps 42
have one or two items 152
have one or two kinds 57
have one or two large 509
have one or two leaves 60
have one or two light 40
have one or two lines 205
have one or two local 57
have one or two loose 86
have one or two major 194
have one or two minor 233
have one or two months 65
have one or two names 66
have one or two negro 50
have one or two notes 79
have one or two others 246
have one or two pages 60
have one or two pairs 703
have one or two parts 44
have one or two people 2219
have one or two rather 106
have one or two really 155
have one or two rooms 841
have one or two roots 94
have one or two serial 65
have one or two ships 40
have one or two short 277
have one or two sides 48
have one or two small 802
have one or two spare 106
have one or two spots 61
have one or two staff 77
have one or two steps 56
have one or two strong 117
have one or two turns 89
have one or two types 71
have one or two units 49
have one or two weeks 84
have one or two which 51
have one or two white 70
have one or two wives 80
have one or two women 152
have one or two words 271
have one to two hours 51
have out of this world 56
have put in his claim 45
have put in his hands 160
have put in his place 139
have put in its place 472
have put in long hours 153
have put in our hands 134
have put in our power 129
have put in that sneer 50
have put in two hours 83
have put it all right 44
have put it off until 263
have put my arm round 46
have put on that dress 111
have put on this crown 148
have put on this dress 40
have put the red indian 48
have put the two cases 52
have put the war party 41
have put up our banns 61
have put up with anything 222
have put up with worse 46
have read in his works 71
have read in old books 86
have read in our books 51
have read in that short 46
have read in them where 99
have read in this morning 127
have read it and found 78
have read it and reread 120
have read it and taken 53
have read it may easily 63
have read it six times 67
have read it ten times 117
have read it with mingled 54
have read of his works 122
have read on this topic 78
have read so far about 90
have read the poem aloud 51
have read the two books 62
have read the two first 40
have read to this point 248
have rings on her fingers 127
have rings on his fingers 47
have rung the death knell 182
have sat at his table 114
have sat at our table 52
have sat at that table 42
have sat at this table 64
have sat in his chair 75
have sat in his inner 131
have sat in his place 50
have sat in that chair 184
have sat in this chair 181
have sat in this court 62
have sat in this house 365
have sat in this place 47
have sat on both sides 52
have sat on his strong 94
have sat on that bench 86
have sat on this bench 86
have sat up all night 2615
have sat up and taken 92
have set in its place 48
have set it out above 114
have set to all beneath 95
have set to our hands 81
have set up all kinds 43
have set up all sorts 59
have set up and which 69
have set up this cross 64
have set up this stone 41
have set up web sites 226
have sex by not letting 91
have sex by using force 59
have sin in our lives 116
have six to ten times 44
have sung or read anything 43
have that as its thrust 46
have that at any price 148
have that in him which 83
have that in our minds 47
have that in them which 358
have that in you which 106
have that the two sides 44
have that to say which 1374
have thee in his keeping 265
have thee to his lodge 75
have them as they first 46
have them at all costs 81
have them at all times 223
have them at any price 1135
have them at his genial 74
have them at his house 120
have them at his mercy 200
have them at our house 96
have them at our mercy 204
have them at that price 68
have them if they could 61
have them if they would 56
have them if you please 67
have them if you would 53
have them in all sizes 57
have them in her house 143
have them in his hands 187
have them in his house 171
have them in his keeping 337
have them in his power 195
have them in one place 86
have them in our grasp 40
have them in our hands 278
have them in our hearts 66
have them in our homes 90
have them in our house 66
have them in our lives 104
have them in our midst 121
have them in our minds 63
have them in our power 231
have them in that shape 55
have them in this world 42
have them of all kinds 139
have them of all sizes 127
have them of all sorts 105
have them on any terms 43
have them on both sides 123
have them on his hands 84
have them on our hands 169
have them the day after 68
have them to his taste 94
have them up and running 57
have then an easy field 63
have they at all times 42
have they in that which 73
have they to say about 220
have things in our lives 174
have things to say about 1706
have things to say which 317
have this at any price 148
have this in our favor 64
have this or that fault 60
have this to say about 1601
have two in one grave 53
have two of his books 66
have two of his sides 41
have two of its sides 65
have two to six times 62
have war at any price 40
have war in this world 48
have war on our hands 51
have with me all reason 60
have with me this morning 58
have with my own hands 192
have with the real world 51
have with us this evening 378
have with us this morning 271
have won in any event 158
have won the war after 42
have won the war alone 81
have yet to bear fruit 324
have yet to bring about 155
have yet to hear about 296
have yet to hear anything 136
have yet to read about 43
have yet to read anything 73
have yet to say about 62
have yet to say anything 121
have yet to see anything 442
have yet to see people 42
have yet to see where 74
have you as his guest 68
have you as our guest 673
have you at all times 68
have you at any price 146
have you at his house 53
have you at his mercy 54
have you at his table 47
have you at our house 65
have you at our table 82
have you be too easily 77
have you eat and drunk 64
have you in all forms 72
have you in her house 47
have you in her keeping 49
have you in his house 78
have you in his keeping 6012
have you in his power 101
have you in his sight 600
have you in our class 43
have you in our hearts 42
have you in our house 311
have you in our lives 166
have you in our midst 278
have you in our power 223
have you in that which 53
have you in that yacht 40
have you in this house 94
have you in this place 41
have you in this siege 50
have you in this world 63
have you no idea where 111
have you of all people 48
have you on any terms 47
have you on his staff 45
have you on our hands 62
have you on our radar 44
have you on our staff 46
have you to cry about 45
have you to say about 5545
have you to say anything 42
have you up and about 382
have you up and running 243
have you up ten times 50
having all of its parts 61
having all the fun while 79
having but the one corps 47
having death in his hands 61
having each of its edges 48
having each of its sides 113
having each of them harps 46
having god as his father 51
having god as its author 44
having got the two first 41
having got to that point 52
having got to this point 64
having had by her first 67
having had in his hands 161
having had the bad taste 75
having her at his mercy 81
having her in his house 229
having her in his power 100
having her on his hands 44
having him at her mercy 68
having him at his mercy 54
having him in her house 154
having him in his power 521
having him in our midst 42
having him or her repeat 62
having his or her blood 44
having his or her first 116
having his or her hands 62
having his or her needs 134
having met in its fifty 273
having met in its forty 388
having met in its sixty 195
having met in its thirty 314
having one of her turns 52
having one of his books 50
having one of his hands 150
having one of his plays 63
having one of his rooms 52
having one of his turns 51
having one of his usual 53
having one of his works 58
having one of its angles 222
having one of its edges 69
having one of its faces 71
having one of its sides 502
having one of its worst 47
having one of our usual 49
having one or both sides 55
having one or two close 41
having one or two extra 76
having one or two large 135
having one or two lines 56
having one or two pairs 50
having one or two people 166
having one or two rooms 80
having one or two small 112
having put on his robes 109
having put up his horse 45
having put up his knife 56
having sat up all night 464
having that in them which 49
having them in his hands 51
having them in his house 42
having them in his power 97
having them in our lives 42
having them in our midst 41
having then on his hands 40
having this or that shape 168
having this to say about 51
having two of his notes 43
having two of its angles 60
having two of its faces 62
having two of its sides 399
having you as our guest 91
having you at his house 44
having you in our midst 79
heading for the area where 49
heading for the big house 46
heading for the east coast 133
heading for the new world 152
heading for the one place 41
heads and in our hearts 127
heads and the earth under 73
heads and the ten horns 602
heads and to our hearts 68
heads are in our books 210
heads ere the year rolls 46
heads off on six seers 43
heads that do not belong 61
health all the year round 97
health for the two sexes 63
health had so far given 46
health than at any period 75
health than he had known 73
health than the low lands 101
health that he was never 64
health was at its worst 103
health was on her cheek 59
health was on his cheek 73
heard all of our lives 68
heard all the year round 155
heard any of his music 180
heard any of them preach 66
heard any of this music 42
heard any of this stuff 46
heard any thing that could 68
heard fear in her voice 108
heard fear in his voice 233
heard her in her prime 47
heard him go out again 51
heard him in her agony 43
heard him in his prime 176
heard him in his sleep 93
heard him sing one night 97
heard him up and astir 66
heard how in old times 78
heard one of his staff 42
heard one of them calling 84
heard one of them laugh 123
heard one of them preach 76
heard one of them refer 41
heard one of them scream 81
heard one of them shout 401
heard one of them speaking 173
heard one of them talking 136
heard one of them telling 91
heard one of them utter 77
heard one of them yelling 47
heard one or two miles 88
heard one or two people 115
heard one or two shots 160
heard that an old woman 101
heard that at one point 49
heard that he and others 40
heard that he goes about 41
heard that he had acted 59
heard that he had asked 117
heard that he had beaten 43
heard that he had begun 101
heard that he had found 139
heard that he had given 419
heard that he had grown 52
heard that he had moved 118
heard that he had never 72
heard that he had really 56
heard that he had spent 86
heard that he had taken 584
heard that he had thrown 43
heard that he had tried 81
heard that he has given 53
heard that he has since 87
heard that he has taken 76
heard that he was about 562
heard that he was again 100
heard that he was alive 974
heard that he was beaten 49
heard that he was calling 40
heard that he was found 83
heard that he was getting 232
heard that he was happy 79
heard that he was known 87
heard that he was looking 112
heard that he was missing 115
heard that he was passing 58
heard that he was playing 45
heard that he was proud 81
heard that he was quite 104
heard that he was rather 44
heard that he was really 87
heard that he was running 53
heard that he was slain 64
heard that he was speaking 89
heard that he was staying 80
heard that he was still 392
heard that he was taken 203
heard that he was talking 68
heard that he was teaching 43
heard that he was thinking 78
heard that he was under 143
heard that he was willing 42
heard that he was working 234
heard that he was writing 106
heard that he who would 91
heard that in his voice 107
heard that in old times 57
heard that it had taken 67
heard that it was about 162
heard that it was easier 58
heard that it was jesus 941
heard that it was known 183
heard that it was quite 96
heard that it was rather 95
heard that it was really 73
heard that it was shaky 54
heard that it was still 103
heard that it was taken 85
heard that no man could 82
heard that no one could 85
heard that no one would 41
heard that on that night 63
heard that the air force 49
heard that the boy works 40
heard that the day after 46
heard that the new owner 53
heard that the new works 66
heard that the old woman 208
heard that the red cross 84
heard that the sum which 42
heard that the two girls 71
heard that we are waiting 77
heard that we had slain 65
heard that we had taken 86
heard them in her sleep 146
heard them in her voice 64
heard them in his sleep 40
heard them on all sides 41
heard this he was passing 51
heard two of her women 54
heard two of them talking 108
heard was my own voice 99
heard was the one about 43
hearing aid in her right 83
hearing aid in his right 318
hearing aid is not working 178
hearing and of any meeting 161
hearing his or her voice 131
hearing how it had fared 42
hearing men of this class 43
hearing one of his works 57
hearing sin in our daily 48
hearing that he had given 40
hearing that he had never 290
hearing that he had taken 273
hearing that he was about 755
hearing that he was again 68
hearing that he was alive 66
hearing that he was growing 44
hearing that he was still 152
hearing that he was taken 57
hearing that he was worse 46
hearing that it was about 43
hearing that it was jesus 85
hears but is not aware 82
heart all the year round 42
heart and do not worry 44
heart and in his brain 46
heart and in his hands 42
heart and in his power 58
heart and in its place 46
heart and on his tongue 212
heart and the head allow 256
heart beat in her bosom 67
heart beat in her breast 42
heart beat in her chest 175
heart beat in her throat 292
heart beat in his bosom 71
heart beat in his breast 106
heart beat in his chest 114
heart beat in his throat 415
heart beat to his fingers 93
heart being at ease about 49
heart dead to all noble 44
heart had to say while 75
heart leap in her breast 116
heart leap in her chest 165
heart leap in his breast 86
heart leap in his chest 142
heart leap to her throat 182
heart leap to his throat 103
heart out of her bosom 199
heart out of her breast 198
heart out of her chest 162
heart out of her throat 52
heart out of his belly 42
heart out of his boots 40
heart out of his bosom 223
heart out of his breast 445
heart out of his chest 743
heart out of his throat 43
heart out of its place 45
heart out of our flesh 118
heart out on his breast 51
heart out to her mother 119
heart out to him about 53
heart set on that store 93
heart than he had borne 49
heart than he had known 360
heart than on that morning 159
heart than we are willing 69
heart that he had found 82
heart that he had given 127
heart that he had never 1196
heart that he had taken 96
heart that he has never 68
heart that he was about 71
heart that he was after 49
heart that he was killing 45
heart that he was never 100
heart that he was right 935
heart that he was speaking 47
heart that he was still 78
heart that he was telling 46
heart that he was voicing 49
heart that he was willing 45
heart that if she could 74
heart that in his labor 95
heart that is not moved 68
heart that is not right 127
heart that is now nearly 51
heart that it can never 365
heart that it had never 42
heart that it was really 42
heart that it was right 62
heart that no one could 96
heart that no one would 129
heart that we had never 57
heart thud in her chest 50
heart thud in his chest 70
heart was in bad shape 77
heart was in her house 148
heart was in her throat 4967
heart was in her voice 86
heart was in her words 47
heart was in his boots 150
heart was in his keeping 42
heart was in his throat 4136
heart was in his voice 76
heart was in his words 185
heart was in its right 71
heart was in this calling 54
heart was on its knees 45
heart with my own hands 120
heart you do not really 41
heating pad on low setting 129
heating pad or hot water 1514
heavy and he was tired 44
heavy going to one tired 63
heavy head in his hands 80
heavy rings on her fingers 74
heavy rings on his fingers 60
heavy that it had taken 53
heavy that it was found 58
heavy that no one could 213
heavy that the boy could 50
heavy that the men could 60
heed any of his words 56
heed that no one shall 67
heir with my son isaac 293
held all the key posts 112
held all the real power 142
held all the year round 413
held and it was found 110
held both of her hands 527
held both of his hands 258
held dear in this world 393
held dear on earth after 55
held each in its place 56
held for the long period 61
held her as she began 56
held her as she cried 1211
held her as she slept 79
held her at his mercy 45
held her by both hands 136
held her by her upper 141
held her by her waist 66
held her in her chair 71
held her in her place 75
held her in his grasp 109
held her in his hands 114
held her in his power 174
held her in his strong 407
held her in its grasp 228
held her in its power 43
held her in its spell 66
held her in its thrall 133
held her on his chest 58
held her on his knees 99
held her so she could 260
held her so she would 74
held her to her bosom 114
held her to her breast 350
held her to her chest 47
held her to him again 84
held her to him until 60
held her to him while 107
held her to his bosom 288
held her to his breast 594
held her to his chest 1419
held him at bay until 155
held him at eye level 45
held him at gun point 43
held him at her mercy 40
held him at his mercy 106
held him at our mercy 141
held him by both hands 53
held him by his right 48
held him by his shirt 54
held him in her grasp 55
held him in her hands 106
held him in her mother 82
held him in her power 88
held him in his chair 211
held him in his grasp 102
held him in his hands 146
held him in his place 216
held him in his power 234
held him in his strong 48
held him in its grasp 303
held him in its power 133
held him in its spell 112
held him in its thrall 183
held him in its toils 42
held him on her knees 66
held him on his horse 129
held him on his knees 108
held him to her bosom 253
held him to her breast 773
held him to her chest 148
held him to his breast 135
held him to his chair 78
held him to his chest 131
held him to his place 44
held him to his stone 49
held one in her hands 43
held one in his hands 354
held one of her father 67
held one of her hands 2371
held one of his first 41
held one of his hands 804
held one of its first 42
held out at his sides 76
held out in both hands 148
held out in his hands 63
held out in his right 60
held out my two hands 134
held out on all sides 164
held out so long under 46
held out the old manor 106
held out the two hands 81
held out to him hopes 191
held out to him which 133
held out to him would 82
held out to his father 41
held out to his hopes 42
held out to his people 77
held out to his sides 102
held out to our people 118
held out to them hopes 94
held out to them under 121
held plea of any civil 58
held that an act which 153
held that at all times 187
held that at this point 91
held that at this stage 100
held that he had acted 136
held that he had given 109
held that he had never 100
held that he had power 73
held that he had taken 40
held that he was bound 2278
held that he was liable 2127
held that he was really 41
held that he was right 366
held that he was speaking 52
held that he was still 174
held that he was under 177
held that he was within 109
held that if one could 47
held that if one nation 53
held that if one party 54
held that in all cases 404
held that in any event 673
held that in both cases 72
held that it did apply 66
held that it had never 94
held that it had power 237
held that it has power 93
held that it was based 67
held that it was bound 587
held that it was cruel 54
held that it was easier 56
held that it was error 4562
held that it was first 66
held that it was given 47
held that it was legal 154
held that it was liable 81
held that it was never 95
held that it was plain 68
held that it was quite 315
held that it was really 68
held that it was right 438
held that it was still 509
held that it was ultra 101
held that it was under 41
held that it was valid 210
held that it was vital 50
held that it was within 2150
held that no man could 407
held that no one could 890
held that no one would 44
held that the act could 271
held that the act which 48
held that the air force 64
held that the earth moved 84
held that the epa could 69
held that the fcc could 112
held that the ftc could 61
held that the irs could 138
held that the law could 162
held that the law under 97
held that the law which 123
held that the law would 233
held that the man could 46
held that the new rules 44
held that the real cause 56
held that the real issue 61
held that the real reason 63
