fabulous tales that common 50
fruitful notion had killed 47
fruitful rather than merely 49
fruitful topic for further 132
fruitful topic for future 159
fruitful trees and cedars 42
fugitive bride was filled 83
fugitive corps and broken 103
fugitive shall not return 56
fugitive slave law became 41
fugitive slave law passed 148
fugitive slave law should 340
fugitive slave who became 83
fugitive slave who killed 42
fumigate house and cattle 45
functioning above and beyond 194
functioning people with autism 780
functioning rather than merely 41
functioning rather than simply 42
functioning within and across 127
functioning within that sphere 44
functioning within that system 45
functions above and beyond 357
functions could and should 95
functions rather than another 48
functions rather than around 55
functions rather than merely 152
functions rather than simple 50
functions rather than simply 240
functions rather than through 175
functions shall not affect 90
functions under that section 52
functions under this decree 655
functions under this section 4025
functions which are absent 42
functions which are active 67
functions which are almost 94
functions which are already 710
functions which are always 109
functions which are better 220
functions which are beyond 175
functions which are called 359
functions which are chosen 52
functions which are clearly 389
functions which are closed 87
functions which are common 714
functions which are crucial 100
functions which are deemed 56
functions which are fairly 49
functions which are finite 78
functions which are formed 87
functions which are highly 215
functions which are likely 128
functions which are linked 85
functions which are listed 108
functions which are mainly 86
functions which are merely 96
functions which are needed 347
functions which are neither 352
functions which are partly 85
functions which are placed 45
functions which are proper 235
functions which are purely 186
functions which are served 156
functions which are shared 212
functions which are singular 80
functions which are square 97
functions which are summed 64
functions which are thought 100
functions which are unique 154
functions which are united 51
functions which are useful 522
functions which are vested 95
functions which are wholly 67
functions which are widely 55
functions which can safely 61
functions which cut across 143
functions which had already 65
functions which had always 64
functions which had become 51
functions which had earlier 50
functions which had fallen 80
functions which may affect 44
functions which may result 47
functions which they assume 46
functions which they served 54
functions which they should 183
functions within and across 222
functions within and without 55
functions within one building 41
functions within that system 136
functions within this system 142
functions would then become 68
functions would you expect 120
furiously hooking and climbing 45
furiously lashing his horses 57
furiously under his claims 42
furnishing fools with something 71
furnishing hints and exciting 63
furnishing water for public 119
futurity shift for itself 50
