fabulous legends and novels 57
friendly alliance with france 172
friendly counsel and advice 328
friendly country and allies 40
friendly matrons with twined 67
friendly offices and offers 46
friendly parties and armies 193
friendly question and answer 43
friendly question his aspect 55
friendly rivalry and mutual 51
friendly service lear became 93
friendly stranger with shouts 40
friendly towards one another 507
frontier between east prussia 126
frontier between two nations 104
frontier between two states 176
frontier between two worlds 385
frontier dispute with algeria 59
fruitful avenues for further 689
fruitful avenues for future 858
fruitful results are likely 58
fruitful subject for further 199
fruitful subject for future 122
fruitful valleys and plains 49
fugitive warrant was issued 57
functioning persons with autism 482
functioning tissues and organs 90
functions carried out through 75
functions smoothly and without 44
functions subject and object 321
furiously against one another 135
furiously scrubbing and pounding 45
furnishing ireland with copper 46
furnishing material for future 51
furnishing shorter and cheaper 41
