fan wavering higher like 52
few vacant spaces have 77
few verbal changes have 149
few verbal changes were 115
few weapons except those 101
few widely agreed upon 46
few wooden houses were 69
fir timber tossed along 143
fit snugly around your 279
fix carbon dioxide from 126
fix carbon dioxide into 312
flea market status during 91
fling before settling down 434
fling myself headlong into 53
fly twenty leagues from 89
fly without charge only 44
for absent without leave 117
for actions beyond their 53
for actions stemming from 47
for active combat duty 125
for active public life 78
for actual bodily harm 110
for actual combat duty 40
for actual damage done 139
for actual design work 106
for actual policy making 41
for adopting unfair means 50
for adults varies from 120
for advice before giving 40
for advice before making 203
for advice before taking 105
for allowing appeals from 50
for allowing further time 97
for allowing someone else 118
for almost always there 41
for almost another five 89
for almost another four 85
for almost another full 86
for almost another half 471
for almost another hour 869
for almost another mile 68
for almost another month 189
for almost another third 42
for almost another three 345
for almost another week 120
for almost anyone else 562
for almost eighty years 1395
for almost eleven years 878
for almost ninety years 658
for almost twelve years 2034
for almost twenty days 73
for almost twenty five 80
for almost twenty four 60
for almost twenty more 194
for almost twenty years 35174
for already scarce jobs 50
for always watching over 48
for annual events such 55
for another attack from 130
for another attack upon 518
for another attack when 103
for another billion years 145
for another bridge over 45
for another chance when 44
for another combat tour 41
for another common name 71
for another couple days 102
for another couple years 57
for another credit card 129
for another crushing blow 48
for another decade when 63
for another doctor from 42
for another eighty days 53
for another eighty years 787
for another eleven days 216
for another eleven years 1500
for another letter from 906
for another little chat 70
for another little girl 206
for another little talk 55
for another little walk 44
for another million years 473
for another mission from 44
for another moment from 238
for another moment when 45
for another ninety days 357
for another ninety years 239
for another person also 129
for another person even 84
for another person from 78
for another person like 56
for another person means 109
for another person more 40
for another person must 97
for another person none 71
for another person only 49
for another person what 278
for another person when 144
for another person whom 84
for another person will 99
for another potato chip 52
for another pretty face 53
for another report from 84
for another sample from 42
for another school term 41
for another senate term 58
for another signal from 85
for another special case 40
for another travel book 107
for another triple tier 97
for another twelve days 385
for another twelve years 2953
for another twenty days 418
for another twenty feet 160
for another twenty five 82
for another twenty four 91
for another twenty years 17786
for another without ever 46
for another without having 124
for another without losing 76
for another without loss 71
for another without making 43
for anyone around here 75
for anyone arriving from 52
for anyone called upon 43
for anyone entering into 62
for anyone except their 74
for anyone except those 221
for anyone unless there 57
for anyone watching from 57
for appearing before their 41
for around twelve years 50
for around twenty years 464
for assets placed into 83
for assuming greater risk 53
for asylum except when 94
for atomic energy will 44
for atomic energy work 170
for austria should take 50
for avoiding future wars 51
for avoiding weight gain 55
for awhile before coming 44
for awhile before heading 41
for awhile before leaving 47
for awhile before making 49
for awhile before moving 89
for awhile without saying 67
for babies weighing less 92
for babies weighing more 52
for babies weighing over 131
for barely twenty years 114
for becoming something else 89
for benign disease have 44
for benign lesions such 50
for better carrying into 65
for better dental care 51
for better dental health 220
for better family life 134
for better family living 1005
for better managing their 46
for better managing your 46
for better mental health 574
for better policy making 66
for better prices from 74
for better public health 369
for better rations from 66
for better school work 51
for blocks around were 140
for blocks without hearing 45
for blocks without seeing 62
for bodily injury from 62
for bragging rights among 41
for breeding hybrid rice 47
for breeding should have 97
for building grants were 42
for building houses from 50
for building houses upon 48
for building houses were 70
for building models from 49
for building muscle mass 154
for canada pension plan 233
for cancer therapy have 66
for canned corned beef 73
for carbon dioxide during 86
for carbon dioxide from 316
for carbon dioxide have 53
for carbon dioxide must 43
for carbon dioxide only 41
for carbon dioxide were 94
for carbon dioxide when 49
for carbon dioxide will 80
for cardiac arrest during 60
for cardiac arrest from 56
for carnal senses only 58
for carrying oxygen from 173
for carrying pollen from 59
for carrying through some 50
for carrying through such 171
for carrying through their 135
for carrying through these 83
for casino gambling among 73
for catching larger fish 45
for cattle drives from 42
for cattle stolen from 50
for causes beyond their 119
for caution arises from 47
for changes through time 119
for checking whether there 96
for checking whether these 46
for choice reaction time 236
for choosing something else 121
for christ should have 43
for christ through their 46
for church building were 50
for church reform were 145
for cleansing cotton from 40
for climbing monkey bars 47
for climbing plants having 133
for climbing plants such 46
for closer battle flying 220
for closer family ties 87
for clotting factor viii 135
for coarse cotton cloth 70
for common ground among 260
for common ground upon 53
for common ground when 41
for common mental health 85
for common planning time 109
for common school life 51
for common stocks over 51
for convoy escort duty 140
for convoy escort work 136
for coupling energy into 67
for covering larger areas 87
for cranial neural tube 52
for credit beyond those 64
for credit toward their 66
for crimes became more 62
for custom without truth 225
for damage already done 143
for damage caused during 536
for damage caused when 194
for debate whether these 42
for decent family life 99
for deciding appeals from 43
for deciding whether some 147
for deciding whether such 227
for deciding whether their 72
for deciding whether there 560
for deciding whether these 173
for deciding whether those 65
for deciding whether what 50
for deciding whether your 67
for deeper feelings those 63
for defend myself from 44
for defining mental health 80
for defining street gangs 44
for dental public health 227
for deriving energy from 102
for deriving income from 46
for deriving profit from 82
for deriving theorems from 47
for devising ingenious ways 139
for diesel engines have 52
for dilute nitric acid 50
for dinner before heading 54
for dinner before leaving 51
for dinner boiled beef 47
for dinner pretty soon 41
for dinner without having 124
for dinner without wine 60
for direct access from 175
for direct access into 40
for direct access will 41
for direct appeals from 107
for direct attack upon 105
for direct client care 149
for direct cotton dyes 100
for direct grants from 76
for direct import into 50
for direct losses only 113
for direct orders from 92
for direct printing from 72
for direct quotes from 55
for direct relief were 83
for direct retail sale 57
for direct seeded rice 60
for direct travel from 46
for dividing europe into 82
for dividing france into 89
for divine blessing upon 57
for double crossing over 101
for double revenge upon 47
for double spinal cord 65
for doubly linked list 79
for doubting whether even 93
for doubting whether such 299
for doubting whether their 103
for doubting whether there 441
for doubting whether these 131
for doubting whether those 57
for draining liquid from 89
for drilling through hard 42
for drilling through rock 48
for dwelling houses from 61
for earlier census years 91
for earlier periods have 52
for earlier periods were 81
for earlier periods when 60
for eastern europe from 79
for eastern europe have 45
for eastern europe were 116
for eastern europe will 59
for effect before adding 80
for eighty million years 91
for emerging market debt 325
for encoding binary data 113
for energy intake from 45
for energy losses from 115
for energy policy making 59
for energy release from 78
for energy release rate 100
for england something like 49
for england without even 50
for england without having 47
for english public life 49
for english readers from 629
for english readers will 51
for english woolen cloth 113
for ensuring public health 83
for entering farther into 49
for entering further into 50
for entering public life 596
for enzyme assays were 66
for errors stemming from 57
for escape routes from 79
for eugene victor debs 177
for events beyond their 201
for excess weight gain 129
for excusing myself from 96
for exempt status only 93
for exiles driven from 83
for expert advice from 172
for expert advice when 86
for export becoming their 110
for export should also 59
for export without paying 68
for fallen fruits among 40
for family events such 68
for family foster care 98
for family mental health 51
for family planning among 227
for family planning care 51
for family planning during 81
for family planning from 146
for family planning have 318
for family planning must 77
for family planning were 267
for family planning will 134
for family planning work 829
for family reasons such 49
for family reasons were 60
for family stress theory 41
for famine dwells very 47
for famine relief during 48
for famine relief from 40
for famine relief were 47
for famine relief work 163
for feeble minded youth 110
for felony murder when 49
for female agency there 115
for female athlete triad 65
for female family heads 279
for female slaves were 43
for female versus male 241
for female voices only 80
for fighting various wars 85
for finite aspect ratio 87
for finite nuclear mass 98
for finite nuclear size 50
for finite sample size 310
for fiscal periods ending 168
for flight training were 44
for floating timber down 202
for floating timber from 61
for formal course work 141
for formal mental health 40
for formal school work 45
for formal sector jobs 149
for former opinion same 41
for former slaves from 50
for former soviet union 80
for foster family care 698
for french troops were 101
for further active duty 103
for further advice from 130
for further attack upon 40
for further breeding work 166
for further budget cuts 113
for further combat duty 77
for further course work 56
for further crossing will 44
for further debate upon 47
for further dental care 45
for further design work 228
for further effort along 42
for further favors from 62
for further forays into 70
for further mental health 79
for further mention here 90
for further mission work 50
for further notice from 40
for further notice here 107
for further orders from 1172
for further refining into 44
for further reform were 68
for further reform will 47
for further relief from 104
for further school work 66
for further spending cuts 58
for further survey work 136
for further tariff cuts 46
for further training must 71
for further training were 63
for further training when 44
for further weight loss 83
for future breeding work 88
for future course work 69
for future design work 102
for future events such 60
for future family life 107
for future favors from 42
for future fiscal years 155
for future forays into 46
for future income from 64
for future meetings were 72
for future mental health 270
for future mission work 85
for future periods were 71
for future periods will 66
for future policy making 572
for future public health 150
for future public land 114
for future public uses 48
for future survey work 43
for future weight gain 42
for gathering nectar from 51
for gathering sticks upon 44
for gathering survey data 46
for gathering useful data 46
for german troops during 52
for german troops were 86
for glacial acetic acid 342
for global issues such 68
for global public health 147
for granting relief from 408
for granting special leave 118
for greater caution adds 71
for greater effort from 70
for greater output from 61
for greater safety during 67
for greater safety from 235
for greater safety into 71
for greater safety when 51
for grinding coffee beans 62
for grinding grains into 48
for handling credit card 88
for handling incoming mail 275
for handling outgoing mail 45
for handling spatial data 248
for hardly anyone else 55
for heavily loaded gears 125
for height without shoes 74
for higher aspect ratio 44
for higher ground when 50
for higher office were 95
for higher office will 53
for higher priced cars 41
for higher prices during 70
for higher prices from 118
for higher prices paid 60
for higher prices were 62
for higher prices when 95
for higher status jobs 163
for higher yields from 44
for highly skewed data 89
for highly spiced food 68
for horses stolen from 85
for houses appears very 52
for import relief from 41
for indexing arrays such 60
for indians residing upon 70
for inducing weight loss 68
for infant mental health 973
for initial design work 101
for initial weight loss 65
for injury already done 55
for injury caused when 60
for inland appears nothing 41
for insuring houses from 338
for invading armies from 64
for invading england were 70
for itself another part 98
for itself something like 86
for itself something more 124
for itself through their 42
for itself through these 78
for itself through those 45
for itself whether such 117
for itself whether their 63
for itself whether there 288
for itself whether these 60
for itself without having 66
for itself without much 45
for jewish campus life 232
for jewish family life 215
for kansas without giving 51
for kindling sacred fire 50
for larger groups were 41
for larger sample size 58
for laurie danced well 66
for lesser crimes such 53
for limiting family size 1719
for little beyond their 87
for little except their 46
for little magnet there 43
for lively debate among 49
for losses accruing from 52
for losses beyond their 56
for losses stemming from 252
for malice always aims 40
for malice toward none 40
for managing cancer pain 173
for managing credit risk 211
for managing forest land 44
for managing market risk 53
for managing mental health 51
for managing source code 62
for managing spatial data 74
for managing wastes from 83
for manual training work 112
for marching orders from 75
for marine animal life 50
for marine design ship 125
for market basket data 287
for market forces over 51
for market shares among 173
for marrying another wife 45
for marrying someone else 137
for marrying without leave 86
for marrying without their 53
for matching grants from 74
for matter without mind 142
for measuring changes over 89
for measuring cosmic rays 89
for measuring credit risk 87
for measuring liquid flow 70
for measuring market risk 362
for measuring mental health 93
for measuring nuclear size 60
for measuring reaction time 188
for measuring school work 66
for measuring volume flow 68
for mental anguish from 54
for mental anguish when 45
for mental disease during 47
for mental states like 42
for mental states such 45
for metals metals park 199
for methods without having 41
for middle eastern food 52
for middle eastern peace 189
for middle school boys 74
for middle school kids 122
for middle school youth 170
for mighty little more 130
for million dollar baby 73
for modern atomic theory 71
for modern family life 112
for modern jewish life 49
for modern public health 81
for modern readers lies 77
for modern sector jobs 82
for mutual safety from 44
for myself almost from 88
for myself before leaving 53
for myself whether there 181
for myself whether what 47
for myself without asking 43
for myself without having 95
for myself without your 41
for needed dental work 66
for neither through hearing 43
for normal family life 551
for normal family living 140
for normal muscle tone 79
for normal neural tube 53
for normal police work 40
for normal school work 79
for normal shipping time 305
for normal weight gain 143
for nuclear energy have 43
for nuclear energy were 67
for nuclear energy will 43
for nuclear plants have 75
for nuclear plants were 85
for nuclear reactor core 95
for nuclear reactor fuel 136
for nuclear weapons during 60
for nuclear weapons from 99
for nuclear weapons have 90
for nuclear weapons were 141
for nuclear weapons will 83
for number twelve there 51
for obvious damage such 58
for obvious errors such 40
for obvious groups like 214
for obvious reasons also 81
for obvious reasons been 374
for obvious reasons during 50
for obvious reasons even 73
for obvious reasons from 161
for obvious reasons have 424
for obvious reasons having 82
for obvious reasons kept 67
for obvious reasons left 42
for obvious reasons less 339
for obvious reasons made 62
for obvious reasons many 64
for obvious reasons more 553
for obvious reasons most 386
for obvious reasons much 239
for obvious reasons must 404
for obvious reasons none 68
for obvious reasons only 419
for obvious reasons some 52
for obvious reasons such 696
for obvious reasons take 44
for obvious reasons tend 46
for obvious reasons their 178
for obvious reasons there 773
for obvious reasons these 321
for obvious reasons those 64
for obvious reasons took 51
for obvious reasons very 367
for obvious reasons were 416
for obvious reasons when 101
for obvious reasons will 238
for offering strange fire 242
for office should have 59
for office without having 73
for online credit card 108
for orders through half 76
for output levels less 167
for ovarian cancer have 145
for ovarian cancer risk 45
for ovarian cancer were 57
for ovarian cancer will 51
for oxygen uptake during 58
for oxygen uptake rate 44
for painting reached full 40
for pardon through faith 72
for partial relief from 152
for partial weight bearing 221
for pelvic cancer pain 144
for periods before filing 83
for periods beyond those 47
for places without giving 48
for planar shapes there 48
for planar shapes these 48
for planning future work 124
for planning mental health 71
for planning public health 71
for planting winter wheat 103
for plants raised from 56
for points farther from 45
for points farther north 91
for points farther south 115
for points farther west 212
for points further away 44
for points further south 47
for points further west 41
for points remote from 49
for policy changes from 50
for policy changes were 90
for policy makers from 80
for policy makers trying 41
for policy makers when 95
for policy makers will 66
for preaching without having 46
for primal needed work 170
for prison reform were 67
for profit should have 163
for profit without taxing 56
for proper dental care 119
for proper family life 59
for proper reasons urging 60
for proper sounds were 88
for public access over 71
for public bodies such 65
for public choice theory 127
for public debate among 58
for public debate over 411
for public debate were 49
for public events such 82
for public meetings held 46
for public meetings were 159
for public mental health 545
for public office also 99
for public office came 88
for public office during 139
for public office even 66
for public office from 351
for public office have 492
for public office just 52
for public office made 73
for public office many 45
for public office must 608
for public office need 93
for public office once 127
for public office only 128
for public office other 61
for public office over 49
for public office seek 50
for public office some 40
for public office sued 54
for public office turn 91
for public office upon 46
for public office were 907
for public office when 199
for public office whom 146
for public office will 301
for public opinion among 47
for public opinion data 95
for public opinion during 52
for public opinion made 48
for public opinion over 44
for public opinion were 72
for public opinion when 103
for public opinion will 206
for public places such 82
for public policy during 47
for public policy from 89
for public policy have 117
for public policy lies 44
for public policy making 1269
for public policy must 77
for public policy only 45
for public policy were 115
for public policy when 57
for public policy will 169
for public reasons only 48
for public relief were 62
for public relief work 279
for public rights over 43
for public safety have 90
for public safety jobs 50
for public safety must 111
for public safety radio 46
for public safety were 92
for public school boys 160
for public school kids 51
for public school life 61
for public school work 234
for public sector debt 372
for public sector health 120
for public sector jobs 385
for public sector wage 74
for public sector work 211
for public spending cuts 91
for purely mental work 63
for radius versus time 103
for random access file 49
for random sampling from 138
for reasons already dealt 43
for reasons already made 543
for reasons already seen 71
for reasons behind their 42
for reasons better left 105
for reasons beyond just 149
for reasons beyond mere 147
for reasons beyond their 7935
for reasons beyond those 491
for reasons beyond what 43
for reasons beyond your 760
for reasons buried deep 57
for reasons deriving from 439
for reasons hidden from 133
for reasons obvious from 114
for reasons remote from 77
for reasons stemming from 419
for reasons unclear even 73
for recent events have 131
for recent fiscal years 69
for reducing cancer risk 275
for reducing damage from 85
for reducing family size 84
for reducing fossil fuel 92
for reducing losses from 141
for reducing metals from 67
for reducing sample size 117
for reducing stress among 44
for reform became more 359
for reform should come 44
for reform should have 56
for rehearing unless there 53
for release accept pleas 59
for release through such 48
for release without bail 118
for releasing energy from 151
for releasing rachel from 47
for relief became more 42
for remote access from 84
for remote access over 62
for removing ammonia from 114
for removing carbon from 98
for removing crumbs from 44
for removing debris from 183
for removing energy from 50
for removing fluids from 46
for removing judges from 48
for removing liquid from 88
for removing metals from 129
for removing oxygen from 294
for removing plaque from 54
for removing refuse from 50
for removing silica from 50
for removing silver from 62
for removing sludge from 77
for removing solids from 162
for removing someone from 53
for removing stains from 442
for removing stones from 291
for removing sulfur from 409
for removing tissue from 46
for removing toxins from 128
for removing troops from 65
for removing wastes from 105
for rental income from 62
for resale without paying 62
for revenge serves only 51
for review before taking 61
for review should also 58
for roasting copper ores 135
for routes learned from 96
for russian rulers have 84
for safety mainly upon 46
for safety reasons during 94
for safety reasons from 50
for safety reasons only 63
for safety reasons there 40
for safety reasons when 111
for sample survey data 57
for school groups from 58
for school leavers were 46
for school mental health 465
for school pupils from 75
for school reform have 64
for school reform were 60
for school reform will 48
for school sports teams 66
for searching existing data 108
for second normal form 85
for second through fifth 76
for second through sixth 57
for secret crimes just 59
for secure credit card 168
for securing credit card 46
for securing future good 44
for securing public health 40
for securing release from 111
for securing relief from 107
for securing retreat there 43
for serious bodily harm 52
for serious crimes have 68
for serious crimes like 293
for serious crimes such 392
for serious crimes were 225
for serious injury during 84
for serious injury from 79
for serious mental health 134
for serious thought upon 40
for seventh through ninth 42
for severe bleeding from 50
for severe cancer pain 242
for severe cystic acne 181
for severe memory loss 101
for severe mental health 51
for severe visual loss 381
for severe weight loss 56
for severing wilkes from 51
for sexual favors from 341
for sexual favors were 68
for shifting acreage from 44
for shifting income from 134
for silent prayer into 209
for silver bullion held 46
for silver dollar city 54
for silver halide film 59
for simple reaction time 237
for simple shapes like 45
for simple shapes such 124
for skills beyond those 50
for slaves escaping from 209
for smelting copper ores 177
for smelting silver ores 40
for someone twenty years 64
for someone without much 51
for someone without such 114
for something already done 113
for something already lost 68
for something already there 40
for something around here 105
for something better from 405
for something better were 47
for something better when 184
for something better will 56
for something better worth 68
for something beyond just 104
for something beyond life 47
for something beyond mere 298
for something beyond reach 163
for something beyond self 57
for something beyond their 542
for something beyond these 67
for something beyond what 1245
for something beyond your 118
for something deeply felt 51
for something hidden there 60
for something nobody else 43
for something remote from 45
for something simple like 135
for something someone else 795
for something special from 84
for something special like 169
for something special when 63
for something stupid like 68
for something vastly more 137
for something without having 125
for sounds arriving from 71
for special duties such 92
for special events during 48
for special events like 460
for special events only 125
for special events such 1348
for special favors from 336
for special fields such 42
for special grants from 63
for special groups have 48
for special groups like 178
for special groups such 997
for special mention among 65
for special mention from 75
for special mention here 592
for special mention only 58
for special mention those 73
for special mention were 141
for special mention when 97
for special notice among 40
for special notice from 94
for special notice here 290
for special notice were 43
for special orders from 117
for special powers from 48
for special praise from 70
for special praise those 59
for special praise were 62
for special praise when 67
for special public health 45
for special readers like 101
for special reasons been 119
for special reasons from 68
for special reasons have 125
for special reasons only 68
for special reasons other 41
for special reasons some 65
for special reasons such 454
for special reasons there 223
for special reasons were 116
for special relief from 84
for special skills such 64
for special trains from 46
for speech should have 81
for speedy release from 40
for speedy relief from 137
for spending little time 68
for spinning cotton into 101
for spinning cotton thread 160
for spinning cotton were 107
for spinning cotton yarn 642
for spinning woolen yarn 91
for sporting events such 54
for stable family life 535
for standing behind their 51
for standing dishes upon 55
for starting plants from 54
for stepping through code 72
for stocks traded over 51
for stopping bleeding from 127
for street lighting during 63
for street lighting from 82
for street lighting were 95
for striding through their 80
for striking another blow 119
for striking terror into 438
for studying cathode rays 45
for studying changes over 63
for studying cosmic rays 135
for studying issues such 40
for studying mental health 46
for sudden retreat into 45
for sulfur dioxide were 46
for summer passes into 85
for summer school work 137
for sunday brunch from 135
for sunday dinner once 49
for sunday dinner when 96
for sunday school when 44
for sunday school work 746
for supper before dark 41
for swimming ashore from 53
for target groups such 106
for tariff reform from 45
for tariff reform were 71
for teacher release time 52
for teacher training from 57
for teacher training have 139
for teacher training must 53
for teacher training were 243
for teacher training will 76
for thieves seldom come 51
for through thyself only 214
for through trains from 40
for tissue damage from 45
for tracking changes over 54
for tracking credit card 48
for training beyond high 68
for training mental health 221
for training public health 156
for training should have 69
for trains arriving from 88
for travel abroad were 44
for travel advice from 56
for travel grants from 54
for travel through time 45
for treason before john 45
for treason without hearing 108
for triple bottom line 68
for trivial reasons such 85
for turkey without taking 48
for twelve horses only 46
for twelve nights only 50
for twenty billion years 68
for twenty million more 49
for twenty million years 256
for twenty pounds from 64
for twenty pounds more 180
for ulcers should tell 45
for united nations help 130
for united nations high 141
for united nations peace 599
for united states arms 82
for united states army 649
for united states bank 103
for united states coal 211
for united states code 234
for united states data 84
for united states farm 577
for united states flag 92
for united states food 140
for united states from 107
for united states gold 330
for united states help 262
for united states mail 215
for united states navy 325
for united states wheat 233
for unpaid family leave 43
for unpaid family work 93
for unsure little boys 40
for unused annual leave 67
for urgent repair work 43
for utmost remedy cuts 61
for uttering forged bank 196
for values beyond those 42
for various causes have 72
for various causes such 53
for various causes were 93
for various census years 100
for various crimes from 56
for various crimes were 84
for various fiscal years 45
for various groups from 57
for various groups have 54
for various groups such 139
for various groups were 109
for various mental health 122
for various periods during 845
for various periods from 455
for various periods have 49
for various periods over 55
for various periods prior 61
for various periods ranging 151
for various periods were 118
for various points along 309
for various policy areas 66
for various public health 110
for various public uses 76
for various reasons also 102
for various reasons among 121
for various reasons been 1031
for various reasons best 118
for various reasons came 83
for various reasons come 130
for various reasons during 405
for various reasons even 201
for various reasons fail 101
for various reasons fall 56
for various reasons feel 79
for various reasons fell 45
for various reasons felt 76
for various reasons find 259
for various reasons from 1191
for various reasons gave 45
for various reasons have 5905
for various reasons having 462
for various reasons held 43
for various reasons into 179
for various reasons kept 41
for various reasons left 259
for various reasons less 269
for various reasons like 622
for various reasons made 90
for various reasons make 70
for various reasons many 416
for various reasons more 537
for various reasons most 496
for various reasons much 217
for various reasons must 180
for various reasons need 85
for various reasons none 277
for various reasons nothing 100
for various reasons only 578
for various reasons other 295
for various reasons over 131
for various reasons ranging 242
for various reasons seek 51
for various reasons seem 113
for various reasons some 578
for various reasons such 4980
for various reasons take 55
for various reasons their 339
for various reasons there 1517
for various reasons these 651
for various reasons those 75
for various reasons took 55
for various reasons very 113
for various reasons want 84
for various reasons were 2899
for various reasons when 143
for various reasons will 474
for various reasons wish 146
for various recent years 47
for various special uses 84
for venous return from 111
for violating liquor laws 100
for violent crimes among 70
for violent crimes during 51
for violent crimes have 151
for violent crimes like 58
for violent crimes more 42
for violent crimes rose 96
for violent crimes such 234
for violent crimes were 322
for violent crimes will 51
for visual effect only 48
for visual reaction time 54
for volume changes during 72
for vortex shedding from 71
for weapons unless there 244
for weighing anchor were 46
for whereas before there 87
for wilder turned upon 52
for william atkins told 46
for william butler yeats 423
for william howard taft 642
for william morris hunt 43
for winter cattle feed 169
for winter sports such 59
for without another word 88
for without entering into 79
for without memory there 64
for without passion there 66
for without rights there 113
for without wisdom there 40
for younger readers from 64
for younger siblings during 40
for younger siblings when 58
fun before settling down 157
fur trader manuel lisa 220
