far protected vested rights 43
for electoral reform became 52
for eliminating carbon dioxide 76
for eliminating nuclear weapons 209
for enjoyment creates bodies 69
for equitable relief deemed 69
for equitable relief should 50
for especially serious crimes 56
for estimated future losses 46
for everybody except myself 56
for excellent starting points 82
for exclusive patent rights 73
for exclusive sexual access 53
for existence became severe 61
for extensive cattle ranching 191
for extensive periods without 73
for extensive public debate 44
for extremely serious crimes 49
for extremely serious reasons 40
for favorable public opinion 118
for federally funded public 107
for forecasting energy demand 46
for forecasting future changes 43
for forecasting future demand 149
for forecasting future events 108
for forecasting future trends 133
for forecasting future values 152
for foretelling future events 48
for formulating public policy 328
for identifying opinion leaders 92
for identifying target groups 72
for important family events 94
for important policy changes 55
for important public meetings 41
for important public office 56
for important public policy 45
for increasingly higher levels 154
for increasingly larger shares 40
for increasingly larger values 54
for infectious disease agents 57
for influencing policy makers 40
for influencing public opinion 2120
for influencing public policy 569
for inhibited sexual desire 144
for inspection copies should 70
for inspection without charge 145
for integrating family planning 135
for integrating family therapy 57
for integrating gender issues 56
for intensive speech therapy 42
for interposing various motions 63
for introducing modern methods 54
for irrigation through canals 44
for knowledge gained through 250
for knowledge without regard 68
for liverpool street station 86
for lubricating marine engines 44
for maintaining cardiac output 121
for maintaining existing levels 43
for maintaining muscle strength 63
for maintaining normal levels 108
for maintaining normal muscle 73
for maintaining public safety 101
for maintaining resale prices 78
for maintaining stable prices 81
for malignant disease should 47
for molecular building blocks 154
for municipal sewage plants 55
for municipal sewage sludge 134
for municipal street lighting 125
for nonpublic school pupils 107
for nonpublic school tuition 45
for occasional special events 76
for offensive nuclear weapons 52
for operations desert shield 198
for operations further afield 47
for outstanding comedy series 164
for painfully obvious reasons 70
for pancreatic cancer should 44
for papillary thyroid cancer 187
for passengers through london 55
for penetrating cardiac wounds 49
for perfectly obvious reasons 240
for perfectly proper reasons 53
for permission before entering 117
for permission before touching 45
for political asylum before 55
for political changes abroad 103
for political office before 118
for political office should 91
for political office through 49
for political office without 102
for political reasons always 54
for political reasons became 77
for political reasons before 457
for political reasons instead 43
for political reasons relating 60
for political reasons should 223
for political reasons solely 54
for political reasons wanted 51
for political reasons wished 67
for political reasons without 272
for political reform became 80
for political reform through 156
for political reform without 58
for porcelain jacket crowns 449
for practical reasons relating 42
for practical reasons should 72
for practical reasons without 41
for preschool through second 61
for president benito juarez 44
for president william howard 135
for president william jennings 45
for primitive tribal groups 71
for pulmonary disease caused 79
for pulmonary venous return 54
for qualified teacher status 1722
for reasonable periods without 60
for recurrent cardiac events 84
for recurrent ovarian cancer 199
for recurrent rectal cancer 363
for redemption through christ 165
for registering public opinion 70
for renewable energy source 258
for resources greatly beyond 44
for restricting various trades 41
for rotational energy levels 52
for secondary modern school 196
for secondary school biology 54
for secondary school english 277
for secondary school leavers 792
for secondary school places 507
for secondary school pupils 3058
for secondary school reform 72
for secondary school teacher 102
for secondary school training 180
for secondary teacher training 198
for selective silver staining 117
for specialist school status 53
for specified closed seasons 111
for specified periods before 114
for specified target groups 56
for stabilizing carbon dioxide 58
for statewide public office 70
for stationary diesel engines 44
for strategic market planning 184
for strategic nuclear forces 377
for strategic nuclear weapons 312
for strategic planning should 61
for suppressing outlying slaves 79
for suspension bridge cables 67
for sustained mental effort 250
for sustained periods without 50
for symmetric nuclear matter 200
for technical reasons beyond 49
for technical reasons relating 92
for technical skills training 44
for technical system design 51
for technical training abroad 43
for televised sporting events 47
for temporary import relief 46
for temporary periods without 43
for themselves behind closed 42
for themselves better houses 71
for themselves direct access 87
for themselves molten images 159
for themselves reaches little 151
for themselves through direct 71
for themselves through various 42
for themselves whether something 41
for themselves without allowing 46
for themselves without becoming 62
for themselves without family 82
for themselves without further 153
for themselves without regard 259
for themselves without verbal 113
for themselves without worrying 43
for thoroughly modern millie 65
for tolerably obvious reasons 58
for transient global amnesia 71
for unlimited periods without 49
for vertebral artery injury 58
for vindicating public rights 74
for vocational teacher training 97
for vocational training should 154
for vocational training through 67
for voluntary family planning 349
for voluntary school prayer 89
for voluntary silent prayer 52
for widespread public debate 50
