fabled heroes of antiquity 94
fairly claim the privilege 50
fairly claim to represent 257
fairly close in magnitude 49
fairly earned the reputation 129
fairly easily be converted 43
fairly equal in population 54
fairly known to entertain 57
fairly large in proportion 84
fairly round the curvature 50
fairly sailing on chesapeake 53
fairly small in magnitude 74
fairly taken to represent 237
fairly tests the principle 59
fairly under the influence 183
fairly urged in mitigation 53
fairly within the adversary 102
fairly within the definition 76
fairly within the discretion 59
fairly within the framework 51
fairly within the influence 52
fairly within the precincts 64
fairly within the principle 206
fairly within the protection 129
fairly within the provisions 102
fairly within the reasonable 100
fallen after the departure 54
fallen angels or victorious 46
fallen below the necessary 66
fallen below the reference 43
fallen below the requisite 66
fallen below the standards 311
fallen below the statutory 99
fallen cause of revolution 90
fallen leaves of deciduous 113
fallen rival the constable 59
fallen short of perfection 807
fallen short of provisions 43
fallen short of realization 102
fallen short of standards 52
fallen since the revolution 47
fallen state of existence 132
fallen state of humankind 201
fallen trees or disrupted 120
fallen under an influence 52
fallen under my inspection 185
fallen under my knowledge 204
fallen under the communist 163
fallen under the criticism 54
fallen under the despotism 117
fallen under the dominance 94
fallen under the domination 1824
fallen under the exclusive 47
fallen under the fascinating 55
fallen under the imputation 80
fallen under the influence 20295
fallen under the inspection 104
fallen under the leadership 115
fallen under the onslaught 92
fallen under the penalties 48
fallen under the pernicious 42
fallen under the political 102
fallen under the protection 107
fallen under the provisions 50
fallen under the subjection 58
fallen under the suspicions 270
fallen under the temptation 65
fallen within my knowledge 316
fallen within the definition 69
fallen within the exclusive 50
fallen within the knowledge 192
fallen within the principle 56
fallow period is shortened 89
family about as certainly 71
family about the medication 61
family about the pregnancy 58
family about the procedure 77
family about the prognosis 50
family after my premature 50
family after the departure 52
family after the revolution 219
family altar or ancestral 43
family began to entertain 40
family began to establish 40
family belong to different 100
family bible in possession 120
family board of directors 122
family could be described 198
family could be destroyed 81
family could be explained 54
family could be important 42
family could be persuaded 114
family could be preserved 43
family could be separated 60
family could be supported 246
family could be sustained 49
family dined at guildhall 108
family drama to adventure 1250
family exist in different 47
family fails to recognize 62
family feeling or patriotism 45
family finds it difficult 257
family finds it necessary 122
family forms an important 59
family forms the foundation 50
family found an apartment 46
family found it difficult 385
family found it necessary 274
family frame of reference 217
family gather to celebrate 63
family gives the impression 41
family group is important 47
family group is organized 41
family group of companies 51
family group of elephants 59
family group of themselves 46
family group or community 86
family group or household 43
family homes or apartment 47
family house in cambridge 121
family house or apartment 222
family housing is available 47
family labor is available 266
family lacks the resources 49
family lived in alexandria 40
family lived in baltimore 101
family lived in california 161
family lived in cambridge 82
family lived in cleveland 76
family lived in commodious 78
family lived in different 70
family lived in edinburgh 41
family lived in greenwich 70
family lived in happiness 46
family lived in jerusalem 64
family lived in milwaukee 41
family lived in minnesota 46
family lived in wisconsin 51
family lives in california 81
family lives of employees 63
family loses the sanctuary 209
family makes it difficult 199
family makes it necessary 137
family might be assembled 42
family might be available 96
family might be continued 42
family might be described 157
family might be destroyed 82
family might be permitted 74
family might be preserved 76
family might be protected 45
family might be questioned 43
family might be scattered 41
family might be subverted 57
family might be supported 73
family model of community 44
family moved to alexandria 138
family moved to amsterdam 141
family moved to annapolis 87
family moved to argentina 67
family moved to baltimore 404
family moved to barcelona 183
family moved to brunswick 119
family moved to california 5918
family moved to cambridge 395
family moved to charlotte 93
family moved to cleveland 1635
family moved to davenport 136
family moved to different 63
family moved to edinburgh 536
family moved to frankfort 47
family moved to frankfurt 78
family moved to georgetown 218
family moved to greenwich 143
family moved to henderson 42
family moved to hollywood 161
family moved to jefferson 138
family moved to jerusalem 112
family moved to kalamazoo 124
family moved to knoxville 290
family moved to lafayette 130
family moved to lancaster 240
family moved to liverpool 298
family moved to manhattan 183
family moved to mansfield 41
family moved to melbourne 374
family moved to milwaukee 330
family moved to minnesota 372
family moved to montevideo 100
family moved to nashville 303
family moved to neighboring 47
family moved to newcastle 151
family moved to palestine 165
family moved to portsmouth 74
family moved to princeton 87
family moved to riverside 137
family moved to rochester 409
family moved to saskatoon 45
family moved to springfield 515
family moved to stockholm 83
family moved to tennessee 455
family moved to vancouver 537
family moved to venezuela 44
family moved to wisconsin 409
family moved to worcester 196
family moved to yorkshire 94
family moved to youngstown 102
family moves to california 86
family needs of employees 223
family needs to establish 66
family never be forgotten 41
family party at christmas 81
family party on christmas 131
family party to celebrate 158
family place of residence 49
family plays an important 1557
family pride is connected 122
family roles is necessary 40
family seems to represent 77
family sense of coherence 239
family shall be permitted 116
family shall be preserved 68
family shall be protected 81
family shall be subjected 85
family shall be supported 55
family shows on television 43
family shows the transition 85
family since the appearance 64
family since the eighteenth 183
family since the fourteenth 99
family since the nineteenth 69
family since the revolution 162
family spent the afternoon 88
family spent the christmas 64
family spent the remainder 47
family still in existence 70
family study of childhood 72
family study of obsessive 508
family study of pernicious 129
family takes the initiative 86
family takes up residence 92
family tried to establish 47
family types in different 47
family under my protection 68
family under the blackened 84
family under the conditions 143
family under the fatherhood 159
family under the influence 245
family under the leadership 248
family under the patronage 45
family under the pressures 45
family under the protection 703
family under the provisions 49
family units of different 199
family units of production 316
family until the eighteenth 64
family until the nineteenth 58
family until the revolution 136
family vault at greenwich 49
family vault in greenwood 45
family vault or mausoleum 52
family viewing of television 45
family where the domestics 66
family which he described 48
family which he describes 66
family which is concerned 110
family which is connected 51
family which is dependent 55
family which is described 54
family which is different 42
family which is expressed 49
family which is generally 88
family which is important 82
family which is necessary 50
family which is presented 40
family which is primarily 42
family while he continued 52
family within the community 709
family within the framework 208
family within the household 137
family within the requisite 62
family would be abolished 57
family would be assembled 76
family would be associated 43
family would be available 57
family would be beneficial 43
family would be benefited 65
family would be celebrating 40
family would be compelled 147
family would be concerned 60
family would be condemned 71
family would be connected 59
family would be construed 74
family would be delighted 160
family would be dependent 68
family would be destitute 99
family would be destroyed 437
family would be different 92
family would be difficult 121
family would be disgraced 520
family would be disrupted 69
family would be disturbed 40
family would be endangered 96
family would be extremely 101
family would be horrified 92
family would be humiliated 56
family would be important 49
family would be interesting 44
family would be justified 62
family would be massacred 57
family would be necessary 62
family would be overjoyed 49
family would be permitted 231
family would be preserved 87
family would be protected 271
family would be respected 47
family would be satisfied 80
family would be scattered 72
family would be separated 158
family would be subjected 93
family would be supported 80
family would be surprised 63
famine could be prevented 41
famous action of thermopylae 43
famous author of detective 56
famous burst of eloquence 42
famous chain of mountains 65
famous cloud of witnesses 61
famous court or parliament 103
famous edict of caracalla 81
famous edict of toleration 326
famous essay on coleridge 51
famous essay on population 1066
famous faces in alzheimer 45
famous fairs of champagne 88
famous group of mountains 40
famous group of sculpture 44
famous heroes of antiquity 144
famous horse of alexander 78
famous house of richthofen 50
famous house of rothschild 41
famous lines of lucretius 62
famous lines of wordsworth 144
famous names of antiquity 65
famous niece of richelieu 69
famous order of knighthood 54
famous people in hollywood 40
famous people of antiquity 52
famous piece of criticism 55
famous piece of furniture 142
famous piece of insolence 57
famous piece of sculpture 305
famous place of amusement 120
famous point of etiquette 89
famous pupil of aristotle 57
famous relic of antiquity 63
famous sayings of antiquity 132
famous siege of gibraltar 125
famous siege of jerusalem 50
famous siege of montevideo 82
famous since the eighteenth 43
famous sites of antiquity 75
famous story of alexander 166
famous study of obedience 50
famous sword of admirable 63
famous theorem in economics 43
famous theorem of pythagoras 168
famous treaty of westphalia 189
famous under the leadership 56
famous under the pseudonym 132
famous under the sobriquet 41
famous visit to edinburgh 59
famous visit to jerusalem 71
famous women of antiquity 177
famous words of augustine 65
famous words of frederick 47
famous words of jefferson 58
famous words of president 76
famous works of antiquity 105
famous works of classical 93
famous works of sculpture 151
farmer breaks the obstacles 67
farmer could be persuaded 53
farmer finds it difficult 244
farmer finds it necessary 260
farmer found it difficult 107
farmer found it necessary 59
farmer would be benefited 113
farmer would be compelled 138
farmer would be meliorated 91
farmer would be permitted 57
farmer would be satisfied 55
farmer would be surprised 41
farther apart in frequency 53
farther apart the molecules 52
farther appeal is permitted 57
farther appear by considering 43
farther power he possesses 79
farther proof is necessary 53
farther shore of existence 51
farther still by filtration 53
farther under the influence 50
farther within the forbidden 43
farther within the obscurity 45
fashion after the revolution 81
fashion appear an occupation 136
fashion pages of magazines 55
fashion plays an important 112
fashion under the directory 41
fashion under the influence 297
fashion under the leadership 74
fashion until the eighteenth 56
fashion which is altogether 45
fashion which the deformity 65
fashion within the framework 118
faster forms of transport 56
faster growth in population 96
faster growth in production 73
faster growth is associated 83
faster growth of aggregate 48
faster growth of industrial 109
faster growth of population 293
faster growth of production 144
faster method of determining 52
faster modes of transport 134
faster rates of population 196
faster rates of production 56
faster since the engagement 87
faster under the influence 140
fathers belong to different 48
fathers found it difficult 94
fathers found it necessary 143
fathers might be corrupted 48
fathers shall be preserved 46
faults could be corrected 169
faults might be corrected 41
faults which he committed 402
faults which we ourselves 80
faults within the protected 178
faults would be corrected 57
faulty frame of reference 49
faulty method of procedure 45
faulty piece of equipment 444
faulty piece of machinery 53
faulty sense of proportion 103
fearful engine of oppression 42
fearful noise in butteries 46
fearful piece of brutality 52
fearful place of sacrifice 56
fearful scene of bloodshed 77
fearful scene of slaughter 91
fearful state of depression 50
fearful state of desolation 40
fearful state of exhaustion 50
fearful state of ignorance 56
fearful state of irritation 45
feature about the population 45
feature could be described 42
feature could be discerned 61
feature could be explained 96
feature could be exploited 54
feature could be important 63
feature films in hollywood 81
feature films on television 322
feature films or television 244
feature films to television 594
feature helps to distinguish 147
feature known as interrupt 269
feature makes it difficult 235
feature makes it especially 96
feature makes it extremely 44
feature makes it necessary 54
feature might be explained 61
feature plays an important 159
feature serving to distinguish 44
feature which is associated 151
feature which is available 65
feature which is certainly 64
feature which is connected 52
feature which is currently 44
feature which is described 48
feature which is desirable 87
feature which is different 99
feature which is difficult 102
feature which is discussed 81
feature which is especially 284
feature which is exploited 68
feature which is expressed 43
feature which is extremely 92
feature which is generally 331
feature which is identical 43
feature which is important 369
feature which is necessary 86
feature which is noteworthy 41
feature which is noticeable 102
feature which is possessed 62
feature which is prominent 81
feature which is reflected 299
feature which is sometimes 187
feature which it possesses 54
feature within the framework 45
feature would be especially 71
feeble light to penetrate 43
feeble power of absorption 47
feeble power of endurance 60
feeble signs of opposition 40
feeble train of statesmen 109
feeder layer of irradiated 131
feeler gauge to determine 144
feelings about an important 82
feelings about my childhood 53
feelings about my pregnancy 69
feelings about my sexuality 51
feelings about the americans 81
feelings about the appearance 93
feelings about the approaching 138
feelings about the assailant 55
feelings about the attitudes 44
feelings about the candidate 133
feelings about the character 262
feelings about the classroom 53
feelings about the commercial 107
feelings about the communist 45
feelings about the community 245
feelings about the conditions 105
feelings about the counselor 92
feelings about the defendant 277
feelings about the departure 83
feelings about the different 197
feelings about the discovery 94
feelings about the electoral 44
feelings about the encounter 141
feelings about the engagement 50
feelings about the evaluation 93
feelings about the existence 84
feelings about the frequency 44
feelings about the holocaust 508
feelings about the important 73
feelings about the incidents 43
feelings about the influence 109
feelings about the injustice 129
feelings about the interview 291
feelings about the landscape 70
feelings about the medication 44
feelings about the mountains 53
feelings about the necessity 196
feelings about the placement 87
feelings about the political 537
feelings about the pregnancy 1249
feelings about the president 509
feelings about the pressures 48
feelings about the principal 200
feelings about the procedure 204
feelings about the production 62
feelings about the profession 117
feelings about the propriety 98
feelings about the prospects 136
feelings about the relevance 61
feelings about the revolution 201
feelings about the rightness 56
feelings about the separation 400
feelings about the situations 149
feelings about the spiritual 50
feelings about the statement 205
feelings about the structure 65
feelings about the substance 40
feelings about the succession 52
feelings about the transition 132
feelings about the traumatic 137
feelings about the workplace 53
feelings arise in connection 46
feelings could be described 78
feelings could be discussed 44
feelings could be explained 52
feelings could be expressed 446
feelings known as objective 47
feelings makes it difficult 62
feelings might be different 79
feelings might be expressed 126
feelings might be preserved 50
feelings under an appearance 47
feelings under the influence 256
feelings under the restraint 119
feelings under the semblance 115
feelings which he cherished 100
feelings which he describes 59
feelings which he expressed 131
feelings which he expresses 143
feelings which in themselves 104
feelings which it engendered 44
feelings which it expresses 104
feelings which sing themselves 45
feelings which the incidents 136
feelings which the narrative 81
feelings which the revolution 42
feelings which the spectacle 43
feelings which we entertain 127
feelings which we naturally 59
feelings which we ourselves 97
feelings within the community 141
feelings within the framework 100
feelings would be different 109
feelings would be expressed 99
feelings would be respected 45
feigning grief or ignorance 43
fellow arabs in palestine 55
fellow feeling is prevented 47
fellow under the influence 50
felony cases in california 42
felony cases the defendant 65
felony cases to determine 112
felony shall be committed 60
felony shall be qualified 60
felony shall be sentenced 45
felony under the provisions 100
female above the commonest 58
female beauty is concerned 89
female board of directors 63
female brain in different 55
female breast to artificial 87
female child is announced 42
female deity of fertility 44
female frame of reference 58
female house of correction 87
female labor in factories 109
female labor is available 44
female model on perceived 58
female modes of expression 45
female organ of copulation 315
female organ of generation 1077
female parts of generation 206
female plays an important 41
female power of generation 133
female power of procreation 44
female roles in courtship 57
female roles in different 75
female roles in procreation 42
female roles in television 48
female scold is generally 160
female shall be permitted 63
female slave or concubine 224
female stars in hollywood 84
female stars of hollywood 49
female style of leadership 49
female takes the initiative 135
female under the influence 201
ferric oxide is converted 49
ferric oxide is deposited 40
ferric oxide is dissolved 140
ferric oxide or hydroxide 421
ferric oxide to magnetite 47
feudal chain of vassalage 45
feudal forms of ownership 42
feudal forms of political 53
feudal forms of production 281
feudal kingdom of jerusalem 94
feudal method of production 55
feudal modes of production 1685
feudal order of production 68
feudal rules of succession 43
feudal serfs of corporate 173
fewest germs of revolution 125
fiancee broke the engagement 47
fibers appear to originate 87
fibers appear to terminate 180
fibers could be separated 75
fibers enter the epithelium 58
fibers plays an important 68
fibers running in different 116
fibers under the influence 111
fibers within the composite 149
fibers within the cytoplasm 42
fibers within the different 45
fibers within the substance 59
fibrin under the influence 156
fibrin which is deposited 132
fibula alone is fractured 99
fiction about the holocaust 218
fiction habit as admirable 49
fiction might be described 44
fiction plays an important 64
fiction seems to represent 47
fiction shows the influence 51
fiction since the eighteenth 88
fiction under the influence 79
fiction under the pseudonym 347
fiction which is necessary 56
fiction within the framework 68
fiction would be perfectly 48
fields after the inundation 55
fields could be converted 46
fields could be described 48
fields could be developed 78
fields could be explained 53
fields could be generated 94
fields could be irrigated 118
fields makes it difficult 92
fields might be supported 62
fields occur in truncation 61
fields plays an important 93
fields shall be submitted 41
fields under the conditions 46
fields under the influence 106
fields under the leadership 94
fields under the moonlight 44
fields under the protection 84
fields where the community 93
fields where the conditions 59
fields where the influence 43
fields where the interests 44
fields where the knowledge 49
fields where the production 57
fields where the shepherds 118
fields where the vegetation 42
fields where the villagers 51
fields which the villagers 53
fields within the conductor 60
fields within the framework 206
fields within the profession 52
fields within the structure 298
fields within the waveguide 42
fields would be abandoned 79
fields would be available 69
fields would be destroyed 71
fields would be developed 84
fields would be difficult 52
fields would be exhausted 52
fields would be generated 44
fields would be necessary 166
fierce arena of political 70
fierce fight to construct 68
fierce glare of criticism 49
fierce glare of publicity 140
fierce light of criticism 141
fierce light of publicity 554
fierce pride of possession 54
fierce sense of injustice 184
fierce sense of patriotism 45
fierce sense of possession 104
fierce shout of exultation 105
fierce storm of opposition 108
fierce tribe of cannibals 51
fierce virus of ancestral 66
fighting about the propriety 89
fighting began in september 58
fighting bulls on horseback 91
fighting ended at nightfall 66
fighting force in palestine 108
fighting might be necessary 114
fighting might be prevented 105
fighting under the conditions 251
fighting under the influence 243
fighting under the leadership 969
fighting under the protection 172
fighting under the standards 111
fighting under the victorious 56
fighting which is necessary 109
fighting within the framework 99
fighting would be fruitless 76
fighting would be necessary 436
fighting would be permitted 53
fights under the influence 153
fights within the community 169
figure based on estimates 43
figure change in themselves 42
figure comes to represent 49
figure could be described 80
figure could be discerned 184
figure could be estimated 44
figure could be explained 49
figure could be expressed 43
figure could be perceived 43
figure could be presented 117
figure given by professor 67
figure gives an impression 204
figure gives an indication 282
figure gives no indication 115
figure gives the appearance 57
figure gives the impression 287
figure makes an appearance 53
figure makes it difficult 95
figure makes no allowance 207
figure might be described 47
figure might be explained 48
figure plays an important 220
figure refer to different 56
figure seated in meditation 45
figure seems to represent 313
figure shall be incapable 46
figure showing to advantage 53
figure shows an important 57
figure shows an interesting 66
figure shows the absorption 185
figure shows the additional 49
figure shows the advantage 41
figure shows the amplitude 294
figure shows the apparatus 104
figure shows the appearance 348
figure shows the completed 176
figure shows the conditions 62
figure shows the connection 102
figure shows the different 329
figure shows the dimensions 60
figure shows the effective 80
figure shows the estimated 368
figure shows the existence 84
figure shows the frequency 321
figure shows the functional 87
figure shows the graphical 47
figure shows the histogram 53
figure shows the important 43
figure shows the incidence 43
figure shows the influence 222
figure shows the intensity 144
figure shows the interface 47
figure shows the magnitude 229
figure shows the mechanism 65
figure shows the placement 46
figure shows the population 61
figure shows the predicted 145
figure shows the principal 227
figure shows the principle 104
figure shows the production 91
figure shows the projected 54
figure shows the projection 137
figure shows the proportion 285
figure shows the responses 113
figure shows the resultant 165
figure shows the schematic 86
figure shows the separation 72
figure shows the simulated 120
figure shows the simulation 85
figure shows the stability 49
figure shows the structure 465
figure shows the theoretical 164
figure shows the transition 93
figure skating on television 44
figure under the assumption 54
figure under the influence 89
figure which he presented 74
figure which is available 51
figure which is certainly 226
figure which is confirmed 62
figure which is contained 96
figure which is described 109
figure which is different 59
figure which is difficult 51
figure which is estimated 45
figure which is extremely 100
figure which is generally 120
figure which is identical 100
figure which is important 69
figure which is presented 53
figure which is sometimes 87
figure which is supported 72
figure within the community 124
figure within the framework 104
figure within the household 49
figure within the narrative 140
figure within the structure 53
figure worthy of admiration 46
figure would be different 47
figure would be difficult 132
figure would be extremely 45
figure would be necessary 82
figure would be somewhere 110
filled again to overflowing 126
filled cabin of passengers 47
filled chair of political 94
filled glass of champagne 128
filled loops of intestine 582
filled nearly to overflowing 440
filled posts of magnitude 66
filled shell of electrons 148
filled under the influence 86
filled under the provisions 139
filled until it overflows 46
filler metal is deposited 374
filter again if necessary 119
filter helps to eliminate 41
filter paper as described 299
filter paper by capillary 165
filter paper if necessary 122
filter paper in saturated 47
filter paper is carefully 76
filter paper is dissolved 172
filter paper is generally 87
filter paper is moistened 235
filter paper is saturated 261
filter paper is supported 40
filter paper is suspended 63
filter paper or absorbent 271
filter paper or cellulose 304
filter paper to determine 71
filter paper to eliminate 45
filter plays an important 55
filter which is connected 42
filter which is supported 45
filter would be necessary 155
findings about the association 94
findings about the attitudes 84
findings about the character 66
findings about the cognitive 45
findings about the conditions 89
findings about the connection 66
findings about the different 105
findings about the existence 75
findings about the frequency 68
findings about the incidence 81
findings about the influence 321
findings about the political 68
findings about the processes 57
findings about the stability 46
findings about the structure 226
findings allow the conclusion 57
findings based on aggregate 101
findings based on different 137
findings based on empirical 64
findings could be accounted 203
findings could be challenged 48
findings could be confirmed 168
findings could be construed 63
findings could be described 46
findings could be discussed 40
findings could be explained 1257
findings could be important 61
findings could be presented 127
findings could be published 86
findings imply the existence 73
findings makes it difficult 94
findings might be accounted 47
findings might be different 109
findings might be explained 589
findings might be important 43
findings might be presented 42
findings might be questioned 47
findings point to important 59
findings raise an important 140
findings raise an interesting 109
findings raise the important 83
findings raise the interesting 167
findings reveal the existence 47
findings serve to emphasize 149
findings serve to highlight 50
findings shall be published 67
findings shall be submitted 64
findings which if supported 51
findings which the appellate 107
findings which the commission 94
findings within the framework 308
findings would be available 116
findings would be confirmed 58
findings would be different 135
findings would be difficult 87
findings would be discussed 44
findings would be important 52
findings would be necessary 61
findings would be predicted 40
findings would be presented 113
findings would be published 182
findings would be submitted 65
findings would be supported 48
finest forms of antiquity 69
finest grade of commercial 58
finest grade of sandpaper 145
finest house in springfield 56
finest kinds of porcelain 122
finest lands in california 48
finest level of resolution 165
finest minds of antiquity 44
finest piece of criticism 88
finest piece of furniture 173
finest piece of hortatory 312
finest piece of mechanism 84
finest piece of narrative 42
finest piece of political 85
finest piece of sculpture 512
finest piece of sustained 130
finest relic of antiquity 70
finest sense of propriety 65
finest state of equipment 45
finest train of artillery 51
finest types of character 68
finest works of antiquity 187
finest works of sculpture 155
finish floor is installed 136
finish which is sometimes 44
finish within the specified 127
finite forms of existence 118
finite frame of reference 41
finite level of resources 52
finite period of existence 49
finite radii of curvature 61
finite state of existence 64
finite stock of resources 124
finite unions of intervals 104
finite world of phenomena 60
firmer basis the connection 48
firmer grasp of character 43
firmer grasp of ferdinand 47
firmly based on classical 53
firmly based on empirical 194
firmly based on knowledge 92
firmly based on principle 54
firmly based on scripture 121
firmly based on universal 45
firmly bound to membranes 53
firmly fixed in ponderous 70
firmly grasp the principle 45
firmly under the domination 75
firmly under the impression 298
firmly under the influence 373
firmly under the leadership 100
firmly under the political 71
firmly under the protection 59
firmly within the classical 100
firmly within the community 112
firmly within the discourse 72
firmly within the framework 890
firmly within the mainstream 457
firmly within the modernist 91
firmly within the political 175
firmly within the structure 89
firmly within the territory 51
firmly within the theoretical 42
firmly within the traditions 167
fission could be harnessed 40
fission under the influence 49
fitful gleams of moonlight 113
fitful gleams of starlight 94
fitted below the waterline 101
fitted joint by capillary 246
fitted rather to aphorisms 50
fitted under the assumption 58
fitted within the framework 313
fitter modes of propitiating 84
fittings below the waterline 52
fittings shall be installed 69
flames arise in different 45
flanks would be protected 134
flashing point of petroleum 132
flatly denying the existence 96
fleeting change of expression 190
fleeting dreams of happiness 70
fleeting sense of community 54
fleeting smile of gratitude 48
fleets under the protection 85
flight after an unpleasant 56
flight after the challenger 58
flight after the commission 62
flight after the completion 72
flight could be attempted 50
flight could be conducted 40
flight tests to determine 177
flight under the conditions 47
flight under the influence 95
flight where the complaining 59
flight which the convention 97
flight would be difficult 45
flight would be extremely 83
flight would be necessary 66
flimsy piece of cardboard 40
flitting scene of spiritual 59
floating above the landscape 98
floating above the mountains 101
floating rafts of vegetation 255
flocking round the wonderful 48
flocks shall be scattered 160
flocks would be compelled 93
flooding method of irrigation 182
floods could be prevented 69
floors shall be protected 69
floppy disks or diskettes 378
floppy disks or removable 93
floppy drive is connected 48
floppy drive is installed 80
floral parts in multiples 82
florid style of decoration 41
florid style of eloquence 51
flower again in countless 52
flower known to botanists 200
flower parts in multiples 523
flower running to poisonous 70
flower under the influence 195
flower which the frenchman 42
fluids after the procedure 64
fluids plays an important 83
fluids under the influence 200
fluids within the reservoir 72
fluted glass of champagne 78
fodder would be available 46
folded about the shoulders 63
folded paper or cardboard 57
folded piece of cardboard 377
folded piece of newspaper 277
folded piece of newsprint 179
folded piece of notepaper 308
folded piece of parchment 799
folded piece of sandpaper 84
folded piece of stationery 263
folded sheet of newspaper 465
folded sheet of newsprint 50
folded sheet of notepaper 556
folded sheet of parchment 599
folded sheet of stationery 120
folder named my documents 107
folder under my documents 634
folder within my documents 177
folder within the microsoft 47
foliage makes an excellent 67
foliage might be developed 50
foliage which is requisite 44
follow after the completion 46
follow after the ignorance 63
follow after the multitude 83
follow blunt or penetrating 135
follow jesus as disciples 47
follow jesus to jerusalem 138
follow rules of etiquette 55
follow rules of procedure 95
follow under the assumption 50
follow under the conditions 53
follow under the influence 68
follow within the framework 60
fondly aimed at reconciling 70
fondly hoped to establish 49
forced athens to surrender 102
forced change in lifestyle 85
forced change of residence 164
forced china to recognize 166
forced either to acquiesce 58
forced either to blaspheme 96
forced either to sacrifice 58
forced either to surrender 178
forced feeding is necessary 53
forced japan to surrender 334
forced labor in connection 59
forced labor in factories 143
forced labor is permitted 51
forced labor of political 113
forced labor of prisoners 242
forced labor to construct 160
forced loans or arbitrary 40
forced march of seventeen 164
forced march to brunswick 40
forced march to intercept 133
forced march to reinforce 98
forced nearer to completion 40
forced people to cultivate 98
forced people to recognize 190
forced sales of livestock 148
forced spain to recognize 45
forced spain to surrender 43
forced state of existence 95
forces about an arbitrary 68
forces after the armistice 71
forces after the conclusion 99
forces after the departure 70
forces after the necessity 53
forces after the revolution 62
forces after the surrender 194
forces after the withdrawal 69
forces alone to determine 53
forces began an offensive 280
forces began the liberation 45
forces began the occupation 48
forces began to influence 74
forces began to intervene 40
forces began to penetrate 79
forces began to transform 44
forces began to undermine 68
forces begin to influence 63
forces binding the electrons 57
forces binding the molecules 97
forces binding the particles 63
forces cause the molecules 135
forces cause the particles 109
forces could be assembled 442
forces could be augmented 75
forces could be channeled 56
forces could be collected 317
forces could be committed 117
forces could be contained 79
forces could be described 83
forces could be destroyed 138
forces could be developed 128
forces could be discerned 56
forces could be dispersed 47
forces could be effective 75
forces could be estimated 69
forces could be explained 92
forces could be expressed 69
forces could be generated 169
forces could be harnessed 103
forces could be mobilized 369
forces could be neglected 118
forces could be organized 202
forces could be persuaded 43
forces could be recruited 76
forces could be supported 167
forces could be sustained 53
forces cross the manchurian 89
forces equal in magnitude 996
forces exert an influence 101
forces found it difficult 184
forces found it increasingly 43
forces found it necessary 134
forces given in magnitude 42
forces holding the electrons 101
forces holding the molecules 1045
forces holding the particles 703
forces holding the structure 60
forces loyal to president 558
forces makes it difficult 120
forces makes it necessary 44
forces might be assembled 69
forces might be available 100
forces might be committed 79
forces might be compelled 49
forces might be destroyed 53
forces might be necessary 121
forces people to recognize 58
forces plays an important 101
forces pulling in different 736
forces python to recognize 151
forces seeking to establish 90
forces seeking to influence 137
forces seeking to subjugate 493
forces seeking to transform 42
