faced their kind voluntarily 54
fleeing from their persecutors 63
fleet from their adversaries 41
flies were very troublesome 126
flowing from such institutions 126
flowing from such transactions 77
flowing from those transactions 45
flows from high temperature 123
flows from past investments 45
flows from their investments 50
flows from their unalterable 70
flows have been established 115
flows have been extensively 132
flows have been liberalized 53
fluid having been substituted 46
foaming over many obstructions 56
focus away from individuals 167
focus even more intensively 40
folks call very comfortable 42
folly were very conspicuous 52
foods have been established 60
foods have been extensively 44
foods have been genetically 51
foods have been recommended 41
foods have been responsible 60
force away from agriculture 159
force from their countenance 76
force have been constructed 45
force have been established 48
force into four detachments 111
force into three detachments 64
force upon their inclinations 43
force upon their ratification 42
force upon your inclinations 61
forms have been appropriated 44
forms have been constructed 331
forms have been distinguished 556
forms have been distributed 126
forms have been encountered 131
forms have been established 424
forms have been extensively 144
forms have been illustrated 255
forms have been implemented 56
forms have been interpreted 141
forms have been obliterated 53
forms have been occasionally 52
forms have been perpetuated 82
forms have been promulgated 73
forms have been recommended 95
forms have been represented 41
forms have been substituted 81
forms have been transformed 84
forms have been transmitted 40
forms into their constituent 50
forms leads many naturalists 144
forms were only accessories 43
forms were well established 61
forts have been constructed 96
forts must have surrendered 40
forty years have established 42
found among male homosexuals 41
found among other uncivilized 51
found among some individuals 54
found among their descendants 162
found among these individuals 41
found among those individuals 128
found among those translations 48
found during these experiments 43
found even more distasteful 54
found even more significant 56
found from many experiments 71
found from other experiments 62
found from their conversation 48
found from their experiments 65
found from these calculations 44
found from these experiments 201
found from these measurements 124
found from these observations 85
found life more comfortable 52
found many good institutions 41
found many more overwhelmed 85
found many other applications 154
found much more advantageous 160
found much more comfortable 237
found much more conspicuous 67
found much more extensively 74
found much more practicable 42
found much more satisfaction 147
found nothing more disagreeable 57
found nothing more incriminating 77
found only among individuals 55
found only very occasionally 91
found over bony prominences 325
found some other opportunity 46
found their best opportunity 84
found their full development 100
found their great opportunity 43
found their most significant 68
found their task complicated 83
found there were differences 68
found there were significant 107
found these four individuals 54
found upon such reservations 77
found very great differences 70
found very high correlations 213
found very many propositions 110
found your life distasteful 140
fraud having been perpetrated 46
fraud upon other subscribers 50
fraud were made subservient 141
freed from many restrictions 83
freed from some absurdities 55
freed from such constraints 101
freed from such restrictions 171
freed from their attachments 245
freed from their confinement 172
freed from their depredations 44
freed from their enchantment 49
freed from their enslavement 54
freed from their infirmities 55
freed from these constraints 128
freed from these impediments 59
freed from these restrictions 123
freed from those constraints 48
freed from those troublesome 49
fresh from their experiences 55
fresh ones were continually 50
front line from switzerland 47
fully meet their expectations 74
funding from their governments 48
funds away from agriculture 41
funds came from corporations 46
funds come from individuals 41
funds from other departments 94
funds from other governments 71
funds from other institutions 285
funds from other investments 70
funds from such institutions 46
funds from their communities 51
funds from their governments 55
funds from these institutions 139
funds from those institutions 63
funds have been accumulated 515
funds have been appropriated 1560
funds have been constituted 43
funds have been contributed 235
funds have been distributed 501
funds have been established 1800
funds have been transferred 623
funds having been appropriated 75
funds into these institutions 53
funds used during construction 3533
funds were also established 78
funds were ever appropriated 56
funds were used effectively 50
funds were used exclusively 60
funds were used principally 45
