far accomplished nothing . 72
for reverberation time . 55
for revolutionary acts . 46
for revolutionary aims . 62
for revolutionary cuba . 48
for revolutionary ends . 336
for revolutionary ideas . 427
for revolutionary theory . 64
for revolutionary work . 393
for righteousness fake . 137
for righteousness sake . 1180
for satisfactory healing . 73
for satisfactory living . 207
for satisfactory work . 494
for sociodramatic play . 77
for stenographic work . 151
for subcontracting work . 75
for substantially less . 204
for substantially more . 68
for supernatural beings . 217
for supernatural help . 267
for supernatural life . 51
for superplastic flow . 58
for superstitious uses . 150
for supplemental feed . 63
for supplemental heating . 57
for supplemental reading . 154
for surveillance work . 158
for transcendent meaning . 100
for transcendent truth . 48
for transcription here . 53
for transplanted rice . 113
for tuberculosis work . 57
for unconditional love . 705
for uncorrelated data . 68
for uncultivated land . 80
for undemocratic ends . 60
for undiscovered truth . 42
for unfertilized eggs ? 61
for unimaginable ages . 46
for unintentional harm . 56
for unliquidated debt . 42
for unproductive ends . 46
for unproductive uses . 45
for unregistered land . 80
for unrestricted text . 207
for unstructured data . 227
for unstructured play . 49
for unsuccessful ones . 79
for unsystematic risk . 76
