fan mounted under the 49
few dollars extra to 83
few dollars given to 41
few dollars might be 64
few dollars saved in 65
few dollars saved on 69
few dollars saved up 179
few dollars short of 182
few dollars spent in 130
few dollars spent on 277
few dollars stand in 45
few dollars under the 81
few dollars which he 178
few dollars which the 59
few dollars would be 193
few dollars would go 43
few drivers would be 50
few elderly people in 270
few elderly women in 134
few estates where the 49
few european women in 160
few experts agree on 51
few experts appear in 57
few experts would be 48
few extreme cases in 147
few extreme cases it 70
few extreme cases of 262
few extreme cases the 133
few faithful would be 41
few faltering steps in 88
few faltering steps on 41
few faltering words of 74
few familial cases of 53
few familiar faces as 46
few familiar faces at 65
few familiar faces in 220
few familiar faces of 45
few familiar facts of 73
few familiar names in 40
few familiar words in 46
few farmers appear to 43
few farmers began to 96
few farmers could be 58
few farmers would be 106
few favored parts of 76
few features which we 63
few features worthy of 127
few fertile spots in 61
few figures about the 130
few figures based on 51
few figures could be 117
few figures found in 61
few figures given by 65
few figures given in 87
few figures might be 45
few figures serve to 61
few figures showing the 323
few figures taken at 46
few flowers about the 44
few flowers growing in 50
few flowers which do 40
few flowers which the 58
few flowers would be 44
few following lines of 195
few foreign words as 43
few foreign words in 40
few fossils found in 167
few fossils occur in 60
few friends about it 72
few friends about me 204
few friends about the 184
few friends about us 59
few friends after the 62
few friends began to 135
few friends could be 41
few friends growing up 40
few friends joining the 53
few friends round to 45
few friends stood by 41
few friends tried to 99
few friends willing to 92
few friends within the 251
few friends would be 180
few friends wrote to 67
few general books on 104
few general facts in 52
few general facts of 50
few general facts the 57
few general hints as 79
few general hints in 70
few general hints on 216
few general hints to 65
few general kinds of 41
few general lines of 138
few general notes on 187
few general rules as 96
few general rules by 49
few general rules in 196
few general rules of 501
few general rules on 212
few general rules or 79
few general rules to 607
few general types of 314
few general views of 44
few general words as 42
few general words of 227
few general words on 134
few general words to 63
few general works of 44
few general works on 277
few generic types of 44
few genuine cases of 140
few genuine works of 117
few gracious words in 76
few gracious words of 200
few gracious words to 335
few graphic words the 74
few greatest works of 52
few guesses about the 153
few happier homes in 69
few helpful hints on 153
few helpful hints to 162
few hopeful signs in 83
few hopeful signs of 130
few hundred acres as 131
few hundred acres at 112
few hundred acres in 585
few hundred acres is 59
few hundred acres of 2852
few hundred acres on 76
few hundred acres or 97
few hundred acres to 333
few hundred atoms in 63
few hundred bales of 165
few hundred bases in 51
few hundred bases of 50
few hundred bases to 51
few hundred books in 77
few hundred books on 45
few hundred books to 54
few hundred bucks in 130
few hundred bucks on 99
few hundred bucks to 194
few hundred bytes of 295
few hundred bytes to 80
few hundred cases in 68
few hundred cases of 358
few hundred cells in 52
few hundred chose to 43
few hundred could be 145
few hundred dwelt in 48
few hundred grams in 45
few hundred grams of 475
few hundred grams to 103
few hundred hertz to 135
few hundred hours at 65
few hundred hours in 85
few hundred hours of 530
few hundred hours to 48
few hundred kilos of 132
few hundred kinds of 78
few hundred lines at 48
few hundred lines in 81
few hundred lines of 1084
few hundred lines to 72
few hundred might be 52
few hundred miles an 146
few hundred miles as 131
few hundred miles at 307
few hundred miles be 50
few hundred miles by 205
few hundred miles in 1484
few hundred miles is 87
few hundred miles it 75
few hundred miles of 6177
few hundred miles on 307
few hundred miles or 329
few hundred miles the 162
few hundred miles to 3556
few hundred miles up 957
few hundred paces he 41
few hundred paces in 363
few hundred paces of 498
few hundred paces the 59
few hundred paces to 241
few hundred pages in 111
few hundred pages is 43
few hundred pages of 854
few hundred pages the 64
few hundred pages to 115
few hundred pairs of 208
few hundred people as 99
few hundred people at 503
few hundred people in 1679
few hundred people is 64
few hundred people of 184
few hundred people on 266
few hundred people or 173
few hundred people to 661
few hundred pesos to 79
few hundred sacks of 49
few hundred serfs in 92
few hundred short of 80
few hundred souls in 87
few hundred souls to 47
few hundred stars in 65
few hundred steps in 60
few hundred steps of 44
few hundred steps to 76
few hundred times as 135
few hundred times in 122
few hundred times the 203
few hundred times to 54
few hundred turns of 243
few hundred types of 41
few hundred units of 98
few hundred volts at 60
few hundred volts in 66
few hundred volts is 209
few hundred volts of 44
few hundred volts or 71
few hundred volts to 160
few hundred votes in 939
few hundred votes of 274
few hundred votes to 87
few hundred watts of 185
few hundred watts to 226
few hundred women in 93
few hundred words at 140
few hundred words in 401
few hundred words is 83
few hundred words of 699
few hundred words on 163
few hundred words or 88
few hundred words the 73
few hundred words to 315
few hundred would be 136
few hundred yards an 68
few hundred yards as 506
few hundred yards at 1218
few hundred yards by 419
few hundred yards he 701
few hundred yards if 63
few hundred yards in 14677
few hundred yards is 256
few hundred yards it 370
few hundred yards of 31625
few hundred yards on 2061
few hundred yards or 1038
few hundred yards so 111
few hundred yards the 1700
few hundred yards to 17419
few hundred yards up 6752
few hundred yards we 1140
few hurried drops of 58
few hurried lines in 113
few hurried lines of 65
few hurried lines on 57
few hurried lines to 573
few hurried notes in 42
few hurried steps up 127
few hurried words as 97
few hurried words he 192
few hurried words in 210
few hurried words of 530
few hurried words the 44
few hurried words to 469
few insects visit the 41
few islands close to 44
few islands where the 78
few islands which we 140
few labeled cells in 108
few largest firms in 42
few lawyers willing to 54
few legends about the 51
few leisure hours he 62
few leisure hours in 225
few leisure hours of 187
few leisure hours to 241
few lessons about the 159
few lessons could be 68
few lessons which he 50
few letters about the 82
few letters after the 46
few letters carry us 55
few letters could be 73
few letters which he 383
few letters which the 53
few letters which we 71
few lettuce leaves on 57
few lexical items in 105
few limited kinds of 44
few limited types of 114
few markets where the 83
few married women in 193
few material goods to 57
few matters could be 43
few measured words of 53
few measures after the 57
few measures aimed at 52
few measures could be 65
few measures later by 51
few measures later the 73
few measures taken by 53
few measures taken to 42
few measures which the 76
few members alone in 50
few members began to 54
few members cared to 97
few members could be 80
few members might be 53
few members willing to 61
few members within the 50
few members would be 153
few microns above the 72
few microns below the 166
few millions spent on 40
few minutes about an 76
few minutes about it 44
few minutes about my 183
few minutes about the 3119
few minutes above the 235
few minutes after an 690
few minutes after at 48
few minutes after by 141
few minutes after he 8857
few minutes after in 336
few minutes after it 3263
few minutes after me 441
few minutes after mr 61
few minutes after my 1516
few minutes after so 108
few minutes after tea 40
few minutes after the 44537
few minutes after to 110
few minutes after us 182
few minutes after we 4716
few minutes alone at 77
few minutes alone in 737
few minutes alone on 257
few minutes alone so 43
few minutes alone to 773
few minutes apart in 64
few minutes appear to 50
few minutes began to 545
few minutes begin to 49
few minutes below the 125
few minutes beneath the 118
few minutes ceased to 98
few minutes cleaning up 163
few minutes close to 59
few minutes could be 425
few minutes daily in 89
few minutes daily is 49
few minutes daily or 59
few minutes daily to 211
few minutes delay in 104
few minutes drive of 131
few minutes drive to 126
few minutes eight or 43
few minutes either in 91
few minutes ended it 210
few minutes every so 54
few minutes every thing 179
few minutes extra to 67
few minutes first to 103
few minutes forms in 76
few minutes found the 115
few minutes found us 84
few minutes getting the 87
few minutes getting to 147
few minutes given to 330
few minutes hence the 42
few minutes holding the 83
few minutes later an 1874
few minutes later as 7508
few minutes later at 1235
few minutes later be 71
few minutes later by 3347
few minutes later ed 73
few minutes later he 41988
few minutes later if 80
few minutes later in 4035
few minutes later is 166
few minutes later it 3520
few minutes later joe 226
few minutes later king 50
few minutes later mr 240
few minutes later my 3785
few minutes later no 45
few minutes later of 120
few minutes later on 2402
few minutes later or 119
few minutes later so 178
few minutes later the 52351
few minutes later to 5478
few minutes later up 123
few minutes later we 14088
few minutes letting the 52
few minutes longer as 89
few minutes longer at 181
few minutes longer by 70
few minutes longer he 202
few minutes longer if 146
few minutes longer in 663
few minutes longer of 72
few minutes longer on 293
few minutes longer or 88
few minutes longer so 40
few minutes longer the 140
few minutes longer to 1255
few minutes longer we 86
few minutes looking at 1545
few minutes looking in 97
few minutes looking on 45
few minutes looking up 256
few minutes makes the 43
few minutes might be 362
few minutes nearly the 41
few minutes picking up 79
few minutes repeat the 59
few minutes round the 106
few minutes round to 40
few minutes seated by 78
few minutes seems to 97
few minutes setting up 152
few minutes short of 609
few minutes since at 41
few minutes since he 490
few minutes since in 91
few minutes since it 188
few minutes since the 466
few minutes since to 57
few minutes since we 255
few minutes sitting in 219
few minutes sitting on 87
few minutes speaking to 50
few minutes spent at 196
few minutes spent by 97
few minutes spent in 2491
few minutes spent on 446
few minutes staring at 403
few minutes state the 73
few minutes stood in 42
few minutes stood on 117
few minutes stood up 43
few minutes study of 78
few minutes taken by 46
few minutes taken to 106
few minutes talking in 51
few minutes talking to 1128
few minutes telling me 63
few minutes telling the 57
few minutes thinking of 211
few minutes thirty or 40
few minutes today to 167
few minutes tried to 40
few minutes twice in 55
few minutes under an 64
few minutes under the 1423
few minutes until an 94
few minutes until he 1612
few minutes until it 1940
few minutes until my 183
few minutes until no 52
few minutes until the 8149
few minutes until we 669
few minutes waiting in 42
few minutes waiting to 45
few minutes warming up 218
few minutes warning of 40
few minutes where he 79
few minutes where it 70
few minutes where the 73
few minutes where we 49
few minutes which by 60
few minutes which he 140
few minutes which is 55
few minutes which it 110
few minutes which the 89
few minutes which we 74
few minutes while an 43
few minutes while he 2659
few minutes while in 60
few minutes while it 240
few minutes while my 143
few minutes while on 41
few minutes while the 3735
few minutes while we 1080
few minutes within the 209
few minutes working on 130
few minutes would be 1350
few minutes would do 80
few minutes would go 73
few moments about the 1069
few moments above it 44
few moments above the 224
few moments after an 99
few moments after by 40
few moments after he 2970
few moments after in 223
few moments after it 708
few moments after my 416
few moments after the 9106
few moments after we 946
few moments alone in 369
few moments alone to 391
few moments began to 168
few moments beneath the 207
few moments breathing in 44
few moments ceased to 76
few moments close to 49
few moments could be 114
few moments every thing 65
few moments fingering in 44
few moments fixed in 56
few moments found the 49
few moments given to 201
few moments holding the 70
few moments later an 570
few moments later as 1942
few moments later at 282
few moments later by 1213
few moments later he 13810
few moments later in 1184
few moments later is 85
few moments later it 1515
few moments later my 383
few moments later of 67
few moments later on 486
few moments later the 17757
few moments later to 1185
few moments later we 3003
few moments longer as 64
few moments longer at 117
few moments longer by 93
few moments longer he 222
few moments longer in 346
few moments longer on 233
few moments longer the 214
few moments longer to 624
few moments looking at 1139
few moments looking on 246
few moments looking up 349
few moments might be 88
few moments seems to 93
few moments since he 131
few moments since in 42
few moments since the 116
few moments since we 53
few moments spent in 1482
few moments spent on 126
few moments staring at 278
few moments stood at 46
few moments stood on 79
few moments talking to 245
few moments thinking of 127
few moments thirty of 92
few moments today to 50
few moments under the 575
few moments until he 716
few moments until it 377
few moments until my 43
few moments until the 1751
few moments until we 141
few moments where he 94
few moments where the 128
few moments which he 110
few moments which it 45
few moments which the 56
few moments which we 53
few moments while he 1247
few moments while it 72
few moments while my 93
few moments while the 1646
few moments while we 324
few moments within the 99
few moments would be 667
few mumbled words of 113
few national parks in 97
few natives acted on 40
few natives could be 45
few natives drawing so 50
few natural lakes in 102
few natural sighs to 51
few natural words of 59
few needful words in 65
few notable cases in 52
few notable cases of 96
few notable cases the 43
few notable works in 51
few notable works of 64
few notches above the 151
few notches below the 73
few notices which the 42
few notices which we 61
few numbers within the 55
few objects could be 94
few objects found in 140
few objects which he 52
few objects which the 130
few objects which we 81
few objects worthy of 236
few obscure clubs of 80
few offices under the 43
few official desks by 67
few opinions about the 127
few outward marks of 51
few outward signs of 1535
few outward signs to 41
few parents dared to 72
few parents would be 165
few patches where the 69
few pattering drops of 93
few pennies which the 48
few percent above the 138
few percent below the 107
few percent change in 179
few percent could be 58
few percent error in 52
few percent would be 80
few perishing moons of 45
few persons about the 90
few persons above the 64
few persons appear to 227
few persons began to 120
few persons begin to 40
few persons bother to 43
few persons cared to 220
few persons close to 106
few persons could be 697
few persons dared to 82
few persons either in 54
few persons engage in 92
few persons equal to 144
few persons known to 135
few persons might be 158
few persons named in 40
few persons privy to 42
few persons seeking by 42
few persons still in 42
few persons tried to 49
few persons under the 114
few persons willing to 188
few persons within the 205
few persons working in 64
few persons working it 51
few persons worthy of 45
few persons would be 1389
few phrases about the 144
few phrases could be 52
few phrases which he 51
few pioneers began to 64
few plastic bombs in 45
few pleasant hours at 83
few pleasant hours in 230
few pleasant hours of 71
few pleasant weeks in 81
few pleasant words in 56
few pleasant words of 192
few pleasant words to 456
few pockets where the 56
few popular books on 89
few popular types of 47
few popular works on 47
few precious drops of 345
few precious hours at 57
few precious hours he 58
few precious hours in 108
few precious hours of 483
few precious hours to 126
few precious months of 82
few precious weeks in 56
few precious weeks of 81
few precious words of 44
few primary germs of 145
few printed books in 50
few private banks in 54
few private boxes at 47
few private hands or 54
few private homes in 63
few private words of 53
few private words to 95
few product lines in 44
few queries about the 47
few railway lines in 78
few rambles about the 43
few reassuring words in 52
few reassuring words on 40
few reassuring words to 194
few records about the 82
few records exist of 263
few records exist to 60
few recurring themes in 47
few reforms could be 50
few regrets about the 261
few related lines of 64
few related types of 43
few remaining acres of 185
few remaining bands of 80
few remaining bones of 50
few remaining books of 117
few remaining cases in 41
few remaining cases it 44
few remaining cases of 131
few remaining cases the 43
few remaining coins in 54
few remaining drops as 46
few remaining drops of 435
few remaining forms of 139
few remaining hairs in 77
few remaining hairs on 157
few remaining herds of 143
few remaining heroes of 40
few remaining homes of 61
few remaining hopes of 43
few remaining hours in 213
few remaining hours of 1831
few remaining hours to 103
few remaining items in 55
few remaining items of 96
few remaining leaves of 84
few remaining leaves on 130
few remaining lines of 73
few remaining links of 69
few remaining links to 133
few remaining miles of 116
few remaining miles to 271
few remaining months in 125
few remaining months of 1605
few remaining months or 47
few remaining paces to 52
few remaining pages of 452
few remaining pages to 61
few remaining pairs of 43
few remaining panes of 87
few remaining parts of 267
few remaining people in 110
few remaining people on 54
few remaining ruins of 121
few remaining sands of 64
few remaining ships of 130
few remaining signs of 242
few remaining sites in 43
few remaining sites of 43
few remaining steps of 65
few remaining steps to 331
few remaining threads of 95
few remaining trees in 84
few remaining trees of 93
few remaining tufts of 95
few remaining types of 57
few remaining units of 51
few remaining walls of 56
few remaining weeks in 66
few remaining weeks of 883
few remaining wisps of 128
few remaining words we 58
few remaining works of 129
few remaining yards of 125
few remaining yards to 226
few remains exist of 42
few remains found in 45
few remarks about an 49
few remarks about it 394
few remarks about my 211
few remarks about the 9946
few remarks based on 147
few remarks could be 45
few remarks might be 212
few remarks ought to 55
few remarks shall be 125
few remarks tending to 70
few remarks under the 90
few remarks which he 410
few remarks which it 106
few remarks which the 114
few remarks which we 232
few remarks would be 51
few reports about the 506
few reports could be 55
few reports exist in 70
few reports exist of 133
few reports exist on 202
few reports refer to 42
few reports where the 42
few research works on 50
few results about the 62
few results based on 41
few results could be 93
few revolving links of 43
few salient facts of 59
few samples could be 98
few samples shall be 44
few samples taken at 81
few samples taken in 41
few schools appear to 46
few schools began to 63
few schools offer the 47
few schools where it 70
few schools where the 240
few schools which do 61
few schools would be 109
few seconds about the 120
few seconds above the 194
few seconds after an 149
few seconds after he 1613
few seconds after it 1066
few seconds after my 265
few seconds after the 11154
few seconds after we 392
few seconds began to 75
few seconds beneath the 52
few seconds could be 112
few seconds delay in 50
few seconds later an 342
few seconds later as 824
few seconds later at 120
few seconds later by 1609
few seconds later he 6934
few seconds later in 390
few seconds later is 67
few seconds later it 1478
few seconds later my 509
few seconds later on 381
few seconds later the 11138
few seconds later to 480
few seconds later we 1400
few seconds longer as 60
few seconds longer he 71
few seconds longer in 149
few seconds longer on 46
few seconds longer the 98
few seconds longer to 498
few seconds looking at 545
few seconds might be 77
few seconds short of 100
few seconds since he 100
few seconds since the 122
few seconds spent in 145
few seconds staring at 188
few seconds stood up 111
few seconds under the 387
few seconds until he 481
few seconds until it 630
few seconds until my 50
few seconds until the 2481
few seconds until we 74
few seconds where he 55
few seconds where the 71
few seconds which is 59
few seconds which it 52
few seconds which the 40
few seconds while he 798
few seconds while it 197
few seconds while my 41
few seconds while the 1586
few seconds while we 112
few seconds within the 46
few seconds would be 323
few secrets about the 86
few secrets could be 55
few sections cover the 120
few sections focus on 83
few sections later in 43
few sections where the 109
few sectors where the 80
few sermons which he 72
few sessions after the 97
few sessions later he 76
few sessions later the 41
few shallow pools of 66
few shillings above the 51
few shillings earned by 69
few shillings extra in 89
few shillings short of 60
few shillings spent in 61
few shillings spent on 43
few shillings which he 67
few shillings which the 101
few shillings would be 70
few similar cases in 117
few similar cases of 63
few sincere words of 85
few slender threads of 83
few smaller towns in 47
few sources where the 46
few southern forms on 91
few spanish seamen he 100
few spanish women in 77
few spanish words he 87
few spanish words in 89
few spanish words to 52
few species appear to 306
few species belong to 73
few species breed in 57
few species could be 87
few species exist in 59
few species found in 483
few species found on 88
few species growing in 42
few species known in 45
few species known to 183
few species might be 48
few species occur as 45
few species occur in 1165
few species occur on 113
few species thrive in 49
few species where the 113
few species which do 152
few species which is 44
few species within the 79
few species would be 59
few stations where the 112
few stories about it 57
few stories about my 116
few stories about the 893
few stories above the 69
few stories based on 45
few stories where the 54
few stories which he 60
few streets where the 174
few stronger cases in 84
few studies about the 389
few studies aimed at 181
few studies appear to 147
few studies based on 434
few studies began to 45
few studies cited in 46
few studies could be 139
few studies exist in 184
few studies exist of 162
few studies exist on 455
few studies exist to 138
few studies focus on 1177
few studies found no 64
few studies looking at 312
few studies point to 59
few studies refer to 40
few studies showing the 89
few studies testing the 58
few studies tried to 63
few studies where the 306
few studies which do 210
few studies within the 55
few studies would be 51
few stumbling words of 57
few stunted trees in 147
few stunted trees of 40
few stunted trees on 96
few sundays after the 73
few superior minds of 44
few surgeons would be 44
few surviving heroes of 63
few surviving lines of 53
few surviving pages of 68
few surviving texts of 43
few surviving works by 60
few surviving works of 193
few systems where the 69
few tangible signs of 139
few teachers appear to 71
few teachers could be 72
few teachers tried to 53
few teachers willing to 44
few teachers would be 228
few temples where the 56
few textile mills in 85
few thoughts about it 101
few thoughts about my 63
few thoughts about the 1004
few thousand acres at 72
few thousand acres in 287
few thousand acres of 1721
few thousand acres to 179
few thousand atoms of 65
few thousand bales of 73
few thousand books in 48
few thousand bucks in 72
few thousand bucks to 69
few thousand bytes of 197
few thousand cases of 183
few thousand cells in 52
few thousand could be 116
few thousand hours in 51
few thousand hours of 185
few thousand kinds of 53
few thousand lines of 340
few thousand marks in 49
few thousand miles at 42
few thousand miles in 304
few thousand miles of 1129
few thousand miles on 211
few thousand miles or 94
few thousand miles to 394
few thousand miles up 132
few thousand pages of 128
few thousand pairs of 55
few thousand people at 271
few thousand people in 1175
few thousand people is 60
few thousand people of 141
few thousand people on 191
few thousand people or 66
few thousand people to 362
few thousand pesos in 53
few thousand pesos to 56
few thousand short of 80
few thousand souls in 50
few thousand souls to 41
few thousand stand of 77
few thousand stars in 74
few thousand times as 45
few thousand times in 66
few thousand times the 108
few thousand units of 55
few thousand volts is 129
few thousand volts of 85
few thousand volts to 47
few thousand votes in 600
few thousand votes of 242
few thousand votes on 91
few thousand votes to 66
few thousand women in 52
few thousand words in 106
few thousand words is 56
few thousand words of 260
few thousand words on 76
few thousand words the 44
few thousand words to 186
few thousand would be 96
few thousand yards in 75
few thousand yards of 416
few thousand yards to 173
few torches light up 86
few tottering steps to 70
few trained people to 82
few trouble spots in 53
few typical cases in 131
few typical cases of 559
few typical cases to 77
few typical forms of 168
few typical kinds of 89
few typical types of 45
few unchanging modes of 66
few unhappy months in 57
few unusual cases in 46
few unusual cases of 61
few unusual types of 58
few valleys where the 54
few vessels could be 104
few vessels under the 40
few vessels which the 62
few virtues which the 42
few visible signs of 937
few volumes which he 60
few wandering bands of 100
few workers appear to 46
few workers could be 104
few workers would be 120
few worldly goods he 40
few worldly goods to 63
few worried about the 149
few worries about the 262
few writers appear to 110
few writers began to 147
few writers could be 106
few writers dared to 49
few writers equal to 45
few writers refer to 57
few writers since the 85
few writers tried to 78
few writers would be 57
few written words of 87
fin appeared above the 41
fin extending nearly the 58
fir vessels built on 49
fit between types of 46
fit broadly within the 43
fit brought about by 50
fit certain kinds of 134
fit certain types of 396
fit closely about the 232
fit closely round the 539
fit closely under the 67
fit closely within the 167
fit current modes of 110
fit exactly under the 67
fit exactly within the 572
fit loosely about the 123
fit loosely round the 89
fit loosely within the 205
fit outward judge of 147
fit persons might be 180
fit persons shall be 141
fit several sizes of 135
fit smoothly within the 128
fit tightly about the 150
fit tightly round the 517
fit tightly under the 149
fit tightly within the 253
fit together after the 44
fit together neatly as 89
fit together neatly in 184
fit together neatly to 117
fit together quite as 40
fit together under the 194
fit together within an 40
fit together within the 645
fit uneasily within the 120
fix certain hours of 41
fix certain types of 50
fix exchange rates at 111
fix exchange rates in 111
fix exchange rates or 93
fix freight rates on 42
fix interim rates of 117
fix maximum hours of 184
fix maximum rates of 284
fix maximum rates on 45
fix minimum rates of 917
fix minimum wages at 57
fix minimum wages by 64
fix minimum wages in 472
fix minimum wages of 61
fix minimum wages on 53
fix uniform rates of 65
fling herself about in 53
fling himself about the 41
fling himself again at 48
fling himself under the 63
fly gallery above the 40
fly halfway round the 247
fly settled within an 51
fly several miles to 151
fly several types of 50
foes against which he 41
foes against which the 58
fog finally began to 42
fog hovered above the 53
fog signals shall be 157
fog swirled about the 57
for ability which he 40
for ability which the 40
for abortion after the 100
for abortion based on 66
for abortion could be 66
for abortion under the 142
for abortion where the 44
for abortion would be 120
for absence could be 55
for absence shall be 81
for absorbing gases in 49
for absorbing water is 71
