face betrayed signs of 116
five subjects would be 89
five subtypes based on 55
five temporal peers of 147
five trustees shall be 57
five variables shown in 40
five variables would be 63
five vertical lines of 194
five vertical lines on 91
five villages where he 53
five villages where the 47
five villages within the 66
five villages would be 46
five wandered about in 41
five wealthiest people in 79
fixing antibody titer of 47
fixing antibody titer to 49
fixing interest rates on 85
fixing standard rates of 60
flag effected after the 77
flag fluttering above it 61
flag fluttering above the 148
flat bottomed boats of 67
flat bottomed boats to 77
flat circular discs of 107
flat circular piece of 406
flat circular plate is 77
flat circular plate of 241
flat circular sheet of 49
flat epithelial cells in 45
flat epithelial cells of 77
flat extended under the 57
flat rosettes where the 75
flat surfaces could be 75
flat surfaces where the 147
flat surfaces would be 62
flat terraced roofs of 120
flat triangular piece of 70
fled mainland china in 54
fled mainland china to 47
fled scotland after the 45
fled westward after the 45
flew directly above the 60
flew suddenly round to 50
flew twittering above us 41
flinging crackers about the 48
flow analysis based on 572
flow analysis could be 50
flow analysis which is 46
flow analysis would be 127
flow boundary layer is 46
flow brightly about the 53
flow channels within the 206
flow condition within the 103
flow deposits based on 60
flow direction could be 128
flow direction which is 115
flow direction within the 356
flow direction would be 57
flow diversion valve to 108
flow downhill under the 108
flow dynamics within the 240
flow entirely within the 47
flow equations based on 128
flow equations given in 45
flow increases above the 85
flow increases until the 127
flow occurred within the 49
flow passages within the 48
flow patterns appear to 85
flow patterns based on 91
flow patterns close to 47
flow patterns could be 236
flow patterns exist in 40
flow patterns found in 150
flow patterns might be 136
flow patterns occur in 53
flow patterns shown in 598
flow patterns within the 2150
flow patterns would be 137
flow problems based on 120
flow problems could be 56
flow problems where the 98
flow problems within the 93
flow problems would be 81
flow reversal within the 139
flow situation shown in 72
flow situation where the 55
flow velocity above the 207
flow velocity after the 111
flow velocity based on 208
flow velocity below the 115
flow velocity close to 136
flow velocity could be 205
flow velocity equal to 181
flow velocity field in 100
flow velocity field is 109
flow velocity given by 57
flow velocity mapping in 161
flow velocity tends to 141
flow velocity times the 41
flow velocity under the 129
flow velocity which is 292
flow velocity within the 969
flow velocity would be 232
flung locations could be 49
flux enclosed within the 117
flux linkages within the 122
flux produced within the 98
flying aircraft could be 40
flying aircraft would be 53
flying bondsman beneath the 59
flying directly above the 91
flying lightnings round the 147
flying machines based on 94
flying machines could be 215
flying machines would be 223
flying reptiles known as 71
flying squadron under the 50
fold increased level of 50
fold mountain ranges of 95
fold symmetry about the 202
fold typology based on 48
folk medicine based on 102
folk tradition about the 42
folk tradition which is 155
fond illusions about the 41
fond illusions swarm in 53
fond memories about the 57
food additive found to 120
food additive known to 42
food additive shall be 63
food additive shown to 115
food additive under the 64
food additive which is 186
food commonly known as 88
food consumed daily by 134
food consumed which is 56
food consumed while we 84
food consumed within the 125
food consumed would be 67
food containing sugar or 44
food elements found in 179
food elements which it 85
food elements which the 189
food industry based on 183
food industry began to 215
food industry could be 177
food industry makes it 41
food industry might be 87
food industry needs to 185
food industry seems to 112
food industry since the 185
food industry tends to 132
food industry today is 147
food industry under the 105
food industry wants to 48
food industry where it 127
food industry where the 225
food industry which is 272
food industry within the 99
food industry would be 347
food materials enter the 49
food materials found in 185
food materials taken in 55
food materials which it 40
food materials which the 104
food materials within the 166
food materials would be 63
food prepared under the 106
food problems could be 41
food problems would be 68
food processing based on 41
food processing could be 52
food processing firms in 192
food processing firms to 56
food processing plant in 779
food processing plant is 374
food processing plant or 88
food processing plant to 179
food processing units in 458
food processing would be 53
food produced within the 163
