far behind white children 45
for purely trade purposes 53
for purely trading purposes 66
for raised blood pressure 174
for readers whose interest 68
for realizing human potential 129
for reasoning about abstract 54
for reasoning about equality 60
for reasoning about physical 71
for reasoning about problems 41
for reasoning about programs 448
for reasoning about security 69
for reasoning about temporal 69
for reasons above assigned 62
for reasons above mentioned 264
for reasons easily imagined 64
for reasons given hereafter 60
for reasons nearly concerning 43
for reasons never divulged 208
for reasons never entirely 55
for reasons never properly 52
for reasons never publicly 52
for reasons quite distinct 153
for reasons quite opposite 51
for reasons quite separate 232
for reasons which continue 95
for reasons which differed 45
for reasons which everyone 51
for reasons which included 309
for reasons which printers 42
for reasons which probably 435
for reasons which remained 138
for record keeping purposes 378
for reducing blood pressure 1334
for reducing labor turnover 205
for reducing social exclusion 67
for reducing social problems 60
for reducing social security 94
for reducing trade barriers 305
for reducing waste disposal 64
for reducing water pollution 159
for reform which included 44
for release pending sentence 131
for remote batch processing 163
for remote sensing analysis 59
for remote sensing purposes 206
for removing trade barriers 104
for removing waste materials 44
for removing waste products 210
for rental costs incurred 141
for rental housing projects 49
for repair under warranty 80
for retail banking services 100
for retail store managers 48
for retiring civil servants 62
for revenge which animated 51
for review shall commence 63
for riches which commerce 129
for rolled steel products 247
for saddle point problems 128
for scarce water supplies 240
for school board approval 57
for school board decisions 62
for school board elections 512
for school board positions 228
for school board purposes 46
for school feeding programs 73
for school learning problems 52
for school lunch programs 812
for school music programs 106
for scribing lines parallel 44
for second class citizens 109
for second grade children 178
for second grade students 102
for second order accuracy 57
for second order elliptic 409
for second order equations 365
for second order kinetics 135
for second order nonlinear 258
for securing court approval 45
for securing money actually 245
for serious doubt concerning 80
for serious social analysis 41
for serious social problems 112
for settling civil disputes 96
for settling labor disputes 793
for settling legal disputes 220
for settling local disputes 153
for settling minor disputes 132
for settling moral disputes 51
for settling petty disputes 50
for settling trade balances 55
for settling trade disputes 654
for seventh grade children 63
for seventh grade students 163
for shipping small packages 40
for silent motion pictures 108
for simple cubic crystals 67
for simple cubic lattices 64
for simple salts containing 55
for smoothing rough surfaces 79
for someone whose business 68
for someone whose identity 54
for someone whose interest 53
for someone whose personal 45
for something basic underlying 46
for something quite definite 60
for something quite specific 156
for something which actually 87
for something which happened 182
for something which occurred 55
for something which otherwise 48
for something which requires 41
for sparse linear equations 176
for spatial point patterns 236
for special cause assigned 71
for special hedge accounting 379
for special legal treatment 78
for special local purposes 61
for special needs adoptions 148
for special needs children 2819
for special needs education 335
for special needs patients 69
for special needs programs 51
for special needs provision 77
for special needs services 260
for special needs students 2906
for special rules concerning 141
for special social occasions 139
for special state services 47
for special study purposes 45
for special testing purposes 50
for special trade passenger 199
for stable labor relations 60
for stable social relations 61
for static light scattering 65
for stopping sight distance 108
for street cleaning purposes 42
for studying brain activity 100
for studying human movement 233
for studying human platelet 52
for studying social mobility 51
for studying social problems 148
for studying social relations 65
for studying solid surfaces 41
for sulfur oxide emissions 88
for sunday evening services 272
for sunday morning breakfast 403
for sunday morning services 459
for sundry civil expenses 1709
for supper every saturday 43
for supply chain managers 155
for supply chain partners 126
for tackling social exclusion 215
for tackling social problems 125
for tenure track positions 63
for thermal power projects 46
for tracking space vehicles 54
for training civil engineers 56
for training civil servants 278
for training latin american 98
for training naval officers 68
for training needs analysis 155
for training negro officers 77
for training staff officers 53
for training within industry 79
for treason under elizabeth 77
for triple helix formation 153
for twelfth grade students 102
for twelve cents currency 50
for twelve hours straight 1417
for twelve months thereafter 399
for twenty hours straight 500
for twenty latin american 67
for unesco world heritage 55
for unfair labor practice 691
for unfair trade practice 66
for united front politics 80
for united kingdom citizens 59
for united kingdom nationals 92
for unpaid social security 76
for upward class mobility 117
for upward social mobility 15851
for upward social movement 105
for useful social purposes 46
for uttering words critical 118
for various anode voltages 133
for various banking services 50
for various civic purposes 69
for various civil engineering 55
for various dairy products 113
for various ethnic minority 51
for various human ailments 57
for various human purposes 121
for various human resource 52
for various image processing 118
for various input voltages 104
for various latin american 202
for various legal purposes 229
for various legal services 48
for various local projects 42
for various local purposes 140
for various local services 54
for various logic families 55
for various minor ailments 56
for various minor offenses 99
for various minor purposes 65
for various plate voltages 192
for various pulse durations 85
for various shaft diameters 91
for various small articles 59
for various small services 47
for various social benefits 60
for various social functions 170
for various social occasions 110
for various social problems 154
for various social programs 186
for various social purposes 341
for various social security 83
for various social services 343
for various state agencies 107
for various steel products 97
for various testing purposes 41
for various trace elements 102
for various urban services 65
for various water contents 117
for violent civil conflict 86
for violent crime increased 96
for violent ethnic conflict 55
for virtue while committing 46
for visiting nurse services 89
for visual basic programs 66
for visual basic projects 54
for visual field deficits 72
for visual scene analysis 361
for visual shape analysis 51
for whoever could discover 44
for whoever would approach 67
for widely varying purposes 159
for widows whose husbands 197
for william henry harrison 1299
for william lloyd garrison 575
for without equal military 40
for yellow fever patients 121
