facial musculature has been 50
final assignments are made 43
final calculations are made 82
final certificate had been 44
final certificate has been 125
final commitments are made 113
final compensation and years 66
final consultation was held 84
final development has been 62
final distribution has been 188
final distribution was made 138
final equilibrium has been 76
final examinations and were 47
final examinations are held 147
final examinations are over 84
final examinations had been 58
final installment has been 71
final installment was paid 75
final instructions for their 68
final instructions had been 58
final measurements are made 74
final observations are made 74
final preparations are made 328
final preparations being made 91
final preparations for leaving 234
final preparations for moving 47
final preparations for their 765
final preparations for trial 43
final preparations for what 88
final preparations for your 68
final preparations had been 270
final presentation was made 68
final satisfaction did these 52
final settlements are made 93
final temperature has been 125
final temperature was held 96
final understanding had been 93
finding individuals who have 61
finding investments for cash 72
finding satisfaction for their 166
finding substitutes for these 47
finding substitutes for those 60
finds malcontents and such 41
finds substitutes for those 46
finer adjustments are made 48
finer distinctions and more 49
finer distinctions are made 302
finer distinctions than those 105
finer workmanship than those 46
fingers interlocked with hers 93
fingers intertwined with hers 305
fingers intertwined with mine 107
firms accountable for their 51
firms manufacture and sell 125
firms responsible for their 77
first achievement had been 48
first achievement has been 66
first acknowledge that there 303
first adventurers are said 143
first alternative had been 103
first alternative has been 460
first alternative was more 93
first alternative was true 40
first anniversary was held 89
first appointment had been 195
first appointment has been 83
first appointment was made 352
first appointment with your 66
first appropriates any part 64
first appropriation was made 389
first arrangements had been 58
first articulated his theory 101
first articulated this view 49
first ascertained how much 51
first ascertained that such 238
first ascertained that there 665
first assignments had been 73
first awkwardness had worn 58
first commandment god gave 99
first commandment has been 43
first commandment was when 42
first comparisons had been 42
first compliments being over 48
first compliments had been 105
first confirmation was held 52
first consequence has been 66
first consignment had been 44
first constitution had been 142
first constitution was made 70
first constructed and used 84
first consultation was held 50
first contribution had been 59
first contribution has been 41
first contribution was made 177
first controversy was over 101
first conversation had been 108
first conversation was over 317
first conversation with john 44
first conversation with lord 122
first conversation with lucy 136
first conversation with miss 58
first conversation with your 91
first cornerstone was laid 130
first demonstrate that there 246
first derivatives are also 62
first derivatives are used 44
first derivatives are zero 183
first development has been 86
first differences are used 156
first disagreeable and even 45
first discoveries had been 85
first distinguished for their 59
first distinguished them from 101
first distinguishes them from 122
first distribution was made 198
first encountered each other 1428
first encountered her when 58
first encountered him there 298
first encountered him when 199
first encountered his name 41
first encountered his work 116
first encountered them when 42
first encountered then said 50
first encountered this book 52
first encountered this term 72
first encountered this type 81
first enterprises they lose 209
first established and most 120
first established his fame 307
first established his home 94
first established his name 114
first established that there 358
first established they were 200
first established this fact 97
first establishes that there 147
first experiences with love 58
first experiences with reading 155
first experiences with these 75
first experiments had been 192
first experiments that were 80
first experiments with steam 65
first experiments with such 51
first experiments with these 77
first formalities had been 47
first franciscans who came 41
first hostilities had been 61
first illustrated and made 89
first improvement was made 197
first individuals with whom 41
first inhabitants and their 54
first inhabitants are said 42
first inhabitants had been 68
first inhabitants may have 56
first installation was made 235
first installment being paid 91
first installment due date 113
first installment had been 139
first installment has been 129
first installment was paid 330
first instructions had been 97
first intercourse has been 88
first intercourse with goethe 42
first intersection and turn 50
first introduction had been 61
first introduction has been 52
first introduction was made 53
first introduction was over 43
first menstruation has been 112
first missionaries and their 96
first missionaries are wont 43
first missionaries had been 91
first missionaries set foot 40
first missionaries that came 52
first missionaries who came 404
first missionaries who went 112
first missionaries who were 56
first modification was made 79
first neutralized with lime 48
first observations are made 58
first observations had been 71
first opportunity and join 116
first opportunity and made 50
first opportunity and make 103
first opportunity and take 57
first opportunity and took 41
first opportunity and went 58
first opportunity any such 43
first opportunity for making 104
first opportunity for many 346
first opportunity for more 41
first opportunity for most 254
first opportunity for open 44
first opportunity for self 135
first opportunity for some 89
first opportunity for such 180
first opportunity for their 54
first opportunity for these 62
first opportunity for work 49
first opportunity for young 43
first opportunity had been 99
first opportunity had come 55
first opportunity not only 54
first opportunity she ever 76
first opportunity she gave 71
first opportunity she went 49
first opportunity she will 65
first opportunity that came 468
first opportunity that many 53
first opportunity they have 436
first opportunity they were 130
first opportunity they will 260
first opportunity was lost 46
first opportunity you have 681
first opportunity you will 129
first organization was made 66
first overpowered his open 132
first partnership had been 40
first performance had been 373
first performance has been 136
first performance may have 69
first performance that same 50
first performance they were 40
first performance was also 40
first performance was from 45
first performance was held 203
first performance was only 40
first performance was over 229
first performance was very 59
first philosopher for whom 47
first philosopher who made 47
first possibility has been 268
first possibility that came 43
first preparations had been 44
first preparative for true 86
first presentation was made 151
first presupposes that some 131
first proclamation had been 44
first proclamation they were 45
first proclamation was made 93
first professional new york 160
first progenitors who were 76
first promulgated his theory 85
first promulgated this theory 93
first recombinant dna drug 133
first registration has been 48
first requirement for good 269
first requirement for making 106
first requirement for most 43
first requirement for such 312
first requirement for their 44
first requirement for those 47
first requirement had been 51
first requirement has been 258
first requirement that must 114
first requirement was held 51
first responsible for bringing 103
first responsible for their 47
first secretaries and other 45
first secretaries had been 94
first secretaries who were 65
first settlements had been 322
first transformed them into 90
first vertebrates with jaws 55
fishing communities and other 42
fishing communities and their 91
fishing communities has been 45
fishing competitions are held 64
fishing tournaments are held 237
fitting opportunity for bringing 45
fitting opportunity for making 48
fitting opportunity for such 136
fitting opportunity for taking 68
fixed compensation for their 1770
fixed remuneration for their 41
fixed remuneration was eked 47
fixed temperature and rate 78
flame illuminated her hand 71
flame illuminated his face 43
flame temperature has been 64
floor construction has been 57
flour alternately with milk 170
flows underground for some 51
fluid replacement and other 51
fluid replacement has been 364
fools slaughtered and spring 75
force measurements are made 166
force responsible for beta 55
force responsible for moving 60
force responsible for such 81
force responsible for their 100
force responsible for these 166
forming abstractions has been 45
forming attachments for young 60
forming combinations with other 122
forming friendships with many 42
forming friendships with other 229
forming friendships with their 53
forming friendships with those 59
forms hereinafter set forth 52
forty adventurers who from 43
forty individuals who came 47
forty individuals who were 65
found applications not only 41
found calculations with such 59
found compensation for their 373
found compensation for these 51
found confirmation for their 339
found confirmation for what 55
found contentment and hope 97
found contentment and peace 48
found deliverance and know 50
found differences not only 50
found distributed all over 217
found empirically that there 63
found empirically that these 47
found empirically that when 53
found extensively all over 48
found forgiveness and peace 92
found impregnated with salt 64
found individuals who have 98
found individuals who were 99
found innumerable new uses 50
found nourishment for their 51
found occasionally with other 43
found opportunity for free 84
found opportunity for making 44
found opportunity for their 53
found practically all over 534
found preparations being made 84
found preparations had been 53
found responsible for many 44
found responsible for some 50
found responsible for such 135
found responsible for their 59
found responsible for these 72
found satisfaction for their 202
found unanimously that there 49
found unassociated with other 78
fourth alternative has been 43
fourth commandment had been 63
fourth commandment has been 140
fourth development has been 56
frame construction has been 104
frame construction was used 108
frame construction with wood 123
frank conversation with your 70
frank intercourse with many 375
freer institutions and more 41
freer intercourse with other 72
fresh appointment had been 46
fresh appointment has been 49
fresh appointment was made 121
fresh discoveries are made 240
fresh illustration had been 44
fresh instructions had been 111
fresh opportunity for making 62
fresh perspective that will 193
fresh raspberries and cream 109
fresh raspberries and mint 82
fresh translations being made 61
fruit development and seed 45
fruit development has been 73
fruit presentation and seed 76
fully accountable for their 1178
fully accountable for what 289
fully accountable for your 44
fully acknowledge that there 94
fully anticipated that most 54
fully ascertained that there 242
fully ascertained that these 70
fully comfortable with their 104
fully compensated all these 57
fully compensated for loss 62
fully compensated for such 92
fully compensated for their 1048
fully compensated for these 43
fully compensated for what 67
fully competitive with other 189
fully competitive with their 51
fully competitive with those 213
fully comprehending its meaning 81
fully constituted and made 44
fully coordinated with other 62
fully corresponds with what 80
fully established and best 77
fully established and their 45
fully established and there 93
fully established and well 49
fully established and when 64
fully established for some 46
fully established his fame 45
fully established his theory 66
fully established not only 48
fully established that there 149
fully established that these 59
fully established this fact 97
fully establishes this fact 43
fully hereinafter set forth 65
fully illustrated and free 156
fully illustrated and well 47
fully illustrated and will 64
fully illustrated each step 57
fully illustrated with full 65
fully illustrated with line 192
fully illustrated with many 84
fully illustrated with maps 122
fully illustrated with over 52
fully implemented and there 46
fully implemented for some 42
fully impregnated with salt 46
fully incorporate them into 75
fully incorporating them into 56
fully indemnified for their 49
fully independent and free 79
fully independent and self 378
fully recompensed for their 96
fully remunerated for their 57
fully responsible for making 138
fully responsible for paying 47
fully responsible for some 45
fully responsible for such 149
fully responsible for their 4373
fully responsible for these 160
fully responsible for those 94
fully responsible for what 1929
fully responsible for your 290
fully responsible not only 50
fully substantiate this view 41
fully understanding each other 198
fully understanding his meaning 109
fully understanding how much 87
fully understanding its meaning 262
fully understanding that there 59
fully understands her hero 86
fully understands its meaning 183
funds appropriated for other 112
funds appropriated for such 691
funds appropriated for their 183
funds appropriated for these 165
funds appropriated for work 83
funds established for their 138
fungal interactions with soil 79
fuzzy intersection and union 57
