fable disputed about the 45
falls somewhat short in 231
falls somewhat short of 6904
falls squarely under the 1335
falls squarely within the 9844
falls strictly under the 45
falls strictly within the 1195
falls terribly short of 52
falls therefore under the 88
falls therefore within the 191
false apostles crept in 41
false assertion about the 46
false concepts about the 48
false delicacy which is 59
false delicacy which so 41
false direction given to 327
false doctrine about the 101
false doctrine given at 46
false doctrine might be 46
false doctrine which is 173
false doctrine which it 47
false doctrine which the 67
false doctrine would be 61
false document within the 66
false estimate which the 114
false evidence about the 63
false evidence given by 237
false evidence given in 60
false evidence shall be 258
false evidence within the 77
false evidence would be 55
false feedback about the 128
false humility which is 80
false identity cards or 59
false identity cards to 59
false illusions about the 219
false judgment about the 64
false judgment which he 55
false localizing signs in 80
false localizing signs of 91
false membrane could be 45
false membrane forms in 40
false membrane found in 40
false membrane which is 110
false memories could be 65
false mistaken forms of 76
false negative error is 92
false negative rates in 120
false negative rates of 217
false negative tests in 63
false negative would be 44
false optimism about the 328
false passport under the 135
false positive cases of 43
false positive error in 53
false positive error is 72
false positive rates as 56
false positive rates in 185
false positive rates of 313
false positive tests in 146
false positive tests is 64
false positive would be 87
false premises about the 137
false pretense within the 127
false promises about the 103
false prophets could be 52
false prophets shall be 71
false prophets tried to 46
false prophets under the 66
false prophets within the 59
false prophets would be 101
false questions about the 215
false questions based on 90
false security about the 87
false security based on 79
false security until the 53
false security which is 148
false security which the 55
false security while he 47
false security while the 60
famed cathedral might as 111
famed praetorian bands of 65
fancy footwork about the 49
fancy yourself still in 90
farad capacity would be 97
fared somewhat worse in 50
farming cottages built of 90
farming industry would be 95
farming operation owned or 881
farming purposes shall be 162
farming villages began to 44
farms formerly owned by 154
farms operated under the 51
fatal accident makes an 49
fatal accident rates do 56
fatal accident rates in 98
fatal accident under the 195
fatal accident which is 58
fatal accident would be 61
fatal airplane crash in 49
fatal business might be 219
fatal coalition which is 84
fatal condition known as 485
fatal delusions which the 46
fatal disorder known in 42
fatal epidemic fever of 42
fatal injuries occur in 91
fatal lightnings blast the 43
fatal prophecy which in 58
father borrowed money to 56
father complain about the 60
father followed farming in 77
father grumbled about the 42
father honestly thinks he 44
father inquired about the 113
father mastered david on 61
father obtained proof of 64
father questions about the 163
father remained loyal to 115
father returned after the 68
father returned alone to 70
father scarcely seems to 55
father scarcely spoke to 47
father suddenly began to 62
father suddenly spoke to 99
father wandered about the 46
fatty deposits build up 357
fatty deposits occur in 43
fatty deposits under the 238
fatty deposits within the 311
fatty epithelial cells in 44
fault detection based on 233
fault diagnosis based on 327
fault whatever could be 82
favor specific types of 42
feared situation until the 68
fecal bacterial flora of 76
feeding mulberry leaves to 45
feeling confused about the 270
feeling demanded about the 73
feeling doubtful about the 136
feeling helpless about the 48
feeling hopeless about the 607
feeling increased after the 41
feeling insecure about my 133
feeling insecure about the 454
feeling negative about the 88
feeling persists after the 57
feeling positive about it 159
feeling positive about the 1058
feeling reassured about the 48
feeling remained strong in 69
feeling scarcely short of 40
feeling slightly under the 111
feeling somewhat proud of 60
feeling somewhat under the 194
feeling somewhat uneasy at 53
feeling somewhat uneasy in 55
feeling stressed about the 46
feeling terrible about it 164
feeling terrible about the 136
feels confused about the 42
feels devilish about it 81
feels doubtful about the 81
feels hopeless about the 77
feels insecure about the 159
feels positive about the 145
feels strangely drawn to 77
feels terrible about it 272
feels terrible about the 134
ferry services linking the 44
fetal platelet count in 95
fetal platelet count is 224
fetal viability could be 90
fetid darkness still to 100
fetus develops within the 113
fever epidemic swept the 74
fever increases after the 61
fever persists after the 56
fewer children could be 41
fewer children later in 46
fewer children under the 102
fewer children would be 416
fewer comments about the 42
fewer concerns about the 159
fewer consumer goods in 60
fewer consumer goods to 70
fewer families would be 72
fewer highland runts to 89
fewer hydrogen atoms in 49
fewer illusions about the 499
fewer misgivings about the 88
fewer mistakes would be 127
fewer mistakes would he 49
fewer occasions arise of 43
fewer patients would be 108
fewer physical signs of 105
fewer problems later on 115
fewer problems would be 49
fewer questions about the 258
fewer questions asked the 47
fewer questions would be 83
fewer reported cases of 101
fewer scruples about the 61
fewer soldiers would be 43
fewer students would be 113
fiber synaptic input to 111
field analysis based on 118
field anywhere within the 42
field capacity would be 56
field commonly known as 109
field commonly reaped it 102
field contains either the 115
field diaphragm until it 50
field diaphragm until the 47
field directly above the 107
field directly below the 249
field directly under the 97
field equations based on 170
field equations could be 99
field equations given by 49
field equations given in 137
field equations under the 59
field equations which is 40
field equations would be 88
field evidence seems to 67
field footpaths skirt the 113
field gradient which is 193
field gradient within the 56
field hospital after the 114
field hospital close to 62
field hospital under the 79
field hospital where he 685
field hospital where the 133
field hospital would be 70
field increases until the 41
field officers could be 46
field officers shall be 86
field officers taken at 52
field officers working in 87
field officers would be 123
field patterns shown in 142
field patterns within the 47
field positions within the 92
field produced about the 49
field produced either by 74
field produced within the 99
field questions about the 443
field situation where the 185
field sobriety tests to 83
field variations within the 111
fiery rhetoric about the 46
fiery speeches about the 118
fiery tortures which he 243
fifty blunders about it 48
fifty chapters coast to 78
fifty children under the 62
fifty citizens would be 44
fifty families lived in 60
fifty families would be 43
fifty innocent people in 96
fifty innocent within the 85
fifty nautical miles of 43
fifty nautical miles to 84
fifty printers working at 40
fifty questions about the 75
fifty righteous people in 442
fifty righteous within the 1401
fifty soldiers under the 173
fifty soldiers would be 43
fifty students would be 45
fifty thousandth share in 40
fight elections under the 110
fight furiously about the 51
fight manfully under the 393
filed petitions under the 51
filed promptly after the 425
filed separate suits in 113
files containing lists of 210
files modified after the 101
files modified since the 1007
files modified within the 65
files obtained under the 78
filial affection given to 55
filial affection until the 49
filial affection which he 73
filial affection which is 112
filings required under the 83
filling capacious bowls of 59
filling positions within the 87
filling pressure would be 47
films prepared under the 106
films produced about the 42
films produced after the 108
films produced since the 141
films produced under the 334
films produced within the 197
films thermally grown on 58
final absolute state of 44
final accounting shall be 64
final accounts shall be 111
final analysis based on 131
final analysis could be 63
final analysis prove to 74
final analysis rests on 76
final analysis seems to 77
final analysis would be 209
final anecdote about the 53
final approach speed of 56
final approach would be 154
final approval after the 49
final approval could be 84
final approval given by 65
final approval given to 64
final approval shall be 70
final approval until the 113
final approval within the 50
final approval would be 117
final argument about the 87
final argument based on 64
final argument which is 57
final argument would be 45
final artistic touch to 63
final assembly could be 51
final assembly lines at 58
final assembly lines in 68
final assembly plant at 66
final assembly plant in 164
final assembly stage of 86
final assembly would be 85
final attitude would be 56
final authority about the 51
final authority resting in 105
final authority rests in 159
final authority under the 109
final authority which is 68
final authority within the 383
final authority would be 76
final baseness which it 52
final beatitude which is 47
final business meeting of 83
final campaign rally in 46
final category might be 57
final category would be 48
final chapters cover the 76
final chapters focus on 180
final coherent state of 58
final collapse under the 53
final comments about the 370
final condition shall be 55
final condition which is 69
final condition would be 50
final conquest either of 115
final conquest shall be 47
final consumer goods in 54
final consumer goods is 60
final consumer goods to 94
final consumer price is 48
final consumer price of 64
final contract price by 45
final contract price is 90
final contract would be 44
final critical phase of 44
final critical point of 40
final decisions about the 1809
final decisions after the 71
final decisions based on 290
final decisions belong to 42
final decisions could be 303
final decisions given in 106
final decisions shall be 60
final decisions taken by 168
final decisions taken in 55
final decisions under the 65
final decisions until he 44
final decisions until the 135
final decisions within the 91
final decisions would be 501
final decisive defeat of 49
final deformed shape of 91
final diagnosis based on 103
final diagnosis could be 78
final diagnosis rests on 163
final diagnosis would be 62
final direction taken by 47
final dividend shall be 95
final document could be 54
final document would be 123
final eighteen months of 439
final electron state is 51
final extension period of 59
final fourteen months of 45
final judgment about it 55
final judgment about the 1015
final judgment after the 165
final judgment based on 311
final judgment could be 369
final judgment given by 59
final judgment given in 101
final judgment holding the 95
final judgment might be 167
final judgment ought to 43
final judgment pending the 56
final judgment scene in 60
final judgment seems to 95
final judgment shall be 2026
final judgment since the 53
final judgment under the 639
final judgment until he 231
final judgment until it 67
final judgment until the 497
final judgment until we 123
final judgment where the 103
final judgment which is 263
final judgment which the 107
final judgment within the 371
final judgment would be 629
final military defeat in 56
final military defeat of 176
final movement which is 53
final operation would be 46
final oxidation state of 118
final physical state of 52
final positions within the 81
final positive could be 59
final possible cause of 46
final pressure after the 58
final pressure equal to 67
final pressure which is 41
final pressure within the 55
final pressure would be 157
final products arise by 60
final products based on 83
final products could be 126
final products within the 45
final products would be 200
final proposal would be 48
final purchase price is 77
final purchase price of 265
final purchase price to 43
final purposes exist at 50
final questions about the 190
final reduction under the 58
final regrouping zones is 48
final reminder about the 49
final response would be 49
final reversal thereof by 43
final revisions based on 40
final salvation which is 47
final selection based on 221
final selection could be 102
final selection shall be 50
final selection would be 301
final sentence about the 98
final sentence could be 224
final sentence gives the 41
final sentence makes it 98
final sentence might be 65
final sentence seems to 148
final sentence shall be 118
final sentence tells us 54
final sentence which is 64
final sentence would be 117
final sequence shows the 72
final sequence where the 43
final situation where the 46
final situation would be 45
final strategy would be 50
final struggle began in 77
final struggle which he 56
final struggle which the 41
final struggle would be 116
final syllable which is 68
final syllable would be 56
final velocity after the 46
final velocity equal to 67
final velocity minus the 58
final velocity which is 41
final velocity would be 96
finding adequate forms of 65
finding adequate housing in 49
finding adequate words to 61
finding algorithm based on 64
finding families willing to 52
finding increased usage in 205
finding liability based on 53
finding liability under the 49
finding positive value in 42
finding probable cause to 197
finding probable merit in 75
finding solutions based on 95
finding solutions within the 92
finding specific types of 60
finding suitable forms of 46
finding suitable housing in 78
finding suitable people to 112
finding suitable words to 74
finding yourself alone in 83
finding yourself looking at 57
finding yourself within the 62
finds numerous echoes in 47
finds positive value in 93
finds probable cause of 43
finds probable cause to 1995
finds scarcely anything to 40
finer boundary lines of 40
finer divisions within the 46
fines incurred under the 70
fingers clenched about the 82
fingers clenched round the 48
fingers tightening about the 63
fingers tightening round the 100
fingers trembled round the 83
fired generating plant in 143
fired revolver shots at 121
firms bargaining power of 84
firms complain about the 66
firms formerly owned by 65
firms involved would be 40
firms operated under the 45
first absolute proof of 158
first abstract works in 45
first academic chair in 56
first academic chair of 59
first academic study of 257
first accepted jesus as 55
first accounting period in 142
first accounting period is 111
first accounting period of 212
first accounts given of 65
first accounts which we 42
first accurate chart of 92
first accurate count of 147
first accurate study of 137
first acquired skill in 41
first acquired title to 150
first acquired under the 90
first activity after the 41
first activity might be 49
first activity would be 69
first adequate study of 343
first adjusted until the 68
first admission rates in 98
first admission rates of 74
first admission rates to 391
first admitted within the 143
first admitted women in 267
first admitted women to 127
first adsorbed layer is 106
first adsorbed layer of 47
first advanced after the 40
first affected after the 40
first affected child in 51
first affected child is 70
first agitated under the 85
first aircraft would be 43
first ambitious grown of 205
first american actor to 191
first american after the 47
first american author of 109
first american author to 871
first american bible in 89
first american black to 233
first american bombing of 81
first american books on 81
first american books to 89
first american breed of 69
first american chair in 41
first american chair of 63
first american child to 42
first american court to 53
first american craft to 62
first american drama to 61
first american envoy in 51
first american envoy to 280
first american films to 126
first american firms to 95
first american force to 113
first american group of 41
first american group to 157
first american horse to 65
first american house in 48
first american indian to 513
first american issue of 77
first american known to 128
first american landing on 66
first american leader to 173
first american maker of 67
first american mayor of 66
first american movie in 46
first american movie to 74
first american nation to 65
first american negro to 403
first american novel in 58
first american novel of 117
first american novel to 510
first american nurse to 91
first american opera to 241
first american order of 69
first american paper on 60
first american paper to 132
first american party to 65
first american pilot to 239
first american plane to 133
first american plays to 62
first american pupil of 41
first american ships to 179
first american showing of 75
first american since the 61
first american singers to 57
first american staging of 50
first american state to 634
first american study of 109
first american treaty of 40
first american units to 188
first american visit in 106
first american woman in 1148
first american woman of 68
first american woman on 58
first american woman to 7360
first american women in 43
first american women to 1125
first american works on 60
first american works to 98
first american yacht to 52
first analysis based on 50
first analysis would be 41
first appalled sense of 52
first apparent change in 66
first approach based on 163
first approach could be 265
first approach looks at 89
first approach makes it 41
first approach might be 444
first approach rests on 40
first approach seeks to 187
first approach seems to 188
first approach taken by 51
first approach takes the 109
first approach tends to 217
first approach treats the 55
first approach tries to 117
first approach views the 51
first approach where the 44
first approach which is 81
first approach would be 1035
first argument about the 131
first argument after the 200
first argument based on 49
first argument could be 92
first argument fails to 80
first argument given to 89
first argument gives the 99
first argument might be 125
first argument names the 43
first argument rests on 320
first argument seems to 198
first argument shall be 203
first argument tells the 47
first argument turns on 58
first argument which he 43
first argument which is 95
first argument which the 40
first argument within the 45
first argument would be 216
first arrested under the 49
first arrivals would be 73
first articles about the 156
first articles which he 58
first articles which the 40
first ascribes glory to 43
first assemble under the 163
first assembly after the 343
first assembly plant in 145
first assembly under the 406
first assembly which he 55
first assembly which we 85
first assertion about the 65
first assertion rests on 41
first assertion would be 48
first atheistic state in 51
first atlantic cable in 195
first atlantic cable is 54
first atlantic liner to 63
first attempts ended in 74
first attempts would be 119
first attention given to 82
first attention ought to 63
first attention seems to 44
first attention would be 107
first audience after the 127
first audience given by 53
first audience given to 59
first audience which the 50
first audience would be 45
first auditors shall be 153
first authentic event in 479
first authentic proof of 70
first authentic story of 151
first authentic tidings of 75
first authentic trace of 145
first authentic trace we 88
first authentic voice of 99
first awakened within me 62
first barbarian ruler of 58
first basilica built in 46
first beautiful theorem the 42
first bessemer plant in 48
first bessemer steel in 90
first bestowed motion on 205
first blossoms begin to 61
first brilliant period of 51
first buddhist monks in 59
first buddhist ruler of 79
first bulgarian state in 83
first bulletin about the 45
first business after the 205
first business house in 106
first business meeting at 51
first business meeting in 154
first business meeting of 626
first business meeting on 86
first business ought to 52
first business seems to 71
first business shall be 93
first business taken up 92
first business visit to 72
first business which the 40
first business would be 407
first campaign after the 67
first campaign began in 44
first campaign ended in 180
first campaign seems to 48
first campaign under the 234
first campaign would be 72
first captives taken by 44
first caribbean nation to 45
first casualty would be 150
first category belong the 720
first category comes the 119
first category could be 279
first category falls the 104
first category might be 286
first category seems to 80
first category shall be 56
first category under the 63
first category where the 81
first category which is 119
first category while the 131
first category would be 770
first cathedral built in 93
first centered about the 54
first cervical nerve in 63
first cervical nerve is 277
first cervical nerve the 62
first cervical nerve to 91
first challenge faced by 227
first challenge posed by 49
first challenge which the 56
first challenge would be 166
first chapters about the 61
first chapters cover the 45
first chapters focus on 87
first cheerful night we 40
first christian author to 310
first christian baron of 40
first christian borne in 106
first christian burial in 58
first christian chief of 63
first christian group to 43
first christian indian in 60
first christian kingdom in 55
first christian known to 74
first christian leader to 50
first christian nation in 143
first christian nation of 49
first christian place of 136
first christian queen of 99
first christian ruler in 62
first christian ruler of 548
first christian state in 85
first christian wedding in 58
first christian woman of 45
first churches built by 78
first churches built in 159
first clinical cases of 94
first clinical signs of 777
first clinical stage of 73
first clinical study in 42
first clinical study of 291
first clinical study on 68
first clinical study to 72
first clinical tests of 57
first clinical trials in 253
first clinical trials of 710
first clinical trials on 91
first clinical trials to 51
first coherent group of 124
first colliery owner in 51
first colossal steps of 71
first combined meeting of 158
first comments about the 86
first communion under the 73
first complete bible in 1165
first complete bible to 169
first complete change of 50
first complete cycle of 425
first complete draft of 1481
first complete guide to 610
first complete issue of 46
first complete listing of 101
first complete model of 70
first complete period of 127
first complete piece of 117
first complete proof of 147
first complete round of 52
first complete setting of 62
first complete skull of 70
first complete story of 157
first complete study of 619
first compound found to 85
first compound shown to 59
first computer based on 57
first computer maker to 47
first computer model of 65
first concealed beneath the 49
first concealed under the 135
first concerns about the 75
first concerns would be 45
first concrete action of 40
first concrete piece of 65
first concrete proof of 105
first concrete signs of 121
first concrete steps in 459
first concrete steps to 191
first concrete vision of 67
first condition above is 64
first condition alone is 56
first condition could be 112
first condition gives the 55
first condition makes the 55
first condition might be 94
first condition seems to 117
first condition which he 52
first condition which is 116
first condition which the 75
first condition which we 65
first condition would be 480
first confined within the 185
first conflict arose in 53
first conflict which he 75
first conflict within the 44
first confused feeling of 57
first conscious feeling of 215
first conscious sight of 136
first consider again the 69
first consider cases in 58
first consider cases of 43
first consider where the 91
first consider which of 72
first consider women in 294
first consulting either the 43
first contingent would be 41
first contract under the 107
first contract would be 89
first convened after the 137
first convened under the 41
first convincing proof of 300
first criminal agent in 85
first criminal court in 501
first criminal judge of 45
first criterion could be 60
first criterion might be 54
first criterion seems to 44
first criterion which is 41
first criterion would be 103
first critical essay in 94
first critical essay on 257
first critical hours of 114
first critical issue is 83
first critical months of 355
first critical period in 111
first critical period is 41
first critical period of 214
first critical phase in 77
first critical phase of 153
first critical piece of 42
first critical point in 153
first critical point is 138
first critical point of 78
first critical point to 64
first critical reader of 62
first critical speed is 193
first critical speed of 551
first critical stage in 126
first critical stage of 147
first critical steps in 129
first critical study of 1391
first critical study to 65
first critical value of 105
first critical weeks of 183
first cultures arose in 60
first cylinder would be 59
first daughter after the 107
first daughter would be 78
first daylight raids on 42
first decennial period of 72
first decisions about the 67
first decisions taken by 354
first decisions under the 69
first decisions which the 42
first decisive action in 103
first decisive action of 133
first decisive change in 81
first decisive check to 69
first decisive defeat in 58
first decisive defeat of 262
first decisive defeat on 115
first decisive event in 51
first decisive event of 42
first decisive motion to 42
first decisive proof of 238
first decisive stage in 107
first decisive steps in 357
first decisive steps to 80
first definite action in 40
first definite notion of 52
first definite piece of 52
first definite proof of 737
first definite signs of 835
first definite stage in 75
first definite stage of 52
first definite steps in 129
first definite steps to 136
first definite study of 55
first definite trace of 100
first delicious taste of 305
first delivery under the 62
first delivery would be 57
first democrat since the 128
first detailed chart of 63
first detailed guide to 125
first detailed mapping of 67
first detailed model of 167
first detailed paper on 57
first detailed story of 77
first detailed study in 107
first detailed study of 6420
first detailed study on 397
first detailed study to 43
first detailed views of 125
first detected after the 49
first detected signs of 44
first detected within the 154
first developing nation to 110
first develops within the 113
first diagnosed after the 56
first dialogues bayes is 101
first dimension given is 63
first dimension might be 44
first dinosaur bones in 43
first direction given is 86
first direction given to 60
first direction taken by 83
first direction which the 44
first directly under the 153
first discount store in 81
first dissenting place of 41
first distinct signs of 189
first distinct trace of 135
first distinct warning of 88
first district court in 105
first district court of 192
first district judge of 83
first district shall be 118
first district where the 75
first dividend shall be 221
first doctoral thesis in 66
first doctoral thesis on 116
first doctrine which the 45
first document drawn up 48
first document filed by 87
first document filed in 106
first document known to 43
first document which we 60
first doubtful about the 91
first dramatic author of 44
first dramatic change in 63
first dramatic event in 48
first editorial after the 90
first editorial board of 144
first education ought to 45
first eighteen books of 108
first eighteen hours of 98
first eighteen lines of 372
first eighteen miles of 121
first eighteen months as 299
first eighteen months at 257
first eighteen months he 158
first eighteen months in 3177
first eighteen months is 82
first eighteen months it 64
first eighteen months of 12139
first eighteen months on 297
first eighteen months or 560
first eighteen months the 311
first eighteen months to 156
first eighteen months we 40
first eighteen pages of 144
first eighteen weeks of 131
first elections after the 827
first elections based on 157
first elections since the 243
first elections under it 134
first elections under the 3029
first elections would be 49
first electric light in 163
first electric motor in 115
first electric plant in 111
first electric train in 63
first electric trams in 46
first electron shell is 74
first elements could be 71
first elevated above the 316
first elevation above the 61
first emigrant party to 62
first emigrant train to 171
first eminence which he 71
first emperors tried to 57
first employed about the 117
first employed after the 91
first employed under the 66
first employee hired by 62
first enclosed within the 143
first endeavoring tongue to 42
first ennobled trade by 100
first enrolled under the 106
first enthusiasm about the 41
first enthusiasm began to 47
first entirely under the 144
first entirely within the 40
first entrance until the 46
first entrance where we 53
first entrance within the 158
first essential piece of 85
first essential point in 135
first essential point is 383
first essential point of 137
first essential point to 126
first essential seems to 53
first essential stage in 98
first essential steps in 168
first essential steps to 56
first essential would be 148
first estimate based on 86
first estimate would be 46
first europeans began to 139
first europeans known to 914
first europeans since the 54
first eventful visit to 79
first evidence about the 103
first examined after the 104
first examined under the 277
first examples appear in 50
first examples given in 47
first examples shall be 40
first examples where the 47
first examples which we 57
first exception leaves it 69
first excursion train to 44
first excursion under the 83
first executed after the 44
first executed shall be 205
first execution thereof by 69
first execution under the 95
first exercise shall be 64
first exercise would be 44
first explicit model of 44
first explosion shook the 65
first exposure until the 54
first exposure would be 44
first extended essay in 42
first extended essay on 144
first extended period in 101
first extended period of 851
first extended piece of 290
first extended study in 42
first extended study of 868
first extended visit in 88
first extended visit to 653
first extension would be 45
first external signs of 175
first factional fight in 40
first families began to 59
first families moved in 188
first feminist group in 75
first festival after the 48
first filipino novel in 59
first filipino woman to 110
first financial panic in 47
first financial period of 88
first finished piece of 44
first followed later by 106
first football match of 63
first fourteen books of 65
first fourteen hours of 61
first fourteen lines of 428
first fourteen miles of 57
first fourteen months in 105
first fourteen months of 1092
first fourteen pages of 204
first fourteen weeks of 215
first freshman class at 46
first freshman class in 119
first freshman class of 128
first freshman class to 42
first fugitive slave to 47
first gasoline engine in 57
first germanic people to 71
first germanic ruler of 42
first glimmering light of 66
first glimpses which we 53
first governor after the 268
first governor since the 106
first governor under it 92
first governor under the 1818
first graduate nurse in 41
first graduating class at 1040
first graduating class in 2517
first graduating class of 7268
first graduating class on 44
first graduating class to 209
first hardware store in 140
first harmonic which is 43
first hesitant about the 68
first hesitant steps in 763
first hesitant steps of 259
first hesitant steps on 237
first hesitant steps to 244
first hesitating steps in 76
first hispanic mayor of 234
first hispanic woman in 69
first hispanic woman to 403
first historic meeting of 68
first historic period of 99
first historic visit to 54
first homology group of 77
first homotopy group of 116
first hospital built in 97
first hydration layer of 65
first hydration shell is 108
first hydration shell of 442
first identify where the 44
first identify which of 61
first imagined would be 42
first inclosed within the 42
first included under the 222
first included within the 224
first increases until it 57
first informal meeting in 82
first informal meeting of 568
first informed about the 640
first inherent failing we 60
first initiated under the 90
first inquired about the 658
first inquired after the 50
first inquires about the 64
first instance about the 202
first instance after the 205
first instance aimed at 57
first instance appear to 187
first instance apply to 121
first instance based on 253
first instance begin to 40
first instance belong to 55
first instance bound to 56
first instance cases of 45
first instance could be 164
first instance court in 126
first instance court is 63
first instance court of 78
first instance court to 60
first instance drawn to 45
first instance drawn up 50
first instance either by 144
first instance either in 77
first instance either to 140
first instance found in 72
first instance found the 68
first instance given by 65
first instance given in 67
first instance given of 72
first instance given to 150
first instance gives us 55
first instance judge in 91
first instance known as 55
first instance known in 88
first instance known of 312
first instance known to 308
first instance liable to 74
first instance makes the 41
first instance might be 259
first instance named by 49
first instance nearly the 63
first instance ought to 148
first instance quite as 44
first instance rather to 65
first instance refer to 171
first instance seems to 376
first instance shall be 867
first instance since the 498
first instance taken to 42
first instance taken up 84
first instance tends to 48
first instance tried to 63
first instance turning on 80
first instance under the 803
first instance until the 122
first instance where an 145
first instance where he 67
first instance where it 188
first instance where the 1233
first instance where we 108
first instance which he 103
first instance which is 150
first instance which the 74
first instance which we 369
first instance while the 81
first instance within my 49
first instance within the 564
first instance would be 1073
first instance write to 71
first instants after the 106
first instinct might be 540
first instinct would be 773
first integral gives the 105
first intention seems to 208
first interest period is 96
first interest which the 57
first interest would be 70
first interval would be 72
first inventor within the 99
first involves changing the 64
first involves looking at 103
first involves setting up 92
first ironclad built in 49
first isolated argon in 59
first isolated cases of 40
first japanese author to 54
first japanese landing in 46
first japanese leader to 69
first japanese ruler to 41
first japanese woman to 336
first japanese women to 77
first judgment would be 43
first juvenile court in 3118
first kentucky derby in 176
first laborers often do 47
first landfall after the 51
first landfall would be 43
first lectures under the 42
first linguistic study of 49
first literary essay of 44
first literary fruit of 99
first literary genre to 45
first literary power in 75
first literary prize in 41
first literary salon in 101
first literary texts in 91
first literary works in 135
first literary works of 89
first literary works to 141
first lymphoid organ to 137
first manifest signs of 47
first maritime nation in 120
first maritime nation of 183
first maritime power in 847
first maritime power of 345
first maritime power on 89
first marketed under the 243
first marriages ended in 172
first medieval author to 58
first mentioned about the 308
first mentioned after the 210
first mentioned cause of 40
first mentioned class of 117
first mentioned group of 256
first mentioned kinds of 141
first mentioned method is 242
first mentioned method of 52
first mentioned point of 43
first mentioned seems to 150
first mentioned under the 536
first mentioned would be 224
first merchant ships to 41
first messenger binds to 66
first methodist class in 233
first methodist house of 132
first methodist meeting in 85
first methodist place of 47
first military action by 47
first military action in 288
first military action of 303
first military defeat in 185
first military defeat of 115
first military draft in 85
first military force to 94
first military leader in 57
first military leader of 86
first military leader to 192
first military nation in 134
first military nation of 48
first military order of 41
first military power in 1044
first military power of 422
first military power on 110
first military ruler of 71
first military state in 65
first military units to 54
first minister after the 126
first minister under the 55
first minister would be 91
first ministry under the 166
first minority group to 51
first misgivings about the 108
first mortgage bonds as 285
first mortgage bonds at 582
first mortgage bonds by 88
first mortgage bonds in 459
first mortgage bonds is 154
first mortgage bonds of 3864
first mortgage bonds on 636
first mortgage bonds or 202
first mortgage bonds to 864
first mortgage could be 47
first mortgage equal to 63
first mortgage given to 69
first mortgage liens on 51
first mortgage loans at 43
first mortgage loans in 58
first mortgage loans of 50
first mortgage loans on 474
first mortgage loans to 141
first mortgage might be 48
first mortgage shall be 99
first mortgage since it 48
first mortgage which is 56
first mortgage which the 41
first mortgage would be 176
first mountain ranges of 50
first mournful abode in 103
first mournful period of 44
first movement after the 247
first movement began in 41
first movement comes to 64
first movement could be 98
first movement might be 111
first movement opens at 64
first movement opens in 88
first movement seems to 327
first movement shows the 116
first movement since the 46
first movement under the 43
first movement where the 185
first movement which he 77
first movement which is 259
first movement which the 54
first movement within the 67
first movement would be 253
first nameless feeling of 61
first negative bands of 289
first negative growth in 92
first nineteen lines of 98
first nineteen months in 65
first nineteen months of 352
first nineteen pages of 77
first norwegian woman to 64
first novelist writing in 53
first objection could be 106
first objection might be 179
first objection rests on 69
first objection seems to 159
first objection shall be 43
first objection taken to 101
first objection until the 50
first objection urged by 63
first objection which he 138
first objection which is 104
first objection would be 194
first observed about the 585
first observed after the 359
first observed under the 227
first observed within the 179
first obstacle which the 64
first obstacle would be 98
first obtained names in 41
first obtained shall be 47
first obtained sight of 40
first obtained under the 171
first occupied about the 96
first occupied after the 55
first occupied rooms at 42
