fabricated device is shown 72
frequently played the organ 93
frequently pleased to refer 41
frequently quoted as proof 77
frequently quoted as showing 72
frequently quoted by galen 49
frequently quoted by later 532
frequently quoted in books 56
frequently quoted in later 306
frequently quoted in order 70
frequently quoted in proof 73
frequently quoted in terms 95
frequently quoted or cited 42
frequently quoted the bible 77
frequently quoted the words 53
frequently quoted to prove 137
frequently raised in cases 54
frequently raised the issue 175
frequently reached the point 52
frequently reaches the point 50
frequently refers the reader 57
frequently refers to jesus 52
frequently refers to women 40
frequently refuse to allow 57
frequently remain in place 46
frequently remind the reader 69
frequently renewing the water 41
frequently repeating the words 123
frequently result in either 104
frequently result in large 98
frequently result in lower 75
frequently result in major 46
frequently result in rapid 45
frequently retain the right 87
frequently return to visit 45
frequently shifting the scene 67
frequently shifts the scene 68
frequently sought to avoid 84
frequently sought to evade 45
frequently sought to limit 54
frequently spending the night 59
frequently spends the night 59
frequently spoken in favor 45
frequently spoken in terms 61
frequently spoken of above 94
frequently spoken of under 192
frequently spoken to others 51
frequently stated in books 48
frequently stated in print 50
frequently stated in terms 679
frequently stored in large 41
frequently stowed so close 206
frequently supply the place 131
frequently termed by others 57
frequently through no fault 47
frequently through the first 56
frequently through the night 265
frequently through the whole 139
frequently toward the close 268
frequently treated as though 180
frequently treated in terms 40
frequently treated of above 49
frequently treated of moral 105
frequently treated of under 43
frequently turned the laugh 43
frequently twenty or thirty 118
frequently unable to agree 64
frequently unable to avoid 42
frequently unable to carry 124
frequently unable to create 158
frequently unable to offer 50
frequently unable to sleep 96
frequently unable to solve 69
frequently unable to stand 65
frequently unable to state 53
frequently unable to write 96
frequently united in pairs 212
frequently useful in helping 42
frequently useful in solving 45
frequently usurps the place 41
frequently viewed in terms 108
frequently violate the rules 41
frequently visiting the house 40
frequently worked at cross 404
frequently worked at night 41
frequently worked in close 54
frequently worked in pairs 50
frequently writes as though 57
freshwater bodies of water 96
freshwater fishes of japan 116
freshwater rivers to spawn 320
freshwater streams or lakes 42
freshwater streams to spawn 617
friendless amidst the wilds 108
friendless myself in paris 255
friendship around the world 78
friendship became so close 148
friendship became the basis 59
friendship beyond the grave 43
friendship groups in which 68
friendship seemed to exist 70
friendship should be based 78
friendship should be known 103
friendship toward the people 80
friendship unites the hearts 66
friendship unsafe to trust 67
friendship yields to pride 53
frightened before or since 42
frightened manner in which 41
frustrated through no fault 46
frustrated unless the crown 67
frustration amongst the people 59
frustration reached the boiling 88
frustration reached the point 45
fulminated through the press 44
