fag invention could furnish 62
for numerous short stories 57
for operation iraqi freedom 1592
for operation joint endeavor 114
for ordinary cargo service 368
for ordinary human weakness 53
for ordinary party members 62
for ordinary people because 62
for organizing black workers 84
for organizing human affairs 41
for organizing human society 133
for organizing large amounts 132
for organizing large numbers 98
for organizing negro workers 439
for organizing women workers 126
for otherwise healthy persons 42
for overland trade between 42
for particle sizes between 104
for particle sizes smaller 77
for passenger train service 141
for pastoral social systems 103
for patience under suffering 40
for patients after surgery 118
for patients seeking medical 79
for patients under general 60
for patients whose alcohol 44
for patients whose cancers 48
for patients whose general 82
for patients whose illness 333
for patients whose kidneys 45
for patients whose medical 134
for patients whose primary 206
for personal growth according 48
for personal holding company 1119
for personal power between 51
for personal social service 70
for personal spite against 44
for portable metal ladders 204
for portable music players 54
for portable power sources 46
for positions which involve 63
for positions which require 148
for positive action against 155
for positive action measures 195
for positive bending moments 76
for positive input signals 173
for positive input voltage 40
for positive social behavior 70
for positive whole numbers 66
for possessing crack cocaine 68
for possessing eight firearms 52
for possessing small amounts 125
for possible action against 358
for possible funding sources 56
for possible links between 239
for possible order effects 345
for possible toxic effects 208
for potential board members 59
for potential funding sources 64
for potential group members 64
for potential toxic effects 69
for practice makes perfect 227
for practicing social workers 61
for predicting human behavior 200
for predicting later language 191
for predicting social behavior 72
for predicting teaching success 68
for predicting water quality 98
for pregnant women because 531
for pregnant women between 71
for pregnant women exposed 99
for pregnant women include 102
for pregnant women suffering 64
for pregnant women workers 76
for presenting large amounts 85
for presenting motion picture 54
for preserving human dignity 53
for preserving people against 51
for preserving renal function 54
for preserving water quality 78
for preventing suits against 45
for probably thirty minutes 49
for problems which involve 128
for problems which require 131
for processing large amounts 406
for processing large numbers 315
for processing large volumes 271
for processing small amounts 41
for processing small volumes 53
for products which contain 75
for products which require 137
for products whose quality 51
for profound social reforms 71
for programs which include 52
for programs which provide 68
for programs which require 58
for projects which benefit 93
for projects which include 48
for projects which involve 96
for projects which provide 81
for projects which require 133
for propelling boats against 42
for property which becomes 153
for protecting cells against 45
for protecting crops against 56
for protecting human dignity 64
for protecting human research 235
for protecting others against 98
for protecting people against 156
for protecting steel against 98
for protecting trade secrets 324
for protecting water quality 284
for protecting women against 67
for publicly avowing opinions 61
for publishing legal notices 51
for punitive action against 1143
for purchasing large amounts 47
for purposes quite foreign 50
for purposes quite outside 88
for purposes which benefit 52
for purposes which congress 45
for purposes which include 197
for purposes which involve 48
for purposes which require 382
for putative class members 61
for questions which require 48
for realistic model animals 151
for receptor binding studies 130
for recovering anything alleged 94
for recovery after gradual 53
for recovery after surgery 63
for recreation after exertion 297
for recruiting large numbers 88
for reduction under general 70
for regulating blood glucose 191
for regulating human affairs 56
for regulating human behavior 177
for regulating human conduct 130
for regulating indian affairs 108
for regulating local affairs 41
for regulating motor vehicle 51
for regulating social behavior 104
for regulating trade between 67
for regulating water balance 74
for regulating water quality 69
for relations whose creature 518
for relative motion between 240
for relative water content 170
for religious grant seekers 151
for repressing every attempt 81
for resolute action against 110
for resource sharing between 51
for respecting human dignity 61
for retraining older workers 46
for reversal under griffin 55
for reversal which applies 41
for satisfying human desires 49
for saturday night parties 48
for scattering angles between 89
for scattering cross sections 48
for scotland loves charles 52
for seditious libel against 364
for seditious libel because 64
for seditious words against 62
for seduction under promise 182
for selected staff members 81
for separate lives remaining 74
for separate negro schools 51
for separate social classes 41
for separating large amounts 48
for separating power equally 134
for separating small amounts 87
for services which benefit 116
for services which include 44
for services which involve 69
for services which relieve 105
for services which require 86
for services whose results 54
for sharpening milling cutters 46
for solutions which contain 80
for solutions which promote 63
for sparsely ionizing radiation 130
for specific action against 44
for specific growth factors 124
for specific human capital 78
for specific links between 44
for specific niche markets 91
for specific organ systems 42
for specific plant species 58
for specific rules governing 48
for specific social classes 68
for specific social reforms 70
for specific tasks related 55
for specific weapon systems 47
for standard fruit company 45
for standard hours allowed 95
for students looking forward 63
for students needing remedial 59
for students seeking careers 91
for students seeking degrees 48
for students whose behavior 103
for students whose language 57
for students whose parents 1055
for students whose previous 72
for students whose primary 274
for students whose schools 50
for students whose teachers 117
for students working together 149
for students working towards 98
for subjects which require 47
for supporting basic research 135
for supporting large numbers 70
for survival after success 58
for survival under adverse 143
for survival under certain 63
for survival under extreme 84
for survival under natural 70
for suspecting legal wrongdoing 73
for sustaining human contact 579
for systemic toxic reactions 107
for temporal power against 77
for terminal renal failure 81
for theatrical motion picture 69
for thousands urged towards 69
for transfer which develop 47
for traversing sandy deserts 44
for treatment under general 63
for tropical moist forests 141
for vascular plant species 54
for victorian women writers 52
for vigorous action against 259
for washington apple growers 54
for washington state college 42
for whatever legal purpose 136
for whatever might develop 113
for whatever plots against 44
for whatever reason adopted 40
for whatever reason because 40
for whatever reason becomes 68
for whatever reason decided 111
for whatever reason including 70
for wireless phone service 47
for withdrawing blood samples 72
