faced certain defeat and 82
father worried about her 106
father worried about him 83
father worried about his 224
father worries about his 115
fatty matters which are 163
fault against which his 41
fault current which can 137
fault current which may 126
feared napoleon would not 47
feather broadly edged with 66
fecal material mixed with 43
fecal material which may 52
fecal pellets which are 78
feeding grounds where they 262
feeding grounds which are 40
feeding stations where they 51
feeling against russia was 137
feeling against spain was 115
feeling against unions then 46
feeling against which she 56
feeling against which they 87
feeling awfully sorry for 130
feeling between arabs and 65
feeling between athens and 79
feeling between author and 50
feeling between black and 208
feeling between china and 114
feeling between class and 223
feeling between dutch and 105
feeling between father and 312
feeling between hindu and 41
feeling between italy and 96
feeling between japan and 187
feeling between labor and 131
feeling between mother and 229
feeling between people who 60
feeling between ruler and 41
feeling between russia and 203
feeling between spain and 83
feeling between whigs and 43
feeling between white and 298
feeling equally strong and 150
feeling forward after that 90
feeling herself loved for 67
feeling himself growing old 110
feeling himself light and 57
feeling nervous about being 139
feeling nervous about her 45
feeling nervous about his 47
feeling nervous about this 54
feeling oneself fused with 48
feeling several times that 40
feeling stirred within her 52
feeling stirred within him 101
feeling stronger every day 338
feeling strongly about this 113
feeling swelled within his 54
feeling totally alone and 97
feeling towards every one 87
feeling towards others and 84
feeling utterly alone and 168
feeling vaguely sorry for 148
feeling worried about her 91
feels anxiety about his 44
feels herself growing old 42
feels himself above all 44
feels himself alone and 108
feels himself every day 45
feels himself faced with 42
feels himself growing old 108
feels himself strong and 73
feels himself under for 154
feels himself within its 97
feels strongly about and 103
feels strongly about being 57
feels strongly about her 82
feels strongly about his 240
feels strongly about its 71
feels strongly about not 54
feels strongly about one 101
feels strongly about that 63
feels strongly about them 61
feels strongly about things 80
feels strongly about this 452
femur following total hip 218
fence between israel and 101
ferry between dover and 44
fetal adrenal gland and 262
fetal adrenal gland has 44
fetal adrenal growth and 60
fetal urinary tract and 47
fetus becomes viable and 48
feuds between clans and 97
feuds between towns and 62
fever finally broke and 92
fever gathered within him 69
fever shortly after her 48
fever shortly after his 162
fever usually lasts for 113
fewer capital goods than 44
fewer foreign goods and 83
fewer married women than 56
fewer material goods and 43
fewer material goods than 44
fewer popular votes and 44
fewer popular votes than 3326
fewer thoughts visit each 139
fiber absorbs water and 111
fiber bundles which are 208
fiber systems which are 153
field against brave men 67
field against which all 98
field battery which had 54
field battery which was 52
field becomes weaker and 82
field between anode and 166
field between banks and 65
field between labor and 57
field between large and 92
field between small and 47
field defects which are 210
field defects which may 91
field effects which are 105
field fifteen miles off 106
field following world war 42
field glasses again and 76
field glasses could see 62
field marshal could not 122
field offices rather than 103
field offices which are 108
field research could not 44
field research found that 57
field research rather than 143
field research shows that 371
field research which has 43
field research which was 70
field research would not 68
field several times and 84
field several times with 49
field strengths lower than 42
field strengths which are 392
field studies found that 99
field studies rather than 209
field studies reveal that 206
field studies showing that 132
field studies shows that 40
field studies which are 220
field systems which are 115
field workers could not 60
field workers rather than 118
fiend himself could not 96
fiery dragons could not 66
fiery furnace could not 86
fiery furnace rather than 176
fiery furnace where they 48
fiery furnace which had 42
fiery furnace which was 60
fiery process which has 50
fifths between tenor and 44
fifty becomes every year 71
fifty degrees lower than 49
fifty dollars every day 55
fifty dollars every two 62
fifty dollars extra for 74
fifty dollars rather than 44
fifty dollars right now 41
fifty dollars shall not 44
fifty dollars which had 75
fifty dollars which she 105
fifty dollars which they 40
fifty dollars which was 89
fifty dollars would buy 68
fifty dollars would not 115
fifty dollars yearly for 58
fifty members would get 51
fifty millions every year 129
fifty millions which one 43
fifty minutes after they 45
fifty minutes every day 79
fifty minutes later each 398
fifty minutes later than 131
fifty minutes longer than 88
fifty northern votes for 47
fifty percent longer than 112
fifty percent lower than 107
fifty prayers every day 118
fifty seconds after two 62
fifty species which are 47
fifty thousand acres and 223
fifty thousand acres are 82
fifty thousand acres each 59
fifty thousand acres for 200
fifty thousand acres had 81
fifty thousand acres near 129
fifty thousand acres was 71
fifty thousand armed and 140
fifty thousand armed men 570
fifty thousand bales per 49
fifty thousand bales was 40
fifty thousand black men 52
fifty thousand books and 189
fifty thousand brave men 162
fifty thousand bucks for 83
fifty thousand every year 92
fifty thousand horse and 541
fifty thousand lives and 124
fifty thousand lives are 49
fifty thousand lives was 63
fifty thousand marks and 42
fifty thousand marks for 97
fifty thousand miles and 157
fifty thousand miles per 123
fifty thousand monks and 42
fifty thousand people all 49
fifty thousand people and 566
fifty thousand people are 538
fifty thousand people can 54
fifty thousand people die 77
fifty thousand people each 72
fifty thousand people for 87
fifty thousand people had 662
fifty thousand people out 151
fifty thousand people per 58
fifty thousand people that 132
fifty thousand people was 75
fifty thousand people who 819
fifty thousand people with 88
fifty thousand pesos and 328
fifty thousand pesos for 261
fifty thousand pesos per 57
fifty thousand seamen and 50
fifty thousand sheep and 82
fifty thousand souls and 69
fifty thousand souls are 87
fifty thousand souls had 52
fifty thousand strong and 61
fifty thousand strong was 42
fifty thousand times and 60
fifty thousand times its 52
fifty thousand times that 222
fifty thousand votes and 49
fifty thousand votes for 52
fifty thousand white men 72
fifty thousand women and 255
fifty thousand women who 54
fifty thousand words and 122
fifty thousand words long 319
fifty thousand would not 50
fight against abuse and 46
fight against allah and 45
fight against anything that 322
fight against apathy and 48
fight against caste and 52
fight against crime and 2882
fight against crime can 56
fight against crime has 61
fight against crime was 245
fight against crime with 86
fight against drugs and 988
fight against drugs has 87
fight against error and 52
fight against evils and 418
fight against flesh and 441
fight against fraud and 513
fight against graft and 216
fight against greed and 103
fight against hunger and 1512
fight against islam and 202
fight against islam was 120
fight against israel and 500
fight against japan and 622
fight against japan was 121
fight against lenin and 103
fight against louis xiv 217
fight against mount zion 742
fight against others and 51
fight against people who 498
fight against pests and 196
fight against racial and 311
fight against rather than 144
fight against russia and 398
fight against russia for 114
fight against russia was 49
fight against satan and 418
fight against satan with 87
fight against showing that 88
fight against social and 506
fight against spain and 292
fight against spain for 49
fight against spain was 93
fight against tanks and 99
fight against turning out 67
fight against tweed and 44
fight against waste and 134
fight against weeds and 43
fight against which was 122
fight against white men 139
fight against women and 193
fight between angels and 121
fight between arabs and 60
fight between arthur and 111
fight between berry and 42
fight between black and 367
fight between burns and 49
fight between china and 46
fight between david and 990
fight between father and 765
fight between george and 46
fight between gully and 85
fight between horus and 373
fight between indra and 466
fight between islam and 84
fight between israel and 114
fight between jacob and 50
fight between japan and 95
fight between labor and 573
fight between light and 397
fight between louis and 103
fight between moors and 209
fight between mother and 174
fight between paris and 59
fight between peter and 46
fight between pride and 67
fight between reason and 64
fight between right and 441
fight between russia and 232
fight between satan and 57
fight between ships and 64
fight between spain and 53
fight between state and 49
fight between white and 325
fight between white fang 92
fight between white men 169
fight eminent party and 59
fight germany rather than 46
fight together until one 129
filed against state and 56
filed exhibit would not 73
files between linux and 83
files between local and 93
filling defects which are 49
filling defects which may 53
filling material which has 51
filling several pages with 71
fills moonlit dells with 54
fills several pages with 93
final assault which was 47
final balance sheet and 133
final balance sheet for 174
final balance sheet was 62
final between italy and 56
final chapter draws out 83
final chapter gives you 53
final chapter opens with 129
final chapter shows how 287
final chapter shows that 152
final chapter shows you 50
final comment about this 138
final control rests with 78
final curtain falls and 42
final decision about all 51
final decision about any 109
final decision about each 45
final decision about going 70
final decision about her 153
final decision about his 335
final decision about how 475
final decision about its 155
final decision about our 88
final decision about that 80
final decision about them 99
final decision about this 286
final decision about using 45
final decision about who 243
final decision after all 42
final decision could not 289
final decision maker and 76
final decision maker for 107
final decision often has 54
final decision rather than 93
final decision resting with 360
final decision rests with 4272
final decision shall not 59
final decision under this 89
final decision until all 91
final decision until she 84
final decision until that 55
final decision until they 216
final decision until you 215
final decision which may 96
final decision which was 156
final decision within one 113
final decision within two 77
final decision would lie 123
final decision would not 291
final decision would then 80
final equation shows that 45
final example shows how 412
final example shows that 292
final finally float for 123
final funeral rites are 51
final funeral rites for 51
final glottal stops are 45
final journal entry for 40
final outcome could not 187
final outcome rather than 70
final outcome would not 124
final payment falls due 55
final payment shall not 134
final payment under this 466
final payment until all 42
final payment until you 67
final payment within one 86
final payment would not 52
final position rather than 78
final position where they 64
final problem which has 70
final problem which may 42
final product comes out 89
final product could not 124
final product might not 55
final product rather than 414
final product rests with 52
final product turns out 66
final product which can 87
final product which has 120
final product which may 75
final product which was 58
final product would not 225
final question about this 83
final question asked for 52
final question asked was 49
final question which has 95
final question which may 53
final question which this 49
final question which was 61
final results could not 89
final results rather than 204
final results which are 193
final results would not 151
final solution could not 43
final solution rather than 87
final solution which was 56
final stumbling block was 73
final success could not 59
final verdict could not 42
final verdict rests with 59
final victory could not 125
final victory rests with 55
final victory which was 54
final victory would not 94
final written warning and 93
final written warning for 135
final written warning may 47
finding everything quiet and 42
finding herself alone and 253
finding herself alone for 56
finding herself alone she 42
finding herself alone with 1185
finding herself faced with 73
finding herself under his 64
finding herself where she 85
finding himself again and 50
finding himself alive and 40
finding himself alone and 297
finding himself alone for 51
finding himself alone with 2227
finding himself beset with 112
finding himself borne off 56
finding himself every day 92
finding himself faced with 296
finding himself growing old 98
finding himself under any 78
finding himself unfit for 52
finding himself waked with 52
finding increasing favor with 100
finding shelter under that 98
finding shelter where they 54
finding storage space for 166
finds certain roles are 40
finds herself alone and 405
finds herself alone for 51
finds herself alone with 535
finds herself dancing with 71
finds herself faced with 585
finds herself falling for 236
finds herself looking for 93
finds herself running for 58
finds herself stuck with 43
finds herself telling him 40
finds herself thinking that 182
finds herself waiting for 59
finds herself wishing for 42
finds herself wishing she 85
finds herself wishing that 161
finds herself working for 42
finds herself working with 75
finds herself yearning for 52
finds himself after all 78
finds himself after death 72
finds himself after his 102
finds himself again and 376
finds himself alone and 777
finds himself alone for 46
finds himself alone with 2391
finds himself arguing with 65
finds himself armed with 52
finds himself beset with 175
finds himself bored with 51
finds himself bound and 51
finds himself bound for 44
finds himself dancing with 45
finds himself every day 54
finds himself faced with 3799
finds himself falling for 184
finds himself getting out 40
finds himself groping for 47
finds himself growing old 50
finds himself holding his 57
finds himself holding one 135
finds himself looking for 196
finds himself looking out 118
finds himself looking with 65
finds himself loses his 232
finds himself naked and 266
finds himself playing his 45
finds himself quite out 47
finds himself rather than 57
finds himself reaching out 43
finds himself running out 89
finds himself singled out 85
finds himself sitting with 45
finds himself stuck with 158
finds himself telling her 64
finds himself thinking that 295
finds himself thrown out 128
finds himself turning out 53
finds himself uneasy may 89
finds himself unfit for 62
finds himself waiting for 66
finds himself wishing for 92
finds himself wishing that 409
finds himself within his 40
finds himself working for 184
finds himself working with 287
finds himself worse off 164
finds himself yearning for 96
finds oneself alone and 95
finds oneself faced with 170
finds oneself thinking that 47
finds oneself wishing that 191
finds shelter under his 65
fined several times for 219
fines imposed under any 74
fines imposed under this 466
fingers clasped about her 40
fingers clasped round his 103
fingers lightly touch her 43
fingers rigidly spread out 50
fingers several times and 114
fingers slipped beneath her 144
fingers slipped beneath his 45
fingers slipped under her 99
fingers soothingly pause and 113
fingers stained black with 49
fingers started playing with 40
fingers stopped playing with 41
fingers tighten about his 57
fingers together again and 58
fingers together beneath his 40
fingers together under her 70
fingers together under his 199
fingers together until they 113
fingers wrapped about her 59
fired several shots and 563
fired several shots but 127
fired several shots that 124
fired several shots with 410
fired several times and 250
fired several times but 60
fired several times for 85
fired several times with 160
firms against which one 50
firms against which they 63
firms control nearly all 40
firms employing fewer than 1377
firms located within its 47
firms merrill lynch and 45
firms operating within its 107
firms operating within them 61
firms produce goods and 290
firms produce goods for 40
firms produce goods that 147
firms producing goods and 228
firms producing goods for 145
firms producing goods that 270
firms producing parts and 45
firms provide goods and 50
firms providing goods and 94
firms supplying goods and 148
first absorbing water and 48
first academy award for 769
first account which was 48
first address after his 40
first african slave was 42
first against china and 107
first against egypt and 92
first against japan and 52
first against russia and 67
first against spain and 486
first allusion which had 40
first anxiety after his 66
first appeared about one 41
first appeared about ten 70
first appeared about this 47
first appeared about two 105
first appeared after his 499
first appeared happy and 41
first appeared under his 253
first appeared under its 76
first appeared under that 203
first appeared under this 153
first arrival looks out 51
first arrival shook his 74
first arrival times are 69
first arterial blood gas 68
first article about her 43
first article about him 60
first article began with 48
first article opens with 49
first article under this 42
first article which met 60
first article which they 47
first article which was 81
first assault could not 46
first assault waves hit 40
first attacks arose out 58
first attacks could not 52
first attempt could not 78
first attempt which had 134
first attempt which has 503
first attempt which was 216
first attempt would not 79
first balance sheet and 45
first balance sheet for 40
first balance sheet was 80
first becomes aware that 811
first becomes aware with 151
first becomes liable for 74
first becomes truly dear 87
first between china and 231
first between egypt and 43
first between israel and 151
first between mother and 41
first between russia and 99
first between spain and 95
first birthday after her 69
first birthday after his 50
first birthday party and 173
first birthday party for 239
first birthday party she 55
first birthday party that 120
first birthday party was 158
first briefly point out 86
first british blood was 79
first british treaty with 102
first brought about that 47
first brought about this 139
first brought order out 146
first brought under his 223
first brought under one 193
first brought under our 208
first brought white men 139
first buildings would not 89
first cabinet meeting and 91
first cabinet meeting that 177
first cabinet meeting was 162
first catholic author that 47
first century after all 93
first century after his 229
first century after its 524
first century after our 71
first century after that 113
first century began with 236
first century books and 45
first century calls for 70
first century could not 187
first century could see 64
first century draws near 144
first century might not 71
first century opens with 51
first century rather than 344
first century shows that 114
first century until now 103
first century which has 45
first century which was 53
first century would not 156
first century would see 71
first chapter began with 108
first chapter ended with 53
first chapter gives you 52
first chapter house was 54
first chapter opens with 607
first chapter rather than 41
first chapter shows how 168
first chapter shows that 395
first chapter tells how 126
first circuit court was 151
first clasped hands that 60
first clasped round her 53
first cleavage plane and 153
first cleavage plane has 53
first cleavage plane may 53
first college class was 163
first college teaching job 195
first company which was 50
first concern after his 48
first concern right now 47
first congress began its 87
first congress could not 43
first congress which had 41
first congress which met 360
first congress which sat 555
first congress which was 48
first consult orange and 71
first contact point for 229
first contact point with 83
first control group was 97
first control point and 82
first council meeting was 273
first country dance was 42
first country visit had 53
first country where they 46
first country where this 63
first country which had 44
first country which has 132
first cousins could not 70
first cousins rather than 176
first cricket match was 73
first customs house was 50
first decades after his 113
first decades after its 220
first decimal place and 119
first decimal place are 46
first decimal place for 62
first decision taken was 57
first decision which has 56
first deducting title and 285
first dialogue opens with 42
first dignity given him 55
first division which had 42
first egyptian takes his 44
first elected under this 1225
first election after his 119
first election after its 70
first election after this 63
first election under its 64
first election under that 54
first election under this 1686
first election which was 48
first element rather than 43
first element which was 41
first episode after age 45
first episode began with 45
first episode opens with 62
first equation above and 51
first equation gives and 97
first equation shows that 1042
first eternal thinking being 367
first european author who 97
first european nation that 183
first european nation who 110
first european people who 58
first european power that 43
first european ships that 181
first european woman they 40
first european woman who 92
first example above and 56
first example above can 55
first example shows how 1181
first example shows that 1067
first example shows two 99
first example shows you 91
first example under this 81
first example which has 94
first excited level and 228
first excited level has 41
first excited singlet and 326
first excited state and 1920
first excited state are 489
first excited state can 297
first excited state for 697
first excited state has 862
first excited state may 60
first excited state was 309
first excited state with 708
first exploring party that 50
first faculty meeting and 46
first faculty meeting that 107
first faculty meeting was 79
first faltering steps and 141
first fateful meeting with 131
first federal funding for 118
first federal funds for 99
first federal grant for 78
first federal judge for 90
first fifteen lines are 44
first fifteen months and 69
first fifteen pages are 46
first flocked about him 77
first following working day 505
first foreign ruler who 167
first foreign visit was 56
first fortune shall set 46
first freight train out 43
first freight train that 138
first gathered about him 42
first gathered round him 210
first general appeal for 59
first general court met 41
first general court was 213
first general meeting and 185
first general meeting for 178
first general meeting that 48
first general meeting was 711
first general meeting with 53
first general method for 115
first general order was 49
first general point that 44
first general sales tax 57
first general store and 130
first general store was 129
first general synod was 97
first genuine smile she 223
first graders could not 60
first grocery store was 49
first halfway house for 63
first hundred miles and 55
first hundred pages and 89
first hundred pages are 149
first hundred pages that 50
first hundred people you 91
first hundred yards and 47
first hundred yards was 51
first husband after her 43
first husband after she 56
first husband could not 130
first husband rather than 42
first husband until she 48
first husband while she 40
first husband would not 76
first impetus which they 51
first impulse often was 53
first impulse under that 91
first impulse which had 67
first impulse which led 94
first impulse which was 58
first impulse would not 90
first islamic state and 43
first islamic state was 78
first journal entry for 91
first journal entry was 48
first journey alone with 73
first language could not 42
first language learning and 149
first language rather than 163
first language while they 76
first lecture after his 51
first lessons which are 47
first lessons which they 47
first letters after his 87
first letters spell out 79
first lutheran synod was 49
first machine which was 69
first magical hints and 66
first marriage could not 119
first marriage ended and 71
first marriage ended with 90
first marriage lived with 95
first marriage rates and 73
first marriage rates for 122
first marriage rather than 73
first marriage until they 46
first marriage which had 69
first marriage which was 97
first marriage would not 53
first masonic lodge was 159
first measures after his 62
first measures taken for 44
first measures taken was 128
first message after his 51
first message which had 40
first message which was 97
first miracle jesus did 41
first miracle which our 45
first miracle which was 42
first moments after death 125
first moments after her 77
first moments after his 145
first moments after she 59
first moments after they 53
first moments alone with 51
first mystery novel was 48
first national award for 56
first national draft law 87
first national forum for 53
first national leader who 64
first national league team 143
first national medal for 43
first national meeting for 50
first national meeting was 144
first national parks and 136
first national synod was 59
first natural words this 41
first nonzero digit and 229
first nonzero digit are 315
first notable change was 62
first notable event was 48
first noticed about her 83
first noticed about him 216
first noticed about two 83
first noticed about you 143
first numeral names and 141
first objects which met 290
first occasion after his 99
first occasion since his 95
first occasion which has 45
first occasion which may 43
first occasion which was 60
first offense under this 221
first officer could not 68
first officer shook his 97
first officer would not 43
first official action was 316
first official meeting and 61
first official meeting that 41
first official meeting was 373
first official meeting with 1481
first official rules for 40
first official ryder cup 51
first official talks with 66
first official title was 45
first official visit was 166
first official visit with 54
first olympic games are 61
first operating laser was 40
first overseas posting was 115
first pacific trade and 79
first parents after they 59
first parents could not 241
first passage opens with 86
first passage shows that 127
first passage times and 76
first passage times are 110
first passage times for 150
first payment comes due 64
first payment falling due 141
first payment falls due 75
first payment shall not 47
first payment under this 129
first petition which was 54
first picture books for 46
first picture shown was 47
first picture shows two 46
first picture taken with 44
first picture which had 42
first planted within them 86
first plenary meeting and 59
first plenary meeting was 90
first position argue that 96
first position holds that 210
first postage stamp was 196
first postwar meeting with 45
first primary longer than 51
first primary molar and 180
first primary molar has 76
first printed after his 89
first printed bible and 40
first printed bible was 68
first printed books and 102
first printed books are 58
first printed books had 62
first printed books that 52
first printed books with 46
first printed greek new 267
first printed under this 40
first priority rather than 104
first priority right now 141
first private meeting with 423
first problem calls for 93
first problem faced was 53
first problem which had 89
first problem which has 99
first problem which was 73
first produce proof that 41
first program which was 48
first project under this 48
first project which was 49
first quarter earnings for 40
first quarter ended with 142
first quarter rather than 45
first quarter sales for 210
first question about any 167
first question about her 90
first question about him 58
first question about his 61
first question about how 111
first question about sex 63
first question about this 114
first question about why 46
first question after his 47
first question after they 44
first question after you 52
first question asked and 42
first question asked for 140
first question asked him 194
first question asked how 85
first question asked them 91
first question asked was 1614
first question asked with 45
first question calls for 248
first question could not 116
first question people ask 398
first question posed was 132
first question rather than 54
first question shows that 84
first question turns out 43
first question under this 73
first question which any 107
first question which can 69
first question which had 164
first question which has 358
first question which may 227
first question which met 41
first question which now 92
first question which one 156
first question which she 256
first question which then 83
first question which they 110
first question which this 171
first question which was 496
first question which you 141
first question would not 154
first railway track was 58
first railway train ran 48
first rational basis for 41
first receive grace and 115
first recording under his 55
first records under his 50
first regular meeting and 65
first regular meeting each 46
first regular meeting for 231
first regular meeting was 537
first regular meeting with 48
first related about each 49
first relation shows that 139
first reliable method for 54
first research paper was 51
first research study was 52
first romance since her 93
first royalty check for 108
first royalty check was 70
first saddled horse that 178
first segment longer than 280
first segment short and 57
first service after his 55
first sessions after his 51
first settler built his 84
first seventy pages are 45
first several hours and 97
first several months and 189
first several months that 151
first several months they 41
first several steps are 42
first several times she 52
first several times that 141
first several times they 88
first several times you 175
first several weeks and 169
first several weeks that 118
first several weeks with 59
first sincere words she 72
first sixteen lines are 52
first sixteen pages are 58
first started calling him 54
first started learning how 71
first started looking for 709
first started meeting with 46
first started playing for 48
first started playing with 261
first started running for 48
first started talking with 227
first started teaching and 84
first started trading with 89
first started working and 69
first started working for 2848
first started working out 190
first started working with 4419
first started writing and 80
first started writing for 184
first started writing this 467
first stirred within him 101
first strikes broke out 61
first studied music and 84
first studied music with 321
first studied under his 332
first studies showing that 107
first studies under his 58
first stumbling block for 87
first stumbling block was 198
first subject after being 64
first subject given out 58
first subject which was 54
first success might not 41
first superior court was 54
first support group for 131
first supreme court had 43
first supreme court was 93
first surviving child was 189
first symptom noted was 64
first tablets which you 54
first tangible proof that 257
first temples comes too 48
first thirteen books are 48
first thirteen weeks and 64
first thoracic ganglia are 71
first thoracic nerve and 179
first thoracic nerve has 44
first thoracic roots are 68
first thoughts about his 52
first thoughts about this 107
first thoughts would not 43
first thousand miles and 66
first tightly bound with 43
first touched hands and 54
first traffic light and 168
first traffic light was 99
first trouble arose with 46
first unequal treaty with 97
first unmoved mover and 83
first vacation since his 43
first vagrant horde that 93
first victoria cross was 49
first victory which had 58
first village which was 52
first visible proof that 124
first visible signs that 130
first visited italy and 44
first warrant given for 54
first wartime meeting with 75
first weighed empty and 114
first welland canal was 85
first western novel and 48
first witness sworn was 52
first written above and 134
first written rules for 89
fishing grounds rather than 60
fishing grounds where they 156
fishing grounds which are 233
fishing grounds which had 45
fishing vessels could not 92
fishing vessels shall not 573
fishing vessels which are 335
fishing vessels which had 310
fishing vessels would not 74
fishing village about two 47
fishing village could not 53
fishing village known for 106
fishing village rather than 49
fishing village where she 218
fishing village where they 304
fishing village where you 208
fishing village which had 113
fishing village which has 311
fishing village which was 218
fixed amounts which they 51
fixed between floor and 42
fixed between heaven and 119
fixed between today and 72
fixed capital costs and 354
fixed capital costs are 292
fixed capital costs for 135
fixed capital costs per 130
fixed capital goods and 423
fixed capital goods are 344
fixed capital goods that 107
fixed capital lasts for 169
fixed capital rather than 187
fixed capital stock and 930
fixed capital stock are 111
fixed capital stock for 338
fixed capital stock has 115
fixed capital stock per 410
fixed capital stock was 195
fixed capital which are 155
fixed capital which can 252
fixed capital which does 305
fixed capital which had 41
fixed capital which has 324
fixed capital which they 45
fixed capital which was 74
fixed capital would not 94
fixed certain times for 59
fixed charges could not 99
fixed charges rather than 108
fixed charges which are 493
fixed charges which can 129
fixed charges which may 46
fixed charges would not 45
fixed dilated pupil and 161
fixed dilated pupil may 54
fixed effects model and 508
fixed effects model are 226
fixed effects model can 182
fixed effects model does 139
fixed effects model for 459
fixed effects model that 140
fixed effects model using 48
fixed effects model was 221
fixed effects model with 522
fixed effects rather than 50
fixed exchange rates and 16542
fixed exchange rates are 3440
fixed exchange rates but 746
fixed exchange rates can 1188
fixed exchange rates did 185
fixed exchange rates does 147
fixed exchange rates for 1694
fixed exchange rates had 804
fixed exchange rates has 784
fixed exchange rates lead 95
fixed exchange rates led 129
fixed exchange rates may 800
fixed exchange rates set 146
fixed exchange rates than 383
fixed exchange rates that 1687
fixed exchange rates this 177
fixed exchange rates was 2638
fixed exchange rates with 3016
fixed highest price for 44
fixed location where you 342
fixed maximum price for 174
fixed maximum rates for 266
fixed minimum price and 115
fixed minimum price for 490
fixed minimum rates for 195
fixed minimum wages and 470
fixed minimum wages for 629
fixed nominal value and 47
fixed nominal wages and 119
fixed objects could mean 45
fixed operating costs and 524
fixed operating costs are 706
fixed operating costs for 163
fixed operating costs per 143
fixed operating costs that 110
fixed overhead costs and 680
fixed overhead costs are 1698
fixed overhead costs can 59
fixed overhead costs for 329
fixed overhead costs per 171
fixed overhead costs that 182
fixed overhead rates are 109
fixed pattern noise and 198
fixed pattern noise due 189
fixed rotation fixed and 71
fixed thoughts either for 99
fixes minimum wages for 65
flame chiefly broke out 47
flame revolving every way 43
flame rigidly fleeing its 43
flaming letters which are 40
flaming scarlet coats and 45
flask several times with 380
fleet creature would fly 64
flesh against flesh and 104
flesh against flesh was 59
flesh becomes tough and 49
flesh together shall see 57
flies between heaven and 46
float between heaven and 241
flock gathered round her 112
flood control could not 42
flood control plans and 44
flood control plans for 175
flood control rather than 134
flood control works and 708
flood control works are 276
flood control works for 135
flood control works that 96
floor against which they 44
floor bedroom where she 102
floor coverings which are 97
floor several times and 126
floor several times with 183
flour mixture until all 46
flowing between anode and 42
flowing crystal never gin 43
flowing loosely about her 48
flowing rapidly under its 66
flown several times with 41
flows between banks and 41
flows between china and 341
flows between firms and 161
flows between japan and 361
flows between people and 44
flows between rural and 124
flows between urban and 64
flows outside tubes and 57
fluid balance chart and 119
fluid becomes mixed with 62
fluid between blood and 217
fluid between cells and 70
fluid material which has 54
fluid process rather than 85
fluid protein level may 62
fluid protein level was 51
foaming straits shall bear 42
focal adhesion sites and 60
focus towards which all 127
folds tightly about his 125
folly violated every law 348
fonts include times new 135
fooling herself about her 44
fooling himself about his 63
force against egypt and 45
force against force and 152
force against israel and 45
force against others and 102
force against people who 149
force against russia and 53
force against which all 134
force against which his 70
force against which man 125
force against which one 148
force against which our 55
force against which she 147
force against which they 347
force against which this 45
force against which you 55
force against women and 70
force becomes weaker and 42
