face centered cubic and 203
feet abruptly under his 68
feet directly above them 50
feet slightly apart and 1524
feet slightly apart for 107
feet slightly apart with 65
feet slightly spread and 51
feet slightly wider than 780
feet somewhat apart and 44
feet terribly burnt with 82
fell directly after with 60
fell directly under his 40
fell entirely under his 81
fell entirely within his 49
fell properly within its 68
fell slightly below that 97
fell squarely within this 73
felt bitterly sorry for 74
felt confused about her 127
felt confused about his 73
felt confused about how 86
felt curiosity rather than 48
felt curiously happy and 80
felt curiously light and 66
felt doubtful about his 74
felt enormous guilt for 66
felt entirely alone and 43
felt fearfully sorry for 50
felt honestly sorry for 50
felt hopeless about her 111
felt hopeless about his 104
felt horrible about that 42
felt horribly alone and 55
felt horribly sorry for 94
felt insecure about being 42
felt insecure about her 244
felt insecure about his 444
felt misgivings about his 43
felt positive about being 62
felt positive about her 71
felt positive about his 82
felt positive about this 60
felt reassured about his 61
felt relieved about that 83
felt relieved after this 45
felt relieved knowing that 174
felt relieved rather than 134
felt sheepish about his 40
felt slightly dizzy and 202
felt slightly faint and 48
felt slightly giddy and 42
felt slightly sorry for 187
felt slippers which she 54
felt somebody shaking him 95
felt somebody touch him 43
felt somewhat dizzy and 46
felt somewhat sorry for 299
felt somewhat stiff and 61
felt somewhat uneasy and 60
felt somewhat uneasy with 58
felt strangely alone and 88
felt strangely alone with 67
felt strangely empty and 153
felt strangely happy and 102
felt strangely light and 171
felt strangely moved and 47
felt strangely quiet and 41
felt strangely sorry for 131
felt strangely tired and 88
felt strangely uneasy and 48
felt suddenly alone and 161
felt suddenly brave and 78
felt suddenly dizzy and 222
felt suddenly dizzy with 45
felt suddenly empty and 73
felt suddenly faint and 175
felt suddenly giddy and 67
felt suddenly happy and 111
felt suddenly light and 108
felt suddenly naked and 82
felt suddenly small and 141
felt suddenly sorry for 543
felt suddenly strong and 62
felt suddenly tired and 390
felt terrible about all 59
felt terrible about being 68
felt terrible about her 141
felt terrible about his 118
felt terrible about how 84
felt terrible about lying 42
felt terrible about not 157
felt terrible about that 757
felt terrible about this 257
felt terrible guilt for 45
felt terribly alone and 439
felt terribly small and 91
felt terribly sorry for 2100
felt terribly tired and 149
felt troubled about her 66
felt unfairly singled out 45
fifth cervical nerve and 61
fifth slightly longer than 206
file cabinets bulging with 51
file cabinets lined one 145
file containing names and 271
file contains fewer than 48
file contains lines that 106
file contains names and 69
file petitions which they 89
file selection dialog box 1443
file selection dialog that 46
filing cabinets lined one 56
fill fortress monroe with 48
fill positions which are 61
fill specific needs and 43
film detection method for 334
film director david lean 60
film director fritz lang 317
film director known for 53
film director spike lee 603
film industry could not 231
film industry rather than 109
film industry since its 65
film industry which had 87
film industry which has 112
film industry which was 122
film industry would not 112
film magazine sight and 120
film saturday night and 86
film stretching which can 62
film thickness rather than 40
film thickness which can 62
find abundant cause for 382
find abundant proof that 762
find abundant reason for 335
find abundant scope for 296
find abundant themes for 97
find adequate funds for 117
find adequate housing and 101
find adequate housing for 136
find adequate reason for 72
find adequate scope for 140
find adequate space for 140
find adequate words for 192
find adoptive homes for 233
find american types then 141
find breakfast waiting for 49
find concepts mingled with 48
find concepts which are 46
find convincing proof that 213
find definite proof that 114
find distinct words for 54
find elements which are 117
find enclosed check for 77
find everyone waiting for 47
find evidence proving that 40
find evidence showing that 164
find examples showing that 99
find examples where they 60
find examples where this 139
find examples which are 111
find financial backing and 40
find financial backing for 356
find husbands looking with 41
find immediate favor with 46
find included nearly all 61
find intriguing about this 45
find materials which are 91
find mischief still for 62
find ordinary people who 40
find passages which are 181
find passages which may 42
find patterns which are 51
find personal growth and 49
find positions where they 44
find positive proof that 149
find probable cause and 48
find probable cause for 159
find probable cause that 313
find problems which are 61
find religious people who 40
find salvation after his 52
find security holes and 46
find solutions rather than 144
find solutions which are 448
find solutions which can 53
find specific facts and 45
find specific forms for 55
find specific words and 55
find suitable books for 67
find suitable clothing for 41
find suitable forms for 65
find suitable homes and 47
find suitable homes for 300
find suitable housing and 64
find suitable housing for 168
find suitable lodging for 47
find suitable mates for 125
find suitable music for 44
find suitable names for 185
find suitable people for 75
find suitable posts for 48
find suitable rooms for 51
find suitable sites for 514
find suitable space for 76
find suitable spots for 63
find suitable terms for 54
find suitable wives for 64
find suitable words for 196
find valuable teaching and 108
find yourself again and 86
find yourself alone and 251
find yourself alone for 61
find yourself alone with 678
find yourself arguing with 250
find yourself begging for 57
find yourself beset with 60
find yourself bored with 77
find yourself bound for 50
find yourself choking with 82
find yourself dancing with 40
find yourself faced with 2099
find yourself falling for 75
find yourself falling off 101
find yourself feeling and 47
find yourself feeling sad 99
find yourself feeling that 523
find yourself feeling this 94
find yourself gasping for 152
find yourself getting all 111
find yourself getting off 94
find yourself getting out 167
find yourself getting too 153
find yourself groping for 134
find yourself growing and 45
find yourself growing old 56
find yourself happy with 62
find yourself headed for 101
find yourself huffing and 42
find yourself hungry for 47
find yourself hunting for 50
find yourself lashing out 56
find yourself liable for 115
find yourself looking for 1320
find yourself looking out 283
find yourself nodding off 130
find yourself playing with 104
find yourself praying for 110
find yourself praying that 180
find yourself putting off 147
find yourself reaching for 548
find yourself reaching out 175
find yourself reacting with 82
find yourself right now 119
find yourself rooting for 141
find yourself running for 46
find yourself running low 59
find yourself running out 1375
find yourself seated with 62
find yourself seeking out 76
find yourself setting out 57
find yourself sitting with 107
find yourself smiling and 78
find yourself speaking with 54
find yourself staring out 115
find yourself stuck and 57
find yourself stuck for 133
find yourself stuck with 557
find yourself talking too 81
find yourself talking with 224
find yourself thinking and 128
find yourself thinking how 59
find yourself thinking that 1946
find yourself thinking things 106
find yourself thinking this 91
find yourself thinking you 120
find yourself tired and 70
find yourself tossing and 88
find yourself under its 67
find yourself until you 115
find yourself waiting for 502
find yourself walking out 70
find yourself walking with 43
find yourself where you 254
find yourself wishing for 318
find yourself wishing that 897
find yourself wishing they 62
find yourself wishing you 676
find yourself working and 47
find yourself working for 536
find yourself working long 115
find yourself working out 42
find yourself working too 94
find yourself working with 1509
find yourself worse off 167
find yourself writing for 76
find yourself writing that 62
find yourself yearning for 149
fine abrasive mixed with 47
fine abrasive paper and 171
fine artistic feeling and 103
fine artistic sense and 87
fine artistic taste and 149
fine baritone voice and 355
fine beautiful ships them 63
fine branches which are 56
fine changeable green and 61
fine children round them 47
fine christian people who 44
fine christian woman and 53
fine christian woman who 61
fine critical sense and 47
fine crystals which are 87
fine cultured women who 50
fine dramatic power and 48
fine dramatic sense and 51
fine droplets which are 107
fine garments which are 54
fine granules which are 280
fine incisions within them 48
fine literary sense and 64
fine literary skill and 44
fine literary style and 181
fine literary taste and 626
fine materials which are 64
fine melodious voice and 40
fine parallel lines are 96
fine parallel lines that 40
fine particle sizes and 82
fine particle sizes are 87
fine passages which lie 130
fine physical shape and 63
fine platinum wires are 83
fine prospect which you 145
fine reception rooms and 52
fine resonant voice and 45
fine specimen which was 80
fine speeches about them 57
fine strainer lined with 85
fine textured soils and 206
fine textured soils are 173
fine textured soils with 208
fine virginian stock and 98
fine wrinkles about her 51
fine wrinkles about his 43
finger pressure rather than 100
finger slightly longer than 77
fire actually breaks out 105
fire actually broke out 145
fire conversing neatly and 41
fire fighters could not 80
fire glimmering about his 60
fire purifies water all 65
fire suddenly breaks out 58
fire suddenly broke out 828
fire suddenly burst out 71
firing suddenly broke out 184
firm believer where his 53
firm decisions about how 57
firm economic basis and 60
firm economic basis for 220
firm employed fewer than 54
firm evidence either way 293
firm evidence showing that 41
firm financial basis and 136
firm financial basis for 154
firm financial footing and 245
firm financial footing for 113
firm formation rates and 64
firm formation rates are 99
firm increases above that 44
firm physical basis for 44
firm probably would not 100
firm produces goods and 52
firm produces where its 58
firm specific rather than 49
fish processing plant and 118
fish processing plant was 67
fish products which are 68
fits squarely within this 201
five airborne warning and 83
five articles which are 98
five branches which are 44
five chapters which are 116
five chapters which deal 196
five children about her 41
five children after her 74
five children could not 205
five children lived with 121
five children nearly all 54
five children rather than 91
five children under age 322
five children under six 208
five children under ten 392
five children which she 46
five children while her 70
five children while she 44
five children would not 94
five churches within its 40
five counties which had 68
five couriers after him 64
five distinct steps that 43
five divisions under his 49
five divisions which are 63
five divisions which had 61
five economic tests for 80
five elements which are 641
five families moves each 45
five families which are 45
five families which had 94
five functions which are 58
five hydrogen atoms are 52
five justices ruled that 178
five justices shall sit 52
five mentioned above and 43
five merchant ships and 273
five mountain ranges and 77
five nautical miles east 44
five nautical miles off 130
five nautical miles per 135
five parallel lines and 71
five passenger touring car 97
five patients could not 41
five possible meanings for 91
five possible sites for 164
five potential sites for 151
five pregnant women who 117
five questions about each 247
five questions about how 115
five questions about this 91
five questions which are 167
five questions which had 112
five questions which you 207
five questions would you 57
five segments which are 137
five senators voted for 370
five soldiers armed with 139
five soldiers under him 127
five straight games and 136
five tomorrow morning and 41
five variables which are 201
five vertebrae which are 101
five villages under his 41
five villages which are 71
five villages which had 48
fixing adequate rates for 58
fixing definite terms for 41
fixing interest rates and 53
fixing problems after they 54
fixing problems rather than 66
flag followed trade and 54
flat bottomed boats and 116
flat bottomed boats for 44
flat circular plate with 286
flat epithelial cells and 117
flat epithelial cells are 61
flat epithelial cells with 205
flat surfaces rather than 117
flat surfaces which are 329
flat surfaces which can 57
flow analysis shows that 121
flow backward rather than 142
flow equations which are 125
flow injection method for 129
flow patterns rather than 107
flow patterns which are 420
flow patterns which can 70
flow patterns which may 84
flow problems rather than 43
flow problems which are 165
flow velocity field and 49
flow velocity rather than 196
flung backward feeling for 44
flying american flags and 48
flying directly above our 163
flying machines which are 82
folk medicine rather than 44
folk tradition rather than 233
folk tradition which was 52
fond affection which she 62
font selection dialog box 340
food articles which are 223
food consumed rather than 49
food consumer goods and 105
food containing sugar and 48
food elements which are 470
food fluttering about him 88
food gatherers rather than 76
food industry could not 128
food industry found that 45
food industry rather than 135
food industry which are 41
food industry which has 195
food materials which are 935
food materials which can 61
food materials which may 64
food materials which they 158
food probably would not 45
food processing firms and 101
food processing firms are 99
food processing firms that 88
food processing plant and 438
food processing plant can 46
food processing plant for 56
food processing plant has 52
food processing plant that 156
food processing plant was 107
food processing rather than 59
food processing units and 68
food processing units are 49
food products could not 177
food products rather than 327
food products thereof are 292
food products under its 93
food products which are 2830
food products which can 141
food products which had 135
food products which may 97
food products which they 162
food products would not 113
food required daily for 50
food reserves which are 86
food reserves which can 41
food security rather than 259
food shortage rather than 123
food shortage which had 58
food shortage which has 86
food shortage which was 94
food shortage would not 40
food situation could not 54
food situation which has 56
food situation which was 55
food situation would ease 42
food supplies could not 698
food supplies often ran 45
food supplies rather than 139
food supplies running low 130
food supplies running out 40
food supplies which are 200
food supplies which can 46
food supplies which had 234
food supplies which they 218
food supplies which was 47
food supplies would not 166
food supplies would run 62
food vacuoles which are 62
fool yourself about that 280
foot soldiers armed with 1794
foot soldiers could not 319
foot soldiers rather than 113
foot soldiers under his 56
foot soldiers would not 119
fore halyards would bring 46
form aluminum oxide and 169
form carbides which are 66
form carbonic oxide and 47
form carbonic oxide gas 96
form channels which are 95
form chemical bonds and 141
form chemical bonds with 1672
form clusters which are 191
form colonies which are 306
form compound words and 105
form concealed beneath his 51
form concepts which are 122
form connecting links with 278
form contains space for 195
form contract which set 184
form covalent bonds and 308
form covalent bonds are 59
form covalent bonds with 6860
form covalent links with 192
form covalent rather than 115
form crystals which are 302
form daughter cells that 43
form definite angles with 41
form definite plans for 77
form definite salts with 109
form deposits which are 49
form elements which are 42
form emotional bonds with 249
form hydrated metal ions 128
form hydrogen bonding with 112
form hydrogen bonds and 1044
form hydrogen bonds are 199
form hydrogen bonds that 174
form hydrogen bonds with 15546
form includes space for 116
form intimate bonds with 224
form mentioned above and 40
form micelles which are 50
form multiple bonds with 322
form networks which can 46
form nucleation sites for 65
form patterns which are 278
form patterns which can 47
form personal bonds with 66
form pictures which can 55
form plexuses which lie 108
form products which are 323
form products which can 47
form provided space for 86
form provides space for 756
form silicate cores and 55
form solutions exist for 134
form solutions which are 390
form somewhat later than 47
form straight lines and 151
form straight lines with 103
form suitable either for 43
forth detailed plans for 53
forth detailed rules for 145
forth exertions which they 40
forth grateful fumes and 44
forth probable cause for 41
forth redounding smoke and 234
forth silently moral and 72
forth specific facts that 176
forth specific goals and 80
forth specific rules for 113
foul contending rebel and 125
foul dishonor shade his 43
four adaptive modes and 46
four adaptive modes are 51
four airborne warning and 52
four american ships and 44
four american ships had 95
four american women who 100
four articles which had 59
four branches which are 81
four brigades under his 42
four calendar months and 52
four caravels laden with 59
four caravels which had 85
four caravels which lay 69
four cardinal faces are 94
four cardinal signs and 80
four cardinal signs are 54
four chapters which are 165
four chapters which deal 316
four chemical bases that 99
four children about her 70
four children after her 92
four children after that 57
four children could not 206
four children girls and 45
four children lived with 135
four children rather than 119
four children under age 268
four children under six 283
four children under ten 204
four children waiting for 46
four children which she 59
four children while her 80
four children while she 66
four children would not 78
four chlorine atoms and 70
four chlorine atoms are 109
four chlorine atoms per 93
four colonies which had 44
four concepts which are 88
four concluding lines are 93
four congruent sides and 125
four counties which are 42
four covalent bonds and 185
four covalent bonds are 125
four covalent bonds per 60
four covalent bonds with 582
four cultural zones for 46
four cylinder engine and 99
four cylinder engine was 48
four cylinder engine with 225
four daughter cells are 200
four daughter cells each 65
four daughter cells with 75
four distinct parts that 102
four distinct steps that 50
four distinct terms and 43
four distinct types and 46
four distinct types are 153
four distinct zones that 42
four divisions rather than 40
four divisions under his 114
four divisions which are 85
four divisions which had 102
four electron pairs and 84
four electron pairs are 119
four elements could not 54
four elements rather than 70
four elements which are 767
four elements which can 107
four elements which had 43
four equations above are 49
four equations shows that 54
four equations which are 92
four equations which can 81
four essential steps for 50
four examples above are 52
four examples which are 46
four families which are 58
four families which had 49
four frigates under his 42
four functions which are 97
four hydrogen atoms and 1021
four hydrogen atoms are 1006
four hydrogen atoms being 40
four hydrogen atoms can 125
four hydrogen atoms each 44
four hydrogen atoms for 76
four hydrogen atoms has 41
four hydrogen atoms lie 43
four hydrogen atoms per 146
four hydrogen atoms that 196
four hydrogen atoms with 91
four hydrogen bonds and 68
four hydrogen bonds are 56
four hydrogen bonds per 62
four hydrogen bonds with 168
four infantry corps and 51
four justices agree that 71
four justices found that 98
four justices ruled that 117
four languages which are 70
four majority ruled that 46
four materials which are 60
four mentioned above and 74
four mentioned above are 194
four merchant ships and 348
four mountain ranges and 57
four nautical miles and 97
four nitrogen atoms and 156
four nitrogen atoms are 122
four officers above him 66
four oklahoma banks with 51
four original casts are 40
four overlaid tints and 94
four parallel lines are 44
four parallel lines with 58
four passages which are 70
four pictures which are 74
four positions which are 56
four possible bases for 100
four possible cases are 137
four possible cases for 149
four possible cases that 105
four possible forms for 64
four possible meanings for 108
four possible plans for 58
four possible roles for 76
four possible sites for 133
four potential sites for 215
four pregnant women who 42
four problems which are 66
four products which are 43
four projects which are 46
four protruding fingers and 83
four quarters rather than 44
four quarters which are 73
four questions about any 52
four questions about each 166
four questions about how 59
four questions about this 73
four questions which are 197
four questions which may 43
four questions which you 70
four reception rooms and 70
four relations which are 42
four segments which are 94
four senators voted for 46
four sentence types are 46
four separate calls for 43
four separate parts and 62
four separate rooms and 60
four separate times and 68
four separate times for 60
four separate times with 48
four sergeants about his 216
four servants taken out 121
four sixteenth notes and 44
four soldiers armed with 95
four specific goals for 42
four specific steps that 47
four spectral bands and 60
four straight games and 250
four straight games for 89
four straight lines and 261
four straight lines are 250
four straight lines can 78
four straight lines that 564
four straight lines with 58
four straight sides and 180
four subjects which are 102
four subunits which are 50
four sustaining angels are 52
four triangular faces and 245
four triangular sides and 55
four triangular sides that 62
four variables which are 232
four variables which can 55
four variables which may 43
four vertical lines and 106
four vertical lines are 88
four vertical lines with 54
four villages which are 63
four villages which had 40
free aldehyde group and 88
free bimonthly issue you 75
free carriers which are 51
free chlorine reacts with 61
free chlorine which may 47
free citizens rather than 69
free covenant bonds and 82
free covenant bonds are 60
free economic zones and 224
free economic zones are 107
free education which has 71
free education would not 60
free elections could not 160
free elections rather than 91
free elections which are 48
free elections within six 68
free elections within two 74
free elections would bring 50
free elections would not 122
free electron fermi gas 177
free electron laser and 77
free electron laser was 44
free electron model and 192
free electron model are 59
free electron model can 68
free electron model for 191
free electron model was 43
free electron model with 92
free electron value and 47
free electron value for 75
free electron which has 48
free energies rather than 76
free energies which are 69
free exercise cases and 44
free exercise cases that 105
free exercise claim and 43
free exercise claim was 61
free exercise thereof and 65
free exercise thereof has 49
free hydrogen atoms and 82
free hydrogen atoms are 62
free indirect style and 404
free indirect style can 113
free indirect style that 62
free induction decay and 230
free induction decay can 59
free induction decay for 58
free induction decay was 81
free inquirer agree with 105
free interest rates and 194
free interest rates are 182
free interest rates for 46
free internal trade and 185
free interval longer than 63
free laborers working for 64
free laborers would not 75
free languages which are 63
free mountain ledge was 74
free movement rather than 79
free movement rules and 86
free movement within and 72
free movement within its 55
free movement would not 47
free planters ought not 61
free practice exams and 56
free quarters shall not 116
free radicals rather than 93
free radicals which are 1018
free radicals which can 501
free radicals which may 316
free radicals which then 142
free reserves built out 61
free response rather than 43
free services which are 48
free settlers rather than 42
free spenders often get 53
free surfaces which are 79
free survival after one 74
free survival rates and 81
free survival rates are 208
free survival rates for 425
free survival rates than 75
free survival rates with 54
free treatment would not 54
free variables which are 129
fret yourself about that 490
fringe benefits rather than 802
fringe benefits until you 87
fringe benefits which are 1380
fringe benefits which can 59
fringe benefits which may 137
fringe benefits which they 120
fringe benefits would not 180
fringe patterns which are 105
from abnormal blood and 83
from abnormal growth and 47
from absolute power and 48
from abstract rules and 43
from abstract thinking and 52
from academic books and 40
from academic press and 99
from academic staff and 51
from academic study and 84
from academic teaching and 40
from accepted norms and 183
from accepted norms are 44
from accepted social and 103
from accident rather than 243
from accounting firms and 79
from accounts given him 64
from accounts which are 109
from accounts which had 42
from acquired wants and 62
from actively looking for 46
from actively seeking out 53
from activity rather than 50
from actually working with 94
from adjacent cells and 179
from adjacent cells are 68
from adjacent farms and 86
from adjacent lands and 46
from adjacent rooms and 40
from adjacent sites and 44
from adjacent towns and 81
from adjacent units and 48
from admitted facts and 43
from admitted facts thus 103
from advanced study and 136
from advisers calls for 365
from affected point and 79
from affection comes fear 68
from affection rather than 137
from affluent homes and 86
from affluent homes are 64
from affluent homes who 44
from agencies which are 73
from aircraft noise and 98
from allocating funds for 69
from aluminum alloy and 62
from aluminum oxide and 56
from american banks and 214
from american banks that 40
from american bombs and 44
from american books and 66
from american civil war 93
from american farms and 178
from american films and 157
from american firms and 136
from american firms that 91
from american ideals and 63
from american indian and 243
from american indian art 43
from american jewry and 54
from american labor and 44
from american mines and 58
from american notes and 42
from american ports and 342
from american ports for 106
from american ports was 75
from american ports with 55
from american power and 62
from american rather than 107
from american samoa and 169
from american ships and 533
from american ships was 51
from american social and 74
from american tanks and 43
from american towns and 42
from american trade and 60
from american women and 161
from american women who 61
from ammonium salts and 269
from analysis rather than 60
from anywhere nearer than 43
from anywhere within its 47
from anywhere within that 52
from anywhere within this 50
from appendix table iii 92
from articles which are 64
from articles which had 74
from asbestos fiber and 47
from assembly lines and 99
from assigned readings and 51
from atlantic ports and 59
from atlantic ports for 99
from attempting anything but 50
from attempting anything that 151
from auditory nerve and 73
from australia could not 43
from australia found that 103
from australia rather than 70
from australia where she 73
from australia where they 82
from australia which are 46
from australia which had 57
from australia which has 53
from australia which was 70
from authority rather than 183
from authority which can 45
from backward masking and 68
from bacterial action and 96
from bacterial cells and 159
from bacterial cells that 120
from bacterial growth and 58
from bacterial growth are 49
from basaltic rocks and 63
from battered women and 78
from battered women who 67
from beautiful blood and 363
from behaviors which are 69
from belgrade hither for 61
from bethlehem steel and 69
from biblical texts and 242
from biblical texts that 95
from biblical times and 258
from bladders which they 43
from borrowed funds and 126
from borrowed money and 47
from brackish water and 158
from branches above them 142
from branches given off 66
from branches which are 75
from breakfast until two 56
from broadway shows and 124
from bronchial asthma and 236
from brussels rather than 72
from buckwheat flour and 79
from buddhist monks and 83
from buddhist texts and 75
from business cards and 163
from business cares and 359
from business dealings with 171
from business firms and 485
from business firms for 81
from business firms that 154
from business logic and 59
from business needs and 48
from business people and 181
from business people who 162
from business plans and 49
from business rather than 244
from business taxes and 95
from business trips and 48
from business units and 83
from calcutta which was 60
from campbell setting out 49
from captured ships and 126
from captured towns and 40
from carolingian times and 65
from cemetery ridge and 75
from cerebral edema and 122
from cerebral palsy and 523
from cerebral palsy are 80
from changeable winds and 84
from channels which are 50
from chemical action and 94
from chemical rather than 71
from chemical works and 62
from cherokee strip was 43
from cheyenne river and 51
from chickens which had 66
from childish habit and 59
from children older than 64
from children playing with 111
from children rather than 140
from children under age 251
from children under ten 54
from children until they 95
from christian dogma and 59
from christian ethics and 95
from christian girls they 53
from christian homes and 211
from christian homes are 53
from christian hymns and 46
from christian lands and 45
from christian rather than 56
from christian spain and 45
from christian teaching and 119
from churches where they 63
from churches which had 47
from citizens rather than 57
from climatic change and 161
from clinical cases and 124
from clinical signs and 256
from clinical trials and 998
from clinical trials are 380
from clinical trials can 88
from clinical trials for 215
from clinical trials has 115
from clinical trials may 84
from clinical trials that 1190
from clinical trials using 130
from clinical trials with 342
from collapsing under its 354
from collecting ducts and 54
from collecting funds for 63
from collecting money for 119
from collecting sales tax 85
from collecting taxes and 108
from collecting taxes for 51
from collecting twice for 45
from colleges where they 41
from colonies which had 63
from colorado springs and 337
from colorado springs was 54
from colorado springs who 52
from colorado springs with 40
from columbus after his 45
from combined action and 117
from commands which are 45
from commerce rather than 98
from committing crime and 118
from communal lands and 62
from communion until they 58
from complete chaos and 51
from complete defeat and 40
from complete poetry and 42
from computer chips and 104
from computer crime and 83
from computer files and 70
from computer games and 194
from computer vision and 75
from concepts rather than 42
from concepts which are 186
from concerns about her 50
from concerns about his 51
from concerns about how 132
from concerns about its 60
from concerns which are 49
from concrete cases and 57
from concrete facts and 106
from concrete social and 91
from conflict rather than 101
from confusion about how 73
from confusion about its 40
from connecting lines and 54
from conscious guilt and 92
from constant hunger and 56
from constant nausea and 66
from constant study and 59
from constant worry and 55
from consulting firms and 141
from consulting firms that 55
from consumer goods and 336
from contexts where they 56
from contexts which are 128
from contrary winds and 161
from converse sweet with 87
from conveyor belts and 54
from cortical cells and 66
from counsels which they 62
from counties which had 87
from coverage under both 63
from coverage under its 95
from coverage under this 226
from creatures which are 45
from criminal cases and 44
from criminal trials and 41
from criminal trials any 244
from criminal trials was 80
from critical thinking and 132
from crystals which are 46
from cultural change and 41
from cultural norms and 349
from cultural norms that 190
from cultural rather than 128
from cultured cells and 403
from cultured cells are 76
from cultured cells using 63
from cultured cells was 62
from cultured human and 45
from cultures grown for 101
from cultures grown with 56
from cultures where they 71
from cultures where this 41
from cultures which are 392
from cultures which had 169
from curiosity rather than 224
from customer needs and 70
from dangerous beasts and 85
from dangerous drugs and 72
from dangerous fumes and 43
from dangerous rocks and 44
from daylight until long 56
from daylight until ten 82
from december until may 835
from december until mid 99
from decisions about how 166
from decisions about who 46
from decisions which are 102
from deionized water and 66
from delaware water gap 315
from delivering goods and 44
from deposits older than 77
from deposits which are 164
from deprived homes and 66
from despairing women and 46
from despotic power and 68
from detailed study and 44
from detection rather than 133
from detection while you 41
from detention camps and 45
from detention under this 57
from developing plans for 61
from developing rather than 72
from diagnosis until death 156
from directly above and 251
from directly above her 138
from directly above him 128
from directly above them 85
from directly above with 47
from directly below her 46
from directly below him 54
from directly beneath him 43
from directly beneath his 42
from directly under his 48
from disabled people and 125
from disabled people who 61
from discrete depths and 64
from distinct pains and 89
from divorced homes and 119
from divorced homes are 152
from divorced homes may 48
from divorced homes with 47
from domestic abuse and 90
from domestic banks and 233
from domestic cares and 183
from domestic crude oil 121
from domestic fires and 69
from domestic firms and 267
from domestic goods and 98
from domestic labor and 74
from domestic mines and 61
from domestic needs and 48
