abide with his church for 139
armed not with lances but 47
armed them with rifles and 74
armed them with sticks and 42
armed with any weapons they 95
armed with his shield and 51
armed with long knives and 237
armed with long lances and 106
armed with long rifles and 82
armed with long sticks and 74
armed with long swords and 423
armed with new powers and 125
armed with new weapons and 65
armed with new weapons for 66
armed with old rifles and 70
armed with two cannon and 64
armed with two rifles and 51
armed with two swords and 60
armor and his shield and 59
arose that her closet was 53
arose with one accord and 77
arrow that had killed him 41
ashes and dying embers with 55
aside all her doubts and 49
aside and buy another bad 78
aside and had speech with 57
aside her own feelings and 220
aside his mad pranks and 41
aside his own feelings and 366
aside his own wishes and 112
asked and his advice was 44
asked for and sought for 74
asked for her advice and 85
asked for her number and 80
asked for her opinion and 98
asked for her opinion she 42
asked for his advice and 536
asked for his blessing and 143
asked for his clothes and 47
asked for his dinner and 42
asked for his lawyer and 73
asked for his opinion and 336
asked for his papers and 65
asked for his reasons for 102
asked for his recall and 57
asked for his release and 88
asked for its opinion and 46
asked for its return and 44
asked for our advice and 45
asked for our papers and 41
asked god for something and 65
asked god for something that 50
asked god for strength and 98
asked god for strength that 128
asked god for wisdom and 154
asked her for advice and 60
asked her how little this 40
asked her how school was 66
asked her then whether she 52
asked her was whether she 83
asked him for advice and 197
asked him for something for 58
asked him for something that 167
asked him his reasons for 350
asked him how school was 50
asked him then before them 57
asked him who taught him 60
asked him why england was 50
asked his men whether they 107
asked his old friend and 129
asked his old friend for 43
asked his old friend how 40
asked how she thought her 63
asked how she thought she 53
asked how they thought they 173
asked that she should not 64
asked that they should all 109
asked that they should not 333
asked that this should not 56
asked that you return his 43
asked them for advice and 48
asked who had helped him 46
asked who had killed them 42
asked who had struck him 80
asked who had taught her 66
asked who had taught him 118
asked who his master was 51
asked who his teacher was 49
asked who that person was 46
asked who they thought was 106
asked who this person was 84
asked why his master was 61
asked why one should not 55
asked why she should not 68
asked why she thought her 80
asked why she thought she 123
asked why she thought that 286
asked why she thought this 123
asked why they should not 434
asked why they thought that 247
asked why they thought they 194
asked why they thought this 139
asked you was whether you 40
atoms that are heavier than 44
aught but weal should that 54
aught that may attest its 84
author and his family are 42
author and his fellow men 51
author and his readers are 114
author can not accept any 80
author can not accept this 53
author can not assign his 58
author can not conceal his 48
author can not recall any 43
author can not strike out 42
author did not intend his 64
author did not intend that 89
author did not intend them 75
author did not intend this 45
author did not realize that 100
author does not accept this 91
author does not assert that 143
author does not assume any 61
author does not assume that 220
author does not conceal his 153
author does not concur with 44
author does not expect that 174
author does not forget that 196
author does not ground any 90
author does not intend for 45
author does not intend that 134
author does not intend this 40
author does not mention any 159
author does not mention his 98
author does not mention that 346
author does not mention this 131
author does not realize that 137
author does not regard this 60
author had both matter and 99
author had his reasons for 72
author had not thought that 59
author has had before him 56
author has not thought fit 49
author has now before him 60
author has read widely and 52
author has set before him 210
author has yet turned out 51
author who had parted with 59
author who has poured out 49
author who has worked for 40
avail thee not unless thou 71
avenging ire had driven out 217
avoid and not listen and 41
avoid them had always led 66
avoid war and strive for 85
avoid war with england and 54
avoid war with france and 47
avowing that his object was 46
awake and being asleep are 44
awake and was tickling his 63
award does not comply with 63
aware she was watching him 44
aware that any french law 45
aware that any person has 83
aware that any writer has 228
aware that each person has 48
aware that her brother had 72
aware that her brother was 107
aware that her cousin was 137
aware that her family was 96
aware that her feelings for 59
aware that her friend had 68
aware that her friend was 111
aware that her sister had 47
aware that her sister was 150
aware that his actions are 134
aware that his brother had 120
aware that his brother was 209
aware that his career was 85
aware that his cousin was 113
aware that his desire for 52
aware that his disease was 42
aware that his family had 65
aware that his family was 89
aware that his feelings for 68
aware that his flight was 110
aware that his friend and 47
aware that his friend had 108
aware that his friend was 342
aware that his manner was 56
aware that his master and 88
aware that his master had 40
aware that his master was 119
aware that his mission was 46
aware that his nephew had 40
aware that his passion for 55
aware that his patron and 57
aware that his pocket was 50
aware that his policy was 44
aware that his sister had 82
aware that his sister was 84
aware that his speech was 69
aware that his strength was 83
aware that his system was 41
aware that his temper was 57
aware that its actions are 56
aware that one should not 76
aware that our actions are 60
aware that our bodies are 66
aware that our troops had 61
aware that she should not 262
aware that she wanted him 87
aware that they should not 442
aware that this heresy has 49
aware that this matter has 66
aware that this opinion has 58
aware that this policy was 49
aware that you should not 139
awful and his family are 43
awful lot for someone who 42
awful was his aspect that 61
azure sky and golden sun 68
