abbey was founded by david 62
about one percent of total 491
about one quarter as large 53
about one quarter of cases 162
about one quarter of people 43
about one quarter of total 770
about one quarter of which 147
about one quarter of women 47
about one quarter of world 52
about one quarter the price 68
about one thousand of which 147
about one thousand to about 43
about our ability to adapt 44
about our ability to avoid 44
about our ability to build 41
about our ability to carry 72
about our ability to change 147
about our ability to create 88
about our ability to grasp 44
about our ability to solve 120
about our ability to stand 51
about our chances of finding 81
about our chances of getting 260
about our chances of winning 92
about our position in space 59
about six gallons of water 136
about six glasses of water 63
about six hundred of which 51
about six hundred or seven 189
about six hundred to eight 77
about six hundred to seven 73
about six millions of acres 233
about six millions of people 88
about six minutes the storm 46
about six percent of total 165
about ten degrees on either 43
about ten gallons of water 414
about ten millions of acres 44
about ten millions of miles 88
about ten millions of people 157
about ten minutes he could 40
about ten minutes he would 72
about ten minutes in front 41
about ten minutes in order 142
about ten minutes in water 53
about ten minutes in which 103
about ten minutes of driving 55
about ten minutes of quiet 41
about ten minutes of small 41
about ten minutes of talking 46
about ten minutes of waiting 63
about ten minutes of walking 127
about ten minutes on board 40
about ten minutes or until 291
about ten minutes the first 115
about ten minutes the phone 40
about ten minutes the water 42
about ten minutes the whole 110
about ten minutes to allow 60
about ten minutes to catch 52
about ten minutes to drive 101
about ten minutes to eight 231
about ten minutes to seven 377
about ten minutes to spare 193
about ten minutes to write 116
about ten percent of cases 68
about ten percent of people 97
about ten percent of total 292
about ten percent of women 48
about ten thousand in waiting 45
about ten volumes of water 53
about that because it seems 44
about that because it would 90
about that husband of yours 313
about that question the minds 80
about them unworthy of trust 64
about this because he would 52
about this because it seems 61
about this because it would 101
about this country in which 41
about this division of labor 203
about this exchange of yours 116
about this husband of yours 69
about this journey of yours 50
about this marriage at court 48
about this marriage of yours 75
about this problem in terms 112
about this problem of yours 128
about this process in order 40
about this process in terms 75
about this process of change 76
about this process of learning 41
about this project of yours 86
about this question in terms 66
about this question to favor 52
about this trouble of yours 67
about two gallons of fluid 42
about two gallons of water 557
about two glasses of water 45
about two hundred in breadth 127
about two hundred of which 255
about two millions of acres 190
about two millions of human 54
about two millions of money 72
about two millions of people 253
about two millions of souls 90
about two minutes in which 52
about two minutes or until 129
about two minutes the count 48
about two minutes to drive 44
about two minutes to spare 93
about two minutes up comes 70
about two percent of total 287
about two thousand of which 83
about two volumes of water 58
about who started the fight 44
about with buckets of water 57
above all because he could 89
above all because it gives 67
above all because it makes 47
above all because it shows 62
above all because it would 269
above and allowed to stand 96
above and between the first 102
above and between the roots 71
above and outside the world 222
above are arranged in order 42
above are subject to change 178
above his fellows in learning 95
above ten millions of people 189
above that imposed by cases 56
above two millions of people 133
above two shillings the broad 123
above was written the author 173
abuse and deceive the people 92
abuse and failure to thrive 93
abuse and measures of fraud 102
abuse and neglect in nursing 150
abuse and neglect in order 60
abuse and neglect is often 54
abuse and neglect of older 914
abuse and neglect of women 46
abuse and neglect on adult 130
abuse and neglect to child 148
abuse and neglect to which 45
abuse and torture of iraqi 60
abuse was brought to light 44
abusing his position of power 66
acids are capable of causing 70
acids are capable of forming 128
acids are present in large 122
acids are present in small 135
acids are present in varying 43
acids are soluble in water 1414
acids that contain an amino 41
acids that inhibit the growth 45
acres and furlongs of empty 59
acres are devoted to growing 58
acres are devoted to raising 50
acres are devoted to sugar 66
acted and asserts the right 43
action and duration of action 196
action and effects of drugs 87
action and mixture of light 45
action and service to others 48
action and variety of tones 51
action are subject to fixed 69
action being favored in polar 59
action for achieving the goals 64
action for damages by reason 268
action for damages in cases 68
action for damages in favor 288
action for damages in which 112
action for damages is based 45
action for damages is given 59
action for damages is pending 45
action for damages the owner 80
action for divorce in which 57
action for divorce is pending 91
action for divorce the court 55
action for failure to serve 47
action for failure to state 595
action for payment of money 46
action for slander in calling 57
action for slander of goods 56
action for slander of title 1468
action for slander or libel 646
action for violation of civil 59
action for violation of fourth 41
action had relation to anything 79
action may proceed as though 190
action that account be taken 87
action that renders the point 45
action was against the rules 45
action was allowed to stand 51
action was brought by george 88
action was brought by james 93
action was brought by thomas 65
action was brought in state 109
action was brought to quiet 54
action was limited to cases 58
action was outside the scope 58
action who desires to appeal 116
action with respect to either 44
action with respect to local 46
action with respect to others 55
action with respect to social 53
action with respect to threats 511
action with respect to which 421
action you convert my stern 587
actor for defending the cause 100
adapt and respond to change 86
adapt and respond to changing 127
adapt our conduct to human 51
adapt our tactics to every 52
added and allowed to stand 643
added and stirred in until 48
added that although he could 63
added that perhaps it would 61
admit all parties to share 42
admit that between the types 51
admit this balance of power 64
adopt and endeavor to carry 101
adopt and enforce the rules 65
adopt any religion as state 332
adopt that division of human 49
adorn and beautify the human 64
adorn and beautify the river 81
adorn and dignify the human 138
adorn and improve the state 110
after all succeed in keeping 48
after and because he would 43
after being accused of cheating 47
after being accused of killing 77
after being accused of stealing 172
after being allowed to drain 128
after being allowed to stand 501
after being awarded the nobel 161
after being brought on board 103
after being brought to court 42
after being carried in state 92
after being exposed to every 92
after being exposed to light 848
after being exposed to water 47
after being granted the right 45
after being reduced to ashes 55
after being steeped in human 128
after being steeped in water 174
after being wounded in action 302
after doing everything he could 53
after due account is taken 81
after each addition in order 59
after each addition of urine 89
after each addition of water 283
after each occasion on which 228
after each omission he would 43
after each question to allow 71
after eye removal in fetal 40
after her arrival at court 52
after her arrival at paris 69
after her arrival at saint 41
after her arrival in china 69
after her arrival in georgia 44
after her arrival in israel 64
after her arrival in italy 109
after her arrival in japan 63
after her arrival in paris 1883
after her arrival in russia 114
after her arrival in spain 103
after her majesty the queen 44
after her marriage the bride 40
after her marriage to arthur 79
after her marriage to count 69
after her marriage to david 97
after her marriage to edgar 52
after her marriage to frank 73
after her marriage to george 205
after her marriage to henry 358
after her marriage to james 189
after her marriage to louis 213
after her marriage to peter 60
after her marriage to thomas 169
after him because he would 54
after his arrival at alton 42
after his arrival at athens 118
after his arrival at cairo 97
after his arrival at court 312
after his arrival at delhi 82
after his arrival at dover 54
after his arrival at genoa 45
after his arrival at lyons 54
after his arrival at macao 64
after his arrival at milan 92
after his arrival at mount 112
after his arrival at paris 762
after his arrival at patna 43
after his arrival at point 122
after his arrival at saint 74
after his arrival at salem 139
after his arrival at santa 84
after his arrival at turin 49
after his arrival at which 61
after his arrival he asked 86
after his arrival he began 667
after his arrival he built 74
after his arrival he could 133
after his arrival he dined 106
after his arrival he found 343
after his arrival he moved 48
after his arrival he spent 54
after his arrival he spoke 46
after his arrival he still 100
after his arrival he would 100
after his arrival he wrote 1323
after his arrival in april 77
after his arrival in athens 152
after his arrival in basel 67
after his arrival in beijing 74
after his arrival in bengal 288
after his arrival in cairo 346
after his arrival in chile 95
after his arrival in china 1426
after his arrival in delhi 125
after his arrival in egypt 568
after his arrival in genoa 61
after his arrival in georgia 171
after his arrival in israel 283
after his arrival in italy 904
after his arrival in japan 1219
after his arrival in kyoto 56
after his arrival in lagos 53
after his arrival in libya 54
after his arrival in lyons 41
after his arrival in malta 71
after his arrival in march 99
after his arrival in milan 539
after his arrival in natal 123
after his arrival in paris 10739
after his arrival in persia 58
after his arrival in russia 431
after his arrival in saint 54
after his arrival in samoa 49
after his arrival in santa 182
after his arrival in spain 911
after his arrival in texas 300
after his arrival in tokyo 241
after his arrival in tunis 87
after his arrival in turin 40
after his arrival in upper 49
after his arrival in wales 93
after his arrival on board 123
after his arrival on march 40
after his arrival the first 66
after his arrival the queen 50
after his arrival the whole 45
after his ascending the throne 99
after his attempt to seize 51
after his baptism he began 56
after his decision to enter 44
after his election as first 44
after his election as leader 237
after his election as mayor 213
after his election as party 59
after his election as prime 208
after his election he began 62
after his election he would 81
after his election he wrote 111
after his election in april 42
after his election in march 50
after his election in order 46
after his failure to appear 64
after his failure to carry 54
after his failure to coerce 45
after his invasion of italy 46
after his journey to italy 177
after his marriage he began 269
after his marriage he built 61
after his marriage he found 77
after his marriage he lived 200
after his marriage he moved 296
after his marriage he never 50
after his marriage he seems 46
after his marriage he would 88
after his marriage he wrote 192
after his marriage to agnes 93
after his marriage to alice 81
after his marriage to annie 85
after his marriage to clara 69
after his marriage to eliza 65
after his marriage to ellen 54
after his marriage to emily 52
after his marriage to fanny 89
after his marriage to grace 50
after his marriage to helen 67
after his marriage to laura 54
after his marriage to marie 249
after his marriage to martha 132
after his marriage to nancy 86
after his marriage to queen 59
after his marriage to sarah 227
after his marriage to sophia 100
after his marriage to susan 66
after his parents is really 62
after his removal to paris 102
after his removal to rugby 43
after his removal to salem 40
after his seizure by joyce 63
after his seizure of power 657
after his service in world 106
after his sojourn in egypt 64
after his sojourn in italy 76
after his sojourn in paris 70
after his studies in italy 49
after his studies in paris 49
after his travels in italy 67
after his victory he would 44
after his victory in spain 100
after his victory in wales 49
after its adoption by louis 51
after its arrival in japan 52
after its arrival in paris 83
after its capture by david 46
after its decision in brown 43
after its invasion of ethiopia 45
after its removal to paris 51
after its seizure of power 343
after lip service is given 42
after long retaining the title 40
after our arrival at lyons 60
after our arrival at paris 149
after our arrival in cairo 75
after our arrival in china 56
after our arrival in japan 129
after our arrival in paris 425
after our arrival in tokyo 55
after our arrival my father 57
after our arrival on board 89
after our arrival the first 46
after our arrival the rainy 89
after our arrival the weather 79
after our arrival the whole 109
after our arrival we began 107
after our arrival we dined 77
after our arrival we drove 55
after our arrival we found 120
after our decision in brown 89
after our decision in davis 61
after our decision in evans 42
after our marriage we lived 51
after our marriage we spent 46
after our tempest at genoa 103
after she arrived in paris 112
after she entered the house 125
after she entered the white 56
after she married my father 248
after she mounted the throne 47
after she refused to marry 56
after sin entered the world 129
after ten minutes of waiting 105
after ten minutes of walking 103
after them stormed the works 64
after they appeared in print 66
after they arrived in israel 68
after they arrived in paris 151
after they crossed the river 206
after they entered the house 129
after they entered the study 58
after they entered the woods 40
after this decision the court 41
after this exchange of notes 65
after this exchange of views 78
after this imagery of sound 158
after two decades in power 43
after two decades in which 175
after two decades of civil 121
after two decades of growth 68
after two decades of rapid 166
after two decades of steady 58
after two decades of teaching 46
after two decades of working 64
after using alcohol or drugs 63
after year expanding the clearing 43
after you receive an offer 86
after you receive the first 46
again and allowed to stand 92
again and decided he would 50
again and decided it would 53
again and entered the house 48
again and mounted the horse 44
again and rewrite the whole 46
again and scatter the craft 49
again and started the engine 49
again and started to climb 42
again and started to laugh 62
again and started to write 60
again and stopped in front 56
again are outside the scope 41
again being brought to light 45
again being careful to avoid 47
again had occasion to visit 69
again had occasion to write 40
again his promise to marry 74
again his refusal in writing 66
again put himself in motion 142
again she adopted the style 113
again she repeated the words 51
again with clatter of stone 133
again with perjury in loading 64
agent can perform an action 45
agent for champion to issue 45
agent for service of legal 248
agent that brought it about 53
agent that crosses the blood 116
agree that slavery is right 44
agree with carlyle in thinking 45
agree with everything the author 67
agree with workmen to build 67
aided and abetted at every 53
aided and abetted by george 41
aided and abetted by human 50
aided and abetted by local 388
aided and abetted by others 120
aided and abetted by people 78
aided and abetted by russia 44
aided and abetted by social 47
aided and abetted by state 131
aided and abetted by white 55
aided and abetted in every 59
aided and abetted the cause 165
aided and abetted the crime 158
aided and abetted the enemy 502
aided and abetted the fraud 145
aided and abetted the growth 110
aided and abetted the killing 144
aided and abetted the nazis 47
aided his opinions by forty 49
aisle and climbed the steps 56
aisle and stopped in front 95
album was released in april 44
album was released in march 55
alder that defined the creek 45
alien with respect to whose 53
alike are devices by which 66
alive and capable of feeling 46
alive and capable of growth 93
alive and capable of working 71
alive and reduced to ashes 49
alive with flashes of light 46
alley and stopped in front 58
allow air bubbles to enter 51
allow any freedom of action 45
allow any pleasure or grief 70
allow any process or proof 147
allow any stranger to enter 78
allow for division of labor 51
allow for exchange of gases 48
allow for freedom of action 52
allow for margins of error 48
allow gas exchange to occur 60
allow her husband to marry 52
allow her husband to touch 59
allow her thoughts to drift 41
allow her thoughts to dwell 161
allow her thoughts to stray 63
allow him freedom of action 54
allow him freedom to cross 46
allow his friends to visit 42
allow his thoughts to drift 47
allow his thoughts to dwell 201
allow his thoughts to stray 49
allow its members to enter 52
allow its members to fight 43
allow its priests to marry 40
allow our barbers to serve 74
allow our fellows to marry 105
allow our friends to defeat 124
allow our thoughts to dwell 134
allow our thoughts to stray 43
allow that gravity is found 41
allow them freedom of action 118
allow this mixture to stand 63
allow this process to occur 201
allow this solution to stand 69
allow you liberty to carry 201
alone and revealed to others 129
alone are allowed to enter 85
alone are capable of causing 56
alone are capable of creating 146
alone are capable of forming 68
alone are capable of judging 116
alone are capable of putting 65
alone are capable of treating 53
alone are resisting the league 83
alone are soluble in water 121
alone are subject to blind 112
alone but millions of others 69
alone can conquer the evils 56
alone can deliver the goods 165
alone can destroy the enemy 64
alone can explain the reason 56
alone can express my sense 45
alone can furnish the basis 42
alone can inflame or quiet 66
alone can provide the basis 219
alone can provide the right 40
alone can reverse the trend 43
alone can satisfy the craving 85
alone can satisfy the human 101
alone can satisfy the hunger 78
alone can satisfy the longings 55
alone can satisfy the needs 54
alone can satisfy the wants 52
alone god granted the power 51
alone had escaped the sword 74
alone has brought to light 198
alone has strewed the rocks 57
alone that excites the pupil 46
alone that governs the world 47
alone was allowed to enter 359
alone was capable of creating 69
alone was capable of forming 59
alone was capable of holding 117
alone was capable of judging 56
alone was capable of keeping 45
alone was capable of solving 66
alone was capable of writing 50
altar was erected in front 67
alter and pervert the words 47
alter and subvert the whole 76
alter his opinions in order 78
alter its position in space 40
alter this balance of power 42
amaze and possess the souls 388
amend and improve my essay 50
amuse and deceive the people 56
amuse and relieve the reader 47
amuse and satisfy the reader 153
amuse his fellows by telling 48
anemia and failure to thrive 111
angels are dressed in white 42
angels who compose the first 43
angles are related by snell 53
angles that satisfy the bragg 298
ankle was beginning to swell 91
ankle was swollen to twice 40
anything and everything he could 560
anything and everything he likes 81
anything and everything he might 69
anything and everything he wants 96
anything and everything in order 229
anything and everything in sight 531
anything and everything in terms 64
anything and everything in which 139
anything and everything is right 51
anything and everything it could 42
anything and everything of value 113
anything and everything of which 87
anything and everything to avoid 104
anything and everything to please 80
anything and everything to which 85
anything and everything we could 137
anything bad happens to felix 42
anything can entitle the author 59
anything for himself or others 140
anything new brought to light 76
anything not subject to sense 169
anything that amounts to anything 58
anything that appeared in print 48
anything that happens in russia 70
anything that happens to occur 106
anything that relates to money 45
anything that smacked of social 45
anything that strikes my fancy 51
anything that strikes the fancy 40
anything that violated the terms 66
anything was capable of shaking 72
anything was written in blood 69
anything with respect to which 124
apart for freedom in working 71
appeal and dismiss the action 52
appeal and restore the order 54
appeal being allowed in whole 50
appeal may adjourn the appeal 68
appeal may usually be taken 40
appeal that stirred the people 53
appeal was couched in terms 70
appear and contest the claim 127
appear and testify in court 536
appear not wrapped in gloom 59
apply and entitle the buyer 93
apply this language to plans 44
apply this process to poetic 48
apply with respect to cable 57
apply with respect to cases 609
apply with respect to civil 208
apply with respect to every 960
apply with respect to gifts 115
apply with respect to goods 65
apply with respect to housing 54
apply with respect to items 50
apply with respect to sales 98
apply with respect to stock 112
apply with respect to taxes 55
argue that although the state 87
argue that because the state 41
argue that culture is today 50
argue with against the hated 81
arise and restore the kingdom 85
arise with respect to which 51
armed and excited the whole 51
armed and trained to fight 422
armed men brought the order 56
armed men dressed in black 72
armed men entered the house 176
armed men towards the loggia 49
armed with muskets or cross 207
armor and mounted the horse 55
arose and blessed the people 163
arose and entered the house 77
arose and rebuked the winds 360
arose and touched the strings 40
array and returns the value 115
aside all reliance on works 106
aside all vestige of legal 43
aside and allowed to stand 96
aside and entered the house 90
aside and stepped in front 46
aside its details in order 103
asked any question in cross 379
asked each student to write 415
asked for consent to search 141
asked for damages to cover 70
asked for freedom of action 58
asked for tablets on which 50
asked her consent to marry 80
asked her husband to allow 81
asked her husband to build 73
asked her husband to carry 99
asked her husband to drive 51
asked her husband to fetch 53
asked her husband to marry 47
asked her husband to repeat 45
asked her husband to write 46
asked her majesty the queen 40
asked her opinions on books 48
asked her parents to allow 48
asked his captors to allow 51
asked his consent to marry 42
asked his friends to carry 46
asked his friends to visit 85
asked his friends to write 45
asked its members to write 45
asked that measures be taken 193
asked that priority be given 52
asked that question on cross 44
asked that question so often 56
asked this question he would 57
asked this question in order 98
asked this question of jesus 44
asked this question so often 109
asset with respect to which 223
atlas and between the atlas 81
atoms are allowed to relax 73
atoms are arranged as shown 64
atoms are arranged in order 59
atoms are arranged in space 532
atoms are capable of forming 82
atoms are excited to state 56
atoms are soluble in water 63
atoms that compose the human 122
atone for ravages of sword 45
audit and according to which 53
author had occasion to study 69
author had occasion to visit 84
author has brought to light 201
author hath pursued the story 193
author may reserve the right 40
author met upwards of fifty 55
author was awarded the nobel 83
author was capable of writing 50
author was careful to point 67
author was invited to visit 52
author was invited to write 51
author who chooses to write 63
author who mentions the seven 84
avail are lessons of piety 44
avoid all sources of error 49
avoid being brought to action 156
avoid being drafted to fight 72
avoid being drafted to serve 44
avoid being trapped in local 132
avoid this problem by arguing 69
avoid this problem by creating 50
avoid this problem by holding 100
avoid this problem by keeping 79
avoid this problem by placing 62
avoid this problem by putting 49
avoid this problem by setting 85
avoid this problem by treating 41
avowing his purpose of armed 70
award was reduced on appeal 55
aware how useless it would 58
aware that millions of people 102
