abolishing life 95 abortions birth 45
apparent been 72 apparent were 54
appetite good 41 appetite good 100
approach used 233 approach into 107
approach into 193 approach very 89
approach well 173 approach make 85
approach much 121 approach much 84
approach much 59 approach upon 61
approach very 102 approach full 40
approach into 4419 approach very 477
approach well 766 approach when 290
approach heard 102 approach made 45
approach used 71 approach used 497
approach able 267 approach made 78
approach more 117 approach much 113
approach used 2070 approach very 422
approach well 283 approach been 185
approach used 117 approach made 106
approach been 560 approach well 239
approach well 40 approach made 233
approach used 278 approach been 149
approach made 337 approach more 103
approach most 307 approach used 8556
approach very 318 approach well 42
approach been 87 approach been 97
approach been 84 approach been 44
approach made 117 approach more 89
approach were 70 approval from 52
aqueduct city 64 archduke were 210
archduke fain 44 argument been 65
argument true 43 argument good 55
argument much 93 argument much 42
argument there 67 argument into 91
argument much 119 argument good 646
argument much 112 argument true 133
argument when 69 argument much 100
argument upon 70 argument upon 218
argument very 200 argument here 130
argument there 213 argument into 915
argument upon 79 argument fail 48
argument been 67 argument made 43
argument been 80 argument made 120
argument much 630 argument used 71
argument been 48 argument been 165
argument made 250 argument used 460
argument been 89 argument been 71
argument made 1072 argument most 45
argument used 1198 argument been 371
argument been 210 argument been 116
argument city 94 argument been 176
argument have 51 argument know 42
argument only 154 argument just 64
argument used 41 argument having 73
argument must 55 argument were 299
argument were 57 argument over 134
armament sail 79 armament been 138
armament left 167 armament from 72
armchair been 44 armchair shut 58
arrested there 48 arrested jail 472
arrested their 77 arrested trial 52
arrested paid 41 arrested their 50
artfully been 41 artfully pair 66
arthritis pain 182 articles been 53
articles from 89 articles left 200
articles lost 66 articles made 87
articles sent 134 articles used 105
articles been 346 articles been 43
artisans from 41 artisans from 41
artisans their 53 artistry into 50
artistry into 54 ascended breath 64
asperity very 160 assailed when 40
assailed more 85 assailed more 90
assailed fury 52 assailed fury 47
assailed till 127 assaults upon 159
assaults made 137 assembly till 52
assembly here 48 assembly able 100
assembly been 44 assembly been 61
assembly seen 83 assembly been 45
assembly sate 58 assembly held 58
asserted were 94 asserted from 121
asserted been 242 asserted seen 72
asserted nothing 60 asserted have 64
asserted able 121 asserted acting 86
asserted ever 79 asserted free 62
asserted made 55 asserted mere 47
asserted more 175 asserted only 299
asserted ready 67 asserted sent 40
asserted true 43 asserted very 59
asserted well 84 asserted early 90
assertion been 47 assertion good 82
assertion true 42 assertion into 64
assertion made 92 assertion made 202
assertion been 124 assisted years 62
assisted time 60 assisted those 40
associate from 186 associate more 416
associate only 87 astringent used 105
attacked been 56 attacked more 86
attacked wine 40 attacked fury 330
attacked fury 166 attacked their 41
attacked fury 621 attacked fury 463
attacked means 70 attempts from 52
attempts here 57 attempts made 205
attempts very 48 attempts made 106
attempts been 62 attempts made 5429
attempts made 75 attempts been 51
attempts been 55 attempts made 41
attempts been 114 attended time 53
attended years 147 attended time 72
attended side 45 attended other 53
attended loss 62 attended great 87
attended risk 60 attended risk 122
attention used 53 attention been 49
attention find 52 attention learn 43
attention time 117 attention been 46
attention paid 776 attention paid 78
attention years 89 attention time 76
attention years 43 attention been 45
attention paid 89 attention much 40
attention paid 5038 attention been 41
attention paid 59 attention paid 97
attention paid 1197 attention been 321
attention book 45 attention form 108
attention item 98 attention kind 81
attention part 351 attention single 364
attention type 140 attention work 65
attention spot 60 attention paid 44
attention been 80 attention done 54
attention paid 295 attention been 55
attention been 625 attention done 128
attention ever 97 attention done 51
attention paid 486 attention into 43
attention been 40 attention paid 3101
attention into 53 attention been 43
attention even 113 attention into 48
attention been 64 attention been 310
attention paid 41 attention their 111
attention from 62 attention years 70
attention time 167 attention upon 45
attested fact 134 attitude been 66
attitude well 87 attitude very 41
attitude into 41 attitude well 68
attitude from 57 attitude from 64
attitude into 125 attitude been 237
attitude been 86 attitude been 42
attitude what 50 attitude upon 67
attitude were 82 attitude were 42
attorney years 43 attorney city 124
attorney able 52 attorney just 85
attorney very 59 attorney been 64
attracts more 45 attrition only 48
audacious mien 56 audience been 61
audience back 139 audience face 61
audience know 53 audience what 597
audience what 42 audience have 42
audience know 54 audience time 99
audience much 44 audience what 641
audience will 172 audience such 121
audience been 228 audience heard 69
audience time 44 audience what 62
audience form 79 audience been 45
audience from 51 audience been 46
audience play 47 audience been 43
audience been 75 audience what 88
audience make 51 audience been 49
authority beings 44 authority like 50
authority been 41 authority their 48
authority been 61 authority from 169
authority into 56 authority upon 102
authority from 47 authority from 351
authority from 77 authority what 44
authority upon 88 authority from 50
authority from 60 authority into 55
authority done 53 authority been 56
authority fast 186 authority able 87
authority used 100 authority been 53
authority been 132 authority book 56
authority city 60 authority form 51
authority part 63 authority peer 60
authority been 134 authority come 65
authority been 43 authority been 154
authority been 50 authority were 94
authority been 59 authority been 173
authority able 98 authority been 82
authority their 53 authority held 60
authority time 49 authority great 41
