a benignant star directed the 48
a peculiarly keen interest in 96
a perfectly clear analysis of 61
a perfectly clear filtrate is 64
a perfectly fair specimen of 71
a perfectly free movement of 49
a perfectly good contract up 71
a perfectly just estimate of 139
a periodical work entitled the 42
a permanent body composed of 914
a permanent body consisting of 148
a permanent high standard of 41
a permanent tooth replaces it 40
a permanent tory majority in 94
a perpetual stir prevails in 88
a plaintiff from recovering in 103
a policeman giving evidence in 47
a political body composed of 155
a political body consisting of 73
a political move designed to 332
a political move intended to 133
a political ploy designed to 147
a political theory justifying the 49
a political tool designed to 60
a political unit composed of 41
a polynomial time algorithm is 94
a polynomial time algorithm to 368
a population more numerous in 58
a population will continue to 63
a practical joke designed to 42
a practical part consisting of 106
a precipice some hundreds of 52
a premature theory professing to 71
a principal axis parallel to 45
a principle just opposite to 54
a privilege only accorded to 61
a procedure also followed by 46
a procedure made possible by 128
a production line approach to 44
a production line consisting of 65
a production line designed to 62
a profession like medicine or 102
a profession more suitable to 44
a prominent young attorney of 58
a propriety when tendered by 63
a prudential rule intended to 62
a purchaser also acquires the 75
a qualified heir disposes of 197
a quarterly cash dividend of 177
a quickness more suitable to 41
a quitclaim deed executed by 70
a radically wrong standard of 43
a reasonable good judgment of 62
a reasonable rate constant at 58
a reasonable time interval is 46
a reasonable time operates as 929
a reasonable time pursuant to 66
a reasonable time thereafter in 114
a reasonable time thereafter the 92
a reasonable time thereafter to 389
a reasonably fair estimate of 48
a reasonably firm estimate of 55
a reasonably good coverage of 59
a reasonably good estimate of 1522
a reasonably good forecast of 57
a reasonably good imitation of 158
a reasonably good overview of 50
a reasonably good prospect of 129
a reasonably good response to 48
a reasonably good selection of 66
a reasonably good standard of 340
a reasonably high standard in 67
a reasonably high standard of 1381
a reasonably safe condition in 75
a reasonably safe condition is 48
a reasonably safe condition so 99
a reasonably safe condition to 74
a reasonably wide selection of 61
a reasonably wide spectrum of 73
a reference cell containing the 45
a reference line parallel to 82
a reflection very flattering to 77
a regulation made pursuant to 278
a relaxation time constant of 44
a reputation among students as 43
a residence more suitable to 72
a resolution will surprise no 67
a revocation made pursuant to 94
a revolution leading directly to 50
a revolution made possible by 48
a satellite dish attached to 54
a saturated steam pressure of 43
a secondary cell consisting of 43
a secondary coil consisting of 85
a secondary data analysis of 113
a secondary role compared to 175
a secondary role relative to 65
a sequential file containing the 52
a sheltered life mouldering in 72
a similarly high standard of 50
a similarly wide spectrum of 54
a simulation game designed to 49
a specified time conscious of 60
a specified time interval at 51
a specified time interval in 82
a specified time interval is 288
a specified time interval of 52
a specified time interval or 115
a specified time interval to 84
a spectacle less grateful to 87
a spectacle more beautiful to 56
a spherical body consisting of 42
a spherical wave converging on 56
a spherical wave converging to 126
a spiritual body composed of 47
a sprightly race disporting on 227
a spuriously high estimate of 74
a statement made directly to 48
a statement made pursuant to 62
a statement made recently by 166
a statutory body composed of 60
a statutory body consisting of 112
a statutory rule intended to 117
a strategic move designed to 173
a strategic move intended to 60
a strategic plan designed to 120
a strategic plan prepared by 67
a structure made entirely of 60
a submission made pursuant to 54
a substance having affinity to 119
a substance having quantity or 53
a substance very sensible to 70
a substance will dissolve in 380
a suspended jail sentence of 59
a technical term describing the 111
a technical term employed by 92
a technical term employed in 69
a technical term indicating the 85
a technical term invented by 48
a technical term signifying the 65
a technique also employed by 100
a technique also employed in 61
a technique made possible by 120
a telegraph line connecting the 44
a telephone call directly to 43
a telephone call followed by 60
a telephone call informed me 68
a telephone call received by 111
a telephone call requesting an 46
a telephone line connecting the 77
a television news reporter in 87
a temporary file containing the 75
a temporary food shortage on 51
a temporary work stoppage by 73
a terrorist bomb exploded at 40
a terrorist bomb exploded in 433
a thoroughly good specimen of 66
a tolerably bold assertion to 44
a tolerably fair criterion of 50
a tolerably fair estimate of 181
a tolerably fair prospect of 100
a tolerably fair specimen of 268
a tolerably fair sprinkling of 63
a tolerably good criterion of 87
a tolerably good imitation of 83
a tolerably good specimen of 79
a tolerably good surveyor of 237
a tolerably high standard of 104
a tolerably just estimate of 197
a transition from analysis to 47
a transition from concrete to 79
a transition from conflict to 48
a transition from darkness to 310
a transition from disorder to 128
a transition from extended to 53
a transition from external to 70
a transition from indirect to 66
a transition from medieval to 133
a transition from metallic to 64
a transition from military to 237
a transition from monarchy to 58
a transition from negative to 140
a transition from personal to 56
a transition from physical to 66
a transition from positive to 111
a transition from potential to 42
a transition from quantity to 87
a transition from socialism to 213
a transition from subsonic to 65
a transition from tradition to 108
a transition made possible by 57
a transition zone consisting of 82
a triumphal arch composed of 48
a triumphal arch designed by 60
a truncated cone attached to 45
a uniformly high standard in 91
a uniformly high standard of 721
a wholesale drug business in 50
a wonderful book entitled the 48
