act also makes it unlawful 136
and high index of suspicion 84
and high level of activity 164
and high level of economic 141
and high level of education 352
and high level of interest 81
and high level of literacy 138
and high level of personal 61
and high level of physical 48
and high rates of attrition 139
and high rates of business 50
and high rates of celibacy 56
and high rates of criminal 43
and high rates of discount 73
and high rates of domestic 72
and high rates of economic 468
and high rates of homicide 43
and high rates of infection 74
and high rates of inflation 2161
and high rates of interest 2058
and high rates of juvenile 63
and high rates of literacy 203
and high rates of maternal 73
and high rates of migration 118
and high rates of mobility 74
and high rates of nitrogen 66
and high rates of physical 83
and high rates of responding 56
and high rates of sediment 54
and high rates of sexually 49
and high rates of turnover 211
and high ratios of expansion 50
and high sense of personal 99
and high speed of operation 97
and high speed of response 85
and high thinking in american 1754
and hind limbs is somewhat 70
and hire shall be holiness 170
and hold court in washington 52
and hold title to property 151
and holy wells of cornwall 103
and holy women as heroines 61
and hope would be prolonged 42
and host races in selected 57
and huge pairs of scissors 58
and ideal others in romantic 78
and ideas about the equality 43
and ideas about the problems 42
and ideas could be exchanged 70
and into which he inserted 44
and into which is inserted 62
and into which it resolves 118
and into which the children 66
and into which the christian 40
and into which the citizens 51
and into which the garrison 41
and into which the sensible 169
and jeff davis of arkansas 64
and john adams in negotiating 124
and john adams to negotiate 61
and john could be supposed 72
and john locke as tourists 116
and jury seeking to persuade 46
and just about as dangerous 45
and just about to disappear 45
and just above the buttocks 94
and just above the clavicle 160
and just above the diaphragm 84
and just above the entrance 77
and just above the external 51
and just above the eyebrows 70
and just above the posterior 47
and just above the steeples 53
and just above the threshold 50
and just after the american 240
and just after the christian 40
and just after the collision 111
and just after the operation 46
and just below the clavicle 58
and just below the critical 67
and just below the diaphragm 64
and just below the insertion 47
and just below the posterior 47
and just below the shoulder 178
and just modes of conducting 433
and just order of treatment 129
and just power or authority 162
and just where the glaciers 44
and just within the boundary 53
and just within the entrance 99
and keen sense of personal 46
and keep alive an interest 83
and keep alive the attention 190
and keep alive the interest 183
and keep alive the tradition 88
and keep track of accounts 53
and keep track of deadlines 42
and keep track of everyone 43
and keep track of expenses 68
and keep track of multiple 52
and keep track of payments 66
and keep track of progress 192
and kept alive an interest 59
and kept alive by constant 77
and kept alive the interest 65
and kept alive the military 71
and kept alive the tradition 104
and kept calling the plainest 88
and kept moist by sprinkling 115
and kept patting my shoulder 51
and kept people in darkness 48
and kept short of roughage 40
and kept turning to windward 41
and kept under in scotland 62
and kept under the constant 54
and kept under the vigilant 84
and kept within the confines 67
and knew about the universe 66
and laid siege to belgrade 265
and laid siege to damascus 122
and laid siege to florence 82
and laid siege to hereford 210
and laid siege to kandahar 48
and laid siege to limerick 55
and laid siege to syracuse 182
and laid siege to toulouse 97
and laid siege to yorktown 45
and laid waste the adjacent 233
and laid waste the beautiful 78
and laid waste the district 59
and laid waste the property 49
and laid waste the province 62
and laid waste the villages 128
and land based on relative 68
and land could be acquired 40
and last hours of daylight 46
and last names in separate 93
and last names of everyone 52
and last night the violinist 348
and last stage of socialism 56
and last under the idolized 63
and late cases of multiple 76
and laying siege to chartres 66
and laying waste the property 42
and laying waste the villages 45
and leading point of objection 46
and leading shoot of evolution 77
and leaking casks of molasses 87
and learn about the benefits 52
and learn about the business 127
and learn about the cultural 56
and learn about the cultures 75
and learn about the physical 53
and learn about the problems 93
and learn about the publishing 53
and learn about the services 45
and learn about the universe 42
and learn again to exercise 90
and least liable to exception 162
and least liable to objection 66
and least liable to reverses 41
and left until the innocent 47
and lend money at interest 133
and lent money at interest 244
and lent money on interest 53
and less bound by tradition 110
and less danger in supporting 65
and less force is required 91
and less labor is required 143
and less liable to accident 132
and less liable to confusion 75
and less liable to corrosion 115
and less liable to detection 42
and less liable to exception 95
and less liable to fracture 546
and less liable to irritate 69
and less liable to mistakes 65
and less liable to objection 57
and less liable to surprise 94
and less often in children 48
and less often in patients 65
and less power is required 130
and less prone to conflict 92
and less prone to infection 54
and less prone to mistakes 62
and less prone to problems 50
and less skill is required 82
and less space is required 117
and less water is required 77
and less willing to challenge 48
and less willing to consider 83
and less willing to continue 48
and less willing to negotiate 42
and less willing to tolerate 293
and less worthy of attention 79
and life goals of children 73
and limb pains in children 145
and live after the infinite 194
and live music at weekends 84
and live music on weekends 228
and live under the authority 42
and live under the constant 158
and live under the guidance 44
and live within the confines 94
and live within the vicinity 90
and living under the authority 49
and living under the constant 83
and living within the confines 58
and loan rates of interest 199
and look after it properly 64
and look after it yourself 50
and look after my business 45
and look after my children 216
and look after my daughter 54
and look after the business 274
and look after the chickens 62
and look after the children 3477
and look after the comforts 60
and look after the education 53
and look after the families 47
and look after the financial 54
and look after the interest 85
and look after the patients 42
and look after the property 213
and look after the servants 89
and look round the entrance 41
and lord james of hereford 221
and lose sight of yourself 52
and love mixed so strangely 53
and love others as yourself 57
and love while it persists 83
and made haste to dispatch 54
and made haste to overtake 60
and made known my intention 62
and made known the perilous 82
and made known the proposed 61
and made known to everyone 112
and made plain in miracles 41
and made plain the miracles 157
and made plans to continue 100
and made plans to emigrate 40
and made plans to organize 58
and made plans to transfer 40
and made quite an eloquent 72
and made signs to indicate 70
and made signs to stephens 134
and made under the authority 217
and made under the direction 108
and made vague by exposure 112
and made worse by movement 57
and make haste to discover 58
and make known the contents 43
and make known the statutes 42
and make merry in chivalry 50
and make notes to yourself 106
and make sense of everyday 62
and make stale the glistering 317
and making order in confusion 76
and making sense of everyday 44
and making sense of humanity 41
and making signs of adoration 181
and male modes of rhetoric 82
and many acres of valuable 46
and many forms of business 46
and many forms of insanity 56
and many forms of physical 58
and many forms of recreation 65
and many forms of treatment 69
and many forms of wildlife 40
and many hours of overtime 48
and many hours of practice 172
and many items of interest 165
and many kinds of antelope 112
and many kinds of business 223
and many kinds of consumer 47
and many kinds of machines 52
and many kinds of materials 57
and many kinds of personal 59
and many kinds of physical 41
and many kinds of services 94
and many kinds of tropical 76
and many lines of business 76
and many lines of evidence 75
