abhors as obscene any trading 69
always to satisfy his needs 81
amidst the flowers and trees 51
amidst the insults with which 66
amidst the languors and pains 48
amidst the natural and moral 41
ammonia is lighter than water 42
amongst the islands for trading 53
amongst the members who would 96
amongst the objects for which 73
amongst the persons that shall 42
amongst the spirits that haunt 112
amongst the studious and thinking 45
amount as damages for breach 93
amount in dollars and cents 2113
amount in figures and words 162
amount is usually too small 101
amount of albumen and blood 43
amount of albumin and casts 173
amount of alcohol and drugs 73
amount of alcohol and water 51
amount of alcohol can cause 70
amount of alcohol that could 71
amount of alcohol that would 124
amount of alcohol they drink 135
amount of alcohol you drink 260
amount of alimony and child 326
amount of anxiety and guilt 72
amount of anxiety and worry 114
amount of anxiety they evoke 59
amount of arsenic was found 45
amount of benefit that could 57
amount of benefit that would 69
amount of borrowing and lending 300
amount of bromine and iodine 41
amount of capital and human 41
amount of capital and labor 3937
amount of capital and skill 133
amount of capital for which 191
amount of capital set aside 135
amount of capital than would 92
amount of capital that banks 81
amount of capital that could 378
amount of capital that firms 102
amount of capital that might 73
amount of capital that needs 72
amount of capital that would 476
amount of capital they could 118
amount of capital they would 48
amount of capital with which 3541
amount of cocaine was found 44
amount of contact with others 204
amount of contact with people 233
amount of control and power 89
amount of control they exert 83
amount of courage and skill 51
amount of courage that would 51
amount of current and power 47
amount of current being drawn 111
amount of current that could 93
amount of current that flows 3238
amount of current that would 109
amount of damages and costs 930
amount of damages for breach 335
amount of damages for which 570
amount of damages per share 310
amount of damages that could 204
amount of damages that might 155
amount of damages that would 234
amount of damages was fixed 47
amount of dollars and cents 311
amount of dollars that could 65
amount of dollars that would 66
amount of ejected earth which 46
amount of expense and labor 47
amount of extract for which 106
amount of federal and state 1170
amount of foreign aid could 51
amount of foreign aid given 115
amount of foreign aid which 121
amount of foreign tax which 76
amount of freedom and power 78
amount of freedom they allow 51
amount of freedom with which 50
amount of freight that would 76
amount of grammar and rules 77
amount of ingenuity and skill 83
amount of leisure they enjoy 62
amount of material and human 66
amount of material and labor 794
amount of material and moral 73
amount of material for study 146
amount of material for which 204
amount of material not found 46
amount of material that comes 78
amount of material that could 683
amount of material that flows 44
amount of material that makes 42
amount of material that might 160
amount of material that needs 225
amount of material that would 473
amount of material they could 42
amount of material was found 84
amount of material with which 313
amount of medical and nursing 61
amount of methanol was added 63
amount of national and local 80
amount of natural gas which 76
amount of overhead that would 134
amount of penalty and costs 266
amount of plunder was taken 51
amount of pottery was found 131
amount of poverty and crime 108
amount of produce and money 49
amount of produce that could 40
amount of product that could 119
amount of product that would 108
amount of profits and gains 371
amount of profits and taxes 43
amount of profits and wages 63
amount of profits that could 57
amount of profits that would 67
amount of protein and lipid 125
amount of protein and total 49
amount of protein per serving 127
amount of protein that could 56
amount of protein that would 57
amount of radiation that could 51
amount of radiation that would 201
amount of research and labor 188
amount of research and learning 57
amount of research and study 507
amount of research and testing 167
amount of research and thinking 116
amount of research and writing 962
amount of research has found 64
amount of research has shown 408
amount of research has taken 105
amount of research that could 77
amount of research that needs 60
amount of research that shows 95
amount of research that would 79
amount of revenue and costs 57
amount of revenue for which 95
amount of revenue per pupil 96
amount of revenue that could 244
amount of revenue that would 406
amount of revenue they could 77
amount of sensory and motor 62
amount of service for which 49
amount of service that could 47
amount of storage set aside 62
amount of storage that would 59
amount of success with which 83
amount of suffering that would 93
amount of support that would 326
amount of support they could 80
amount of support they would 42
amount of support was given 53
amount of surface with which 40
amount of sympathy for either 208
amount of sympathy with human 67
amount of tonnage that would 59
amount of torture and agony 270
amount of traffic for which 57
amount of traffic that could 100
amount of traffic that flows 65
amount of traffic that needs 49
amount of traffic that would 225
amount of traffic they carry 78
amount of treasure and blood 154
amount of treasure was found 94
amount of tribute they could 55
amount of trouble and delay 108
amount of trouble and money 64
amount of trouble and worry 207
amount of trouble was taken 71
amount of variance for which 51
amount of variance that could 88
amount of variation has taken 86
amount of variation that could 65
amount of variation that might 43
amount of variation that would 65
amount of variation was found 49
amount of violence and crime 74
amount of violence that takes 50
amount or suspend any award 46
ampere of current that flows 50
amused my thoughts for about 55
anguish of remorse than every 91
animal is admired and feared 82
animal is covered with short 55
animal is smaller and longer 123
animal or reptile for which 43
another at sunrise this morning 55
another in exchange for goods 54
another in exchange for money 53
another in exchange for stock 56
another in natures and moods 72
another in payment for goods 50
another is fraught with danger 62
another joe mccarthy red scare 197
another or between two others 104
another to discern its beauty 50
another to perform that which 65
another to produce that state 167
answer in damages for breach 96
answer in dollars and cents 310
answer of gibbons was filed 62
answer the objects for which 90
answer the purpose for which 10823
answer the question being asked 341
answer the question being posed 114
answer the question for which 172
answer the question that began 85
answer the question that comes 68
answer the question that every 46
answer the question why people 75
answer the question with seeming 55
answer the question with which 2473
answer the question you asked 808
answer the question you posed 89
answer to persons who might 58
answer to shillings and pence 373
anxious to capture him alive 48
anxious to consult him about 55
anxious to consult you about 56
anxious to display her rough 62
anxious to display his learning 108
anxious to display his skill 95
anxious to divorce his first 54
anxious to exchange his goods 160
anxious to increase his power 45
anxious to increase his stock 55
anxious to increase his store 46
anxious to prevent any change 45
anxious to promote his views 68
anxious to relieve his father 47
anxious to retrace his steps 46
anxious to support them while 45
anyone to believe his story 42
anyone to imagine that china 55
appearing to reflect that every 46
appearing to welcome her guest 72
appears to account for about 444
appears to concede that rural 97
appears to confirm this point 43
appears to diffuse and spend 51
appears to himself and others 75
appears to include all rules 112
appears to signify that which 76
appears to suggest that while 130
appears to support this claim 59
appears to support this notion 58
appears to support this point 84
appears to support this thesis 40
appears to suspect that souls 133
appears to warrant this vague 45
applying the following two rules 58
arches of science can never 72
arches of triumph with greek 137
arisen of combining both sorts 73
armies in germany and italy 158
armies in virginia and georgia 138
armies of germany and italy 217
armies of germany and japan 64
armies of germany and russia 53
armies of marriage and child 114
armies of priests and monks 50
armies of sherman and grant 85
armies of sherman and thomas 42
armies to besiege this chief 46
armies to plunder and strip 76
around in circles all night 156
around in circles and getting 282
around in circles and never 169
around in circles for about 98
around in circles for hours 283
around the abdomen and chest 42
around the bronchi and blood 136
around the collars and cuffs 53
around the corners and edges 48
around the counter and headed 69
around the counter and shook 47
around the counter and stood 155
around the country and asked 133
around the country and began 65
around the country and could 49
around the country and found 190
around the country and getting 66
around the country and knock 64
around the country and later 44
around the country and meeting 144
around the country and often 99
around the country and people 106
around the country and petting 54
around the country and speaking 55
around the country and spoke 47
around the country and talking 147
around the country and telling 45
around the country and urged 43
around the country and visit 53
around the country and which 65
around the country and within 58
around the country and working 49
around the country and world 840
around the country and would 57
around the country and writing 98
around the country and wrote 45
around the country are finding 77
around the country are getting 47
around the country are looking 52
around the country are still 72
around the country are working 84
around the country for about 163
around the country for months 71
around the country for nearly 43
around the country for weeks 58
around the country had begun 109
around the country now offer 52
around the country that could 73
around the country that might 71
around the country that offer 370
around the country that would 226
around the country who could 112
around the country who might 66
around the country who share 43
around the country who would 212
around the freshly dug grave 135
around the husband and father 58
around the kidneys and loins 63
around the kitchen and found 64
around the lateral and medial 61
around the madonna and child 75
around the pacific and indian 155
around the picture that shows 73
around the senegal and gambia 48
around the streets all night 55
around the streets and lanes 46
around the streets and parks 103
around the streets for hours 45
around the victors with gifts 68
around the windows and doors 1503
around the windows and under 83
around to retrace her steps 140
around to retrace his steps 135
arrears of tribute and sending 42
arrears of tribute that might 83
arrest my thoughts and change 71
arrest or disturb this growing 114
arrest the persons and seize 457
arrive at andrews air force 53
arriving at andrews air force 79
artery is smaller than usual 84
ascend to montreal that season 68
ashore to prevent her sinking 104
ashore we searched for water 53
aspect of affairs was quite 47
aspect of conduct with which 98
aspect of despair with which 49
aspect of dignity was still 105
aspect of grammar and usage 43
aspect of justice for which 54
aspect of language use which 54
aspect of majesty and force 48
aspect of neglect and decay 45
aspect of scenery and people 189
aspect of society and social 57
assess the fitness and value 65
assess the hazards and risks 109
assess the patient for signs 397
assess the quality and value 99
assess the rewards and costs 58
assess the strengths and needs 127
assess the success with which 60
assets in exchange for money 105
assets in exchange for stock 362
assets of germany and italy 43
assign to religion its place 70
assist in welcoming our guest 76
assist us against our enemy 62
assume or execute any trust 73
assume or receive any power 42
assume the burdens and risks 41
assume the cassock and bands 97
assume the position for which 111
assume to himself any merit 53
assume to himself that which 47
assure the justice that flows 51
assuring the workers that trade 48
attack at daybreak this morning 44
attack by diseases and pests 51
attack by germany and italy 81
attack by germany and japan 83
attack of illness with which 106
attack of vertigo and nausea 73
attack on british and dutch 80
attack on crippling and killing 43
attack the british and dutch 95
attack the british rear guard 84
attain the desired end which 63
attain the objects for which 290
attain the purpose for which 338
attend the colonel that morning 65
attend the funeral and burial 70
attend the funeral this evening 42
attend the markets and trade 114
attire of matrons and maids 43
autumn he hurries and sweats 82
avoiding the expense and delay 346
avoids the expense and delay 53
avowed the purpose with which 55
awaiting the destiny that could 50
awaiting the inquest with rhoda 54
