am a perfect stranger here 85
as a rapidly enlarging mass 168
as a relation between ends 54
as a relation between self 47
as a relation between sets 84
as a relation between some 70
as a relation between these 94
as a relation between three 90
as a relation between what 49
as a reliable screening test 50
as a research student from 44
as a reserve against their 126
as a routine screening test 917
as a routine screening tool 123
as a routine traffic stop 52
as a sanction against their 44
as a sanction against those 67
as a scholar removed from 53
as a science becomes more 162
as a science depends upon 49
as a sharply defined line 77
as a shelter against rain 60
as a shelter against wind 107
as a society becomes more 1690
as a society divided into 66
as a soldier grounds arms 64
as a soldier returning from 53
as a solution becomes more 62
as a sparingly soluble salt 49
as a species depends upon 80
as a species differs from 73
as a student becomes more 50
as a subject presiding over 54
as a symptom resulting from 61
as a taxable capital gain 99
as a typical example from 59
as a venture capital firm 98
as a venture capital fund 85
as a welcome respite from 420
as a welfare benefit plan 90
as a witness against burr 150
as a witness against lord 148
as a witness against other 62
as a witness against some 108
as a witness against their 49
as a witness against these 158
as a witness against those 168
as a witness against your 59
as a wrecked mariner clings 42
as i heartily approve their 41
as i stepped outside into 45
as i stepped quickly along 41
at a cabinet council held 112
at a central location such 77
at a certain average rate 198
at a certain exchange rate 88
at a certain instant during 72
at a certain instant when 77
at a certain maximum rate 122
at a certain minimum rate 200
at a certain popular lord 78
at a certain position along 65
at a certain regular rate 43
at a certain regular time 43
at a certain uniform rate 58
at a distant location from 83
at a federal reserve bank 2024
at a foreign exchange bank 61
at a foreign exchange cost 100
at a forward command post 136
at a forward exchange rate 128
at a forward operating base 123
at a general chapter held 182
at a general council held 286
at a general election have 50
at a general election held 559
at a general election their 44
at a general election there 116
at a general election when 53
at a general election will 59
at a hundred parties gave 56
at a location distant from 300
at a location removed from 181
at a mediation between these 69
at a memorial service held 490
at a minimum average cost 84
at a minimum overall cost 64
at a national congress held 42
at a national liberal club 119
at a position distant from 44
at a position removed from 46
at a primary election held 100
at a private college will 43
at a private country club 127
at a private liberal arts 191
at a rapidly declining rate 142
at a rapidly decreasing rate 190
at a rapidly expanding rate 44
at a rapidly increasing cost 51
at a rapidly increasing pace 294
at a rapidly increasing rate 1491
at a reduced overall cost 41
at a refined obscene joke 40
at a regular election held 57
at a regular lattice site 47
at a roughly similar rate 58
at a roughly uniform rate 81
at a routine traffic stop 40
at a ruinous premium over 45
at a sharply increasing rate 60
at a sharply oblique angle 43
at a sharply reduced rate 106
at a socially optimal rate 61
at a steadily advancing rate 40
at a steadily declining rate 137
at a steadily decreasing cost 52
at a steadily decreasing rate 481
at a steadily increasing pace 281
at a steadily increasing rate 1073
at a unified exchange rate 61
at a vaguely defined time 53
at a venture capital firm 87
