ac cycle and varies in 62
an added tax burden on 45
an adult and should be 187
an adult dog should be 65
an adult man engaged in 43
an adult may result in 78
an adult who engages in 53
an adult who should be 43
an adult who wanted to 41
an adult who wishes to 107
an adult with regard to 53
an after tax income of 67
an after tax profit of 159
an after tax return of 79
an agent and piercing the 82
an agent and symbol of 59
an agent can choose to 63
an agent can expect to 43
an agent for another in 71
an agent has access to 54
an agent has agreed to 43
an agent may choose to 44
an agent may decide to 45
an agent that alters the 84
an agent that appears to 54
an agent that blocks the 202
an agent that causes an 45
an agent that causes the 141
an agent that changes the 53
an agent that lowers the 46
an agent that speeds up 52
an agent who agrees to 57
an agent who appears to 57
an agent who failed to 58
an agent who should be 45
an agent who wanted to 88
an agent who wishes to 123
an agent with access to 69
an agent with regard to 145
an agony and excess of 94
an agony that amazed us 54
an agony that seemed to 50
an aisle seat toward the 43
an alarm that alerts the 45
an alarm that sounds if 55
an alarm was caused by 46
an alarm was created by 91
an alarm was raised by 174
an alarm was raised in 223
an alarm was raised of 88
an alarm was turned in 118
an alien who claims to 52
an alien who wishes to 111
an alley and through the 41
an alloy with copper in 57
an alloy with copper to 92
an altar and called it 427
an altar and called on 84
an altar and called the 176
an altar and placed the 47
an altar and statue of 123
an altar and temple to 101
an altar was placed in 84
an altar was raised to 68
an altar with images of 45
an amusing and clever thing 42
an anvil and strike it 65
an anvil and striking it 72
an apathy and torpor of 86
an appeal can always be 136
an appeal far beyond the 136
an appeal for relief to 66
an appeal for someone to 48
an appeal may always be 58
an appeal may fairly be 42
an appeal not merely to 82
an appeal was issued by 146
an appeal was issued in 56
an appeal was issued to 385
an appeal was likely to 71
an appeal was lodged by 66
an appeal was lodged in 49
an appeal with regard to 56
an apple and handed it 67
an arena for debate on 40
an armed man threaten me 50
an array and return the 47
an array are stored in 138
an array big enough to 75
an array that stores the 159
an arrow and fitted it 60
an arrow and killed the 58
an arrow and shooting it 49
an arrow going through it 60
an arrow that points in 184
an arrow that points to 483
an arrow that points up 129
an arrow that struck the 101
an arrow was sticking in 40
an asset and should be 279
an asset that belongs to 88
an asset that serves as 93
an asset that should be 463
an asset was placed in 66
an atlas and looked at 54
an author and artist of 40
an author and critic of 52
an author and editor in 75
an author and editor of 499
an author and expert on 89
an author and friend of 51
an author and member of 72
an author and speaker on 94
an author and teacher of 125
an author and writer of 55
an author are always the 40
an author can hardly be 121
an author for something he 49
an author has chosen to 90
an author has engaged the 96
an author has little or 41
an author has something to 40
an author may choose to 154
an author may decide to 41
an author was likely to 55
an author who appears to 115
an author who belongs to 50
an author who claims to 126
an author who laughs at 89
an author who refers to 81
an author who seemed to 69
an author who should be 63
an author who sought to 41
an author who wanted to 175
an author who wished to 214
an author who wishes to 422
an author who writes as 86
an author who writes in 213
an author who writes on 92
an award can fairly be 66
an award for injury to 137
an earthen dam across the 209
an easier path through the 105
an easier way through the 74
an edict was issued at 93
an edict was issued by 862
an edict was issued in 512
an edict was issued on 122
an edict was issued to 421
an edict was passed by 94
an edict was passed in 70
an edict was passed to 67
an elbow and looked at 436
an elbow and looked to 97
an elbow and peered at 49
an elbow and stared at 156
an elder and member of 85
an elegy for myself it 100
an email that appears to 53
an empty area inside the 57
an empty box beside the 42
an empty cup standing on 49
an empty lot across the 184
an empty lot behind the 151
an empty lot beside the 56
an empty seat across the 78
an empty seat beside me 135
an empty seat beside the 46
an empty seat toward the 45
an enemy air attack on 87
an enemy and should be 62
an enemy are always to 54
an enemy are engaged to 100
an enemy being always the 77
an enemy had forced the 53
an enemy has graced the 82
an enemy long before he 51
an enemy may choose to 103
an enemy not common to 42
an enemy that seemed to 118
an enemy that should be 77
an enemy then wielding the 49
an enemy they should do 61
an enemy too humble to 64
an enemy was likely to 81
an enemy was marked by 72
an enemy who seemed as 46
an enemy who seemed to 221
an enemy who should be 93
an enemy who sought to 123
an enemy who taunts me 63
an enemy who wanted to 147
an enemy who wished to 115
an enemy who wishes to 85
an engine and boiler of 56
an engine and boiler to 60
an engine and looked up 44
an engine big enough to 47
an engine for crushing the 67
an engine for reducing the 80
an engine that drives the 67
an entry that appears in 47
an entry that points to 63
an entry that refers to 56
an entry with intent to 47
an entry with regard to 41
an epoch far beyond the 136
an epoch long before the 50
an epoch not merely in 50
an epoch was marked in 43
an equal and showed no 79
an equal joy impart to 46
an equal par amount of 59
an equal sum raised by 62
an equal sum should be 231
an equal tax should be 294
an error and refuse to 74
an error and should be 242
an error can result in 92
an error for anyone to 46
an error has arisen in 49
an error may result in 196
an error not likely to 56
an error that appears in 79
an error that appears on 50
an error that caused the 49
an error that causes the 128
an error that occurs at 58
an error that occurs in 135
an error that proves he 57
an error that should be 236
an error too common in 45
an error with regard to 577
an essay read before the 414
an essay that appears in 160
an essay that became the 53
an essay that should be 76
an essay that sought to 63
an essay that traces the 49
an evening and listen to 196
an evening that seemed to 57
an event are likely to 90
an event can affect the 62
an event can happen in 395
an event can hardly be 41
an event can result in 97
an event far beyond the 40
an event may depend on 49
an event may happen in 235
an event may happen or 64
an event may result in 79
an event not always to 76
an event not belonging to 96
an event not likely to 397
an event not merely of 59
an event not unlike the 42
an event that allows the 43
an event that alters the 86
an event that appears in 44
an event that appears to 311
an event that became the 83
an event that belongs to 157
an event that caused an 112
an event that caused the 206
an event that causes an 65
an event that causes the 401
an event that changed my 104
an event that changed the 472
an event that changes the 225
an event that failed to 55
an event that filled the 60
an event that forced the 46
an event that helped to 124
an event that marked an 56
an event that marked the 1064
an event that neither the 51
an event that occurs as 144
an event that occurs at 654
an event that occurs by 48
an event that occurs in 933
an event that occurs on 191
an event that occurs to 67
an event that opened the 50
an event that proved to 146
an event that raised the 53
an event that reveals the 45
an event that rocked the 63
an event that seemed to 600
an event that served as 107
an event that served to 56
an event that serves as 95
an event that serves to 57
an event that shaped the 49
an event that should be 345
an event too remote to 54
an event was caused by 85
an event was likely to 249
an event with regard to 94
an extra day should be 66
an extra few inches of 61
an extra lap around the 81
an extra six inches of 53
an extra tax burden on 64
an extra ten pounds of 73
an extra ten pounds on 51
an extra two inches of 47
an extra year beyond the 58
an honor and blessing to 249
an honor and credit to 145
an honor that belongs to 61
an honor that should be 40
an image and effigy of 133
an image and figure of 59
an image and select the 81
an image and shadow of 89
an image and symbol of 174
an image for itself as 110
an image long enough to 48
an image not merely of 58
an image not simply of 54
an image not unlike the 48
an image that allows the 51
an image that appeals to 236
an image that appears as 144
an image that appears in 199
an image that appears on 251
an image that appears to 531
an image that became the 47
an image that belongs to 107
an image that evokes the 188
an image that exists in 60
an image that looked as 42
an image that occurs in 62
an image that points to 49
an image that recurs in 189
an image that refers to 86
an image that reveals the 71
an image that seemed to 169
an image that serves as 277
an image that serves to 77
an image that should be 117
an image that stands in 55
an image was always at 69
an image was before my 69
an image was formed on 71
an index and measure of 94
an index and mirror of 52
an index and symbol of 109
an index for measuring the 346
an index that allows the 46
an index that points to 164
an index that refers to 105
an index that tracks the 85
an indian path through the 173
an indian was already on 52
an indian was killed by 98
an indian was killed in 44
an indian who seemed to 127
an indian who wanted to 108
an indian who wished to 86
an inert gas instead of 88
an inert gas should be 62
an inert gas through it 50
an inert gas through the 501
an inkling that something is 87
an inlet and outlet at 74
an inlet and outlet to 55
an inner eye intent on 44
an inner one called the 48
an input and output of 128
an input and output to 43
an input tax credit in 135
an irony that seemed to 61
an issue and arrive at 51
an issue and should be 57
an issue any portion of 50
an issue are likely to 114
an issue big enough to 58
an issue far beyond the 45
an issue for debate in 128
an issue has arisen as 77
an issue has reached the 42
an issue long before the 41
an issue long enough to 51
an issue may result in 42
an issue not before the 80
an issue not likely to 41
an issue not raised by 336
an issue not raised in 267
an issue that appeals to 47
an issue that appears in 42
an issue that appears to 207
an issue that arises in 381
an issue that arises is 44
an issue that became the 42
an issue that belongs to 111
an issue that needed to 411
an issue that recurs in 45
an issue that seemed to 231
an issue that should be 2461
an issue was likely to 40
an issue was raised as 108
an issue was raised by 60
an issue was raised in 105
an issue was whether the 61
an issue with regard to 580
an offer but merely an 42
an offer that seemed to 67
an offer too tempting to 73
an offer with regard to 123
an older man across the 65
an older man behind the 41
an opening and pushed my 66
an opening and shutting of 247
an opening big enough to 439
an opening cut through it 60
an opening cut through the 169
an opening for charging the 41
an opening for france to 70
an opening for reviving the 51
an opening for someone to 107
an opening for succor to 74
an opening lay before us 40
an opening that allows the 76
an opening that seemed to 95
an opening that served as 58
an opera that should be 43
an option and should be 55
an option for reducing the 61
an option for states to 67
an option that allows the 450
an option that appeals to 55
an option that appears to 66
an option that causes the 60
an option that grants the 48
an option that should be 805
an option with regard to 155
an orange all creased in 43
an orange and peeled it 65
an orange and spitting it 61
an order and decree of 137
an order and handed it 44
an order and notice of 127
an order and series in 50
an order and system of 56
an order can result in 61
an order for access to 120
an order for arrest of 63
an order for copies of 51
an order for granting me 72
an order for printing the 44
an order for release of 63
an order for relief be 58
an order for relief if 84
an order for relief in 1077
an order for relief is 538
an order for relief on 116
an order for relief or 277
an order for removing the 58
an order for return of 108
an order for someone to 66
an order for something to 49
an order for stopping the 71
an order for supply of 74
an order for troops to 78
an order may extend to 50
an order may remain in 81
an order may result in 91
an order not partial or 66
an order that allows the 153
an order that appears to 83
an order that seemed to 261
an order that should be 106
an order that unless the 79
an order too minute to 43
an order was issued at 247
an order was issued by 5027
an order was issued in 1128
an order was issued on 622
an order was issued the 42
an order was issued to 5360
an order was passed at 45
an order was passed by 716
an order was passed in 228
an order was passed on 231
an order was passed to 467
an order was placed at 64
an order was placed by 120
an order was placed in 155
an order was placed on 158
an order was placed to 63
an order was served on 187
an order was signed by 211
an order was signed in 42
an order with regard to 351
an organ and tissue in 47
an organ may result in 60
an organ was placed in 140
an osier put through the 58
an ounce per gallon of 73
an overt act before he 51
an overt act before the 66
an overt act should be 51
an overt act toward the 93
an owner and editor of 47
an owner being treated as 123
an owner does insist on 55
an owner has failed to 61
an owner may choose to 54
an owner may decide to 45
an owner who wanted to 99
an owner who wished to 88
an owner who wishes to 320
an uncle and nephew in 40
an uncle who fought in 41
an uncle who played the 43
an uncle who seemed to 41
an uncle who served as 56
an uncle who wanted to 57
an uncle who worked as 62
an uncle who worked at 48
an uncle who worked in 127
an undue tax burden on 84
an urban area should be 113
an whole with regard to 49
as above and around the 43
as above and beyond the 723
as above and placed in 60
as above but instead of 58
as above but without the 142
as above with regard to 271
as acute and active as 170
as acute and subtle as 113
as after his return to 75
as agent for another as 80
as agent for another in 144
as agent for another is 61
as aimed not merely at 116
as alert and active as 424
as alert and bright as 40
as alert and fierce as 99
as alert and lively as 84
as alive and active as 135
as alive and active in 57
as alive and thrilling as 57
as anything but points of 57
as anything that occurs in 77
as arose with regard to 68
as ashes and formed by 44
as author and editor of 135
as bacon had denied it 91
as banks are forced to 50
as basic and derive the 52
as basic and simple as 242
as bertha had filled it 44
as binding and sacred as 42
as birds fly through the 53
as birds that entering by 109
as black and bitter as 94
as black and bright as 162
as black and coarse as 173
as black and dismal as 199
as black and gloomy as 111
as black and glossy as 678
as black and hideous as 102
as black and silent as 205
as blind and stupid as 61
as blithe and joyous as 197
as bloom and foliage on 44
as blunt and direct as 132
as bones are gnawed by 181
as brave and fierce as 43
as brave and heroic as 262
as brave and honest as 190
as brave men should do 49
as breaking and entering or 69
as breaking and entering the 114
as breaking new ground in 343
as brief and direct as 158
as brief and formal as 46
as brief and simple as 1374
as brisk and active as 137
as brisk and lively as 628
as broad and bright as 102
as broad and coarse as 42
as broad and imposing as 84
as broad and simple as 247
as broad and sweeping as 236
as broad and varied as 829
as broad and various as 43
as buyer and seller in 96
as buyer and seller of 186
as cabin boy aboard the 50
as cause and another as 76
as cause and effect as 49
as cause and effect at 67
as cause and effect by 74
as cause and effect in 784
as cause and effect is 383
as cause and effect of 712
as cause and effect or 437
as cause and effect the 74
as cause and effect to 291
as cause and partly as 402
as cause and result of 91
as chair and member of 50
as civil and obliging as 117
as civil and polite as 42
as class and gender in 47
as clerk and master of 83
as close and cordial as 288
as close and sultry as 92
as close and tender as 90
as coins but merely as 127
as comes out clearly in 117
as cooling air normal to 58
as costs for printing the 83
as could and should be 49
as could not afford to 271
as could not attend the 96
as could not attend to 85
as could not escape the 417
as could not happen by 321
as could not readily be 178
as could not remain at 47
as could not safely be 113
as could with safety be 71
as court was called to 43
as create new trains of 89
as crude and brutal as 86
as crude and clumsy as 42
as crude and simple as 78
as cruel and bloody as 220
as cruel and brutal as 154
as cruel and savage as 135
as cruel and stupid as 40
as cruel and unjust as 201
as cruel and unjust to 125
as cruel and vicious as 122
as cruel and violent as 124
as cruel and wicked as 135
as cunning and crafty as 155
as dates and places of 108
as david did before the 157
as deacon and priest in 68
as delay may result in 70
as denying them access to 78
as dirty and ragged as 480
as dirty and smelly as 97
as dirty and untidy as 145
as dryly and coldly as 42
as dutch being taught to 42
as easily and almost as 225
as easily and calmly as 48
as easily and cheaply as 828
as easily and clearly as 357
as easily and freely as 485
as easily and gently as 74
as easily and openly as 107
as easily and readily as 771
as easily and safely as 638
as easily and simply as 422
as easily and surely as 339
as easily not happen as 42
as either are marred or 159
as either may happen to 70
as either too little or 43
as empty and barren as 108
as empty and devoid of 117
as empty and hollow as 246
as empty and lonely as 96
as empty and silent as 494
as equal with regard to 40
as erect and defiant as 192
as error any portion of 200
as every eye turned to 82
as every head turned to 53
as every man should be 150
as every man should do 91
as every one belonging to 61
as every one called it 44
as every one called the 48
as every one places in 206
as every one seemed to 222
as every one should be 99
as every one should do 41
as every one strove to 42
as every one turned to 42
as every one wanted to 53
as every one wished to 124
as every one wishes to 82
as exact and minute as 49
as false and absurd as 499
as false and hollow as 147
as false and unholy as 66
as false and vicious in 41
as father and christ as 42
as father and priest to 50
as feeling and tender as 43
as feuds and fights of 103
as firms are forced to 107
as first and second in 327
as fixed and stable as 282
as fleet and nimble as 50
as fleet and stupid as 47
as fools are pleased to 48
as forming any portion of 69
as forms and methods of 43
as frail and fleeting as 82
as frank and candid as 185
as frank and cordial as 128
as frank and direct as 140
as frank and honest as 502
as frank and simple as 204
as fresh and active as 432
as fresh and almost as 46
as fresh and appealing as 110
as fresh and blooming as 793
as fresh and breezy as 51
as fresh and bright as 2965
as fresh and bright in 93
as fresh and charming as 532
as fresh and cheery as 41
as fresh and dainty as 306
as fresh and entire as 110
as fresh and exciting as 502
as fresh and glossy as 62
as fresh and honest as 44
as fresh and inviting as 141
as fresh and joyous as 60
as fresh and lively as 1354
as fresh and lovely as 1040
as fresh and modern as 226
as fresh and obvious as 142
as fresh and pretty as 601
as fresh and radiant as 252
as fresh and rested as 173
as fresh and serene as 42
as fresh and simple as 73
as fresh and striking as 137
as fresh and tempting as 41
as fresh and tender as 240
as fresh and unworn as 92
as fresh and varied as 44
as freud has taught us 222
as fully and clearly as 2057
as fully and clearly to 74
as fully and deeply as 250
as fully and fairly as 392
as fully and firmly as 43
as fully and freely as 3813
as fully and freely in 212
as fully and openly as 231
as fully and richly as 311
as fully and wholly as 183
as fully and widely as 43
as fully with regard to 110
as gaily and eagerly as 67
as gains and losses in 116
as gains and losses of 75
as gains and losses on 191
as gaunt and ragged as 115
as genial and cheery in 100
as gifts and tokens of 47
as grand and imposing as 245
as grand and primal as 301
as grand and simple as 41
as grave and anxious as 146
as grave and earnest as 93
as grave and serene as 98
as grave and serious as 335
as grave and silent as 372
as grave and solemn as 425
as green and bright as 222
as green and lovely as 370
as green and tender as 44
as gross and stupid as 67
as guide and mentor to 213
as guide and object to 49
as guide and teacher in 46
as guide and teacher of 49
as guide and teacher to 43
as happy and active as 56
as happy and bright as 100
as happy and joyful as 130
as happy and joyous as 216
as happy and lively as 139
as happy and pleased as 43
as happy and secure as 188
as happy and serene as 99
as happy and useful as 102
as happy with little as 128
as hardy and active as 137
as hardy and enduring as 40
as harsh and bitter as 49
as harsh and brutal as 44
as healthy and active as 438
as healthy and lively as 125
as healthy and normal as 312
as healthy and robust as 285
as heaven was pleased to 92
as henry had broken the 46
as homer and virgil in 40
as human and hideous as 112
as hungry and thirsty as 292
as hunting and gathering or 46
as input and output in 50
as input and output is 47
as input and output of 166
as input and output to 128
as input and prints the 45
as input and yields as 61
as items that should be 43
as ivory and almost as 87
as jesus has taught us 102
as jesus was nailed to 66
as jesus was standing by 82
as judge and keeper of 61
as juicy and tender as 40
as jumping off points to 41
as knowing that something is 80
as known and willed by 47
as large and active as 128
as large and almost as 189
as large and bright as 676
as large and costly as 156
as large and fierce as 198
as large and imposing as 300
as large and ornate as 102
as large and tender as 44
as large and varied an 99
as large and varied as 1184
as large and various as 46
as large and violent as 47
as leader and symbol of 42
as leader and teacher of 71
as leaves are raised by 184
as leaves but little to 299
as light and active as 320
as light and bright as 317
as light and casual as 126
as light and dainty as 43
as light and ethereal as 44
as light and feathery as 186
as light and fleeting as 131
as light and fluffy as 507
as light and gentle as 162
as light and joyous as 114
as light and lively as 96
as light and lovely as 347
as light and mobile as 40
as light and nimble as 116
as light and porous as 189
as light and simple as 284
as light and sudden as 57
as light and supple as 90
as limes and lemons to 84
as lived and taught by 284
as loans and grants to 101
as locks are fitted to 89
as loose and friable as 44
as loyal and honest as 41
as lucian was almost the 56
as luther had burned the 43
as makes them unable to 84
as marks and traits of 52
as mending and brushing go 85
as merry and bright as 142
as merry and lively as 42
as merry and mellow an 175
as metal and partly as 50
as might not desire to 74
as mixed and varied as 49
as model and nature as 229
as money and reducing it 42
as money was needed to 72
as money was raised by 51
as money was scarce in 78
as moody and fickle as 95
as moses had parted the 42
as moses was learned in 42
as mother and sister to 48
as mother and teacher of 43
as mother had taught me 93
as muddy and turbid as 47
as mules and almost as 101
as naive and simple as 96
as naive and trusting as 49
as naked and almost as 43
as naked and barren as 42
as naked and dismal as 52
as naked and fierce as 48
as nausea and vomiting in 75
as nausea and vomiting or 117
as neatly and cleanly as 105
as neatly and clearly as 130
as never man tasted of 44
as never was before in 111
as never was before or 121
as night and around the 239
as night had closed in 46
as night had fallen he 45
as noble and almost as 53
as noble and enduring as 46
as noble and heroic as 122
as noble and simple as 53
as noted with regard to 252
as often and almost as 57
as often and freely as 42
as opening and shutting the 71
as orange had stated to 71
as others are called to 41
as others are likely to 72
as others are thought to 90
as others had before me 61
as others may choose to 92
as others who wished to 45
as owner and editor of 389
as owner and master of 74
as ozone and oxides of 56
as paper and pencil or 64
as parts per billion or 49
as parts per million by 232
as parts per million in 125
as parts per million of 565
as parts per million or 215
as people and places in 62
as people are afraid of 80
as people are afraid to 107
as people are engaged in 59
as people are forced to 376
as people are likely to 517
as people are pleased to 64
as people are starting to 56
as people are taught to 113
as people are unable to 116
as people can afford to 62
as people did before the 44
as people get closer to 51
as people may choose to 101
as people who happen to 166
as people who needed to 104
as people who refuse to 75
as people who should be 487
as people who sought to 40
as people who wanted to 233
as people who wished to 56
as people who worked in 105
as people with rights to 41
as people with something to 67
as pipes can convey no 74
as place and manner of 66
as plain and almost as 42
as plain and direct as 383
as plain and homely as 181
as plain and obvious as 226
as plain and simple as 2668
as plain and simple in 121
as plato has taught us 90
as plump and blooming as 108
as plump and pretty as 43
as proof that something is 55
as proud and admiring as 54
as proud and bitter as 181
as proud and defiant as 108
as proud and fierce as 113
as proud and jealous of 187
as proud and pleased as 376
as pupil and friend of 43
as pupil and teacher in 74
as queen and regent of 53
as quick and active as 181
as quick and ardent as 105
as quick and bright as 184
as quick and clever as 288
as quick and direct as 45
as quick and fierce as 42
as quick and lively as 221
as quick and nimble as 292
as quick and silent as 88
as quick and simple as 498
as quick and sudden as 211
as quick and supple as 119
as quiet and almost as 53
as quiet and demure as 50
as quiet and docile as 170
as quiet and gentle as 696
as quiet and lonely as 109
as quiet and lovely as 90
as quiet and modest as 120
as quiet and placid as 54
as quiet and retiring as 104
as quiet and secure as 117
as quiet and serene as 488
as quiet and serious as 45
as quiet and silent as 242
as quiet and simple as 238
as quiet and sleepy as 47
as quiet and solemn as 63
as rails and emerge as 48
as raising and lowering the 141
as rapid and simple as 43
as reaching far beyond the 56
as reader and writer of 41
as reason for refusing to 65
as relying too heavily on 154
as right and another as 118
as right and proper as 71
as right and proper by 438
as right and proper in 574
as right and proper the 105
as right and proper to 171
as rigid and formal as 174
as rocky and barren as 87
as rough and angular as 42
as rough and brutal as 115
as rough and coarse as 125
as rough and ragged as 160
as rough and rugged as 365
as rough and shaggy as 40
as rough and tumble as 189
as rough and uncouth as 203
as rough and uneven as 129
as rough and violent as 43
as round and bright as 386
as round and square do 159
as round and yellow as 119
as rules that govern the 51
as running for office or 42
as russia was placed in 43
as rusty and stanch as 71
as scott had wished it 42
as selling its assets in 64
as selling its assets to 49
as shall bear office in 42
as shall lay before ye 185
as shall not amount to 138
as shall not exceed in 259
as shall not exceed the 521
as shall not extend to 47
as shall not impair the 122
as shall not impede the 61
as shall not vanish in 269
as shall then remain in 45
as sharp and almost as 50
as sharp and angular as 46
as sharp and bitter as 222
as sharp and bright as 596
as sharp and jagged as 55
as sharp and narrow as 228
as sharp and piercing as 302
as sharp and severe as 58
as sharp and shrewd as 121
as sharp and shrill as 268
as sharp and sudden as 255
as sheep and cattle do 60
as shiny and bright as 140
as short and direct as 2784
as short and narrow as 111
as short and nimble as 84
as short and simple as 2626
as short and stocky as 54
as showing his opinion of 61
as showing how deeply the 97
as showing how firmly the 48
as showing how greatly the 41
as showing how little he 56
as showing how little the 298
as showing how little we 42
as showing how readily the 60
as showing how widely the 47
as showing not merely the 43
as shown with regard to 98
as signs and tokens of 117
as signs that something is 56
as sinks and swells by 42
as sizes and number of 86
as sleek and glossy as 154
as small and almost as 61
as small and bright as 123
as small and dainty as 40
as small and humble as 40
as small and narrow as 177
as small and pretty as 51
as small and remote as 122
as small and simple as 1104
as small and slight as 101
as smart and bright as 40
as smart and clever as 104
as smart and pretty as 153
as smooth and almost as 71
as smooth and always in 43
as smooth and bright as 868
as smooth and gentle as 250
as smooth and glassy as 63
as smooth and glossy as 684
as smooth and inviting as 45
as smooth and lovely as 48
as smooth and mellow as 44
as smooth and placid as 206
as smooth and polite as 111
as smooth and silent as 131
as smooth and simple as 173
as smooth and supple as 59
as smooth and sweeping in 49
as smooth and tender as 105
as sober and serious as 48
as solid and enduring as 492
as solid and secure as 218
as solid and stable as 228
as solid and sturdy as 46
as solid and unmoving as 40
as sorry for myself as 194
as sound and bright as 113
as sound and entire as 190
as sound and secure as 45
as sound and useful as 113
as spies and agents of 89
as spread out before us 72
as stark and barren as 105
as stark and simple as 104
as steady and active as 200
as steady and cheery as 94
as steel all through the 50
as steep and narrow as 58
as steep and rugged as 79
as steps and points of 253
as stern and artful as 65
as stern and gloomy as 87
as stiff and formal as 1064
as stiff and silent as 193
as stiff and unmoving as 50
as stiff and wooden as 113
as still and bright as 86
as still and remote as 145
as still and serene as 97
as still and silent as 2583
as still and solemn as 156
as still and unmoving as 87
as stout for battle as 44
as strong and active as 1304
as strong and active in 121
as strong and almost as 54
as strong and ardent as 163
as strong and bitter as 61
as strong and bright as 122
as strong and clever as 91
as strong and defiant as 58
as strong and direct as 172
as strong and enduring as 720
as strong and farther to 41
as strong and fierce as 410
as strong and lively as 516
as strong and mighty as 40
as strong and pliable as 87
as strong and robust as 274
as strong and rugged as 168
as strong and secure as 321
as strong and simple as 234
as strong and stable as 416
as strong and sturdy as 383
as strong and supple as 464
as strong and tender as 187
as strong and united as 187
as strong and useful as 194
as strong and valiant as 135
as strong and varied as 40
as strong and violent as 140
as strong and virile as 127
as strong with regard to 118
as suits our opinion of 62
as surly and savage as 260
as sweet and bright as 159
as sweet and charming as 269
as sweet and dainty as 86
as sweet and gentle as 1282
as sweet and gentle in 54
as sweet and lovely as 621
as sweet and pretty as 575
as sweet and simple as 284
as sweet and sticky as 40
as sweet and tender as 723
as swift and active as 83
as swift and direct as 74
as swift and silent as 176
as swift and sudden as 141
as swift and violent as 84
as sword and shield of 56
as taxes are levied on 131
as teddy was asleep he 123
as tense and exciting as 41
as terse and simple as 42
as theirs that taught us 199
as thinks them judges to 41
as thinly and evenly as 445
as though any amount of 77
as though any minute he 67
as though any moment he 68
as though any number of 54
as though being chased by 46
as though being pulled by 54
as though each member of 127
as though each person is 41
as though each wanted to 45
as though each wished to 58
as though for something to 62
as though god wanted to 69
as though god wished to 63
as though going through the 67
as though her memory of 50
as though his passion of 69
as though men called to 127
as though not belonging to 42
as though not noticing the 64
as though one looked at 42
as though one result of 54
as though one should be 147
as though one wanted to 139
as though one wished to 76
as though she beheld the 40
as though she belongs to 85
as though she blamed me 46
as though she dreaded the 59
as though she dreaded to 75
as though she failed to 64
as though she lacked the 59
as though she looked at 111
as though she needed it 121
as though she needed the 170
as though she needed to 977
as though she sensed the 94
as though she should be 503
as though she sought to 269
as though she strove to 76
as though she thought he 625
as though she thought it 528
as though she thought me 47
as though she thought of 112
as though she thought the 300
as though she thought to 44
as though she thought we 122
as though she walked in 129
as though she walked on 52
as though she wanted it 105
as though she wanted me 220
as though she wanted no 46
as though she wanted the 93
as though she wanted to 8261
as though she wished he 52
as though she wished it 81
