abandon all 891 abashed her 118
appeared then 107 appeared this 2494
applied all 73 applied and 55
appoint new 193 approve doing 54
archaic not 89 archers dead 43
archers not 45 arduous man 43
arduous not 47 arouses and 47
arranged all 40 arranged are 79
arrived near 239 arrived far 106
arrived with 86 arrived and 72
arrived with 74 arrived not 129
arrived all 45 arrived one 48
arrived all 92 arrived off 66
article own 44 article pen 120
article this 42 article with 174
artists are 120 artists had 58
artists near 67 artists far 90
ascends bed 89 ashamed that 47
assault all 58 assault one 141
assault his 68 asserting all 55
assigns all 337 assisting not 43
assisting not 56 assumed that 145
assumed all 80 assumed they 55
assumed are 106 assumed all 84
assured was 47 assured all 186
assured and 99 asunder that 48
asunder put 91 asunder not 43
athletic and 40 athletic had 86
athletic was 65 atrophy not 148
attacking not 50 attacking not 111
attacking not 86 attacking not 62
attacks and 124 attacks all 88
attacks his 512 attacks his 60
attacks far 51 attempt god 2274
attempt him 44 attempt can 45
attempt are 58 attempt can 327
attempt can 218 attempt not 382
attempt all 252 attempt not 89
attempt not 109 attends not 47
attract her 40 attract not 195
attract weak 49 attract not 60
attract not 65 attract for 186
availed own 63 average not 46
average year 61 average for 245
average per 85 average was 43
average for 57 average per 44
average was 63 average per 65
average for 215 average per 142
average was 67 average for 145
average per 82 average per 295
average per 49 average and 57
average per 220 average year 49
average per 41 average and 111
average per 46 average age 64
average age 131 average year 108
average for 50 average per 730
average can 63 average age 106
average year 82 average was 60
averaging per 101 averaging per 70
aversion was 43 averted son 43
averted all 52 avoided not 41
awaited not 246 awaited not 44
awfully are 69 awfully not 97
awkward not 43 awkward had 58
