act like a convex lens 104
and drew a pistol from 248
and drew a ragged breath 310
and drew a rebuke from 58
and drew a salary from 54
and drew a steadying breath 171
and during a greater part 167
and earning a decent living 207
and earning a profit from 51
and emit a deeper note 46
and even a barber shop 66
and even a casual reading 83
and even a couple from 61
and even a credit card 41
and even a damned fool 40
and even a higher rate 43
and even a letter from 196
and even a little angry 235
and even a little awed 101
and even a little boring 92
and even a little cash 46
and even a little dull 55
and even a little fire 44
and even a little from 64
and even a little girl 52
and even a little gold 197
and even a little hard 141
and even a little hurt 314
and even a little less 207
and even a little love 40
and even a little more 2492
and even a little over 81
and even a little rude 41
and even a little self 123
and even a little smug 98
and even a little swim 77
and even a little wild 51
and even a little wine 104
and even a person like 47
and even a rugged rock 44
and even a second time 40
and even a slight rise 80
and even a special kind 58
and even a swimming pool 350
and even a trifle more 171
and even a vulgar great 60
and even a writer like 42
and even i myself have 59
and face a greater risk 47
and feel a greater need 45
and feel a little less 216
and feel a little like 113
and feel a little more 520
and feel a weight upon 44
and feel i should have 56
and fell a second time 191
and felt a common bond 77
and felt a little hurt 104
and felt a little less 244
and felt a little like 335
and felt a little more 974
and felt a little self 86
and felt a little sick 284
and felt a shooting pain 40
and felt a slight twinge 68
and felt a stabbing pain 133
and felt a sudden longing 54
and felt a sudden need 51
and felt a sudden pain 114
and felt a sudden rush 217
and felt a sudden stab 199
and felt a sudden tingling 85
and felt a sudden twinge 47
and felt a sudden urge 150
and felt a sudden wave 103
and felt i should have 83
and file a flight plan 189
and file a refund suit 49
and fill a yellow pond 47
and find a better life 289
and find a bright side 54
and find a common line 63
and find a deeper meaning 49
and find a letter from 201
and find a little more 41
and find a little peace 76
and find a locker room 99
and find a refuge from 56
and find a refuge there 93
and fire a bullet into 85
and fire a second shot 56
and fire a second time 120
and fire a volley into 69
and firing a pistol into 67
and form a battle line 59
and form a bridge over 69
and form a bright pool 68
and form a bright spot 41
and form a closed loop 58
and form a common bond 43
and form a double line 74
and form a larger mass 48
and form a little pool 44
and form a narrow band 55
and form a plexus upon 40
and form a second line 119
and form a second rank 131
and form a standing wave 64
and form a sticky mass 54
and form a tangled mass 81
and forth a little more 45
and from a broken home 44
and from a drawer drew 41
and from a drawer took 94
and from a floppy disk 105
and from a greater depth 40
and from a humble heart 45
and from a kindly heart 44
and from a letter from 225
and from a little hill 42
and from a little north 44
and from a public health 133
and from a remark made 47
and from a remote host 59
and from a remote site 68
and from a report made 42
and from a serious dearth 48
and from a source very 106
and gain a better view 41
and gain a clearer view 40
and gain a little more 278
and gain a little time 78
and gave a cheery wave 51
and gave a clarion call 112
and gave a fairly good 70
and gave a gentle pull 55
and gave a gentle push 70
and gave a glance into 56
and gave a gloomy cast 196
and gave a higher tone 46
and gave a jaunty wave 45
and gave a keener edge 65
and gave a little bark 58
and gave a little gasp 672
and gave a little grin 44
and gave a little half 188
and gave a little jerk 59
and gave a little jump 319
and gave a little kick 54
and gave a little moan 198
and gave a little more 224
and gave a little peep 40
and gave a little puff 65
and gave a little push 213
and gave a little sigh 840
and gave a little skip 97
and gave a little talk 122
and gave a little toss 126
and gave a little wave 1003
and gave a little wink 65
and gave a little yell 44
and gave a little yelp 118
and gave a mellow tone 76
and gave a mighty heave 256
and gave a mighty jerk 59
and gave a mighty pull 88
and gave a mighty push 64
and gave a mighty roar 48
and gave a mighty yank 65
and gave a mortal blow 84
and gave a pretty good 59
and gave a public reading 46
and gave a rueful grin 56
and gave a severe blow 59
and gave a slight push 66
and gave a slight sigh 49
and gave a slight wave 89
and gave a sudden turn 49
and gave a violent kick 82
and gets a little more 48
and give a better grip 68
and give a better sale 41
and give a better view 59
and give a clearer view 56
and give a common heart 116
and give a fairly good 107
and give a greater role 50
and give a keener edge 83
and give a little help 152
and give a little more 875
and give a little push 158
and give a little talk 95
and give a little time 116
and give a little wave 62
and give a milder turn 42
and give a pretty good 61
and give a proper edge 62
and give a proper tone 48
and give a signal when 40
and give a silent vote 57
and give a truant hour 52
and give a united vote 42
and giving a common name 58
and giving a greater role 45
and giving a higher tone 53
and giving a little crow 55
and giving a little more 182
and giving a mortal blow 42
and giving a sudden jerk 60
and grew a little more 141
and grow a little more 157
and half a dollar from 47
and half a french roll 40
and half a million deaths 40
and half a million from 101
and half a million have 47
and half a million jews 50
and half a million more 334
and half a million other 69
and half a million tons 309
and half a million were 124
and half a million years 147
and half a minute more 118
and hast a desire unto 590
and have a backup plan 204
and have a better feel 183
and have a better life 1587
and have a better look 229
and have a better self 119
and have a better time 396
and have a better view 150
and have a bloody good 69
and have a bloody mary 51
and have a bright look 44
and have a clearer view 75
and have a closer look 2614
and have a cloven hoof 68
and have a coffin made 52
and have a common axis 92
and have a common base 106
and have a common bond 43
and have a common goal 183
and have a common line 56
and have a common side 42
and have a common theme 58
and have a couple more 148
and have a credit card 98
and have a crucial role 98
and have a damned good 70
and have a decent life 145
and have a decent living 43
and have a direct bearing 1065
and have a direct link 67
and have a direct role 46
and have a doctor look 168
and have a doubling time 48
and have a fairly clear 106
and have a fairly good 509
and have a fairly high 274
and have a fairly well 46
and have a fairly wide 78
and have a family life 156
and have a family like 149
and have a family some 40
and have a family when 42
and have a finite life 120
and have a friend hold 102
and have a further talk 64
and have a garage sale 71
and have a garden like 44
and have a global reach 40
and have a greater need 332
and have a greater range 314
and have a greater risk 243
and have a greater role 40
and have a harder time 1047
and have a helper hold 209
and have a higher cost 65
and have a higher need 42
and have a higher rate 649
and have a higher ratio 87
and have a higher risk 861
and have a hollow ache 40
and have a letter from 122
and have a little baby 60
and have a little bite 73
and have a little chat 4551
and have a little faith 164
and have a little farm 44
and have a little feast 46
and have a little fire 68
and have a little food 53
and have a little free 44
and have a little game 70
and have a little girl 220
and have a little heart 124
and have a little home 155
and have a little left 876
and have a little less 132
and have a little look 135
and have a little luck 91
and have a little more 2118
and have a little over 204
and have a little peace 257
and have a little pity 95
and have a little play 54
and have a little rest 573
and have a little room 48
and have a little side 49
and have a little talk 2587
and have a little time 593
and have a little walk 112
and have a little wine 107
and have a lively faith 62
and have a lovely time 420
and have a lovely view 61
and have a mighty longing 49
and have a narrow base 49
and have a narrow neck 49
and have a narrow range 112
and have a narrow size 95
and have a normal life 777
and have a permit from 46
and have a picnic there 145
and have a pretty clear 67
and have a pretty fair 56
and have a pretty good 1036
and have a profit left 51
and have a proper care 80
and have a proper look 187
and have a proper rest 56
and have a proper talk 54
and have a putrid odor 50
and have a record made 124
and have a second look 119
and have a secret wish 42
and have a serious talk 434
and have a shrewd kind 79
and have a slower rate 63
and have a special bearing 70
and have a special care 74
and have a special meaning 102
and have a special name 65
and have a special role 88
and have a speech made 47
and have a square hole 44
and have a summer home 104
and have a swimming pool 69
and have a useful life 967
and have a varied diet 43
and have a wooden case 47
and having a better life 63
and having a better time 214
and having a closer look 111
and having a common axis 273
and having a direct bearing 180
and having a fairly good 95
and having a fairly well 42
and having a family were 73
and having a little chat 266
and having a little more 300
and having a little talk 64
and having a little time 177
and having a lovely time 205
and having a normal life 78
and having a pretty fair 53
and having a pretty gift 58
and having a pretty good 219
and having a rankling envy 54
and having a second time 40
and having a useful life 234
and heard a little more 95
and heard a report from 146
and heard a second time 45
and heard a sermon from 448
and heard a solemn mass 94
and heard a speech from 89
and heave a gentle sigh 233
and heaving a gentle sigh 55
and held a better wind 68
and held a degree from 67
and held a little chat 52
and held a pillow over 60
and held a public hearing 187
and here i depart from 96
and here i differ from 185
and here i should have 173
and here i should like 601
and here i turned page 52
and hold a little talk 168
and hold a public hearing 366
and ideas a little more 264
and into a better life 94
and into a better liking 69
and into a dressing gown 75
and into a dressing room 58
and into a gloomy room 99
and into a larger room 72
and into a little back 161
and into a little room 338
and into a narrow hall 43
and into a narrow lane 53
and into a narrow road 59
and into a narrow side 94
and into a public road 49
and just a little ahead 52
and just a little angry 72
and just a little fast 112
and just a little hard 150
and just a little hurt 43
and just a little less 490
and just a little more 1605
and just a little north 44
and just a little over 514
and just a little salt 46
and just a little self 90
and just a little south 138
and just a little time 53
and just a little ways 40
and just a little worn 95
and just a trifle more 200
and just i should have 179
and keep a backup copy 41
and keep a better look 106
and keep a bright look 313
and keep a carbon copy 90
and keep a little more 82
and keep a mental note 43
and keep a person from 46
and keep a secret from 63
and keep a standing army 48
and kept a bright look 110
and kept a copious diary 61
and kept a kosher home 54
and kept a little shop 52
and kept a secret from 502
and kept a standing army 66
and kept a strict hand 44
and kept a tavern there 149
and kick a soccer ball 99
and kill a little time 52
and knew a little more 132
and knew i needed help 62
and knew i should have 92
and know a gathering into 46
and know a little more 343
and laid a gentle hand 643
and laid a gentle kiss 51
and laid a gloved hand 87
and laid a kindly hand 133
and laid a tender hand 50
and laid a weight upon 72
and laying a burden upon 52
and laying a gentle hand 77
and laying a stress upon 52
and leading a better life 76
and leading a decent life 50
and leading a double life 107
and leading a little girl 101
and leading a normal life 406
and leading a simple life 68
and leads a double life 55
and leads a normal life 143
and leads a useful life 80
and learn a fitter time 42
and learn a lesson from 617
and learn a little from 63
and learn a little more 1276
and leave a greater part 56
and leave a little early 47
and leave a little note 61
and leave a little over 483
and leave a little room 62
and leave a notice there 47
and leaving a little room 43
and leaving a parcel there 46
and left a female heir 71
and left a little girl 113
and left a little more 46
and left a little note 113
and left a little over 52
and left a second time 40
and left a window open 104
and lest i should fail 55
and lest i should have 78
and lest i should lose 52
and lest i should miss 57
and lest i should seem 82
and levy a special rate 133
and like a candle clear 51
and like a common weed 78
and like a damned fool 60
and like a little cage 44
and like a little girl 140
and like a mighty tide 51
and like a shooting star 93
and like a simple beast 78
and like a sturdy brat 121
and like a throbbing star 809
and like a vessel make 47
and live a better life 1578
and live a chaste life 51
and live a common life 121
and live a decent life 804
and live a double life 79
and live a family life 41
and live a fuller life 112
and live a hidden life 49
and live a jewish life 53
and live a little more 124
and live a lonely life 119
and live a normal life 2229
and live a proper life 43
and live a simple life 851
and live a useful life 54
and living a better life 111
and living a decent life 58
and living a double life 77
and living a normal life 365
and living a simple life 339
and look a little into 208
and look a little less 53
and look a little like 501
and look a little more 1004
and look a little pale 115
and look a little upon 91
and look a second time 145
and lost a little more 153
and made a better life 50
and made a bigger fool 41
and made a bloody mess 56
and made a bridge over 78
and made a bright spot 45
and made a charge upon 214
and made a common bank 74
and made a common bond 67
and made a couple more 96
and made a custom among 42
and made a decent living 676
and made a demand upon 135
and made a dinner date 57
and made a direct line 87
and made a fairly good 229
and made a fearful fuss 45
and made a formal call 97
and made a furious lunge 55
and made a furious rush 101
and made a golden calf 234
and made a headlong dash 69
and made a hideous face 77
and made a laughing game 136
and made a little book 58
and made a little face 330
and made a little fire 507
and made a little hole 339
and made a little home 41
and made a little joke 151
and made a little less 147
and made a little more 712
and made a little moue 167
and made a little nest 141
and made a little pile 163
and made a little pool 106
and made a little room 80
and made a little show 60
and made a little sign 136
and made a little talk 86
and made a little tent 41
and made a little tour 85
and made a little wave 45
and made a mental list 179
and made a mental note 9338
and made a modest living 185
and made a molten calf 139
and made a pained face 44
and made a pencil mark 47
and made a pretty fair 44
and made a pretty good 525
and made a profit from 179
and made a public park 48
and made a public show 210
and made a report upon 165
and made a return trip 89
and made a rueful face 94
and made a rustling among 40
and made a scanty living 51
and made a second call 161
and made a second dash 43
and made a second pass 126
and made a second spring 47
and made a second tour 61
and made a second trip 295
and made a serious face 45
and made a shopping list 80
and made a silent wish 71
and made a sketch from 52
and made a slight face 48
and made a slight sign 47
and made a slight weary 45
and made a special note 67
and made a special trip 615
and made a speech from 222
and made a speech full 129
and made a speech saying 122
and made a speech there 302
and made a speech upon 79
and made a speech urging 120
and made a speedy exit 57
and made a strange face 107
and made a sudden dash 255
and made a sudden dive 40
and made a sudden grab 49
and made a sudden lunge 61
and made a sudden move 58
and made a sudden rush 199
and made a sudden spring 46
and made a sudden turn 62
and made a sweeping turn 53
and made a veiled threat 47
and made a vicious lunge 40
and made a voyage down 92
and made a voyage from 75
and made a voyage into 64
and make a backup copy 259
and make a better life 1705
and make a better living 512
and make a bridge over 61
and make a carbon copy 54
and make a charge upon 50
and make a choice among 96
and make a choice from 210
and make a decent life 88
and make a decent living 1651
and make a demand upon 98
and make a double knot 71
and make a fairly good 88
and make a formal call 65
and make a goodly show 394
and make a little book 101
and make a little cash 55
and make a little fire 101
and make a little hole 95
and make a little home 53
and make a little joke 73
and make a little mark 46
and make a little more 686
and make a little note 51
and make a little pile 48
and make a little room 101
and make a little stay 483
and make a little talk 54
and make a little time 50
and make a little tour 89
and make a lively break 52
and make a master list 115
and make a mental copy 120
and make a mental list 137
and make a mental note 2104
and make a modest living 57
and make a pencil line 53
and make a pencil mark 795
and make a person feel 281
and make a person more 124
and make a pretty good 263
and make a pretty live 45
and make a pretty show 50
and make a profit from 731
and make a profit upon 44
and make a profit when 69
and make a proper home 43
and make a public show 44
and make a remark upon 70
and make a report upon 411
and make a return trip 64
and make a second list 65
and make a second loop 45
and make a second mark 344
and make a second pass 217
and make a second trial 64
and make a second trip 89
and make a secret wish 41
and make a shopping list 230
and make a solemn peace 65
and make a special note 91
and make a special trip 107
and make a speech from 49
and make a speech there 79
and make a speedy exit 43
and make a sudden dash 110
and make a sudden rush 47
and making a better life 132
and making a better living 115
and making a choice among 62
and making a choice from 83
and making a decent living 383
and making a formal call 64
and making a little more 65
and making a mental list 58
and making a mental note 621
and making a pretty good 77
and making a profit from 330
and making a public show 58
and making a script come 47
and making a second trip 43
and making a shopping list 68
and making a sudden dash 68
and making a sudden rush 69
and making a sudden spring 78
and making a sudden turn 109
and many a bitter blow 118
and many a bitter hour 47
and many a blooming young 57
and many a bright gleam 106
and many a broken heart 55
and many a lonely hour 44
and many a lovely nook 59
and many a master owed 42
and many a militia camp 97
and many a person will 41
and many a prayer went 73
and many a pretty face 42
and many a teacher will 40
and many a tedious hour 54
and many a useful hint 43
and mark a pencil line 51
and mark a second line 57
and means a little lamp 76
and more a passion among 98
and more i neither seek 84
and mouth a little open 41
and move a little away 71
and move a little more 106
and moving a little away 52
and need a friend very 273
and need a little help 175
and need a little more 332
and need a little rest 85
and need a little time 93
and none i should think 53
and noon a purple glow 716
and once a maimed file 44
and once a minute said 164
and only a couple have 41
and only a degree less 114
and only a little care 93
and only a little fish 47
and only a little food 77
and only a little from 108
and only a little gold 49
and only a little less 5743
and only a little more 7322
and only a little over 3181
and only a little part 70
and only a little rain 57
and only a little snow 45
and only a little time 284
and only a little will 50
and only a minute part 58
and only a modest rise 71
and only a narrow band 62
and only a narrow belt 73
and only a narrow line 127
and only a narrow neck 49
and only a narrow range 85
and only a narrow slit 40
and only a partial list 40
and only a person here 92
and only a slight drop 95
and only a slight fall 54
and only a slight loss 60
and only a slight rise 137
and only a trifle gray 117
and only a trifle less 167
and only a trifle more 116
and onto a gravel road 116
and onto a narrow dirt 92
and open a little shop 44
and open a school there 117
and open a window into 59
and open a window onto 49
and over a bridge into 41
and over a fairly wide 81
and over a greater length 40
and over a greater range 109
and over a larger range 41
and over a million more 138
and over a million tons 158
and over a million were 88
and over a narrow range 49
and over a slight rise 55
and over a slight spur 54
and over i forgot what 42
and paid a formal call 153
and paid a higher rate 72
and paid a little more 347
and paid a weekly wage 76
and pass a little time 88
and pass a winter amid 125
and paying a higher rate 54
and paying a little more 335
and pays a floating rate 73
and pays a higher rate 91
and play a better game 40
and play a bigger part 40
and play a bigger role 104
and play a causal role 74
and play a crucial part 99
and play a crucial role 1455
and play a decent game 40
and play a direct role 144
and play a double game 48
and play a fairer game 48
and play a greater part 107
and play a greater role 428
and play a guessing game 70
and play a larger part 118
and play a larger role 292
and play a lesser role 47
and play a little ball 59
and play a little game 100
and play a little golf 159
and play a little more 165
and play a little upon 83
and play a mediating role 77
and play a special role 159
and play a unique role 65
and play a useful part 88
and play a useful role 204
and pose a direct threat 108
and pose a greater risk 63
and pose a greater threat 93
and pose a serious health 54
and pose a serious risk 49
and pose a serious threat 658
and posing a direct threat 59
and posing a serious threat 156
and pour a little cold 44
and pour a little into 155
and pour a little more 181
and pour a little over 177
and puts a bullet into 55
and puts a strain upon 46
and reach a larger size 121
and reading a letter from 160
and reads a letter from 102
and rest a little from 92
and rest a little more 46
and rise a second time 152
and rising a little hill 90
and runs a greater risk 72
and runs a needle into 90
and said a blessing over 80
and said a little more 226
and said a prayer over 265
and said a second time 81
and said a silent good 102
and said a silent thank 90
and said i looked like 346
and said i looked very 43
and said i needed some 42
and said i should call 220
and said i should come 407
and said i should feel 54
and said i should find 62
and said i should give 98
and said i should have 888
and said i should hire 85
and said i should just 52
and said i should keep 62
and said i should leave 59
and said i should like 356
and said i should live 61
and said i should look 46
and said i should make 115
and said i should meet 46
and said i should send 143
and said i should soon 57
and said i should stay 174
and said i should stop 62
and said i should take 181
and said i should talk 44
and said i should tell 81
and said i should wait 61
and said i talked like 131
and said i thought lady 52
and said i thought there 52
and save a little more 105
and save a little time 99
and saving a little show 58
and saying a prayer over 41
and says a prayer over 40
and seeing a little girl 40
and seeing a silver bell 63
and seek a better life 316
and seek a refuge among 47
and seek a refuge from 85
and send a bullet into 47
and send a carbon copy 76
and send a little snip 42
and send a report back 42
and send a shiver down 42
and send a sudden peace 41
and sent a bullet into 602
and sent a french army 71
and sent a letter asking 65
and sent a letter back 87
and sent a letter from 63
and sent a letter saying 44
and sent a marked copy 50
and sent a runner back 64
and sent a second time 111
and sent a shiver down 580
and sent a volley into 48
and shot a bullet into 124
and shot a glance back 54
and shot a glance over 100
and shot a second time 47
and show a higher rate 53
and show a little more 493
and sign a release form 149
and slay a fierce bull 47
and slip a rubber band 75
and slip a shilling into 79
and snap a rubber band 62
and sold a second time 73
and some a little less 634
and some a little more 338
and soon a bright fire 72
and soon a second plan 94
and soon i should have 49
and speak a little more 316
and steal a glance upon 76
and such a career have 56
and such a charming wife 47
and such a course must 54
and such a course will 112
and such a deafening leaping 77
and such a fierce wind 40
and such a grisly dark 86
and such a letter from 49
and such a manner will 45
and such a medium only 51
and such a moment must 54
and such a number more 80
and such a person came 45
and such a person from 61
and such a person must 188
and such a person will 563
and such a policy also 44
and such a policy must 54
and such a policy will 107
and such a pretty face 68
and such a pretty girl 81
and such a pretty mouth 119
and such a regard have 56
and such a result must 50
and such a result will 125
and such a spirit will 55
and such a stench came 46
and such a strange good 59
and such a system must 104
and such a system will 181
and such a tenant will 141
and take a better look 750
and take a better view 52
and take a bolder range 53
and take a breather from 63
and take a chance shot 48
and take a closer look 10302
and take a closer view 141
and take a coffee break 258
and take a couple more 110
and take a deeper look 120
and take a direct hand 49
and take a direct part 118
and take a dollar from 54
and take a double dose 47
and take a firmer grip 60
and take a firmer hold 155
and take a formal leave 74
and take a further step 92
and take a glance down 43
and take a global view 67
and take a gloomy view 50
and take a greater part 130
and take a greater role 41
and take a guided tour 212
and take a harder line 53
and take a harder look 62
and take a larger part 68
and take a larger view 102
and take a lesson from 702
and take a letter from 111
and take a little break 205
and take a little breath 59
and take a little broth 44
and take a little care 84
and take a little food 114
and take a little from 61
and take a little less 173
and take a little look 71
and take a little more 1133
and take a little peek 66
and take a little rest 1262
and take a little ride 127
and take a little time 639
and take a little tour 56
and take a little trip 384
and take a little turn 111
and take a little walk 767
and take a little wine 180
and take a modest lamp 54
and take a narrow view 68
and take a nature walk 46
and take a pardon when 43
and take a pledge from 99
and take a plural verb 1067
and take a priest along 45
and take a proper look 89
and take a sample from 110
and take a second look 955
and take a second reading 532
and take a second shot 41
and take a second time 43
and take a second trial 52
and take a second view 193
and take a second wife 174
and take a serious look 213
and take a serious view 64
and take a shower when 51
and take a singular verb 336
and take a sleeping pill 144
and take a special care 69
and take a stroll along 219
and take a stroll down 190
and taking a bottle from 74
and taking a candle from 51
and taking a closer look 747
and taking a direct part 52
and taking a firmer grip 53
and taking a firmer hold 47
and taking a lesson from 133
and taking a letter from 196
and taking a little more 212
and taking a little rest 83
and taking a little there 113
and taking a little time 89
and taking a pencil from 103
and taking a pistol from 83
and taking a portion from 106
and taking a second look 104
and taking a second wife 43
and taking a square root 76
and taking a squint along 48
and taking a supply ship 53
and talk a little less 190
and talk a little more 726
and tearing a corner from 91
and there a bright spot 54
and there a bright star 63
and there a broken tree 151
and there a fallen tree 218
and there a gentle rise 48
and there a kernel from 59
and there a little deep 48
and there a little farm 43
and there a little fawn 86
and there a little from 48
and there a little knot 222
and there a little lake 53
and there a little more 304
and there a little spot 47
and there a little wood 103
and there a lonely farm 116
and there a lonely ruin 47
and there a matted rose 68
and there a phrase gave 42
and there a pretty line 126
and there a ragged rose 53
and there a scanty tuft 79
and there a silver thread 95
and there a slight dash 45
and there a street lamp 44
and there a towering mind 248
and there a truant girl 77
and there a yellow spot 52
and there i learned from 73
and there i should find 138
and there i should have 404
and there i should like 54
and there i stayed till 121
and there i waited till 45
and these i should like 64
and think a little less 92
and think a little more 794
and think a little time 76
and think i should have 214
and think i should like 42
and those a little more 92
and threw a bridge over 229
and threw a decent veil 90
and threw a glance over 151
and threw a picket line 42
and threw a shadow over 86
and threw a tennis ball 46
and throw a bridge over 52
and throw a little more 100
and throw a little wine 49
and throw a shadow over 41
and throw a tennis ball 95
and throw a wrench into 41
and tied a double knot 41
and tied a square knot 43
and tied a wampum belt 59
and till a better epic 78
and toil a little when 63
and told a strange tale 66
and told a trifle more 57
and took a better grip 104
and took a better look 676
and took a bottle from 243
and took a candle from 102
and took a cleansing breath 69
and took a closer look 5525
and took a cookie from 69
and took a cordial leave 458
and took a couple deep 113
and took a couple more 336
and took a dainty bite 112
and took a deeper breath 51
and took a degree from 43
and took a degree there 43
and took a direct hand 75
and took a direct line 69
and took a direct part 103
and took a double dose 59
and took a firmer grip 454
and took a firmer hold 151
and took a folder from 63
and took a formal leave 48
and took a french leave 72
and took a french ship 44
and took a further step 114
and took a glancing blow 41
and took a gloomy view 126
and took a gloomy walk 53
and took a greater part 60
and took a higher tone 115
and took a hopper from 63
and took a lesson from 72
and took a letter from 452
and took a little bite 85
and took a little boat 44
and took a little farm 45
and took a little food 116
and took a little girl 41
and took a little iron 45
and took a little milk 45
and took a little more 493
and took a little over 46
and took a little rest 123
and took a little step 58
and took a little time 274
and took a little tour 101
and took a little walk 223
and took a lively part 179
and took a menacing step 283
and took a mental note 72
and took a mighty swig 48
and took a morsel from 65
and took a napkin from 40
and took a narrow road 60
and took a nipple into 82
and took a packet from 57
and took a pencil from 178
and took a pistol from 191
and took a ragged breath 180
and took a sample from 41
and took a searching look 226
and took a second bite 46
and took a second look 625
and took a second shot 90
and took a second wife 230
and took a serious look 51
and took a serious turn 59
and took a serious view 88
and took a severe beating 41
and took a severe cold 205
and took a sleeping pill 279
and took a solemn leave 130
and took a special liking 50
and took a steadying breath 415
and took a steamer from 58
and took a strike vote 62
and took a stroll along 124
and took a stroll down 89
and took a stroll over 40
and took a sudden step 56
and took a tender leave 72
and took a ticket from 86
and took a tissue from 149
and took a volume down 86
and took a voyage into 76
and took a wallet from 49
and took a wobbly step 40
and took a zealous part 45
and turn a shadow into 90
and upon a second trial 60
and upon a signal from 136
and used a credit card 101
and used a little more 102
and used a second time 409
and uses a credit card 50
and walk a little more 58
and walk a little ways 43
and want a little more 96
and want a little rest 43
and wash a second time 44
and wearing a bright blue 136
and wearing a covering made 40
and wearing a diamond tiara 43
and wearing a dressing gown 73
and wearing a laurel wreath 143
and wearing a leopard skin 43
and wearing a purple robe 90
and wearing a silver star 52
and wearing a trench coat 52
and wears a laurel wreath 48
and wears a mantle rent 41
and wears a yellow robe 48
and weary i thought best 255
and went a little pale 58
and went a little ways 49
and went a second time 314
and went a strange throng 67
and wept a little over 45
and wept a little when 51
and were a little late 89
and were a little less 184
and were a little more 692
and were a little over 112
and were a pretty wild 61
and were a second time 273
and were a serious threat 83
and were i called upon 245
and what a charming wife 42
and what a common sort 100
and what a future there 52
and what a learned dust 178
and what a lovely face 137
