ad she had placed in 49
an eye was closed in 181
an eye was turned in 47
an eye was turned to 85
an ice bag should be 228
an ice cap should be 62
an idea and begins to 43
an idea and carrying it 62
an idea and embody it 57
an idea and fiction of 43
an idea and follow it 74
an idea and pursue it 69
an idea and wanted to 77
an idea big enough to 60
an idea can hardly be 70
an idea far beyond the 210
an idea for reducing the 44
an idea for something to 113
an idea had arisen in 65
an idea had formed in 43
an idea had struck me 54
an idea has struck me 179
an idea long before it 42
an idea long enough to 112
an idea lying hidden in 44
an idea not spoken of 63
an idea she wanted to 93
an idea that appeals to 387
an idea that appears in 193
an idea that appears to 256
an idea that arises in 58
an idea that became an 69
an idea that became the 138
an idea that begins to 50
an idea that belongs to 214
an idea that caught on 159
an idea that changed the 74
an idea that england is 45
an idea that exists in 134
an idea that failed to 47
an idea that formed the 47
an idea that helped to 43
an idea that needed to 65
an idea that occurs in 85
an idea that occurs to 140
an idea that points to 41
an idea that proved to 107
an idea that recurs in 111
an idea that refers to 49
an idea that seemed so 59
an idea that seemed to 677
an idea that serves as 63
an idea that should be 461
an idea that something is 227
an idea that something of 41
an idea that stands in 50
an idea that struck me 120
an idea that struck the 46
an idea that tallow is 47
an idea they wanted to 78
an idea too absurd to 149
an idea too little in 51
an idea was already in 43
an idea was beyond the 40
an idea was formed of 64
an idea with regard to 241
an idea yet standing on 52
an idea you wanted to 64
an ira and deduct the 60
an oak lay potent in 45
an oar and pushed the 40
an oath and turned to 45
an oath that neither he 43
an oath too shocking to 100
an oath was deemed the 42
an oath with regard to 89
an old age devoid of 43
an old age pension as 130
an old age pension at 177
an old age pension by 69
an old age pension if 52
an old age pension in 142
an old age pension is 182
an old age pension of 371
an old age pension on 65
an old age pension or 186
an old age pension to 135
an old boy friend of 54
an old car parked in 76
an old dog spends it 200
an old gas station in 64
an old gun barrel in 51
an old hat belonging to 64
an old hat stopping the 74
an old inn called the 147
an old log building on 43
an old man across the 196
an old man afraid of 43
an old man almost in 68
an old man already in 66
an old man appears in 59
an old man appears to 43
an old man asleep in 153
an old man asleep on 78
an old man before he 798
an old man before it 117
an old man before my 391
an old man before the 154
an old man begins to 52
an old man behind me 87
an old man behind the 183
an old man belonging to 202
an old man bereft of 42
an old man beside me 77
an old man beyond the 56
an old man broken by 85
an old man broken in 43
an old man called at 61
an old man called the 144
an old man called to 89
an old man carrying an 70
an old man carved in 40
an old man caught in 83
an old man clothed in 386
an old man crossing the 93
an old man driven by 321
an old man engaged in 157
an old man enters the 52
an old man forced to 41
an old man groaning in 54
an old man guarding the 94
an old man helped me 99
an old man hobbling on 54
an old man instead of 180
an old man killed by 46
an old man kneeling in 43
an old man kneeling on 41
an old man opened the 180
an old man passed by 237
an old man placed in 62
an old man residing at 41
an old man seemed to 68
an old man should be 604
an old man should do 56
an old man showed us 41
an old man sleeping in 179
an old man sleeping on 75
an old man smiles at 59
an old man standing at 232
an old man standing by 292
an old man standing in 544
an old man standing on 331
an old man stooping as 131
an old man stuffing an 60
an old man sweeping the 80
an old man through the 263
an old man turned to 65
an old man unable to 146
an old man walked in 40
an old man walked up 137
an old man wanted to 102
an old man watching the 55
an old man wished to 85
an old man wishes to 88
an old man without the 156
an old ohio friend of 47
an old oil painting of 117
an old one belonging to 124
an old one should be 103
an old one without the 117
an old path through the 50
an old poem should be 44
an old tub called the 55
an one may fairly be 43
an one was caught up 56
an urn and buried in 86
an urn and placed in 60
an urn doth closet up 91
an you are minded so 72
as age and degree of 88
as age and gender of 88
as age and number of 174
as all and singular the 180
as all are agreed on 46
as all are called to 97
as all are forced to 52
as all art should be 49
as all men desire to 240
as all men engaged in 110
as all men hailed me 44
as all men should be 175
as all men should do 82
as all our notions of 96
as all that belongs to 154
as all that exists in 48
as all that ground is 114
as all that portion of 93
as all things seemed to 50
as all things should be 54
as all this appears to 88
as all this seemed to 54
as all this sounds in 40
as all this sounds to 41
as all too common in 56
as all too likely to 47
as any law passed by 60
as any lay papist of 238
as any man before or 50
as any man should be 170
as any now before us 46
as any now existing in 42
as any one begins to 51
as any one branch of 41
as any one member of 102
as any one person in 56
as any one person is 76
as any one person to 46
as any one should be 104
as any one wishes to 117
as any that arises in 120
as any that exists in 177
as any that graced the 60
as any that marked the 44
as any that occurs in 124
as any that pleaded at 68
as any that roamed the 142
as any that sailed the 49
as any then existing in 69
as any two genera of 183
as any two points on 42
as any way regard the 56
as area and points of 68
as are any errors of 45
as are any errors or 43
as are any number of 85
as are big enough to 103
as are but acorns in 52
as are far beyond the 50
as are his powers of 94
as are near enough to 47
as are not afraid of 42
as are not already in 67
as are not always to 60
as are not caused by 149
as are not common in 65
as are not common to 160
as are not engaged in 321
as are not likely to 1416
as are not merely the 101
as are not needed by 61
as are not needed in 53
as are not needed to 119
as are not proper to 106
as are not raised in 50
as are not suited to 253
as are not taught by 61
as are not taught in 69
as are not versed in 43
as are not wholly or 70
as are now before us 259
as are now common in 103
as are now engaged in 237
as are now vested by 53
as are now vested in 380
as are old enough to 393
as are set before us 60
as are too minute to 70
as are two openings of 81
as are weak enough to 260
as bad and almost as 40
as bad and dismal as 57
as bad and wicked as 42
as being bad enough to 110
as being big enough to 87
as being due mainly to 134
as being due merely to 111
as being due partly to 161
as being due simply to 147
as being due solely to 328
as being far beyond the 208
as being far closer to 69
as being ill suited to 52
as being long enough to 54
as being near enough to 81
as being not likely to 57
as being not merely an 107
as being not merely the 214
as being not simply the 57
as being not unlike the 95
as being old enough to 197
as being one amongst the 41
as being one aspect of 134
as being one likely to 47
as being that amount of 47
as being that portion of 161
as being then beside me 51
as being too clever by 83
as being too costly in 54
as being too costly or 44
as being too costly to 134
as being too debasing to 103
as being too feeble to 51
as being too likely to 43
as being too narrow in 258
as being too narrow or 41
as being too narrow to 93
as being too obvious to 179
as being too remote in 46
as being too remote or 133
as being too remote to 87
as being too sacred to 71
as being too serious to 72
as being too simple to 94
as being too stupid to 58
as being too sweeping in 40
as being too trivial to 134
as being with regard to 46
as big and almost as 247
as big and brawny as 157
as big and bright as 948
as big and clumsy as 165
as big and fierce as 179
as big and imposing as 101
as big and sturdy as 150
as big ben struck the 49
as both are caused by 47
as both are likely to 116
as both are rooted in 74
as both men looked at 53
as both men stared at 86
as both men turned to 43
as but one aspect of 1090
as but one branch of 44
as but one factor in 152
as but one member of 89
as but one moment in 47
as but one source of 60
as but one version of 40
as can and should be 101
as can not accept the 51
as can not affect the 54
as can not afford the 112
as can not afford to 284
as can not always be 175
as can not attend the 57
as can not endure the 46
as can not fairly be 107
as can not readily be 584
as can not safely be 89
as can with safety be 170
as dead and buried as 187
as dead and buried in 50
as dead and kicked by 92
as dead and silent as 62
as dear and almost as 96
as dear and sacred as 120
as dear and sacred to 212
as death and almost as 90
as death and ghosts of 43
as death was hurled on 84
as did all manner of 41
as did any member of 58
as did any mention of 40
as did any number of 261
as did each member of 50
as did his belief in 100
as did his brother in 41
as did his choice of 50
as did his desire to 255
as did his friend the 225
as did new mexico in 41
as did not affect the 200
as did not amount to 48
as did not attend the 46
as did not become the 45
as did not choose to 799
as did not desire to 62
as did not exceed the 128
as did not excite the 93
as did not happen in 137
as did not happen to 81
as did not perish in 56
as did not permit us 44
as did not relate to 126
as did not reside in 43
as did not return to 72
as did one member of 59
as did our fathers in 111
as does any member of 61
as does each member of 40
as does his choice of 43
as does his desire to 81
as does not affect the 225
as does not amount to 61
as does not depend on 215
as does not exceed an 72
as does not exceed in 107
as does not exceed the 4254
as does not happen in 103
as does not hinder the 52
as does not impair the 40
as does not impede the 60
as does not permit me 79
as does not relate to 122
as dry and almost as 41
as dry and barren as 548
as dry and formal as 101
as dry and yellow as 108
as due not merely to 47
as dug and removing the 46
as dying and behold we 258
as each day passed by 63
as each day passed he 76
as each day passed it 55
as each day passed the 97
as each day passes by 62
as each day passes the 41
as each day seemed to 49
as each had learned in 46
as each has sought to 41
as each man passed the 61
as each man raised the 67
as each man reached the 43
as each man sought to 58
as each new record is 116
as each new section of 43
as each new version of 42
as each one reached the 70
as each one seemed to 61
as each one sought to 47
as each one wished to 49
as each was anxious to 45
as each was doomed to 59
as each year passes by 72
as each year passes the 53
as easy and almost as 69
as easy and common as 47
as easy and direct as 43
as easy and gentle as 93
as easy and obvious as 162
as easy and pretty as 98
as easy and simple as 1240
as easy and simple to 46
as easy and speedy as 92
as easy and without an 44
as easy for anyone to 44
as easy for christ to 43
as easy for nations to 80
as eating and drinking in 147
as eating and drinking is 106
as eating and drinking or 52
as eating and drinking to 43
as eating her dinner or 42
as eve had bitten the 95
as far and endure it 50
as far off course as 93
as far off places as 63
as far out toward the 139
as far too sacred to 59
as fat and anxious as 47
as fear and hatred of 102
as few and simple as 838
as few and slight as 380
as few can submit to 76
as few men before or 63
as few who attain the 50
as fit and active as 108
as fit and proper to 736
as fit for battle as 91
as fit for bedlam as 202
as fit for flirting as 41
as fit for thought as 97
as for all manner of 77
as for all values of 125
as for any blessing he 41
as for any design of 72
as for any desire to 75
as for any errors of 50
as for any errors or 44
as for any member of 43
as for any number of 126
as for any person to 76
as for any system of 53
as for any violent or 45
as for each detail of 69
as for each member of 45
as for his desire to 75
as for his hatred of 47
as for his manner of 61
as for his merits in 44
as for his powers of 40
as for his wisdom in 46
as for its effect on 254
as for its impact on 101
as for its pledge of 78
as for our belief in 57
as for our friend at 54
as for that matter do 137
as for that matter he 196
as for that matter in 414
as for that matter is 257
as for that matter it 290
as for that matter of 327
as for that matter the 364
as for that matter to 44
as for that portion of 141
as for this charge of 68
as for this fellow we 100
as for this matter of 144
as fun and exciting as 151
as gay and bright as 544
as gay and charming as 126
as gay and fleeting as 168
as gay and gentle as 103
as gay and joyous as 167
as gay and lively as 812
as gay and pretty as 43
as gay and spruce as 49
as gay and varied as 46
as god and christ as 52
as god had chosen the 74
as god had created it 489
as god had created the 119
as god had created us 62
as god had raised up 47
as god had spoken to 110
as god had willed it 89
as god had willed to 49
as god has called me 130
as god has called us 81
as god has chosen to 104
as god has chosen us 41
as god has created it 527
as god has created the 67
as god has created us 139
as god has fitted us 147
as god has formed it 41
as god has placed in 58
as god has spoken to 57
as god has taught us 55
as god has treated us 95
as god has willed it 188
as god has willed to 56
as god hath placed us 45
as god may choose to 48
as god may enable me 77
as god may enable us 64
as god was pleased to 595
as going far beyond the 731
as had any shirts to 44
as had not fallen in 42
as had not fallen to 64
as had not joined in 62
as had not joined the 102
as had now become the 201
as had run through the 62
as has any member of 45
as has its origin in 97
as has not fallen to 97
as has now become the 197
as head and master of 217
as heat and partly as 130
as heat and raises the 40
as her being sucked by 63
as her ears caught the 68
as her eye caught the 178
as her eye rested on 180
as her head bobbed up 219
as her head jerked up 127
as her head rested on 247
as her head struck the 117
as her head turned to 45
as her own envoys in 46
as her own feelings of 64
as her own opinion of 115
as her own safety is 44
as her own sphere of 86
as her own version of 45
as her way always is 57
as hid with christ in 61
as him that peopled the 74
as him who seemed to 98
as his big chance to 58
as his car passed by 52
as his car pulled up 163
as his dying advice to 137
as his dying charge to 45
as his ears caught the 125
as his ears picked up 78
as his eye caught the 840
as his eye rested on 1497
as his head bobbed up 229
as his head cleared the 86
as his head dipped to 46
as his head jerked up 108
as his head popped up 41
as his head reached the 59
as his head rested on 169
as his head seemed to 56
as his head struck the 252
as his head turned to 76
as his low opinion of 45
as his man called it 59
as his men reached the 44
as his men wished to 49
as his old friend the 43
as his one chance to 42
as his one friend in 47
as his own answer to 66
as his own before he 68
as his own before the 98
as his own belief in 53
as his own belief is 53
as his own career is 86
as his own charge to 121
as his own choice of 40
as his own desire to 161
as his own feelings of 59
as his own instead of 47
as his own lawyer at 50
as his own lawyer in 113
as his own letter to 45
as his own master in 77
as his own master of 64
as his own memory of 41
as his own museum of 62
as his own nature is 117
as his own opinion is 48
as his own opinion of 111
as his own person is 151
as his own portion of 49
as his own powers of 60
as his own profit or 173
as his own reaction to 47
as his own record of 51
as his own shadow in 93
as his own should be 87
as his own source of 112
as his own sphere of 169
as his own stands on 51
as his own through the 51
as his own unless he 42
as his own version of 275
as his own without the 46
as his pen traced it 43
as his poem offers to 146
as his son called it 48
as his song swells or 135
as his son seemed to 60
as his son should be 71
as his was likely to 67
as his way always is 42
as his who learned in 70
as hot and bright as 166
as hot and fierce as 79
as hot and sticky as 305
as hot and stifling as 179
as hot and stuffy as 155
as hot and sultry as 133
as hot and violent as 52
as how his regard be 57
as how she wanted to 41
as how they affect the 142
as how they choose to 49
as how they relate to 431
as how they should be 336
as how you stowed so 51
as its aim always to 69
as its end result the 105
as its own manner of 40
as its own nature is 185
as its own object at 47
as its own object of 145
as its own opinion of 118
as its own source of 151
as its own sphere of 246
as its own system of 88
as its own version of 91
as its own weight is 96
as its own weight of 45
as its real nature is 68
as its real object the 69
as jim was entering the 47
as kings and queens in 82
as kings and queens of 228
as kings and rulers of 111
as law and follow it 44
as lean and sinewy as 41
as lee was forced to 43
as long and almost as 438
as long and bitter as 97
as long and costly as 43
as long and fierce as 221
as long and loudly as 150
as long and narrow as 1011
as long and serious as 43
as long and severe as 41
as long and skinny as 135
as long and tedious as 517
as long and varied as 396
as low and humble as 453
as low and languid as 67
as low and vulgar as 95
as mad and brutal as 44
as man and artist he 95
as man and artist in 43
as man and artist is 76
as man and artist to 113
as man and member of 50
as man can attain the 120
as man can attain to 69
as man has failed to 53
as man has learned to 137
as man has sailed the 51
as man was created in 136
as man was created to 59
as man was unable to 49
as may bear unduly or 75
as may not affect the 70
as may not choose to 84
as may not happen to 70
as may with safety be 61
as mean and ornery as 185
as mean and vicious as 164
as meg ran through the 68
as men and fathers of 52
as men and fought in 77
as men and joined the 50
as men and should be 145
as men are anxious to 48
as men are bribed to 43
as men are called to 63
as men are closed in 65
as men are created in 41
as men are driven to 112
as men are engaged in 124
as men are forced to 156
as men are killed by 57
as men are likely to 387
as men are swayed by 64
as men are taught to 68
as men are thought to 42
as men are unable to 80
as men buy horses at 84
as men pay homage to 64
as men that desire to 41
as men that lifted up 40
as men who desire to 77
as men who should be 76
as men who sought to 110
as men who wanted to 127
as men who wished to 114
as men who worked in 45
as men with regard to 238
as near and actual as 112
as near her course as 74
as near its center as 72
as near its origin as 48
as near its source as 96
as near new orleans as 54
as near one another as 238
as near that amount as 45
as near that figure as 78
as near that number as 139
as neat and bright as 124
as neat and dainty as 111
as neat and pretty as 467
as neat and simple as 320
as neat and spruce as 100
as new and desire to 114
as new and exciting as 291
as new and modern as 107
as new and strange as 426
as new and strange to 920
as not being afraid to 44
as not being caused by 126
as not being engaged in 162
as not being guilty of 50
as not being likely to 592
as not being speech at 294
as not being suited to 233
as not being wanted by 174
as not doing enough to 201
as not going beyond the 106
as not long before he 47
as not long before the 55
as not one person in 194
as now any belonging to 224
as now lie before the 70
as odd and strange as 104
as old age creeps on 309
as old and almost as 122
as old and enduring as 103
as old and feeble as 165
as old and infirm as 175
as old and simple as 40
as old men follow the 45
as one and another of 277
as one and looked at 51
as one and nobody as 80
as one and stared at 66
as one big family in 86
as one big family of 42
as one can afford it 53
as one can afford to 146
as one can arrive at 53
as one can assess the 52
as one can before it 40
as one can choose to 68
as one can define the 48
as one can detect in 52
as one can expect at 52
as one can expect in 314
as one can expect it 44
as one can expect of 105
as one can expect the 43
as one can expect to 523
as one can follow the 124
as one can listen to 91
as one can manage to 74
as one can measure the 124
as one can obtain in 53
as one can safely go 88
as one can verify by 176
as one day before the 50
as one dead before the 58
as one dead member of 57
as one does before the 59
as one goes across the 165
as one goes across to 57
as one goes around the 166
as one goes beyond the 247
as one goes deeper in 54
as one goes further up 58
as one goes higher in 168
as one goes higher up 300
as one goes through it 51
as one goes through the 1124
as one goes toward the 447
as one goes upward in 54
as one got closer to 83
as one has access to 96
as one has always to 57
as one has called it 78
as one has learned to 163
as one has passed the 106
as one has plenty of 40
as one has something to 40
as one key aspect of 57
as one key factor in 40
as one long record of 44
as one long series of 248
as one man around the 57
as one man before the 177
as one man behind the 150
as one man called it 62
as one man stands on 41
as one man toward the 54
as one may admire the 119
as one may choose to 824
as one may desire to 93
as one may expect in 94
as one may expect of 60
as one may expect to 203
as one may happen to 66
as one may prefer to 213
as one may regard it 43
as one may regret the 63
as one may verify by 97
as one net amount in 54
as one not belonging to 78
as one not caused by 45
as one not likely to 241
as one not merely of 66
as one old enough to 54
as one old friend to 164
as one that allows the 126
as one that appeals to 69
as one that appears in 61
as one that appears to 99
as one that belongs to 381
as one that changes the 46
as one that exists in 76
as one that mocked to 131
as one that needed to 91
as one that occurs in 161
as one that offers the 53
as one that raised up 66
as one that refers to 145
as one that relies on 169
as one that seemed to 104
as one that serves the 60
as one that should be 1157
as one that sought to 97
as one that stands on 188
as one that stands or 107
as one was forced to 62
as one was likely to 370
as one was pleased to 64
as one was unable to 45
as one who agrees to 45
as one who appeals to 41
as one who appears in 69
as one who appears to 75
as one who begins to 60
as one who belongs to 608
as one who claims the 74
as one who claims to 193
as one who denied the 108
as one who denies the 157
as one who dwells in 113
as one who engaged in 66
as one who engages in 340
as one who enjoys the 89
as one who enters the 49
as one who exists in 86
as one who failed to 223
as one who fights on 46
as one who fought in 47
as one who greets an 47
as one who guided my 51
as one who helped to 263
as one who lacked the 184
as one who looked at 43
as one who looked on 131
as one who needed to 88
as one who passed on 99
as one who passes on 47
as one who played the 42
as one who relied on 40
as one who relies on 66
as one who reveals the 47
as one who revels in 45
as one who robbed the 56
as one who seemed to 205
as one who served as 46
as one who served in 45
as one who served the 80
as one who serves as 40
as one who serves the 167
as one who shared in 129
as one who shared the 108
as one who shares in 267
as one who shares the 217
as one who should be 620
as one who should do 40
as one who should go 136
as one who sought the 78
as one who sought to 562
as one who stands at 80
as one who stands by 53
as one who stands in 422
as one who stands on 133
as one who stands up 97
as one who strove to 87
as one who taught the 63
as one who teaches the 54
as one who thought he 62
as one who thought it 108
as one who thought of 48
as one who thought the 81
as one who through the 63
as one who trusts in 40
as one who upheld the 99
as one who walked in 267
as one who wanted to 309
as one who wished to 802
as one who wishes in 63
as one who wishes to 1073
as one who worked in 107
as one who writes in 55
as one who yields to 45
as one with christ in 47
as one with itself in 68
as one with regard to 136
as one year before the 138
as our being placed in 126
as our car pulled up 43
as our dear nelson is 51
as our men called it 64
as our old friend the 228
as our own brother or 94
as our own desire is 55
as our own should be 54
as our own system of 56
as our tax burden is 121
as owing its origin to 210
as pan and parcel of 41
as pith and marrow of 67
as pus has formed it 51
as put and argued by 58
as put him little in 79
as put them beyond the 53
as real and active as 127
as real and actual as 454
as real and almost as 119
as real and earnest as 56
as real and enduring as 55
as real and honest as 93
as real and obvious as 87
as real and potent as 154
as real and pressing as 42
as real and serious as 291
as real and urgent as 107
as red and bright as 118
as red and ragged as 109
as rip van winkle in 49
as sad and anxious as 91
as sad and gloomy as 132
as sad and lonely as 272
as sad and silent as 71
as sad and solemn as 483
as sad and sombre as 92
as set out earlier in 353
as she can afford it 72
as she can afford to 279
as she can before the 41
as she can expect to 46
as she can hardly do 48
as she can manage it 74
as she can manage to 86
as she cut across the 207
as she cut through the 543
as she did before he 93
as she did before in 49
as she did before it 64
as she did before the 750
as she did earlier in 117
as she did through the 98
as she did toward the 58
as she did without the 47
as she does already in 97
as she does scores of 42
as she does through the 55
as she does toward the 41
as she dug around in 115
as she dug through the 230
as she goes across the 52
as she goes around the 86
as she goes through it 69
as she goes through the 923
as she goes toward the 73
as she got abreast of 49
as she got around to 46
as she got before he 48
as she got before the 61
as she got behind the 206
as she got caught up 84
as she got closer to 962
as she got deeper in 43
as she got ernest to 52
as she got inside the 227
as she got slowly to 94
as she got through the 96
as she had access to 164
as she had agreed to 467
as she had already so 41
as she had always the 52
as she had become an 85
as she had become by 101
as she had become in 168
as she had become of 63
as she had become so 75
as she had become the 96
as she had become to 199
as she had before he 67
as she had before in 133
as she had before the 708
as she had before to 54
as she had bidden me 90
as she had bought it 50
as she had bought the 105
as she had broken the 115
as she had burned to 46
as she had called it 613
as she had called the 60
as she had called to 63
as she had caught the 91
as she had charge of 54
as she had chosen the 70
as she had chosen to 390
as she had cleared the 188
as she had closed it 42
as she had closed the 733
as she had cooked the 48
as she had created it 45
as she had dozens of 54
as she had dreaded it 43
as she had dreamed he 47
as she had dreamed it 670
as she had dreamed of 636
as she had driven the 76
as she had driven to 59
as she had earlier in 341
as she had earlier on 40
as she had earlier to 41
as she had energy to 47
as she had engaged to 96
as she had enough to 141
as she had evaded it 105
as she had failed in 94
as she had failed to 560
as she had fallen in 330
as she had fallen to 124
as she had filled the 56
as she had formed it 43
as she had formed the 51
as she had fought the 42
as she had fought to 45
as she had gained it 53
as she had gained the 218
as she had gotten to 71
as she had grains of 83
as she had handed it 58
as she had helped me 46
as she had helped to 75
as she had hidden the 78
as she had joined the 77
as she had killed the 56
as she had kissed me 41
as she had kissed the 106
as she had learned at 105
as she had learned by 57
as she had learned in 379
as she had learned it 378
as she had learned of 108
as she had learned on 48
as she had learned the 166
as she had learned to 2311
as she had lifted it 59
as she had lifted the 41
as she had little to 56
as she had locked the 57
as she had looked as 53
as she had looked at 1592
as she had looked in 1021
as she had looked on 462
as she had looked the 246
as she had looked to 167
as she had looked up 262
as she had missed the 68
as she had needed it 42
as she had needed to 97
as she had neither the 77
as she had nobody to 42
as she had nursed me 52
as she had opened it 422
as she had opened the 494
as she had passed by 52
as she had passed the 357
as she had picked up 319
as she had placed it 186
as she had placed the 127
as she had played at 72
as she had played in 44
as she had played it 92
as she had played the 94
as she had plenty of 289
as she had plenty to 72
as she had poured the 46
as she had prayed he 59
as she had prayed in 46
as she had prayed to 50
as she had proved in 60
as she had proved to 81
as she had pulled it 48
as she had pulled the 68
as she had raised it 95
as she had reached it 48
as she had reached the 839
as she had reacted to 61
as she had relied on 40
as she had seemed at 102
as she had seemed in 94
as she had seemed the 57
as she had seemed to 771
as she had seized the 57
as she had sensed the 56
as she had served the 67
as she had shaped it 42
as she had shared in 118
as she had shared the 65
as she had signed the 55
as she had smiled at 240
as she had smiled in 68
as she had someone to 62
as she had something of 200
as she had something to 688
as she had sought to 184
as she had spoken at 109
as she had spoken in 61
as she had spoken it 106
as she had spoken of 252
as she had spoken the 224
as she had spoken to 581
as she had stared at 232
as she had stated in 81
as she had stated it 66
as she had stayed at 46
as she had strength to 420
as she had talked of 101
as she had talked to 286
as she had tasted it 57
as she had taught me 256
as she had taught the 42
as she had taught us 46
as she had termed it 76
as she had thought at 369
as she had thought he 545
as she had thought in 74
as she had thought it 1563
