abolishing the last vestige of 59
activity is just beginning to 48
activity is more evident in 59
activity is more intense in 74
activity is more related to 49
activity is most evident in 82
activity is most intense in 88
activity is only present in 46
activity is very limited in 44
activity is very similar to 414
activity of evil spirits in 40
activity of great britain in 61
activity of many enzymes in 70
activity of many enzymes is 205
activity of many millions of 60
activity of many neurons in 131
activity of many species of 44
activity of mind excited by 338
activity of most enzymes is 92
activity of other enzymes in 47
activity of other enzymes is 50
activity of other members of 172
activity of other neurons in 42
activity of other portions of 80
activity of rats exposed to 59
activity of single neurons in 743
activity of single neurons is 77
activity of single neurons of 99
activity of single neurons or 59
activity of some enzymes in 284
activity of some enzymes is 126
activity of some enzymes of 146
activity of some members of 78
activity of some muscles in 147
activity of some neurons in 67
activity of some species of 74
activity of such enzymes as 122
activity of such enzymes is 48
activity of their members in 43
activity of these animals is 64
activity of these bacteria in 50
activity of these bacteria is 80
activity of these centers is 55
activity of these enzymes as 40
activity of these enzymes at 55
activity of these enzymes by 58
activity of these enzymes in 821
activity of these enzymes is 859
activity of these factors is 65
activity of these muscles in 79
activity of these muscles is 130
activity of these neurons in 62
activity of these neurons is 233
activity of these systems is 93
activity of three species of 91
activity of young animals in 52
activity the very essence of 50
activity to look forward to 93
activity to take account of 48
activity to their ability to 116
actually as many degrees to 44
actually be more correct to 54
actually be more harmful to 60
actually be more helpful to 50
actually be more similar to 41
actually be used against the 99
actually in arms against the 337
actually in arms against us 98
actually in full control of 56
actually the case because of 55
actually the case because the 171
actually the case remains to 43
actually the good fortune to 50
actually the same species as 52
actually the very essence of 48
actually to have existed in 44
actually to have written the 47
actually to look forward to 117
actuated by mere motives of 186
actuated by pious motives in 85
actuated by such motives as 207
actuated in their conduct by 93
adaptive or coping behavior on 85
addicted to some species of 43
additive in their effects on 257
addressing is very similar to 48
addressing the fifth congress of 47
addressing the health effects of 57
addressing the other members of 57
addressing the same problem as 41
addressing the same problem in 47
addressing the same question to 48
addressing the young culprit by 137
adequacy of their message to 54
adequate to help rebuild the 54
adequate to take account of 104
adjudged in great britain to 93
adjudged to have violated the 77
adjuncts of other systems of 68
adjusted by such factors as 54
adjusted in their strengths to 123
adjusted to give exactly the 48
adjusted to take account of 8452
admission as full members of 54
admission as such enables us 66
admission of free persons of 41
admission of great britain to 203
admission of great numbers of 61
admission of poor suitors in 59
admission of such persons as 85
admission of such persons to 99
admission of such records as 45
admission of their failure to 80
admission of these persons to 49
admission of west germany to 220
admission of west virginia as 441
admission of west virginia is 216
admission of west virginia to 172
admission of young persons to 165
admission to many persons of 115
admission to these schools is 118
admitted as full members in 125
admitted as full members of 960
admitted as full members to 122
admitted as much himself in 46
admitted by most writers on 52
admitted by those members of 209
admitted in great numbers to 44
admitted so much against the 65
admitted to have belonged to 75
admitted to have existed at 60
admitted to have existed in 56
admitted to having written the 67
admitted to show failure to 106
admitted to such offices of 52
admitted to their freedom by 91
admitted to these schools at 58
admitted to these schools on 45
admitted to yale college in 40
advanced at once towards the 62
advanced by great britain to 43
advanced by land against the 42
advanced by other members of 73
advanced by some members of 128
advanced by such critics as 41
advanced by such thinkers as 58
advanced by such writers as 179
advanced by those opposed to 106
advanced in five columns to 46
advanced in four columns to 43
advanced in line against the 53
advanced in line towards the 41
advanced in some aspects of 46
advanced in such matters as 83
advanced in such portions as 87
advanced in their ability to 394
advanced in their studies as 121
advanced in their studies to 72
advanced in three columns on 56
advanced in three columns to 170
advanced on foot against the 125
advanced on foot towards the 110
advanced to help explain the 58
advanced to high stations in 40
advanced to these degrees of 89
advances in many aspects of 103
advances in other aspects of 194
advances in other sectors of 61
advances in some aspects of 48
advances in their ability to 84
advances in their efforts to 40
advances of alva towards the 52
advances the file pointer to 99
advisers on such matters as 41
advisers to south vietnam in 50
advisers to south vietnam to 79
advocacy of birth control as 108
advocacy of birth control in 59
advocacy of birth control is 40
advocacy of such measures as 99
advocate of birth control in 49
advocate of free coinage of 53
advocate of union between the 52
advocate the free coinage of 144
advocating the free coinage of 185
affected by four classes of 46
affected by laws peculiar to 40
affected by many aspects of 240
affected by many factors as 48
affected by many factors in 353
affected by many factors of 71
affected by many sources of 99
affected by other aspects of 422
affected by other factors as 641
affected by other factors in 227
affected by other factors of 43
affected by other features of 82
affected by other members of 67
affected by other sources of 66
affected by some aspects of 53
affected by some subject in 47
affected by such diseases as 50
affected by such factors as 13849
affected by such features as 97
affected by such matters as 684
affected by such motives as 156
affected by their ability to 386
affected by their conduct in 102
affected by their decision to 93
affected by their failure to 61
affected by their illness or 42
affected by their location in 75
affected by their position in 272
affected by their relation to 102
affected by their success in 41
affected by their success or 55
affected by these aspects of 49
affected by these diseases in 43
affected by these factors as 62
affected by these factors in 67
affected by what appeared to 41
affected by what happens at 161
affected by what happens in 1566
affected by what happens on 179
affected by what happens to 1333
affected by wide variation in 40
affected by your ability to 120
affected by your account of 48
affected by your decision to 100
affected in their ability to 273
affected in their behavior by 44
affected in their moments of 60
affected so many aspects of 129
affected the early history of 70
affected the fine strains of 168
affected the life chances of 168
affected the main current of 90
affected the other members of 107
affected the very essence of 119
affected the young visitor as 57
affected to think liberty in 209
affection of their offspring on 68
affection to their brethren of 66
affinity is there between the 114
affinity of ideas between the 49
affinity of their language to 285
affinity of these studies to 45
affirmed by poets skilled in 40
affirmed on other grounds by 60
affirmed on other grounds in 117
affirmed the jury verdict in 59
affirmed to have arrived to 92
affirmed to have belonged to 58
afforded as much scandal as 108
afforded by great britain to 59
afforded by those sections is 223
afforded it only according to 50
afforded me great pleasure to 712
afforded me much pleasure in 51
afforded me much pleasure to 460
afforded me some comfort in 104
afforded so much comfort to 43
afforded so much delight to 127
afforded so much pleasure to 154
afforded so much plunder to 65
afforded the best example of 59
afforded the best results in 40
afforded the best support to 90
afforded the only example in 43
afforded the same respect as 172
afforded to those accused of 51
afforded us great pleasure to 69
afforded us much pleasure to 49
agencies in such matters as 108
agencies in their attempt to 85
agencies in their efforts to 748
agencies in their relation to 50
agencies is their ability to 100
agencies on such matters as 72
agencies to give priority to 131
agencies to help improve the 42
agencies to take account of 134
agencies to work together in 210
agencies to work together on 108
agencies to work together to 463
agitation in india against the 177
agitation of mind brought on 43
agitation of mind natural to 45
agitation of their thoughts to 53
agreeable the more romance is 50
agreeable to look forward to 57
agreeable to your majesty to 92
aircraft to third parties on 205
algorithm is also applied to 137
algorithm is also capable of 57
algorithm is very similar to 1639
algorithm to take account of 54
allegory of what happens to 83
allergic to other members of 78
alleviate the debt burdens of 60
alleviate the many sorrows to 54
alleviate the side effects of 194
alleviating the side effects of 54
allocate the loss between the 50
allotted to other members of 41
allusions in these letters to 96
allusions to these matters in 40
alongside the great figures of 53
alongside the other members of 178
alphabet to nine millions of 68
ambitions to gain control of 42
ambitions to take control of 55
ambitious in their attempt to 42
ambitious in their efforts to 58
amenable to suit brought in 106
amounted in great britain to 48
amounted to five millions of 268
amounted to five percent of 67
amounted to five shillings in 124
amounted to four millions of 132
amounted to four thousand in 43
amounted to many billions of 85
amounted to many millions of 566
amounted to much because of 44
amounted to some millions of 80
amounted to some seventy or 49
amounted to three millions of 271
analysis by taking account of 52
analysis in their attempt to 40
analysis in their efforts to 48
analysis in their studies of 68
analysis in these studies is 52
analysis is also applied to 230
analysis is also capable of 55
analysis is also evident in 55
analysis is also helpful in 240
analysis is also limited by 84
analysis is also limited in 41
analysis is also limited to 80
analysis is also related to 84
analysis is also subject to 83
analysis is best applied to 54
analysis is done according to 68
analysis is just beginning to 57
analysis is made according to 145
analysis is made between the 43
analysis is more focused on 42
analysis is more helpful in 41
analysis is most helpful in 88
analysis is much simpler if 46
analysis is their ability to 47
analysis is very helpful in 176
analysis is very similar in 64
analysis is very similar to 1267
analysis is well adapted to 78
analysis it will suffice to 64
analysis of bone density in 43
analysis of case records of 53
analysis of case studies in 118
analysis of case studies of 303
analysis of case studies on 50
analysis of case studies to 40
analysis of cell division in 172
analysis of data according to 113
analysis of data gathered by 254
analysis of data gathered in 648
analysis of data gathered on 124
analysis of data regarding the 171
analysis of data related to 559
analysis of data similar to 40
analysis of drug effects in 60
analysis of drug effects on 184
analysis of four decades of 122
analysis of four samples of 64
analysis of gene function by 83
analysis of gene function in 248
analysis of great bridges of 53
analysis of great numbers of 49
analysis of huge amounts of 156
analysis of many aspects of 524
analysis of many classes of 47
analysis of many features of 43
analysis of many samples of 134
analysis of many studies of 41
analysis of mass spectra of 41
analysis of other aspects of 590
analysis of other classes of 56
analysis of other features of 56
analysis of other sources of 59
analysis of risk factors in 265
analysis of risk markers in 485
analysis of soil samples in 47
analysis of soil samples is 46
analysis of some aspects of 1531
analysis of some effects of 252
analysis of some features of 176
analysis of some measures of 70
analysis of some samples of 88
analysis of such aspects as 57
analysis of such aspects of 53
analysis of such designs is 64
analysis of such effects is 68
analysis of such factors as 889
analysis of such factors is 45
analysis of such features as 54
analysis of such material is 76
analysis of such matters as 307
analysis of such records as 72
analysis of such spectra is 44
analysis of such studies is 41
analysis of such systems is 385
analysis of such writers as 42
analysis of test results in 65
analysis of test results is 87
analysis of their ability to 130
analysis of their answers to 50
analysis of their behavior in 86
analysis of their behavior is 58
analysis of their content is 50
analysis of their effects in 77
analysis of their effects is 60
analysis of their effects on 670
analysis of their function in 120
analysis of their position in 179
analysis of their question to 44
analysis of their reactions to 68
analysis of their relation to 304
analysis of their results in 44
analysis of their results is 42
analysis of these aspects is 73
analysis of these aspects of 340
analysis of these beliefs by 46
analysis of these effects in 72
analysis of these effects is 346
analysis of these effects on 46
analysis of these factors as 94
analysis of these factors by 41
analysis of these factors in 223
analysis of these factors is 537
analysis of these factors to 42
analysis of these features in 49
analysis of these features is 95
analysis of these features of 102
analysis of these figures in 79
analysis of these figures is 147
analysis of these matters in 61
analysis of these matters is 117
analysis of these mutants is 56
analysis of these records is 81
analysis of these results by 75
analysis of these results in 110
analysis of these results is 419
analysis of these results it 53
analysis of these samples is 75
analysis of these sources is 61
analysis of these sources of 78
analysis of these spectra is 62
analysis of these studies in 53
analysis of these studies is 174
analysis of these systems in 58
analysis of these systems is 250
analysis of these systems of 49
analysis of those aspects of 331
analysis of those factors in 44
analysis of those features of 93
analysis of those portions of 71
analysis of three aspects of 122
analysis of three decades of 69
analysis of three measures of 198
analysis of three samples of 110
analysis of three species of 54
analysis of user queries on 108
analysis of vast amounts of 202
analysis of voting behavior in 250
analysis of what appeared to 56
analysis of what exactly is 47
analysis of what happens as 41
analysis of what happens at 48
analysis of what happens in 625
analysis of what happens to 448
analysis of what remains to 48
analysis the main purpose of 46
analysis to help explain the 47
analysis to other aspects of 80
analysis to take account of 726
analysis to those aspects of 42
analysis we have applied in 65
analysis we have applied to 80
analysis we have arrived at 88
analysis we have assumed the 75
analysis we have divided the 56
analysis we have focused on 86
analysis we have ignored the 98
analysis we have offered is 56
analysis we will attempt to 89
analysis we will examine the 97
analysis we will neglect the 52
analysts in their efforts to 55
analysts or other members of 79
analyzed in other sections of 48
analyzed in their relation to 136
analyzed the data according to 123
analyzed the voting behavior of 62
analyzed the voting records of 40
analyzes the main features of 57
analyzes the past conduct of 46
anecdote is also related by 64
anecdote is also related in 56
anecdote is also related of 62
animated in their demands of 69
animated the free history of 74
animated the great masters of 79
animated the rude soldier as 47
announce the safe arrival of 305
announcing the early arrival of 72
announcing the safe arrival of 457
annually in great britain is 44
annually in great numbers to 60
annually the last weekend in 49
annually to many millions of 40
annually to take account of 201
anointed by pope stephen ii 43
answered by great numbers of 56
answered by other members of 68
answered the door dressed in 204
answered the fool according to 64
answered the great purpose of 84
answered the great question of 55
answered the last question by 87
answered the last question in 119
answered the last question on 40
answered the main purpose of 53
answered the mute inquiry if 57
answered the same purpose as 1739
answered the same purpose in 95
answered the same purpose to 45
answered the same question as 90
answered the same question by 167
answered the same question in 223
answered the same question the 50
answered the third question by 50
answered the young champion of 55
anthology of poems written by 154
anthology of poems written in 47
antibody is also present in 145
antigens on their surface in 48
antipathy of wild animals of 80
anywhere in great britain or 94
anywhere in north america in 53
anywhere in north america is 48
anywhere in north america or 55
apathetic or even hostile to 145
aperture is left between the 44
appalled to find himself in 59
apparent in many aspects of 363
apparent in many sections of 41
apparent in most aspects of 64
apparent in other aspects of 300
apparent in other portions of 41
apparent in other sections of 53
apparent in other spheres of 44
apparent in some aspects of 77
apparent in some sections of 48
apparent in such details as 47
apparent in such matters as 48
apparent in such phrases as 96
apparent in their ability to 70
apparent in their efforts to 74
apparent in their reactions to 54
apparent in their refusal to 44
apparent in these figures is 51
apparent in those portions of 45
apparent to many members of 58
apparent to other members of 78
apparent to some members of 42
apparent to those outside the 90
apparent to those skilled in 305
appended to some editions of 87
appendix we will discuss the 60
appetite of like portions to 55
applause of their cruelty to 44
applause of their fellows is 50
applause to those warriors of 53
appointing me high admiral of 77
appoints the five members of 50
appoints the other guardian of 142
appoints the other members of 283
appoints the three members of 48
apportion the cost according to 48
apportion the cost between the 89
apportion the loss between the 127
apportion the rent between the 45
apportion the same between the 119
appraise the same according to 111
apprised of their arrival by 46
approach in part because it 40
approach in part because of 43
approach in their attempt to 200
approach in their efforts to 354
approach in their studies of 278
approach in these studies is 169
approach is also adopted by 310
approach is also adopted in 327
approach is also applied in 165
approach is also applied to 498
approach is also capable of 102
approach is also central to 42
approach is also evident in 1295
approach is also favored by 45
approach is also helpful in 346
approach is also limited by 184
approach is also limited in 115
approach is also limited to 40
approach is also present in 152
approach is also related to 427
approach is also similar to 177
approach is also subject to 129
approach is also typical of 44
approach is also visible in 55
approach is best applied to 106
approach is best because it 57
approach is best depends on 99
approach is good because it 48
approach is just beginning to 76
approach is made feasible by 44
approach is made towards it 58
approach is made towards the 101
approach is more attuned to 67
approach is more congenial to 40
approach is more faithful to 41
approach is more familiar to 77
approach is more focused on 84
approach is more general in 207
approach is more helpful in 59
approach is more related to 81
approach is more similar to 156
approach is more typical of 144
approach is most evident in 453
approach is most helpful in 267
approach is most similar to 125
approach is much simpler to 81
approach is only beginning to 67
approach is only feasible if 86
approach is used because it 307
approach is used because of 220
approach is used because the 156
approach is used depends on 75
approach is very evident in 43
approach is very helpful in 156
approach is very limited in 89
approach is very popular in 113
approach is very similar in 86
approach is very similar to 5094
approach is well adapted to 124
approach is wrong because it 53
approach of giving priority to 48
approach of peace renders it 51
approach of such writers as 41
approach of their enemies by 40
approach of these studies is 70
approach or even surpass the 143
approach the free surface of 42
approach the great problem of 74
approach the great question of 287
approach the great subject of 176
approach the just demands of 104
approach the last quarter of 63
approach the main subject of 44
approach the most closely to 44
approach the other members of 93
approach the same problem by 54
approach the same problem in 337
approach the same subject by 73
approach the same subject in 51
approach the very borders of 90
approach to arms control in 95
approach to arms control is 161
approach to cost control is 51
approach to drug control is 55
approach to flow control in 257
approach to many aspects of 683
approach to most aspects of 43
approach to other aspects of 447
approach to pain control is 53
approach to pest control in 93
approach to pest control is 205
approach to pest control on 44
approach to some aspects of 308
approach to such matters as 428
approach to such matters is 105
approach to such studies is 46
approach to take account of 685
approach to take depends on 158
approach to their solution is 70
approach to their subject is 58
approach to these aspects of 77
approach to these matters in 95
approach to these matters is 303
approach to those adopted by 74
approach to those aspects of 55
approach we have adopted in 502
approach we have adopted is 509
approach we have adopted to 168
approach we will discuss is 40
approval of five members of 43
approval of leading members of 67
approval of many members of 81
approval of other members of 264
approval of some members of 92
approval of such charter by 92
approval of such election by 97
approval of their decision to 45
approval of their parents or 161
approval of these measures by 62
approval of those members of 60
approval of those sections of 47
approval of three members of 173
approved as just copiers of 143
approved by many members of 50
approved by many persons of 91
approved by most members of 46
approved by other members of 153
approved by pope clement xi 46
approved by pope paschal ii 40
approved by some members of 40
approved by their parents or 59
approved by those members of 52
approved by three members of 50
approved of some aspects of 45
approved of their conduct in 42
approved of their efforts to 61
approved the main features of 88
approved the plan because of 72
arguably the best example of 149
arguably the best pitcher in 44
arguably the card catalog of 49
arguably the most complex of 137
arguably the most popular of 190
arguably the most radical of 64
argument in such matters if 145
argument in their attempt to 55
argument in their efforts to 62
argument in what follows is 123
argument is also applied to 83
argument is also evident in 45
argument is also related to 54
argument is also similar to 44
argument is also weakened by 67
argument is even stronger if 68
argument is even stronger in 74
argument is made against the 115
argument is used against the 96
argument is very similar to 863
argument is worth examining in 46
argument is wrong because it 49
argument of hume against the 40
argument of some quality or 44
argument of these writers is 64
argument of those opposed to 285
argument to make against the 44
argument to take account of 112
argument we take together the 42
armament as ever floated on 40
armature is held against the 57
arrested by such officer in 89
arrested by what appeared to 44
arrested in west germany in 59
arrested on drug charges in 205
arrested on some pretext or 80
arrested on such charges as 80
arrested on their arrival at 64
arrested on their arrival in 111
arrested the leading members of 85
articles as were adapted to 43
articles by leading experts in 49
articles by leading experts on 57
articles by leading figures in 50
articles by such writers as 168
articles he made rebecca the 55
articles in their schemes of 43
articles of diet peculiar to 51
articles of faith according to 108
articles of faith adopted by 105
articles of faith against the 62
articles of faith imposed by 43
articles of food according to 84
articles of food excited so 53
articles of good quality at 60
articles of peace between the 559
articles of union between the 122
articles of union secured to 84
articles of wearing apparel as 208
articles of wearing apparel he 84
articles of wearing apparel in 79
articles of wearing apparel of 145
articles of wearing apparel or 149
articles of wearing apparel to 52
articles on many aspects of 756
articles on most aspects of 99
articles on other aspects of 199
articles on some aspects of 86
articles on such figures as 71
articles on such matters as 146
articles on such writers as 75
articles or other sources of 59
articles to have appeared in 42
articles to such officer as 50
articles up these heights in 52
artifice of these letters is 107
artifice we have reduced the 89
ascended by four flights of 75
ascended in thick volumes to 40
ascended the hill towards the 81
ascended the three flights of 52
ascribed by lord herbert to 55
ascribed by many persons to 82
ascribed by many writers to 107
ascribed by some critics to 119
ascribed by some persons to 43
ascribed by some writers to 410
ascribed the good fortune of 114
ascribed the great increase of 77
ascribed to other features of 70
ascribed to such factors as 359
ascribed to their ability to 204
ascribed to their failure to 63
ascribed to their jealousy of 40
assailed by mere efforts of 40
assemble an army amounting to 43
assemble an army capable of 101
assemble as many persons as 95
assemble in great numbers at 210
assemble in great numbers in 621
assemble in great numbers on 164
assemble in great numbers to 428
assemble in such numbers as 234
assemble in vast numbers in 45
assemble the great council of 132
assembling in great numbers at 52
assembling in great numbers in 68
assembling in great numbers on 68
assembling of mobs happens in 49
assembling of these warriors of 44
assembly is held together by 279
assembly is very similar to 66
assembly so much desired by 86
assembly we have chanced to 57
assented to were subject to 62
asserted by some writers on 53
asserted by some writers to 61
asserted or even assumed the 42
asserted to have belonged to 120
asserted to hold between the 119
assertion by great britain of 66
assertion is well founded we 47
assertion of self against the 68
assertion of their ability to 50
assertion of their enemies is 53
assertion of their manhood in 48
assessed at four shillings in 143
assessed at three shillings in 134
assessed by such criteria as 57
assessed by such measures as 60
assessed by taking account of 52
assessed by their ability to 433
assessed by their teachers as 100
assessed on their ability to 692
assessed on your ability to 191
assessed to land revenue at 91
assessed to land revenue in 159
assessed to land revenue of 211
assessed to land revenue or 116
assigned at their command the 45
assigned by lucy herself as 77
assigned by most critics to 53
assigned by some critics to 87
assigned by some writers to 102
assigned by their editors to 41
assigned or made payable to 101
assigned the same counsel to 52
assigned the same position in 65
assigned the same priority as 49
assigned to duty according to 161
assigned to duty outside the 46
assigned to great britain as 73
assigned to great britain by 137
assigned to great britain in 73
assigned to great britain or 126
assigned to great britain the 52
assigned to jobs according to 88
assigned to other members of 168
assigned to other sections of 63
assigned to such division by 56
assigned to such factors as 78
assigned to take assizes in 67
assigned to take command of 147
assigned to teach courses in 67
assigned to work outside the 99
assigned to work together as 48
assigned to work together in 107
assigned to work together on 256
assigned to work together to 64
assisted by great numbers of 85
assisted by leading divines of 59
assisted by many members of 61
assisted by other friends of 41
assisted by other members of 929
assisted by other writers of 143
assisted by some members of 131
assisted by such factors as 46
assisted by such persons as 59
assisted by their ability to 46
assisted by three members of 69
assisted in many aspects of 78
assisted in their efforts by 537
assisted in their efforts to 830
assisted in their function by 50
assisted in their passage by 41
assisted in their pursuit of 49
assisted in their research by 44
assisted in their studies by 97
assisted in these efforts by 157
assisted in these matters by 53
assisted the other workmen in 68
associate of arts degrees in 100
associate of other lawyers in 327
associate to john balfour of 43
atrocity of those satires on 122
attached by great britain to 103
attached by some persons to 60
attached by some writers to 117
attached in great numbers to 91
attached in vast numbers to 45
attached to great britain by 55
attached to many aspects of 45
attached to other aspects of 63
attached to other members of 102
attached to other portions of 67
attached to some aspects of 112
attached to some members of 54
attached to such factors as 201
attached to such matters as 59
attached to such objects as 163
attached to such phrases as 69
attached to their ability to 41
attached to their college as 89
attached to their country as 57
attached to their country by 205
attached to their country of 77
attached to their masters as 41
attached to their parents as 127
attached to their parents by 45
attached to their parents or 95
attached to their position as 54
attached to their position in 64
attached to their position of 77
attached to their religion as 276
attached to their religion by 115
attached to these aspects of 42
attached to these carbons do 59
attached to these portions of 147
attached to those portions of 46
attached to what appeared to 124
attaches the calf muscles to 70
attaches the skin loosely to 41
attacked by great numbers of 95
attacked by many species of 89
attacked by nazi germany in 57
attacked by other members of 110
attacked by some critics as 187
attacked by some members of 142
attacked by some species of 59
attacked by what appeared to 98
attacked by wild animals in 42
attacked by wild animals or 90
attacked on these grounds by 57
attacked the arab village of 177
attacked the beast exactly in 49
attacked the bill because it 46
attacked the great problem of 42
attacked the other parties of 55
attacked the same problem by 70
attacked the same problem in 102
attacked the very citadel of 101
attacked the very concept of 153
attacked the very essence of 127
attacker to gain control of 53
attacker to take control of 90
attained by other members of 43
attained so much variety in 40
attained the best results in 52
attained the full dignity of 71
attained the full mastery of 157
attained the full meridian of 135
attained the full stature of 327
attained the high dignity of 93
attained the high position of 194
attained the leading position in 51
attained the same position in 59
attained to high degrees of 63
attained to such dignity as 75
attained to such heights of 64
attempting to clear himself of 66
attempting to draw together the 125
attempting to find answers to 434
attempting to free herself of 41
attempting to free himself of 77
attempting to gain control of 1718
attempting to gain custody of 59
attempting to give content to 47
attempting to give liberty to 71
attempting to hold together the 57
attempting to keep control of 86
attempting to kill members of 45
attempting to live according to 201
attempting to lose himself in 44
attempting to make herself as 98
attempting to make himself king 141
attempting to make himself the 46
attempting to mend matters at 54
attempting to move forward in 64
attempting to move towards the 66
attempting to pass between the 155
attempting to pull himself up 78
attempting to pull together the 89
attempting to save himself by 103
attempting to save himself in 43
attempting to step outside the 45
attempting to swim against the 77
attempting to take account of 414
