am afraid solid learning is 42
an animal nearly twice as 149
an animal shows signs of 70
an animal which could be 85
an animal which feeds on 363
an animal which lived in 63
an animal which lives in 249
an animal which lives on 53
an animal which might be 103
an animal which seems to 169
an animal which would be 71
an animal whose brain is 74
an animal whose flesh is 100
an annual audit shall be 69
an annual award given by 83
an annual award given to 153
an annual basis after the 58
an annual basis based on 74
an annual basis since the 139
an annual basis under the 180
an annual basis until the 130
an annual basis while the 42
an annual basis within the 60
an annual basis would be 168
an annual bonus based on 313
an annual bonus equal to 230
an annual event known as 135
an annual event since the 78
an annual event under the 42
an annual event until the 66
an annual event where the 43
an annual event which is 58
an annual floor equal to 40
an annual grant based on 42
an annual grant equal to 143
an annual gross sales of 56
an annual gross value of 59
an annual meeting shall be 187
an annual meeting where the 51
an annual meeting which is 44
an annual motion round the 85
an annual orbit round the 62
an annual period shall be 96
an annual plant which is 81
an annual prize given to 55
an annual quota equal to 42
an annual sales growth of 93
an annual sales level of 112
an annual sales value of 52
an annual trading visit to 98
an annual value added by 117
an annual value added of 111
an annual value equal to 44
an annual visit which he 48
an annual which grows to 52
an annual white paper on 87
an answer until after the 69
an answer which could be 198
an answer which might be 179
an answer which ought to 71
an answer which seems to 192
an answer which shall be 158
an answer which would be 333
an appeals court judge in 87
an appeals court ruled in 72
an aqueous phase which is 50
an arabian author cited by 68
an arrest takes place in 46
an artist whose glory it 43
an artist whose sense of 58
an artist whose style is 75
an artist whose vision is 40
an artist working within the 48
an artist would never be 98
an aspect under which it 61
an aspect under which the 53
an aspect which could be 67
an aspect which makes it 46
an aspect which might be 78
an aspect which needs to 84
an aspect which seems to 97
an aspect which suits the 91
an aspect which would be 42
an atomic bombing would be 57
an atomic model based on 57
an atomic power plant at 86
an atomic power plant in 430
an atomic power plant is 165
an atomic power plant of 55
an atomic power plant to 55
an atomic weapon could be 70
an attack could easily be 55
an attack under cover of 218
an attack which could be 93
an attack which drove the 66
an attack which ended in 52
an attack which might be 134
an attack which seems to 63
an attack which would be 110
an earlier fixed point in 232
an earlier group known as 44
an earlier period after the 73
an earlier period under the 83
an earlier period would be 98
an earlier point about the 161
an earlier short story by 40
an earlier stage where the 67
an earlier stage while the 40
an earlier stage within the 49
an earlier stage would be 60
an earlier story about the 41
an earlier study based on 179
an earnest looking woman of 53
an earnest search after the 50
an eastern bride waiting to 68
an edible fruit which is 45
an effect about equal to 69
an effect first noted by 73
an effect fully equal to 41
an effect nearly equal to 47
an effect which could be 645
an effect which makes it 46
an effect which makes the 119
an effect which might be 406
an effect which seems to 296
an effect which shall be 47
an effect which tends to 141
an effect which would be 647
an effect whose cause is 489
an effort which holds the 161
an effort which might be 59
an effort which seems to 87
an effort which would be 135
an emerging field known as 57
an emerging trend within the 45
an emerging world based on 56
an emerging world order in 56
an emotion often makes it 45
an emotion which could be 41
an emotion which might be 76
an emotion which seems to 78
an empire which could be 42
an empire which rests so 40
an empire which would be 50
an energy level above the 170
an energy level below the 59
an energy level close to 136
an energy level equal to 78
an energy level which is 169
an energy level within the 91
an energy region where the 104
an energy state above the 50
an energy value equal to 82
an energy value which is 47
an energy which could be 53
an energy which makes the 50
an energy which seems to 49
an energy which shone in 61
an english author calls it 47
an english author ought to 46
an english court would be 137
an english fleet under the 318
an english fleet would be 92
an english force under the 254
an english manor house in 90
an english match would do 51
an english mother would be 49
an english party under the 49
an english people began to 40
an english rajah ruled in 65
an english reader would be 41
an engraving which shows the 54
an enmity which began in 246
an entire class could be 53
an entire class might be 54
an entire class period in 42
an entire class period or 60
an entire class period to 172
an entire ethnic group is 50
an entire group based on 111
an entire growing season to 60
an entire nation could be 148
an entire nation would be 46
an entire novel about the 61
an entire people could be 70
an entire people would be 59
an entire piece might be 101
an entire region could be 43
an entire river basin or 44
an entire study could be 44
an entire wagon train of 50
an entire world lived in 72
an entire world within the 45
an entity about which we 85
an entity which could be 244
an entity which meets the 43
an entity which might be 65
an entity which would be 73
an enzyme which breaks up 53
an enzyme which helps to 51
an enzyme which plays an 69
an epithet which could be 44
an epithet which seems to 79
an estate which could be 116
an estate which would be 65
an excess which would be 107
an exciting chase after the 40
an exciting story about the 145
an exciting turning point in 46
an excuse about needing to 107
an existing paper print or 57
an existing social order in 47
an existing social order is 53
an existing style sheet to 48
an expert group headed by 48
an expert group meeting on 253
an expert group under the 151
an expert working group of 68
an expert working group on 89
an expert working group to 63
an export price which is 53
an export trade based on 52
an export trade which is 46
an extent about equal to 129
an extent fully equal to 44
an extent nearly equal to 157
an extent never found in 54
an extent never known in 112
an extent quite equal to 58
an extent which could be 136
an extent which makes it 789
an extent which makes the 362
an extent which makes us 57
an extent which meets the 68
an extent which might be 187
an extent which ought to 56
an extent which seems to 268
an extent which shall be 135
an extent which tends to 40
an extent which would be 1056
an hideous noise within me 54
an honest doubt about the 40
an honest penny might be 60
an honest pride might be 45
an honest woman ought to 94
an icicle where tally of 55
an immune serum which is 49
an import quota would be 42
an impost which ought to 49
an income about equal to 74
an income after taxes of 84
an income level above the 82
an income level below the 87
an income level equal to 118
an income level where the 48
an income level which is 62
an income stream which is 62
an income which could be 61
an income which would be 190
an infant shows signs of 91
an infant whose father is 92
an infant whose mother is 108
an ingenious method based on 67
an initial appeal taken as 98
an initial boiling point of 543
an initial brief period of 184
an initial delay while the 68
an initial fluid bolus of 60
an initial grace period of 273
an initial guess about the 83
an initial period after the 79
an initial period where the 99
an initial phase where the 69
an initial pilot study of 50
an initial point where the 41
an initial print order of 57
an initial rapid change in 44
an initial rapid phase of 146
an initial selling price of 47
an initial short period of 206
an initial slope index in 82
an initial speed equal to 46
an initial stage where the 86
an initial state given by 46
an initial state where the 155
an initial state which is 253
an initial steady state to 47
an initial value equal to 197
an initial value which is 110
an initial waiting period of 143
an injury which could be 49
an injury which might be 51
an injury which would be 87
an inland water route to 102
an inmost sense which is 40
an innate human sense of 68
an innate moral sense as 40
an innate moral sense in 75
an innate moral sense of 54
an innate moral sense or 72
an insect which feeds on 177
an insect which lives in 64
an insect which lives on 83
an insult takes place in 46
an insult which might be 48
an insult which ought to 52
an invading enemy would be 45
an invading force under the 45
an invading force would be 80
an ironic twist given the 41
an island chief wants to 66
an island named after the 48
an island where stood an 44
an island which could be 82
an island which forms the 70
an island which might be 82
an island which seems to 81
an island within sight of 179
an isthmian canal would be 89
an italian sailing under the 71
an object about which he 99
an object about which it 114
an object about which the 200
an object about which to 72
an object about which we 385
an object beneath water in 40
an object comes close to 52
an object comes within the 56
an object could never be 72
an object falling under it 113
an object falling under the 154
an object falls under the 103
an object falls within the 54
an object model based on 50
an object moves under the 65
an object truly worthy of 72
an object under water is 76
an object which could be 745
an object which gives no 108
an object which makes it 74
an object which makes the 43
an object which might be 317
an object which ought to 307
an object which seems to 344
an object which shall be 232
an object which tends to 85
an object which would be 421
an object while looking at 78
an object whose class is 135
an object whose color is 45
an object whose image is 117
an object whose motion is 41
an object whose shape is 78
an object whose state is 44
an object whose value is 346
an object would appear if 49
an object would appear in 56
an object would appear to 89
an obvious blank space or 55
an obvious cause arose as 50
an obvious first place to 50
an obvious lower bound on 42
an obvious point which is 40
an obvious trend shown by 58
an obvious turning point in 78
an oceanic plate beneath the 44
an office under color of 55
an office which could be 144
an office which might be 56
an office which ought to 97
an office which seems to 170
an office which shall be 74
an office which would be 104
an online search engine to 66
an opinion about where the 57
an opinion thereon until the 41
an opinion which could be 175
an opinion which might be 237
an opinion which needs no 72
an opinion which ought to 47
an opinion which rests on 73
an opinion which seems to 946
an opinion which would be 382
an opposing armed force in 111
an opposing force equal to 98
an opposing force which is 57
an opposing party under the 116
an output level below the 41
an output level equal to 83
an output level where the 63
an output level which is 57
an output power equal to 48
an output power level of 142
an output pulse which is 99
an output shaft speed of 53
an output value equal to 47
an output value which is 45
an output which could be 44
an overly acute sense of 42
an overly strong focus on 40
an unborn child could be 69
an unborn child would be 68
an unborn quick child by 56
an unduly large share of 630
an unduly small share of 64
an uneven playing field in 146
an unjust social order by 47
an unjust social order in 55
an unjust social order is 48
an unjust social order to 55
an unseen world which is 49
an upward flowing stream of 59
an upward force equal in 88
an upward force equal to 779
an upward force which is 52
an upward pulling force on 44
an upward thrust equal to 89
an upward trend after the 128
an upward trend since the 348
an upward trend until the 94
an upward trend which is 41
an upward trend while the 45
an urgent warning about the 57
as affect either house of 117
as almost every event in 51
as almost every where in 127
as already noted above in 75
as already noted under the 45
as another major cause of 77
as another turning point in 109
as another woman might be 72
as anyone could under the 82
as barren words found in 72
as bounds every atoll of 41
as changes occur within the 71
as christ shall reign at 50
as claims which could be 98
as common sense seems to 86
as common sense tells us 518
as common water would do 83
as direct labor hours or 695
as expect anything human or 248
as fairly comes under the 61
as hester never cared to 201
as income rises above the 53
as indeed every place is 46
as knight grand cross of 60
as listed below shall be 81
as listen under walls or 147
as little about music as 45
as little about titus or 117
as little boiling water as 243
as little doubt about the 396
as little false shame as 40
as little floor space as 74
as little known today as 106
as little noise about it 86
as little pride about it 41
as little waste motion as 47
as madame fancy loves in 75
as matthew paris tells us 79
as merely looking round to 49
as michael angelo might be 57
as neither party seems to 58
as neither party stood in 92
as nobody could prove the 53
as nobody knows about it 64
as nuclei about which the 174
as nuclei round which the 92
as number seven began the 51
as partly above noted in 46
as places where people go 89
as rights which belong to 41
as sacred light began to 111
as should appear really in 79
as should quite change the 52
as should rally round it 51
as simply messing about in 1028
as softer still after the 42
as something about which he 79
as something about which it 41
as something about which the 96
as something about which to 46
as something about which we 381
as something quite alien to 151
as something rather close to 42
as something which comes to 130
as something which could be 2983
as something which fills up 74
as something which makes the 64
as something which might be 1223
as something which needs to 251
as something which ought in 46
as something which ought to 2131
as something which tends to 50
as something which would be 597
as special cases where the 103
as special cases within the 80
as spells which unseal the 54
as stains which ought to 56
as standing still while the 43
as stated above shall be 48
as stated above under the 69
as stated above would be 52
as surely under water as 198
as terror could paint it 55
as thrifty about money as 118
as twelve hours after the 92
as twelve months after the 51
as william james calls it 103
at almost every change of 61
at almost every court in 101
at almost every house in 95
at almost every level in 165
at almost every level of 2080
at almost every meeting in 41
at almost every meeting of 424
at almost every period of 333
at almost every phase of 91
at almost every place he 59
at almost every place in 43
at almost every place of 48
at almost every point at 59
at almost every point by 326
at almost every point in 907
at almost every point is 57
at almost every point it 45
at almost every point of 817
at almost every point on 209
at almost every point the 315
at almost every point to 276
at almost every season of 526
at almost every shock the 57
at almost every sitting of 43
at almost every stage in 412
at almost every stage of 4629
at almost every state of 64
at almost forty miles an 59
at almost right angles to 924
at anchor close under the 173
at anchor shall carry in 283
at anchor within sight of 133
at annual growth rates of 66
at another level within the 78
at another place where he 55
at another place where it 41
at another place where the 164
at another place within the 113
at another point where the 110
at another point within the 107
at another rises above it 64
at another table close by 43
at another turning point in 162
at another woman since he 104
at another woman since the 92
at another woman since we 49
at antioch under julian the 85
at around eight months of 92
at boston treating about an 133
at bottom right shows the 59
at coffee house press in 57
at effacing every trace of 93
at expert group meeting on 90
at greater depths below the 182
at greater depths beneath the 64
at greater depths where the 95
at greater depths within the 124
at greater depths would be 41
at ground floor level by 53
at ground floor level in 99
at ground floor level is 70
at ground floor level to 55
at ground level above the 53
at ground level below the 87
at ground level beneath the 65
at ground level could be 83
at ground level under the 127
at ground level where it 89
at ground level where the 196
at ground level which is 85
at ground level while the 80
at ground level within the 124
at ground level would be 151
at levels which could be 43
at levels which would be 113
at medium speed until it 69
at medium speed until the 302
at mission santa clara in 157
at myself again until my 67
at navajo period sites in 54
at oxford cried after the 125
at places where water is 48
at points where water is 42
at points which would be 70
at prices about equal to 41
at prices below costs of 44
at prices either above or 60
at prices which could be 86
at prices which cover the 93
at prices which might be 52
at prices which shall be 109
at prices which would be 332
at proper times shall be 66
at random sites within the 53
at random small angles of 57
at remote sites where the 55
at something which could be 42
at something which might be 42
at stated times until the 42
at street level where the 48
at twelve months after the 60
at twenty takes easily to 54
at valley forge until the 48
at valley forge where the 43
at various angles about the 55
at various angles above the 50
at various angles within the 54
at various dates after the 41
at various dates since the 61
at various dates within the 73
at various depths below the 1466
at various depths beneath it 92
at various depths beneath the 1025
at various depths under the 128
at various depths within the 813
at various later dates in 64
at various molar ratios of 73
at various sites within the 595
at various times about the 272
at various times acted as 191
at various times acted in 41
at various times added to 56
at various times after an 153
at various times after it 98
at various times after the 4240
at various times given to 75
at various times known as 61
at various times later in 120
at various times later on 44
at various times lived in 164
at various times might be 41
at various times parts of 61
at various times since he 46
at various times since it 60
at various times since the 4037
at various times spoke of 64
at various times taken the 50
at various times tried to 395
at various times under the 485
at various times until it 58
at various times until the 260
at various times waves of 41
at various times while he 79
at various times while the 113
at various times within the 840
at various times would be 48
at weekly wages seven or 45
at widely varying rates in 60
at widely varying rates of 57
at widely varying times in 42
