act like everything was normal 304
and great britain has already 46
and great britain has always 45
and great britain has become 52
and great britain now claims 44
and great britain that neither 51
and great britain was broken 48
and great britain was forced 70
and great britain was signed 735
and great britain with regard 501
and great dignity are always 50
and great nephews and nieces 81
and great numbers are caught 63
and great numbers are killed 57
and great reliance was placed 210
and great respect and esteem 49
and great service are called 112
and great suffering may become 47
and grow stronger and deeper 41
and grow towards that divine 45
and guns explode and knives 87
and have boarded and lodged 44
and have brought off twenty 102
and have brought them ashore 42
and have brought them before 44
and have courage and energy 74
and have exposed his memory 71
and have friends and family 57
and have spitted her before 54
and have thoughts and feelings 44
and have watched his career 56
and having adopted this policy 48
and having defeated and killed 98
and having friends and chatting 47
and having gathered this little 91
and having glutted his martial 50
and having invited his brother 51
and having knotted our points 40
and having married his eldest 151
and having mounted our horses 119
and having ordered his troops 67
and having pierced him through 51
and having pounded and ground 49
and having ravaged and wasted 90
and having secured his person 44
and health centers for disease 457
and heard everything that passed 50
and heard oftener than enough 46
and heard turkish and arabic 88
and hearing wherein each before 92
and heart failure are common 98
and heart failure can result 48
and heart failure may follow 64
and heart failure may result 120
and heavy reliance was placed 58
and held against all comers 109
and held forward his candle 43
and held together with rubber 67
and held together with safety 48
and held together with screws 53
and held together with strips 48
and held together with wooden 116
and help support her family 74
and help support his family 157
and high descent and origin 43
and high dietary fat intake 43
and high respect and esteem 43
and home culture for ladies 51
and hymn writers and amazed 86
and into germany and poland 68
and into northern new jersey 40
and into spanish and arabic 205
and iron company was formed 56
and john hancock was chosen 60
and john kennedy and lyndon 48
and jose eduardo dos santos 62
and just beginning his career 80
and just touched him before 62
and just touched with emotion 57
and keep current with emerging 316
and kept together his troops 51
and kind offices that should 41
and know everything that passes 74
and land animals and plants 63
and leaning against one another 197
and leaning forward far enough 60
and leave beggary and infamy 104
and leave harriet ill behind 184
and leaving griffith and manual 47
and legs resisting any further 50
and less elastic than normal 120
and less honesty than myself 93
and less reliance was placed 78
and lies between two groves 50
and lies between two ridges 54
and life resumed its normal 193
and life resumes its normal 67
and list factors that affect 54
and living animals and plants 94
and look outward and upward 53
and look sharper than before 87
and look towards one another 65
and lord herbert had formed 40
and lose contact with reality 111
and loss account and credit 48
and love resumed his empire 59
and love together with wisdom 55
and love towards his creator 41
and love towards his fellow 55
and love towards one another 111
and loving friends and family 43
and loving towards one another 93
and made choices that define 339
and made contact with another 55
and made contact with various 41
and made friends with another 56
and made stories for myself 69
and made stronger than before 45
and made trifles its serious 96
and made zedekiah his brother 48
and make certain you secure 267
and make contact with another 78
and make contact with someone 46
and make everything all better 163
and make friends with matter 258
and make objects and events 51
and making perfect his church 70
and making torches with tarred 47
and many ancient and modern 77
and many animals and plants 76
and many atheists and various 113
and many bishops and abbots 94
and many claimed that dismal 120
and many doctors and nurses 88
and many factors can affect 71
and many figures and tropes 137
and many friends and family 129
and many knights and ladies 56
and many knights and nobles 45
and many lawyers and judges 40
and many nephews and nieces 51
and many persons are afraid 45
and many persons are needed 270
and many princes and nobles 132
and many private and public 149
and many species are common 65
and mass transit are urgent 61
and meet together for prayer 55
and mike nichols and elaine 51
and mining company was formed 43
and more against all comers 74
and more assured with regard 48
and more brittle than normal 97
and more capable than anyone 43
and more capital per worker 76
and more capital was needed 112
and more certain that something 69
and more compact than before 112
and more complex and costly 61
and more complex and highly 54
and more complex and prolix 43
and more complex and subtle 153
and more complex and supple 73
and more complex and varied 276
and more complex than anyone 96
and more complex than before 248
and more complex than earlier 104
and more complex than itself 60
and more complex than merely 45
and more complex than simple 106
and more complex than simply 80
and more couples are choosing 131
and more demands are placed 132
and more distant than before 43
and more doctors and nurses 90
and more doctors are becoming 57
and more doctors are realizing 40
and more durable and becoming 57
and more durable than bronze 44
and more durable than copper 93
and more durable than cotton 117
and more durable than silver 71
and more durable than timber 40
and more durable than wooden 56
and more efforts are needed 62
and more elusive they became 40
and more evident that france 46
and more evident that something 51
and more extreme than europe 106
and more fragile than before 83
and more fragile than normal 82
and more fusible than copper 63
and more general than before 96
and more glorious than before 319
and more haggard and morose 62
and more haggard than before 44
and more hostile than almost 88
and more intense than before 161
and more lastingly than before 53
and more liberal than tories 55
and more natural than horace 46
and more nervous and anxious 48
and more painful than before 129
and more parents are becoming 60
and more parents are choosing 46
and more parents are deciding 121
and more perfect than another 43
and more perfect than christ 144
and more perfect than itself 51
and more persons are becoming 50
and more plainly now through 253
and more popular than before 96
and more precious than before 105
and more precious than riches 88
and more precious than rubies 97
and more private and public 107
and more quickly and cheaply 45
and more quickly than anyone 76
and more quickly than before 167
and more rapidly and widely 60
and more rapidly than anyone 42
and more rapidly than before 279
and more rapidly than normal 49
and more regular than before 230
and more relaxed than before 53
and more reliable than earlier 168
and more reliable than vacuum 73
and more reliance was placed 429
and more research are needed 79
and more research was needed 58
and more samoans that formed 73
and more schools are adopting 57
and more schools are offering 84
and more slender than daniel 132
and more sparkling and deeper 77
and more strongly than anyone 53
and more strongly than before 177
and more studies are needed 657
and more teachers are becoming 64
and more threatening than before 79
and more uniform than before 51
and more workers are becoming 44
and more workers are needed 71
and most animals and plants 63
and most certain that occurs 70
and most durable for profit 47
and most lenient with regard 54
and most unworthy his former 56
and move forward with greater 49
and much affecting his person 74
and much against his better 72
and much against his wishes 77
and much prefers his melons 47
and much reliance was placed 190
and much stronger than before 424
and much suffering was caused 43
and much trouble was caused 89
and must acquire our esteem 146
and must endanger its safety 80
and must proceed with caution 56
and must support his family 58
and nazi germany had signed 49
and neck surgery for cancer 72
and neck surgery one prince 96
and nine dollars and twenty 65
and nine hundred and eighty 455
and nine hundred and ninety 619
and nine hundred and twenty 349
and nine thousand and ninety 53
and nine thousand and twenty 43
and noah started for donner 60
and north african and middle 67
and north america and africa 101
and north america and europe 316
and north america are becoming 51
and north america are likely 73
and north america had become 74
and north america has become 74
and north america with regard 134
and nothing escaped her notice 44
and nothing escaped his notice 70
and nothing remains but abject 63
and only because they seemed 47
and only escaped death through 71
and only stirred and looked 53
and only stopped long enough 83
and only wounded his victim 47
and oral surgery for dental 71
and other accrued but unpaid 178
and other african and asiatic 41
and other amounts that accrue 41
and other ancient and modern 315
and other ancient near eastern 1399
and other animals and plants 908
and other animals are called 94
and other animals are common 44
and other animals are killed 96
and other animals are placed 65
and other animals are raised 53
and other animals are treated 40
and other animals that depend 127
and other animals that roamed 54
and other artists who worked 73
and other aspects that affect 44
and other beliefs and values 89
and other bishops and clergy 92
and other british and french 242
and other buildings and places 185
and other buildings for public 91
and other central and eastern 1027
and other charges for direct 45
and other charges had fallen 68
and other current and former 90
and other current and future 54
and other customs and usages 59
and other defects that affect 75
and other devices for catching 51
and other devices for gambling 73
and other devices for measuring 196
and other devices for reducing 59
and other devices for removing 48
and other devices for securing 95
and other devices that enable 46
and other diseases are caused 100
and other diseases are common 63
and other diseases that affect 288
and other diseases that killed 45
and other diseases that result 68
and other doctors and common 65
and other doctors and nurses 65
and other eminent old english 47
and other european and asiatic 120
and other factors all affect 110
and other factors are likely 250
and other factors can affect 267
and other factors can induce 76
and other factors can result 72
and other factors may affect 330
and other factors may modify 56
and other factors may reduce 49
and other factors may result 149
and other factors that affect 3138
and other factors that define 55
and other factors that differ 42
and other factors that enable 52
and other factors that govern 70
and other factors that impact 349
and other factors that impede 92
and other factors that modify 40
and other factors that reduce 136
and other factors that relate 117
and other factors that render 44
and other factors that result 212
and other factors that shaped 42
and other factors that should 118
and other features that affect 121
and other features that enable 49
and other flotsam and jetsam 544
and other flowers and plants 87
and other flowers and shrubs 90
and other flowers are blooming 69
and other friends and allies 71
and other friends and family 265
and other friends not unheard 63
and other friends who helped 45
and other general and special 104
and other grounds had formed 97
and other insects and vermin 56
and other insects that attack 123
and other insects that infest 165
and other letters and papers 70
and other mammals with special 77
and other material for building 122
and other material for review 304
and other matters that affect 301
and other matters that relate 86
and other matters that should 95
and other measures are needed 96
and other measures for reducing 43
and other measures for relief 50
and other measures that affect 69
and other measures that reduce 92
and other medical and dental 127
and other medical and mental 41
and other medical and public 113
and other munition and weapons 42
and other nervous and mental 128
and other northern and eastern 66
and other notices are posted 44
and other objects and events 91
and other objects are created 46
and other objects are placed 116
and other offerings are placed 40
and other offices are fought 56
and other outdoor and indoor 95
and other pacific rim nations 185
and other painful and serious 76
and other paintings and drawings 50
and other parties and groups 160
and other passions are raised 43
and other persons and bodies 119
and other persons and events 62
and other persons and groups 126
and other persons and places 94
and other persons and tenses 43
and other persons are hereby 43
and other persons who desire 59
and other persons who occupy 51
and other persons who should 61
and other persons with common 61
and other persons with special 89
and other present and former 59
and other present and future 81
and other princes and nobles 91
and other princes and states 146
and other private and public 2953
and other process and papers 280
and other produce for export 51
and other profits are caused 49
and other records and papers 52
and other regional and global 115
and other research and training 75
and other sluices had already 66
and other sources are listed 138
and other sources for further 47
and other southern and eastern 575
and other southern new england 64
and other species are caught 41
and other species are common 70
and other species that depend 95
and other stories and essays 974
and other systems that affect 43
and other thoughts and feelings 63
and other tissues and organs 425
and other trappings for horses 46
and other useless and costly 64
and other windows that looked 46
and over against one another 96
and over against this island 101
and over everything that creeps 55
and page numbers are listed 54
and pain destroy one another 41
and past conduct had gained 44
and paul himself had hardly 75
and peer helpers for family 51
and pent throbbed and gushed 41
and pick flowers for ladies 57
and pious prayers had struck 49
and play against one another 76
and play colonel and assist 43
and play cowboys and indians 112
and plot against one another 65
and poor together are broken 258
and post offices are closed 162
and prim dwellings this dismal 55
and push against one another 91
and racy customs and usages 111
and rare animals and plants 87
and react against one another 44
and react against this brutal 85
and ready formula for settling 59
and ringling brothers and barnum 83
and risk factors for cancer 44
and risk factors for disease 215
and risk factors for serious 75
and risk factors for severe 48
and risk factors for sexual 66
and risk factors for stroke 279
and risk factors that affect 177
and rude ladders for mounting 71
and rust corrupt and thieves 124
and safe deposit box rental 207
and said between his laughing 413
and said goodbye and walked 62
and said officer and person 100
and said quietly and slowly 44
and said quietly but firmly 109
and sara entered with lottie 47
and save postage and handling 83
and seek sympathy with something 82
and sell pickles and sauces 50
and send against them flocks 49
and sent repeated and earnest 53
and shop windows and crowds 49
and shot forward with sudden 61
and show wherein they differ 78
and side effects are common 145
and side effects are listed 65
and sofa stuffed with cygnet 123
and soft tissues for scanning 56
and some because they thought 67
and some because they wanted 60
and some british and french 50
and some central and eastern 82
and some corrupt and unjust 98
and some factors that affect 45
and some friends for dinner 75
and some friends had formed 41
and some hundred and twenty 127
and some lizards and snakes 47
and some nephews and nieces 56
and some planets and comets 83
and some private and public 68
and some sappers and miners 81
and some shelves and places 44
and some smaller and lesser 47
and some success has already 47
and some tobacco and calico 72
and songs swirled all around 176
and soon resumed our places 76
and sore muscles and joints 44
and south african air forces 51
and south america and across 47
and south america and africa 1427
and south america and canada 132
and south america and eastern 115
and south america and eurasia 125
and south america and europe 1128
and south america and hawaii 60
and south america and mexico 525
and south america are almost 90
and south america are called 58
and south america are joined 106
and south america are likely 41
and south america are linked 41
and south america are mostly 51
and south america are unlike 41
and south america had already 48
and south america had become 90
and south america had reached 54
and south america long before 174
and sowing discord and strife 42
and stay sutures are placed 108
and stay together long enough 40
and stay upholding all creation 119
and such decision has become 40
and such efforts are likely 45
and such estates and trusts 56
and such objects are spoken 47
and such persons are always 41
and such persons are called 53
and such persons are likely 49
and such thoughts and feelings 48
and such thoughts are beyond 89
and sure strides her genius 57
and swung himself off before 47
and take measures for entering 52
and take measures for securing 57
and take vengeance and forget 78
and tall windows that looked 57
and tears covered her cheeks 127
and tears streaked her cheeks 48
and text writers are agreed 55
and thank fortune that fought 83
and their ability and desire 185
and their admiral was backed 85
and their alliance with france 153
and their amounts and mutual 40
and their ancient and modern 45
and their ancient near eastern 44
and their animals and plants 46
and their arrival was always 47
and their arrival was hailed 42
and their austere and frugal 53
and their behavior with regard 63
and their beliefs and actions 64
and their beliefs and values 175
and their brethren that should 317
and their british and french 319
and their brothers and fathers 43
and their choices and actions 42
and their clients and thereby 457
and their concern for public 43
and their counsel and advice 71
and their counsel may obtain 51
and their country was called 128
and their courage and strength 65
and their culture and values 49
and their current and future 240
and their customs and habits 225
and their customs and usages 67
and their customs are beastly 109
and their decision was upheld 133
and their degrees too subtle 51
and their demands for better 124
and their demands for greater 77
and their demands for higher 66
and their demands for reform 104
and their doctors and nurses 77
and their dosages are listed 68
and their editors are likely 50
and their effects are almost 58
and their effects are always 56
and their effects are clearly 41
and their effects are likely 69
and their effects are listed 152
and their efforts are greatly 82
and their enemies who fought 80
and their enemies with terror 78
and their eyelids are lifted 183
and their features are listed 44
and their flowers and fruits 56
and their following are placed 113
and their freedom and rights 40
and their friends and allies 418
and their friends and family 2063
and their friends and fellow 43
and their friends and guests 53
and their friends and lovers 65
and their friends are always 44
and their friends are likely 45
and their friends had already 43
and their friends had become 44
and their friends had formed 40
and their gardens and fields 83
and their judases and devils 58
and their language had become 69
and their language has become 64
and their language was spoken 74
and their lessons for modern 191
and their letters and diaries 48
and their location and extent 64
and their machine was broken 48
and their manners and habits 104
and their manners and morals 48
and their manners too fierce 81
and their masters was pretty 88
and their members are called 42
and their members are likely 67
and their members are listed 51
and their motives and actions 89
and their motives and reasons 97
and their nephews and nieces 180
and their notation are listed 63
and their numbers are greatly 47
and their numbers are likely 115
and their numbers are listed 47
and their numbers are slowly 61
and their opinions and actions 49
and their opinions and feelings 89
and their opinions are sought 59
and their opinions are treated 47
and their opinions are valued 72
and their opinions are wavering 116
and their parents and carers 142
and their parents and siblings 420
and their parents are forced 61
and their parents are likely 439
and their parents are unable 79
and their parents with regard 68
and their parties are likely 75
and their patient and crafty 46
and their position had become 60
and their position has become 42
and their position was further 213
and their position was greatly 40
and their position with regard 391
and their potatoes and herrings 50
and their present and former 60
and their present and future 1434
and their private and public 111
and their profits and losses 64
and their purpose and effect 62
and their reactions are likely 40
and their religion was become 62
and their religion was graven 56
and their remains are buried 48
and their remains lie buried 45
and their removal may result 42
and their repeated but feeble 45
and their request was denied 43
and their results and issues 43
and their results are likely 44
and their results are listed 95
and their results for future 50
and their rewards that nature 47
and their sallies are passed 88
and their silence was broken 69
and their sources are listed 329
and their spirits set afloat 59
and their steeple was without 51
and their strikes they hasten 58
and their summons was seldom 77
and their support was crucial 49
and their symbols are listed 96
and their thoughts and actions 317
and their thoughts and feelings 761
and their thoughts are turned 100
and their thoughts now accusing 253
and their treaties are always 43
and their vessels and cargoes 58
and their victims that should 55
and their village was burned 40
and their virtues are called 48
and their volumes are almost 89
and their windows are barred 40
and their youthful and ardent 49
and there adorned with clumps 41
and there appeared but little 151
and there awaited his return 169
and there destroy our bridge 41
and there remains but little 262
and there scalped and mangled 118
and there thoughts and feelings 56
and there visited his sister 51
and these account for almost 43
and these crowned with jewels 77
and these effects are likely 68
and these factors are likely 72
and these figures are likely 40
and these forbade any further 48
and these hybrids are almost 136
and these numbers are called 76
and these numbers are placed 51
and these persons are called 58
and these remains being almost 77
and these systems are called 47
and these thoughts and feelings 59
and think perhaps too hardly 73
and third together and divide 49
and those charged with carrying 77
and those charged with crimes 52
and those charged with managing 44
and those chiefly who oppose 47
and those factors that affect 111
and those markets are abroad 81
and those persons who should 52
and those thoughts and feelings 50
and three crossings they robbed 74
and three dollars and twenty 71
and three glasses and knives 46
and three hundred and eighty 1596
and three hundred and eleven 126
and three hundred and ninety 943
and three hundred and twelve 279
and three hundred and twenty 2620
and three hundred men killed 66
and three obscene and impious 161
and three thousand and twenty 80
and three thousand men killed 43
and threw himself with energy 52
and tied together with strips 62
and time consuming and should 93
and time demands are utmost 43
and tinges everything with something 56
and toby himself all aslant 53
and told herself she should 125
and took counsel with myself 43
and took everything they wanted 62
and took himself off without 57
and took measures for securing 46
and took passage for boston 57
and took passage for england 139
and tore laments and mourns 56
and treat illness and disease 46
and tree species for energy 364
and true religion may revive 41
and truth derives its origin 42
and turn against one another 40
and union carbide and carbon 147
and upon decreeing that neither 44
and upon inquiry she learned 46
and upon persons not residing 46
and used bottles are filled 53
and vast numbers are killed 51
and very popular with locals 69
and very prudent and silent 41
and very sincere and honest 134
and very steadily but slowly 41
and vote against any measure 44
and walk because his horses 62
and well adapted for building 68
and well adapted for planting 47
and well beloved sir edward 41
and well beloved sir william 80
and well covered with muscle 53
and well covered with timber 49
and well deserving our notice 53
and well seasoned with pepper 67
and well stocked with cattle 143
and well strewed with rushes 40
and well watered with streams 57
and went outside and looked 110
and went outside and walked 103
and went towards him without 70
and were acquiring bad habits 52
and were adorned with various 75
and were arranged all around 105
and were blessed with mutual 40
and were brought low through 50
and were carried off amidst 46
and were carried out mainly 41
and were carried out through 85
and were carried out without 165
and were charged with murder 42
and were content with simple 63
and were covered with canvas 41
and were covered with coarse 41
and were covered with layers 64
and were covered with stones 42
and were covered with vermin 46
and were defeated and driven 62
and were defeated and killed 58
and were disputing who should 70
and were greeted with cheers 174
and were greeted with shouts 151
and were greeted with smiles 56
and were preparing for another 110
and were preparing for battle 77
and were preparing for flight 52
and were pursued and killed 49
and were reassuring one another 47
and were receiving and shouting 56
and were specked with little 96
and west germany and austria 129
and west germany and france 90
and west germany had agreed 48
and west germany had already 49
and west germany had become 61
and west germany was signed 55
and what concord hath christ 848
and what factors are likely 158
and what factors may affect 66
and what lessons they learned 46
and what letters had double 44
and what measures are needed 67
and what perhaps was unsaid 67
and what position his theories 72
and what position they occupy 50
and what priority they should 45
and what purpose they served 99
and what purpose was served 53
and what religion they should 146
and what repairs are needed 42
and what results are likely 101
and what results they expect 54
and what results you expect 80
and what schools they should 116
and what thoughts and feelings 87
and when affairs had changed 45
and when britain and france 143
and when finally they reached 41
and when justine was twelve 61
and when lawless had struck 42
and when repairs are needed 61
and when victory hung wavering 56
and wife towards one another 56
and wild animals and plants 126
and will cherish his memory 73
and will deliver this letter 49
and will discuss them further 50
and will embrace his pardon 43
and will perform his duties 65
and will prevent any further 106
and will produce but little 46
and will protect and defend 43
and will provide for greater 40
and will publish his belief 60
and will receive his reward 114
and will receive our prompt 47
and will require but little 276
and will require far greater 46
and will scatter them toward 82
and will support and defend 109
and will warrant and defend 249
and work against one another 86
and work together for common 227
and work together for mutual 150
and work together with mutual 69
and young persons run through 57
and your arrival but myself 40
and your brothers and sister 541
and your brothers are standing 530
and your comrade may manage 89
and your current and future 111
and your friends and family 1393
and your friends are always 83
and your friends are planning 79
and your friends had better 153
and your friends run around 91
and your journey was wholly 45
and your letters are always 59
and your majesty was pleased 48
and your opinions and actions 130
and your partner are likely 92
and your partner can decide 61
and your partner may decide 107
and your prayers may profit 40
and your present and future 116
and your provoking wit annoys 47
and your prowess has proved 64
and your sisters and brother 99
and your thoughts and actions 50
and your thoughts and feelings 307
any body endowed with weight 76
any case blessed and divine 114
any good grounds for ordering 51
any good purpose was served 46
any good soldier can handle 73
any good subject both grieve 105
any means acquire and retain 68
any means because they thought 87
any mere civilian his titles 72
any more correct than another 55
any more maligning and pursuing 74
any more observe any ground 64
any more trouble with conway 45
any other ancient near eastern 183
any other contact can defile 60
any other country but england 514
any other country but france 152
any other country can afford 48
any other country than canada 42
any other country than england 473
any other country than france 221
