absolute change made in such 41
approach would tend to make 43
approach would work as well 43
approval would have to come 58
approval would seem to rest 67
approved shall have the same 63
aqueduct opens into the third 52
argument about what is good 45
argument about what it means 69
argument based upon the fact 93
argument based upon the text 46
argument boils down to saying 45
argument comes from the fact 212
argument could also be made 724
argument could also be used 256
argument could even be made 153
argument could just as well 99
argument could only be made 54
argument could well be made 93
argument drawn from the case 108
argument drawn from the fact 236
argument drawn from the form 43
argument drawn from the very 230
argument drawn from the want 41
argument might also be made 139
argument might also be used 94
argument might even be made 63
argument might have in other 43
argument might just as well 87
argument might seem to have 40
argument might well be made 110
argument often used by those 45
argument really begs the very 92
argument rests upon the fact 124
argument rests upon the same 45
argument stems from the fact 286
argument turns upon the fact 59
argument which adds the saar 40
argument which leads to such 47
argument which more or less 41
argument which tend to show 42
argument which will be used 60
argument works just as well 131
argument would have to rest 42
argument would have to show 105
argument would have to take 89
argument would make it more 277
argument would seem to find 45
argument would seem to have 355
argument would seem to hold 87
argument would seem to make 57
argument would seem to show 108
argument would take the form 67
aromatic herbs such as thyme 50
arrested while trying to flee 57
arrested while trying to leave 59
arrested while trying to pass 53
arrested while trying to sell 60
arrested while trying to take 42
arteries arise from the arch 80
arteries arise from the back 205
arteries arise from the base 111
arteries arise from the heart 73
arteries arise from the left 363
arteries arise from the main 57
arteries arise from the root 42
arteries arise from the same 68
arteries arising from the arch 207
arteries arising from the heart 209
arteries arising from the left 121
arteries springing from the arch 50
arteries which break up into 58
arteries which feed the heart 61
articles could only be made 69
articles enter into the list 83
articles shall have the same 131
articles which have so many 43
articles which help to make 75
articles which seem to have 81
articles which were in great 57
articles which were of great 50
articles which were the most 76
articles which were to form 55
articles which will be used 66
artistic method pays the best 59
artistic works seen or heard 152
assembly could only be done 49
assembly never rose to five 57
assembly shall meet at such 76
assertion comes from the fact 46
assertion could only be made 69
attached shall have the same 204
attained anything like the same 139
attempts which came to nothing 102
attempts which will be made 89
attended daily during the trial 52
attention began more or less 40
attention could also be paid 52
attention could well be paid 42
attention fixed upon the great 59
attention fixed upon the word 49
attention might also be paid 97
attention might well be paid 176
attention rather from the name 87
attention scott gave to these 43
attention which must be paid 185
attention which will be paid 50
attention would also be paid 92
attention would seem to have 91
attention would turn to ways 46
attitude comes from the fact 57
attitude could also be seen 42
attitude makes even the farm 43
attitude springs from the fact 44
attitude stems from the fact 216
attitude tends ever to break 65
attitude would seem to have 167
attorney shall have the same 47
attorney would take the case 42
attracting small bits of iron 59
audience might just as well 58
audience might want to know 51
audience would like to have 82
audience would like to know 140
audience would need to know 55
audience would want to know 105
authentic sword into the hand 75
authority above what it will 96
authority comes from the fact 122
authority shall have the like 65
authority shall have the same 163
authority stems from the fact 106
authority would have at once 101
authority would have to come 51
authority would have to have 71
authority would have to make 61
authority would have to take 103
authority would seem to have 117
autumnal morning when we left 58
auxiliary verbs such as will 83
averaged about four or five 46
averaged about three or four 49
averages about half an inch 155
averages about three to four 44
avocation which will be most 42
axillary space will be more 44
