abandons view 99 abounded prey 153
agencies have 66 agencies work 62
agencies give 61 agencies make 43
agencies take 49 agencies work 44
agencies used 66 agencies able 152
agencies poor 139 agencies same 42
agencies rule 91 agencies must 53
agencies must 52 agencies have 75
agitated hour 52 agitation stir 44
agitation send 44 agreeable ever 44
ailments heir 53 aircraft well 42
aircraft have 47 aircraft figs 91
aircraft made 56 aircraft used 285
aircraft used 52 aircraft able 53
aircraft used 54 aircraft land 89
aircraft take 54 aircraft have 54
aircraft take 48 airliner into 63
alacrity mind 62 alacrity gave 49
alacrity took 125 alacrity many 58
alacrity call 49 alacrity young 71
aldermen peace 105 alehouse have 47
algorithm figs 48 algorithm used 182
algorithm best 339 algorithm least 83
algorithm most 89 algorithm same 66
algorithm truth 53 algorithm used 425
algorithm best 100 algorithm find 50
alliances other 52 allusions well 52
allusions text 55 alongside clay 47
alphabet used 45 ambitions life 40
ambitious home 44 ambitious work 185
ambitious nothing 67 ambushes ways 63
analysis used 41 analysis have 41
analysis view 81 analysis their 63
analysis these 117 analysis coal 73
analysis figs 155 analysis part 44
analysis same 42 analysis figs 626
analysis done 53 analysis made 83
analysis made 44 analysis used 169
analysis done 45 analysis made 42
analysis used 200 analysis have 47
analysis some 49 analysis test 88
analysis form 53 analysis show 153
analysis done 94 analysis made 115
analysis used 336 analysis take 97
analysis made 72 analysis used 128
analysis find 45 analysis have 59
analysis used 98 analysis part 52
analysis data 518 analysis four 101
analysis only 354 analysis some 40
analysis these 66 analysis three 227
analysis what 49 analysis have 106
analysis have 92 analyzed have 442
analyzed have 80 analyzed other 48
ancestry birth 128 anchored their 148
ancients have 70 anecdote show 128
animation hand 51 announce heart 47
announce four 52 annually much 42
answered those 50 answered same 59
answered other 98 answered knew 62
answered same 83 answered love 93
antibody have 43 antibody react 55
antibody bind 50 antigens used 50
antigens body 178 antonyms your 47
anywhere were 40 anywhere were 61
anywhere form 569 aperture view 121
apotheosis these 44 apparent even 86
apparent years 131 apparent these 65
appetite lose 42 appetite well 47
appetite food 73 appetite well 489
appetite feed 80 appetite what 1262
appetite what 119 applause room 116
applause heard 65 applause from 119
apportion their 148 appraise same 49
apprised these 75 apprized these 41
approach same 139 approach work 60
approach cart 40 approach view 740
approach figs 113 approach last 46
approach used 168 approach seen 43
approach used 71 approach used 98
approach seen 69 approach used 624
approach have 48 approach test 187
approach form 173 approach have 101
approach best 133 approach used 76
approach other 92 approach these 54
approach mind 158 approach made 118
approach more 89 approach used 1745
approach take 93 approach most 282
approach more 157 approach used 691
approach find 74 approach link 43
approach make 89 approach have 565
approach work 481 approach make 43
approach more 421 approach most 143
approach used 159 approach must 48
approach asking 58 approach their 103
approach part 50 approach three 66
approach what 67 approach fail 90
approach give 50 approach have 79
approach have 41 approach john 41
approach some 42 approach have 65
approval mass 56 approval work 50
approval look 102 aqueduct hand 51
aqueduct seen 71 aqueduct seen 40
argument view 109 argument down 60
argument fact 54 argument made 209
argument made 52 argument made 251
argument these 56 argument have 41
argument form 107 argument show 90
argument have 49 argument mind 59
argument heard 44 argument made 685
argument used 787 argument made 259
argument used 297 argument show 40
argument have 240 argument show 54
argument form 49 argument from 73
argument show 49 argument made 75
argument used 113 argument break 43
argument part 110 argument their 49
argument three 97 argument what 198
argument foot 60 argument wrong 56
argument meet 122 argument have 147
armchair talk 70 arrested have 106
arrested next 136 arrested rest 62
arrested fort 632 arrested jail 1687
arrested rome 155 arrested trial 44
arrested west 125 arrested jail 1658
arrested peace 135 arrested peace 53
arrested give 45 arrested fire 68
arrested other 107 arrogant their 52
arteries young 46 arteries flow 46
arteries well 301 arteries means 88
arteries their 44 arteries their 65
arteries very 61 arteries will 44
arteries dogs 72 arteries heart 100
articles well 226 articles other 52
articles their 68 articles these 82
articles early 45 articles health 82
articles many 70 articles such 104
articles their 64 articles these 225
articles your 59 articles help 51
articles news 42 articles other 182
articles full 40 articles among 56
articles very 75 articles full 138
articles have 111 articles most 57
articles iron 46 articles sale 130
articles have 90 articles other 74
articles fast 61 articles other 41
articles these 41 articles made 132
articles sold 123 articles used 265
articles sent 56 articles sold 45
articles used 132 articles north 291
articles have 44 articles were 47
artifice pass 53 ascended hour 45
ascribes want 40 assassin kill 63
assaults made 64 assemble their 50
assemble arms 50 assemble their 52
assembly figs 109 assembly meet 61
assembly meet 47 assembly vote 42
assembly tears 60 assembly give 45
assembly make 50 asserted make 50
asserted speak 117 asserted view 52
asserted call 47 asserted have 140
asserted hold 57 asserted make 77
asserted name 41 asserted rule 128
asserted speak 54 asserted take 96
asserted vote 77 asserted give 42
asserted full 46 asserted make 153
asserted pass 55 asserted rule 81
asserted take 86 asserted rule 97
assertion such 105 assertion some 71
assertion made 45 assessed have 71
assessed paid 161 assessed other 181
assigned boys 86 assigned paid 336
assigned draw 122 assisted making 172
assisted many 110 assisted draw 47
assisted make 50 associate their 54
associate like 285 associate their 583
associate like 86 associate other 175
associate their 126 associating their 75
associating rank 213 astonish home 52
attached their 84 attached those 57
attached other 89 attached other 66
attacked four 46 attacked some 46
attacked three 66 attacked town 89
attacked back 40 attacked town 55
attacked kill 110 attacked take 40
attacked hand 155 attacked other 201
attacked hand 350 attacked view 69
attacker able 52 attained reach 56
attained more 122 attained life 79
attained mind 49 attained view 52
attained seeing 158 attained mind 40
attempts fail 317 attempts have 61
attempts their 59 attempts keep 50
attempts made 168 attempts made 1015
attempts made 135 attempts made 105
attempts have 45 attended some 58
attended life 364 attended their 54
attended those 45 attended much 50
attended same 203 attended much 67
attended pain 47 attention speak 53
attention live 68 attention full 41
attention what 41 attention such 124
attention have 102 attention task 46
attention heart 91 attention some 51
attention such 49 attention their 100
attention other 166 attention some 83
attention such 227 attention their 524
attention these 206 attention those 429
attention what 185 attention gold 57
attention hour 99 attention hour 108
attention turn 59 attention turn 115
attention what 40 attention some 43
attention have 53 attention such 47
attention paid 52 attention paid 216
attention paid 88 attention flag 102
attention have 97 attention once 77
attention some 88 attention other 57
attention other 41 attention four 53
attention many 55 attention more 97
attention other 192 attention some 708
attention such 126 attention their 358
attention these 956 attention those 148
attention three 227 attention what 408
attention other 81 attention their 49
attention these 62 attention what 144
attention these 44 attention these 130
attention sick 43 attention areas 60
attention bringing 55 attention food 144
attention form 51 attention good 51
attention having 47 attention health 150
attention high 43 attention keep 42
attention land 120 attention make 49
attention making 342 attention many 57
attention more 227 attention oral 49
attention other 482 attention reading 110
attention road 110 attention soil 48
attention some 252 attention such 599
attention their 1214 attention these 1129
attention those 896 attention three 164
attention trying 69 attention ways 107
attention what 655 attention work 73
attention much 180 attention many 58
attention mind 57 attention young 83
attention have 107 attention were 52
attitude take 49 attitude mind 833
attitude mind 173 attitude view 1204
attitude mind 536 attitude life 93
attitude seen 41 attitude have 187
attitude take 79 attitude same 42
attitude part 45 attitude their 40
attitude have 71 attitude same 87
attitude face 86 attitude meet 52
attitude face 94 attitude have 45
attorney reach 43 attorney have 76
attorney suit 40 attorney case 143
attracting best 53 attracting best 251
auctioned some 55 audacious your 70
audacity heart 40 audacity late 311
audience speak 91 audience view 46
audience tears 50 audience sure 42
audience hour 61 audience book 167
audience film 84 audience other 66
audience play 111 audience work 89
audience their 60 audience open 47
audience have 43 audience know 59
audience join 49 audience vote 95
audience tears 375 audience know 40
audience third 43 authority other 292
authority their 62 authority well 104
authority their 190 authority self 226
authority their 222 authority these 135
authority those 108 authority your 50
authority full 87 authority give 73
authority have 61 authority keep 50
authority levy 47 authority make 677
authority rule 100 authority take 144
authority their 51 authority have 77
authority calm 47 authority make 61
authority rule 123 authority speak 52
authority have 43 authority self 59
authority their 52 authority same 66
authority these 97 authority will 79
authority must 62 authority know 42
authority make 42 authority what 81
authority make 277 authority ship 78
authority rank 90 authority said 50
authority used 123 authority laws 52
authority have 52 authority able 54
authority have 81 authority their 150
authority show 57 authority have 72
authority have 56 authority over 88
authority form 44 authority make 121
authority sell 74 authority your 60
authority much 112 authority great 107
authority able 42 authority make 161
authority made 50 authority must 51
authority laws 59 authority other 52
authority make 44 authority have 88
authorize laws 88 authorizing same 332
authorizing sell 57 authorizing make 46
autonomy make 45 autonomy self 107
autonomy make 43 autonomy self 245
autonomy self 447 averaged hour 42
averaged hour 85 averaged length 73
averaged hour 50 averages same 86
averages data 85 averages same 43
averages width 119 awakened your 44
awakened find 616 awakened find 121
awakened find 107 awakened hearing 46
