lace coat 41 lads will 171
look more 52 loom when 122
loot from 147 lord over 83
lose when 143 lose life 277
losing lose 70 loss from 149
loss during 50 loss from 79
loss into 41 loss during 49
loss when 62 loss have 56
loss when 66 loss from 422
loss during 72 loss from 44
loss made 40 lost from 65
lost teeth 53 lost teeth 206
lost during 58 lost there 46
lost when 148 lost over 59
lost make 81 lost life 218
lost only 107 lost losing 53
lost been 170 lost more 49
lost what 67 lost have 74
lost sums 77 lost lost 41
lost days 65 lost when 197
lost teeth 119 lost when 132
lost when 126 lost teeth 166
lost have 144 lost good 94
lost cape 41 lost during 94
lost when 73 lots have 82
loud have 47 loud have 46
loud have 50 loud note 43
love many 40 love love 115
love love 613 love from 49
love into 241 love from 41
love into 367 love beings 1782
love made 40 love have 41
love must 45 love have 248
love lord 44 love have 171
love make 54 love have 91
love have 59 love grow 46
love have 176 love make 85
love made 40 love wife 758
love made 72 love will 40
love work 47 love more 201
love have 108 love make 109
love more 63 love been 114
love died 53 love cold 42
love been 44 love more 262
love like 48 love take 49
love more 112 love when 58
love died 415 love been 86
love felt 215 love been 264
love died 107 love been 312
love have 58 love have 119
love talk 84 love meant 97
love toil 113 love well 40
love what 46 love gone 57
love into 89 love seeing 44
love away 220 love from 51
love there 75 love eyes 59
love heart 335 love have 71
love away 219 love there 76
love have 142 love wife 436
love heart 267 love heart 186
love away 59 love will 66
love love 107 love over 109
love give 40 love like 129
love have 89 love your 149
love more 305 love breath 155
love part 52 loving were 159
loving well 86 luck have 46
