lack a theory to explain 109
like a pack of monkeys 127
like a pack of puppies 103
like a pack of savages 84
like a pack of starved 114
like a pack of trained 61
like a pack of urchins 66
like a pack of whipped 98
like a paean of triumph 60
like a paean of victory 57
like a page of history 50
like a page of romance 94
like a pair of amorous 103
like a pair of ancient 343
like a pair of animals 98
like a pair of antennae 92
like a pair of antlers 62
like a pair of bellows 3191
like a pair of brothers 97
like a pair of cautious 57
like a pair of chinese 42
like a pair of crossed 111
like a pair of cymbals 263
like a pair of dancers 128
like a pair of diamonds 50
like a pair of drawers 45
like a pair of drowned 66
like a pair of drunken 112
like a pair of dummies 47
like a pair of enraged 83
like a pair of factory 77
like a pair of forceps 340
like a pair of friends 106
like a pair of garters 149
like a pair of glasses 1480
like a pair of goggles 59
like a pair of jailers 43
like a pair of kittens 63
like a pair of magnets 125
like a pair of magpies 66
like a pair of matched 100
like a pair of minnows 55
like a pair of mirrors 75
like a pair of mittens 99
like a pair of monkeys 120
like a pair of naughty 108
like a pair of nervous 75
like a pair of nippers 165
like a pair of pajamas 132
like a pair of panthers 51
like a pair of parrots 41
like a pair of patient 93
like a pair of pillars 57
like a pair of pincers 848
like a pair of pirates 119
like a pair of pistols 46
like a pair of playful 43
like a pair of private 63
like a pair of puppies 136
like a pair of rabbits 94
like a pair of runaway 63
like a pair of satraps 55
like a pair of sisters 173
like a pair of sneakers 96
like a pair of statues 111
like a pair of stockings 248
like a pair of stuffed 40
like a pair of witches 46
like a pair of wounded 206
like a part in relation 504
like a part of herself 172
like a part of himself 277
like a part of history 54
like a part of oneself 45
like a pile of cheeses 41
like a pile of garbage 145
like a pile of laundry 114
like a pile of pennies 74
like a pile of rubbish 211
like a pile of saucers 245
like a play of shadows 105
like a plug of tobacco 139
like a plum if snagged 218
like a pool of mercury 92
like a pool of spilled 94
like a pope or emperor 50
like a quid of tobacco 244
like a rain of bullets 58
like a rain of flowers 74
like a range of buildings 109
like a range of statues 70
like a rise of general 99
like a rite of passage 1841
like a rock of adamant 143
like a rock of granite 60
like a rock of purpose 67
like a roll of carpets 48
like a roll of distant 60
like a roll of papyrus 57
like a roll of punched 91
like a roll of tobacco 56
like a rule of conduct 50
like a sack of cornmeal 66
like a sack of garbage 311
like a sack of laundry 263
like a sack of potatoes 18879
like a sack of rubbish 315
like a sack of sawdust 42
like a sack of turnips 151
like a sale or exchange 56
like a seed in silence 100
like a sheaf of flowers 74
like a shot of tequila 133
like a shot of whiskey 546
like a sigh of despair 42
like a sigh of pleasure 41
like a sign of eternal 52
like a sign of weakness 216
like a slab of granite 134
like a sort of chinese 204
like a sort of guardian 90
like a sort of madness 113
like a sort of miracle 49
like a sort of natural 76
like a sort of plumage 56
like a sort of religion 86
like a sort of vulpine 57
like a sort of vulture 56
like a soul in torment 1731
like a soul in trouble 43
like a stab of lightning 58
like a star in highest 46
like a star of promise 54
like a star of superior 188
like a string of bubbles 56
like a string of chinese 213
like a string of colored 43
like a string of diamonds 123
like a string of dominoes 103
like a string of exploding 78
like a string of freight 45
like a string of islands 56
like a string of mosaics 42
like a string of precious 66
like a tale of cruelty 150
like a tale of romance 80
like a thief or villain 44
like a thread of scarlet 2282
like a town in holland 40
like a town or village 147
like a trial to justify 72
like a turn of affairs 47
like a vase of flowers 128
like a veil of mystery 41
like a veil or curtain 45
like a vein of precious 55
like a vote of censure 180
like a wail of despair 250
like a wall of adamant 511
like a wall of granite 686
like a wall of masonry 90
like a wall of silence 42
like a wave of locusts 59
like a well in drought 46
like a wild thing trapped 89
like a wink of derision 138
like a wisp of charred 69
like a word in private 345
like a word of command 98
like a work of science 76
like a wreath of flowers 291
like a wreath of vanishing 73
like a writ of summons 42
like a yell of despair 42
like a youth of modesty 71
like a youth of sixteen 63
like i have no control 199
like i have to explain 176
like i have to justify 43
like i have to protect 135
like i used to because 53
like i want to protect 91
live a life in dignity 47
live a life in harmony 233
live a life of ascetic 121
live a life of austere 44
live a life of balance 119
live a life of bondage 41
live a life of boredom 47
live a life of charity 372
live a life of comfort 379
live a life of creative 41
live a life of culture 52
live a life of decency 91
live a life of despair 54
live a life of devotion 356
live a life of dignity 789
live a life of endless 94
live a life of eternal 134
live a life of extreme 222
live a life of failure 45
live a life of fantasy 122
live a life of freedom 1670
live a life of genuine 88
live a life of harmony 117
live a life of honesty 99
live a life of illusion 47
live a life of inaction 52
live a life of inglorious 46
live a life of intense 148
live a life of justice 120
live a life of leisure 1235
live a life of liberty 80
live a life of limited 43
live a life of luggage 46
live a life of material 158
live a life of natural 55
live a life of ordered 48
live a life of paradox 76
live a life of peaceful 56
live a life of peculiar 55
live a life of penance 205
live a life of perfect 463
live a life of pleasure 590
live a life of poverty 1399
live a life of privacy 61
live a life of purpose 440
live a life of quality 105
live a life of radical 66
live a life of religion 65
live a life of selfish 129
live a life of sensual 57
live a life of service 892
live a life of silence 71
live a life of slavery 147
live a life of suffering 453
live a life of supreme 49
live a life of torture 41
live a life of trouble 143
live a life of victory 266
live a life of worship 77
live i have no pleasure 74
living a life in harmony 99
living a life of austere 42
living a life of balance 76
living a life of bondage 50
living a life of charity 82
living a life of comfort 159
living a life of despair 51
living a life of devotion 123
living a life of dignity 94
living a life of eternal 77
living a life of extreme 280
living a life of fantasy 85
living a life of freedom 537
living a life of genuine 43
living a life of harmony 68
living a life of honesty 60
living a life of illusion 90
living a life of intense 86
living a life of justice 69
living a life of leisure 547
living a life of peaceful 76
living a life of penance 64
living a life of perfect 222
living a life of pleasure 313
living a life of poverty 574
living a life of purpose 349
living a life of service 645
living a life of slavery 56
living a life of suffering 135
living a life of victory 50
living a life of virtual 56
living a life of worship 47
logs a foot in diameter 62
lose a part of herself 80
lose a part of himself 147
lose a part of oneself 50
lose a post in answering 43
losing a part of herself 263
losing a part of himself 263
losing a part of oneself 181
lost a cold so rapidly 46
lost a pair of glasses 42
lost a part of herself 349
lost a part of himself 496
