label one citizen as white 120
level and quality of local 60
level and quality of social 167
level and quality of sound 129
level and quality of water 53
level are defined in terms 105
level get together to start 90
level had dropped to about 41
level was lowered by about 68
level was reduced by about 47
level was reduced to about 67
level with respect to which 235
levying and payment of taxes 41
levying war against the crown 372
levying war against the nation 51
levying war against the people 121
levying war against the queen 522
levying war against the state 553
liable for breaches of trust 257
liable for damages by reason 107
liable for damages in cases 88
liable for damages or costs 54
liable for damages to goods 81
liable for damages to others 55
liable for defects of which 50
liable for failure to carry 59
liable for failure to train 229
liable for payment of debts 129
liable for payment of rates 45
liable for payment of taxes 205
liable for slander or libel 53
lifting and removal of loose 157
light and absence of light 62
light and buoyant as corks 137
light and columns of spray 62
light and exposed to shame 50
light and harmony of poetry 267
light and liberty of heaven 44
light and science by which 53
light and suffering the smoke 71
light are brought to focus 57
light are focused in front 68
light being gathered to light 59
light had managed to creep 40
light his lantern of paper 49
light may perhaps be thrown 756
light path between the light 114
light that appeared at first 53
light that beautify the morning 56
light that showers on beauty 97
light that strikes the light 43
light was allowed to enter 132
light was allowed to shine 65
light was beginning to appear 259
light was beginning to change 66
light was beginning to creep 165
light was beginning to shine 485
light was beginning to spread 69
light was beginning to streak 49
liked and admired by others 146
liked him because he could 151
liked him because he liked 121
liked him because he never 147
liked him because he spoke 52
liked him because he would 84
limbs may precede the onset 42
limbs that increase the power 40
limit and control the action 46
limit and control the others 69
limit and control the power 270
limit for payment of bonus 72
limit for rendering the award 47
limit her freedom of action 118
limit his freedom of action 715
limit its freedom of action 522
limit our ability to apply 45
limit our ability to create 129
limit our desires in every 91
limit our freedom of action 291
linear with respect to input 50
lined with avenues of trees 117
lined with plaster of paris 136
lined with shelves of books 452
lined with shelves of leather 50
lined with shelves on which 244
lines and between the lines 334
lines and between the words 45
lines and crosses in maize 60
lines and hybrids of maize 64
lines and patches of color 91
lines and patches of white 41
lines and repulse the enemy 67
lines and touches of color 40
lines are arranged in order 51
lines are arranged in pairs 47
lines are beginning to appear 49
lines are defined as lines 82
lines are defined in terms 59
lines are perhaps as plain 77
lines are written in iambic 49
lines that connect the boxes 69
lines that connect the nodes 54
lines that contain the given 54
lines with respect to which 45
lines you propose to march 84
links that connect the nodes 64
lists are arranged in order 44
lists that contain the names 70
lived and limited in scope 113
lived and painted in paris 64
lived and studied in china 135
lived and studied in italy 80
lived and studied in japan 170
lived and studied in paris 356
lived for upwards of forty 47
lived for upwards of thirty 144
liver and muscles to store 99
lives and affairs of people 47
lives and billions of money 72
lives and careers of others 45
lives and careers of people 68
lives and careers of women 83
lives and carries on trade 101
lives and conduct of others 59
lives and estates to raise 57
lives and futures of inner 439
lives and millions of money 635
lives and opinions of others 51
lives and relates to others 45
lives and society at large 79
lives and stories of urban 73
lives and thoughts of others 114
lives and thoughts of people 180
lives and thoughts of women 56
lives and treasure in which 80
lives and welfare of human 59
lives and welfare of others 143
lives and welfare of people 88
lives for millions of people 85
lives than consent to alter 40
lives who brought the people 56
loading and stowage of cargo 129
loading and unloading at ports 50
loading and unloading in ports 49
loading and unloading is shown 45
loading and unloading of boats 486
loading and unloading of buses 122
loading and unloading of cargo 2888
loading and unloading of goods 3486
loading and unloading of grain 176
loading and unloading of large 216
loading and unloading of parts 523
loading and unloading of ships 4248
loading and unloading of small 92
loading and unloading the boats 304
loading and unloading the cargo 712
loading and unloading the goods 326
loading and unloading the ships 922
loading and unloading the truck 261
loads and reactions as shown 55
loads are applied as shown 75
loans and credits to italy 69
loans are defined as loans 56
loans are secured by first 85
loans are secured by liens 53
loans for account of others 83
loans with respect to which 74
local and limited in scope 60
local and national in scope 171
local and regional in scope 110
local area network in which 320
local area network on which 68
local area network to share 63
local area network to which 85
local but national in scope 43
local now operate in world 87
locking and unlocking of doors 288
locking and unlocking the doors 179
locks and cements to shame 339
longed for leisure to crush 46
longer any concern of theirs 116
longer any concern of yours 214
longer any question of keeping 159
longer any scruple of opening 218
longer being ashamed in front 73
longer now divided in feeling 74
longer than fifteen to thirty 90
longer then perplex the breast 47
looking for exactly the right 171
looking for excuses to avoid 117
looking for grounds on which 52
looking for material to write 58
looking for trouble he would 57
looking man dressed in black 187
looking off towards the camps 47
looking out towards the hills 48
looking out towards the river 104
looks and language at parting 103
looks and shrieks of women 46
loops and figures of eight 151
loose and allowed to drift 122
lords and knights of power 68
lords and masters of women 67
lords and spirits of stars 48
lords who claimed the throne 61
loses any quality of alert 49
loses his freedom of action 54
loses its ability to adapt 162
loses its ability to carry 149
loses its ability to cause 109
loses its ability to change 121
loses its ability to create 50
loses its ability to evoke 60
loses its ability to fight 144
loses its ability to focus 82
loses its ability to serve 47
loses its ability to store 69
loses its freedom of action 51
loved and admired by every 106
loved and admired by others 159
loved and admired my father 82
loved and admired my mother 100
loved and desired to serve 68
loved and honored by every 43
loved and married my brown 47
loved and planned to marry 165
loved and revered by every 44
loved and trusted by every 45
loved god because he first 44
loved her husband in spite 48
loved him because he could 86
loved him because he first 172
loved him because he loved 284
loved him because he never 72
loved him because he would 70
loved his enemies so fully 57
lover and partner in crime 40
lover and student of greek 202
lover and student of poetry 45
lover was tempted by false 52
lover who crosses to visit 57
loves and intends to marry 91
loves and reveres the bible 41
loves and studies the bible 94
loves her majesty the queen 58
lower jaw against the upper 788
lower lid against the globe 47
lower lip against the upper 1234
lower lip touches the upper 233
lower than present sea level 58
loyal and devoted in serving 42
lumps and fretted by eddying 42
