lack and poor quality of 117
land had been entered by 81
land had been entered in 42
land had been flooded by 58
land had been grabbed by 66
land had been granted as 43
land had been granted by 484
land had been granted in 247
land had been granted on 173
land had been granted to 1480
land had been invaded by 154
land had been limited to 42
land had been offered at 56
land had been offered to 99
land had been overrun by 75
land had been persons of 67
land had been planted in 112
land had been planted to 122
land had been ravaged by 121
land had been reduced by 108
land had been reduced to 222
land had been resumed by 43
land had been secured by 73
land had been settled by 190
land had been subdued by 42
land had been subject to 152
land had been visited by 55
land had been wrested by 81
land had once belonged to 272
land has been allowed to 603
land has been altered by 46
land has been assumed to 49
land has been breached by 54
land has been brought to 126
land has been carried on 59
land has been carried to 54
land has been claimed by 78
land has been covered by 167
land has been damaged by 124
land has been defined as 189
land has been denuded of 100
land has been devoted to 283
land has been divided by 57
land has been divided in 45
land has been divided up 363
land has been donated by 88
land has been donated to 62
land has been exposed to 77
land has been grabbed by 48
land has been granted by 215
land has been granted in 170
land has been granted to 352
land has been injured by 51
land has been invaded by 136
land has been offered to 65
land has been overrun by 45
land has been planted in 117
land has been planted to 131
land has been ravaged by 65
land has been reduced by 310
land has been reduced to 294
land has been secured by 43
land has been settled by 156
land has been settled in 62
land has been settled on 54
land has been subject to 269
land not only because it 41
land not only because of 110
land not well adapted to 44
land that lies between the 1274
land that lies between us 63
land that lies outside the 85
land that once belonged to 2547
land that runs between the 43
land that will increase in 44
land that will produce the 50
land they were allowed to 172
land they were certain to 41
land they were obliged to 87
land was also claimed by 69
land was also granted to 72
land was also subject to 77
land was held according to 41
land was held jointly by 90
land was held subject to 107
land was just beginning to 79
land was made subject to 91
land was once covered by 157
land was sold subject to 105
land was well adapted to 60
land with great increase of 80
last and best beloved of 50
last and best example of 40
last and best product of 43
last and look foolish at 105
last and most beloved of 41
last and most complex of 154
last and most deserving of 138
last and most dreadful of 221
last and most elegant of 40
last and most eminent of 95
last and most extreme of 91
last and most faithful of 60
last and most forlorn of 62
last and most general of 40
last and most glorious of 241
last and most inglorious of 88
last and most notable of 70
last and most painful of 90
last and most perfect of 476
last and most popular of 196
last and most precious of 80
last and most promising of 109
last and most radical of 42
last and most southern of 45
last and most sublime of 178
last and most thorough of 43
last and most unworthy of 43
last few days because he 51
last few days because of 127
last few days because the 46
last few days between the 62
last few days preceding the 137
last few days previous to 83
last few days regarding the 52
last few years according to 47
last few years against the 111
last few years because he 48
last few years because it 193
last few years because of 1624
last few years because the 163
last few years between the 157
last few years brought to 42
last few years despite the 76
last few years following the 106
last few years include the 87
last few years preceding the 174
last few years present an 57
last few years regarding the 196
last few years resulting in 41
last few years several of 115
last few years towards the 103
last for ever because the 40
last for five minutes or 124
last for many billions of 42
last for many decades to 41
last for many millions of 116
last for many minutes or 117
last had been ordered in 40
last her feet touched the 46
last his feet touched the 69
last his hand touched the 48
last his nose touched the 99
last long when exposed to 68
last one will possess it 60
last see john balfour of 69
last she threw herself on 55
last six were written by 55
last six years because of 64
last ten days preceding the 47
last ten years against the 46
last ten years amounts to 131
last ten years because of 229
last ten years because the 64
last ten years between the 56
last ten years preceding the 71
last they came together in 47
last they seek shelter in 168
last they were allowed to 385
last they were beginning to 153
last they were brought to 155
last they were capable of 44
last they were defeated by 42
last they were enabled to 56
last they were following up 44
last they were induced to 43
last they were obliged to 1783
last they were ordered to 65
last they were reduced to 306
last they were rescued by 44
last they were settled in 57
last they were stopped by 50
last things were beginning to 130
last things were brought to 66
last two days because of 64
last two having enjoyed the 51
last two were members of 97
last two were written by 63
last two years against the 69
last two years because of 441
last two years because the 117
last two years between the 79
last two years covered by 74
last two years despite the 41
last two years preceding the 116
last two years previous to 51
last war were brought to 87
last you have decided to 50
last you have guessed it 58
late for such thoughts as 55
late for work because he 154
late for work because of 380
late for work because the 97
lawn and hide himself in 58
laws and erring control of 71
laws and free customs of 379
laws and good customs of 86
laws and good customs to 47
laws and holy dictate of 70
laws and laws governing the 44
laws and laws impairing the 149
laws and live according to 72
laws and other aspects of 123
laws and other efforts to 42
laws and other matters of 84
laws and other measures of 66
laws and other measures to 100
laws and other members of 62
laws and their ability to 42
laws and their effects on 203
laws and their relation to 217
laws and were subject to 49
laws are also subject to 104
laws are made according to 64
laws are made payable in 98
laws are very similar in 44
laws are very similar to 125
laws had been adopted by 125
laws had been adopted in 171
laws had been allowed to 46
laws had been amended to 72
laws had been applied to 64
laws had been enacted by 444
laws had been enacted in 679
laws had been enacted to 230
laws had been reduced to 90
laws had been repealed by 107
laws had been repealed in 141
laws had been repealed or 54
laws had been revealed to 48
laws had been settled by 46
laws had been violated by 125
laws had been violated in 89
laws had been written in 52
laws had their genesis in 170
laws has been granted to 54
laws has been studied by 61
laws than those governing the 44
laws that were adopted by 68
laws that were adopted in 63
laws that were applied to 67
laws that were enacted at 44
laws that were enacted by 178
laws that were enacted in 365
laws that were enacted on 51
laws that were enacted to 186
laws that were harmful to 42
laws that were imposed on 41
laws that were repealed in 77
laws that were similar to 50
laws that were written in 84
laws that were written to 59
laws that will benefit the 50
laws that will command the 53
laws that will explain the 45
laws that will prevent the 62
laws that will protect the 178
laws that will protect us 108
laws they were obliged to 51
laws they were subject to 40
laws they will enforce or 82
laws you make against it 70
laying her back against the 65
laying her face against the 105
laying her hand lightly on 360
laying her over towards us 44
laying his hand against the 42
laying his hand lightly on 371
laying his hand pityingly on 63
laying his hand roughly on 46
laying his hand soothingly on 71
laying out their capital in 48
lays his hand lightly on 114
lays his life between the 78
lays its eggs between the 73
leading and ruling spirits of 90
leading her back towards the 52
leading her three millions to 66
leading him back towards the 48
leading him into measures so 41
leading his army against the 377
leading his life according to 46
leading them from victory to 48
leading them into delusion as 47
leads and lags between the 183
leads his army against the 144
leads his life according to 115
leads one into trouble as 48
leaks and other sources of 47
leaning her back against it 96
leaning her back against the 1014
leaning her body against the 74
leaning her brow against the 46
leaning her face against the 162
leaning her hand against the 56
leaning her hips against the 44
leaning his arms against the 69
leaning his back against it 210
leaning his back against the 3193
leaning his bike against the 50
leaning his body against the 121
leaning his brow against the 45
leaning his cane against the 43
leaning his chin against the 65
leaning his face against the 143
leaning his hand against the 100
leaning his hips against the 62
leaning his side against the 75
leaning one hand against the 141
leaning too much towards the 79
leans her back against the 156
leans his back against it 52
leans his back against the 249
leans his face against the 40
leans his hand against the 47
learn all these devices the 45
learn and grow together in 48
learn and live according to 73
learn and their ability to 107
learn and work together in 42
learn and work together to 48
learn that some aspects of 53
learn that some members of 113
learn that such behavior is 270
learn that their behavior is 232
learn that there existed in 76
learn that your husband is 42
learn this very complex co 44
learn with great pleasure the 207
lease any such vehicle or 41
lease had been granted by 142
lease had been granted in 58
lease had been granted to 176
lease has been granted by 110
lease has been granted to 94
lease has been renewed or 103
least and last remains of 51
least and most unworthy of 78
least bear some relation to 47
least for some aspects of 150
least for some classes of 148
least for some decades to 43
least for some members of 241
least for some portions of 41
least for some sections of 72
least for some sectors of 56
least for some speakers of 41
least for those aspects of 42
least for those capable of 63
least for those classes of 79
least for those members of 43
least for those outside the 40
least for those portions of 41
least one book devoted to 50
least one clear example of 115
least one foot outside the 46
least one good example of 165
least one hour following the 48
least one inch between the 146
least one month between the 65
least one month following the 78
least one month previous to 430
least one more attempt to 114
least one more example of 72
least one other attempt to 44
least one other country in 60
least one other element in 162
least one other element is 47
least one other element of 95
least one other example of 247
least one other language in 61
least one other occasion he 67
least one other occasion in 110
least one other officer of 40
least one other passage in 50
least one other respect the 48
least one other species of 267
least one other student in 77
least one other variable in 80
least one other variety of 45
least one prior episode of 57
least one site outside the 79
least one step forward in 65
least one step towards the 124
least one very similar to 42
least one week between the 56
least one week previous to 240
least she told herself it 50
least six days previous to 220
least six other members of 61
least six other species of 53
least ten days between the 63
least ten days preceding the 95
least ten days previous to 1027
least ten full minutes of 89
least ten years between the 69
least ten years following the 54
least ten years preceding the 94
least ten years previous to 80
least that will satisfy the 45
least that will suffice to 189
least they were allowed to 174
least they were beginning to 60
least they were capable of 52
least two days previous to 96
least two feet between the 84
least two heavy collars of 119
least two main classes of 71
least two main sources of 71
least two other aspects of 205
least two other classes of 114
least two other factors in 41
least two other features of 110
least two other members of 730
least two other persons in 57
least two other sources of 207
least two other species of 220
least two other versions of 177
least two years because of 48
least two years between the 147
least two years following the 299
least two years preceding the 131
least two years previous to 198
least you will discern the 42
leave all great matters to 45
leave all other matters to 127
leave all such details to 42
leave all such matters to 435
leave all these details to 49
leave all these matters to 261
leave and came swiftly to 44
leave any gaps between the 49
leave any means untried to 52
leave far from certain the 46
leave for south america in 47
leave for south america to 43
leave had been granted by 89
leave had been granted to 364
leave has been granted by 282
leave has been granted on 51
leave has been granted the 43
leave has been granted to 503
leave her home because of 68
leave his home because he 99
leave his home because of 149
leave his post because he 75
leave his post because of 68
leave his room because he 55
leave his shoes outside the 84
leave his vain following of 62
leave his wife because he 70
leave his wife because of 78
leave new york because of 91
leave our sick brethren on 46
leave our three friends to 41
leave out many details of 40
leave out some aspects of 45
leave out some element of 77
leave that last foothold of 55
leave that poor creature in 48
leave them less ashamed of 50
leave them more exposed to 85
leave them some memorial of 41
leave too much freedom of 52
leave who have entered it 85
leave you these talents to 68
leaving age from fifteen to 110
leaving all other aspects of 63
leaving all other matters to 179
leaving all such matters to 52
leaving all their baggage to 92
leaving all your baggage on 117
leaving for south america in 51
leaving his five brethren at 126
leaving his mark engraved on 46
leaving his vast fortune to 48
leaving out such details as 44
left all other matters to 56
left all such details to 47
left all such matters to 114
left all their baggage at 47
left all their baggage on 91
left all these matters to 66
left and their wallets on 55
left and walk towards the 44
left and went towards the 68
left for five minutes in 71
left for great britain in 58
left for great britain to 86
left for last because it 83
left for north america in 81
left for south america in 123
left for south america on 76
left for south america to 87
left for taking account of 80
left had been damaged by 43
left her leaning against the 89
left her less exposed to 47
left her sole heiress to 134
left her three hundred in 49
left him leaning against the 107
left him tied outside the 91
left hip well against it 47
left his body passive in 44
left his fine library to 43
left his great fortune to 63
left his health between the 76
left his heavy baggage at 46
left his home because he 86
left his home because of 79
left his home country in 51
left his home village of 46
left his post because of 68
left his shoes outside the 93
left his vast fortune to 105
left his wife because he 88
left his wife because of 86
left his work because of 51
left its clear imprint on 58
left its deep impress on 97
left its deep imprint on 117
left new york because of 124
left not only because of 46
left our home bereaved of 65
left our kind friends at 44
left our land together in 53
left our young stranger in 85
left that able officer to 75
left them leaning against the 63
left them more exposed to 89
left who were capable of 90
left wings were advancing to 40
left with what amounts to 86
legs and arms against the 97
legs and arms beginning to 42
legs and feet against the 76
legs and feet encased in 60
legs and leaning against the 72
legs and leaning forward in 41
legs and other portions of 78
legs are held together by 72
legs are like pillars of 63
legs are much reduced in 42
legs are much shorter in 45
legs are tied together at 51
legs are very similar to 69
legs had been crushed by 92
legs had been crushed in 57
legs had been released to 63
legs had been severed at 57
legs had been severed in 47
legs had been spliced by 62
lend aid even against the 53
lend all their efforts to 52
lend all their support to 58
lend her good offices in 64
lend him their support in 54
lend his best efforts to 65
lend his full support to 156
lend his good offices in 94
lend his good offices to 276
lend its full support to 331
lend its good offices in 180
lend its good offices to 295
lend our best efforts to 47
lend our full support to 63
length and five hundred in 93
length and four hundred in 118
length and from fifteen to 58
length and three hundred in 92
length and width according to 181
length and width between the 82
length but also because of 52
length can vary depending on 58
length had been reduced to 70
length has been assumed to 42
length has been measured by 87
length has been measured in 136
length has been reduced by 85
length has been reduced to 355
length has been studied by 43
length may vary according to 116
length may vary depending on 60
length not only because he 55
length not only because it 319
length not only because of 283
length she took courage to 62
length they were allowed to 116
length they were brought to 133
length they were enabled to 153
length they were induced to 123
length they were obliged to 419
length they were reduced to 157
length this vast effusion of 53
lens has been removed by 131
lens has been removed or 44
lent her full support to 55
lent his best efforts to 63
lent his full support to 497
lent his good offices to 91
lent its full support to 369
lent its good offices to 64
less and less ability to 824
less and less accepting of 45
less and less according as 219
less and less according to 302
less and less account of 172
less and less adapted to 462
less and less against the 169
less and less ashamed of 108
less and less attempt at 51
less and less attempt to 97
less and less attuned to 61
less and less audible as 258
less and less because he 52
less and less because it 192
less and less because of 798
less and less because the 282
less and less between the 65
less and less between us 95
less and less bothered by 45
less and less capable of 12868
less and less capable to 47
less and less central to 488
less and less certain as 258
less and less certain of 666
less and less complex as 44
less and less concern to 42
less and less congenial to 198
less and less content to 255
less and less control by 88
less and less control of 314
less and less defined as 153
less and less defined by 196
less and less delight in 50
less and less deserving of 102
less and less devoted to 124
less and less elastic as 43
less and less evident as 318
less and less evident in 306
less and less exposed to 288
less and less familiar to 332
less and less feasible as 245
less and less feasible in 116
less and less feasible to 424
less and less focused on 148
less and less freedom in 43
less and less freedom of 172
less and less freedom to 160
less and less fulfill the 171
less and less helpful as 41
less and less helpful in 54
less and less helpful to 47
less and less hopeful of 164
less and less hostile to 178
less and less increase in 195
less and less intense as 364
less and less limited by 152
less and less limited to 141
less and less loyalty to 59
less and less material to 47
less and less matters of 61
less and less meaningful as 308
less and less meaningful in 138
less and less meaningful to 352
less and less mindful of 218
less and less obliged to 56
less and less occasion to 268
less and less opposed to 119
less and less patient of 158
less and less perfect as 50
less and less pleasant as 105
less and less pleasant to 67
less and less pleasure in 398
less and less popular as 339
less and less popular in 428
less and less precise as 55
less and less present in 99
less and less present to 86
less and less produce to 41
less and less promising as 97
less and less rapidly as 483
less and less related to 1138
less and less relation to 838
less and less reliable as 614
less and less reliable in 50
less and less reliable the 64
less and less reliance is 101
less and less reliance on 560
less and less similar to 450
less and less soluble in 70
less and less subject to 1576
less and less success as 92
less and less success in 74
less and less support as 104
less and less support in 176
less and less support to 149
less and less tempted to 140
less and less tenable as 496
less and less tenable in 288
less and less tenable to 53
less and less towards the 602
less and less trouble to 155
less and less typical of 208
less and less variation in 46
less and less visible as 384
less and less visible in 322
less and less visible to 262
less and less welcome in 161
less and less welcome to 92
less any such majesty of 56
less did treat everything as 81
less for lady russell to 176
less for their ability to 44
less for their religion in 54
less has been devoted to 140
less has been written by 42
less has been written in 167
less has been written of 179
less has been written on 1181
less real just because it 40
less than ever capable of 138
less than five bottles of 51
less than five chances in 170
less than five classes of 63
less than five degrees of 130
less than five dollars an 151
less than five dollars at 72
less than five dollars in 882
less than five dollars on 56
less than five dollars or 333
less than five dollars the 45
less than five dollars to 118
less than five editions of 103
less than five gallons at 133
less than five gallons of 141
less than five hundred at 88
less than five hundred in 748
less than five hundred of 668
less than five hundred or 265
less than five hundred to 121
less than five letters to 47
less than five members in 62
less than five members of 1022
less than five members or 43
less than five members to 48
less than five microns in 100
less than five millions in 82
less than five millions of 1053
less than five minutes an 66
less than five minutes as 190
less than five minutes at 447
less than five minutes by 407
less than five minutes he 1889
less than five minutes if 100
less than five minutes in 1496
less than five minutes is 199
less than five minutes it 531
less than five minutes my 89
less than five minutes of 1759
less than five minutes on 660
less than five minutes or 106
less than five minutes the 3606
less than five minutes to 8149
less than five minutes we 1013
less than five percent by 105
less than five percent in 318
less than five percent is 57
less than five percent of 18950
less than five percent or 66
less than five percent to 103
less than five persons in 97
less than five persons of 85
less than five persons to 121
less than five players on 70
less than five seconds he 49
less than five seconds in 78
less than five seconds of 93
less than five seconds the 114
less than five seconds to 428
less than five shillings an 113
less than five shillings in 128
less than five species of 157
less than five thousand in 269
less than five thousand of 410
less than five thousand to 121
less than five versions of 50
less than five volumes of 73
less than four barrels of 82
less than four columns of 56
less than four decades of 141
less than four decades the 61
less than four degrees of 85
less than four dollars an 81
less than four dollars in 79
less than four editions in 59
less than four editions of 105
less than four figures in 44
less than four gallons of 69
less than four hundred in 497
less than four hundred of 334
less than four hundred to 80
less than four hunters in 50
less than four letters of 77
less than four letters to 44
less than four members of 529
less than four millions in 161
less than four millions of 914
less than four millions to 69
less than four minutes he 53
less than four minutes in 94
less than four minutes of 194
less than four minutes the 169
less than four minutes to 367
less than four minutes we 56
less than four percent in 127
less than four percent of 2055
less than four persons in 45
less than four persons to 59
less than four seconds of 49
less than four seconds to 86
less than four shillings in 56
less than four species of 210
less than four stories in 81
less than four thousand in 205
less than four thousand of 229
less than four thousand the 78
less than four thousand to 156
less than four versions of 75
less than four volumes of 61
less than from fifteen to 314
less than from seventy to 128
less than from sixteen to 60
less than from thirteen to 76
less than full account of 45
less than full command of 51
less than full control of 137
less than full justice to 610
less than full members of 315
less than full payment in 95
less than full payment of 231
less than full support of 61
less than full support to 63
less than half because of 44
less than half diameter of 98
less than half percent of 48
less than ideal because it 134
less than ideal because of 228
less than ideal because the 145
less than ideal clarity if 124
less than ideal solution to 50
less than male workers in 64
less than many millions of 73
less than nine degrees of 52
less than nine dollars in 41
less than nine editions of 45
less than nine hundred of 67
less than nine hundred or 42
less than nine members of 164
less than nine millions of 172
less than nine minutes to 47
less than nine percent of 663
less than nine species of 109
less than nine thousand of 72
less than nine volumes of 128
less than other aspects of 173
less than other classes of 52
less than other members of 211
less than other sections of 65
less than other sources of 66
less than other spheres of 54
less than other workers in 49
less than rosy picture of 52
less than some fraction of 91
less than their ability to 109
less than their brethren in 57
less than their brothers in 41
less than their fellows in 41
less than their parents or 49
less than those allowed by 48
less than those applied to 52
less than those assumed in 47
less than those attending the 42
less than those between the 490
less than those charged by 474
less than those charged in 125
less than those charged to 104
less than those claimed by 90
less than those covered by 54
less than those derived by 41
less than those devoted to 56
less than those enjoyed by 421
less than those granted to 122
less than those implied by 65
less than those imposed by 110
less than those imposed on 105
less than those induced by 85
less than those measured by 67
less than those measured in 140
less than those obtaining in 93
less than those occurring in 113
less than those offered by 198
less than those offered to 67
less than those outside the 44
less than those present in 104
less than those related to 42
less than those yielded by 49
less than three bushels of 62
less than three chances in 45
less than three columns of 51
less than three decades it 40
less than three decades of 118
less than three decades the 148
less than three decades to 63
less than three degrees of 154
less than three dollars an 126
less than three dollars at 45
less than three dollars in 175
less than three dollars to 61
less than three editions of 147
less than three gallons of 116
less than three hundred in 709
less than three hundred of 934
less than three hundred or 61
less than three hundred to 139
less than three letters of 40
less than three letters to 78
less than three members in 47
less than three members of 1541
less than three members or 42
less than three members to 154
less than three millions in 128
less than three millions of 1585
less than three millions to 65
less than three minutes at 95
less than three minutes by 126
less than three minutes he 427
less than three minutes in 423
less than three minutes is 46
less than three minutes it 146
less than three minutes of 347
less than three minutes on 115
less than three minutes the 833
less than three minutes to 1112
less than three minutes we 188
less than three percent in 184
less than three percent of 7773
less than three persons in 154
less than three persons of 101
less than three persons to 149
less than three reports of 52
less than three seconds he 49
less than three seconds in 94
less than three seconds of 74
less than three seconds the 76
less than three seconds to 250
less than three shillings in 133
less than three species of 189
less than three stories in 154
less than three stories or 188
less than three thousand in 195
less than three thousand of 469
less than three thousand the 51
less than three thousand to 73
less than three versions of 167
less than three volumes of 67
less than when applied to 41
less than when grouped in 97
less than when weighed in 83
less than will suffice to 81
less than zero because of 66
less than zero because the 74
less than zero depending on 53
less they will dislike us 146
lest they fall victims to 78
lest they give offense to 69
lest they lose control of 72
lest they make cowards of 106
lest you come together to 70
lest you fall victims to 63
lest you rush hastily on 40
lets his mind pervade the 68
lets you look forward to 79
lets you move forward or 48
lets you move quickly to 45
lets you take control of 145
levy and send against the 71
levy has been imposed on 45
lien has been defined as 55
lien was held superior to 73
lies not only against the 109
lies not only between the 53
lies that were brought to 45
lies they have glutted me 105
lies with their ability to 128
life and also because he 54
life and also because of 150
life and also because the 87
life and gave himself to 41
life and gave himself up 62
life and good against the 48
life and good spirits as 60
life and great increase of 53
life and health because of 44
life and life outside the 51
life and limb against the 92
life and limb because of 48
life and limb exacted by 60
life and live according to 98
life and live forever in 71
life and look forward to 573
life and love affairs of 48
life and many aspects of 90
life and means superior in 50
life and more variety of 65
life and other aspects of 679
life and past history of 52
life and peace destroy it 41
life and some aspects of 68
life and take control of 73
life and take everything as 111
life and take pleasure in 64
life and their ability to 864
life and their effects on 127
life and their failure to 57
life and their outlook on 52
life and their position in 63
life and their prowess in 41
life and their reactions to 44
life and their relation to 825
life and were content to 46
life and were married in 51
life and what happens in 122
life and what happens to 347
life and work according to 66
life and work against the 63
life and work appeared in 120
life and work outside the 93
life and work reflect the 84
life and work together in 53
life and work written by 71
life and your ability to 236
life are also subject to 52
life are ever present to 54
life are held together by 42
life are just beginning to 47
life are most subject to 59
life are much oftener the 46
life are very similar to 167
life but also against the 45
life but also because he 47
life but also because it 172
life but also because of 143
life but also because the 91
life can look forward to 40
life for great numbers of 57
life for many decades to 46
life for many members of 52
life for many millions of 175
life for most members of 55
life for some members of 88
life for vast numbers of 176
life had been adapted to 54
life had been adopted by 43
life had been allowed to 130
life had been altered by 164
life had been blasted by 93
life had been bounded by 109
life had been brought in 48
life had been brought to 327
life had been carried on 137
life had been clouded as 49
life had been clouded by 197
life had been colored by 59
life had been defined by 179
life had been devoted to 5671
life had been drained of 88
life had been emptied of 58
life had been exposed to 248
life had been focused on 118
life had been founded on 99
life had been granted to 336
life had been haunted by 82
life had been hitherto the 93
life had been invaded by 52
life had been limited by 53
life had been limited to 187
life had been obliged to 42
life had been offered to 48
life had been opposed to 50
life had been plagued by 71
life had been planned by 51
life had been present in 53
life had been reduced in 48
life had been reduced to 1010
life had been revealed to 172
life had been scarred by 76
life had been similar to 49
life had been spoiled by 83
life had been stained by 145
life had been steeped in 97
life had been subject to 121
life had been sullied by 122
life had been tainted by 52
life had been touched by 275
life had been trained to 52
life had been weighed in 40
life had been wrapped up 216
life had been wrecked by 128
life had been written by 67
life had been written in 71
life had gone according to 60
life had such chances as 73
life has been according to 59
life has been adapted to 77
life has been adopted by 104
life has been allowed to 205
life has been altered by 194
life has been applied to 60
life has been assumed to 57
life has been because of 63
life has been blessed by 222
life has been blessed in 56
life has been bounded by 46
life has been brought to 428
life has been carried on 202
life has been carried to 59
life has been central to 75
life has been clouded by 57
life has been colored by 64
life has been covered by 53
life has been crowned by 57
life has been damaged by 70
life has been defined as 472
life has been defined by 293
life has been defined in 82
life has been devoted so 44
life has been devoted to 7293
life has been drained of 45
life has been emptied of 83
life has been evident in 41
life has been exposed to 105
life has been focused on 345
life has been founded on 98
life has been granted to 110
life has been happening to 44
life has been haunted by 75
life has been injured by 43
life has been invaded by 84
life has been kindled in 40
life has been likened to 97
life has been limited to 116
life has been measured by 48
life has been ordered by 56
life has been perhaps the 40
life has been plagued by 87
life has been planted in 67
life has been present on 127
life has been pursued by 43
life has been reduced by 168
life has been reduced to 1254
life has been related by 56
life has been related to 85
life has been revealed in 72
life has been revealed to 214
life has been scarred by 49
life has been spoiled by 90
life has been stained by 50
life has been steeped in 58
life has been studied by 173
life has been studied in 116
life has been subject to 284
life has been touched by 698
life has been usurped by 77
life has been wrapped up 179
life has been wrecked by 196
life has been written at 96
life has been written by 2394
life has been written in 282
life has ever existed on 50
life has made evident the 48
life has meaning because it 40
life has meaning because we 74
life hath more privacy of 73
life may have evolved in 51
life may have evolved on 131
life may have existed in 88
life may have existed on 236
life may have started in 42
life not only because he 63
life not only because it 115
life not only because of 211
life than give occasion to 48
life than other members of 40
life that bears witness to 87
life that fall outside the 76
life that have appeared in 73
life that have emerged in 55
life that have existed on 93
life that lies between the 87
life that lies outside the 82
life that once existed in 82
life that once existed on 61
life that runs counter to 86
life that were beginning to 44
life that were similar to 50
life they were capable of 48
life they were capable to 308
life they were enabled to 147
life they were obliged to 116
life was also evident in 79
life was also subject to 43
life was also written by 71
life was held together by 63
life was just beginning in 48
life was just beginning to 307
life was like millions of 60
life was like outside of 72
life was like outside the 136
life was lost because of 74
life was made bearable by 55
life was made happier by 52
life was made unhappy by 81
life was more certain of 50
life was more congenial to 43
life was more precious to 117
life was most evident in 43
life was only beginning to 64
life was soon brought to 48
life was very irksome to 80
life was very pleasant in 51
life was very pleasant to 51
life was very precious to 113
life was very similar to 284
life was well adapted to 83
life with other members of 87
life with some thoughts on 264
life with their cliques as 41
life you have renewed to 43
life you must conquer by 65
lift and were carried up 47
lift her hand against the 55
lift his eyes towards the 86
lift his hand against an 56
lift his hand against it 149
lift his hand against me 143
lift his hand against my 82
lift his hand against the 2416
lift his hand towards the 83
lift his heel against the 66
lift its arms embargo on 74
lift our eyes highest we 53
lift our eyes towards the 82
like all great artists he 79
like all other animals in 197
like all other animals of 138
like all other aspects of 3977
like all other buildings in 44
like all other buildings of 40
like all other classes in 75
like all other classes of 465
like all other creations of 62
like all other efforts to 48
like all other factors of 45
like all other features of 117
like all other figures of 46
like all other follies of 54
like all other matters of 351
like all other measures of 81
like all other members of 2446
like all other mortals in 52
like all other objects in 177
like all other objects of 344
like all other persons in 134
like all other persons of 60
like all other portions of 166
like all other schemes of 57
like all other schools in 41
like all other sections of 158
like all other sectors of 90
like all other sources of 64
like all other species of 525
like all other systems of 581
like all other workers in 46
like all other writers of 61
like all other writers on 101
like all those preceding it 44
like all true artists he 44
like and even cherish the 105
like and look forward to 102
like and take pleasure in 54
like any other account of 40
like any other article of 1072
like any other aspects of 117
like any other attempt to 113
like any other behavior in 99
like any other citizen in 162
like any other citizen of 652
like any other company in 112
like any other country in 496
like any other element in 153
like any other element of 707
like any other example of 45
like any other function in 59
like any other function of 91
like any other increase in 71
like any other increase of 219
like any other language in 115
like any other masonry or 77
like any other material of 46
like any other members of 276
like any other natural or 97
like any other natural thing 87
like any other objects in 53
like any other officer in 45
like any other officer of 198
like any other pointer to 46
like any other precious thing 40
like any other problem in 78
like any other problem of 41
like any other process in 103
like any other process of 154
like any other product in 74
like any other product of 278
like any other product or 221
like any other program in 60
like any other program on 105
like any other quality of 51
like any other question of 1172
like any other religion or 81
like any other segment of 306
like any other servant of 54
like any other service in 43
like any other service or 135
like any other society in 43
like any other species of 414
like any other stretch of 75
like any other student in 133
like any other subject in 171
like any other subject of 368
like any other variable in 144
like any other variable of 113
like any other variety of 79
like any other village in 259
like any other violation of 56
like any other visitor to 68
like each other because of 203
