lad took his seat again 311
long hair with both hands 97
long hair with her fingers 101
long hair with his fingers 52
long hair with his sword 82
long have you two known 326
long kept her eye fixed 90
long last she had found 48
long last they had found 61
long legs and long bills 44
long legs and long necks 228
long life she had never 66
long lost with her stand 106
long oars out and sweep 73
long odds that they never 45
long ones and one short 59
long ones and two short 210
long over for both alike 41
long pole with both hands 85
long side and one short 142
long side and two short 52
long skip and she began 47
long step was thus taken 60
long talk with her about 420
long talk with her father 318
long talk with her mother 286
long talk with him about 1851
long talk with him after 178
long talk with him alone 75
long talk with him today 121
long talk with his chief 164
long talk with his father 512
long talk with his mother 216
long talk with sir henry 125
long talk with them about 127
long talk with you about 478
long time ago and could 67
long time ago and maybe 62
long time ago and never 177
long time ago and people 68
long time ago and saved 45
long time ago and since 225
long time ago and still 105
long time ago and today 91
long time ago and which 228
long time ago and would 157
long time ago but never 49
long time ago but still 45
long time ago but which 64
long time ago now since 78
long time ago that books 54
long time ago that every 54
long time ago that people 199
long time ago that seems 101
long time ago you asked 46
long time ago you could 66
long time all was still 54
long time and are known 51
long time and are often 90
long time and are quite 111
long time and are still 577
long time and for which 164
long time and had built 44
long time and had found 41
long time and had given 55
long time and had grown 83
long time and had never 262
long time and had often 57
long time and had taken 58
long time and has given 55
long time and has never 61
long time and has often 46
long time and may never 136
long time and met again 44
long time and not guess 58
long time and she could 88
long time and she never 40
long time and she would 76
long time and then added 45
long time and then asked 234
long time and then began 114
long time and then moved 74
long time and then shook 93
long time and then spoke 55
long time and they could 84
long time and they would 101
long time and was about 70
long time and was getting 61
long time and was known 63
long time and was never 77
long time and was often 72
long time and was quite 78
long time and was still 131
long time and was tired 42
long time and who could 40
long time and who knows 51
long time and who would 51
long time and you could 51
long time and you might 40
long time and you never 47
long time and you would 53
long time but are still 88
long time but had never 206
long time but has never 84
long time but she could 65
long time but they could 51
long time for his father 47
long time for his money 119
long time for this meeting 95
long time for this night 116
long time for two people 85
long time she had hoped 46
long time she had known 100
long time she had lived 83
long time she had never 40
long time she had spent 69
long time she had stood 60
long time she had taken 47
long time she had tried 92
long time she lay awake 470
long time she lay still 96
long time she sat looking 46
long time she sat quite 51
long time she sat staring 177
long time she sat still 47
long time she sat thinking 40
long time she was proof 65
long time she was quite 62
long time that god would 61
long time that his father 53
long time that she began 44
long time that she could 144
long time that she earned 56
long time that she loved 42
long time that she would 195
long time that they could 164
long time that they would 202
long time that this would 83
long time that was about 40
long time that you could 52
long time that you would 125
long time they had known 60
long time they had lived 93
long time they sat round 180
long time who has given 126
long time with all kinds 53
long time with her cheek 56
long time with her hands 100
long time with her mother 135
long time with his father 181
long time with his fingers 41
long time with his hands 197
long time with his magic 106
long time with his mother 103
long time with this talking 59
long upon his own hands 42
long walk and are hungry 53
long walk she had taken 50
long when all goes right 94
long will men and women 50
long years ago had taken 68
long years for his blood 86
long years she had lived 76
long years she had never 55
long years she had spent 61
long years they had dwelt 55
long years they had lived 54
long years they had never 67
long years they had spent 106
lot from that for which 57
lot less than they would 44
lot less than you might 228
lot less than you would 122
lot more dead than alive 115
lot more for our money 47
lot more fun than getting 40
lot more fun than playing 111
lot more fun than sitting 286
lot more fun than working 73
lot more fun than writing 119
lot more heat than light 126
lot more men than women 105
lot more than one would 47
lot more than she cared 44
lot more than she could 229
lot more than she liked 47
lot more than she would 116
lot more than that about 46
lot more than they could 324
lot more than they really 51
lot more than they would 196
lot more than you could 368
lot more than you might 683
lot more than you would 647
lot when she was growing 43
low birth and death rates 2315
low cost and low power 283
low cost and low price 67
low door and one small 42
low tone and with others 66
low tone with this touch 49
low wage and long hours 42
low wage and low skill 61
lye soap and hot water 43
lying back with his hands 94
lying down for two hours 55
lying down that you shall 44
lying down with his hands 68
lying down with one elbow 95
lying more dead than alive 68
lying ready for use since 47
lying there for two hours 47
lying there for two weeks 45
lying there with her hands 53
lying there with his hands 138
