lad whom he had brought 52
long time to get married 310
long time to get results 112
long time to get settled 68
long time to get started 609
long time to get together 110
long time to heal because 186
long time to put together 395
long time to say goodbye 105
long time to see results 57
long time we sat together 73
long took it for granted 48
long turn of our affairs 186
long upon the low grounds 44
long used in this country 55
long used to act rightly 46
long used to being falsely 118
long years it was devoted 50
long years of her husband 53
long years of her illness 45
long years of her marriage 102
long years of his absence 207
long years of his faithful 43
long years of his illness 48
long years of his peaceful 46
long years of his service 175
long years of its history 90
long years of war against 151
long years of war between 104
long years the man watches 92
low bows to his jackass 172
low cost of raw material 76
low down in her abdomen 103
low down in her stomach 104
low down on her forehead 449
low down on her stomach 111
low down on his forehead 626
low rate in this country 44
low tone of her musical 153
low tone to her husband 151
lying back in his hammock 40
lying back on her cushions 49
lying back on her pillows 237
lying back on his pillows 235
lying down in her bedroom 115
lying down on her stomach 44
lying down on his stomach 179
lying flat on her stomach 1123
lying flat on his stomach 3319
lying flat on its stomach 41
lying flat on our bellies 56
lying heavy on his stomach 67
lying next to her husband 105
lying ready on his arrival 68
lying south of and adjoining 46
lying there on his stomach 95
lying there on pug jackson 46
lying west of and adjoining 109
lying west of her present 49
