laboring earth doth not expand 65
loudly that she was afraid 87
lovers see they can resent 50
lovers she had and ruined 50
lovers who can not endure 63
lovingly put his arm around 48
lowers her head and begins 47
lowers her head and raises 118
lowers his head and begins 61
lumber and oil and salted 95
luxury one can not afford 83
luxury she can not afford 106
luxury that few can afford 214
luxury that man can desire 52
luxury that now had something 42
luxury they can ill afford 161
luxury they can not afford 749
luxury you can not afford 586
