lab tests to rule out 51
long after the fish had 96
long after the fish was 111
long after the food has 47
long after the food was 102
long after the game had 126
long after the game has 43
long after the game was 180
long after the girl had 144
long after the gods had 130
long after the great age 46
long after the great man 48
long after the great war 337
long after the gulf war 129
long after the guns are 46
long after the guns had 102
long after the hand that 449
long after the heart has 119
long after the hour for 131
long after the hour set 47
long after the jews had 188
long after the jury had 42
long after the kids had 108
long after the land had 165
long after the land has 100
long after the land was 54
long after the last beat 196
long after the last gun 51
long after the last man 48
long after the last meal 57
long after the last one 139
long after the last war 163
long after the life has 102
long after the line had 123
long after the lips that 48
long after the mind has 185
long after the moon had 520
long after the moon has 94
long after the moon was 58
long after the name was 40
long after the need for 2540
long after the need had 150
long after the need has 257
long after the need was 119
long after the ones who 81
long after the other had 114
long after the other has 98
long after the other men 142
long after the other two 334
long after the pain had 141
long after the pain has 146
long after the peace was 54
long after the play had 120
long after the play has 116
long after the play was 284
long after the race was 49
long after the rain had 265
long after the rain has 380
long after the rash has 48
long after the rest had 428
long after the road was 51
long after the ship had 344
long after the ship was 109
long after the show had 131
long after the show has 47
long after the show was 125
long after the singer had 43
long after the site has 42
long after the site was 57
long after the snow has 102
long after the suit was 51
long after the taking off 94
long after the term had 47
long after the tide had 49
long after the tide has 54
long after the time and 99
long after the time for 744
long after the time had 248
long after the time has 178
long after the time set 42
long after the time that 739
long after the time they 260
long after the town had 202
long after the town was 286
long after the tree has 138
long after the trial and 62
long after the trial had 125
long after the trial was 248
long after the user has 40
long after the will was 48
long after the wind has 244
long after the wood has 40
long after the word had 82
long after the work had 216
long after the work has 183
long after the work was 424
long after the young are 61
long after the young man 155
long after we find him 142
long after we have all 290
long after we have had 41
long after we have put 43
long after we have read 171
long after we know that 43
long after we left them 42
long after we were all 166
long after we were out 116
long after we were set 88
long agony of cold and 88
long agony of hope and 57
long array of poets and 112
long array of those who 52
long bones of arms and 140
long braid of hair that 109
long ceased to care for 554
long ceased to care two 106
long ceased to feel any 439
long ceased to find any 44
long ceased to form any 47
long ceased to have any 6126
long ceased to hold any 183
long ceased to hope for 156
long ceased to look for 401
long ceased to love her 99
long ceased to love him 131
long ceased to make any 347
long ceased to play any 337
long ceased to pray for 42
long ceased to take any 860
long ceased to think that 161
long ceased to view them 63
long ceased to wake any 44
long ceased to weep for 49
long chain of days and 59
long chain of those who 48
long couch is laid with 75
long could he hold his 43
long could he hold out 170
long could he keep his 55
long could he keep this 110
long could it take for 67
long could we hold out 185
long delay in bringing out 47
long delay in dealing with 92
long delay of more than 102
long delay the plan for 47
long drama of wrong and 158
long dress of some dead 126
long drink of beer and 186
long drink of milk and 119
long drink of wine and 105
long drive the next day 113
long enjoy the sway they 91
long evening of talk and 54
long forms to fill out 80
long given up hope that 84
long given up hoping for 40
long habit of dealing with 79
long habit of having you 46
long hours at hard and 74
long hours at home and 48
long hours at jobs that 107
long hours at very low 104
long hours at work and 521
long hours at work are 46
long hours in dark and 46
long hours in their own 81
long hours of duty and 84
long hours of hard and 148
long hours of pain and 119
long hours of reading and 206
long hours of rest and 86
long hours of riding and 46
long hours of talk with 70
long hours of their own 57
long hours of toil and 354
long hours of toil are 43
long hours of toil for 40
long hours of toil that 45
long hours of trial and 48
long hours of typing and 98
long hours of work and 3534
long hours of work are 345
long hours of work but 52
long hours of work each 67
long hours of work for 644
long hours of work had 91
long hours of work has 47
long hours of work may 55
long hours of work that 590
long hours of work they 88
long hours of work was 99
long hours of work with 368
long hours on duty and 45
long hours on their own 82
long hours to make this 43
long known to those who 56
long lapse of ages and 50
long lapse of ages for 45
long lapse of more than 48
long lapse of time and 614
long lapse of time for 63
long lapse of time had 69
long lapse of time has 293
long lapse of time may 60
long lapse of time that 414
long lapse of time they 49
long lapse of time was 52
long lapse of years and 59
long lapse of years had 54
long lapse of years has 56
long lapse of years she 46
long leases at very low 42
long lengths of stay and 50
long lines of cars and 137
long lines of cars that 106
long lines of heads was 58
long lines of heavy and 66
long lines of those who 45
long lines of young men 145
long lists of those who 212
long lists of what they 42
long lived in peace and 130
long locks of hair and 90
long locks of hair cut 94
long locks of hair that 106
long march of more than 90
long march the next day 75
long march to meet him 52
long might it take for 148
long might it take you 50
long miles of beds lay 43
long miles of ocean and 64
long months of cold and 61
long months of days and 137
long months of pain and 62
long months of toil and 75
long months of trial and 41
long months of work and 76
long nails of jade and 69
long night of life and 48
long night of pain and 76
long noted the fact that 40
long period in spring and 60
long period of calm and 102
long period of care and 79
long period of cold and 90
long period of cold war 150
long period of deep and 42
long period of five and 46
long period of hard and 44
long period of high and 65
long period of life and 55
long period of more than 1170
long period of over two 114
long period of pain and 116
long period of peace and 3238
long period of peace can 45
long period of peace for 200
long period of peace had 323
long period of peace has 106
long period of peace lay 43
long period of peace that 652
long period of peace they 60
long period of peace was 284
long period of peace with 189
long period of rain and 75
long period of reading and 50
long period of rest and 659
long period of rest for 48
long period of rest was 63
long period of slow and 88
long period of slow but 41
long period of three and 45
long period of time all 166
long period of time and 32975
long period of time any 65
long period of time are 2695
long period of time being 72
long period of time both 237
long period of time but 1515
long period of time can 3441
long period of time did 180
long period of time does 452
long period of time due 389
long period of time each 96
long period of time for 4136
long period of time goes 43
long period of time going 77
long period of time had 1183
long period of time has 3184
long period of time his 116
long period of time its 114
long period of time lead 103
long period of time led 93
long period of time may 4392
long period of time nor 79
long period of time not 148
long period of time now 124
long period of time one 321
long period of time our 89
long period of time out 151
long period of time she 219
long period of time than 703
long period of time that 10154
long period of time then 161
long period of time they 1165
long period of time this 747
long period of time thus 129
long period of time two 97
long period of time using 149
long period of time was 2017
long period of time who 82
long period of time with 4268
long period of time yet 53
long period of time you 344
long period of toil and 85
long period of trial and 1642
long period of trial for 46
long period of very low 105
long period of wars and 122
long period of wars with 47
long period of what was 55
long period of work and 130
long period of work with 84
long period of years and 2164
long period of years are 224
long period of years but 89
long period of years can 162
long period of years for 241
long period of years had 268
long period of years has 537
long period of years may 218
long period of years than 90
long period of years that 548
long period of years they 138
long period of years this 86
long period of years was 346
long period of years with 329
long period to come and 44
long period to wait for 57
long period we have had 55
long piece of cloth and 63
long piece of cloth that 380
long piece of cloth with 101
long piece of pipe and 40
long piece of rope and 151
long piece of rope that 47
long piece of rope was 42
long piece of rope with 45
long piece of string and 353
long piece of string that 65
long piece of string with 87
long piece of thread and 50
long piece of wire and 84
long piece of wire with 49
long piece of wood and 186
long piece of wood that 189
long piece of wood with 266
long piece of work and 98
long piece of yarn and 56
long plait of hair and 84
long point of land that 117
long reign of more than 422
long reign of peace and 156
long robes of silk and 195
long score of care and 41
long season of cold and 71
long season of peace and 84
long season of trial and 52
long shall we wait for 83
long siege the city was 89
long since he left his 122
long since my heart has 110
long since the last one 224
long since to have any 57
long since to thank you 53
long since we have had 1890
long since we have met 1728
long since we have read 552
long since we last met 371
long since we last saw 286
long since we were all 105
long space of more than 54
long space of time and 153
long space of time for 146
long space of time had 87
long space of time has 79
long space of time that 310
long space of time they 66
long space of time with 103
long spans of oxen and 42
long spans of time and 245
long spans of time are 58
long spans of time that 42
long spell of peace and 142
long spell of rain and 45
long staff to keep off 42
long story by wiping her 45
long story of love and 42
long story to tell all 82
long story to tell and 51
long story to tell her 68
long story to tell how 155
long story to tell you 795
long strings of beads and 102
long strings of ones and 155
long strip of cloth and 56
long strip of cloth that 47
long strip of cloth with 77
long strip of land lying 80
long strip of land that 344
long strip of land was 45
long strip of sand and 71
long strip of sand that 42
long tails to help them 62
long taken the view that 785
long talks we have had 82
long terms of years are 55
long terms of years being 48
long terms of years for 95
long times of peace and 52
long tongue of land that 304
long tract of land that 62
long tract of time had 114
long tract of time has 176
long tract of time they 71
long train of ills that 85
long train of means for 50
long train of ruin and 153
long train of sick and 49
long train of those who 67
long tramp the next day 100
long vista of time and 41
long vista of turf and 48
long vista of years and 44
long vista of years that 100
long vista of years with 40
long waiting in vain for 133
long waits in line and 53
long waits in line for 98
long walks he took with 62
long waste of sand and 43
long weeks of pain and 50
long while he held her 86
long while the only one 83
long while to find out 135
long while to learn that 73
long while to play out 57
long while to wait for 126
long while to work out 65
long would it take all 67
long would it take and 120
long would it take both 119
long would it take each 375
long would it take for 13274
long would it take her 898
long would it take him 3738
long would it take his 51
long would it take one 307
long would it take our 61
long would it take that 148
long would it take them 3058
long would it take this 258
long would it take two 65
long would it take you 8961
long would we have had 53
lot about my life and 49
lot about the fact that 625
lot about the game and 82
lot about the game but 40
lot about the life and 50
lot about the navy and 47
lot about the need for 276
lot about the past and 101
lot could be done for 55
lot could be done with 199
lot could be said for 60
lot could be used for 43
lot easier to care for 51
lot easier to cope with 241
lot easier to find and 43
lot easier to find out 130
lot easier to find than 114
lot easier to learn than 75
lot easier to live with 959
lot easier to make than 91
lot easier to pull off 93
lot easier to sell than 54
lot easier to take than 329
lot easier to work out 144
lot easier to work with 1090
lot might be done with 49
lot shall be less than 70
lot shall be paid for 42
lot shall be used for 88
lot sizes of less than 100
lot where he kept his 65
lot would be cast with 46
low earnings of those who 66
low forms of life and 46
low forms of life are 140
low forms of life can 50
low forms of life may 64
low forms of life that 151
low given the fact that 100
low hills of sand and 69
low ideals of life and 41
low ledge of rock and 42
low level of body fat 418
low level of health and 180
low level of less than 238
low level of life and 46
low level of living and 246
low level of living for 67
low level of need for 84
low level of reading and 44
low level of risk and 126
low level of risk for 63
low level of saving and 107
low level of their own 80
low level of wealth and 47
low level the risk that 902
low piece of land and 61
low point of land and 59
low point of land that 312
low point of land with 98
low point of less than 240
low price is paid for 43
low price of coal and 42
low price of corn and 93
low price of corn was 47
low price of food and 52
low price of food may 102
low price of land and 173
low price of less than 58
low price of rice and 85
low price of wheat and 140
low price of wool and 87
low price to those who 131
low rates of birth and 48
low rates of drug use 63
low rates of duty and 83
low rates of flow and 69
low rates of less than 46
low rates of saving and 124
low rates of shear and 93
low rates we sell them 44
low ridge of sand and 62
low scale of rent that 83
low sense of duty who 41
low sense of their own 60
low shelf of rock that 45
low state of body and 54
low state of health and 345
low state of health are 50
low state of health but 74
low state of mind and 137
low state to hope for 65
low tones of their dead 42
low tongue of land near 45
low under the eaves that 69
low value of gold and 221
low value of land and 78
low value of less than 69
low value on their own 59
low views of their lot 40
low voice he told her 50
low voice to those near 61
low voice to those who 57
low would be good and 105
lying about the fact that 153
lying about the guns had 40
lying about the room and 52
lying awake in their bed 50
lying beneath the high seas 80
lying beneath the skin and 70
lying cheek by jowl with 220
lying close at hand and 51
lying tongue is only for 54
lying under the ooze and 55
lying under the open sky 105
lying under the skin and 64
lying under the tree and 75
lying where he fell and 42
lying which is used for 44
lying within the band gap 51
