labeling test for dna damage 95
little more than they needed 230
little more than they should 313
little more than they thought 45
little more than this amount 172
little more than two billion 159
little more than two blocks 202
little more than two cables 96
little more than two fathoms 48
little more than two grains 145
little more than two inches 1766
little more than two leagues 776
little more than two meters 151
little more than two million 1622
little more than two ounces 312
little more than two points 63
little more than two pounds 914
little more than two quarts 131
little more than two seasons 44
little more than two square 315
little more than using labels 111
little more than was already 66
little more than was becoming 52
little more than was needed 406
little more than was proper 66
little more than yet another 596
little more than you expect 62
little more than you should 159
little more than you thought 43
little need for any formal 69
little need for any further 163
little need for any special 52
little ones are old enough 77
little ones that they should 68
little over one year before 79
little poems are but humble 91
little post they may occupy 144
little room for any further 197
little room for any serious 53
little room for his escape 70
little room with one window 164
little saving for our friend 51
little ship and his english 247
little snow that had fallen 42
little sock she was knitting 66
little soul was that inviting 66
little talk with him before 112
little talk with our friend 49
little talk with you before 338
little think how you starve 150
little time and not enough 90
little time and too little 166
little time and with little 44
little time for any serious 44
little time for her family 60
little time for his family 618
little time for one another 169
little time they can devote 87
little time they had before 58
little time with her before 64
little time with her family 70
little time with him before 142
little time with his family 531
little time with one another 51
little time with them before 51
little time with you before 177
little town did not afford 102
little town with its narrow 61
little tree hung with apples 46
little trying all her tricks 46
little vase for his flower 89
little what any one thought 165
little what they are called 44
little what they are fighting 56
little when one can loiter 78
livers from fed and fasted 43
loaded down with all manner 64
loaded word did not entail 54
lonely folk cut off unseen 41
lonely when you are asleep 45
looked away and then looked 230
looked away and then turned 58
looked away and was silent 184
looked away but not before 114
looked away off and around 103
looked back and saw another 102
looked back and saw something 68
looked back and she became 57
looked back and was turned 306
looked back she was standing 47
looked down and saw another 73
looked down and saw little 108
looked down and saw myself 95
looked down and saw something 306
looked down and saw through 49
looked down and she looked 44
looked down and then looked 111
looked down and was amazed 87
looked down and was silent 322
looked hard and long enough 45
looked into his old friend 65
looked into them they seemed 46
looked like did not matter 66
looked like she had fallen 48
looked like she had something 115
looked like she was afraid 60
looked like she was almost 62
looked like she was already 74
looked like she was always 53
looked like she was asleep 461
looked like she was barely 77
looked like she was carrying 90
looked like she was enjoying 221
looked like she was fighting 72
looked like she was floating 54
looked like she was planning 43
looked like she was scared 59
looked like she was searching 48
looked like she was sleeping 320
looked like she was standing 68
looked like she was starting 50
looked like she was twelve 45
looked like she was twenty 72
looked like she was watching 44
looked like they had already 43
looked like they had fallen 55
looked like they had something 47
looked like with her clothes 41
looked more dead than asleep 89
looked once for his friend 140
looked over all her little 43
looked over all his papers 62
looked over her head toward 84
looked upon her with desire 63
looked upon her with something 41
looked upon her with wonder 46
looked upon him and smiled 60
looked upon him for awhile 55
looked upon him his friend 51
looked upon him with feelings 73
looked upon him with horror 163
looked upon him with jealous 42
looked upon him with marked 40
looked upon him with something 146
looked upon him with special 45
looked upon him with wonder 145
looked upon his own narrow 46
looked upon man with desire 46
looked upon them with feelings 49
looked upon them with horror 59
looked upon them with terror 95
looked upon them with wonder 106
looked upon with any degree 186
looked upon with far greater 189
looked very big and mighty 48
looked very odd and pretty 169
looked very old and feeble 54
looked very sad and lonely 40
looked very sad and solemn 53
looked when she was forced 46
looked when she was younger 40
losses from his own pocket 47
losses from war and disease 45
losses were one man killed 85
losses were two men killed 41
lovers know but one desire 51
