lap full of grasses and 63
long fits of silence and 101
long hair is dabbled with 73
long halt by initiating his 43
long halt ye between two 2796
long have to contend with 50
long held the position that 326
long here to trouble you 208
long into the postwar era 126
long kept in reserve for 52
long last it appeared that 114
long leaps he bounded out 94
long leave of absence and 119
long leave of absence for 84
long leave of absence with 42
long life in contact with 46
long life in exploring and 68
long life of inglorious ease 51
long life of inquiry and 181
long life of patient and 58
long life of poverty and 51
long life of service and 119
long life of service for 66
long life of suffering and 88
long life of trouble and 58
long line of animals and 54
long line of artists and 100
long line of artists who 92
long line of assyrian kings 69
long line of bishops and 49
long line of british and 71
long line of cavalry and 48
long line of coaches and 50
long line of contact with 44
long line of critics and 61
long line of critics has 41
long line of critics who 174
long line of doctors and 54
long line of egyptian kings 49
long line of eminent and 41
long line of eminent men 131
long line of farmers and 101
long line of farmers who 42
long line of females who 40
long line of folgers and 65
long line of friends and 87
long line of hollies all 59
long line of islands and 43
long line of knights and 69
long line of lawyers and 79
long line of martyrs and 41
long line of martyrs who 77
long line of medical men 73
long line of mounted men 64
long line of palaces lay 53
long line of patriots and 88
long line of patriots who 46
long line of porters and 44
long line of priests and 106
long line of priests who 40
long line of princes and 69
long line of princes who 77
long line of research has 111
long line of research that 160
long line of studies that 113
long line of teachers and 178
long line of teachers who 84
long line of thinkers and 71
long line of thinkers who 250
long line of traffic you 94
long line of warriors and 53
long line of warriors who 94
long line of wounded men 65
long line of writers and 114
long line of writers who 296
long list of ancient and 77
long list of animals and 74
long list of animals that 46
long list of artists and 40
long list of artists who 120
long list of battles and 44
long list of bishops and 40
long list of burdens and 42
long list of charges and 104
long list of charges that 108
long list of charges was 99
long list of criteria for 45
long list of criteria that 107
long list of defects and 44
long list of demands and 74
long list of demands for 126
long list of demands that 125
long list of diseases and 167
long list of diseases that 238
long list of doctors who 48
long list of eminent and 40
long list of eminent men 496
long list of everything that 96
long list of excuses for 107
long list of factors that 928
long list of features and 41
long list of features that 136
long list of federal and 40
long list of friends and 393
long list of friends who 85
long list of grounds for 49
long list of insults and 43
long list of italians who 61
long list of logical things 92
long list of martyrs and 75
long list of martyrs who 76
long list of matters that 44
long list of measures that 109
long list of members who 44
long list of murders and 142
long list of national and 50
long list of numbers and 68
long list of numbers that 47
long list of objects that 96
long list of persons and 74
long list of persons who 590
long list of princes and 67
long list of reforms that 40
long list of reports and 43
long list of sincere and 97
long list of speakers who 45
long list of species that 114
long list of studies that 128
long list of victims who 73
long list of worthies who 77
long list of writers and 130
long list of writers who 423
long look at himself and 68
long made us familiar with 69
long reach of country east 48
long rows of benches and 48
long rows of columns and 42
long rows of poplars and 49
long rows of windows and 141
long rule of porfirio diaz 128
long step in advance and 46
long step in advance was 62
long string of letters and 104
long string of numbers and 77
long string of numbers that 99
long string of question and 45
long sums in addition and 42
long tale of suffering and 110
long talk in private with 48
long term in advancing our 40
long term of service and 121
long term of service for 50
long term of service was 78
long term of service with 81
long till the patient now 45
long till we doubted her 40
long time at variance with 57
long time he watched her 66
long time in advance and 161
long time in alliance with 75
long time in america and 100
long time in company with 106
long time in contact with 1210
long time in finishing this 106
long time in germany and 159
long time in silence and 289
long time in silence with 52
long time is allowed for 98
long time it appeared that 656
long time no attempt was 77
long time of silence both 120
long time the company had 41
long time the contest was 75
long time the country had 81
long time the country has 43
long time the country was 90
long time the emperor had 46
long time the germans had 47
long time the largest and 43
long time the patient had 61
long time the patient may 55
long time the patient was 40
long time the problem was 67
long time the question has 44
long time the question was 90
long time the silence was 44
long time the subject was 40
long time to account for 41
long time to achieve and 138
long time to achieve its 48
long time to achieve that 168
long time to achieve this 242
long time to acquire and 104
long time to acquire this 41
long time to attract her 41
long time to believe that 874
long time to collect all 70
long time to collect and 110
long time to collect them 46
long time to compile and 70
long time to develop and 1194
long time to develop but 86
long time to develop its 55
long time to develop new 59
long time to develop that 123
long time to develop this 123
long time to discuss and 46
long time to display his 64
long time to educate them 48
long time to election day 48
long time to execute and 103
long time to explain all 51
long time to explain and 58
long time to explain how 66
long time to explain that 202
long time to explain why 58
long time to finally get 70
long time to forgive her 66
long time to forgive him 133
long time to forgive his 40
long time to forgive you 46
long time to perfect and 43
long time to perfect our 84
long time to perfect this 41
long time to perform and 50
long time to perform this 45
long time to prepare and 348
long time to prepare for 407
long time to prepare her 73
long time to prepare his 88
long time to prepare them 61
long time to prepare this 56
long time to process and 125
long time to produce and 170
long time to produce any 88
long time to produce its 52
long time to produce this 45
long time to recover and 394
long time to recover her 52
long time to recover his 138
long time to recover its 133
long time to replace them 58
long time to resolve and 84
long time to resolve this 43
long time to unravel all 62
long took the position that 48
long used by herself for 62
long used to bribery and 49
long used to society that 91
long view of history and 230
long view of history that 46
long wave of increase and 78
long will it require for 79
long years in ireland was 47
long years of absence and 96
long years of anarchy and 63
long years of anxiety and 210
long years of arduous and 46
long years of bondage and 64
long years of careful and 45
long years of contact and 52
long years of contact with 278
long years of devotion and 84
long years of drought and 62
long years of failure and 55
long years of faithful and 111
long years of foreign and 75
long years of history and 41
long years of illness and 68
long years of infancy and 56
long years of marriage and 50
long years of misrule and 92
long years of neglect and 346
long years of obscure and 46
long years of patient and 263
long years of penance and 43
long years of poverty and 362
long years of research and 445
long years of schooling and 68
long years of service and 749
long years of service are 81
long years of service can 42
long years of service for 80
long years of service had 154
long years of service that 146
long years of service they 54
long years of service with 308
long years of silence and 140
long years of slavery and 133
long years of suffering and 947
long years of suffering had 62
long years of suffering that 113
long years of trouble and 104
long years of turmoil and 62
long years of tyranny and 87
long years of wandering and 169
long years of warfare and 121
long years of warfare had 66
long years of warfare with 60
long years of wrestling with 45
long years to receive them 56
lot like the creature that 99
lot more to marriage than 163
lot must be poverty and 43
lot were to execute this 49
low cost of capital and 121
low cost of capital for 51
low cost of natural gas 123
low cost of producing and 43
low land is covered with 65
low ones by complex and 52
low over my forehead and 89
low over the buildings and 51
low over the forehead and 241
low over the horizon and 309
low over the surface and 69
low over the village and 112
low rate of divorce and 42
low rate of exchange and 84
low rate of exchange for 83
low rate of exchange with 57
low rate of increase and 41
low rate of increase for 59
low rate of marriage and 51
low rate of payment for 42
low rate of profits and 180
low rate of success and 56
low rate of success for 66
low rate of success with 46
low rate of taxation and 55
low ratio of surface area 128
low sort of ambition and 53
low tone of manners and 48
low upon the farthest sky 130
lung into the pleural sac 53
lying among the pebbles and 130
lying north of florida god 52
lying ready to receive them 87
lying when he claimed that 133
