label of a fuzzy set 52
leaves of a plant with 101
leaves of a shrub that 144
leaves on a plant and 91
leaves on a plant are 192
leaves on a plant that 100
leaves on a plate and 133
leaves on a windy day 298
lending us a worthy man 40
lends to a needy man 80
lesion in a child with 77
lesion is a large one 63
lethal to a human being 117
level as a basis for 1860
level as a floor and 755
level as a floor for 63
level as a guide for 64
level as a human being 110
level as a proxy for 219
level as a table and 89
level as a table top 160
level as a whole and 181
level as a whole has 41
level in a given area 285
level in a given year 391
level of a black art 71
level of a child and 116
level of a child can 43
level of a child who 95
level of a child with 63
level of a civil war 92
level of a human being 549
level of a noise can 42
level of a search for 56
level of a usage and 40
level of a usage that 40
level on a given day 101
level or a plumb bob 91
level to a level that 198
level to a lower one 2743
level to a point that 147
level up a place for 42
lever is a rigid bar 629
lever is a rigid rod 102
lever is a stiff bar 41
levying of a local tax 162
liable to a buyer for 121
liable to a change for 108
liable to a child who 61
liable to a claim for 174
liable to a guest who 52
liable to a party for 58
liable to a party who 68
libel is a false and 108
lifting of a leaden and 41
light as a basis for 129
light as a child and 48
light as a cloud and 44
light as a falling leaf 62
light as a feather all 185
light as a feather and 3682
light as a feather but 133
light as a feather for 61
light as a feather with 67
light as a white man 98
light by a prism and 54
light in a broad and 364
light in a given area 82
light in a laser beam 51
light in a scene and 59
light in a small area 194
light in a world that 230
light is a laser beam 40
light is a light that 196
light of a blazing sun 64
light of a brand new 56
light of a broad and 49
light of a civil war 56
light of a close and 53
light of a craft and 43
light of a dawning day 163
light of a farthing dip 183
light of a father and 51
light of a father than 47
light of a flame was 53
light of a foggy day 73
light of a fresh and 73
light of a given set 89
light of a happy eye 103
light of a human being 149
light of a human eye 43
light of a large and 43
light of a laser beam 174
light of a later age 61
light of a later and 103
light of a later day 142
light of a later one 42
light of a match and 69
light of a match that 140
light of a mercy than 50
light of a morning sun 135
light of a noble and 114
light of a passing car 281
light of a plain man 45
light of a polar day 50
light of a purer and 76
light of a rainy day 172
light of a rival and 49
light of a rival who 45
light of a search for 45
light of a setting sun 1817
light of a sinking sun 48
light of a small gas 40
light of a small oil 898
light of a small wax 62
light of a smoking oil 45
light of a smoky oil 169
light of a strong and 75
light of a sunny day 461
light of a taper and 92
light of a torch and 157
light of a torch that 264
light of a wider and 47
light of a woman who 139
light of a world that 220
light on a black sky 74
light on a level with 189
light on a small area 306
light on a sunny day 321
light on a topic that 152
light on a world that 49
light so i could read 92
light so i could see 656
light so i would not 95
light to a blind man 300
light to a focus and 63
light to a small area 155
light to a world that 137
light up a cigar and 303
light up a civil war 163
light up a joint and 301
light up a smoke and 143
liked as a child and 42
liked as a human being 55
liked it a whole lot 185
liked me a whole lot 52
liker to a vision than 41
limbs as a whole are 41
limbs of a human being 263
limbs of a large oak 44
limit in a given year 109
limit in a world that 75
lined by a smooth and 67
lined up a meeting with 52
lines as a basis for 202
lines as a guide for 195
lines as a model for 64
lines as a whole are 41
lines in a given area 131
lines in a plane and 149
lines in a plane are 466
lines in a plane can 59
lines in a plane may 51
lines in a plane that 379
lines in a voice that 84
lines of a drawing are 80
lines of a greek leaf 72
lines of a longer poem 42
lines of a noble poem 45
lines of a plane are 59
lines of a short poem 87
lines on a blank leaf 58
lines on a graph and 41
lines on a graph that 87
lines on a level with 76
lines on a metal bar 46
lines on a paper and 45
lines on a paper map 74
lines on a plane are 78
lines on a weather map 204
links in a chain and 511
links in a chain are 207
links in a chain that 1414
links of a chain and 149
links of a chain are 312
links of a chain hang 49
links of a chain that 609
links of a valve gear 42
links to a stake and 149
lists as a basis for 399
lived as a child and 674
lived as a child for 52
lived as a child had 47
lived as a child was 122
lived as a child with 603
lived as a human being 830
lived as a slave and 43
lived as a slave for 98
lived as a small boy 132
lived as a white man 114
lived as a widow for 184
lived as a woman and 58
lived as a woman for 154
lived at a later and 42
lived at a place near 42
lived by a human being 102
lived in a black and 76
lived in a brand new 50
lived in a cabin and 85
lived in a cabin near 301
lived in a cabin that 175
lived in a cabin with 149
lived in a close and 77
lived in a court off 163
lived in a crude log 49
lived in a cruel age 40
lived in a given area 102
lived in a grand and 45
lived in a grand old 98
lived in a grand way 43
lived in a grass hut 161
lived in a happy and 64
lived in a harsh and 48
lived in a hotel and 243
lived in a hotel for 245
lived in a hotel near 118
lived in a hotel that 108
lived in a hotel with 86
lived in a house all 289
lived in a house and 845
lived in a house but 68
lived in a house for 422
lived in a house near 3145
lived in a house not 278
lived in a house now 77
lived in a house off 161
lived in a house out 118
lived in a house set 75
lived in a house she 80
lived in a house that 7422
lived in a house they 183
lived in a house too 60
lived in a house two 50
lived in a house with 9454
lived in a hovel and 75
lived in a hovel near 55
lived in a hovel with 63
lived in a hunting and 81
lived in a large and 2290
lived in a large area 167
lived in a large but 49
lived in a large log 52
lived in a large new 126
lived in a large old 500
lived in a large one 44
lived in a large red 90
lived in a large two 634
lived in a later age 521
lived in a later and 72
lived in a later era 51
lived in a motel for 52
lived in a nation that 199
lived in a period and 55
lived in a period that 244
lived in a place and 288
lived in a place for 248
lived in a place near 45
lived in a place not 46
lived in a place that 1436
lived in a place with 329
lived in a plain and 86
lived in a plain way 56
lived in a quiet and 335
lived in a quiet way 96
lived in a region for 44
lived in a region that 391
lived in a region with 60
lived in a rural area 3835
lived in a setting that 89
lived in a sewer and 48
lived in a shack and 185
lived in a shack near 344
lived in a shack that 107
lived in a shack with 251
lived in a small and 747
lived in a small area 422
lived in a small but 447
lived in a small hut 952
lived in a small log 960
lived in a small mud 206
lived in a small neat 48
lived in a small new 127
lived in a small ohio 66
lived in a small old 56
lived in a small one 812
lived in a small red 96
lived in a small row 41
lived in a small two 1146
lived in a small way 254
lived in a smart new 44
lived in a social and 328
lived in a space that 43
lived in a state for 114
lived in a state that 786
lived in a state with 200
lived in a stone age 126
lived in a stone and 57
lived in a stone hut 72
lived in a straw hut 88
lived in a style and 47
lived in a style far 114
lived in a style not 48
lived in a style that 658
lived in a tamed and 52
lived in a tower and 41
lived in a villa near 130
lived in a villa that 93
lived in a villa with 81
lived in a white man 62
lived in a world all 492
lived in a world and 67
lived in a world far 557
lived in a world not 185
lived in a world she 75
lived in a world that 6867
lived in a world they 78
lived in a world with 365
lived on a block with 43
lived on a dreary and 84
lived on a large and 59
lived on a ranch and 144
lived on a ranch for 58
lived on a ranch near 337
lived on a ranch with 74
lived on a scale far 58
lived on a scale that 224
lived to a grand old 161
lived to a green old 677
lived to a happy old 143
lived to a healthy old 92
lived to a hearty old 45
lived to a riper age 84
liver in a child with 82
liver is a large and 67
liver of a black cat 52
liver of a brave man 65
liver of a child with 43
liver of a guinea pig 174
liver of a polar bear 96
liver of a woman who 45
lives as a basis for 230
lives as a human being 184
lives as a model for 67
lives as a white man 48
lives as a whole and 441
lives as a whole are 125
lives in a black and 44
lives in a cabin with 82
lives in a cause that 63
lives in a cause they 40
lives in a crowd and 59
lives in a fight with 42
lives in a grass hut 46
lives in a group and 50
lives in a healthy way 162
lives in a hotel and 122
lives in a house and 396
lives in a house for 148
lives in a house near 505
lives in a house not 52
lives in a house she 40
lives in a house that 2280
lives in a house with 2584
lives in a hovel and 120
lives in a hovel with 100
lives in a large and 281
lives in a large old 98
lives in a major way 192
lives in a nation that 42
lives in a place and 65
lives in a place that 495
lives in a place with 184
lives in a quest for 110
lives in a quiet and 44
lives in a quiet way 47
lives in a region that 124
lives in a region with 47
lives in a rural area 2946
lives in a scene that 40
lives in a search for 86
lives in a setting that 59
lives in a shack and 151
lives in a shack near 86
lives in a shack with 144
lives in a small and 320
lives in a small area 164
lives in a small but 287
lives in a small hut 321
lives in a small mud 116
lives in a small new 122
lives in a small one 129
lives in a small two 129
lives in a small way 124
lives in a social and 234
lives in a state and 52
lives in a state that 1323
lives in a state with 638
lives in a style that 117
lives in a white man 100
lives in a world all 216
lives in a world and 93
lives in a world far 174
lives in a world not 280
lives in a world that 4449
lives in a world too 122
lives in a world with 558
lives of a dozen men 149
lives of a father and 141
lives of a large and 75
lives of a mother and 210
lives of a people and 60
lives of a people who 200
lives of a small but 41
lives of a woman and 118
lives on a coast and 46
lives on a ranch and 89
lives on a ranch near 241
lives on a ranch with 49
lives to a cause that 95
lives to a cause they 117
lives to a green old 45
lives to a search for 132
loads on a truss are 45
loans in a given year 94
loans on a footing with 69
loathe as i loathe all 60
lobby of a hotel and 125
lobby of a hotel near 55
locking in a price for 54
locus of a point that 950
lodging at a small inn 54
lodging in a house that 54
lodging in a large old 56
logic as a basis for 387
logic as a method for 52
logic as a model for 113
logic as a whole but 45
loins as a nation with 40
lolling in a coach and 105
longer as a child but 47
longer as a human being 111
longer as a slave but 1247
longer be a basis for 158
longer be a cause for 117
longer be a doubt that 978
longer be a doubt with 140
longer be a haven for 52
longer be a human being 214
longer be a match for 45
longer be a model for 53
longer be a place for 319
longer be a reason for 224
longer be a roost for 40
longer in a house that 126
longer in a place than 126
longer in a world that 60
longer on a level with 340
looking at a black and 127
looking at a black bear 52
looking at a black man 101
looking at a blind man 109
looking at a brand new 65
looking at a chart and 51
looking at a chart that 98
looking at a child and 46
looking at a child who 105
looking at a clock and 78
looking at a clock that 47
looking at a fairy all 52
looking at a happy man 49
looking at a house and 90
looking at a house for 51
looking at a house that 231
looking at a house with 84
looking at a human being 467
looking at a large and 49
looking at a large map 115
looking at a model that 45
looking at a naked man 74
looking at a place that 128
looking at a plant with 101
looking at a price tag 59
looking at a scene and 72
looking at a scene that 229
looking at a scene with 57
looking at a strong man 94
looking at a watch and 53
looking at a weather map 71
looking at a white man 54
looking at a whole lot 63
looking at a whole new 155
looking at a woman and 152
looking at a woman that 135
looking at a woman who 537
looking at a woman with 278
looking at a world map 89
looking at a world that 340
looking in a dazed way 44
looking in a puffy way 95
looking in a quiet way 118
looking up a table than 82
looking up i could see 177
looking up i found that 125
looks as a human being 83
looks at a child and 103
looks at a child who 112
looks at a human being 107
looks at a stray dog 46
looks at a woman and 273
looks at a woman who 172
looks at a woman with 1071
looks of a human being 85
looks of a woman who 198
looks on a woman with 404
loose as a goose and 124
loose in a rough way 66
loose in a storm and 164
loose in a world that 185
lords of a beauty they 77
lounging in a chair and 127
lounging in a chair near 40
lounging in a chair with 93
loved as a child and 386
loved as a child but 61
loved as a child had 56
loved as a child was 76
loved as a father and 74
loved as a father his 47
loved as a human being 205
loved as a woman and 60
loved as i loved her 47
loved by a mother and 41
loved by a mother who 77
loved by a noble man 55
loved by a white man 46
loved by a woman and 54
loved by a woman who 331
loved in a false way 67
loved me i could not 43
loved me i would not 75
lover of a woman who 218
lower as a group than 125
lower in a woman than 93
loyal to a brand and 53
loyal to a brand that 43
loyal to a fault and 140
loyal to a nation that 92
loyal to a party that 40
lucky if i could get 126
lunch at a hotel and 83
lunch at a local pub 74
lunch at a place that 117
lunch at a small inn 60
lunch at a table with 85
lunch in a brown bag 145
lunch in a local pub 65
lunch in a paper bag 567
lunch in a paper box 116
lunch on a given day 50
lunch on a sunny day 140
lunch or a drink with 76
lunch or a snack and 40
lured to a meeting with 89
lyric is a short poem 95
