lack something in the way 130
last looked up at him 49
last measure of the east 50
last measure of the song 150
last meetings of the year 44
last member of an old 76
last member of the gang 93
last member of the old 189
last member of the set 254
last member of the team 339
last member of the trio 139
last memory of the old 60
last minute of the day 407
last minute of the old 41
last minute of the war 74
last minute of the year 153
last minute so as not 68
last minute to do things 71
last minute to do this 45
last minute to go out 119
last minute to go with 79
last mission of the day 112
last mission of the war 97
last moment as he was 40
last moment as to his 61
last moment if he had 49
last moment of the day 653
last moment of the old 43
last moment of the war 168
last moment of the year 97
last moment on the plea 51
last moment so as not 59
last number in the row 55
last number in the set 40
last number of the dial 280
last number of the new 397
last number of the set 140
last number of the year 325
last office at the end 43
last office of the day 153
last office to the dying 84
last patrol of the day 90
last payday of the year 98
last periods of the day 67
last periods of the war 97
last person in the job 42
last person in the row 146
last person on the bus 41
last person on the team 54
last person to be with 122
last person to do that 178
last person to do this 50
last phases of the war 1673
last phrase is the key 278
last phrase of the poem 99
last phrase of the song 196
last placed at the head 40
last player in the row 74
last player on the team 53
last portion of the air 54
last portion of the day 42
last portion of the gas 48
last portion of the long 54
last portion of the new 51
last portion of the old 48
last portion of the poem 146
last portion of the sun 51
last portion of the way 60
last portion of the year 67
last prayer of the day 417
last prayer of the dying 136
last quaver of the bar 70
last record in the set 207
last refuge of the man 47
last refuge of the old 186
last refuge of the weak 102
last relics of the old 457
last remark is on that 84
last remark to me was 53
last report of the day 41
last report of the new 62
last resort at the end 45
last resort by the use 45
last resort he is not 103
last resort is to his 52
last resort is to use 64
last resort it is for 47
last resort it is not 384
last resort it is this 69
last resort of the law 50
last resort of the weak 144
last resort we do not 45
last result is the one 53
last retreat of the ice 1023
last router in the path 48
last sabbath in the year 104
last sabbath of the year 581
last scenes of king lear 73
last scenes of the war 258
last seasons as to see 46
last second of the day 60
last section of the act 574
last section of the day 60
last section of the law 114
last section of the long 42
last section of the new 64
last section of the old 113
last section of the path 65
last section of the poem 1811
last section of the song 136
last series of the year 134
last sermon in the old 165
last sermon on the day 134
last session of the all 368
last session of the day 568
last session of the new 460
last session of the old 277
last session of the year 213
last session to the day 56
last shadow of the old 66
last sliver of the sun 207
last smiles of the year 489
last sortie of the day 68
last sounds of the day 48
last speaker of the day 304
last speech at the end 86
last speech of the day 132
last speech of the old 45
last spirit of the age 167
last stages of an old 42
last stages of the ice 70
last stages of the long 141
last stages of the old 51
last stages of the war 8216
last stanza in the poem 46
last stanza of the ode 418
last stanza of the poem 3119
last stanza of the song 300
last station on the way 96
last steamer of the year 84
last stitch of the row 64
last stones of it may 69
last strike of the day 79
last stroke of my pen 50
last stroke of the bow 43
last stroke of the gong 53
last stroke of the pen 349
last struck on the head 56
last summer at the age 74
last summer of the old 101
last summer of the war 426
last summer on my way 55
last sunday at the age 40
last sunday in the old 47
last sunday in the year 483
last sunday of the old 86
last sunday of the year 1394
last symbol of the old 41
last thought in my head 84
last thought of the day 103
last thought of the dying 208
last thought of the old 45
last through to the end 142
last traces of it are 89
last traces of the gas 124
last traces of the old 615
last traces of the sun 60
last turned to me and 50
last turned to me with 60
last turned to the air 40
last verses of the old 97
last verses of the one 252
last verses of the poem 181
last verses of the song 90
last version of the poem 85
last vessel in the tow 124
last vessel of the tow 308
last victim of the war 83
last volley of the war 81
last volume in the set 136
last volume of the old 112
last volume of the set 180
last voyage of the year 67
last voyage to the new 332
last weight on me has 53
last window in the row 73
last winter of the war 3473
last wishes of the dead 257
last wishes of the dying 447
last writer of the new 97
late august to the end 213
late autumn of the year 853
late edition of the new 252
late edition of the old 42
late editor of the new 398
late enough as it was 185
late enough in the day 1282
late enough in the year 594
late enough so we can 90
late events of the war 56
late nights in the lab 77
late number of the new 471
late phases of the war 73
late seventh to the mid 40
late stages of the war 1733
late summer of the year 1147
late summer to the end 47
late twelfth to the mid 179
late version of the myth 41
late winter of the year 115
late writer on the art 81
laws appears to be that 106
laws before us do not 150
laws belonging to the one 49
laws enough as it was 45
laws except in so far 132
laws passed at the end 69
laws passed by the new 562
laws passed by the two 243
laws passed in the mid 203
laws relating to it are 74
laws relating to it may 41
laws relating to the age 71
laws relating to the pay 56
laws relating to the use 516
laws should be as few 106
laws standing in the way 57
laws suited to the age 63
laying stress on the idea 111
laying stress on the two 43
lays stress on the idea 275
lays stress on the use 129
lays stress on the way 54
laze around in the sun 140
lazing around in the sun 55
leading actors of the day 1276
leading artist of the day 141
leading authors of the day 890
leading causes of the war 44
leading cities of the east 288
leading creeds of the day 61
leading critic of the day 564
leading critic of the new 252
leading critic of the war 150
leading events of the day 464
leading events of the war 301
leading events of the year 215
leading expert in the area 198
leading family in the area 89
leading feature of the age 40
leading feature of the day 115
leading feature of the man 56
leading feature of the new 380
leading figure in the area 174
leading figure in the art 170
leading figure in the east 57
leading figure in the new 1751
leading figure in the pro 111
leading figure in the war 144
leading figure of the day 156
leading figure of the new 574
leading issues of the day 1554
leading jurist of the day 103
leading ladies of the day 50
leading lawyer at the bar 51
leading lawyer of the day 76
leading lights in the new 126
leading lights of the age 145
leading lights of the day 375
leading lights of the law 44
leading lights of the new 700
leading lights of the old 91
leading member of the all 155
leading member of the bar 2582
leading member of the earl 42
leading member of the east 184
leading member of the gang 121
leading member of the ira 123
leading member of the new 2014
leading member of the non 337
leading member of the old 493
leading member of the pro 215
leading member of the san 99
leading member of the team 358
leading nations of the earth 1507
leading object of it has 204
leading object of the act 60
leading object of the war 152
leading orator of the day 85
leading papers of the day 328
leading pianist of the day 119
leading places in the new 118
leading potter by the arm 121
leading powers of the age 47
leading powers of the day 162
leading powers of the earth 565
leading powers of the new 47
leading powers of the two 129
leading rabbis of the day 54
leading rusher in the nfl 62
leading scorer in the nba 44
leading scorer on the team 185
leading spirit in it was 51
leading spirit in the new 339
leading spirit of the age 254
leading spirit of the mob 48
leading spirit of the new 465
leading spirit of the two 115
leading spirit of the war 49
leading surgeon of the day 63
leading theories of the day 40
leading theorist in the area 45
leading theorist of the new 109
leading thought of the day 90
leading topics of the day 1982
leading writer of the day 221
leads almost to the top 168
leafy boughs of the fir 106
leafy garden as of old 43
leaning heavily on my arm 230
leaning heavily on the arm 1525
leans closer to me and 48
leans heavily on the idea 84
leans heavily on the use 105
learn before he or she 45
learn before it is too 192
learn english at the age 127
learn german is to read 48
learn skills on the job 230
learn something as to how 40
learn something in the way 40
learn something is to try 65
learn something of my new 52
learn something of the art 540
learn something of the law 58
learn something of the long 50
learn something of the man 215
learn something of the men 60
learn something of the new 273
learn something of the old 67
learn something of the real 149
learn something of the two 47
learn something of the use 77
learn something of the way 668
learn something we do not 48
learn whether he or she 96
learn whither it is going 65
learn wisdom as he did 63
least adroit of the two 54
least allows us to see 57
least assuming of the men 40
least behave as if they 149
least chance of my being 438
least cheering to the eye 42
least closer to it than 45
least common of the two 55
least common to us with 123
least costly in the long 69
least costly of the two 113
least craven of the lot 45
least damped by the idea 58
least double by the year 45
least enable us to say 42
least enable us to see 84
least enough of it for 51
least enough to eat and 63
least gifted of us can 40
least likely of the lot 45
least likely of the two 78
least likely to be any 40
least likely to be cut 60
least likely to be due 52
least likely to be hit 76
least likely to be led 77
least likely to be long 42
least likely to be met 185
least likely to be read 124
least likely to be using 62
least likely to do any 105
least likely to do that 43
least likely to do this 110
least likely to go out 60
least looked as if they 67
least notice of my son 45
least notice of the old 41
least notice of the real 53
least partly in the eye 105
least partly to do with 164
least portion of it can 46
least proves to us that 44
least reached to the bay 201
least regard to the law 43
least regard to the men 45
least regard to the old 62
least something in the way 119
least something of the old 54
least something to do with 1272
least sudden in the new 59
least useful of the two 72
leave before he or she 45
leave before it is too 306
leave behind at the end 203
leave behind if it was 73
leave behind in the old 60
leave behind me in this 303
leave behind us in our 42
leave behind us in this 67
leave behind us on earth 81
leave berlin at the end 43
leave damage in the web 53
leave earlier in the day 145
leave england at the end 106
leave europe at the end 53
leave little in the way 492
leave london at the end 66
leave moscow at the end 46
leave nature to do her 174
leave office at the end 468
leave pollen on the two 40
leave school at an age 45
leave school at the age 4844
leave school at the end 4018
leave school by the end 220
leave school to go out 91
leave tracks in the mud 41
leaving behind it in its 61
leaving behind it the two 44
leaving behind of the old 64
leaving behind the king and 83
leaving behind us an age 47
leaving eleanor in as low 57
leaving england at the end 89
leaving little in the way 326
leaving little or no net 42
leaving london at the end 91
leaving murray to my few 41
leaving office at the end 153
leaving oxford at the end 42
leaving school at the age 2088
leaving school at the end 647
left aboard of the may 49
left almost as it was 67
left before it is too 47
left behind as he was 126
left behind as if they 41
left behind as it was 99
left behind as the earth 62
left behind as the ice 181
left behind as the men 40
left behind as the new 122
left behind as the two 86
left behind at the age 53
left behind at the end 1271
left behind at the inn 217
left behind at the old 85
left behind by an old 46
left behind by the big 67
left behind by the bus 50
left behind by the dead 624
left behind by the death 117
left behind by the earth 238
left behind by the ebb 112
left behind by the ice 535
left behind by the long 194
left behind by the man 287
left behind by the men 464
left behind by the new 823
left behind by the old 914
left behind by the one 52
left behind by the poet 91
left behind by the real 44
left behind by the red 128
left behind by the sun 130
left behind by the two 328
left behind by the war 1080
left behind by the way 42
left behind if the earth 103
left behind if we are 74
left behind in an old 58
left behind in the age 44
left behind in the air 68
left behind in the area 312
left behind in the ash 126
left behind in the bed 51
left behind in the big 124
left behind in the box 49
left behind in the car 380
left behind in the dead 52
left behind in the earth 370
left behind in the east 901
left behind in the egg 59
left behind in the end 41
left behind in the far 54
left behind in the heat 116
left behind in the hot 42
left behind in the hut 132
left behind in the ice 148
left behind in the long 123
left behind in the mad 191
left behind in the mud 336
left behind in the new 802
left behind in the old 3661
left behind in the pan 68
left behind in the path 59
left behind in the rat 88
left behind in the rear 49
left behind in the thin 95
left behind in the two 61
left behind in the war 173
left behind in the way 264
left behind it in its 74
left behind it in our 102
left behind me in new 75
left behind me in that 62
left behind me the end 47
left behind on the bed 81
left behind on the day 69
left behind on the dying 42
left behind on the earth 435
left behind on the east 88
left behind on the far 56
left behind on the ice 144
left behind on the long 40
left behind on the old 51
left behind on the path 106
left behind on the seat 66
left behind on the top 136
left behind on the way 432
left behind to the east 42
left behind us as they 54
left behind us in our 94
left behind us on our 77
left behind us the age 49
left behind us the old 54
left berlin at the end 277
left border of the map 42
left boston at the end 68
left buried in the earth 48
left canada at the end 68
left corner at the top 59
left corner of the area 1762
left corner of the bar 89
left corner of the box 2809
left corner of the car 45
left corner of the crt 55
left corner of the east 47
left corner of the end 492
left corner of the lip 50
left corner of the map 1928
left corner of the net 229
left corner of the new 567
left corner of the pop 139
left corner of the rear 159
left corner of the red 85
left corner of the sky 89
left corner of the tab 114
left corner of the top 712
left corner of the web 508
left corner to the top 470
left desert in the age 146
left dublin at the end 43
left earlier in the day 628
left earlier in the year 197
left engaged at the end 57
left england at the age 235
left england at the end 1561
left england at the head 56
left england in the year 509
left europe at the end 126
left floating in the air 877
left floating in the sky 64
left france at the age 179
left france at the end 186
left france in the year 60
left guessing as to how 64
left halves of the jaw 46
left halves of the two 139
left hovering in the air 70
left intact at the end 203
left intact by the new 47
left intact by the war 88
left kidney is the seat 48
left lisbon at the end 109
left little in the way 2526
left little of the old 54
left london at the end 925
left london at the head 58
left london in the year 44
left london on the day 90
left madrid at the end 89
left margin at the top 119
left margin of the map 105
left mexico at the end 58
left moscow at the end 113
left office at the age 41
left office at the end 1294
left oxford at the age 161
left oxford at the end 133
left piraeus at the head 44
left poland at the age 107
left portion of the bar 53
left portion of the beam 956
left portion of the head 86
left portion of the map 89
left regent on the death 83
left rested on or near 43
left school at the age 19032
left school at the end 3148
left school by the age 421
left school by the end 238
left school in the mid 41
left school in the year 93
left school to go out 127
left sleeve of the man 90
left solely to my own 56
left something in my car 111
left something in the car 417
left standing as it was 72
left standing at the bar 41
left standing at the end 717
left standing at the top 171
left standing in the air 104
left standing in the area 85
left standing in the end 41
left standing in the hot 69
left standing in the old 42
left standing in the rear 116
left standing in the sun 421
left standing in the way 61
left standing in the wings 51
left standing of the old 167
left standing on the earth 114
left standing on the old 42
left standing on the top 41
left sticking in the mud 326
left tracks in the mud 120
left unclear as to how 47
left undone at the end 183
left undone in the way 443
left unpaid at the end 61
left unsold at the end 589
left unused at the end 69
left vacant at the death 156
left vacant at the end 82
left vacant by the dead 80
left vacant by the death 11636
left vacant by the men 92
left vacant by the old 80
left vacant by the one 190
left vacant on the death 73
left vacant on the hat 51
left vienna at the end 113
left wholly to my own 137
left withering in the sun 252
legs always in the air 171
legs around in the air 51
legs dangled in the air 264
legs flailing in the air 416
legs flashing in the sun 163
legs flexed at the hip 47
legs instead of on all 63
legs instead of the six 42
legs joined at the top 112
legs kicked in the air 100
legs looked as if she 94
legs looked as if they 350
legs pointing to the sky 76
legs pulled up to her 106
legs pulled up to his 81
legs raised in the air 195
legs rolled up to his 72
legs seemed as if they 63
legs sticking in the air 61
legs wildly in the air 71
lend itself to an easy 732
lend itself to the art 46
lend itself to the easy 104
lend itself to the idea 203
lend itself to the new 120
lend itself to the pen 60
lend itself to the use 823
lend myself to my own 45
lend strength to the idea 72
lend weight to the idea 370
length closer to the earth 41
length figure of an old 106
length figure of the dead 409
length further on in this 118
length mirror at the end 196
length mirror on the far 108
length opened to the real 104
length placed at the head 60
length should be as long 119
length statue of the earl 64
lens allows us to see 84
lens closer to the eye 79
lens nearest to the eye 55
lens placed in the path 46
lens placed on the eye 61
lens system of the eye 2094
lent itself to an easy 69
lent itself to the idea 184
lent itself to the new 137
lent itself to the use 293
lent myself to it with 51
lent myself to the old 56
lent strength to the idea 51
lent weight to the idea 153
less access to the job 50
less active in the area 40
less active of the two 92
less afraid of it than 114
less afraid of it that 52
less afraid of me than 53
less afraid of us than 76
less amused at it than 57
less anxious as to age 52
less anxious to be rid 45
less appealing to me than 43
less appealing to the eye 154
less august to us than 99
less averse to it than 57
less averse to the idea 68
less blonde of the two 92
less bright of the two 219
less caught up in this 61
less chance he or she 59
less chance of it being 142
less chance of my being 182
less clearly as the two 57
less clearly of the two 46
less clearly to an end 63
less common at the end 71
less common by the end 104
less common in the area 198
less common in the cat 175
less common in the east 381
less common in the new 161
less common in the two 85
less common in the usa 181
less common is the use 68
less common of the two 1248
less common to the two 40
less common to us all 114
less convex of the two 46
less costly in the end 116
less costly in the long 1015
less costly it is for 77
less costly of the two 167
less damage in the long 57
less damaging in the long 114
less damaging to us than 78
less dazzling to the eye 47
less degree in the man 57
less degree of the use 59
less effect on it than 40
less effect on me than 103
less effect on the mean 48
less effect on the mob 60
less effort on the job 108
less envied by the old 151
less exciting to me than 48
less expert in the art 176
less expert in the use 384
less extent by the use 40
less extent in the dog 45
less extent of the art 54
less famous of the two 76
less faulty of the two 66
less forced to do this 64
less forced to go out 152
less formal of the two 88
less gifted in the art 44
less gifted of the two 69
less guilty of the two 133
less heavily on us than 44
less intact at the end 59
less learned if he has 57
less learned in the law 118
less likely he or she 2709
less likely if he had 147
less likely in the long 77
less likely in the near 167
less likely is it that 4504
less likely it is for 577
less likely it is she 69
less likely it is that 47596
less likely it is they 156
less likely it is you 204
less likely of the two 559
less likely to be all 100
less likely to be any 193
less likely to be cut 709
less likely to be doing 162
less likely to be due 943
less likely to be far 59
less likely to be fed 40
less likely to be for 166
less likely to be his 80
less likely to be hit 420
less likely to be hiv 229
less likely to be ill 155
less likely to be led 626
less likely to be long 248
less likely to be low 95
less likely to be met 859
less likely to be near 123
less likely to be new 47
less likely to be non 77
less likely to be off 129
less likely to be one 441
less likely to be out 745
less likely to be pro 56
less likely to be put 524
less likely to be read 506
less likely to be real 40
less likely to be run 113
less likely to be set 157
less likely to be shy 40
less likely to be than 42
less likely to be that 166
less likely to be thus 80
less likely to be too 118
less likely to be using 365
less likely to be with 128
less likely to be won 83
less likely to do any 123
less likely to do for 48
less likely to do his 51
less likely to do than 78
less likely to do that 482
less likely to do them 92
less likely to do things 189
less likely to do this 899
less likely to eat them 43
less likely to go for 149
less likely to go off 615
less likely to go out 1309
less likely to go with 51
less marked at the end 40
less marked in the new 69
less marked of the two 48
less mature of the two 42
less mobile of the two 44
less moment to me than 213
less notice of me than 80
less obvious is it that 391
less obvious is the way 173
less obvious it is that 88
less obvious of the two 62
less obvious to me that 147
less obvious to the eye 324
less obvious to us than 94
less oxygen in it than 52
less oxygen in the air 982
less portion of the sun 41
less pressing to me than 48
less profit to be got 40
less robust of the two 72
less secure in the long 85
less secure of the two 53
less serious in the long 42
less serious of the two 294
less severe of the two 295
less shocking to the eye 58
less should be the aim 44
less should he eat meat 60
less silver in it than 112
less stable in the long 54
less stable of the two 533
less strange is it that 115
less strange to me than 83
less strange to us than 75
less stress on it than 45
less stress on the job 67
less striking by an air 56
less striking to the eye 179
less suited to it than 42
less suited to the job 100
less suited to the new 130
less tension in the air 53
less useful as an aid 57
less useful in the long 63
less useful it is for 69
less useful of the two 70
less useful to me than 161
less useful to the one 42
less useful to us than 124
less versed in the art 127
less wedded to the idea 42
less wedded to the old 85
less weight is in this 66
less weight to us than 47
lies almost at the end 207
lies always to the east 111
lies around us in our 325
lies asleep in the sun 93
lies before me at this 409
lies before me by that 67
lies before me in his 45
lies before me in its 48
lies before me in this 97
lies before us as raw 40
lies before us at this 89
lies before us in all 266
lies before us in his 76
lies before us in its 544
lies before us in our 379
lies before us in this 560
lies before us is not 176
lies before us is one 59
lies before us is that 152
lies before us we are 44
lies behind it is not 69
lies behind it is that 133
lies bleaching in the sun 89
lies buried in the earth 714
lies buried in the mud 308
lies buried in the new 77
lies buried in the old 1023
lies buried in the urn 117
lies closer to the sun 98
lies curled up in bed 263
lies curled up on his 154
lies dorsal to the gut 58
lies farther to the east 429
lies further to the east 302
lies grilling in the sun 72
lies hidden in the earth 269
lies hidden in the mud 44
lies hidden in the old 380
lies hidden in us all 41
lies mainly in the area 293
lies mainly in the use 220
lies mainly in the way 268
lies mainly to the east 265
lies nearest to the sun 40
lies partly in the art 48
lies partly in the new 53
lies partly in the use 119
lies partly in the way 555
lies partly on the east 61
lies sleeping in the sun 46
lies solely in the way 49
lies supine on the bed 43
life afresh in the new 42
life allows us to see 49
life almost to the end 90
life appears as the end 62
life appears to be all 258
life appears to be one 318
life appears to be that 224
life around it do not 60
life before he or she 129
life before it is too 435
life begins at the end 54
life begins on the far 198
life belongs to me and 67
life belongs to no one 46
life belongs to the new 46
life buried in the mud 66
life caught in the act 48
life caused by the death 69
life caused by the use 67
life caused by the war 195
life closed in on him 41
life closes in on them 87
life common to us all 190
life created by the new 61
life cycles of the two 746
life dwells in us and 57
life earlier in the day 45
life earlier in the year 81
life estate in it and 46
life estate in the real 223
life estate or in any 54
life estate to the son 45
life events in the six 124
life events in the year 231
life except in so far 221
life existing on the earth 115
life exists on the earth 55
life flowed on in its 63
life forces of the earth 42
life instead of the death 59
life instead of the one 86
life instead of to death 50
life itself as an art 64
life itself as it was 45
life itself is an art 147
life itself is the real 50
life itself is to him 44
life mainly to be set 42
life member of the art 215
life member of the new 1101
life member of the nra 49
life member of the ohio 78
life opened up to him 63
life patted on the head 47
life policy at the age 140
life policy at the end 185
life proved to be death 314
life proved to be one 51
life proved to be too 70
life seemed at an end 148
life seemed to be all 305
life seemed to be but 72
life seemed to be dead 69
life seemed to be for 62
life seemed to be going 808
life seemed to be her 60
life seemed to be his 104
life seemed to be not 48
life seemed to be one 1042
life seemed to be out 98
life seemed to be that 639
life seemed to be too 112
life seemed to be with 75
life seemed to go out 790
life seemed to me all 43
life seemed to me then 47
life should be an act 59
life should be as long 50
life should be at his 109
life should be at its 56
life should be the aim 87
life should be the one 108
life should be to bring 41
life should be to get 71
life should be to you 59
life should go on for 43
life should in no way 61
life square in the eye 44
life stands in the way 85
life struck me as being 106
life styles in the two 40
life styles of the two 161
life teaches us is that 47
life through to the end 107
life unless he or she 111
life welled up in him 46
life without it is not 61
lift itself in the air 41
lift itself up by its 641
lift itself up to god 45
lift itself up to its 52
lift myself by my own 57
lift should be in one 189
lift upward to the sky 47
like actors in the wings 74
like another as in all 96
like batons as he sang 107
like better to be with 105
like better to do than 87
like better to go out 135
like bronze in the sun 136
like butter in the hot 47
like butter in the sun 1533
like cancer of the lung 41
like cattle on the way 87
like cities of the dead 48
like climbing to the top 360
like clouds at the end 45
like clouds in the air 277
like clouds in the sky 2703
like clouds on the sky 54
like comets in the sky 89
like copper in the sun 251
like course as the sun 40
like cracks in the earth 105
like daniel in the den 180
like daniel in the lion 412
like daniel in the old 47
like demons of the pit 205
like earlier in the day 101
like edmund in king lear 224
like effect as if she 312
like effect as if they 405
like effect as if this 132
like effect on the head 214
like effort on the earth 40
like enough to the year 50
like estate as he had 51
like estate as he hath 44
like extent as if they 287
like family to me and 266
like family to me than 109
like feathers in the air 363
like figure of the old 141
like flames in the sun 44
like floating in the air 226
like ghosts in the dim 58
like ghosts in the fog 62
like ghosts of the dead 110
like hamlet or king lear 80
like heresy in the ears 46
like herrings so to say 46
like hollow at the top 94
like images of the dead 43
like indians in the long 67
like indians on the war 203
like jewels in the sky 64
like jewels in the sun 639
like manner as at this 90
like manner as by law 119
like manner as he did 319
like manner as he does 45
like manner as he had 1554
like manner as he has 239
like manner as he may 109
like manner as he was 819
like manner as he who 60
like manner as if all 167
like manner as if her 58
like manner as if his 276
like manner as if she 631
like manner as if that 179
like manner as if they 4905
like manner as if this 2194
like manner as in all 65
like manner as in this 366
like manner as is now 202
like manner as it did 49
like manner as it does 73
like manner as it had 110
like manner as it has 371
like manner as it may 467
like manner as it was 686
like manner as on all 93
like manner as the earth 124
like manner as the law 70
like manner as the sun 246
like manner as the two 105
like manner as to any 158
like manner as we are 269
like manner as we see 66
like manner at the end 450
like manner he is not 49
like manner if he had 44
like manner in the new 60
like manner in the year 42
like manner is it with 458
like manner it is both 41
like manner it is easy 285
like manner it is for 40
like manner it is not 1144
like manner it is now 58
like manner it is that 48
like manner it is with 544
like manner on the death 59
like manner to the earth 41
like manner to the end 161
like manner to the head 53
like manner to the rear 115
like manner we do not 310
like markings on the wings 141
like meteors in the sky 273
like meteors in the sun 116
like minors or by using 58
like motions of the head 131
like nature in my own 98
like nectar at the end 152
like nectar in the end 129
like nights of the year 60
like object in the sky 103
like oxygen in the air 132
like painting is an end 114
like periods at the end 42
like pieces of the old 45
like pieces of the sky 107
like poison at the end 156
like poison in the end 128
like pollen in the air 98
like preaching to the dead 217
like rubies in the sun 89
like samson in the lap 69
like screaming at the top 233
like seasons of the year 147
like shares of the things 75
like shouting at the top 154
