lad is a fine fellow 51
lie as a heavy burden 98
lie at a depth greater 41
lie at a much greater 103
lie at a much higher 150
lie in a deep groove 120
lie in a deep hollow 41
lie in a deep valley 50
lie in a great circle 58
lie in a great degree 250
lie in a great measure 242
lie in a line across 122
lie in a more direct 106
lie in a rain shadow 197
lie in a realm beyond 122
lie in a single series 107
lie in a very narrow 794
lie in a very remote 198
lie in a very simple 85
lie on a great circle 978
lie on a line through 1110
lie on a unit circle 140
lie to a great extent 622
lion in a cage lashed 40
lion is a wild animal 62
lip of a hanging valley 60
lit by a single candle 2064
lit by a single tallow 100
lit by a single window 607
lit by a tiny window 66
long as a fair amount 45
long as a fair degree 42
long as a free course 47
long as a free market 56
long as a full minute 96
long as a full second 94
long as a great number 99
long as a high degree 84
long as a living entity 46
long as a month before 225
long as a month without 116
long as a single athenian 175
long as a single french 97
long as a single german 230
long as a single member 202
long as a single person 341
long as a single stripe 40
long as a stingy bidder 135
long as a theory stands 45
long as a third person 93
long as a week before 590
long as a week without 146
long as i feel myself 72
long as i have access 86
long as i have already 117
long as i have before 87
long as i have charge 71
long as i have enough 714
long as i have memory 311
long as i have neither 127
long as i have plenty 178
long as i have served 144
long as i have someone 109
long as i have something 823
long as i have spoken 45
long as i have strength 625
long as i have thought 91
long as i have without 254
long as i have worked 130
long as i hold office 55
long as i keep myself 212
long as i kept myself 105
long as i kept silent 113
long as i know myself 219
long as i like without 69
long as i live forget 92
long as i live without 104
long as i think proper 161
long as i want without 88
long at a time without 682
long do i have before 175
long in a great forest 73
long in a shop window 47
long in a very dubious 116
lot is a step toward 64
lot of a true artist 53
lot of a very choice 50
lot of a youth forced 54
lot on a side street 65
low as i have fallen 49
low at a stay without 69
low or a high degree 90
low to a high degree 153
low to a high energy 46
low to a high estate 59
lying at a much greater 75
lying at a single anchor 53
lying in a dark corner 247
lying in a deep groove 116
lying in a deep hollow 185
lying in a deep ravine 90
lying in a deep stupor 59
lying in a deep valley 191
lying in a desk drawer 80
lying in a slit trench 86
lying in a very narrow 110
lying in a wide valley 87
lying on a great circle 78
lying on a hard pallet 48
lying on a hard wooden 61
lying on a line through 54
lying on a rock beside 60
lying on a sofa before 42
lying to a single anchor 47
