lad had been seven years 78
let them know which cove 64
let them look after their 50
let them take forty years 50
let them take turns reading 100
let them take warning from 94
let them talk about their 368
let them talk about what 105
let them think about what 107
let too many people down 101
let too many people know 135
let too much light into 75
let who will prove true 46
let you down every time 92
let you know about other 45
let you know about some 173
let you know about their 101
let you know about these 114
let you know about what 191
let you know about your 195
let you know later what 186
let you know later when 60
let you know right away 1091
let you know where your 169
let you know which foot 47
let you know which ones 133
let you talk about your 87
let you think about what 53
lie not only where marx 43
lie with open shame upon 40
lie with their longer axes 270
lie with their mouths open 110
lion and wolf shall cease 47
lip with even white teeth 60
long ago been given over 77
long ago been swept away 334
long ago been taken away 130
long ago been taken from 126
long ago been taken over 242
long ago have found such 183
long ago have found their 46
long ago laid aside such 43
long ago laid aside their 56
long ago there might have 65
long ago there would have 182
long ago when people were 51
long and deep sandy road 45
long and five miles deep 48
long and five miles wide 2618
long and five yards wide 79
long and four miles deep 42
long and four miles wide 1116
long and four yards wide 117
long and hard about bringing 43
long and hard about giving 45
long and hard about having 59
long and hard about leaving 74
long and hard about making 79
long and hard about some 46
long and hard about such 133
long and hard about taking 116
long and hard about their 344
long and hard about these 292
long and hard about those 53
long and hard about ways 65
long and hard about what 6648
long and hard about your 448
long and heavy score when 68
long and many miles wide 43
long and nine miles wide 317
long and thick black hair 94
long and three fingers thick 48
long and three miles deep 119
long and three miles wide 2024
long and three short arms 47
long and three yards wide 80
long and very happy life 163
long and very steep hill 142
long and very strong rope 55
long and very white hair 42
long and weary march from 67
long and weary march over 64
long and well known here 84
long and well spent life 379
long and wide sandy beach 53
long had lain within some 77
long has your child been 72
long has your father been 213
long has your mother been 456
long his eyes again were 87
long his luck would hold 79
long his luck would last 47
long led young folks away 56
long may lady venus live 44
long run some firms will 46
long run will prove more 41
long that many people have 51
long that most people have 54
long that nothing could have 93
long that there would have 53
long they also would fall 80
long they have lived here 65
long they have lived there 264
long thin cane would have 59
long things have grown into 65
long use have given your 51
long way from anything like 140
long way from knowing what 533
long way from where most 43
long way home would seem 41
long you been working here 128
long you have lived here 48
long you have lived there 162
long you will awake from 41
long you will enter into 84
lot had been wound into 47
lot had toby still been 83
lot has been stuck here 42
lot you know about dogs 141
low and also under high 57
low and high water mark 409
low and very thorny bush 92
low that there would have 44
low they fall whose fall 55
low this heart shall ever 72
lung and left lower lobe 43
lying with their mouths open 51
lying with their mouths wide 40
