label inside each bag and 47
lower prices than you can 44
lower profit than that for 102
lower station than his own 43
lower status and pay than 60
lower status than his own 50
lower status than men and 103
lower status than they had 58
loyal friend but they had 74
lucky person you mean thus 45
lunar voyage was not that 48
