law committed by the trial 110
lead plaintiff in the case 117
lead plaintiff in the suit 53
lean sometimes to the side 42
leap downwards of the flying 191
led coleridge on to speak 40
led gradually to the rise 43
led logically to the next 96
led naturally to the need 43
led naturally to the next 172
led naturally to the other 77
led naturally to the theory 74
led naturally to the view 117
led obliquely to the wall 69
led prisoners by the same 130
led secretary of the navy 52
led sometimes to the most 46
leg amputated at the knee 406
leg amputated at the thigh 97
let furnished by the week 62
let furniture by the month 180
let intellect go to hell 43
let themselves go in their 71
let themselves go to seed 91
let themselves go to such 48
let themselves in the back 93
lie forgotten in the dust 105
lie generally in the range 127
lie motionless on the other 95
lie motionless on the sand 95
lie precisely in the fact 1044
lie precisely in the same 88
lie precisely on the line 87
lie primarily in the areas 215
lie primarily in the fact 534
lie primarily in the realm 151
lie prostrate at my feet 84
lie prostrate at the door 56
lie prostrate at the feet 883
lie prostrate at the foot 95
lie prostrate in the dust 578
lie scattered at the feet 99
lie scattered at the foot 50
lie scattered in the ocean 56
lie scattered on the sand 46
lie somewhere in the line 77
lie somewhere in the past 108
lie somewhere in the range 656
lie somewhere in the vast 89
lie somewhere on the line 692
lie somewhere to the left 140
lie somewhere to the north 124
lie somewhere to the south 53
lie typically in the range 210
lit cigarette in my mouth 53
lit cigarette in the other 138
long abandoned by the time 41
long associated in my mind 123
long associated in the same 55
long association in the great 45
long captivity of the jews 62
long centuries of the dark 154
long centuries of the past 331
long coastline on the gulf 65
long continued in the most 56
long continued in the same 291
long continued to be felt 194
long continued to be held 129
long continued to be made 163
long continued to be said 53
long continued to be their 130
long continued to be those 151
long continued to be used 639
long convinced of the truth 141
long defrauded by the base 113
long descanted on the lust 59
long discussion as to what 202
long discussion of the case 75
long discussion of the meaning 57
long discussion of the pros 90
long discussion of the role 65
long discussion of the theory 56
long discussion of the ways 41
long discussion of the word 62
long discussion on the meaning 62
long distances at the rate 60
long distances at the same 42
long distances by the wind 2285
long distances in the body 80
long distances in the cold 87
long distances in the dark 70
long distances in the early 59
long distances in the form 132
long distances in the hope 73
long distances in the ocean 160
long distances in the open 308
long distances in the same 92
long distances in the snow 42
long distances in the wind 84
long distances on the wind 169
long distances to be seen 41
long distances to be sold 47
long distances to be there 63
long distances to be used 50
long distances to the city 66
long distances to the north 66
long distances to the site 79
long distances to the south 41
long distances up or down 44
long entreaties on the part 47
long exclusive of the tail 139
long exercised in the arts 123
long exercised in the land 70
long existence in the full 40
long existence in the laws 92
long extensors of the thumb 81
long eyelashes of the same 71
long flattered by the rash 62
long forgotten by the rest 59
long forgotten by the time 209
long forgotten in the west 124
long fortnight of my aunt 42
long frequenting of the great 43
long hackneyed in the ways 310
long hesitated as to what 69
long hesitation on the part 117
long inhabited by the most 75
long inhabited by the same 80
long invocation of the holy 92
long knowledge of the busy 112
long meditation on the meaning 45
long mouldered in the dust 129
long navigation of the ocean 70
long neglected by the well 232
long obedience in the same 374
long occupation of the city 44
long occupation of the land 125
long occupation of the site 142
long opposition on the part 112
long oppression of the past 41
long persisted as we know 72
long possessed in the north 85
long possession of the land 57
long practiced in the arts 63
long prevailed as the sole 57
long prevailed in the city 57
long prevailed in the south 91
long prevailed in the town 117
long prevailed in the west 131
long previously to the time 50
long procession of the ages 116
long procession of the years 63
long procession up the lake 54
long projection of the yard 40
long protected by the veil 77
long repetition of the same 116
long residence at the fair 107
long residence in the alps 58
long residence in the bush 64
long residence in the city 408
long residence in the land 128
long residence in the north 314
long residence in the same 117
long residence in the south 454
long residence in the town 91
long residence in the west 621
long residence of the army 93
long residence on the spot 70
long revolution in the great 133
long savannahs of the blue 390
long sequences of the same 129
long soliloquy on the part 47
long statement of the case 140
long stretches of it were 51
long stretches of the beach 48
long stretches of the book 85
long stretches of the film 49
long stretches of the line 76
long stretches of the past 131
long stretches of the play 69
long stretches of the road 613
long stretches of the same 56
long stretches of the text 67
long stretches of the wall 61
long stretches of the work 42
long stretches on the road 130
long subjected to the same 114
long succession of so many 69
long succession of the ages 64
long succession of the most 218
long supported at the ends 73
long suspected to be true 58
lot described in the deed 76
low countries of the north 162
low estimates of the cost 42
low estimates of the self 687
low estimates of the true 47
low fertility of the land 81
low fertility of the soil 376
low frequency in the range 44
low impedance of the singer 128
low impedance to the flow 68
low impedance to the high 48
low motivation on the part 114
low mountains in the north 101
low mountains in the south 55
low mountains to the north 236
low mountains to the south 55
low mountains to the west 247
low pressures in the range 84
low proportion to the rate 101
low resolution of the data 62
low standards of the time 84
low viscosity of the melt 65
lung carcinoma is the most 48
lying bedridden in the same 60
lying broadside to the wind 51
lying exhausted at the foot 41
lying exhausted on the beach 49
lying exhausted on the sofa 61
lying motionless at the foot 46
lying motionless in the dark 40
lying motionless in the road 62
lying motionless in the sand 51
lying motionless in the snow 109
lying motionless on the road 58
lying motionless on the sand 54
lying motionless on the snow 123
lying motionless on the sofa 106
lying prostrate at the feet 304
lying prostrate at the foot 86
lying prostrate in the dark 58
lying prostrate in the dust 156
lying prostrate on the body 40
lying prostrate on the sand 47
lying prostrate on the turf 55
lying quiescent in my mind 50
lying scattered in the wind 84
lying scattered on the beach 57
lying senseless in my arms 40
lying senseless in the road 90
lying senseless on the road 49
lying senseless on the sand 53
lying senseless on the snow 107
lying senseless on the sofa 41
lying sleepless in my bunk 45
lying sleepless in the dark 71
lying sleepless in the early 54
lying somewhere in the dark 94
lying somewhere in the range 113
lying somewhere in the snow 85
lying somewhere to the north 94
lying somewhere to the south 89
lying somewhere to the west 47
