dagger pointed straight 114
debate between durkheim 77
debate between economic 169
debate between einstein 428
debate between elitists 87
debate between elizabeth 47
debate between equality 69
debate between evolution 285
debate between feminism 104
debate between feminist 257
debate between foucault 196
debate between friedman 93
debate between governor 89
debate between hamilton 196
debate between humanism 66
debate between idealists 136
debate between industry 188
debate between japanese 83
debate between justices 225
debate between keynesian 223
debate between liberals 2589
debate between literary 57
debate between majority 54
debate between marshall 92
debate between marxists 350
debate between military 81
debate between moderate 50
debate between officials 42
debate between opposite 40
debate between planners 45
debate between radicals 255
debate between religions 42
debate between religious 172
debate between rhetoric 91
debate between scholars 474
debate between senators 204
debate between socialism 145
debate between socialist 59
debate between socrates 600
debate between students 486
debate between theologians 147
debate between tradition 159
debate between voltaire 43
debate between washington 184
debate between yourself 60
debate emerged concerning 42
debate focused attention 173
debate gathered momentum 139
debate national security 84
debate regarding economic 56
debate regarding possible 101
debate remains concerning 45
debate together concerning 75
debate usually concerns 42
debating society composed 167
debating society speeches 95
debtor against creditor 316
debtor becomes bankrupt 944
debtor becomes creditor 53
debtor becomes entitled 196
debtor becomes property 64
debtor conveys property 112
debtor provide adequate 53
decade following waterloo 130
decade increasing attention 154
decade provide evidence 43
decade several attempts 222
decade strongly suggests 74
decaying central business 66
decaying classes retained 49
decaying impulse response 175
decaying organic detritus 53
decaying organic materials 1305
decaying organic residues 70
decent college education 53
decent comfort anywhere 96
decent conduct suitable 84
decent creature comforts 49
decent curtsey presents 40
decent defense attorney 64
decent formula wherewith 94
decent general education 80
decent material standard 221
decent medical attention 126
decent medical services 116
decent medical treatment 186
decent minimal standard 44
decent minimum standard 1532
decent primary education 41
decent society requires 102
decide against attempting 40
decide against continuing 108
decide against operation 40
decide against proceeding 98
decide against publishing 83
decide against purchasing 57
decide against secession 41
decide against treatment 137
decide between abandoning 80
decide between contending 287
decide between continuing 194
decide between immediate 78
decide between multiple 87
decide between opposite 145
decide between policies 40
decide between possible 269
decide between preserving 46
decide between proceeding 128
decide between protecting 46
decide between purchasing 91
decide between supporting 108
decide betwixt yourself 48
decide certain disputes 147
decide certain questions 710
decide complex questions 68
decide custody disputes 57
decide election contests 276
decide election disputes 184
decide election petitions 68
decide factual disputes 80
decide factual questions 87
decide federal questions 201
decide finally concerning 95
decide general policies 101
decide general questions 69
decide judicial questions 202
decide material questions 42
decide matters assigned 112
decide matters concerning 457
decide matters pertaining 182
decide matters referred 69
decide national elections 40
decide national policies 50
decide popular elections 40
decide private disputes 116
decide several questions 81
decide similar questions 87
decide summary judgment 86
deciding between contending 44
deciding between multiple 111
deciding between mutually 48
deciding between opposite 42
deciding between policies 45
deciding between possible 163
deciding between projects 52
deciding between surgical 50
deciding certain questions 261
deciding complex problems 55
deciding complex questions 53
deciding custody disputes 123
deciding election contests 115
deciding election disputes 97
deciding election outcomes 97
deciding election petitions 138
deciding factual questions 69
deciding general questions 93
deciding matters concerning 112
deciding matters pertaining 159
deciding national policies 53
deciding similar questions 55
deciding summary judgment 223
decode written messages 49
decoding process consists 125
decoding process involves 301
decoding process requires 65
decree affecting numerous 49
decree against american 588
decree against clerical 44
decree against heretics 106
decree against neutrals 54
decree against religious 47
decree against seditious 68
decree becomes absolute 137
decree enforcing military 52
decree entered dismissing 105
decree entered pursuant 375
decree finally obtained 56
deduce certain relations 60
deduct accrued expenses 131
deduct accrued interest 142
deduct advance payments 43
deduct against ordinary 77
deduct alimony payments 198
deduct amounts credited 70
deduct amounts expended 81
deduct capital expenses 60
deduct certain business 171
deduct certain expenses 911
deduct certain payments 46
deduct certain personal 103
deduct commuting expenses 191
deduct current expenses 86
deduct imputed interest 88
deduct medical expenses 1243
deduct nominal interest 114
deduct operating expenses 274
deduct passive activity 68
deduct premium payments 82
deduct prepaid expenses 197
deduct prepaid interest 314
deduct related expenses 95
deduct research expenses 53
deduct royalty payments 61
deduct support payments 63
deduct traveling expenses 378
deduct unearned premiums 92
deemed bishops essential 68
deemed british subjects 185
deemed endless missouri 228
deemed equally cowardly 53
deemed equally criminal 73
deemed equally essential 91
deemed equally specific 757
deemed equally suitable 40
deemed finally disposed 65
deemed general partners 64
deemed herself absolved 63
deemed herself conscious 141
deemed herself entitled 91
deemed himself culpable 101
deemed himself destined 56
deemed himself entirely 48
deemed himself entitled 431
deemed himself indebted 71
deemed himself insecure 220
deemed himself insulted 350
deemed himself rewarded 87
deemed invalid whenever 49
deemed legally relevant 49
deemed marital property 140
deemed morally possible 41
deemed national security 41
deemed parties entitled 95
deemed private property 156
deemed socially dangerous 71
deemed socially valuable 82
deemed supreme felicity 66
deemed totally disabled 55
deemed utterly hopeless 44
deemed utterly worthless 59
deepen regional economic 53
deeper alluvial deposits 45
deeper insight concerning 56
deeper motives underlying 77
deeper problem concerning 40
deeper problem concerns 42
deeper problem involved 54
deeper problem underlying 62
deeper question concerning 152
deeper question concerns 175
deeper question involved 241
deeper regional economic 89
deeper slumber followed 60
deeply believing christian 69
deeply colored american 43
deeply colored solutions 101
deeply concave posterior 159
deeply decayed hellenic 65
deeply devoted christian 134
deeply divided american 232
deeply divided concerning 75
deeply divided segments 56
deeply grooved lengthwise 86
deeply hostile attitude 50
deeply incised channels 237
deeply incised drainage 169
deeply incised outlines 59
deeply incised parallel 94
deeply incised patterns 71
deeply ingrained american 879
deeply ingrained antipathy 62
deeply ingrained attitude 421
deeply ingrained behaviors 125
deeply ingrained christian 85
deeply ingrained concepts 86
deeply ingrained confucian 66
deeply ingrained contempt 49
deeply ingrained cultural 3053
deeply ingrained cultures 58
deeply ingrained distrust 257
deeply ingrained economic 63
deeply ingrained elements 82
deeply ingrained emotional 147
deeply ingrained habitual 63
deeply ingrained impulses 54
deeply ingrained instinct 198
deeply ingrained japanese 46
deeply ingrained linguistic 41
deeply ingrained memories 71
deeply ingrained misogyny 54
deeply ingrained mistrust 111
deeply ingrained negative 189
deeply ingrained patterns 1101
deeply ingrained personal 227
deeply ingrained practice 311
deeply ingrained problems 91
deeply ingrained religious 709
deeply ingrained response 55
deeply ingrained societal 107
deeply ingrained suspicion 388
deeply ingrained tendency 467
deeply ingrained tradition 743
deeply involve questions 40
deeply painful memories 67
deeply planted instinct 55
deeply scooped membrane 103
deeply scooped neckline 393
deeply sedated patients 86
deeply sincere christian 43
deeply sincere religious 48
deeply socially embedded 62
deeply stained granular 107
deeply stained granules 588
deeply stained nucleolus 618
deeply stained segments 45
deeply stirred whatever 104
deeply striated parallel 125
deeply touched contrary 42
deeply troubling problems 71
deeply troubling questions 299
deeply troubling situation 48
deeply weathered granites 55
deeply weathered granitic 96
deeply weathered materials 71
deeply weathered profiles 139
deeply weathered residual 85
deeply weathered surfaces 44
deeply weathered terrains 71
deeply weathered tropical 52
deeply weathered volcanic 211
defacing private property 119
defeating behavior patterns 1820
defect becomes apparent 392
defect becomes manifest 170
defect cluster formation 101
defect density compared 42
defect density decreases 236
defect density increased 43
defect density increases 1008
defect density reduction 68
defect following resection 261
defect following surgical 42
defect remains unchanged 59
defect usually involves 219
defect usually presents 53
defect usually requires 255
defend african american 55
defend against aircraft 71
defend against american 232
defend against attempts 47
defend against bacterial 114
defend against chemical 135
defend against conflict 41
defend against criminal 198
defend against dangerous 58
defend against emotional 90
defend against expected 44
defend against external 634
defend against imminent 196
defend against infection 544
defend against internal 154
defend against intrusion 206
defend against invaders 234
defend against invasions 52
defend against japanese 109
defend against lawsuits 175
defend against liability 219
defend against malicious 103
defend against microbial 82
defend against military 122
defend against missiles 123
defend against multiple 47
defend against negative 106
defend against pathogens 179
defend against personal 57
defend against physical 63
defend against possible 705
defend against potential 341
defend against powerful 66
defend against predation 53
defend against rejection 53
defend against sabotage 40
defend against security 68
defend against specific 117
defend against surprise 107
defend against takeovers 64
defend against trespass 43
defend against underlying 59
defend against unlawful 52
defend against unwanted 135
defend against whatever 72
defend bilingual education 53
defend british colonies 48
defend british subjects 41
defend catholic doctrine 96
defend catholic orthodoxy 49
defend certain passages 49
defend certain positions 91
defend distant colonies 71
defend federal property 148
defend freedom wherever 61
defend general marshall 79
defend herself properly 77
defend herself publicly 71
defend herself verbally 81
defend himself directly 51
defend himself otherwise 121
defend himself properly 402
defend himself publicly 570
defend himself therefrom 47
defend himself verbally 165
defend himself whenever 140
defend national autonomy 47
defend national economic 55
defend national identity 51
defend national industry 53
defend national interest 85
defend national security 400
defend private property 1324
defend southern manchuria 49
defied british authority 386
defied central authority 83
defied federal authority 178
defied imperial authority 219
defied logical analysis 61
defied medical diagnosis 52
defied medical treatment 75
defied national authority 54
defied precise analysis 42
defied previous attempts 56
defied rational analysis 184
defied repeated attempts 160
defied several attempts 42
defied spanish authority 68
defies judicial treatment 87
defies logical analysis 617
defies precise analysis 221
defies rational analysis 552
defile therewith whatever 58
define african american 278
define average velocity 51
define bilingual education 93
define canadian identity 56
define catholic doctrine 79
define certain behaviors 162
define certain concepts 314
define certain elements 126
define certain functions 84
define certain offenses 47
define certain patterns 56
define certain physical 62
define certain problems 82
define certain relations 55
define certain segments 45
define certain services 100
define certain specific 82
define certain variables 65
define complex concepts 64
define complex problems 55
define content analysis 107
define current problems 55
define decision variables 81
define desired outcomes 156
define european identity 103
define general concepts 62
define general education 139
define general patterns 48
define generic functions 84
define integer variables 50
define liberal education 120
define logical relations 72
define marital property 55
define marketing strategy 53
define medical practice 61
define national economic 41
define national identity 750
define national interest 223
define national policies 77
define national security 477
define natural selection 110
define optimal treatment 73
define patient selection 44
define pointer variables 52
define priority problems 52
define private property 219
define problem behaviors 55
define quality education 51
define research problems 207
define research programs 44
define research questions 156
define scripting variables 55
define several concepts 106
define several distinct 96
define several functions 141
define several possible 72
define several variables 133
define symptom severity 53
define systems analysis 69
define utility functions 60
defining african american 280
defining certain behaviors 91
defining certain concepts 98
defining certain elements 67
defining complex concepts 51
defining decision variables 42
defining desired outcomes 118
defining european identity 149
defining general education 48
defining kinship relations 45
defining liberal education 52
defining marital property 50
defining national economic 51
defining national identity 1899
defining national interest 301
defining national policies 78
defining national security 646
defining private property 142
defining research problems 455
defining research programs 44
defining research questions 249
defining several variables 45
deform repeated attempts 43
defray certain expenses 2003
defray college expenses 369
defray current expenses 1657
defray election expenses 99
defray funeral expenses 404
defray general expenses 87
defray medical expenses 421
defray operating expenses 458
defray research expenses 177
defray traveling expenses 185
degree between relations 45
degree celsius luminous 41
degree college graduate 948
degree courses increased 86
degree depends entirely 49
degree hitherto attained 83
degree hitherto undreamed 244
degree holders increased 91
degree humanly possible 68
degree implies commonly 47
degree northern latitude 130
degree obtains speedier 46
degree produce ultimate 86
degree program approved 158
degree program consists 88
degree program designed 447
degree program included 41
degree program includes 341
degree program prepares 218
degree program provides 342
degree program required 105
degree program requires 741
degree program students 200
degree southern latitude 137
degree towards whatever 123
degree unknown anywhere 87
degree usually required 122
degree usually requires 287
degree uterine prolapse 1801
delaying medical attention 42
delaying medical treatment 113
delaying notation pursuant 51
delaying tactics designed 115
delaying tactics employed 354
delays between adjacent 53
delays between channels 75
delays between exposure 80
delays between messages 52
delays between stimulus 81
delays program execution 56
delete certain elements 86
delete certain passages 150
delete several messages 43
deleting certain passages 76
delude himself concerning 127
demand advance payments 89
demand audited financial 43
demand becomes apparent 239
demand becomes infinite 43
demand between domestic 144
demand between products 360
demand bilingual education 185
demand careful analysis 558
demand careful attention 3209
demand careful monitoring 90
demand careful scrutiny 635
demand careful selection 157
demand careful treatment 229
demand certain behaviors 273
demand certain definite 106
demand certain elements 45
demand certain physical 150
demand certain products 43
demand certain services 200
demand certain specific 119
demand claimed consists 101
demand complex solutions 156
demand control policies 118
demand creative solutions 287
demand depends crucially 50
demand depends directly 70
demand deposit accounting 2518
demand deposit accounts 14760
demand deposit balances 4418
demand deposit business 75
demand deposit contract 413
demand deposit expansion 529
demand deposit interest 266
demand deposit liability 239
demand deposit services 370
demand deposit turnover 430
demand drastic remedies 110
demand drastic treatment 98
demand effects dominate 55
demand especial attention 898
demand exceeding capacity 263
demand exceeds capacity 2362
demand exceeds domestic 115
demand exceeds potential 140
demand extreme accuracy 140
demand extreme precision 127
demand factors dominate 96
demand factors interact 65
demand factors mentioned 40
demand focused attention 118
demand following dishonor 441
demand foreign currency 294
demand function approach 225
demand function containing 47
demand function contains 209
demand function exhibits 141
demand function includes 239
demand function increases 156
demand function obtained 76
demand function provides 141
demand function reflects 131
demand function requires 133
demand function satisfying 51
demand function therefore 115
demand general attention 97
demand implies complete 46
demand increasing attention 654
demand instant attention 371
demand instant response 106
demand instant solutions 114
demand judicial attention 43
demand manhood suffrage 161
demand medical attention 697
demand medical services 171
demand medical treatment 362
demand national attention 113
demand national autonomy 222
demand peculiar attention 191
demand perfect drainage 121
demand perfect equality 59
demand periodic exercise 145
demand primary attention 227
demand priority attention 182
demand priority protocol 246
demand quality education 242
demand quality products 254
demand quality services 279
demand quickly exceeded 42
demand radical solutions 79
demand radical treatment 173
demand rapidly increased 234
demand regional autonomy 197
demand regular attention 91
demand remaining constant 494
demand remaining unchanged 460
demand remains constant 2842
demand remains sluggish 52
demand remains stagnant 48
demand remains unchanged 1877
demand renewed attention 323
demand research attention 87
demand royalty payments 100
demand sharply increased 89
demand similar attention 83
demand similar benefits 78
demand similar increases 99
demand similar services 106
demand similar treatment 2138
demand steadily increased 336
demand steadily increases 111
demand stronger evidence 127
demand systems approach 136
demand thorough analysis 40
demand towards domestic 196
demand towards products 52
demand towards services 87
demand usually increases 86
demand written evidence 91
demise following negative 48
demise shortly thereafter 49
denied african american 404
denied because evidence 45
denied because taxpayer 76
denied certain benefits 134
denied certain occasions 102
denied college admission 40
denied current suicidal 43
denied federal authority 56
denied federal benefits 81
denied federal financial 61
denied himself comforts 153
denied himself luxuries 96
denied license renewals 46
denied marriage licenses 214
denied medical attention 653
denied medical benefits 88
denied medical coverage 48
denied medical services 129
denied medical treatment 1082
denied national treatment 56
denied private property 78
denied quality education 65
denied repeated requests 99
denied several requests 43
denied summary judgment 2330
denied welfare benefits 1020
denied welfare payments 218
denies certain citizens 150
denies federal benefits 47
denies himself immortal 59
denies himself pleasures 71
denies private property 80
denies summary judgment 133
denies welfare benefits 142
denote certain functions 44
denote certain specific 52
denote diagonal matrices 100
denote foreign variables 94
denote optional elements 51
denote results obtained 221
denote several distinct 117
denote similar concepts 45
dental assisting education 121
dental assisting programs 406
dental assisting students 173
dental clinics operated 59
dental eruption patterns 88
dental eruption sequence 94
dental expense deduction 78
dental hygiene behaviors 51
dental hygiene diagnosis 765
dental hygiene education 1396
dental hygiene graduate 63
dental hygiene movement 77
dental hygiene patients 48
dental hygiene practice 1558
dental hygiene products 214
dental hygiene programs 1001
dental hygiene services 765
dental hygiene students 1669
dental hygiene treatment 1049
dental implant materials 190
dental implant patients 115
dental implant surfaces 177
dental implant treatment 270
dental papilla adjacent 77
dental research projects 97
dental service delivery 58
dental service programs 48
dental service provided 86
dental service provides 45
dental service rendered 82
dental surgery patients 51
depart shortly thereafter 56
depict african american 369
deploy missile defenses 551
deport british subjects 85
deport foreign nationals 225
deport himself modestly 176
deport himself properly 44
deport illegal entrants 63
deport illegal migrants 50
depose against husbands 48
deputy cabinet minister 149
deputy culture minister 51
deputy defense minister 5097
deputy division director 187
deputy factory director 111
deputy federal marshals 320
deputy finance chairman 60
deputy finance director 266
deputy finance minister 2183
deputy foreign minister 25658
deputy general director 1572
deputy general managers 2564
deputy interior minister 1874
deputy justice minister 202
deputy marshal arrested 117
deputy marshal assigned 42
deputy marshal required 98
deputy medical director 495
deputy medical examiner 1568
deputy mineral surveyor 3713
deputy national chairman 229
deputy national director 195
deputy national security 5332
deputy presiding officers 128
deputy program director 941
deputy project director 352
deputy provost marshals 155
deputy regional director 796
deputy research director 204
deputy returning officers 4530
deputy sheriff arrested 399
deputy sheriff assigned 235
deputy sheriff escorted 42
deputy sheriff informed 43
deputy sheriff reported 161
deputy sheriff returned 51
deputy sheriff stationed 102
derive benefit therefrom 2589
derive certain benefits 1072
derive certain relations 142
derive general equations 337
derive general formulas 200
derive general patterns 43
derive general relations 115
derive immense benefits 139
derive kinetic equations 187
derive material benefits 458
derive maximum benefits 2750
derive maximum economic 230
derive maximum possible 109
derive meaningful insights 42
derive optimal benefits 143
derive optimal policies 83
derive optimal solutions 251
derive optimum benefits 276
derive pleasure directly 45
derive pleasure therefrom 325
derive private benefits 226
derive research questions 51
derive results concerning 116
derive revenue therefrom 98
derive several benefits 258
derive similar benefits 607
derive similar equations 238
derive similar formulas 89
derive tangible benefits 451
derive utility directly 144
derive utility functions 104
deriving benefit therefrom 308
deriving certain benefits 63
deriving general formulas 47
deriving kinetic equations 69
deriving material benefits 96
deriving maximum benefits 256
deriving optimal policies 44
deriving tangible benefits 45
deriving utility functions 50
dermal papilla contains 90
desert between damascus 158
desert climate prevails 199
desert country stretching 155
desert extends northward 48
desert varnish formation 265
design affects outcomes 124
design affords benefits 72
design against american 99
design against corrosion 125
design against elizabeth 109
design against fracture 488
design against yourself 41
design becomes apparent 370
design becomes critical 112
design becomes essential 43
design becomes manifest 84
design becomes obsolete 57
design becomes possible 101
design becomes somewhat 52
design benefit packages 48
design between vertical 63
design chamber pressure 64
design choices concerning 132
design choices involved 43
design closely followed 101
design closely resembling 129
design complex software 40
design concept consists 48
design concept includes 98
design concept involves 135
design concept provides 195
design concept requires 52
design creative solutions 120
design criteria employed 103
design criteria included 273
design criteria involved 54
design criteria mentioned 79
design criteria outlined 251
design criteria proposed 49
design criteria provided 117
design criteria required 367
design criteria requires 47
design criteria selected 41
design decision concerning 63
design decision concerns 287
design decision involves 188
design decision variables 71
design depends crucially 40
design depends entirely 102
design desktop publishing 85
design details required 47
design differs slightly 63
design differs somewhat 67
design digital circuits 195
design element consists 51
design engineer involved 54
design engineer requires 200
design factors involved 243
design features employed 46
design features included 437
design features intended 403
design features involved 63
design features mentioned 111
design features outlined 127
design features proposed 101
design features relevant 91
design features required 554
design finally accepted 111
design finally approved 46
design finally selected 166
design focuses attention 100
design function includes 160
design hastily shadowed 54
design involving multiple 81
design marketing programs 168
design operating condition 301
design operating pressure 468
design pattern approach 167
design pattern consists 56
design pattern provides 337
design permits operation 75
design problem concerns 260
design problem consists 822
design problem includes 150
design problem involved 255
design problem involves 1001
design problem requires 593
design problem solutions 64
design process actually 248
design process analysis 43
design process concerns 233
design process consisting 118
design process consists 2067
design process contains 54
design process develops 55
design process directly 118
design process employed 147
design process followed 295
design process included 305
design process includes 1194
design process increases 230
design process involved 685
design process involves 3548
design process normally 52
design process operates 50
design process outlined 487
design process proceeds 2392
design process produces 322
design process proposed 150
design process provides 524
design process required 256
design process requires 1931
design process resulted 133
design process suggests 49
design process therefore 189
design producing somewhat 71
design project involves 214
design project maritime 127
design project requires 100
design related problems 278
design remains constant 111
design remains unchanged 224
design remedial programs 48
design research programs 393
design research projects 1104
design research questions 82
design results obtained 127
design science approach 192
design service delivery 56
design service programs 60
design storage capacity 125
design strongly suggests 58
design studies indicate 152
design support services 44
design usually consists 174
design usually contains 43
design usually includes 211
design usually involves 935
design usually proceeds 52
design usually provides 67
design usually requires 400
design welfare programs 48
desire becomes apparent 199
desire becomes attached 49
desire becomes conscious 41
desire becomes manifest 220
desire becomes possible 96
desire between partners 85
desire certain outcomes 61
desire equally powerful 83
desire limited liability 43
desire medical treatment 46
desire ordered progress 125
desire peaceful relations 84
desire private property 43
desire seemingly prompted 57
desire smaller families 637
desire stronger evidence 117
desiring general washington 52
detach himself entirely 240
detach himself mentally 41
detach himself somewhat 63
detail becomes apparent 147
detail becomes tiresome 45
detail certain economic 41
detail certain problems 60
detail certain specific 70
detail machine supplies 138
detail medical officers 91
detail neutron scattering 127
detail question requires 51
detail regarding specific 148
detail requiring attention 55
detail results obtained 41
detail several examples 137
detail several specific 79
detail usually reserved 81
detain foreign nationals 116
detain peaceable subjects 49
detain persons arrested 80
detect abscess formation 57
detect alcohol problems 62
detect calcium deposits 54
detect certain chemical 102
detect certain elements 70
detect certain patterns 203
detect certain problems 42
detect certain specific 46
detect colicky symptoms 129
detect complex formation 53
detect complex patterns 68
detect foreign antigens 46
detect general patterns 100
detect genetic mutations 54
detect genetic problems 48
detect genetic variations 54
detect hostile aircraft 87
detect illegal activity 49
detect impending failures 50
detect impending problems 50
detect meaningful patterns 89
detect medical problems 63
detect mineral deposits 74
detect minimal residual 670
detect missile launches 235
detect network congestion 55
detect network problems 52
detect neutral hydrogen 52
detect overall patterns 51
detect passive movement 56
detect pleural effusions 69
detect quality problems 116
detect recurring patterns 66
detect regional variations 60
detect seasonal variations 69
detect seizure activity 65
detect several distinct 46
detect several elements 62
detect similar patterns 83
detect soluble antigens 53
detect stellar parallax 323
detect surface antigens 184
detect unusual activity 141
detect unusual patterns 158
detect urinary retention 67
deviant arousal patterns 383
deviant behavior actually 119
deviant behavior decreased 70
deviant behavior develops 44
deviant behavior includes 45
deviant behavior increased 74
deviant behavior increases 249
deviant behavior involved 53
deviant behavior involves 92
deviant behavior occurred 120
deviant behavior patterns 1174
deviant behavior possible 75
deviant behavior problems 45
deviant behavior reflects 62
deviant behavior requires 77
deviant behavior suggests 40
deviant language patterns 48
device against possible 62
device becomes apparent 84
device becomes unstable 65
device closely resembling 49
device context contains 58
device control circuits 45
device control commands 154
device control functions 200
device control protocol 295
device control register 130
device control software 59
device current increases 47
device depends entirely 77
device drivers designed 48
device drivers directly 44
device drivers included 100
device drivers provided 89
device drivers required 123
device drivers supplied 109
device failure analysis 125
device remains constant 111
device requiring attention 94
device service routines 194
device usually consisting 182
device usually consists 408
device usually contains 86
device usually employed 210
device usually includes 59
device usually involves 54
device usually operates 40
device usually requires 143
device whereby property 90
devise creative solutions 402
devise endless variations 47
devise measures designed 166
devise national policies 56
devise rational solutions 44
devise research questions 43
devising creative solutions 172
devising national policies 41
devote careful attention 814
devote especial attention 528
devote greatest attention 68
devote herself entirely 3248
devote herself seriously 109
devote himself actively 131
devote himself ardently 43
devote himself directly 90
devote himself earnestly 306
devote himself entirely 22104
devote himself properly 91
devote himself seriously 832
devote himself specially 122
devote himself strictly 79
devote himself thereafter 105
devote himself unceasingly 46
devote himself zealously 160
devote increasing attention 1140
devote limited attention 60
devote maximum attention 202
devote minimal attention 88
devote oneself earnestly 72
devote oneself entirely 383
devote primary attention 699
devote priority attention 71
devote regular attention 70
devote renewed attention 66
devote several articles 59
devote several chapters 928
devote similar attention 64
devote unusual attention 58
devoting careful attention 242
devoting especial attention 332
devoting herself entirely 592
devoting himself ardently 48
devoting himself earnestly 90
devoting himself entirely 3840
devoting himself meanwhile 59
devoting himself seriously 122
devoting himself specially 142
devoting himself strictly 55
devoting himself thereafter 107
devoting himself zealously 81
devoting increasing attention 1028
devoting oneself entirely 94
devoting primary attention 140
devoting several chapters 193
devour naughty children 63
devout catholic believer 45
devout catholic christian 212
devout catholic families 359
devout mexican catholics 43
devout orthodox believer 122
devout orthodox christian 489
devout pilgrim rejected 148
devout southern baptists 73
devout tibetan buddhist 44
diagram becomes somewhat 42
diagram differs slightly 51
diagram follows directly 59
diagram remains unchanged 148
diagram strongly suggests 46
dialect closely resembling 136
dialect contact situation 116
diamond crosses sparkled 120
diamond exports increased 41
diamond pendant necklace 199
diamond pendant sparkled 48
diamond polishing compound 96
diamond polishing industry 157
diamond pyramid hardness 4215
diamond smuggling operation 52
diamond symbols indicate 67
diaries contain numerous 96
diaries provide evidence 51
diarrhea usually develops 60
diarrhea usually resolves 48
diarrhea usually responds 63
diarrhea usually subsides 58
diction equally suitable 139
diesel exhaust contains 96
diesel exhaust emissions 795
diesel exhaust exposure 926
diesel exhaust particle 602
diesel powered tractors 119
diesel powered vehicles 930
diesel vehicle emissions 138
differ between adjacent 64
differ between agencies 63
differ between american 151
differ between business 121
differ between children 463
differ between clinical 46
differ between consumer 48
differ between contexts 48
differ between controls 94
differ between cultural 89
differ between cultures 1065
differ between developing 91
differ between domestic 127
differ between economic 45
differ between families 236
differ between habitats 135
differ between isolated 47
differ between japanese 73
differ between languages 258
differ between locations 184
differ between machines 74
differ between musicians 59
differ between patients 1296
differ between pregnant 46
differ between products 145
differ between programs 88
differ between projects 70
differ between segments 56
differ between specific 48
differ between students 141
differ between subjects 337
differ between treatment 381
differ between villages 55
differ sharply concerning 72
digest certain articles 105
digest complex proteins 50
digest dietary proteins 54
digest foreign materials 62
digest organic materials 116
digits usually operated 96
dilute alcohol containing 120
dilute alcohol solutions 162
dilute benzene solutions 119
dilute calcium chloride 598
dilute caustic alkalies 140
dilute caustic solutions 177
dilute cyanide solutions 556
dilute ferrous sulphate 114
dilute freshly prepared 55
dilute gelatin solutions 225
dilute glucose solutions 83
dilute mercury solutions 103
dilute neutral solutions 461
dilute organic solutions 122
dilute polymer solutions 8710
dilute protein solutions 1626
dilute solution consisting 52
dilute solution consists 72
dilute solution containing 2409
dilute solution contains 349
dilute solution employed 46
dilute solution increases 42
dilute solution obtained 71
dilute solution prepared 42
dilute solution produces 51
dilute sucrose solutions 246
dilute toluene solutions 46
dimers between adjacent 333
dinner parties attended 206
dinner parties followed 170
dinner parties included 72
dinner parties recorded 48
dinner parties whenever 41
dinner service designed 54
dinner shortly thereafter 43
dinner together saturday 45
dinner together sometime 118
dinner together tomorrow 481
dinner together whenever 54
dinner usually consists 148
dinner usually includes 58
diocese usually assisted 124
dioxide absorbs infrared 465
dioxide combining capacity 226
dioxide content decreases 147
dioxide content increased 130
dioxide content increases 414
dioxide diffusing capacity 77
dioxide emission controls 64
dioxide emission reduction 380
dioxide emitted annually 52
dioxide rapidly diffuses 68
dioxide remains constant 92
dioxide remains unchanged 67
dioxide storage capacity 66
dipole antenna consists 114
dipole antenna elements 133
dipole moments interact 51
dipole moments involved 123
dipole moments observed 44
dipole moments obtained 288
dipole moments oriented 187
dipole moments parallel 754
dipole moments produced 52
