d acts vii 46
d sell out 128
d sell them 189
d sell you 105
d send for 309
d send her 436
d send him 621
d send his 75
d send one 176
d send out 132
d send them 403
d send you 581
d sent for 255
d sent her 1347
d sent him 1487
d sent his 294
d sent off 71
d sent out 325
d sent them 399
d sent you 178
d shed her 47
d shed his 88
d shot and 63
d shot her 150
d shot him 458
d shot his 195
d show her 417
d show him 628
d show his 76
d show how 203
d show off 49
d show that 1973
d show them 731
d show this 63
d show two 274
d show you 626
d shut her 78
d shut him 58
d shut his 54
d shut off 91
d side with 109
d sigh and 45
d skin him 103
d skin you 45
d slap her 42
d slap you 40
d slip and 93
d slip off 59
d slip out 282
d snap out 40
d sneak off 70
d sneak out 348
d sold her 277
d sold him 204
d sold his 456
d sold off 95
d sold out 248
d sold them 171
d soon get 303
d soon put 73
d soon see 236
d speak for 42
d speak with 119
d stay all 67
d stay and 326
d stay for 243
d stay out 714
d stay put 79
d stay that 75
d stay with 585
d step out 288
d stop all 53
d stop and 1684
d stop being 158
d stop doing 55
d stop eating 41
d stop for 232
d stop her 75
d stop him 96
d stop his 43
d stop off 169
d stop that 147
d stop this 40
d such that 33197
d such was 40
d suit you 61
d swear she 228
d swear that 764
d swear they 173
d swear this 40
d swear was 48
d swear you 263
d take all 357
d take and 162
d take any 235
d take both 49
d take for 128
d take her 1913
d take him 1668
d take his 863
d take off 1650
d take one 902
d take our 182
d take out 688
d take ten 54
d take that 1281
d take them 1009
d take things 55
d take this 335
d take too 94
d take two 227
d take with 73
d take you 1412
d talk and 283
d talk for 87
d talk with 199
d teach her 151
d teach him 200
d teach them 142
d teach you 199
d tease her 48
d tease him 48
d tell all 65
d tell each 66
d tell her 2035
d tell him 2751
d tell his 227
d tell how 50
d tell that 119
d tell them 1704
d tell this 40
d tell yer 97
d tell you 3746
d thank her 66
d thank him 89
d thank you 310
d their own 235
d their way 67
d there are 2906
d there can 50
d there for 43
d there may 49
d there was 1320
d these are 847
d these things 43
d these two 239
d think all 148
d think and 47
d think any 55
d think for 116
d think her 160
d think him 84
d think his 153
d think how 83
d think one 152
d think our 47
d think she 1945
d think that 7308
d think them 92
d think they 2825
d think this 347
d think was 71
d think with 216
d think you 2489
d those that 152
d those who 337
d throw her 140
d throw him 200
d throw his 75
d throw off 50
d throw out 99
d throw that 125
d throw them 188
d throw you 177
d tied her 163
d tied him 89
d tied his 102
d tied them 209
d till they 102
d till you 168
d time and 142
d told her 12149
d told him 11007
d told his 977
d told that 92
d told them 2542
d told this 96
d told you 1325
d took his 46
d torn her 56
d torn off 55
d torn out 125
d toss her 67
d treat her 84
d treat him 112
d treat them 58
d treat you 118
d tree and 229
d tree can 62
d tree for 189
d turk beat 195
d turn and 282
d turn her 179
d turn him 174
d turn his 315
d turn off 245
d turn out 1335
d turn that 112
d turn them 128
d turn this 44
d turn you 109
d unto him 125
d unto them 237
d unto you 58
d upon all 104
d upon and 40
d upon for 47
d upon her 292
d upon him 434
d upon his 342
d upon its 54
d upon one 98
d upon our 163
d upon that 372
d upon them 506
d upon this 354
d upon with 140
d urge you 86
d used all 88
d used and 82
d used for 546
d used her 720
d used him 186
d used his 710
d used one 100
d used that 382
d used them 218
d used this 175
d used was 43
d used with 149
d vary with 72
d vote for 486
d wait all 40
d wait and 260
d wait for 1252
d wait with 41
d wake and 96
d wake her 57
d wake him 96
d wake with 52
d walk all 79
d walk and 44
d walk for 85
d walk her 60
d walk off 85
d walk out 936
d walk with 166
d want all 62
d want any 46
d want for 180
d want her 394
d want him 410
d want his 75
d want one 148
d want that 281
d want them 266
d want this 69
d want you 640
d warn them 42
d warn you 112
d wash his 43
d wave and 94
d wave his 67
d well and 46
d well with 65
d were all 298
d were both 120
d were not 796
d were then 128
d what are 907
d what can 163
d what did 294
d what does 445
d what they 289
d what was 923
d what you 117
d when all 126
d when one 48
d when she 194
d when they 853
d when this 47
d when using 45
d when you 844
d whip him 46
d whip out 104
d wide web 86
d will bring 97
d will cut 73
d will lead 65
d will lie 109
d will not 2269
d will now 102
d will then 323
d will thus 47
d wipe out 109
d wish for 256
d wish that 199
d wish they 62
d wish you 189
d work all 115
d work and 106
d work for 899
d work her 41
d work his 44
d work out 639
d work that 89
d work with 538
d worn all 82
d worn for 325
d worn her 205
d worn his 98
d worn out 184
d worn that 300
d worn them 102
d years ago 200
d years old 124
d yell and 48
d yell for 91
d yell out 85
d your own 250
