daemonic element which 51
decided against wasting 117
decided against women 41
decided against working 256
decided against writing 357
decided aversion which 47
decided between march 41
decided between rival 44
decided certain cases 43
decided conduct after 47
decided conduct would 43
decided drastic action 68
decided everything about 71
decided exactly where 481
decided exactly which 182
decided finally until 66
decided finally which 54
decided hankering after 81
decided impulse given 60
decided increase after 54
decided jointly within 105
decided judicial cases 68
decided language which 54
decided matters which 49
decided measures taken 72
decided measures which 141
decided measures would 66
decided musical gifts 53
decided natural gifts 43
decided opinions about 1083
decided opinions which 185
decided position taken 47
decided position which 54
decided relapse which 100
decided repulse which 43
decided several cases 665
decided several months 365
decided several times 294
decided several weeks 170
decided shortly after 2818
decided similar cases 172
decided success which 170
decided supreme court 124
decided together which 75
decided tonight would 70
decided touches which 54
decided victory could 43
decided victory which 85
decided victory would 71
decides against calling 51
decides against joining 42
decides against telling 40
decides between right 78
decides exactly where 48
decides exactly which 63
decimal addition table 254
decimal coinage which 207
decimal fraction could 44
decimal fraction quite 43
decimal fraction shall 73
decimal fraction times 139
decimal fraction which 712
decimal fraction whose 143
decimal fraction would 183
decimal integer value 206
decimal notation makes 42
decimal notation which 148
decimal notation would 113
decimal numbers could 88
decimal numbers given 56
decimal numbers rather 226
decimal numbers where 141
decimal numbers which 451
decimal numbers within 52
decimal numbers would 54
decimal numeric value 55
decision adopted under 107
decision affects every 51
decision affects others 80
decision against either 174
decision against georgia 66
decision against holding 57
decision against human 46
decision against japan 107
decision against jesus 93
decision against joining 83
decision against putting 90
decision against racial 138
decision against right 145
decision against running 46
decision against russia 163
decision against scott 81
decision against sending 93
decision against state 94
decision against tithes 92
decision against which 1762
decision analyst might 46
decision analyst would 58
decision appeared taken 54
decision aroused strong 60
decision balance sheet 212
decision because after 47
decision because either 96
decision because every 63
decision because people 52
decision becomes binding 444
decision becomes easier 142
decision becomes final 3246
decision becomes known 135
decision behavior under 211
decision between either 116
decision between keeping 43
decision between local 45
decision between right 288
decision between rival 178
decision between state 43
decision between staying 70
decision between which 72
decision between working 51
decision brought about 1729
decision centers within 88
decision congress would 70
decision criteria based 441
decision criteria could 185
decision criteria exist 48
decision criteria might 81
decision criteria often 51
decision criteria under 124
decision criteria which 909
decision criteria within 102
decision criteria would 117
decision declaring racial 157
decision declaring state 101
decision delayed until 89
decision entered under 110
decision exempting amish 202
decision factors which 72
decision finally comes 45
decision finally rests 68
decision finally taken 274
decision function based 175
decision function could 42
decision function given 55
decision function where 45
decision function which 1006
decision function would 94
decision involving facts 75
decision involving money 54
decision involving state 91
decision legally binding 116
decision lightly taken 54
decision occurring after 53
decision outlawing racial 340
decision perhaps longer 109
decision problem about 115
decision problem based 369
decision problem could 289
decision problem faced 956
decision problem given 199
decision problem might 229
decision problem posed 106
decision problem rather 56
decision problem shown 94
decision problem under 1650
decision problem where 925
decision problem which 688
decision problem whose 129
decision problem within 149
decision problem would 398
decision process about 710
decision process after 175
decision process again 43
decision process based 1048
decision process began 136
decision process calls 52
decision process comes 147
decision process could 897
decision process easier 389
decision process either 65
decision process gives 47
decision process helps 91
decision process makes 208
decision process might 632
decision process model 4002
decision process moves 482
decision process needs 376
decision process never 47
decision process often 355
decision process ought 40
decision process rather 800
decision process seems 245
decision process shown 187
decision process shows 49
decision process since 225
decision process still 57
decision process takes 658
decision process tends 111
decision process under 757
decision process until 79
decision process where 968
decision process which 3735
decision process while 187
decision process whose 77
decision process within 1340
decision process works 533
decision process would 1757
decision program chart 1262
decision quickly about 44
decision regarding action 111
decision regarding breast 48
decision regarding change 105
decision regarding child 139
decision regarding china 56
decision regarding either 61
decision regarding entry 63
decision regarding grant 51
decision regarding guilt 63
decision regarding jesus 167
decision regarding legal 53
decision regarding local 42
decision regarding method 45
decision regarding nursing 41
decision regarding price 100
decision regarding setting 134
decision regarding state 139
decision regarding testing 104
decision regarding trade 42
decision regarding where 389
decision regarding which 3208
decision regarding women 52
decision relates shall 73
decision remains valid 85
decision remains within 46
decision requiring equal 41
decision several months 186
decision several times 557
decision several weeks 82
decision shortly after 575
decision stopped short 99
decision support based 483
decision support could 86
decision support method 173
decision support might 87
decision support model 1873
decision support needs 1690
decision support query 135
decision support rather 166
decision support rules 109
decision support tasks 159
decision support tools 15308
decision support under 58
decision support users 217
decision support where 50
decision support which 97
decision support within 372
decision support would 92
decision supreme court 213
decision surface which 71
decision systems based 55
decision systems which 232
decision theoretic model 591
decision theoretic point 133
decision theoretic sense 44
decision theoretic terms 137
decision theorists would 90
decision together about 81
decision towards which 91
decision upholding georgia 49
decision upholding state 302
decision usually comes 130
decision usually rests 214
decision usually takes 104
decision usually turns 48
decision variable cells 132
decision variable could 49
decision variable might 111
decision variable rather 69
decision variable space 499
decision variable under 91
decision variable value 98
decision variable which 622
decision variable whose 92
decision variable within 43
decision variable would 106
declaim against every 92
declaim against forms 114
declaim against hunting 161
declaim against vices 82
declare against either 106
declare against every 93
declare against henry 58
declare against julian 203
declare against luther 51
declare against russia 80
declare against spain 97
declare capital gains 188
declare certain facts 52
declare certain forms 64
declare certain goods 62
declare certain kinds 91
declare certain lands 41
declare certain parts 88
declare certain ports 47
declare certain roads 48
declare certain truths 55
declare certain types 169
declare dutiable items 67
declare general rules 52
declare herself russia 90
declare herself willing 81
declare himself about 44
declare himself above 40
declare himself after 82
declare himself again 67
declare himself beaten 129
declare himself bound 77
declare himself caesar 46
declare himself chief 142
declare himself either 1084
declare himself first 184
declare himself fully 148
declare himself quite 65
declare himself ruler 208
declare himself still 47
declare himself under 139
declare himself unfit 66
declare himself until 338
declare himself willing 376
declare himself within 62
declare several times 54
declare variable names 44
declare variable types 153
declare victory after 51
declare victory until 44
declaring certain facts 66
declaring certain forms 42
declaring certain kinds 184
declaring certain types 114
declaring everything which 57
declaring herself quite 140
declaring herself willing 80
declaring himself beaten 42
declaring himself chief 52
declaring himself cured 44
declaring himself either 121
declaring himself equal 75
declaring himself fully 62
declaring himself happy 58
declaring himself hearty 91
declaring himself moved 58
declaring himself quite 235
declaring himself still 116
declaring himself under 78
declaring himself unfit 119
declaring himself willing 385
declaring illegal every 150
declaring several times 65
declaring treasury notes 271
declaring variable types 79
decline against which 111
decline because fewer 186
decline because people 276
decline beginning about 162
decline beginning after 44
decline between about 43
decline brought about 2929
decline following sheep 117
decline following world 362
decline genetic testing 128
decline occurring after 371
decline occurring since 139
decline occurring within 47
decline quickly after 150
decline rapidly after 2514
decline rapidly under 125
decline rapidly until 281
decline rapidly while 44
decline rapidly within 159
decline receiving money 43
decline several months 41
decline several times 62
decline sharply after 1072
decline sharply until 215
decline sharply while 118
decline sharply within 101
decline shortly after 1480
decline started about 45
decline started after 83
decline steadily after 572
decline steadily since 146
decline steadily until 615
decline steeply after 126
declining ancient world 243
declining average costs 1970
declining average fixed 300
declining average total 757
declining balance basis 1089
declining balance method 42958
declining balance rates 101
declining balance rather 105
declining balance would 220
declining because people 66
declining british power 288
declining british share 44
declining capital costs 69
declining capital ratios 85
declining capital stock 206
declining central power 52
declining colonial power 84
declining concern about 63
declining creative power 58
declining divorce rates 78
declining economy could 50
declining economy would 49
declining european power 56
declining exchange rates 180
declining exchange value 85
declining federal funding 140
declining federal funds 121
declining foreign trade 272
declining freight rates 200
declining general price 152
declining grounds which 41
declining imperial power 520
declining liberal party 205
declining marriage rates 1304
declining national power 58
declining national savings 102
declining operating costs 60
declining ottoman power 91
declining overall trend 43
declining poverty rates 177
declining product lines 52
declining product price 65
declining profits which 40
declining rapidly after 215
declining rapidly since 235
declining rapidly under 88
declining rapidly until 55
declining rapidly while 55
declining revenue growth 50
declining secular trend 179
declining several times 73
declining shallow below 165
declining sharply after 128
declining sharply since 148
declining spanish power 65
declining steadily after 98
declining steadily since 2070
declining steadily until 144
declining steadily while 54
declining success rates 56
declining suicide rates 47
declining towards evening 133
declining turnout rates 63
declining vacancy rates 51
declining welfare rolls 152
declining welfare state 126
decoder circuit shown 64
decoder circuit which 55
decodes address lines 46
decorum against which 96
decrease alcohol abuse 41
decrease alcohol craving 85
decrease amniotic fluid 89
decrease anxiety about 544
decrease arterial blood 950
decrease average costs 109
decrease because fewer 207
decrease because people 114
decrease brought about 765
decrease calcium entry 95
decrease capital costs 127
decrease capital stock 342
decrease certain types 105
decrease cocaine craving 184
decrease dropout rates 219
decrease failure rates 153
decrease gastric fluid 52
decrease gastric upset 80
decrease hepatic blood 640
decrease insulin needs 43
decrease linearly until 114
decrease marketing costs 134
decrease medical costs 313
decrease nitrate leaching 137
decrease occurring after 160
decrease occurring within 60
decrease operating costs 1148
decrease overall costs 318
decrease overhead costs 180
decrease payroll costs 51
decrease protein binding 350
decrease quickly after 127
decrease rapidly above 571
decrease rapidly after 1888
decrease rapidly below 620
decrease rapidly until 538
decrease rapidly while 134
decrease rapidly within 210
decrease reduces total 45
decrease relapse rates 421
decrease sensory input 188
decrease several times 92
decrease sharply after 350
decrease sharply below 107
decrease sharply until 55
decrease sharply while 47
decrease shortly after 436
decrease steadily after 182
decrease steadily until 522
decrease stomach upset 539
decrease suicide rates 85
decrease surface water 48
decrease switching times 160
decrease towards lower 58
decrease uterine blood 1292
decrease variable costs 322
decreasing amniotic fluid 164
decreasing amounts until 298
decreasing anxiety about 90
decreasing applied field 60
decreasing arterial blood 229
decreasing average costs 3121
decreasing average fixed 60
decreasing average grain 103
decreasing average total 422
decreasing capital costs 73
decreasing capital stock 183
decreasing circles until 522
decreasing concern about 109
decreasing diameter until 99
decreasing dropout rates 67
decreasing failure rates 223
decreasing federal funding 146
decreasing federal funds 99
decreasing freight rates 88
decreasing function which 389
decreasing hepatic blood 97
decreasing marketing costs 51
decreasing marriage rates 166
decreasing medical costs 47
decreasing numbers after 88
decreasing numbers until 295
decreasing operating costs 481
decreasing overall costs 52
decreasing overhead costs 68
decreasing present value 99
decreasing priority order 226
decreasing rapidly above 98
decreasing rapidly after 139
decreasing rapidly below 49
decreasing rapidly since 81
decreasing rapidly until 54
decreasing relapse rates 50
decreasing returns after 42
decreasing returns begin 47
decreasing returns which 57
decreasing returns would 127
decreasing sensory input 121
decreasing solvent power 67
decreasing steadily since 521
decreasing steadily until 68
decreasing suicide rates 59
decreasing surface water 49
decreasing uterine blood 141
decreasing variable costs 97
decreed against every 102
decreed against israel 42
decreed certain rules 47
decreed reforms which 116
decreed shortly after 75
decrees against every 45
decrees against image 97
decrees against israel 229
decrees against usury 49
decrees against which 105
decrees brought about 72
decrees entered after 73
decrees entered under 224
decrees granted under 64
decrees involving legal 93
decrypt traffic based 149
deduced certain facts 90
deduced certain rules 44
deduced general rules 121
deduced primary amino 115
deduced results which 41
deduces general rules 52
deduces logical truths 42
deducting certain costs 59
deducting certain items 135
deducting everything which 66
deducting federal taxes 62
deducting foreign taxes 140
deducting marketing costs 46
deducting operating costs 218
deducting variable costs 182
deepening anxiety about 153
deepening concern about 335
deepening division within 82
deepening shadows beneath 45
deepening shadows which 65
deepening wayside green 62
deepest anxiety about 225
deepest beliefs about 864
deepest blushes fanny 113
deepest channel belong 45
deepest channel thereof 54
deepest channel where 78
deepest concern about 271
deepest desires which 40
deepest despair about 52
deepest division within 54
deepest emerald green 141
deepest emotions about 57
deepest emotions which 78
deepest lessons about 50
deepest pleasure comes 47
deepest psychic level 141
deepest psychic needs 40
deepest question about 51
deepest research would 45
deepest secrets about 92
deepest shadows under 54
deepest subject which 63
deepest thoughts about 509
deepest thoughts which 79
deepest velvety black 185
defaced shortly after 80
default account names 136
default address cards 47
default address space 70
default ambient light 69
default ascending order 92
default browser opens 66
default cluster sizes 234
default control panel 193
default desktop icons 80
default display option 54
default display setting 51
default display shows 78
default display style 50
default gateway entry 146
default gateway fails 73
default gateway option 54
default gateway setting 440
default gateway would 53
default language setting 141
default location where 868
default maximum value 99
default minimum value 81
default numbering style 274
default payment terms 102
default position under 53
default position where 58
default position within 40
default position would 61
default primary group 171
default printer queue 120
default printer setting 74
default priority class 45
default priority level 387
default priority value 88
default quality setting 54
default secured party 41
default storage class 382
default storage engine 127
default storage group 355
default storage method 47
default variable names 223
default windows color 179
default windows vista 117
defeated britain would 57
defeated british fleet 54
defeated charles evans 115
defeated colonial power 113
defeated country after 82
defeated country could 97
defeated country which 91
defeated country would 87
defeated enemies after 61
defeated enemies would 51
defeated florida state 54
defeated general banks 99
defeated general blake 49
defeated general crook 70
defeated general gates 168
defeated general george 286
defeated general grant 69
defeated general santa 156
defeated general scott 52
defeated general smuts 54
defeated germans after 50
defeated germans would 53
defeated germany after 257
defeated germany could 128
defeated germany might 57
defeated germany which 60
defeated germany would 388
defeated liberal party 71
defeated marauding party 62
defeated national guard 91
defeated richard nixon 676
defeated senator barry 53
defeated several corps 41
defeated several roman 304
defeated several small 62
defeated several times 1039
defeated shortly after 140
defeated southern people 70
defeated spanish fleet 131
defeated supreme court 51
defeated tsarist russia 58
defects against which 238
defects brought about 444
defects following tumor 147
defects include cleft 49
defects including cleft 80
defects located within 50
defects occurring after 107
defects occurring within 76
defects present after 54
defects present within 62
defects remaining after 253
defects usually appear 47
defects usually arise 45
defects usually cause 64
defects usually found 119
defects usually occur 218
defending against civil 108
defending against danger 61
defending against enemy 375
defending against every 40
defending against feeling 60
defending against legal 72
defending against libel 91
defending against raids 52
defending against shame 64
defending against suits 112
defending against threats 209
defending capital cases 67
defending certain sects 42
defending counsel could 57
defending counsel might 49
defending counsel would 75
defending exalted human 60
defending exchange rates 54
defending fighter force 62
defending himself after 111
defending himself alone 58
defending himself could 41
defending himself rather 101
defending himself under 107
defending himself until 102
defending himself which 153
defending himself while 105
defending himself within 65
defending himself would 110
defending national champ 52
defending national honor 111
defending national league 496
defending national unity 114
defending opinions which 47
defending richard nixon 45
defending southern japan 123
defends against others 169
defends himself about 53
defends himself after 106
defends himself again 62
defends himself badly 53
defends himself quite 40
defends himself rather 42
defends himself under 63
defends supreme court 48
defense against abuse 226
defense against action 199
defense against acute 193
defense against alien 169
defense against anything 236
defense against armed 2885
defense against armor 57
defense against basic 69
defense against beasts 42
defense against birds 62
defense against black 94
defense against blame 56
defense against blood 296
defense against blows 41
defense against bombing 256
defense against bombs 62
defense against breast 107
defense against change 519
defense against chaos 274
defense against child 69
defense against china 981
defense against civil 169
defense against claim 117
defense against close 106
defense against colds 145
defense against crime 1076
defense against cross 42
defense against danger 533
defense against deadly 73
defense against decay 73
defense against denial 51
defense against doubt 79
defense against drive 59
defense against drugs 48
defense against dumping 53
defense against egypt 45
defense against either 854
defense against enemy 3674
defense against error 264
defense against every 366
defense against falling 133
defense against false 389
defense against feeling 1728
defense against fires 95
defense against flies 91
defense against flood 49
defense against force 80
defense against fraud 310
defense against fungal 306
defense against george 65
defense against germs 343
defense against getting 298
defense against grazing 72
defense against grief 111
defense against group 130
defense against growing 106
defense against growth 64
defense against guilt 644
defense against harsh 58
defense against human 885
defense against hunger 167
defense against hungry 52
defense against icbms 218
defense against indian 2225
defense against inner 579
defense against iraqi 54
defense against islam 143
defense against israel 224
defense against japan 1204
defense against knowing 94
defense against labor 97
defense against large 301
defense against later 136
defense against learning 52
defense against legal 224
defense against letting 82
defense against libel 1276
defense against light 60
defense against lipid 66
defense against local 263
defense against looking 61
defense against magic 42
defense against major 131
defense against males 54
defense against micro 126
defense against money 46
defense against moral 200
defense against naked 55
defense against naval 128
defense against nerve 55
defense against night 253
defense against noise 55
defense against others 298
defense against overt 118
defense against pagan 43
defense against panic 95
defense against people 196
defense against persia 180
defense against pests 293
defense against plant 395
defense against power 135
defense against price 195
defense against racial 114
defense against raiding 361
defense against raids 251
defense against rapid 42
defense against rebel 100
defense against rival 148
defense against rogue 158
defense against roman 53
defense against royal 45
defense against running 45
defense against russia 824
defense against satan 616
defense against shame 537
defense against shock 140
defense against short 128
defense against siege 57
defense against slave 65
defense against small 671
defense against social 631
defense against spain 193
defense against state 622
defense against storm 64
defense against strong 210
defense against suits 116
defense against tanks 307
defense against theater 69
defense against thinking 62
defense against threats 794
defense against title 58
defense against total 256
defense against toxic 189
defense against tumor 455
defense against turks 51
defense against undue 64
defense against upper 65
defense against urban 80
defense against utter 45
defense against viral 2832
defense against virus 381
defense against water 461
defense against weeds 130
defense against which 245
defense against white 486
defense against women 146
defense against world 131
defense against would 259
defense alliance would 49
defense applies where 62
defense between japan 46
defense brought about 60
defense budgets after 42
defense budgets began 55
defense budgets could 83
defense budgets since 51
defense budgets under 43
defense budgets which 48
defense budgets while 41
defense budgets would 573
defense buildup after 41
defense buildup began 64
defense buildup could 53
defense buildup plans 442
defense buildup under 108
defense buildup would 292
defense capital goods 314
defense command posts 118
defense concept which 86
defense council which 54
defense council would 50
defense counsel about 210
defense counsel acted 160
defense counsel after 290
defense counsel again 130
defense counsel alike 107
defense counsel argue 185
defense counsel asked 2503
defense counsel based 42
defense counsel began 245
defense counsel calls 71
defense counsel chose 66
defense counsel cited 60
defense counsel could 2904
defense counsel cross 822
defense counsel facts 66
defense counsel fails 129
defense counsel feels 51
defense counsel filed 286
defense counsel files 89
defense counsel finds 115
defense counsel first 116
defense counsel found 101
defense counsel hired 54
defense counsel knows 460
defense counsel later 71
defense counsel learns 61
defense counsel leaves 79
defense counsel makes 499
defense counsel might 690
defense counsel moved 1117
defense counsel never 178
defense counsel noted 67
defense counsel often 512
defense counsel rather 121
defense counsel seeks 210
defense counsel shall 495
defense counsel since 40
defense counsel spoke 45
defense counsel stating 91
defense counsel still 57
defense counsel table 315
defense counsel takes 45
defense counsel tests 74
defense counsel tried 372
defense counsel tries 99
defense counsel twice 46
defense counsel under 171
defense counsel until 122
defense counsel urged 302
defense counsel wants 506
defense counsel where 90
defense counsel which 250
defense counsel while 54
defense counsel whose 86
defense counsel willing 55
defense counsel would 3553
defense dollars spent 113
defense efforts could 56
defense efforts within 97
defense efforts would 262
defense experts argue 44
defense experts would 154
defense lawyers about 81
defense lawyers alike 73
defense lawyers argue 67
defense lawyers asked 413
defense lawyers began 239
defense lawyers could 664
defense lawyers filed 146
defense lawyers later 41
defense lawyers might 206
defense lawyers never 68
defense lawyers often 556
defense lawyers seeking 45
defense lawyers tried 377
defense lawyers under 40
defense lawyers whose 117
defense lawyers would 1390
defense matters which 47
defense matters would 43
defense measures could 226
defense measures might 96
defense measures taken 527
defense measures which 591
defense measures would 481
defense missile sites 245
defense missile units 140
defense network would 113
defense outlays could 57
defense outlays would 177
defense position would 127
defense posture based 97
defense posture could 146
defense posture since 40
defense posture under 40
defense posture which 129
defense posture would 409
defense problem would 81
defense program after 165
defense program based 232
defense program began 855
defense program calling 81
defense program calls 49
defense program could 660
defense program might 288
defense program since 138
defense program under 363
defense program which 952
defense program within 105
defense program would 1654
defense reactions which 435
defense related genes 116
defense reserve fleet 251
defense several times 130
defense shortly after 71
defense student loans 111
defense support funds 96
defense systems based 133
defense systems could 413
defense systems might 158
defense systems under 102
defense systems which 584
defense systems within 152
defense systems would 708
defense tactics which 115
defense treaties which 53
defense witness about 130
defense witness after 41
defense witness could 92
defense witness whose 56
defense witness would 95
defense workers could 116
defense workers would 93
deferring capital gains 272
deferring marriage until 112
deferring payment until 299
deferring surgery until 46
deferring taxation until 47
defiance against every 63
defiance against heaven 52
defiance against reason 197
defiance against social 42
defiance against white 54
defiance francis drake 81
defiance repeated threats 56
defiance towards human 96
deficit against japan 78
deficit against which 40
deficit averaging about 59
deficit between japan 73
deficit between total 45
deficit brought about 661
deficit country could 213
deficit country loses 44
deficit country might 67
deficit country which 268
deficit country whose 117
deficit country would 937
deficit finance which 83
deficit finance would 91
deficit financing after 58
deficit financing bonds 181
deficit financing could 797
deficit financing might 185
deficit financing needs 141
deficit financing rather 191
deficit financing since 93
deficit financing takes 50
deficit financing tends 115
deficit financing under 172
deficit financing which 2229
deficit financing while 59
deficit financing within 156
deficit financing would 2425
deficit following brain 52
deficit problem could 116
deficit problem would 173
deficit remaining after 149
deficit remains after 54
deficit remains large 117
deficit widened again 67
defined against others 108
defined against which 93
defined average value 258
defined behavior which 51
defined beliefs about 194
defined benefit basis 202
defined benefit funds 594
defined benefit limit 470
defined benefit model 48
defined benefit plans 151596
defined between nodes 58
defined between pairs 201
defined borders which 212
defined borders within 42
defined briefly below 281
defined broadly rather 47
defined broadly under 150
defined catholic action 83
defined catholic dogma 104
defined catholic teaching 50
defined central point 113
defined central region 50
defined certain basic 61
defined certain kinds 44
defined certain rules 46
defined certain terms 263
defined certain types 83
defined channel which 228
defined classes based 45
defined classes which 232
defined cleavage plane 351
defined complex types 55
defined concept which 652
defined content which 94
defined context within 49
defined control group 244
defined creative thinking 117
defined criteria based 104
defined criteria exist 50
defined criteria which 406
defined crystal faces 434
defined crystal forms 43
defined decision rules 536
defined default value 642
defined descent group 42
defined diseases which 40
defined distant point 214
defined elastic limit 618
defined element types 55
defined emission lines 59
defined exactly where 50
defined exchange value 55
defined excited state 111
defined factors which 242
defined failure modes 64
defined failure plane 51
defined fatigue limit 330
defined features which 344
defined fissure veins 459
defined formula diets 2364
defined function calls 200
defined function could 44
defined function named 257
defined function names 218
defined function which 550
defined function whose 40
defined function within 386
defined function would 93
defined general rules 124
defined general terms 108
defined genetic basis 107
defined genetic locus 41
defined habitat types 62
defined hilbert space 43
defined ideology which 40
defined inertial frame 264
defined interior space 131
defined judicial power 45
defined kinship group 132
defined largely within 62
defined lattice sites 193
defined leisure class 266
defined locally within 208
defined location within 205
defined logical rules 40
defined margins which 124
defined married women 67
defined maximum limit 91
defined maximum value 350
defined maximum which 42
defined melodic lines 49
defined message types 116
defined mineral salts 66
defined minimum level 618
defined minimum period 136
defined minimum value 314
defined national goals 630
defined national group 45
defined national needs 99
defined natural group 213
defined natural region 59
defined northern limit 43
defined objects could 52
defined objects which 218
defined operating cycle 77
defined operating rules 69
defined opinions about 148
defined ordinal types 173
defined organic forms 299
defined outline which 128
defined patches which 48
defined patient group 196
