damp uninhabited chambers 49
duly constituted selection 324
duly constituted superiors 67
duly constituted tribunal 327
duly constituted trustees 54
duly consummated pursuant 274
duly established authority 61
duly naturalized citizens 115
dumb instinctive affinity 46
during accelerator operation 56
during acupuncture analgesia 190
during acupuncture treatment 177
during adolescence children 53
during adolescence compared 90
during adolescence continue 46
during adolescence includes 51
during adolescence increases 226
during adolescence involves 175
during adolescence predicts 44
during adolescence probably 41
during adolescence provides 85
during adolescence reflects 51
during adolescence requires 104
during adolescence suggests 86
during artificially produced 47
during atmospheric corrosion 75
during atmospheric exposure 147
during atmospheric pressure 89
during barbiturate anesthesia 904
during barbiturate narcosis 45
during chemotherapy treatment 273
during chloroplast isolation 47
during christopher columbus 94
during chromosomal movement 51
during concomitant treatment 97
during congressional elections 128
during congressional recesses 267
during conservation treatment 98
during construction activity 85
during construction included 58
during construction projects 353
during construction resulted 53
during continental collision 408
during continental extension 155
during continuation treatment 109
during contractile activity 265
during conventional business 72
during conventional processing 88
during conventional treatment 235
during development increases 54
during development involves 98
during development probably 47
during development produces 78
during development projects 96
during development provides 68
during development requires 92
during development resulted 46
during development suggests 119
during differential diagnosis 53
during dissociative episodes 51
during established infection 40
during established lactation 325
during experiments designed 79
during exploratory activity 73
during generalized seizures 157
during groundwater recharge 378
during gynecologic surgical 68
during hematologic remission 80
during hydrocarbon oxidation 161
during hydrostatic reduction 53
during hydrothermal activity 129
during hydrothermal synthesis 134
during hydrothermal treatment 187
during incremental exercise 1276
during incremental treadmill 81
during independent practice 361
during infertility treatment 219
during inflationary episodes 90
during interactive processing 51
during intercourse increases 89
during intercourse probably 45
during interglacial episodes 60
during intravenous anesthesia 106
during intravenous contrast 99
during intravenous infusions 321
during intravenous injection 436
during intravenous nutrition 225
during intravenous treatment 55
during legislative elections 63
during legislative recesses 71
during maintenance treatment 1155
during microscopic analysis 60
during obstetrical anesthesia 76
during obstructive jaundice 70
during occupational exposure 299
during performance analysis 62
during peristaltic activity 99
during pleistocene climatic 52
during pleistocene glaciation 634
during polarization reversal 149
during polypeptide synthesis 547
during preliminary analysis 139
during preliminary questioning 150
during preliminary treatment 102
during preoperative counseling 80
during presidential campaign 314
during presidential contests 69
during presidential elections 1280
during professional education 214
during professional football 50
during professional practice 73
during progressive coronary 133
during progressive exercise 602
during progressive treadmill 66
during qualitative analysis 72
during requirement analysis 64
during respiratory acidosis 757
during respiratory activity 76
during respiratory distress 372
during respiratory excursion 48
during respiratory infection 111
during respiratory movement 103
during restorative treatment 93
during sensitivity analysis 99
during simultaneous exposure 73
during simultaneous infection 61
during simultaneous operation 55
during simultaneous treatment 54
during statistical analysis 203
during symptomatic episodes 252
during synchronous operation 56
during temperature elevation 53
during temperature extremes 365
during temperature inversion 49
during temperature variations 113
during thunderstorm activity 100
during transmission electron 47
during unfavorable climatic 42
during unfavorable economic 49
duty assignments included 125
duty commissioned officers 58
duty hereinafter mentioned 127
duty necessarily involved 91
duty necessarily involves 70
duty necessarily requires 42
duty undoubtedly receives 118
