dactylic hexameter followed 245
delivering multimedia services 45
delivering municipal services 86
delivering necessary services 42
delivering occasional lectures 111
delivering outstanding customer 57
delivering petroleum products 96
delivering political harangues 49
delivering political messages 51
delivering political speeches 174
delivering telegraph messages 75
delivering vocational education 79
delivery schedules required 50
demanded additional payments 42
demanded additional security 135
demanded additional supplies 57
demanded continual attention 93
demanded desperate remedies 108
demanded different policies 48
demanded different solutions 78
demanded different treatment 333
demanded empirical evidence 47
demanded incessant attention 52
demanded political autonomy 249
demanded political equality 233
demanded political solutions 76
demanded practical solutions 41
demanded provincial autonomy 124
demanded sustained attention 55
demanded undivided attention 127
demanded universal education 100
demanded universal military 61
demanded universal suffrage 1615
demanded unremitting attention 75
denounce injustice wherever 125
dentition permanent dentition 69
departed ancestors continue 67
departed relatives exercise 60
depletion allowance computed 92
depletion allowance deduction 55
depletion allowance increases 50
depletion allowance provided 95
deployed ballistic missiles 223
deployed strategic missiles 45
deposits previously mentioned 57
deposits prismatic crystals 60
depraved political morality 47
depressing political situation 62
depressing stillness followed 117
deprived preschool children 294
deputies accordingly departed 55
descending chromatic passages 116
descending chromatic sequence 63
descending convection currents 334
descending numerical sequence 45
descending obliquely downward 81
descending obliquely forwards 158
descending reticular activating 94
descending reticular formation 364
descends obliquely downward 269
descends obliquely forwards 1194
descends obliquely outwards 671
describe additional examples 52
describe adsorption isotherms 102
describe available services 49
describe behavioral patterns 80
describe biological evolution 47
describe cognitive functioning 58
describe different behaviors 52
describe different concepts 212
describe different cultures 61
describe different elements 109
describe different entities 66
describe different functions 100
describe different patterns 234
describe different physical 131
describe different possible 89
describe different realities 68
describe different scenarios 65
describe different segments 42
describe empirical evidence 53
describe generally accepted 2595
describe important concepts 70
describe important elements 116
describe inelastic scattering 120
describe political activity 86
describe population dynamics 144
describe programming languages 129
describe spiritual realities 65
describe themselves variously 56
describe turbulent diffusion 50
describing available services 55
describing different patterns 66
describing different physical 49
describing different possible 60
describing important equations 47
describing population dynamics 94
describing programming languages 107
describing television programs 43
describing turbulent diffusion 62
deserted warehouse district 122
deserved different treatment 120
deserved scholarly attention 59
deserves additional attention 566
deserves additional comments 45
deserves additional emphasis 99
deserves additional scrutiny 43
deserves continued attention 274
deserves different treatment 60
deserves empirical attention 47
deserves extensive analysis 43
deserves extensive quotation 412
deserves extensive treatment 103
deserves scholarly attention 178
deserves sustained attention 82
deserves thoughtful attention 147
deserves undivided attention 51
deserves universal attention 60
deserves universal imitation 74
deserves widespread attention 96
designed advertising campaign 131
designed combustion chambers 273
designed incentive programs 105
designed industrial products 128
designed interview schedule 125
designed preschool programs 48
designed prevention programs 47
designed production capacity 405
designed programming languages 106
designed relational database 464
designer carefully consider 51
desolate mountains contrast 127
despairing expression scribbling 48
despairing shepherds addressing 70
destroying ammunition destined 55
destroying ballistic missiles 178
destroying contracts derogate 47
destroying important evidence 60
destroys biological activity 86
destroys enzymatic activity 45
detached mausoleum containing 53
detached objective attitude 94
detached objective observer 516
detached themselves entirely 40
detaches embryonic skeletal 55
detailed abundance analysis 78
detailed affidavit describing 42
detailed agreement concerning 67
detailed antigenic analysis 173
detailed arguments advanced 65
detailed arguments concerning 337
detailed arguments supporting 84
detailed attribute analysis 291
detailed behavioral analysis 557
detailed character analysis 325
detailed character sketches 258
detailed childhood memories 46
detailed cognitive analysis 105
detailed commodity breakdown 111
detailed component analysis 50
detailed conditions hereafter 124
detailed diagnostic analysis 135
detailed directions concerning 479
detailed directions provided 49
detailed discourse analysis 552
detailed discussion concerning 2492
detailed discussion followed 74
detailed discussion pertaining 64
detailed discussion provided 53
detailed documents concerning 51
detailed dynamical analysis 71
detailed elemental analysis 86
detailed emergency response 89
detailed empirical accounts 132
detailed empirical analysis 3839
detailed empirical evidence 2015
detailed empirical examples 53
detailed empirical scrutiny 60
detailed estimates prepared 191
detailed executive capacity 41
detailed frequency analysis 262
detailed frequency spectrum 42
detailed functional analysis 1507
detailed geographic analysis 42
detailed geological analysis 149
detailed graphical analysis 147
detailed household accounts 316
detailed hydraulic analysis 63
detailed hypotheses concerning 121
detailed hypothesis concerning 72
detailed industrial breakdown 141
detailed inquiries concerning 58
detailed interview schedule 255
detailed kinematic analysis 98
detailed knowledge acquired 83
detailed knowledge concerning 2062
detailed knowledge obtained 61
detailed knowledge required 444
detailed mechanism involved 131
detailed mechanism underlying 65
detailed molecular analysis 1018
detailed molecular dynamics 172
detailed mutational analysis 122
detailed narrative accounts 876
detailed narrative analysis 74
detailed narrative describing 60
detailed newspaper accounts 654
detailed newspaper coverage 93
detailed nucleotide sequence 96
detailed numerical analysis 1579
detailed numerical examples 327
detailed numerical solutions 158
detailed numerical treatment 55
detailed objective analysis 91
detailed operations involved 125
detailed operations required 41
detailed personnel policies 94
detailed political analysis 640
detailed political biography 68
detailed population analysis 45
detailed practical analysis 85
detailed practical examples 135
detailed practical guidance 405
detailed practical interest 70
detailed practical problems 89
detailed practical questions 53
detailed procedure followed 93
detailed procedure involved 58
detailed procedure outlined 71
detailed processes involved 649
detailed production decisions 51
detailed production schedule 320
detailed production scheduling 444
detailed programming examples 107
detailed proposals concerning 385
detailed proposals designed 53
detailed proposals included 49
detailed protocols describing 45
detailed provisions concerning 4508
detailed provisions designed 445
detailed provisions intended 57
detailed provisions pertaining 169
detailed provisions regulating 474
detailed provisions relative 135
detailed provisions required 44
detailed provisions respecting 157
detailed provisions specifying 108
detailed published accounts 294
detailed published analysis 42
detailed reference materials 55
detailed regression analysis 245
detailed regulation concerning 131
detailed scholarly accounts 48
detailed scholarly analysis 250
detailed scholarly attention 296
detailed scholarly biography 50
detailed scholarly treatment 207
detailed sequential analysis 100
detailed simulation analysis 186
detailed simulation programs 54
detailed stability analysis 497
detailed statement concerning 772
detailed statement containing 64
detailed statement describing 272
detailed statement explaining 233
detailed statement indicating 82
detailed statement prepared 159
detailed statement required 223
detailed statement respecting 59
detailed statutory guidance 45
detailed statutory provision 176
detailed strategic analysis 71
detailed structure analysis 190
detailed stylistic analysis 529
detailed syntactic analysis 356
detailed taxonomic analysis 63
detailed taxonomic treatment 52
detailed technical accounts 120
detailed technical analysis 1901
detailed technical argument 46
detailed technical articles 117
detailed technical comments 49
detailed technical decisions 65
detailed technical document 42
detailed technical evidence 98
detailed technical guidance 263
detailed technical problems 250
detailed technical proposal 49
detailed technical questions 881
detailed technical solutions 57
detailed technical treatment 146
detailed testimony concerning 194
detailed theological analysis 147
detailed theological argument 40
detailed theoretical accounts 59
detailed theoretical analysis 4987
detailed theoretical approach 63
detailed theoretical argument 72
detailed theoretical attention 40
detailed theoretical rationale 42
detailed theoretical treatment 2265
detected furtively collecting 84
detected pesticide residues 62
detection technique employed 181
detection technique involves 121
detection thresholds obtained 97
detector frequency response 165
detested intangible metaphor 48
deuteron structure functions 136
developing additional business 46
developing additional products 47
developing additional programs 49
developing additional services 40
developing additional software 113
developing additional supplies 62
developing advertising messages 79
developing advertising programs 64
developing advertising strategy 130
developing alternate solutions 79
developing antisocial behaviors 65
developing aspiration pneumonia 379
developing ballistic missiles 470
developing behavioral controls 59
developing behavioral patterns 81
developing behavioral problems 361
developing behavioral sciences 143
developing bilateral economic 113
developing bilateral relations 1091
developing biological organism 72
developing biological sciences 41
developing classroom materials 86
developing classroom practice 98
developing cognitive capacity 109
developing commercial contacts 62
developing commercial products 264
developing commercial property 46
developing commercial relations 455
developing commercial software 131
developing community capacity 208
developing community colleges 100
developing community contacts 85
developing community education 125
developing community interest 93
developing community networks 81
developing community programs 294
developing community projects 97
developing community recreation 56
developing community relations 165
developing community services 291
developing compliance programs 57
developing composite materials 65
developing consensus concerning 40
developing corporate policies 60
developing corporate strategy 312
developing countries absorbed 111
developing countries accepted 599
developing countries accounting 543
developing countries accounts 424
developing countries achieved 1114
developing countries acquired 145
developing countries actively 413
developing countries actually 1454
developing countries adequate 74
developing countries advanced 127
developing countries advocate 106
developing countries affected 885
developing countries allocate 179
developing countries amounted 2559
developing countries analyzed 85
developing countries annually 148
developing countries approach 106
developing countries asserted 84
developing countries attached 82
developing countries attained 224
developing countries attempting 677
developing countries attempts 52
developing countries attended 105
developing countries averaged 981
developing countries averages 89
developing countries believed 254
developing countries benefiting 258
developing countries benefits 130
developing countries borrowed 756
developing countries burdened 84
developing countries children 181
developing countries coincide 62
developing countries combined 552
developing countries commonly 483
developing countries compared 1438
developing countries complain 453
developing countries comprise 142
developing countries comprising 81
developing countries concerning 601
developing countries concerns 886
developing countries conclude 53
developing countries confirms 92
developing countries confront 489
developing countries consider 1476
developing countries consists 941
developing countries consumed 90
developing countries containing 61
developing countries contains 106
developing countries continue 5211
developing countries declared 153
developing countries declined 2325
developing countries declines 50
developing countries decreased 346
developing countries demanded 490
developing countries depended 373
developing countries deserves 99
developing countries designed 188
developing countries developing 675
developing countries differed 163
developing countries directed 96
developing countries directly 682
developing countries domestic 122
developing countries dominate 45
developing countries economic 995
developing countries education 247
developing countries eligible 140
developing countries embarked 347
developing countries embraced 122
developing countries emphasis 40
developing countries employed 52
developing countries examined 296
developing countries exceeded 731
developing countries excluded 183
developing countries exercise 114
developing countries expanded 827
developing countries expected 174
developing countries explains 62
developing countries exported 559
developing countries external 77
developing countries financed 311
developing countries financial 425
developing countries followed 911
developing countries generate 122
developing countries identify 107
developing countries imported 209
developing countries improved 220
developing countries improves 71
developing countries included 850
developing countries includes 356
developing countries increased 10532
developing countries increases 972
developing countries incurred 133
developing countries indicate 942
developing countries indicating 66
developing countries initially 257
developing countries initiated 348
developing countries insisted 413
developing countries intended 54
developing countries interact 44
developing countries interest 127
developing countries invested 183
developing countries involved 1325
developing countries involves 476
developing countries launched 215
developing countries likewise 49
developing countries maintain 1024
developing countries mentioned 214
developing countries migration 45
developing countries military 52
developing countries mitigate 47
developing countries negotiate 64
developing countries negotiating 55
developing countries normally 405
developing countries nowadays 221
developing countries objected 160
developing countries observed 83
developing countries obtained 335
developing countries obviously 114
developing countries occupies 46
developing countries occurred 149
developing countries outlined 40
developing countries overcome 243
developing countries perceive 559
developing countries policies 43
developing countries possessing 129
developing countries practice 133
developing countries prepared 261
developing countries presents 665
developing countries preserve 50
developing countries prevents 55
developing countries probably 773
developing countries problems 199
developing countries proceeds 113
developing countries produced 320
developing countries produces 104
developing countries products 64
developing countries progress 336
developing countries prohibit 66
developing countries promoted 78
developing countries promotes 52
developing countries prompted 69
developing countries proposed 372
developing countries provided 1533
developing countries provides 1256
developing countries purchase 172
developing countries pursuant 137
developing countries received 1239
developing countries receives 63
developing countries recently 149
developing countries recorded 405
developing countries referred 156
developing countries reflects 450
developing countries regarded 277
developing countries regulate 57
developing countries rejected 219
developing countries relative 554
developing countries remained 2059
developing countries reported 324
developing countries requesting 59
developing countries required 643
developing countries requires 2403
developing countries resisted 177
developing countries resorted 125
developing countries responding 40
developing countries restrict 129
developing countries resulted 314
developing countries retained 48
developing countries reviewed 107
developing countries selected 231
developing countries seriously 164
developing countries severely 103
developing countries situated 105
developing countries somewhat 113
developing countries specially 161
developing countries strengthen 241
developing countries stressed 210
developing countries struggle 880
developing countries struggling 306
developing countries suddenly 97
developing countries suffered 1236
developing countries suggests 3305
developing countries supplied 139
developing countries supporting 45
developing countries supports 101
developing countries surveyed 364
developing countries switched 45
developing countries therefore 1285
developing countries threatened 122
developing countries transfer 169
developing countries undergoing 983
developing countries urgently 149
developing countries warrants 47
developing countries welcomed 67
developing countries whenever 112
developing countries wherever 99
developing countries worsened 67
developing desirable personal 53
developing different patterns 43
developing different products 109
developing different programs 59
developing digitalis toxicity 121
developing diversity programs 131
developing economies compared 128
developing economies continue 58
developing economies increased 87
developing economies requires 43
developing economies suggests 69
developing effective business 262
developing effective citizens 68
developing effective clinical 49
developing effective computer 51
developing effective controls 72
developing effective defenses 55
developing effective delivery 55
developing effective education 58
developing effective financial 41
developing effective internal 60
developing effective linkages 46
developing effective managers 57
developing effective messages 80
developing effective monitoring 48
developing effective patterns 50
developing effective personal 53
developing effective policies 414
developing effective practice 96
developing effective programs 669
developing effective relations 62
developing effective services 201
developing effective software 47
developing effective solutions 248
developing effective strategy 52
developing effective therapies 142
developing effective treatment 446
developing effective vaccines 149
developing efficient parallel 164
developing efficient programs 78
developing emergency response 156
developing empirical evidence 53
developing empirical sciences 42
developing epileptic seizures 43
developing evaluation questions 49
developing extensive networks 56
developing fraternal relations 44
developing functional literacy 58
developing generally accepted 207
developing harmonious relations 156
developing hypotheses concerning 133
developing important concepts 49
developing incentive programs 65
developing inclusive education 124
developing inclusive policies 68
developing inclusive practice 80
developing increasingly powerful 61
developing industrial activity 42
developing industrial capacity 101
developing industrial education 48
developing industrial policies 109
developing industrial potential 45
developing industrial products 49
developing industrial projects 84
developing industrial relations 130
developing intangible property 78
developing interview questions 218
developing irrigation potential 40
developing irrigation projects 199
developing knowledge concerning 68
developing leadership capacity 451
developing leadership potential 510
developing leadership programs 42
developing livestock industry 58
developing malignant lymphoma 114
developing malignant melanoma 596
developing masculine identity 61
developing metabolic acidosis 1024
developing metabolic syndrome 163
developing multimedia materials 51
developing multimedia products 92
developing multimedia projects 94
developing multimedia software 49
developing numerical solutions 44
developing permanent dentition 185
developing permanent incisors 87
developing personnel policies 259
developing petroleum industry 172
developing political activity 51
developing political alliances 73
developing political ambitions 76
developing political concepts 44
developing political contacts 40
developing political interest 45
developing political maturity 98
developing political movement 80
developing political relations 116
developing political situation 1538
developing political strategy 89
developing political struggle 74
developing population policies 41
developing practical policies 47
developing practical programs 55
developing practical solutions 306
developing prediction equations 173
developing premature coronary 86
developing preschool children 486
developing prevention programs 396
developing production capacity 58
developing programming languages 153
developing psychotic symptoms 188
developing pulmonary embolism 96
developing pulmonary fibrosis 73
developing pulmonary infection 41
developing pulmonary toxicity 73
developing pulmonary vascular 296
developing reasonably accurate 45
developing recursive programs 367
developing regression equations 275
developing secondary bacterial 45
developing secondary education 229
developing secondary industry 83
developing specialist services 40
developing spiritual maturity 119
developing strategic alliances 599
developing strategic business 98
developing strategic concepts 55
developing strategic direction 62
developing strategic policies 44
developing strategic programs 52
developing strategic situation 49
developing technical education 268
developing technical progress 164
developing technical solutions 176
developing theoretical accounts 65
developing theoretical concepts 170
developing theoretical insights 92
developing turbulent boundary 182
developing vocational education 295
developing vocational guidance 155
developing vocational programs 105
developing volunteer programs 73
developing withdrawal symptoms 92
develops aspiration pneumonia 133
develops behavioral problems 46
develops metabolic acidosis 232
develops personnel policies 51
develops psychotic symptoms 73
develops pulmonary symptoms 40
develops withdrawal symptoms 118
devotions effectual remedies 59
diagnosed behavioral disorder 67
diagnosed childhood epilepsy 61
diagnosed depressed patients 115
diagnosed epileptic patients 73
diagnosed epileptic seizures 114
diagnosed malignant melanoma 86
diagnosed pulmonary embolism 110
diagnosis generally requires 106
diagnosis primarily includes 80
diagnosis sometimes requires 46
diagnosis typically involves 43
diaphragm contracts downward 203
diastolic overloading patterns 51
diastolic pressures compared 95
diastolic pressures increased 60
diastolic pressures obtained 62
diastolic pressures recorded 63
diastolic pulmonary pressure 60
dictator hernandez martinez 58
differed radically concerning 69
diffused discharge happened 79
diffused discharge produced 47
diffused discharge produces 46
diffused perpetual presence 45
diffused political authority 43
diffused throughout american 93
diffused throughout humanity 40
diffused throughout industry 77
diffused throughout infinite 47
diffused throughout scotland 56
diffused traumatic aneurism 770
diffusion activation energies 1935
diffusion constants obtained 229
diffusion distances involved 80
diffusion mechanism involved 61
diffusion mechanism involves 102
diffusion mechanism operates 114
diffusion mechanism proposed 43
diffusion molecular diffusion 44
diffusion processes dominate 103
diffusion processes involved 343
diffusion transport equations 140
dilemmas confronting american 44
diligent inquiries concerning 113
diligent inquiries respecting 99
diminish excessive secretion 46
diminish psychotic symptoms 125
diminish withdrawal symptoms 122
diphtheria antitoxin contains 49
diphtheria antitoxin prepared 209
diphtheria antitoxin produced 193
diphtheria antitoxin treatment 59
directed advertising campaign 44
directed backwards parallel 62
directed brokerage accounts 596
directed character assassin 99
directed cognitive activity 149
directed diagonally downward 121
directed executive agencies 46
directed hausdorff distance 371
directed industrial policies 53
directed industrial strategy 46
directed molecular evolution 446
directed mutational analysis 135
directed obliquely backward 2190
directed obliquely distally 102
directed obliquely downward 1986
directed obliquely forwards 1807
directed obliquely outwards 1128
directed placement algorithm 130
directed political activity 230
directed practical activity 50
directed scholarly attention 330
directed statutory provision 124
directed universal attention 47
directed voluntary activity 84
directed voluntary movement 50
directed widespread attention 72
direction altogether opposite 55
direction generally opposite 178
direction generally parallel 638
direction obliquely downward 60
direction perfectly parallel 52
direction perfectly straight 87
direction precisely contrary 45
direction precisely opposite 602
directly addressed economic 41
directly addressed problems 41
directly addressed questions 101
directly addresses questions 136
directly adversely affected 105
directly analogous situation 49
directly challenged american 150
directly challenged prevailing 61
directly conflicting evidence 49
directly connected expenses 123
directly connected machines 44
directly connected neighbor 159
directly connected networks 1408
directly connected printers 56
directly connected problems 41
directly connected terminal 183
directly effective provision 311
directly indicates latitude 124
directly influence business 115
directly influence cellular 44
directly influence children 211
directly influence clinical 42
directly influence consumer 171
directly influence customer 51
directly influence decisions 208
directly influence domestic 47
directly influence economic 196
directly influence employee 178
directly influence interest 47
directly influence outcomes 175
directly influence physical 82
directly influence policies 50
directly influence resource 50
directly influence specific 66
directly influence students 78
directly influence survival 48
directly influence treatment 42
directly influencing children 41
directly influencing decisions 41
directly influencing economic 48
directly innervate skeletal 60
directly instructing students 42
directly measurable benefits 53
directly measurable economic 65
directly measurable physical 144
directly measurable property 51
directly measurable quantity 750
directly measurable variables 185
directly political activity 97
directly political approach 47
directly political concerns 89
directly political dimension 63
directly political functions 60
directly political purposes 125
directly political questions 112
directly practical purposes 89
directly practical questions 59
directly questioned concerning 59
directly recruited officers 132
directly regulates economic 44
directly regulates mammalian 80
directly restrains commerce 50
directly stimulate curiosity 73
directly stimulate dopamine 190
directly stimulate secretion 48
directly stimulating dopamine 41
directly verifiable existent 90
director alejandro gonzalez 52
director assistant director 83
director expressed surprise 53
director personnel director 54
director production director 56
director reasonably believed 140
director reasonably believes 1727
dirtiest existence possible 115
disabled dependent children 93
disabled dependent widowers 65
disabled emergency officers 59
disabled preschool children 292
disabled secondary students 210
disabled volunteer soldiers 722
disallow provincial statutes 47
disaster emergency response 60
disaster mitigation policies 56
disaster mitigation programs 285
disaster mitigation projects 121
disaster mitigation strategy 60
disaster prevention programs 52
disaster prevention projects 112
disaster succeeded disaster 86
disclose associated benefits 43
disclose favorable evidence 119
disclose nonpublic personal 1477
disclose requested evidence 65
disclose sensitive personal 57
disclose strategic intention 60
disclosing nonpublic personal 229
discount brokerage accounts 686
discount brokerage business 976
discount brokerage industry 276
discount brokerage operation 103
discount brokerage services 2983
discount usability engineering 686
discover additional evidence 158
discover additional examples 44
discover additional reserves 52
discover available services 68
discover different patterns 53
discover empirical evidence 60
discover functional relations 62
discover harlequin american 143
discover important concepts 66
discover important insights 69
discover important patterns 54
discover important variables 46
discover interesting patterns 174
discover practical solutions 67
discover recurrent patterns 61
discover sequential patterns 41
discreet inquiries concerning 128
discrete absorption spectrum 54
discrete activation energies 114
discrete aggregate consists 50
discrete algebraic equations 163
discrete amplitude spectrum 55
discrete biological entities 86
discrete classroom behaviors 107
discrete cognitive deficits 55
discrete cognitive functions 78
discrete component approach 56
discrete component circuits 504
discrete dependent variables 863
