db correction factor 211
do linguistics without 40
do malignant growths 51
do malignant tumors 95
do marvelous wisely 52
do materially affect 147
do materially better 45
do materially differ 52
do methodists desire 41
do microsoft access 77
do miserably delude 63
do molecular biology 96
do moonlight scenes 101
do mountains affect 110
do mountains become 69
do municipal bodies 89
do mysteries before 44
do naturally affect 46
do naturally divide 55
do naturally follow 294
do naturally oblige 46
do naturally result 53
do naturally without 75
do necessary chores 251
do necessary shopping 77
do newcastle trader 99
do noticeable damage 63
do noticeably better 184
do obeisance before 454
do obsequious sorrow 342
do occasional damage 65
do occasional pieces 48
do organisms become 56
do organized groups 74
do ourselves credit 191
do ourselves serious 40
do ourselves without 46
do penetrate through 157
do perfectly without 53
do permanent damage 5609
do permanent injury 373
do plantation owners 168
do political actors 189
do political battle 223
do political damage 71
do political elites 253
do political events 62
do political favors 75
do political forces 41
do political issues 55
do political leaders 1063
do political rights 87
do practical training 65
do previously invite 59
do priceless divine 73
do primarily through 68
do primitive peoples 145
do producers decide 59
do production planning 87
do propagate through 42
do provincial family 184
do purposely forbear 46
do recognize common 42
do recognize something 135
do recollect something 159
do reference checks 102
do reference groups 88
do regularly attend 136
do regularly coexist 104
do represent actual 213
do represent another 105
do represent changes 62
do represent christ 89
do represent common 52
do represent fairly 204
do represent points 40
do represent reality 192
do represent serious 53
do represent something 891
do represent useful 44
do represent values 48
do represent various 41
do residents always 47
do reverence before 217
do reviewers remind 81
do secondary school 1198
do selective breeding 57
do sensitive periods 315
do sentences manage 83
do severally depose 116
do severally hereby 51
do sincerely affirm 84
do sincerely assure 147
do sincerely desire 465
do sincerely lament 174
do sincerely regret 200
do sincerely repent 286
do societies differ 104
do sometimes accept 85
do sometimes advert 45
do sometimes affect 153
do sometimes arrive 47
do sometimes assume 243
do sometimes attack 403
do sometimes attain 63
do sometimes attend 92
do sometimes become 1537
do sometimes behave 477
do sometimes borrow 64
do sometimes choose 261
do sometimes commit 103
do sometimes decide 58
do sometimes depart 45
do sometimes desire 62
do sometimes differ 195
do sometimes emerge 131
do sometimes employ 96
do sometimes escape 245
do sometimes evolve 76
do sometimes exceed 58
do sometimes extend 53
do sometimes follow 189
do sometimes forget 269
do sometimes happen 1204
do sometimes impose 61
do sometimes injure 43
do sometimes insult 57
do sometimes listen 63
do sometimes manage 258
do sometimes mention 53
do sometimes mislead 94
do sometimes murder 113
do sometimes obtain 73
do sometimes permit 57
do sometimes prefer 55
do sometimes pursue 44
do sometimes refuse 48
do sometimes regret 92
do sometimes remain 122
do sometimes report 44
do sometimes resist 42
do sometimes resort 81
do sometimes result 459
do sometimes return 141
do sometimes strike 141
do sometimes suffer 502
do sometimes travel 57
do sometimes violate 76
do sometimes without 52
do sometimes wonder 827
do sovereign states 62
do spiritual battle 234
do strategic planning 2724
do strenuous manual 44
do succession planning 360
do technical changes 51
do technical training 93
do temperate actions 41
do temporary changes 45
do terrorist groups 69
do thankfully accept 76
do themselves become 102
do themselves better 76
do themselves credit 768
do themselves damage 238
do themselves differ 59
do themselves homage 43
do themselves injury 223
do themselves little 248
do themselves pretty 47
do themselves serious 178
do themselves without 87
do theological battle 42
do theoretical models 45
do throughout europe 105
do undertake strange 40
do uniformly better 49
do unlimited damage 63
do unpleasant chores 47
do unskilled manual 536
do virtually assert 71
do vocational training 69
do voluntary actions 43
do whatsoever christ 97
do whatsoever pleases 93
do whatsoever seemed 43
do whatsoever serves 75
do wholesale murder 82
do wholesale prices 167
do widespread damage 217
do wonderful tricks 95
