damp pocket handkerchief 49
done without interruptions 82
done without justification 229
done without participation 78
done without premeditation 305
done without qualification 64
done without substantially 84
done without supernatural 46
done without unacceptable 51
door opened effortlessly 60
door opened spontaneously 81
door opened sufficiently 102
door opened unexpectedly 356
door slamming reverberated 89
dose effect relationships 162
dose levels administered 86
dose plasma concentration 42
dose varied considerably 45
dose varies considerably 268
down almost continuously 350
down almost horizontally 420
down almost indefinitely 94
down almost mechanically 47
down almost unconsciously 119
down before independence 86
down before irresistible 181
down causal relationships 46
down design methodologies 302
down earlier interventions 43
down family relationships 84
down flowed unrestrained 53
down formal requirements 111
down idiotic astonishment 65
down public expenditures 187
down school desegregation 108
down special requirements 89
down strict requirements 216
down through carelessness 41
down through contemporary 41
down through international 40
down through successively 170
down various requirements 54
down without considerable 240
down without consideration 302
down without contradiction 59
down without interference 152
down without justification 42
down without premeditation 49
down without qualification 804
draw absurd consequences 85
draw causal relationships 109
draw further consequences 137
draw further illustrations 43
draw simple illustrations 52
dread disease tuberculosis 46
dream without interference 133
drop further consideration 155
drug called streptomycin 125
drug dosage requirements 87
drug labeling requirements 68
drug plasma concentration 1863
drug reaction surveillance 91
drug safety surveillance 187
drug therapy administered 291
drug therapy indefinitely 51
drug unless specifically 56
drug varies considerably 80
drum placed horizontally 78
drying various agricultural 60
dual agency relationships 55
dual career partnerships 64
dual career relationships 124
dual thermal conductivity 50
dull hopper unexpectedly 56
dull normal intelligence 724
during active inflammatory 55
during active participation 109
during active proliferation 78
during active reproductive 147
during active transcription 57
during active transpiration 83
during actual conversations 46
during actual performances 277
during aerobic decomposition 127
during alpine metamorphism 65
during another demonstration 59
during another investigation 41
during budget deliberations 136
during cardiac resuscitation 601
during casual conversations 338
during clinic appointments 46
during covert sensitization 72
during dental appointments 82
during device configuration 57
during dinner conversations 91
during direct visualization 47
during double fertilization 124
during driver introductions 53
during dyadic communication 56
during earlier conversations 43
during ethanol precipitation 71
during family conversations 65
during female reproductive 48
during formal investigation 56
during formal presentations 109
during freeze concentration 74
during freezing temperatures 183
during french revolutionary 166
during further investigation 58
during further manipulations 60
during german reunification 70
during initial configuration 130
during initial consolidation 45
during initial consultations 46
during initial conversations 51
during initial investigation 61
during initial resuscitation 251
during initial stabilization 93
during kernel configuration 122
during kernel initialization 218
during litter decomposition 348
during marine transgression 186
during meiotic recombination 318
during memory consolidation 214
during mental concentration 87
during normal communication 49
during normal comprehension 65
during normal consciousness 166
during normal conversations 103
during normal fertilization 78
during normal physiological 409
during normal reproductive 53
during object initialization 107
during partial hydrogenation 125
during periods sufficiently 59
during player introductions 41
during police interrogation 2874
during police investigation 280
during policy deliberations 77
during public consultations 48
during public disturbances 52
during public participation 70
during public performances 315
during public presentations 97
during recent conversations 54
during recent disturbances 91
during recent international 49
during refuse decomposition 85
during ritual performances 347
during sample decomposition 70
during school desegregation 130
during senate consideration 311
during senate deliberations 42
during serious revolutionary 46
during severe disturbances 54
during severe indisposition 50
during severe thunderstorms 208
during sexual relationships 68
during speech communication 81
during speech comprehension 310
during spinal manipulative 132
during sports participation 520
during strand displacement 56
during summer temperatures 55
during summer thunderstorms 702
during system configuration 253
during system disturbances 326
during system initialization 3393
during system specification 90
during teacher presentations 68
during thermal decomposition 888
during thermal metamorphism 229
during trauma resuscitation 91
during various conversations 87
during various disturbances 48
during various experimental 142
during various international 73
during various physiological 308
during various reproductive 260
during verbal communication 226
during violent thunderstorms 178
during volume resuscitation 47
duty almost continuously 85
duty looked disdainfully 41
duty toward stockholders 44
duty trucks manufactured 104
duty unless specifically 60
duty widely acknowledged 70
duty without interference 100
