db of amplification 894
do the extrapolation 85
do the firefighters 46
do the frontispiece 47
do the functionaries 117
do the fundamentals 161
do the governmental 118
do the grandparents 173
do the grasshoppers 129
do the gravitational 67
do the heterogeneous 69
do the hierarchical 75
do the historically 71
do the hydrocarbons 130
do the hysterectomy 97
do the illustrations 2658
do the illustrative 61
do the imperfections 138
do the impersonation 60
do the impoverished 94
do the improvements 316
do the improvisation 67
do the inadequacies 46
do the inappropriate 52
do the incorporation 66
do the independents 98
do the individually 59
do the inequalities 126
do the inflammatory 104
do the informational 46
do the initialization 209
do the installations 116
do the instantaneous 58
do the institutional 488
do the instructional 186
do the instrumental 151
do the intellectual 1258
do the intelligence 619
do the interference 71
do the international 1015
do the interpolation 156
do the interpreters 130
do the interpretive 127
do the interrogation 586
do the intersections 70
do the interventions 150
do the interviewees 113
do the interviewers 92
do the introductions 841
do the introductory 418
do the investigation 1623
do the investigator 40
do the journalistic 42
do the kindergarten 48
do the laboratories 63
do the legislatures 192
do the macroeconomic 50
do the manipulations 138
do the manufacturer 137
do the manufactures 55
do the masterpieces 188
do the materialistic 62
do the mathematicians 268
do the mediterranean 240
do the metaphorical 57
do the metaphysical 166
do the methodologies 44
do the metropolitan 183
do the miscellaneous 86
do the modifications 319
do the mountaineers 54
do the multinational 55
do the multiplicity 179
do the naturalistic 52
do the neighborhood 306
do the neurological 80
do the normalization 58
do the objectionable 43
do the orchestration 168
do the organizations 612
do the parliamentary 136
do the participants 2913
do the participation 79
do the peculiarities 187
do the performances 376
do the perpetrators 183
do the perplexities 56
do the perspectives 307
do the perturbations 46
do the philanthropic 204
do the philosophers 971
do the philosophies 141
do the philosophizing 78
do the phonological 63
do the photographic 175
do the physiological 393
do the physiologists 45
do the policymakers 55
do the practitioners 417
do the presbyterians 113
do the prescriptions 123
do the presentations 206
do the proclamations 48
do the productivity 65
do the professionals 629
do the proliferation 42
do the propensities 46
do the protagonists 600
do the psychiatrists 153
do the quantitative 333
do the questionnaire 250
do the ramifications 66
do the randomization 161
do the recalculation 44
do the recollections 146
do the reconciliation 101
do the reconnoitering 90
do the reconstructing 133
do the refreshments 67
do the relationships 1399
do the reorganization 73
do the replacements 55
do the reproductive 270
do the requirements 1730
do the resemblances 77
do the revolutionary 234
do the righteousness 157
do the satisfactions 83
do the scandinavians 72
do the schoolmaster 156
do the semicircular 84
do the shareholders 528
do the significance 143
do the similarities 719
do the slaveholders 98
do the socioeconomic 86
do the specifically 42
do the specification 64
do the stakeholders 227
do the standardized 159
do the statisticians 49
do the stenographic 45
do the sterilization 44
do the stockholders 461
do the storytellers 68
do the strawberries 43
do the streptococci 62
do the subordinates 124
do the substitutions 96
do the supermarkets 44
do the supernatural 768
do the superstitious 65
do the supplemental 43
do the surveillance 258
do the technologies 194
do the temperaments 49
do the temperatures 363
do the thermodynamic 61
do the traditionally 65
do the trajectories 130
do the transcendent 42
do the transcription 235
do the transnational 53
do the transposition 53
do the unacceptable 52
do the unattractive 41
do the unbelievable 124
do the underwriters 67
do the unemployment 102
do the unforgivable 137
do the unimaginable 229
do the universities 729
do the unmentionable 54
do the unpardonable 69
do the unregenerate 60
do the unscrupulous 42
do the unsuccessful 66
do the untouchables 205
do the vicissitudes 75
do the visualization 319
do the vocabularies 71
do thy commandments 249
do to agricultural 92
do to characterize 234
do to consistently 57
do to contemporary 66
do to continuously 58
do to deliberately 50
do to differentiate 625
do to discriminate 89
do to dramatically 106
do to international 136
do to organizations 62
do to overestimate 54
do to oversimplify 43
do to productivity 156
do to rehabilitate 243
do to reinvigorate 57
do to relationships 109
do to revolutionize 117
do to substantially 61
do to successfully 793
do to troubleshoot 139
do us considerable 202
do us incalculable 196
do we analytically 48
do we appropriately 95
do we characterize 1292
do we collectively 178
do we consistently 253
do we continuously 97
do we conveniently 40
do we deliberately 233
do we differentiate 1568
do we discriminate 612
do we individually 148
do we intentionally 85
do we legitimately 53
do we misrepresent 40
do we operationally 47
do we overestimate 73
do we particularly 264
do we philosophize 71
do we realistically 73
do we specifically 142
do we spontaneously 97
do we successfully 180
do we sufficiently 401
do we traditionally 40
do we unconsciously 205
do we unhesitatingly 52
