if anybody touched it without 46
is closely related to persian 106
is closely related to phenol 40
is closely related to planning 182
is closely related to plasma 116
is closely related to policy 189
is closely related to profit 58
is closely related to public 320
is closely related to reality 50
is closely related to reasoning 65
is closely related to recent 141
is closely related to russian 60
is closely related to safety 57
is closely related to school 200
is closely related to section 55
is closely related to sexual 159
is closely related to simple 55
is closely related to sodium 161
is closely related to something 81
is closely related to spatial 73
is closely related to speech 158
is closely related to spoken 53
is closely related to starch 126
is closely related to status 105
is closely related to strength 51
is closely related to stress 192
is closely related to system 75
is closely related to theories 86
is closely related to thermal 108
is closely related to thought 91
is closely related to training 40
is closely related to values 43
is closely related to various 215
is closely related to verbal 57
is closely related to visual 77
is closely related to volume 58
is closely related to weight 69
is closely related to whether 287
is closely similar to another 44
is concave towards the latter 40
is concave towards the origin 68
is correct because it refers 99
is correct depends on whether 91
is crushed between the stones 44
is decided according to whether 53
is defined according to whether 93
is defined broadly in section 48
is defined exactly as before 52
is divided according to gender 123
is divided according to whether 176
is divided against an island 46
is divided between my memory 66
is divided between the broker 144
is divided between the buyers 43
is divided between the clamps 115
is divided between the client 66
is divided between the county 98
is divided between the desire 52
is divided between the english 104
is divided between the estate 74
is divided between the forces 60
is divided between the former 54
is divided between the french 138
is divided between the ganglion 41
is divided between the lender 53
is divided between the owners 131
is divided between the person 120
is divided between the prefix 102
is divided between the public 249
is divided between the school 113
is divided between the second 81
is divided between the spouse 52
is divided between the states 292
is divided between the tenant 87
is divided between the united 123
is divided between the various 384
is divided between the writer 131
is entered remains the active 43
is equally against the maxims 52
is equally capable of becoming 42
is equally capable of carrying 42
is equally capable of exposing 156
is equally capable of handling 42
is equally capable of strict 42
is equally deserving of notice 49
is equally deserving of praise 101
is equally divided in opinion 336
is equally foolish to expect 46
is equally foolish to ignore 67
is equally founded in nature 47
is equally logical to assume 75
is equally misleading to assume 82
is equally natural to assume 43
is equally natural to measure 43
is equally opposed to nature 55
is equally painful to prolong 40
is exactly similar to another 140
is exerted against the piston 57
is falsely accused of murder 379
is falsely accused of treason 76
is favored because it allows 45
is finally allowed to return 62
is finally beginning to emerge 119
is finally beginning to realize 82
is general purpose in nature 56
is guarded against by special 136
is guarded against the reigning 40
is halfway between the center 233
is halfway between the middle 43
is halfway between the points 64
is halfway between the values 57
is happily married to another 41
is harmful because it causes 65
is heartily welcome to attack 45
is helpful because it allows 411
is helpful because it forces 43
is helpful because it offers 45
is helpful because it points 41
is illegal although the matter 45
is immoral because it denies 59
is immoral because it thrives 244
is impelling language to induce 75
is implied against the holder 81
is largely because of soviet 353
is largely because the jewish 40
is largely because the latter 54
is largely because the public 49
is largely because the united 52
is largely carried on through 134
is largely european in origin 40
is largely genetic in origin 115
is largely limited to existing 60
is largely organic in nature 64
is largely present the nature 45
is largely protein in nature 42
is legally defined as sexual 57
is legally married to another 62
is legally married to someone 63
is legally obliged to accept 65
is legally obliged to inform 40
is legally obliged to report 71
is limited because it relies 43
is limited because the amount 45
is limited because the number 79
is linearly related to another 45
is linearly related to income 91
is linearly related to oxygen 116
is linearly related to strain 53
is linearly related to volume 44
is located between the bottom 119
is located between the cathode 75
is located between the center 77
is located between the cities 73
is located between the distal 193
is located between the dorsal 177
is located between the eastern 66
is located between the effort 72
is located between the greater 97
is located between the layers 63
is located between the middle 200
is located between the orbits 63
is located between the points 63
is located between the rectum 53
is located between the rivers 44
is located between the screen 113
is located between the second 254
is located between the source 86
is located between the tendon 76
is located between the thyroid 54
is located outside the building 401
is located outside the circle 87
is located outside the domain 59
is located outside the limits 80
is located outside the plasma 46
is located outside the spinal 40
is located outside the united 1373
is located outside the vacuum 61
is located towards the bottom 108
is loosely applied to almost 72
is loosely applied to various 41
is material because it enters 45
is measured according to whether 88
is measured against the normal 57
is measured against the number 49
is measured between the center 76
is measured between the normal 42
is measured between the points 129
is misleading because it creates 57
is misleading because it refers 59
is morally neutral in itself 51
is morally obliged to accept 74
is morally obliged to follow 50
is morally superior to another 85
is mounted outside the building 42
is oftener subject to changes 45
is ordered according to genera 44
is overlap between the groups 53
is overlap between the various 60
is perfect liberty of thought 57
is perhaps because the gender 86
is perhaps beginning to emerge 45
is perhaps closest in spirit 90
is perhaps correct to assume 46
is perhaps deserving of mention 56
is perhaps deserving of notice 53
is perhaps hardest to arrive 67
is perhaps helpful to recall 78
is perhaps inferior to england 212
is perhaps largely the result 52
is perhaps logical to assume 61
is perhaps natural to assume 154
is perhaps natural to expect 118
is perhaps nowhere so clearly 63
is perhaps related to another 46
is perhaps simpler to follow 40
is perhaps somehow or another 43
is perhaps vitiated by misery 81
is plainly evident to anyone 61
is plotted against the actual 136
is plotted against the amount 615
is plotted against the angular 92
is plotted against the annealing 65
is plotted against the annual 54
is plotted against the atomic 311
is plotted against the carbon 51
is plotted against the degree 200
is plotted against the energy 313
is plotted against the height 58
is plotted against the initial 458
is plotted against the liquid 56
is plotted against the normal 82
is plotted against the number 2215
is plotted against the output 47
is plotted against the oxygen 86
is plotted against the partial 123
is plotted against the radius 86
is plotted against the reaction 103
is plotted against the sample 70
is plotted against the second 61
is plotted against the square 1386
is plotted against the strain 121
is plotted against the strength 53
is plotted against the stress 338
is plotted against the values 67
is plotted against the volume 1342
is plotted against the weight 216
is popular because it allows 243
is popular because it avoids 54
is popular because it offers 134
is preparing himself to become 75
is present between the muscle 50
is present between the plates 73
is present between the second 47
is present between the tendon 45
is present directing the earlier 62
is pressed against the bottom 384
is pressed against the cervix 40
is pressed against the circle 116
is pressed against the ground 176
is pressed against the inside 198
is pressed against the master 45
is pressed against the object 45
is pressed against the palate 197
is pressed against the printing 64
is pressed against the rotating 259
is pressed against the rubber 53
is pressed against the sample 60
is pressed against the screen 53
is pressed against the septum 120
is pressed against the window 136
is rapidly declining of itself 40
is rapidly expanding the number 45
is rapidly increasing in extent 98
is rapidly increasing in number 76
is rapidly increasing in volume 54
is rapidly increasing the number 115
is reduced because the amount 43
is reduced because the number 81
is refused because the person 51
is related somehow to something 67
is removed because of cancer 51
is repeated exactly as before 93
is revolting because it passes 66
is science falsely so called 47
is secured against the dangers 41
is settled between us already 156
is several stories in height 68
is sharply divided on whether 41
is shifted towards the higher 53
is silence following the remark 42
is slapped towards the opposing 63
is slipped between the plates 97
is somehow related to something 86
is sparingly soluble in ammonia 164
is sparingly soluble in aqueous 105
is sparingly soluble in dilute 110
is steadily increasing in number 58
is steadily increasing in volume 102
is steadily increasing the number 63
is strongly advised to follow 72
is strongly advised to obtain 114
is strongly advised to review 79
is strongly exerted in solids 49
is strongly related to another 41
is strongly related to changes 60
is strongly related to family 67
is strongly related to higher 87
is strongly related to income 323
is strongly related to school 70
is strongly related to various 40
is strongly related to whether 159
is strongly tempted to accept 56
is strongly tempted to assume 42
is strongly tempted to mention 100
is superior because it allows 83
is totally against the spirit 75
is totally opposed to granting 59
is totally unknown in england 76
is totally unworthy of credit 83
is trapped between the layers 91
is uniform between the plates 182
is unusual because it appears 43
is usually allowed to become 55
is usually allowed to elapse 62
is usually allowed to escape 87
is usually allowed to remain 364
is usually alluded to merely 72
is usually applied to denote 41
is usually applied to groups 55
is usually applied to larger 62
is usually applied to plants 44
is usually applied to reduce 55
is usually applied to someone 44
is usually applied to something 52
is usually arrived at through 91
is usually assumed to depend 113
is usually assumed to extend 47
is usually assumed to follow 163
is usually assumed to remain 82
is usually assumed to result 102
is usually because of something 46
is usually because the person 100
is usually between the landed 43
is usually between the second 81
is usually capable of carrying 49
is usually capable of handling 74
is usually carried on through 144
is usually chronic in nature 130
is usually colicky in nature 54
is usually content to accept 41
is usually correct to assume 95
is usually defined as greater 42
is usually defined as sexual 83
is usually defined as someone 80
is usually defined as something 137
is usually fifteen or twenty 51
is usually fifteen to twenty 68
is usually general in nature 94
is usually granted to compel 203
is usually helpful in reducing 45
is usually helpful to assume 67
is usually helpful to obtain 47
is usually invited to attend 43
is usually lighter in weight 116
is usually limited in amount 150
is usually limited in extent 213
is usually limited to around 82
is usually limited to direct 42
is usually limited to simple 107
is usually limited to special 98
is usually limited to twenty 49
is usually located in another 55
is usually measured by applying 66
is usually measured by changes 68
is usually measured by counting 91
is usually measured by dividing 61
is usually measured by volume 51
is usually measured by weighing 46
is usually measured by weight 65
is usually measured in ampere 43
is usually measured in cycles 90
is usually measured in inches 390
is usually measured in joules 85
is usually measured in liters 85
is usually measured in meters 111
is usually measured in number 44
is usually measured in pixels 43
is usually measured in points 103
is usually measured in pounds 450
is usually measured in radians 70
is usually measured in square 65
is usually minimal or absent 226
is usually mounted on wheels 56
is usually neutral in reaction 47
is usually obliged to remain 58
is usually present in excess 256
is usually present in greater 218
is usually present in higher 43
is usually present in larger 78
is usually present in normal 68
is usually present in severe 98
is usually reduced in amount 62
is usually reduced or absent 109
is usually related to another 46
is usually related to changes 49
is usually related to severe 60
is usually related to something 41
is usually related to stress 49
is usually related to trauma 198
is usually studied by measuring 62
is usually subject to greater 44
is usually subject to review 43
is usually subject to special 50
is usually superior to simple 41
is usually unwilling or unable 40
is usually written by someone 64
is usually written in english 139
is utterly against the spirit 50
is utterly unknown in england 79
is utterly unworthy of belief 87
is utterly unworthy of credit 153
is utterly unworthy of regard 51
is utterly useless to expect 44
is variable according to whether 41
is variable between the limits 50
is variable depending on whether 83
is vitiated because of coercion 45
is written according to matthew 40
it against bedpost or something 55
it appeared logical to assume 55
it appeared useless to expose 50
it asserts rotation of states 122
it becomes capable of carrying 42
it becomes feasible to assess 45
it becomes feasible to measure 43
it becomes freemen to listen 44
it becomes lighter in weight 40
it becomes natural to assume 53
it becomes natural to regard 60
it becomes needful to decide 46
it becomes smaller in volume 46
it climbed between the gloomy 48
it depends largely on whether 58
it differs according to whether 47
it dragged against the ground 73
it effaces between the middle 43
it enabled congress to depose 56
it equally becomes my obvious 84
it expands against the piston 43
it finally returns to itself 58
it follows closely the course 40
it offends against the divine 89
it permits freedom of choice 45
it quickly returns to normal 45
it rapidly returns to normal 46
it rattled against the saucer 44
it regards everything as standing 44
it remains faithful to itself 160
it socially harmful if sexual 46
it strikes against my feelings 59
it usually results in greater 116
it usually returns to normal 70
it violated freedom of speech 107
