if abraham really had made 44
is brought within our reach 211
is brought within our view 53
is brought within six years 84
is brought within two years 326
is burrowing under and into 47
is chiefly known for having 81
is chiefly noted for having 45
is classed under two heads 67
is concern about how well 108
is content rather than form 48
is couched under this mode 44
is crumbling under our feet 74
is delayed until they have 45
is derived above all from 69
is desired above all else 141
is desired rather than what 42
is distant about one mile 118
is disunion which has held 42
is divided under two heads 101
is elected every six years 178
is elected every two years 1405
is elected every year from 42
is emptied shalt thou know 51
is endowed above all other 56
is entered under his name 79
is entered under this rule 69
is equally aware that these 59
is equally plain that some 40
is equally plain that such 355
is equally plain that their 44
is equally plain that there 251
is equally plain that these 104
is equally right and good 53
is equally right and wrong 69
is equally valid for other 247
is equally valid for those 58
is evident above all from 101
is exactly right for your 88
is exactly where they want 49
is exactly where they were 68
is exactly where you have 40
is exactly where you need 80
is exactly where you want 419
is exactly where you will 52
is exalted above all else 152
is exalted above all other 318
is excited never can throw 66
is expecting rather too much 163
is favored above all other 65
is fifteen miles long when 46
is fifteen miles per hour 73
is finally drawn off from 45
is flanked right and left 90
is following rather than leading 42
is forward biased and will 53
is granted under this rule 61
is granted within ten years 50
is happening rather than what 234
is happening today and what 218
is happening under our eyes 99
is happening under our very 89
is haunted where any have 51
is honored above all other 88
is however known that there 45
is however still far from 45
is implied rather than made 45
is inquiring after her just 45
is language which has been 47
is legally liable for their 64
is legally right and wrong 52
is liberty alone that fits 102
is listening until you make 43
is listening while you tell 53
is located about one half 57
is located about one hour 58
is located about one inch 125
is located about one mile 1390
is located about one third 104
is located quite far from 107
is located rather far from 43
is located where you want 169
is located within easy reach 173
is located within one mile 165
is located within this zone 49
is material which has been 107
is morally right and good 245
is morally right and just 132
is morally right and what 972
is morally right and wrong 1352
is mottled light and dark 42
is needful either for soul 42
is obscene under any fair 53
is occurring under our eyes 75
is offered every two years 50
is oftener green than blue 49
is oftener right than wrong 49
is operating below its full 56
is outside space and time 348
is painted black all over 41
is painted white all over 46
is payable under this part 170
is payable within one month 113
is perfect after its kind 219
is perhaps above all else 141
is perhaps after all only 161
is perhaps easier and more 131
is perhaps rather too much 492
is perhaps still too early 778
is perhaps still too soon 84
is perhaps still too young 65
is perhaps worse than ever 46
is perhaps worse than none 58
is planted round this spot 40
is pleasant rather than what 80
is pleasure rather than pain 58
is popular rather than what 55
is precious above all else 97
is present beneath all warm 59
is present rather than what 110
is present which can take 42
is present which has been 57
is rapidly changing and there 47
is rapidly drawing near when 113
is rapidly growing and will 68
is reddish brown with dark 41
is reduced about one half 106
is reduced about one third 123
is reduced fifty per cent 53
is reduced within its true 53
is removed after one week 56
is renewed every few years 49
is renewed every ten years 51
is renewed every two years 355
is repeated after each line 45
is repeated daily for three 82
is repeated every few days 135
is repeated every few years 64
is repeated every ten days 48
is repeated every ten years 42
is repeated every two days 45
is repeated every two years 49
is repeated until all data 98
is repeated until all five 46
is repeated until all four 116
is repeated until all have 200
is repeated until all jobs 55
is repeated until all three 54
is repeated until they reach 61
is repeated until you have 94
is revered above all other 62
is reverse biased and acts 161
is reverse biased and only 117
is revised every few years 146
is revised every six years 79
is revised every ten years 211
is revised every two years 302
is rotated about its axis 1112
is rotated about this axis 251
is rotated about two axes 59
is seventy miles per hour 45
is several times its width 66
is sixteen miles both ways 56
is stories about how rich 70
is stranger still that some 106
is stronger today than ever 476
is supreme above all other 120
is totally unfit for food 48
is totally unfit for such 47
is twisted about its axis 119
is unknown under that name 47
is unusual about this case 71
is updated every few years 218
is updated every two years 576
is usually about one fifth 90
is usually about one foot 182
is usually about one half 254
is usually about one hour 156
is usually about one inch 366
is usually about one tenth 51
is usually about one third 234
is usually about one week 74
is usually about six feet 167
is usually about ten days 107
is usually about ten feet 88
is usually about ten years 51
is usually about this time 48
is usually about two days 70
is usually about two feet 366
is usually about two years 121
is usually after they have 81
is usually anything you like 59
is usually based not only 43
is usually brief and self 44
is usually broad and flat 77
is usually drawn out into 53
is usually easier and less 481
is usually easier and more 981
is usually easier than trying 47
is usually either too much 51
is usually found that even 40
is usually found that more 146
is usually found that most 216
is usually found that only 258
is usually found that some 229
is usually found that such 147
is usually found that there 418
is usually found that these 136
is usually found that those 80
is usually found that when 177
is usually found with other 69
is usually given for three 48
is usually given off from 199
is usually given with other 98
is usually longer and less 111
is usually longer and more 589
is usually longer than wide 67
is usually lower and more 102
is usually lower than those 78
is usually lower than what 53
is usually lower than when 61
is usually mixed with clay 72
is usually mixed with more 173
is usually mixed with other 673
is usually mixed with sand 93
is usually mixed with some 159
is usually mixed with wheat 56
is usually older and more 132
is usually safer and more 93
is usually sharp and well 108
is usually short and thick 112
is usually small and only 93
is usually small and there 50
is usually small and well 103
is usually small and will 72
is usually smooth and clear 42
is usually smooth and free 61
is usually spread out over 158
is usually sunny and warm 43
is usually where you will 46
is usually wider and more 125
is usually willing and able 49
is usually within easy reach 59
is utterly false that love 63
is utterly unfit for young 43
is vacancy until you step 244
is vaguely aware that there 81
is welcome which may break 163
is worried about being able 52
is worried about her baby 93
is worried about her health 96
is worried about his health 147
is worried about his wife 200
is worried about how much 93
is worried about not having 49
is worried about who will 43
is written after his name 44
is written large all over 97
is written rather than oral 79
is written rather than what 40
it absorbs gives out during 67
it absorbs water with great 52
it affords drink for three 74
it appeared under his name 65
it because every one else 47
it because people are more 119
it because women are more 124
it becomes dense and hard 104
it becomes drier and more 84
it becomes easier and less 124
it becomes easier and more 665
it becomes easier each time 68
it becomes easier for other 78
it becomes easier for those 79
it becomes easier not only 51
it becomes easier with time 73
it becomes every day more 1363
it becomes every year more 142
it becomes known that some 51
it becomes known that such 142
it becomes known that there 165
it becomes longer and more 112
it becomes mixed with other 64
it becomes plain that their 42
it becomes plain that there 303
it becomes plain that these 81
it becomes plain that what 43
it becomes stiff and hard 67
it becomes strong and pure 44
it becomes weaker and more 89
it becomes wider and more 99
it between eight and nine 51
it between fingers and thumb 98
it between right and wrong 54
it between sleep and waking 133
it brought about not only 98
it brought under its sway 40
it chanced while they were 54
it divides right and left 40
it elongate under this load 41
it emerged thence and took 52
it employs words not only 134
it equally holds that their 69
it exactly where you want 388
it finally broke out into 48
it floated rather than fell 442
it follows either that their 49
it follows either that there 74
it follows under our prior 49
it forward again and made 213
it happens again you will 48
it measures about one inch 85
it perhaps could not have 46
it perhaps would not have 192
it planted round with thick 88
it quickly spread all over 83
it rapidly spread all over 55
it reduces space and time 44
it remains alive and well 99
it rotates about its axis 237
it settled about his heart 87
it several times and have 76
it several times and made 48
it several times and said 64
it several times each week 52
it several times with cold 54
it several times with great 98
it started again and grew 91
it steadily under her nose 65
it swerved aside and went 41
it tightly round his neck 58
it tightly under her chin 66
it tightly under his chin 40
it together round his legs 57
it together under her chin 40
it towards birch with three 61
it tremble under our feet 60
it usually comes too late 50
it usually costs too much 92
it usually lasts for only 76
it usually meets with among 46
it usually takes two years 100
it usually works out well 60
it utterly unfit for hard 54
