ice around the ship was 48
its output of coal and 45
its output of gold and 47
its output of iron and 59
its pantheon of gods and 121
its perils no less than 40
its periods of rest and 47
its periods of rise and 58
its places of sale being 46
its points of view and 180
its points of view are 60
its policy at home and 45
its policy in dealing with 145
its policy in line with 79
its policy of dealing with 114
its policy of peace and 392
its policy of rule and 69
its powers in dealing with 59
its powers in taking this 42
its powers of acting and 439
its powers of body and 55
its powers of life and 85
its powers of mind and 75
its powers to cope with 41
its powers to make law 40
its prices by more than 53
its prices in line with 146
its prices so high that 53
its profit or loss and 57
its profit or loss for 237
its purity of form and 95
its purity of line and 169
its purity of race and 45
its purity of tone and 78
its radius is less than 165
its reaction on what one 42
its readers the fact that 179
its readers the next day 44
its readers to find out 280
its readers to know that 120
its readers to vote for 444
its reasons the fact that 86
its record in dealing with 67
its record in peace and 49
its regard is wild and 74
its regions of high and 41
its release the film was 70
its renown in arms had 41
its report by saying that 140
its report in time for 82
its report of last year 40
its report the need for 52
its report the next day 51
its report the next year 43
its return is less than 74
its return to those who 47
its revenge on those who 169
its reward in three easy 58
its rights as such are 56
its rights or make its 73
its rights to make way 40
its ritual no less than 116
its rulers the more for 50
its safety in some new 66
its scheme of life and 73
its school of arts and 68
its second or third year 360
its senses of hearing and 146
its series of free and 45
its shades of meaning and 58
its source as from its 40
its source in bull run 52
its source in their own 41
its source of food and 72
its source of life and 138
its source of wealth and 55
its spasms of fury and 87
its sphere of work and 49
its spirit no less than 50
its spirit of free and 44
its spirit of love and 108
its square is less than 66
its states in form and 51
its station in damp old 44
its status as such was 79
its stocks of gold and 52
its stores of arms and 118
its stores of food and 80
its stores of gold and 56
its stores of iron ore 41
its streams of milk and 78
its strength at home and 41
its strength by land and 50
its strength in dealing with 51
its strength is also its 171
its strength is less than 121
its strength is such that 136
its strength of iron and 63
its strength of will and 53
its strength so great that 44
its strength to more than 40
its striking me more now 51
its supply of arms and 100
its supply of coal and 56
its supply of food and 314
its supply of food for 64
its supply of fuel and 90
its supply of gold and 163
its supply of iron ore 90
its system of ideas and 70
its system of laws and 105
its target by more than 70
its tassel of gold and 40
its teachings to their own 54
its timber is used for 128
its utmost to find out 98
its utmost to help and 42
its utmost to help them 60
its utmost to keep its 53
its utmost to make him 75
its utmost to make this 48
its utmost to show that 40
its utmost to teach and 65
its vaults of gold and 84
its version of what had 53
its volume by more than 45
its volume is less than 182
its volume is more than 261
its volume is only one 115
its volume is such that 47
its volume of ether and 72
its waters at last with 52
its waters or along its 46
its weakest in dealing with 43
its weight in food each 86
its weight in gold and 547
its weight in gold but 42
its weight in gold for 916
its weight is less than 958
its weight is more than 109
its weight is only one 55
its weight is such that 139
its weight of cold and 101
its weight of lime and 56
its weight of pure lead 95
its weight of salt and 42
its weight of soda ash 105
its weight of years and 79
its wisdom it sees fit 59
its wishes to those who 58
ivy seemed to hold him 45
