if anthony were really dead 44
in policy areas which are 53
in policy making rather than 46
in pollen tube growth and 75
in powder form mixed with 85
in pretty good flesh for 69
in pretty good order and 81
in pretty good shape and 713
in pretty good shape but 148
in pretty good shape for 1041
in pretty good shape now 261
in pretty good shape then 40
in pretty good shape too 61
in pretty good shape with 294
in pretty poor shape and 54
in prices during world war 78
in prison during world war 171
in prison four months and 43
in prison hanging about her 41
in public even though they 64
in public health nursing and 609
in public health nursing are 111
in public health nursing for 129
in public health nursing was 145
in public health rather than 59
in public life after his 68
in public life could not 155
in public life longer than 84
in public life rather than 153
in public life since his 56
in public life today are 41
in public life today who 76
in public life until his 178
in public life which can 41
in public life which had 42
in public life which has 72
in public life which his 49
in public life which they 71
in public life which was 106
in public life would not 46
in public more often than 87
in public rest rooms and 56
in public view rather than 46
in pursuing some close and 53
in pursuing their goals and 128
in pursuing their winding way 50
in reality much lower than 57
in reality much older than 55
in reality much worse than 73
in reality only atoms and 49
in reality some merit and 59
in reality there never was 112
in reality these people are 50
in reality your equal and 41
in realizing their goals and 42
in reasoning will agree with 40
in recent years about how 345
in recent years about one 308
in recent years about our 46
in recent years about this 109
in recent years about two 40
in recent years above all 48
in recent years after being 64
in recent years agree that 90
in recent years arising out 103
in recent years calling for 40
in recent years calls for 88
in recent years china has 208
in recent years could not 175
in recent years fewer than 40
in recent years found that 108
in recent years given way 140
in recent years israel has 48
in recent years japan has 263
in recent years knows that 139
in recent years makes this 94
in recent years nearly all 104
in recent years often has 54
in recent years prove that 121
in recent years rather than 201
in recent years reveal that 117
in recent years russia has 90
in recent years showing that 204
in recent years shown that 129
in recent years shows how 50
in recent years shows that 1880
in recent years since they 100
in recent years state and 57
in recent years until now 54
in recent years until they 40
in recent years which are 505
in recent years which can 134
in recent years which deal 107
in recent years which had 100
in recent years which has 946
in recent years which may 173
in recent years which was 58
in recent years while that 44
in recent years would mean 47
in recent years would not 199
in reducing drug abuse and 84
in regions from which they 100
in regions like texas and 45
in remote areas where few 68
in remote areas where they 315
in remote areas which are 144
in removing their social and 62
in return only about six 49
in ritual what moves them 99
in romania during world war 128
in salted cold water for 78
in school even though they 191
in school more often than 60
in school much longer than 116
in school text books and 56
in school will never get 62
in searching their plots and 70
in seattle during world war 51
in secret ways which can 44
in secret will repay thee 186
in secret will repay you 548
in section four shall mean 175
in securing good order and 45
in shedding their blood for 53
in shirts made stiff with 69
in siberia during world war 120
in sicily during world war 85
in sickle cell anemia and 1179
in sickle cell anemia are 170
in sickle cell anemia but 47
in sickle cell anemia has 79
in sickle cell anemia may 69
in sickle cell anemia using 46
in sickle cell anemia was 61
in sickle cell anemia with 109
in sickle cell trait and 77
in simple shear under its 58
in smoothing down canoes and 55
in someone else rather than 43
in something else which may 47
in something from which they 93
in something more basic than 53
in something more lasting than 51
in something more noble than 78
in something more solid than 128
in something much wider and 45
in something much worse than 40
in special care units and 58
in special care units for 53
in spending more money than 90
in spending their money for 58
in spending time alone with 55
in spirit even though they 42
in stages rising above each 48
in states like georgia and 76
in states like texas and 160
in subtle ways which are 44
in sweden during world war 165
in sweden have shown that 524
in sydney during world war 45
in tender years forms and 40
in thought much longer than 46
in through open doors and 168
in through their mouths and 135
in through their roots and 45
in tissue mast cells and 65
in touching some springs and 66
in toward your chest and 334
in toward your spine and 292
in tracking down books and 48
in training during world war 45
in training young people for 221
in turkey during world war 335
in twelve days after his 47
in twenty days after his 49
in twenty days after that 57
in twenty four hours and 73
in unison ever since they 40
in various cell lines and 111
in various cell types and 274
in various other forms and 41
in various other towns and 57
in various soil types and 85
in various ways rather than 119
in various ways since its 76
in various ways since she 53
in various ways since then 61
in various ways until they 154
in various ways until you 55
in various ways which are 1187
in various ways which can 110
in various ways which may 204
in vienna during world war 116
in vienna many months and 59
in volume when heated and 45
in walden once every year 143
in warsaw during world war 144
in william lane craig and 48
in winter only knows its 63
in without saying anything and 65
in wooden vats lined with 42
in zurich during world war 242
is absent from nearly all 70
is absent more often than 97
is almost five times that 504
is almost four miles long 46
is almost four times that 1266
is almost like parting with 47
is almost like talking with 42
is almost like telling him 44
is almost nine times that 42
is almost nothing which can 87
is almost nothing worse than 63
is almost past praying for 46
is almost pure water and 60
is almost pure water ice 69
is almost pure white and 79
is almost three miles long 101
is almost three months old 50
is almost three times its 71
is almost three times that 2716
is almost three weeks old 50
is almost worth while being 49
is already bearing fruit and 40
is already clear today that 117
is already half false who 47
is already making plans for 217
is already more nearly our 52
is already much longer than 127
is already much lower than 99
is already nine months old 89
is already some months old 44
is already taking place and 375
is already taking place with 119
is already taking shape and 90
is already there rather than 110
is already there waiting for 208
is already there within you 49
is already three weeks old 47
is already very large and 220
is already very small and 45
is already very strong and 40
is already well aware that 109
is already well known and 779
is already well known for 425
is already well known how 46
is already well known that 1744
is already well under way 7644
is always asking about you 84
is always asking after you 55
is always good reason for 105
is always great danger that 380
is always held aloof for 64
is always less dense than 51
is always less strong than 40
is always more brass than 56
is always more noble than 59
is always more pleasing than 110
is always more rapid and 54
is always more rapid than 214
is always more risky than 63
is always more vivid and 57
is always more vivid than 66
is always more where that 72
is always most frothy and 72
is always much easier and 51
is always much easier for 80
is always much easier than 162
is always much longer than 239
is always much lower than 669
is always much weaker than 120
is always much wider than 79
is always much worse than 121
is always open season for 65
is always other people who 120
is always some basis for 79
is always some cause for 74
is always some danger that 1240
is always some doubt that 105
is always some music going 50
is always some reason for 271
is always some reason why 162
is always some scope for 127
is always taking place and 89
is always there waiting for 290
is always used rather than 42
is always very jolly with 54
is always very large and 92
is always very short and 72
is always very small and 358
is always very small for 52
is always very strong and 74
is always very sweet and 49
is always well cared for 47
is always well mixed with 44
is always wide awake and 46
is always worth finding out 48
is always worth looking for 156
is always worth waiting for 72
is always worth while and 54
is always worth while for 97
is amongst these people that 93
is another also about two 40
is another bird which has 78
is another book which has 60
is another case where one 106
is another case where two 41
is another case where you 171
is another case which has 58
is another case which may 68
is another city which has 54
is another crop which has 48
is another drug which has 109
is another fact which can 46
is another fact which has 120
is another fact which may 122
is another fact which you 63
is another form which has 48
is another good method for 50
is another good option for 111
is another good place for 357
is another good plant for 46
is another good reason for 2782
is another good reason not 139
is another good reason that 96
is another good reason why 951
is another great field for 44
is another great place for 121
is another great reason for 52
is another great reason why 56
is another heavy metal that 87
is another kind which can 65
is another kind which has 66
is another life after death 153
is another life after this 373
is another main reason for 49
is another meaning which may 42
is another name which has 64
is another note which may 51
is another sore point with 40
is another term which can 47
is another term which has 145
is another theme which has 55
is another theory which has 45
is another tool which can 45
is another town which has 53
is another type which has 107
is another very large and 75
is another view which has 68
is another view which may 174
is another word which has 200
is another work which has 65
is around four times that 92
is around three months old 54
is around three times that 143
is becoming less every year 142
is becoming less rather than 120
is becoming more acute and 108
is becoming more acute each 51
is becoming more acute with 115
is becoming more aware and 59
is becoming more aware that 136
is becoming more fluid and 70
is becoming more rather than 314
is becoming more urban and 48
is becoming more usual for 111
is becoming much easier for 58
is becoming well known and 52
is becoming well known for 126
is becoming well known that 155
is better worth knowing than 268
is better worth study than 49
is better worth while than 68
is beyond their power and 64
is beyond what words can 72
is beyond your power and 54
is broken into hills and 93
is broken into lumps and 67
is broken into parts and 133
is broken into parts that 52
is broken more often than 76
is buried deep within our 48
is called good sense than 70
is called into action and 143
is called into action for 60
is called into action with 45
is called upon again and 95
is called upon every day 55
is changed into fixed air 66
is changed into flesh and 66
is changed into light and 44
is changed into sugar and 65
is changed into water and 55
is chosen anew after each 45
is chosen more often than 180
is clearly great scope for 95
is clearly more scope for 49
is clearly much easier than 58
is clearly much later than 59
is clearly much longer than 80
is clearly much lower than 155
is clearly much older than 108
is clearly much scope for 221
is clearly much weaker than 49
is clearly much wider than 74
is clearly much worse than 43
is clearly some scope for 94
is clearly well under way 40
is closed more often than 48
is common among birds and 48
is common among people who 657
is common among people with 411
is common among women and 83
is common among women who 215
is common among women with 105
is common when people are 68
is common when working with 84
is cooled down below its 108
is cooled from below and 76
is created when people are 51
is crucial when working with 148
is deemed less binding than 58
is deemed more worthy than 44
is dipped into urine and 42
is dipped into water and 207
is driven back again and 40
is driven home again and 79
is driven into exile and 43
is driven into place with 59
is eleven years older than 316
is enough disk space for 43
is enough food today for 42
is enough good sense and 60
is entering into hearts that 113
is exempt from change and 55
is exempt from sales and 221
is exempt from sales tax 354
is exempt from state and 2183
is exempt from state tax 66
is exempt from taxes and 90
is exempt from taxes for 46
is fairly good proof that 152
is fairly well borne out 93
is fairly well known and 789
is fairly well known but 71
is fairly well known for 181
is fairly well known now 57
is fairly well known that 2675
is fallen away since her 64
is famous even today for 53
is filled once again with 42
is fitted into place and 60
is folded many times and 44
is fooled into thinking that 1007
is forced into exile and 58
is formed from cells that 61
is formed from water and 94
is formed into balls and 77
is formed into cakes and 91
is formed more easily than 68
is formed when moist air 47
is further well known that 460
is greater among girls than 61
is greater among males than 232
is greater among people who 61
is greater among people with 64
is greater among women than 307
is greater among women who 89
is ground into flour and 492
is ground into flour for 99
is hardly ever above one 65
is hardly ever anything but 75
is hardly ever really mad 61
is hardly less strong than 63
is hardly less white than 56
is hardly their fault that 87
is hardly worth arguing with 65
is hardly worth while being 40
is hardly worth while doing 41
is hardly worth while for 902
is hardly worth while going 120
is hardly worth while now 99
is hereby made known that 207
is hereby made liable for 221
is hidden from every eye 65
is hidden from every one 81
is hidden from others and 50
is hidden from sense and 47
is hidden from sight and 100
is hidden will repay you 63
is higher among girls than 131
is higher among males than 348
is higher among people who 181
is higher among people with 128
is higher among women and 67
is higher among women than 743
is higher among women who 219
is higher among women with 128
is honest will admit that 44
is immune from change and 115
is indeed good reason for 186
is indeed great glory for 47
is indeed life after death 56
is indeed more under her 70
is indeed much lower than 61
is indeed much older than 54
is indeed only light and 62
is indeed some basis for 52
is indeed some reason for 70
is indeed very large and 40
is indeed very small and 75
is indeed very soothing and 143
is indeed very strong and 45
is indeed well known that 1142
is intent upon showing that 102
is issued four times per 121
is joined soon after its 63
is judged from facts and 46
is larger among women than 42
is learned from others and 75
is learned more easily and 68
is learned more easily than 66
is levied upon every man 45
is lifted high above all 48
is lifted into place and 47
is likely much lower than 40
is little else which can 51
is little more reason for 103
is little other grain than 55
is locked into place and 57
is locked into place with 55
is lowest during sleep and 81
is lulled into thinking that 100
is mainly young people who 46
is merely port royal and 44
is milled into flour and 60
is milled into flour for 41
is misled into thinking that 550
is missed more often than 40
is mostly young people who 51
is needed more often than 93
is needed more today than 108
is needed once again for 40
is needed when working with 215
is neither good ethics nor 43
is neither good logic nor 100
is neither good sense nor 146
is neither good taste nor 41
is neither good verse nor 46
is neither more fixed nor 42
is neither pure unity nor 64
is neither their fault nor 66
is neither very broad nor 66
is neither very large nor 498
is neither very light nor 56
is neither very noble nor 59
is neither very short nor 50
is neither very small nor 208
is neither very steep nor 60
is neither very strong nor 170
is neither well known nor 230
is neither whig party nor 47
is neither your fault nor 344
is obvious from above that 69
is obvious from sound and 46
is obvious from table iii 50
is packed into sacks and 45
is paddling along right now 73
is partly what makes him 86
is partly what makes them 96
is partly your fault for 54
is partly your fault that 48
is placed here rather than 92
is placed just above and 63
is placed just below and 57
is placed much lower than 40
is plenty more where that 475
is plenty more where this 80
is plunged into boiling oil 41
is plunged into civil war 78
is plunged into melting ice 43
is plunged into water and 120
is poured into molds and 339
is poured into water and 209
is pretty clear proof that 53
is pretty good after all 62
is pretty good proof that 581
is pretty good right now 95
is pretty hard times for 55
is pretty heady stuff for 54
is pretty much stuck with 44
is pretty much taken for 255
is pretty well borne out 55
is pretty well dried out 43
is pretty well fixed for 44
is pretty well fixed now 66
is pretty well known and 198
is pretty well known for 61
is pretty well known now 83
is pretty well known that 2528
is pretty well ruled out 43
is pretty well taken for 48
is priced much lower than 54
is proved once again that 41
is pulled from under him 79
is pumped from wells and 67
is pumped into tanks and 41
is pursuing ends which are 40
is pushed down until its 53
is pushed into place and 82
is quoted more often than 156
is raised high above all 97
is raised much above that 57
is raised much above this 60
is rarely used alone and 49
is rarely used alone but 110
is rarely used alone for 93
is rarely used today and 145
is rarely used today but 57
is rarely used today due 57
is rarely used today for 160
is reached much later than 49
is reached only after all 43
is reached only after long 102
is reached when people are 43
is relied upon rather than 51
is rinsed three times with 208
is rolled into balls and 106
is scarce more awful and 50
is scarce worth telling you 48
is seldom more manly than 52
is seldom used alone but 132
is seldom used alone for 87
is seldom used today and 79
is seldom used today for 100
is seldom worth while for 50
is shaken three times with 63
is slaked lime mixed with 80
is slipping from beneath our 45
is slipping from under them 132
is someone more cunning than 108
is something deep within you 40
is something else about her 54
is something else about him 82
is something else about that 476
is something else about them 60
is something else about this 230
is something else again and 237
is something else again for 74
is something else again than 89
is something else again that 42
is something else which can 134
is something else which has 197
is something else which may 108
is something else which they 56
is something else which you 139
is something else within his 42
is something even worse than 322
is something from which all 161
is something from which one 480
is something from which they 108
is something from which you 424
is something good about being 60
is something hangs about her 42
is something here which can 72
is something here which does 44
is something holy about this 50
is something into which they 40
is something into which you 41
is something like looking for 53
is something like nursing and 46
is something like poetry man 40
is something like proof that 42
is something many people are 70
is something many people can 44
is something more about this 40
is something more acute than 72
is something more awful than 70
is something more basic and 72
is something more basic than 176
is something more fixed than 76
is something more genial and 41
is something more human than 41
is something more manly and 62
is something more plain and 128
is something more solid than 62
is something more stern and 54
is something more vital and 41
is something more vital than 73
is something more which can 45
is something more which you 44
is something most people are 107
is something most people can 158
is something much wider and 117
is something much wider than 135
is something much worse than 320
is something nice about being 40
is something over which one 169
is something over which she 57
is something over which they 182
is something over which you 310
is something upon which all 48
is something upon which one 95
is something upon which they 59
is something very awful and 44
is something very basic and 41
is something very fresh and 80
is something very grand and 81
is something very human and 56
is something very noble and 204
is something very pleasing and 47
is something very queer and 41
is something very soothing and 50
is something very strong and 50
is something very sweet and 240
is something very vivid and 64
is something very weird and 74
is something worth waiting for 68
is something worth working for 127
is something wrong about all 43
is something wrong about being 58
is something wrong about her 113
is something wrong about him 192
is something wrong about his 87
is something wrong about our 171
is something wrong about that 500
is something wrong about them 82
is something wrong about this 490
is something wrong about you 89
is something wrong either with 398
is sought more often than 41
is sought will cause death 58
is spending more money than 230
is spending time alone with 42
is spoken more often than 42
is standing there waiting for 150
is sullen anger rather than 54
is surely much older than 41
is surely only right and 59
is surely some proof that 41
is surely some reason for 68
is surely well known that 44
is surely worth seeking for 127
is surely worth waiting for 45
is surely worth while for 88
is tapped into place with 46
is thought will raise them 56
is through faith alone that 134
is through love alone that 105
is through such action that 100
is through such people that 43
is through such study that 44
is through their action that 91
is through their walls that 104
is through these alone that 211
is through these cells that 66
is through these doors that 54
is through these forms that 142
is through these holes that 178
is through these people that 152
is through these pores that 233
is through these tubes that 46
is through these villi that 116
is through these words that 109
is through these works that 64
is through your hands that 50
is tossed five times and 54
is tossed four times and 56
is tossed three times and 138
is toward more rather than 54
is treated more fully and 67
is treated more fully than 169
is turned into blood and 43
is turned into light and 57
is turned into money and 51
is turned into water and 42
is turned over again and 102
is turned over every day 56
is turned over every year 46
is twelve years older than 491
is twenty years later and 48
is twenty years later than 43
is twenty years older and 77
is twenty years older than 1074
is twenty years since that 47
is twenty years since then 50
is useful when looking for 93
is useful when working with 765
is vanity fair which one 49
is vastly more rapid than 75
is viewed from above and 228
is viewed from above with 77
is viewed from below and 58
is warmed from below and 57
is washed away every year 127
is washed five times with 175
is washed four times with 202
is washed three times with 1438
is whether there exist any 55
is whether there might not 94
is whether there really are 98
is whether there would not 61
is whether these costs are 63
is whether these facts are 44
is whether these people are 43
is whether these rules are 54
is whether these words are 52
is widely held today that 276
is widely used today and 133
is widely used today for 329
it admits many people who 64
it agrees more nearly with 72
it agrees very nearly with 161
it allows full scope for 43
it allows more scope for 70
it allows more space for 46
it allows their hearts and 53
it another turn every day 81
it appears from hence that 145
it appears from thence that 98
it appears more often than 188
it appears much later than 48
it appears once again that 232
it appears very plain that 269
it around their necks and 70
it around your waist and 113
it became best known for 63
it became clear later that 560
it became clear which way 93
it became even easier for 74
it became more dense and 45
it became more harsh and 65
it became more plain that 105
it became more rather than 59
it became more usual for 174
it became much easier for 721
it became very large and 51
it became very plain that 258
it became well known and 76
it became well known for 91
it became well known that 712
it became worth while for 99
it behind their backs and 91
it better when people cry 63
it bursts forth again with 44
it bursts into flame and 170
it covers only about one 64
it denies what seems our 89
it dwells there under its 60
it enters anglo homes and 45
it enters into force and 71
it enters into force for 274
it enters into nearly all 60
it failed more often than 48
it filled their hearts with 118
it filled their minds with 77
it filled those hardy man 51
it firmly into place with 96
it flowed from grief for 50
it follow from hence that 744
it follow from thence that 757
it freely even after its 40
it gently into place with 59
it grants more power than 66
it happen many times and 44
it happen more times than 84
it hardly ever works out 54
it hardly made sense for 88
it hardly worth while for 88
it issues from within him 72
it killed more people than 81
it lasted much longer and 101
it lasted much longer than 364
it lasted only about two 85
it lasted three hours and 54
it looked even worse than 85
it looked from where they 67
it looked like anything but 126
it looked more solid than 49
it looked much older than 46
it looked much worse than 75
it looked very black for 51
it looked very small and 46
it matter what people say 213
it merely from books and 82
it merely laid wires for 49
it neither says anything nor 44
it obtain from others that 42
it occurs among people who 46
it occurs less often than 110
it occurs more often and 42
it occurs more often than 531
it occurs more often with 84
it occurs most often with 42
it occurs very often that 41
it occurs when people are 42
it offers good value for 54
it offers great scope for 93
it offers more scope for 86
it opened wide again and 55
it passed high above his 90
it passed laws which its 46
it passed some months ago 42
it passes into words and 62
it played over space and 118
it polled more votes than 52
it proved much easier for 47
it proved once again that 286
it proves nothing either way 56
it proves once again that 236
it rained last night and 79
it raised loud cries for 82
it reaches more people than 50
it remain part slave and 131
it rested upon round top 86
it reveals much about his 63
it reveals much about how 45
it reveals nothing about how 45
it rushed back again with 66
it rushes into broad day 40
it secret from every one 57
it seemed ages since she 59
it seemed deep water for 84
it seemed even longer than 67
it seemed even worse than 85
it seemed hard water and 51
it seemed just right for 117
it seemed like every day 321
it seemed like every few 41
it seemed like every one 58
it seemed like hours and 65
it seemed like hours had 63
it seemed like parting with 60
it seemed like weeks ago 53
it seemed more fatal than 44
it seemed more fitting that 184
it seemed more plain that 84
it seemed more vague than 94
it seemed most fitting that 191
it seemed much easier for 47
it seemed much longer ago 100
it seemed much longer than 290
it seemed much under its 94
it seemed once again that 226
it seemed only fitting and 49
it seemed only fitting for 48
it seemed only fitting that 1332
it seemed only right and 215
it seemed only right that 2127
it seemed their store was 69
it seemed there could not 84
it seemed there would not 109
it seemed very small and 55
it seemed worth while for 49
it should also allow for 176
it should also appear that 336
it should also point out 48
it should also state that 117
it should come about that 1116
it should cost every one 96
it should ever abuse its 52
it should ever appear that 266
it should ever occur that 100
it should ever please god 111
it should fare worse with 46
it should grow every day 54
it should have asked for 61
it should have begun with 157
it should have burst that 65
it should have ended with 113
it should have found its 268
it should have given her 60
it should have given him 175
it should have given its 62
it should have given them 48
it should have given way 135
it should have given you 139
it should have irked him 45
it should have known that 590
it should have known was 52
it should have shown its 63
it should have shown that 143
it should have stood for 44
it should have taken for 52
it should have taken her 72
it should have taken him 234
it should have taken its 114
it should have taken them 88
it should have taken this 70
it should have taken two 164
it should have taken you 79
it should have weaned them 59
it should last longer than 117
it should make sense that 396
it should part father and 48
it should reach every log 163
it should seem braving and 89
it should step aside and 40
it should take about ten 47
it should take about two 119
it should take longer for 102
it should take longer than 61
it should take place and 109
it should take place for 62
it should take place now 69
it should take place that 62
it should take place with 166
it showed once again that 88
it slides from under that 44
it slipping from under him 435
it something else which you 44
it something more pleasing than 51
it sounds like maybe you 69
it sounds like rasping two 58
it sounds much worse than 45
it spends more money than 67
it through good times and 151
it through their first year 126
it through those first few 58
it through your first year 43
it through your skull that 126
it towers high above all 52
it wearily down again with 121
it weighs only about one 139
it without even knowing that 143
it without even knowing who 40
it without good reason that 412
it without other cause than 55
it without saying anything and 53
it without some reason that 351
it worked more often than 79
