icon to show for files 46
into my mind and would 69
into my mind one after 42
into my mind that maybe 111
into my mind that night 113
into my mind they could 45
into my mind this morning 158
into my mouth and began 173
into my mouth and sucking 46
into my mouth and throat 54
into my mouth and tried 61
into my nose and throat 132
into my room and asked 750
into my room and began 345
into my room and close 177
into my room and cried 147
into my room and found 368
into my room and shook 94
into my room and sleep 41
into my room and spoke 73
into my room and start 68
into my room and stole 86
into my room and stood 284
into my room and tells 54
into my room and tried 213
into my room and watch 95
into my room and wrote 51
into my room one brown 75
into my room one evening 225
into my room one morning 576
into my room one night 469
into my room that evening 73
into my room that morning 66
into my room that night 296
into my room this evening 48
into my room this morning 453
into my shop and asked 40
into my shop and telling 52
into no less than eight 270
into no less than fifty 57
into no less than forty 57
into no less than seven 565
into no less than thirty 138
into or upon any house 50
into or upon any lands 132
into or upon any place 69
into so fair and happy 40
into so many old women 110
into so much hot water 88
into the angle and lower 102
into the areas that would 41
into the arms and hands 208
into the army air corps 840
into the army air force 329
into the army and after 41
into the army and civil 41
into the army and fight 204
into the army and given 61
into the army and later 75
into the army and never 64
into the army and spent 207
into the army and taken 44
into the army and women 43
into the army and would 71
into the army now raising 82
into the back and began 55
into the back and chest 42
into the back and drove 51
into the back and found 68
into the back and front 288
into the back and lower 51
into the back and sides 85
into the back seat after 82
into the back seat again 136
into the back seat where 390
into the back seat while 245
into the bags and boxes 49
into the ball this night 41
into the bank and asked 204
into the bank and found 76
into the bank and stood 44
into the bank this morning 66
into the bank with which 54
into the bare and empty 46
into the barn and began 133
into the barn and burning 126
into the barn and found 175
into the barn and slept 50
into the barn and stood 142
into the barn for milking 148
into the bars and cafes 111
into the bars and clubs 53
into the base and sides 77
into the best and worst 74
into the bile and thence 121
into the bile and urine 178
into the bill that would 52
into the bits and bytes 215
into the blue air above 47
into the blue and green 117
into the blue and white 377
into the blue sky above 479
into the blue sky until 74
into the blue sky where 140
into the boat and asked 57
into the boat and began 256
into the boat and carry 58
into the boat and cross 143
into the boat and found 70
into the boat and headed 167
into the boat and moved 45
into the boat and rowed 1004
into the boat and seated 73
into the boat and start 43
into the boat and stood 81
into the boat and taken 89
into the boat and tried 86
into the boat and waved 50
into the boat one after 61
into the boat that would 98
into the boat with basil 44
into the body and blood 35710
into the body and brain 63
into the body and cause 349
into the body and causing 42
into the body and hence 40
into the body and taken 50
into the body and which 66
into the body can cause 101
into the body for blood 171
into the body may cause 64
into the body with which 67
into the bone and sinew 197
into the booth and began 47
into the booth and dialed 49
into the bowl and began 179
into the bowl and cover 142
into the bowl and mixed 52
into the boys and girls 80
into the bulk gas phase 58
into the bush and after 49
into the bush and began 53
into the bush and could 43
into the bush and found 168
into the bush and never 63
into the bush and shoot 45
into the bush for about 91
into the buying and selling 610
into the cafe and asked 55
into the cage and began 64
into the calm and quiet 78
into the camp and asked 71
into the camp and began 82
into the camp and found 115
into the camp and gazed 60
into the camp and stole 41
into the camp one after 40
into the camp one night 51
into the camp that night 73
into the canoe and began 42
into the canoe and float 52
into the canoe and headed 50
into the cape fear river 603
into the care and feeding 104
into the care and keeping 515
into the cars and drive 55
into the cars and drove 204
into the cars and headed 53
into the cart and began 56
into the cart and drive 107
into the cart and drove 357
into the cart and stowing 66
into the cart that shall 84
into the case and found 118
into the cave and began 159
into the cave and found 243
into the cave and stood 88
into the cell and asked 65
into the cell and binding 84
into the cell and binds 81
into the cell and cause 67
into the cell and hence 42
into the cell and stood 61
into the cell and waste 247
into the cell for every 70
into the city and asked 79
into the city and began 279
into the city and begin 65
into the city and built 50
into the city and drove 74
into the city and enjoy 41
into the city and found 476
into the city and given 51
into the city and guard 70
into the city and headed 50
into the city and lived 45
into the city and spend 61
into the city and spent 138
into the city and start 52
into the city and state 105
into the city and taken 112
into the city and visit 145
into the city and which 52
into the city and within 46
into the city and would 117
into the city each morning 142
into the city for lunch 68
into the city long after 41
into the city one night 71
into the city that evening 88
into the city that morning 207
into the city that night 236
into the city that would 41
into the city they found 60
into the city they would 64
into the city this morning 361
into the city was lined 41
into the city was still 54
into the city with sword 88
into the clean and windy 46
into the clear air above 212
into the clear sky above 232
into the club and asked 52
into the club and found 58
into the club one night 123
into the club that night 69
into the coal and steel 217
into the cold air above 102
into the cold air again 71
into the cold and dreary 52
into the cold and empty 63
into the cold and misty 41
into the cold and outer 47
into the cold and rainy 47
into the cold and snowy 44
into the cold and windy 68
into the cold war period 151
into the cold wet night 49
into the cool air above 65
into the cool and quiet 112
into the cool and shady 54
into the cord and brain 71
into the cord for about 123
into the core and whole 98
into the cove and finding 44
into the cows and gazed 74
into the cube and lived 152
into the cure for rural 548
into the cyst may occur 42
into the dark and dirty 99
into the dark and dreary 124
into the dark and dusty 87
into the dark and empty 311
into the dark and found 54
into the dark and light 43
into the dark and misty 132
into the dark and murky 87
into the dark and musty 117
into the dark and quiet 62
into the dark and rainy 81
into the dark and smoky 118
into the dark sky above 121
into the deep and broad 60
into the deep and muddy 68
into the deep and quiet 41
into the deep and rapid 305
into the deep fat fryer 52
into the deep low chair 50
into the dens and caves 56
into the depth and breadth 179
into the dinghy and began 40
into the dinghy and rowed 260
into the dining area where 138
into the dining car where 44
into the dirt and began 45
into the dirt and grass 74
into the dirt and rocks 49
into the dish and cover 163
into the dish and place 47
into the dish and rolling 60
into the dish and spread 40
into the door and frame 95
into the dory and rowed 48
into the dumb and awful 79
into the dust and ashes 126
into the dust and glare 42
into the dust and smoke 307
into the early and later 41
into the early dry season 60
into the eggs and sugar 147
into the ends for which 43
into the eyes and cause 162
into the eyes and faces 178
into the eyes and hearts 193
into the eyes and makes 50
into the eyes and mouths 82
into the face and hands 49
into the face she loved 91
into the fact that people 101
into the fact that women 67
into the feet and hands 56
into the fifth and final 139
into the fifth and fourth 123
into the fifth year since 1492
into the fire and after 99
into the fire and began 176
into the fire and burning 176
into the fire and burns 149
into the fire and burnt 1334
into the fire and cried 47
into the fire and feeling 131
into the fire and found 42
into the fire and heated 194
into the fire and keeping 67
into the fire and never 126
into the fire and often 166
into the fire and rubbing 41
into the fire and smoke 244
into the fire and spoke 82
into the fire and stood 158
into the fire and thinking 218
into the fire and tried 119
into the fire and turning 67
into the fire and watch 82
into the fire and water 158
into the fire and wiped 50
into the fire for hours 82
into the fire one after 88
into the fire that burns 139
into the fire that evening 66
into the fire that falls 43
into the fire that never 1859
into the fire that shall 218
into the flat and found 106
into the flue gas stream 285
into the fold and began 45
into the fold and given 41
into the food and drink 570
into the food and water 155
into the food with gusto 58
into the foot may cause 40
into the ford and drove 156
into the form and order 123
into the form and shape 178
into the form and style 55
into the form now known 46
into the form that would 73
into the form they would 41
into the form with which 213
into the fort and found 43
into the fort six months 57
into the fray and began 81
into the fray and start 44
into the free air above 72
into the full and final 42
into the fund for every 46
into the game and whirl 45
into the good old times 65
into the gray and white 156
into the great and small 113
into the great bay which 54
into the great big world 129
into the great dim cloud 40
into the gulf that yawns 54
into the hair and scalp 258
into the hall and after 43
into the hall and asked 444
into the hall and began 535
into the hall and calls 122
into the hall and close 141
into the hall and closing 126
into the hall and could 80
into the hall and cried 93
into the hall and dialed 51
into the hall and drove 58
into the hall and faced 44
into the hall and found 789
into the hall and gazed 45
into the hall and headed 299
into the hall and leaned 185
into the hall and looks 51
into the hall and mingled 45
into the hall and mixed 44
into the hall and moved 102
into the hall and nearly 43
into the hall and opens 67
into the hall and seated 93
into the hall and shook 81
into the hall and shout 101
into the hall and spoke 149
into the hall and stand 66
into the hall and start 48
into the hall and stood 1145
into the hall and thence 282
into the hall and tried 173
into the hall and waved 48
into the hall she could 40
into the hall she found 65
into the hall that evening 52
into the hall that night 73
into the hall they found 43
into the hall this morning 71
into the hall with drawn 43
into the hand and fingers 133
into the hand that holds 42
into the hand with which 42
into the heads and hands 43
into the heads and hearts 500
into the health and social 107
into the heart and blood 129
into the heart and brain 539
into the heart and evoke 82
into the heart and large 41
into the heart and sense 119
into the heart and thence 59
into the heart was rather 92
into the heating and cooling 169
into the heavy and light 41
into the high seas fleet 44
into the high wet grass 40
into the hips and thighs 41
into the hold and began 62
into the hold and broke 82
into the hold and found 47
into the hole and began 346
into the hole and could 62
into the hole and cover 263
into the hole and drive 43
into the hole and found 159
into the hole and press 133
into the hole and stood 66
into the hole and tried 54
into the hole head first 149
into the home and social 87
into the ideas and ideals 48
into the iron and steel 600
into the jail and freed 52
into the jail and hanged 118
into the jail and lynch 68
into the jail and thrown 89
into the jeep and drive 94
into the jeep and drove 873
into the jeep and headed 291
into the jobs for which 89
into the john day river 72
into the kiln and fired 42
into the lake and began 179
into the lake and drown 473
into the lake and never 41
into the lake and river 54
into the lake and stood 56
into the lake and watch 41
into the lake far below 57
into the lake for about 123
into the lake that burns 271
into the lake with seven 43
into the land and forms 102
into the land and found 138
into the land and naval 155
into the land and people 132
into the land and plant 254
into the land and water 154
into the land for about 126
into the land for miles 40
into the land for which 81
into the land now known 41
into the land that would 55
into the lane and began 127
into the lane and drove 44
into the lane and headed 41
into the lane that would 52
into the last and worst 50
into the last few hours 83
into the last few months 179
into the last few pages 56
into the last few weeks 121
into the last two lines 98
into the last two months 61
into the last two weeks 143
into the last two words 119
into the laws and local 42
into the left and right 5915
into the legs and thighs 86
into the length and breadth 489
into the life and action 124
into the life and growth 40
into the life and labor 65
into the life and light 182
into the life and needs 47
into the life and power 60
into the life and teaching 159
into the life and thinking 68
into the life and times 1350
into the life and working 42
into the life and works 368
into the life and world 158
into the life for which 121
into the lift that would 41
into the limo and drove 61
into the limo and headed 52
into the line that night 58
into the living and working 180
into the living area where 101
into the lock and began 48
into the lock and opening 50
into the lock and opens 82
into the lock and tried 66
into the lock and turning 85
into the lock and turns 125
into the loft and found 75
into the lost and found 124
into the lots one night 41
into the lungs and again 76
into the lungs and blood 258
into the lungs and cause 471
into the lungs and causing 75
into the lungs and forcing 48
into the lungs and thence 202
into the lungs can cause 119
into the lungs may cause 97
into the lungs may occur 104
into the lungs with every 108
into the lust for power 94
into the main air stream 129
into the main gas stream 205
into the main its moles 118
into the making and selling 113
into the mass that leaped 43
into the mats with which 84
into the meaning and power 57
into the meaning and scope 77
into the meaning and value 270
into the mess for lunch 41
into the milk and water 41
into the mind and brain 41
into the mind and world 52
into the mire and water 41
into the mist and gloom 61
into the mist and smoke 97
into the mold and allow 74
into the mold and chill 123
into the mold and cover 90
into the mold and cured 47
into the mood for writing 44
into the moon and stars 40
into the most real warmth 46
into the mouth and blowing 49
into the mouth and nasal 119
into the mouth and often 62
into the mouth and thence 175
into the mouth and throat 547
into the mouth and which 69
into the mouth may cause 48
into the moving air stream 54
into the nave and choir 81
into the navy with large 42
into the neck and chest 126
into the neck and throat 86
into the neck for about 43
into the need for change 97
into the next age group 197
into the next and final 120
into the next day until 90
into the next few hours 54
into the next few months 68
into the next few weeks 44
into the next one below 87
into the nose and throat 1341
into the nuts and bolts 3345
into the ocean and began 57
into the ocean and drown 115
into the ocean and forms 89
into the ocean and never 101
into the ocean far below 75
into the offing and warns 48
into the ones and zeros 215
into the only easy chair 48
into the open air above 254
into the open air after 467
into the open air again 1126
into the open air daily 68
into the open air every 99
into the open air under 86
into the open air until 82
into the open air where 422
into the open air which 106
into the open air while 56
into the open air would 47
into the open and admit 93
into the open and allow 59
into the open and asked 48
into the open and began 430
into the open and begin 73
into the open and could 91
into the open and engaging 47
into the open and faced 107
into the open and fight 927
into the open and fired 109
into the open and force 156
into the open and forcing 45
into the open and found 117
into the open and given 125
into the open and gives 41
into the open and headed 71
into the open and makes 106
into the open and moved 47
into the open and raced 41
into the open and reveal 42
into the open and shown 41
into the open and shows 146
into the open and spread 63
into the open and stand 46
into the open and start 70
into the open and state 46
into the open and stood 213
into the open and talking 62
into the open and tried 84
into the open and under 40
into the open and waved 65
into the open and would 74
into the open area where 80
into the open sky above 55
into the open that which 98
into the open they would 59
into the open this seems 41
into the oral and nasal 115
into the other and which 47
into the other pan until 41
into the other two rooms 105
into the other two types 56
into the oven and baked 343
into the oven and roast 197
into the oven for about 368
into the pale sky above 40
into the palm and fingers 43
into the park and began 46
into the park and found 75
into the park and watch 45
into the park that night 43
into the past and change 96
into the past and could 44
into the past and finding 41
into the past and finds 43
into the past and found 88
into the past and grope 61
into the past and looking 48
into the past and looks 86
into the past and makes 54
into the past and still 40
into the past and trace 41
into the past and which 108
into the past and whose 54
into the past and would 101
into the past but rather 43
into the past for clues 40
into the past that would 40
into the past with every 49
into the peace and beauty 57
into the peace and order 69
into the peace and quiet 662
into the pink and white 95
into the plus and minus 49
into the pond and began 58
into the pond and drown 62
into the pool and began 211
into the pool and drank 48
into the pool and drown 65
into the pool and waded 46
into the poor law board 64
into the port and haven 50
into the port our whole 51
into the post war period 56
into the pulp and paper 279
into the raging and foamy 79
into the rain and began 55
into the rain and headed 45
into the rain and stood 72
into the rain and storm 45
into the reading and writing 390
into the rest for which 50
into the rice and serve 73
into the rich and noble 190
into the rise and growth 616
into the rising and falling 91
into the road and began 253
into the road and cried 41
into the road and drove 158
into the road and headed 182
into the road and moved 41
into the road and stood 135
into the road and under 77
into the road and waved 250
into the road that would 72
into the rock and sprang 53
into the rock for about 108
into the rock long after 62
into the rods and cones 115
into the role for which 121
into the roof and floor 84
into the roof and sides 50
into the room and added 76
into the room and after 185
into the room and again 101
into the room and asked 3007
into the room and banged 57
into the room and began 2505
into the room and begin 208
into the room and bowed 278
into the room and broke 115
into the room and burst 64
into the room and calls 94
into the room and catch 84
into the room and cause 93
into the room and check 87
into the room and climb 50
into the room and close 481
into the room and closing 1002
into the room and could 183
into the room and cried 408
into the room and drawing 48
into the room and drink 55
into the room and faced 345
into the room and falls 47
into the room and filling 47
into the room and finding 183
into the room and finds 143
into the room and fired 110
into the room and fixed 91
into the room and found 6139
into the room and froze 119
into the room and gazed 140
into the room and given 96
into the room and gives 75
into the room and grabs 90
into the room and greet 134
into the room and handing 134
into the room and hands 123
into the room and headed 349
into the room and holding 70
into the room and kissing 101
into the room and knelt 488
into the room and leaned 513
into the room and leaped 151
into the room and leaves 101
into the room and light 43
into the room and looking 275
into the room and looks 230
into the room and makes 163
into the room and moved 314
into the room and nearly 104
into the room and never 46
into the room and noted 43
into the room and ogled 70
into the room and place 354
into the room and placing 67
into the room and pulling 69
into the room and pulls 71
into the room and pushing 56
into the room and putting 71
into the room and right 189
into the room and saved 49
into the room and seated 673
into the room and setting 67
into the room and shook 435
into the room and shoot 101
into the room and shout 125
into the room and shown 51
into the room and shuts 118
into the room and sitting 333
into the room and smiling 72
into the room and speaking 54
into the room and speaks 41
into the room and spoke 596
into the room and sprang 64
into the room and spread 126
into the room and stand 272
into the room and start 185
into the room and still 54
into the room and stole 58
into the room and stood 5801
into the room and stops 164
into the room and stuck 50
into the room and swept 118
into the room and taken 211
into the room and takes 231
into the room and telling 81
into the room and tells 197
into the room and throwing 179
into the room and thrown 51
into the room and throws 95
into the room and thrust 111
into the room and touch 41
into the room and tried 579
into the room and tries 61
into the room and turning 97
into the room and turns 120
into the room and urged 48
into the room and walks 136
into the room and watch 189
into the room and waved 130
into the room and within 43
into the room and would 107
into the room but could 50
into the room her father 88
into the room his mother 152
into the room one after 93
into the room one evening 99
into the room one morning 210
into the room one night 91
into the room set apart 176
into the room set aside 179
into the room she asked 48
into the room she could 105
into the room she found 220
into the room she would 242
into the room that evening 115
into the room that first 52
into the room that morning 162
into the room that night 498
into the room that would 123
into the room they found 147
into the room they would 118
into the room this evening 66
into the room this morning 895
into the room with alice 48
into the room with drawn 421
into the room with every 93
into the room with fresh 51
into the room with quick 51
into the room with short 60
into the room you could 40
into the room you might 62
into the rope with which 46
into the rose and crown 95
into the ross ice shelf 617
into the salt and water 78
into the same age group 79
into the same and equal 53
into the same area where 80
into the same old river 94
into the same old story 52
into the same old traps 88
into the same path which 82
into the same pew again 102
into the same sin again 113
into the same two broad 59
into the same two camps 57
into the same two parts 161
into the same two types 85
into the same with others 42
into the sand and began 71
into the sand and rocks 64
into the sand and stood 53
into the sand and water 170
into the sand with every 62
into the self and others 48
into the shed and found 78
into the shed and stood 61
into the shed long since 41
into the ship and close 101
into the shoes and boots 58
into the shop and after 41
into the shop and asked 930
into the shop and began 160
into the shop and found 208
into the shop and shake 43
into the shop and spoke 52
into the shop and stood 177
into the shop and tried 77
into the shop one morning 88
into the shop that morning 87
into the shop this morning 104
into the show that night 42
into the sink and began 155
into the sink and rinse 43
into the sink and turning 41
into the sink and wiped 56
into the sink for washing 42
into the sixth and final 50
into the sixth year since 57
into the size and scope 44
into the size and shape 970
into the skin and cause 713
into the skin and causing 61
into the skin and flesh 158
into the skin and makes 47
into the skin and under 59
into the skin for about 49
into the skin may occur 69
into the slot and dialed 380
into the snow and began 110
into the snow and slush 52
into the snow and tried 52
into the snow and would 73
into the snow with every 67
into the soap and water 71
into the soft earth below 53
into the soft earth beneath 124
into the soft mud below 58
into the soil and begin 44
into the soil and cause 153
into the soil and cover 185
into the soil and create 46
into the soil and enter 41
into the soil and filling 48
into the soil and flows 44
into the soil and forms 139
into the soil and found 55
into the soil and helps 49
into the soil and hence 60
into the soil and later 48
into the soil and makes 62
into the soil and moved 45
into the soil and moves 133
into the soil and place 45
into the soil and plant 132
into the soil and rocks 191
into the soil and serve 41
into the soil and spread 77
into the soil and taken 43
into the soil and thence 126
into the soil and turning 41
into the soil and water 1193
into the soil and which 52
into the soil for about 47
into the soil for plant 67
into the soil for water 77
into the soil with water 46
into the soul and makes 42
into the soup and season 44
into the soup and serve 96
into the south and raise 105
into the steam and water 130
into the stem and leaves 734
into the stem and roots 64
into the stem and stern 159
into the surf and began 57
into the surf and waded 57
into the tank and began 55
into the task with gusto 56
into the taxi and drove 175
into the taxi and headed 42
into the taxi and waved 41
into the taxi that would 78
into the tent and asked 156
into the tent and began 133
into the tent and drive 46
into the tent and found 188
into the tent and stood 132
into the tent that night 43
into the text and facts 46
into the text and notes 146
into the text and which 42
into the text box below 88
into the text they would 47
into the third and final 606
into the third and fourth 6592
into the third year after 65
into the three per cents 128
into the thumb and index 164
into the time and place 968
into the time and space 326
into the time set aside 40
into the time you spend 44
into the tomb and found 52
into the tone with which 43
into the tops and sides 47
into the town and asked 104
into the town and began 268
into the town and drove 67
into the town and found 343
into the town and offer 92
into the town and preach 45
into the town and spent 127
into the town and taken 80
into the town for anything 79
into the town for lunch 52
into the town one night 64
into the town that evening 49
into the town that morning 102
into the town that night 118
into the town that vague 60
into the town that would 65
into the town they found 72
into the town they would 40
into the town this morning 181
into the town was still 80
into the town with drums 97
into the town with every 41
into the trap and began 45
into the trap and drove 135
into the tree and began 67
into the tree and burst 42
into the true and false 151
into the tube and cause 64
into the tube for about 67
into the turf that edged 49
into the union with every 46
into the vast and empty 111
into the vast and howling 67
into the vein and blood 41
into the very area where 49
into the very bad habit 65
into the very hot water 55
into the very pit which 111
into the very real world 47
into the view that women 70
into the wall and began 177
into the wall and broke 46
into the wall and ceiling 126
into the wall and floor 72
into the wall and lumen 75
into the wall and would 97
into the ward and asked 48
into the ward and found 59
into the warm air above 50
into the warm and wealthy 99
into the warm bath water 49
into the warm may night 49
into the warm sun again 42
into the wars with uncle 58
into the wave that meets 69
into the wave that wafts 188
into the ways and thefts 62
into the ways and works 148
into the ways that people 139
into the wealth and power 43
into the well and began 79
into the well and drown 51
into the well and found 61
into the well for water 49
into the wide and healthy 41
into the wide sky above 65
into the wife and mother 61
into the will and power 43
into the will and thence 116
into the wind and about 77
into the wind and began 225
into the wind and driving 40
into the wind and headed 141
into the wind and letting 47
into the wind and spray 147
into the wind and tried 49
into the wind and under 43
into the wind and water 85
into the wind and waves 365
into the wind for landing 49
into the wind with sails 49
into the wood and began 64
into the wood and cause 64
into the wood and found 176
into the wood and leaves 50
into the wood and shoot 66
into the wood and stops 251
into the wood and tried 42
into the wood for about 191
into the wood than usual 47
into the work and lives 41
into the work and shall 48
into the work area where 46
into the work for which 294
into the work that would 54
into the work with vigor 41
into the yard and asked 195
into the yard and began 451
into the yard and begin 44
into the yard and broke 40
into the yard and fired 79
into the yard and found 328
into the yard and headed 56
into the yard and stand 81
into the yard and stood 478
into the yard and tried 106
into the yard and watch 88
into the yard and waved 43
into the yard one morning 109
into the yard one night 58
into the yard this morning 86
into thy heart and write 199
into us from all sides 50
iron in bars and bolts 102
iron is soft and tough 54
iron is used for casting 43
iron to break his limbs 56
iron to wood and getting 58
isle we heard them noise 206
item of food and drink 216
item of more than passing 41
item of news that could 54
item of news that would 49
